Hybridization REF	TCGA-BH-A0BF-01A-21R-A12P-07
DPY19L2P1	-1.87175
DZIP1	-1.335
SEC22C	-0.514916666666667
GPR161	0.141583333333333
RNF146	1.52175
WDR74	-0.331
GALP	-1.3985
PURA	0.50625
DNPEP	1.066
RP11-78J21.1	-0.5915
ERBB2	1.489125
FANCM	-1.90916666666667
NEO1	0.3665
DDX3Y	-5.1065
RPS3A	-0.39675
MXRA7	0.682071428571429
LGALS3	-1.00633333333333
GLT8D1	0.24275
CFL2	-2.25366666666667
UPB1	0.41975
NAP1L5	-0.2825
CLDN14	1.475
DHX38	0.17575
BTBD1	-0.20825
TARS2	-0.1695
ABCF1	-0.3471
FCF1	0.115
LRRC49	-0.44925
GUCY1B2	-2.1635
C1orf177	0.967666666666667
SMARCA4	0.271357142857143
LRP8	-2.527
TAGLN3	-0.187666666666667
MRPL14	-0.5375
TTRAP	-0.096
ZDHHC20	-0.43325
NFE2L3	-0.647
KIAA1377	0.2215
PALMD	0.5778
TMEM43	0.12225
TTL	-1.2725
STAT5B	-0.614833333333333
SSB	-0.4145
OR10H5	-0.0475
SLC22A13	-0.6495
AKAP3	-0.417
TIMM23	0.649166666666667
OAS2	3.583
KIAA0423	-0.13775
TRIM11	1.06933333333333
GLIS3	1.528125
TMEM50B	0.999333333333333
ARHGEF4	-0.714875
DEGS1	0.733545454545455
TBL1XR1	0.385733333333333
G6PD	-1.383
SP140	1.9503
MUC17	-0.637384615384615
NUDC	0.0722
DNAJC5B	3.44733333333333
SCARA3	0.728166666666667
CPA3	6.68516666666667
BCAT2	-0.668875
MFN1	-0.5277
NRG3	-0.034
SNX11	0.8535
PLEKHH1	-1.0125
GPR177	-1.53733333333333
HCFC2	0.32125
TCAP	-0.80025
MOCOS	-2.5085
C14orf93	-0.618
PRDM10	-0.667333333333333
SLC16A4	1.359
SRGAP1	-1.425
VIP	0.80225
DUSP27	-0.00449999999999999
LILRA1	1.4387
MC2R	0.88
MGC24103	-1.86325
MBTD1	-1.116
FUT11	-0.1655
USP33	-0.023
C15orf39	-0.14775
MAP3K12	0.489125
PAAF1	-0.324333333333333
BARHL1	0.8385
FLJ16165	0.179
PIWIL2	-2.789
SYNE1	0.142333333333333
CMTM4	-0.662875
TSPYL1	0.6532
GUF1	-1.23766666666667
TMEM157	0.195
WDR44	0.33025
HIST1H3C	0.61075
DKFZp666G057	0.7005
RNPEP	1.24375
GAS2L2	1.27383333333333
ADH4	-4.4365
GRPR	3.0785
FBXL17	1.46075
ZBTB10	-0.369916666666667
Gcom1	0.604388888888889
HTRA1	2.7159
ZNF585A	0.0348333333333334
SLC26A2	-0.498285714285714
OTOP3	0.0153333333333333
WISP1	3.55988888888889
ATP2B4	0.137583333333333
FLJ10769	1.085
CRAMP1L	-0.0275
CHST12	-0.52675
RAB22A	0.115
TARDBP	-0.1795
STAU1	0.2465
CRB3	2.088
MIG7	-4.05325
CHMP1A	0.426
ZNF160	0.026875
B3GALT6	-0.2685
BARX1	-1.70216666666667
C6orf167	-1.913875
NXNL1	1.233
DHX29	0.588875
HADHB	-0.3465
PLXNB2	1.24025
ILDR1	-1.0475
SLC15A3	3.3205
GAS2	-4.1735
C20orf69	-0.84625
NUMB	-0.2765
TNIP1	0.47
MESP1	-0.818166666666667
PSKH1	-0.7685
NSFL1C	0.993375
RHOG	0.8325
HEY1	-1.84133333333333
KNG1	-2.467
ITGAX	3.3031
LIN9	-0.49
CANT1	1.17625
XRN1	0.228214285714286
CCDC96	0.7288
HEATR6	-0.656666666666667
GNG7	1.187
RUNX2	1.8250625
SOX1	0.837666666666667
FCRL5	2.6523
ZNF99	-0.157
FAM9A	1.676
SNX22	0.420333333333333
MBNL3	-1.77583333333333
ODC1	-3.0241
ADORA2B	-3.57833333333333
NR2F6	1.2145
ZFYVE16	-0.573888888888889
SYNJ2BP	-0.6332
POLE	-0.596125
E2F2	-1.208625
THRA	-0.525166666666667
PTGES2	0.0335
HIP1R	0.156166666666667
TMUB1	-0.722333333333333
ENO3	-1.76625
RSPH10B	-0.472
CXorf39	-0.76575
IRGC	0.33825
GPR109B	-0.98525
FLJ13305	-1.975
LCE3A	-0.122
TNFRSF18	0.0548333333333333
DET1	-0.03925
TRPM3	-0.745909090909091
C16orf79	-0.6185
FECH	-0.238166666666667
RAP2A	0.163666666666667
CRIP1	1.40733333333333
AZIN1	0.5285
SLC7A7	4.35225
IL10RA	2.4247
TMEM64	-3.09525
CDC42EP4	1.6367
C16orf58	-0.092
ARG2	-2.94275
POU5F1P4	-5.2095
FAM62B	0.222
DNAH8	-1.4976
ASH2L	-0.718875
TSLP	-3.76033333333333
CNTNAP5	-1.06666666666667
TMEM16C	-0.878
IFNA14	null
SLC1A3	1.397125
CABYR	0.41175
BCL7B	0.5908
NUDT13	-1.14633333333333
C13orf28	-0.894666666666667
C1orf53	-1.8225
ARL6IP4	0.2648
RPL35A	0.183
EMR3	1.65233333333333
RAB40C	0.860083333333333
SLC41A1	-0.5062
LRCH1	0.69525
LY6G5B	-0.7275
FAM124A	-0.175857142857143
MGC10981	-4.39733333333333
CLIP3	0.5539
MAP4K2	0.548666666666667
CHIC1	0.67275
SULF1	4.70183333333333
C20orf30	0.484571428571428
PRDM5	-0.6785
ELOVL1	1.34325
C11orf48	-0.087875
SLC39A10	-0.51925
KCNV1	0.22375
ACP1	-0.0788
ZMYM2	-1.85725
B3GNT6	0.396333333333333
C9orf69	0.347
C2orf15	1.435
C20orf166	1.4965
HSP90AA6P	-1.7075
EDG7	0.35
NEURL	-0.22425
LPL	0.689666666666667
CLEC2D	0.827285714285714
GRRP1	1.50966666666667
CD8B	-1.3901
HIST1H3D	-0.128666666666667
SLC6A12	1.1945
FAM27L	0.431
CD84	3.1668
RASA1	-0.931
PHKG1	0.3625
MAGEA11	-0.701
IMPA1	-0.7298
NPM3	-1.16625
RARRES1	4.306
SH3BP1	0.565125
B3GNTL1	1.0465
ARPC5L	0.000166666666666666
KLHL26	0.74375
SIM2	1.243125
GJC1	0.0295
C20orf194	0.66125
EXO1	-2.54525
SLC2A2	-2.566
LOC285074	-0.59725
LRG1	0.218
KIRREL	-0.1465
PIK3R1	0.510857142857143
C4orf34	0.29275
MAF	-1.02716666666667
ADCY4	3.6965
ZMIZ2	0.6815
SLC46A3	1.95516666666667
STAMBP	0.0128333333333333
CCDC16	0.65075
MS4A12	-0.0625
TCF20	0.67325
LRRC46	1.1045
C20orf152	0.602
MRPS6	0.02
ABCB11	0.0545
KCNC2	0.7486
CDH19	-2.899
C9orf123	-0.326166666666667
SSH3	1.6195
LDLRAD1	-4.32725
CCBE1	0.015
ZNF135	1.673625
TAAR1	2.7055
WFDC12	0.4425
CCDC42	0.4645
FLJ12529	-0.254
PER1	-0.521666666666667
TIMM50	-0.263666666666667
SMARCAD1	-0.432833333333333
FAM26C	0.475
TP53TG3	-2.93616666666667
SH3RF1	0.6471
LMCD1	3.61875
GPR63	-0.8145
FLJ21986	-2.428625
AIFM3	0.8175
MICAL1	0.909333333333333
BLZF1	0.775666666666667
IQCA	2.2775
PCDHGC3	0.6105
SAC	-0.623
BCL6B	2.297
DDO	2.21925
MARCO	3.6125
DCHS1	0.930166666666667
C1orf170	-0.508333333333333
CD200R1	1.93016666666667
C22orf15	-0.1405
SEPT11	0.570166666666667
ADNP	-0.3445
UST	-0.9212
C13orf34	-0.907333333333333
RFFL	0.355785714285714
APBA3	-0.3345
C2orf60	-0.02875
CUTL1	-0.9461
PMS1	-1.142
ZNF689	-0.306
EIF3E	-0.305833333333333
IL9	-0.45425
RPL31	-0.2545
LY9	1.737
ATP2B3	0.681
KDELR2	0.2995
TFCP2	0.320375
NLRP12	-0.052125
FLJ45422	-0.4455
TLE4	-0.3647
ZNF570	0.0505
FLJ43806	-1.3
TLK2	-0.12925
CIR	0.90525
MARS2	-0.232
COL24A1	0.835
SDF2L1	-0.8555
HIBADH	-0.432833333333333
IGFBP3	-1.03157142857143
C12orf23	0.459
PSPC1	-1.3005
C20orf43	0.93875
TRAV20	0.327
ARHGAP24	1.67625
KIAA1975	1.093625
C1QA	3.7985
DNTT	-5.425
C10orf6	-0.155333333333333
C11orf41	-0.52325
HNRPF	0.57575
COL11A1	6.82066666666667
UBAP2	-1.4595
CDKN2AIPNL	-1.845
C20orf174	5.43
SPRED2	0.066
PLA2G12A	-0.749166666666667
ICEBERG	-2.5732
SCN10A	0.624
C11orf65	-0.65375
GBP5	5.62525
PITPNC1	0.1055
POU3F3	0.845
NCOA7	-0.085
LIN7C	0.1382
LOC348840	-1.0765
NKX2-2	-2.004
ANKRD13D	0.96975
LOC123688	0.241
FUT2	1.1758
TAAR8	0.6945
FZD4	-0.326416666666667
PNMA3	-0.905
OR4L1	0.374
WIT1	1.03725
EXOC3L	1.67275
ATPBD4	0.3146
KRBA1	-1.06825
UBXD6	0.30525
HOXB7	-0.969642857142857
C7orf23	0.0485
UNQ338	-0.0665
STAB2	-0.0285
CDC20B	2.007
IRF9	2.81475
CENTG1	1.49933333333333
TNPO2	-0.4535
MCPH1	-0.068625
BMS1P5	-0.41025
SLC26A7	0.65875
HIST1H3J	-0.233
C9orf3	0.5261
LBH	1.187875
MYO1D	0.5415
PTDSS2	-0.314
NFU1	-0.066
DEPDC4	-1.1795
WNT7B	0.9998
GLP2R	0.5158
SETD4	-0.2255
DYNLT3	-0.5087
FKBP11	0.0736666666666667
SESTD1	-0.158833333333333
FLII	0.859
RPS16	0.3647
CHPF	1.50533333333333
CSNK2A1	0.718
SUMO1P1	0.57475
FKBP6	-1.0345
ZNF214	-1.276
TWIST1	0.8855
DDX56	0.115
TRAM1L1	2.188
EPO	-2.19483333333333
MRPS18B	-0.08875
ZNF682	-0.4705
RPL14	-0.182666666666667
MAFF	-0.68875
LOC51136	0.127875
LY96	1.1105
DDX20	-0.79975
ABTB1	1.67716666666667
ARL5A	0.1931
CCT6A	-1.12525
HEPACAM	-2.20383333333333
EHHADH	0.106833333333333
RBAK	-1.28283333333333
CGB1	1.3085
ITGB5	1.5072
YIPF3	-0.297
FKBP2	-0.547
NR1D1	-0.6792
TMEM110	1.1235
NEK2	-0.315166666666667
PRAMEF8	-3.28475
C20orf52	-1.097
PCDHGA3	-0.6825
VWA3B	0.921
NDUFA5	-0.1925
THAP9	-0.47875
FLVCR2	1.2425
AP1S1	-0.983125
SMAD6	0.108
SAV1	-0.346875
SAT1	1.78325
ZNF251	1.13825
ADAMTS7	0.1518
RPP38	-0.12725
C1orf211	-1.712
YPEL2	0.9147
RBMS1	0.56425
ZNF445	-0.6966
NRXN2	-0.168666666666667
PGBD4	-0.816
UGT2B28	-3.3785
WBSCR16	-0.4587
NLRC3	1.070125
ASTL	0.12
ST6GALNAC1	-3.83925
ZADH2	0.11
MLLT4	-0.696
ARL6	0.714333333333333
MEF2C	0.90475
CBFA2T3	-1.842
AFF3	0.344071428571429
COG7	0.229666666666667
MYB	-0.759
PLXNA3	0.0455
XRCC2	-2.14733333333333
MMS19	0.15925
ST8SIA5	-1.360125
CHPT1	-0.119
KIAA1712	-1.137375
OR6X1	1.1785
ACTR3	0.48425
UGCG	1.38983333333333
OR4P4	0.0685
ZAP70	-0.88575
LPP	0.91175
ZNF485	0.2475
PTPRCAP	1.3185
IL12RB1	1.21525
ATRX	0.00310000000000001
CHST8	-1.24325
C14orf109	-0.01575
ARV1	1.02075
NMB	-1.30357142857143
COX5A	-1.0655
EIF6	-0.24075
MPPED2	-1.4912
SEMG1	-1.386
CHRDL1	0.2185
TRAF3IP2	1.754
WNK2	-0.793625
LILRA4	3.55566666666667
LAMA2	4.806
PXT1	1.433
RLBP1	-3.27525
CD300C	2.06225
SLTM	0.008
FLJ10404	0.02775
APOBEC3D	-1.18566666666667
RENBP	1.49083333333333
ATXN7L1	0.2465
NID1	1.19775
TUBGCP3	-0.72375
ITIH5	1.39052941176471
CCDC110	1.67975
C8A	-3.34275
MGC87042	0.212
HOXC13	1.17875
TFDP2	-0.545
HCP5	2.358
POLI	0.6515
UCN	-0.373666666666667
ZNF764	0.342833333333333
C8orf45	-0.3595
FHL3	-0.46325
SPATA5L1	-0.46225
MMRN2	3.20933333333333
NDST1	0.2355
COL20A1	-0.916
ZNF248	-0.2825
PELP1	-0.139
MBL2	-2.7738
RNF41	0.563625
C5orf24	-1.131
THOC5	-0.105
SERINC3	0.806083333333333
RP11-151A6.2	0.18
CDCP2	0.35575
HIST1H2AA	-0.2225
C11orf75	0.596833333333333
FKBP7	0.59725
DDOST	0.40575
GPNMB	1.809
TTF2	-2.126
KCNT1	0.439
SLC39A14	-0.5715
NGRN	1.116
GPR137B	2.12475
MECP2	-0.809125
PSMA1	-0.8975
C16orf73	-6.08575
TMEM60	0.589333333333333
CSN3	-1.806
NOS1	0.341333333333333
RAB7L1	1.07383333333333
YBX2	-2.19
KIAA1166	0.153125
FUBP3	-0.0696666666666667
ABCG1	1.7105
ACACA	-0.440333333333333
ARL11	1.2937
ATOH1	1.1685
ODF1	-1.24483333333333
CREB3L3	-1.34316666666667
TMEM127	1.04621428571429
DSCAML1	0.369
PLN	3.72233333333333
LYPLA1	-1.30058333333333
PRDM9	-1.7065
SASP	0.24325
PLUNC	-0.2405
INTU	-0.21025
HISPPD1	-0.7285
LNPEP	0.288833333333333
YARS2	-0.6495
APCDD1L	-1.9195
ZCCHC4	-0.3358
FBXO22	-0.473833333333333
TTLL13	0.3565
ZNF669	-0.449166666666667
PTGDR	3.6365
DDX27	0.68525
KIAA0409	-0.3595
GJB6	0.9505
ASB8	1.12575
PLP2	0.201166666666667
MEPE	0.207
OR10J5	-0.3305
KRT222P	0.8465
COQ7	-0.824666666666667
C1orf101	1.5665
RERG	1.7039
CHMP5	0.099125
THAP11	0.65875
ZNF43	-0.603833333333333
ZRANB3	-0.653166666666667
KRT13	2.0545
MRPL19	-1.092875
RBBP9	0.324625
SPATA17	0.842714285714286
BXDC5	-0.211166666666667
PAFAH1B1	0.0763333333333333
MAGEE1	0.31475
OSTF1	0.4905
KIAA0323	-0.786
TXNDC13	-0.635666666666667
CNTN4	2.871375
LCE1B	-2.181
UNQ501	-0.04425
ZNF154	0.695
C3orf64	-0.13375
SYT5	0.1385
PON1	0.1832
FLJ10357	-0.599
ATP4A	-1.776
GNPDA1	0.372666666666667
MGAT1	1.59666666666667
C14orf121	0.044
SLC35B2	0.4475
MIER3	-0.9095
CHEK1	-2.7625
ZNF8	-0.189
TXNDC1	-0.692666666666667
CKB	-0.2186
RTN3	0.504785714285714
FZD2	-0.871666666666667
PART1	-0.926875
PSMB6	-0.122
PCDHB8	0.22
PHC3	-0.1954
PPP1R8	-0.121333333333333
NOVA2	2.04133333333333
TNFRSF11B	-1.725
GOLPH3	1.0015
UBLCP1	-0.3355
SUHW3	-1.57625
TTLL1	0.69275
OPN4	-0.03
OR13G1	0.075
ZPBP2	0.1902
HSD17B11	-0.533375
C9orf50	-0.8605
DHDDS	0.281142857142857
CTSW	2.0985
NEFM	-2.53933333333333
MRPL28	-0.26125
SYN1	0.4335
PIGV	-0.883833333333333
ZIM2	0.0385
APBB1	0.705666666666667
SND1	-0.48825
C1orf123	0.2105
CHD3	-0.82225
BHLHB8	0.213
RNASE2	1.9475
BCAP31	0.91675
SLC25A44	0.850166666666667
CHD6	-0.7099
PIB5PA	1.77876923076923
SELS	0.953375
LOC541471	-0.20975
FAT2	-0.00599999999999999
ZNF81	-0.212
OR4C16	0.00499999999999999
FLJ10081	0.6751
LRRC4	-0.083
CS	0.203833333333333
N4BP2	-1.955625
IGFBP7	2.30625
ZNF318	0.260083333333333
NDNL2	0.7705
ZNF609	-0.232875
SIRT4	-0.5315
EXOSC10	-0.56675
ECE2	0.00108333333333333
OVGP1	1.128
GTPBP3	-1.04425
PACS2	0.1096
C19orf36	0.654833333333333
ARL4C	1.0125
ATG4B	0.015875
UBQLNL	-0.818
RHOXF2B	-4.233
PLEKHG2	-0.603
GALR1	-1.344
AQP4	-0.745
HDAC7A	0.313666666666667
DCUN1D3	-0.12075
OR8A1	-0.2355
CCRN4L	-0.43625
CBR4	-0.622666666666667
KIFC1	-1.8205
SLC7A14	-2.1626
LHX5	null
TRPC7	-0.538
LPXN	0.87975
SERPINA1	-1.83375
RPS13	-0.876
BPIL3	-0.2815
PRKAA1	-1.73975
FADS2	-0.0862
ENAH	1.298625
PRO1768	0.145
APBA2BP	0.026
LIPH	3.09366666666667
C3orf33	-0.89325
RCC2	-0.115
ALDH1A2	-3.0726
RNF103	1.581
AHCY	0.638875
ALG12	0.4835
CCL17	2.569
ZNF543	0.649166666666667
ESRRG	1.6928
CNGA1	-0.106
RDH5	-0.563833333333333
OTX1	-1.0527
PTGFR	-1.3375
CDR2	0.291375
SELE	5.8575
NLGN2	-0.121833333333333
EXOSC9	-0.9285
ZNF566	0.126333333333333
KLRC2	-3.781
GPR12	0.6175
KIAA0196	0.19525
PDRG1	0.442
SSR3	-0.374214285714286
MSI1	-0.124
CST9	-0.2695
CC2D1A	0.562375
PLAGL1	-0.473055555555556
ZNF778	-2.1375
RNF2	-0.46525
KLF6	1.68033333333333
THBD	1.62683333333333
tcag7.1314	0.987
NR5A1	-0.0185
ABCD2	1.0805
DNAJC7	-1.9115
CLEC4C	1.648
TM2D3	1.383
CCDC4	-1.571
PLAC2	0.894
DCD	6.695
FAAH	1.032875
POLA1	-1.22033333333333
TM7SF2	-0.483875
FLJ39822	-0.0761666666666667
FLOT2	1.26175
MAP4K1	1.49616666666667
SRP68	0.2455
C21orf74	-0.4945
ARPC5	0.385875
LOC126075	1.927
HECW2	-0.475125
ZDHHC4	-0.50375
ANKRD42	0.5715
PDE9A	-0.526166666666667
ABCA8	1.694
NDUFS2	1.49475
UBR5	-0.1895
BTBD16	-2.96275
LOC554174	-0.754
ZNF20	1.0605
KIAA1843	0.44
WDR17	-0.964571428571429
C15orf33	-0.196
RNF113A	-0.19075
CAMKK1	0.416
CLCN2	0.93075
ANXA6	0.452
LOC340069	0.698
EMID1	1.139625
DPM3	-0.3185
ELA1	0.0345
SLC25A13	-0.7858
KRT24	-0.1285
SMPD1	0.59
TH	-0.28
COL6A2	2.20014285714286
ANKS1B	0.3605
GPR126	-0.7425
ZC3H12A	0.488833333333333
TMEM47	0.964166666666667
C2orf51	-0.289333333333333
C1orf88	2.66533333333333
HSF2BP	-0.51775
AKAP10	-0.36525
RPAP3	-0.5555
KLHDC8B	1.335375
STOM	1.5328
MUPCDH	-0.10725
C10orf72	0.842571428571429
PLEKHA3	0.498333333333333
TCP11L1	0.01175
CWF19L1	0.754125
SPEF1	1.92653846153846
YSK4	1.7715
ELN	2.484
SAMD8	0.435166666666667
MPI	-1.1985
MEPCE	0.2681
ABCC3	-0.1015
NANOGP1	-3.858
KCNK17	1.47175
HLA-DMB	4.62083333333333
RRAGA	0.43425
ANGEL1	-0.32775
RBM32B	-0.145
CPN1	-3.35675
MGC52282	0.1227
HLA-A	2.8765
OR9G4	0.4415
EDNRB	-1.457
SCD	-0.401928571428571
C14orf80	-1.36616666666667
BAGE2	-0.7245
RABL4	0.444166666666667
RCVRN	-0.8115
SHANK1	0.048
NLRP7	-1.2015
CD226	1.92975
STAT3	1.1495625
SYNJ2	-2.2021
TPCN2	0.849333333333333
WDR36	-1.49125
MBD4	0.04575
ROBO1	-0.6985
ST3GAL6	-2.1765
SLAMF8	4.1615
ATN1	0.181
GPR141	3.24
KRT36	0.1525
TPH1	0.713
DDX52	-0.26125
ZSCAN29	-0.1445
TRPT1	-1.08933333333333
DPEP3	-0.07025
DENND4A	-0.615875
TSPAN16	0.3505
PTCHD2	-2.0825
LOC145814	-0.452
CAP1	0.656166666666667
EIF5A2	-0.4999
NT5DC3	-1.001875
SEPT9	-0.8025
SEZ6L2	0.400375
EGFLAM	3.76775
VPS11	1.45325
NDUFB5	-0.382666666666667
CIDEA	2.66266666666667
IER5L	0.73275
N6AMT1	0.51925
FAM83C	0.599
OXR1	-0.106166666666667
IRX1	0.2275
DGKB	-0.499
GCN5L2	-2.01825
MIR16	0.53325
FBXW9	0.6295
WDR4	-1.601
PDC	-0.3305
VPS33B	0.00350000000000002
HEXB	0.2645
FLJ32214	-0.323
TCEB3	0.15025
CRLF1	-3.72425
ABI3BP	1.72275
C8orf22	-5.081
PYCR1	0.473
KIAA1706	0.13225
CDK5R2	0.443625
WAS	0.979
C12orf60	-1.4935
CCBL2	-0.125
MADD	1.2035
C5orf34	-1.718
WDR42A	1.1226
KLF12	-0.191625
HSPA1A	1.70975
ITM2C	1.12833333333333
DAPK2	2.3445
LOC442590	0.3485
SUMF2	0.24675
CENPA	-1.85292307692308
TMED5	-0.159375
CDH6	-0.9323
BRP44	0.791125
THG1L	0.05175
GABRA2	-3.28225
C14orf166	-0.59775
MYL1	-2.688
TNFSF18	-0.1825
PAP2D	-2.20833333333333
PPIB	0.3525
KLHL4	-1.55325
SFN	0.191166666666667
CCDC127	0.47725
FRAP1	0.1775
GOLGA5	0.00200000000000002
SDCCAG1	-0.558
MGC21675	-0.735333333333333
C10orf95	-0.24975
KIAA1345	-0.797333333333333
C1orf163	-1.169
LACE1	0.0511666666666667
OR10K2	0.8355
CENPN	-2.5362
TMED2	0.6875
UGT1A6	-0.4575
ANG	-1.43275
U2AF1	-0.525833333333333
CASC2	0.862666666666667
NMT2	-0.805666666666667
OSGEPL1	0.08025
DFNB31	-0.0865
SLC6A20	-0.167625
DKC1	-0.508
FXYD4	-1.8255
WDR64	1.15175
MGC5590	0.234
CREBZF	-0.251666666666667
DAZ1	0.499666666666667
PRPSAP1	-0.45225
GCHFR	-0.35925
TTC7A	-0.03575
LOC196993	0.454
UBD	3.58016666666667
S100A1	0.935625
RPL6	-0.413166666666667
DNAJB6	0.36345
NAGS	0.1769
C2orf58	-1.185
KERA	2.60266666666667
MT1X	0.1985
UBE2B	0.9159
KEAP1	0.7355
MST1	-2.67425
OMA1	0.1835
ABLIM2	1.188
BCL2L13	-0.150833333333333
JAZF1	-0.0703333333333333
TMEM63B	1.4715
S100A8	4.9736
ARFIP2	-0.171
UROS	0.7355
KHDRBS2	0.822
POLQ	-2.23425
SOAT1	-0.68975
SPAG4	-0.48875
MRPS30	-1.15866666666667
LOC494141	-0.65475
OR2T11	0.246
ORAOV1	0.5528
ZNF184	-0.1155
TCEB3B	-0.354
ADAM21	0.071
GDPD1	0.11125
SPINLW1	0.1235
PRR14	0.585666666666667
KCTD9	-0.727
NUDT3	0.5005
KIAA1822	1.3251
HIST1H4K	-0.0065
DFNA5	-1.50975
GABPA	-0.84625
C14orf44	0.2555
POLB	-0.212625
PTAR1	-1.05875
SEC31A	0.3919
TRIM58	-2.74925
TAS2R14	0.4295
VPS8	1.2445
H1F0	0.9665
PRKCB1	-0.730833333333333
UGT2A1	0.098
TOR1B	-0.6495
LSS	-0.12575
C2orf19	0.052
HNRNPC	-0.344785714285714
TMEM100	-1.55883333333333
LOC116349	-0.39175
OR51M1	0.62
CCDC142	-0.75575
ISG15	2.8306875
ZCCHC14	-0.8195
CREBL2	1.299125
TGDS	-0.77975
DC2	-0.11825
CACNA2D3	-1.89842857142857
ZNF429	-0.748625
LYPD6	1.19483333333333
SUCLG1	0.180333333333333
OR51I1	-0.5365
MAGEH1	1.78825
PRPF40A	-0.566
SMR3A	1.285
SPINK2	-1.10225
THAP2	-0.00100000000000003
NPY5R	-1.61242857142857
IRF4	-0.0695
SPESP1	-2.49266666666667
OR10S1	0.9
DTD1	-0.34975
TUBE1	-0.76025
DDX19A	-0.423
PDPN	0.77925
TMEM34	-0.17425
MGAM	0.0505
COL3A1	6.04377777777778
GFM2	-0.8069
OR5A2	-0.565
PSG9	-2.73166666666667
ARHGEF11	1.25766666666667
IVNS1ABP	-0.50825
SIGIRR	0.32275
DUSP19	-0.376
DNAJC14	0.8208
ACSS1	1.1735
IL1RAPL2	-0.272
C4orf30	-0.90725
SEPT4	3.17925
LANCL3	-1.5445
SPAG17	-0.127
PRDX3	0.669
HNF1A	-1.8085
P4HA2	-0.083375
RFWD3	-1.71616666666667
MOV10	0.29475
DNAJA5	-0.327714285714286
LOC729440	0.8325
LOC200383	1.6294
SMC2	-2.44425
MIXL1	-0.0245
TMEM9	0.73175
FAM86A	0.836
ZNF174	0.6945
MYH14	-1.41525
CCR8	0.596
VPS37C	0.584166666666667
GPATCH1	-0.2325
B3GNT8	1.882
TBX4	-0.836
CNR2	1.17033333333333
PCDH1	1.21425
C5orf29	5.39728571428571
OCIAD2	0.6675
PLCG2	1.8425
KIAA0247	1.830875
HRH3	-0.126
CAPN13	3.7195
CCR1	1.3654
MGC15523	0.638666666666667
UVRAG	0.875333333333333
DNAJA2	-0.294
ITGA2B	-0.1365
CLDN5	3.227
PTPRN2	-1.69414285714286
ZNF512	0.577333333333333
PSAP	2.77778571428571
CCDC140	-1.93
LRRC55	0.89625
CYP26C1	0.205
C8orf47	-0.897
LYN	0.832625
DUSP6	-0.605
TGFB3	3.5248
ELK1	1.0353
PCDH11Y	-0.012
HGD	-3.02675
C17orf58	0.7985
MYO3A	0.5675
SERPINE2	-3.66083333333333
AARSD1	-0.562875
C14orf73	-0.7565
ADAM33	0.49825
ZNF491	-0.179
MAPK6	-1.5195
TCN1	-1.4792
SLC24A6	1.3665
UBE2R2	-0.57575
H1FNT	0.1075
TATDN2	0.446
LILRB1	3.35925
P2RY5	1.4615
NUCB2	-0.276
C2orf37	0.18975
SNX27	0.899166666666667
MTA3	-0.540125
FOXO4	0.65575
ID4	-0.0365
SOX5	-2.94116666666667
PXMP3	0.427
OR52M1	0.101
SFT2D3	0.15075
INA	-3.91566666666667
MCOLN1	1.80075
NFIX	-0.7354
CLEC14A	5.203
HIBCH	0.41
PLA2G5	1.843
TIMM10	-0.768833333333333
MED17	-0.1638
COL4A4	0.2535
TPP1	0.6655
GJA3	-1.85433333333333
TMPRSS5	-1.749
AADACL3	1.0245
DNMBP	-1.08125
ENPP5	0.938833333333333
NQO1	-1.374
ZSCAN2	-0.2265
SEC24C	0.979833333333333
GTF2A1L	1.685
AXIN2	-0.0854
FAM33A	-0.88775
C16orf13	-0.89
SPNS2	1.09175
TAF1	-0.572
AP1G2	-0.0065
RBM42	-1.05266666666667
HCN2	1.3165
EFHB	0.723166666666667
RUSC1	1.083
GRIK5	0.1335
USP21	0.441666666666667
ATAD3C	-0.02475
ORMDL2	-0.19925
PRSS7	-3.42466666666667
PSAT1	-3.2145
FLJ13195	-0.613
TBC1D1	0.3905
IFNG	5.9505
OTOS	0.0928333333333333
ZNF773	0.537333333333333
EMD	-0.5525
RETN	1.792
CCL8	4.9975
APH1A	2.173
COX18	-0.78675
GTF2IRD2	-0.51175
CCDC82	-0.81675
PAFAH2	0.8936
NPEPL1	-0.00219999999999999
RP11-114G1.1	0.163
TP53INP1	0.903625
ZNF300	-1.89516666666667
FOXL2	-3.17433333333333
LARP2	-0.549833333333333
LATS1	-0.21475
HTR6	0.502
SPOCK2	2.29716666666667
RNF144B	3.2235
HTATIP2	0.02925
MGC10334	0.2375
CENTA2	3.0825
FGF2	-1.7665
FXYD7	0.16625
PHYHIPL	-2.37757142857143
GPR34	5.996
DDX6	-1.114
OR10W1	0.341
LHFPL1	-0.7595
ZNF313	0.355642857142857
VPS28	1.0455
AP3M1	0.8107
AKR1CL2	0.015
TRAF4	0.720125
OR2B11	0.5095
C19orf12	0.495666666666667
AKAP9	-0.187666666666667
C1orf62	-0.26
SLC20A1	-0.241
FAM112A	1.42775
LDB2	1.114125
MRPS23	0.95325
KLK5	1.4125
SPTB	-0.571333333333333
EFEMP2	2.335
EFNB2	0.66175
PCM1	-0.262357142857143
NMNAT3	2.84175
TSG101	-0.0938333333333333
C8orf40	-0.285833333333333
NOB1	-1.41525
ABHD3	-1.13075
GTF3C4	-0.845125
PIGN	0.241166666666667
