Hybridization REF	TCGA-AR-A1AX-01A-11R-A12P-07
TEX15	-2.1168
REPIN1	-0.104333333333333
PDE4A	-0.4631
CAPZB	0.48725
YPEL3	0.127
C14orf100	0.638375
GINS2	-2.47475
C18orf21	-0.343
CYP1B1	2.1125
VISA	-0.453
XYLT1	-0.589444444444444
ZNF440	-0.656
BRWD1	0.723714285714286
GOLPH3L	0.8405
C11orf77	0.8075
ZBTB17	-0.412
SLC19A2	0.1755
C6orf134	-0.2355
C9	-0.541
ART5	-0.452125
ARTN	1.36183333333333
TMTC2	0.844
GNRH2	0.122
STEAP1	0.5437
RPL39L	-0.032
FLJ10292	-0.310333333333333
RLF	-0.413
NAT14	0.21725
RRN3	0.8675
C11orf16	1.6692
C3orf14	0.89825
TEX264	0.151833333333333
C22orf28	-0.319875
C20orf175	-1.3965
XPNPEP2	0.71775
PDE6A	-0.2085
SPIB	1.32675
TBCB	0.375166666666667
SLC5A11	-0.68375
ADRA2C	-0.680166666666667
DHCR24	0.709666666666667
MEF2D	0.137625
C6orf114	-0.028
ZPLD1	1.237
MYO1B	-0.300833333333333
VAMP8	2.149625
ANKRA2	0.0983333333333333
C11orf42	0.2495
TAS2R60	0.218
PANX1	0.53775
C12orf42	0.882
RCBTB1	0.13225
FGL2	6.523
CEP70	-0.161
WASL	0.332
SEPT14	0.7335
DCHS2	-0.339333333333333
CYBA	-0.61325
ARHGAP11A	-2.32016666666667
MPZL2	1.5235
KIAA1881	0.404
ANXA1	0.6555
AFF1	-0.1685
FRMD3	-1.0555
SUSD5	-0.12425
C9orf32	-0.89725
RASSF7	0.411375
KIR2DL2	-0.3945
SENP1	-1.402
C20orf195	-0.657
C3orf44	-0.0293333333333333
KRTAP9-3	0.9055
ZFP28	-0.092625
PLCB2	0.5031
TXNDC15	0.109
CALR3	-1.6
HLTF	0.316142857142857
C17orf67	0.2485
NDUFA6	0.583
PKP1	-0.708666666666667
HMG20B	-1.0055
GPR180	-0.8851
BAI3	0.23825
NOSIP	0.3203
TRIM23	0.125
ARL1	1.10657142857143
CDK5RAP2	-0.813
SSH2	-1.52766666666667
KCTD15	0.507166666666667
FTHL17	0.8115
AK3	-0.604
RAB3C	0.71625
PAX4	0.094125
KDELC2	-1.34025
BIK	1.8635
KIAA1553	-0.51625
CEP135	-0.37025
NANOG	-4.57316666666667
TRIM22	3.889
CDH13	-2.5025
B4GALNT4	-0.47425
MDGA2	-0.1485
SAMD3	4.5655
OR1E1	-0.3715
TAS2R10	-0.682
FASN	1.44375
GPR116	4.09075
ZNF219	-0.876166666666667
CD33	-1.069
RAB3GAP1	1.3145
H1FOO	0.8545
NXPH3	1.032
CROCC	-0.534833333333333
GPX7	-0.767125
BASP1	-1.3912
STAM	-0.2875
TBK1	0.68925
STX2	-1.0215
RPL29	-0.55
NR1H3	0.22125
MPPE1	0.00400000000000001
PHACTR3	-0.97225
SLC44A2	1.544625
C10orf109	0.42425
CLCN6	-0.5395
C16orf59	-1.7895
SQSTM1	0.679833333333333
AADAC	-0.1545
LRRC8C	-0.07025
BIN3	-0.8848
HPS6	0.64975
MAN2A2	0.0438
GABPB2	-0.527875
KCND1	0.24175
PTPN11	-0.689857142857143
ZNF274	-0.8675
ATF3	0.620916666666667
C7orf26	-1.17475
C1QL3	0.675
WDR54	-1.75333333333333
FLJ40869	-1.314
ZNF397	0.69575
MLL	-0.1644
TTLL6	-0.39525
ANKRD15	-0.123
KIAA1958	-1.26175
C1orf218	1.285125
ZDHHC16	-0.541
DDX47	-0.753
EVI5L	-0.264
GDF6	-5.613
TAPBPL	0.608666666666667
BTG1	2.2859
DPP4	0.7315
KLHL23	-3.16725
APOC3	-4.80575
BTBD12	-0.488833333333333
CNOT4	0.05425
HIST1H3I	0.563666666666667
OR5H1	-0.0755
APEH	-0.756625
TRY1	0.572
SLC26A8	0.2956
KCNA2	0.45
TMEM159	2.286
C6orf81	-0.632666666666667
PCYT1A	0.386333333333333
C6orf157	0.17125
BRMS1	-0.128
CHST1	1.00733333333333
LGALS1	0.188875
TAF1B	-0.811
FLJ40504	-0.381
GPR173	0.0315
COL15A1	1.246875
CASP10	0.0215714285714286
PCMT1	0.428357142857143
HDAC5	0.5477
LOC641367	-1.43375
EVC2	0.067
SGPL1	1.14333333333333
GON4L	0.292142857142857
AFG3L2	-0.550666666666667
C5orf15	-0.368833333333333
UBXD1	0.1113
LILRB4	0.756333333333333
GSTA4	0.6935
ADIG	-0.443
GRIPAP1	0.226375
HIST1H3B	-0.354
BTRC	0.065
USP49	-3.513
IQCH	0.478375
ACBD6	-0.241
YEATS2	-1.42125
CABP5	-0.03825
TRIM3	0.923
HNRPM	-0.01025
FGG	-4.4812
C18orf16	1.3345
CLEC2B	1.29375
PQBP1	-0.2215
JTB	-0.1295
REST	-0.051
SLC8A3	0.1015
TMEM16H	0.49025
MRPL47	0.308625
EVI1	1.044
MUC1	2.485875
TEAD3	0.350625
STOML1	-0.52325
USP24	-0.4179
PNMA5	-0.17425
MAEL	0.6375
LBP	4.9958
HSD17B4	0.350125
SEC31B	-1.26925
IDH2	0.6934
SFRS16	-0.37925
AICDA	3.5875
RNF180	-2.14825
C1orf56	-0.988333333333333
FLJ10324	-0.776833333333333
GPR148	0.15
MEF2A	0.72375
ASF1B	-1.62933333333333
HTN3	-0.2695
RNF215	-0.08825
SLC4A3	-0.5195
ADAMTS9	0.322555555555555
C9orf66	0.849833333333333
FOXD3	0.33
GSDM1	-0.002
IFITM5	0.7885
PODXL2	-0.606333333333333
C1orf176	0.00975
RPS3	-0.03325
hCG_2004593	0.13625
COL21A1	0.60925
NTNG2	0.558666666666667
RAI14	0.0988333333333333
P76	-0.178
LRFN3	0.1085
FAM14B	-0.084625
FKBP14	-1.15675
TNNI3	-0.857
HOXB3	1.500125
SGCB	0.44675
PPAPDC3	-0.18175
FRAT1	-0.0568333333333333
MORN1	0.3365
ARHGEF2	-0.11
BNIP2	0.18575
DHX30	-0.6245
EEFSEC	-1.11225
FGF20	0.773
FLJ38973	0.0837142857142857
PLCH2	-0.0195454545454546
CCNG2	1.305875
PSPN	0.4205
WDR88	null
HOXB13	1.03325
MTMR8	-1.8475
SPAM1	-0.2225
PPP2R1B	-0.782571428571429
TANC1	0.67675
CNN3	1.0257
CHGA	-0.029125
C9orf128	3.109
CACNA1B	0.326833333333333
MMAB	-0.7245
RHOA	0.75425
RAPGEFL1	0.44175
SLC1A5	-0.798166666666667
CALCA	-0.101875
SYCP1	1.842
CXCL11	7.00025
GFI1B	-0.761833333333333
PSCD1	0.808666666666667
C11orf58	1.55783333333333
MGC45438	3.82366666666667
NUDT18	-0.4575
ASB3	0.717
ZP1	-1.1975
LPPR2	0.2588
ZNF527	1.00616666666667
ZNF771	0.209142857142857
TTBK2	-1.08325
TRIM55	-0.01725
GJB3	-0.198833333333333
PRSS35	0.38825
SCRG1	3.42425
ZDHHC24	-0.33225
DUSP26	0.805
C1orf51	0.584875
DNAJC3	-0.322166666666667
LITAF	1.34325
ZNF410	-0.13475
AFP	-5.25983333333333
ZW10	-0.54075
PHOX2B	-1.157
VILL	-0.124
ELOVL7	-0.1355
LOC644186	2.569
PPP3CC	0.276
CHST13	-1.86325
WDR40B	0.506818181818182
MEA1	-0.3135
HILS1	-0.87375
DLX6	-2.842
NKG7	3.40416666666667
EMP1	0.86125
ACTR6	0.621
CHCHD7	0.318642857142857
COG2	0.1475
TCEA2	-0.2126
TARS	-0.67
FLJ20294	0.296333333333333
ZNF92	0.621
TRAPPC2L	-0.6677
ARHGAP28	-0.611875
CCDC109B	1.32825
LGTN	-0.963833333333333
INGX	0.495666666666667
LOC124446	1.03575
RPS2	-1.065
C17orf75	-0.657
NBPF1	-0.355
SLC2A8	-0.9805
SNRPE	-0.25825
CARD6	0.69225
IL13RA2	0.780375
CUEDC2	-0.03275
C4orf19	0.292
AOC3	1.1705
MTHFD2	-0.579166666666667
OR5M9	-0.1745
C4orf38	-0.00949999999999999
SS18L2	0.4985
OAS3	1.48666666666667
LARGE	0.968
LRIG3	0.354
LIMA1	1.09825
STARD3	1.2095
VPS39	0.552
CTAGE6	-0.376
ODAM	-2.019
MORF4L2	0.5475
GSTO2	1.80925
MTFMT	-0.5255
PRKAB2	-1.45264285714286
ZNF76	-0.337333333333333
HSPB2	3.568
CRB2	0.2345
KLRK1	-0.4495
LYST	0.99625
UBE2M	-0.8925
SLC16A9	-0.8445
ZNF281	-0.66425
ST8SIA1	1.451875
C9orf105	-0.3425
ANKRD46	1.12225
FAM108A3	0.0935
C20orf91	-0.147
ZYX	-0.00883333333333334
RSPH1	3.415
ZSCAN5	-0.63975
RIMS3	-0.342833333333333
KRT76	-0.6955
CEACAM4	0.424166666666667
SIRPB1	0.446625
CFHR4	-0.0915
SOX3	-1.31683333333333
GATAD1	-0.961875
C21orf57	1.0695
TMC8	0.218666666666667
AVIL	0.862166666666667
LMOD1	3.16475
HIGD1A	0.701625
NEU3	0.00725000000000001
DES	-0.213625
BZW1	-0.391
ZNF221	-1.3
CCDC27	0.136
GDAP1	0.022
RBBP4	-0.068
MGC40499	0.28775
PHKA1	-0.74175
PRKAR1A	0.0452777777777778
HSD3B1	-0.1315
RAD52	-0.938333333333333
CD207	0.986
LOC389791	0.4745
RSPO1	2.387
TMEPAI	1.4515
MFSD2	0.816
ETV4	-3.38691666666667
SCGN	2.0075
LOC391356	0.07075
MPP1	-0.942857142857143
STARD3NL	0.66925
TFAP2D	0.529
CD2AP	0.8565
CCL20	-3.801
CCDC86	-1.3715
ZFP30	-0.078
CTBP1	-0.000583333333333364
MAK10	0.254166666666667
STXBP5	-0.676166666666667
LOR	0.9995
MAP6D1	-0.411375
ARMC7	0.0245
TMEM150	0.6275
NSL1	0.33025
KIF5A	0.03075
ASCC2	0.23
PSENEN	0.0353333333333333
OPTC	-0.532
FCRL2	1.53266666666667
KBTBD11	-0.832
PCK1	-3.40342857142857
CENTD3	-0.917
MEGF8	-0.009
ALPPL2	-0.33125
OBFC2B	-0.384
ZFYVE20	-0.270714285714286
GALC	0.428333333333333
CTRB2	0.1185
C20orf71	-0.8582
TBKBP1	0.443833333333333
CAMLG	0.699125
TREML4	0.528
RSAD1	-0.148
TUBA3D	-0.1494
KIAA1833	0.752875
PNPLA1	-0.908
LRRC34	-1.23
CDH26	-0.829333333333333
ZNF167	0.865333333333333
ZBTB26	-0.9874
VWF	4.39266666666667
VTN	-1.4544
BAD	0.2515
PDS5B	0.653727272727273
ZNF644	0.247833333333333
SH3GLB2	0.271125
SMPDL3A	0.6878
NRG2	1.662375
IL15	2.16383333333333
GABARAPL1	0.2195
LAT2	1.17366666666667
SLCO1A2	-1.13083333333333
LIG4	-0.464416666666667
GSDMDC1	1.85575
BMP4	-2.052875
METT10D	0.02625
SYCE1	1.8105
SPANXD	-6.49075
SLC12A9	-0.293666666666667
MC1R	-2.3355
RNF168	-1.222
TRIM69	1.72925
GALNT7	0.767
ISG20L2	-0.387
KIAA2026	0.499
TNFAIP8L1	-0.9565
DPY19L2	-2.545
C12orf63	0.757
PRDX5	-0.3215
MED6	-0.79025
TXNDC5	-0.480125
CD46	0.745666666666667
CCK	-2.5485
C17orf48	0.61875
ANUBL1	1.76575
SIT1	2.11433333333333
TYSND1	-0.389166666666667
DEF6	0.525333333333333
GLT8D4	0.553
UTP14A	-0.545875
RPH3AL	-0.2065
NXF1	0.465166666666667
TRERF1	0.148833333333333
TUBB3	-1.4444375
SLC24A2	1.4345
SEC22B	1.46275
ZNF653	-0.21475
GGTL3	-1.94275
CDKL2	0.627333333333333
CTF8	-0.281916666666667
EPC1	0.712833333333333
CYP4A11	-0.0953333333333333
THRSP	6.0365
LELP1	0.480666666666667
TES	0.315375
C17orf87	2.2015
FERD3L	0.131
SH3TC1	-0.0825
RAB36	1.8765
CRYGB	-0.1675
GRIA3	0.9704
BHLHB9	0.32675
C1QTNF9	0.04275
GOPC	0.0625
PNPLA8	-0.138
ZNF444	0.0705
FMO1	3.4995
POLR3C	-0.206
SLC35F3	1.40375
SGCG	-2.8386
DCDC2	-2.27183333333333
NANP	-0.92825
MGC23270	-1.4855
BEX4	0.906916666666667
HYDIN	0.165555555555556
RPS6KB2	-1.266
ADRM1	-1.07883333333333
BAT3	-0.82125
RAB31	1.1184375
SCGB2A1	8.86
SLC6A14	-3.31666666666667
DDX4	-0.54125
PRRC1	0.4215
AP3B2	-0.0336666666666667
TRGV7	0.113833333333333
TMEM184B	0.375
ADPRHL1	-0.132
C21orf45	-0.437375
ARNTL	0.4755
AADAT	-1.79
CCL2	1.92833333333333
SNTB2	-0.748
RGS9BP	-2.49425
KPNA1	0.438
TMEM41B	-0.688166666666667
S100A11	0.896166666666667
DOT1L	-1.704
EFHC2	0.713
CLTC	-0.748833333333333
SRP9	1.84314285714286
ZNF521	0.40325
FAM26F	1.57475
GPR88	0.954166666666667
COL13A1	-0.0516666666666667
CHMP4B	-0.5608
SIGLEC6	1.44683333333333
NFAM1	-0.055625
PVRL2	0.2687
ALKBH4	-0.58075
CCDC93	-0.35125
NXT1	-0.47325
KCNK4	0.6265
TROAP	-2.531
KCNA10	0.0975
CCDC114	-0.266333333333333
RAN	-0.01775
LMTK2	-3.307
LOC400657	0.706
UFC1	1.67525
UBE1DC1	-1.01
EEF1A1	0.202888888888889
CHAC1	-0.13
HMGA2	-5.7315
B3GALTL	-1.36675
ING2	-0.2825
C1orf109	-0.696
INTS3	0.67175
ZNF558	0.3325
TRPM4	1.34183333333333
LTB4R	-0.5815
ISYNA1	0.42725
LSM7	-0.92825
LRRC47	0.0708125
ZNF179	-1.774
EXDL1	-0.0573333333333334
SLC4A10	-0.70375
ACSS2	-1.49416666666667
COPS7B	-0.7125
KIAA0040	1.0045
C1orf95	-0.764
AP1GBP1	0.53625
OR9A2	0.6125
FAM71C	0.1145
RIN1	-2.0605
ITGA4	-0.892125
DNAJC6	-1.60233333333333
CLOCK	0.2615
SLC35A4	0.719833333333333
DSG4	0.79175
LOC26010	-0.13875
NSUN2	-0.60175
TMEM86B	-0.4865
C14orf135	-1.021
KIFC3	-1.77983333333333
PHF5A	0.266
NCAPH	-1.78175
STK11IP	-0.3195
FLJ42953	0.987
CCDC19	1.4065
ZNF329	-0.857
TAX1BP1	0.376166666666667
ZDHHC18	0.066
C10orf88	-0.17725
TMBIM4	1.5987
NMUR1	0.8415
KIR2DS4	0.339625
C9orf90	0.029125
MGC87631	-0.0655
KDR	2.9018
ST3GAL2	-0.968875
RLN2	1.00033333333333
HPD	-4.2885
MOXD1	0.143666666666667
PDGFRL	2.64233333333333
SMYD4	-1.214
FAM103A1	0.8295
MFAP4	1.00116666666667
LOC285141	2.9225
TMEM45B	-1.015125
SMCR7L	-0.629
GZMH	4.8635
CBLN1	-2.6048
CNNM1	-0.74875
PHF17	-1.00241666666667
NUP98	-0.119666666666667
RMI1	-0.62825
PTPRS	-0.076125
ANKRD57	0.07075
CLDN15	-0.222166666666667
OR51A2	1.848
GUCA2B	1.013
DOCK9	1.51425
ITGB1BP1	-0.255666666666667
DLG2	0.334125
BRAP	-0.414
SESN3	0.0615
ZC3H7B	-0.357
FAM101A	0.881833333333333
FKSG24	-0.20325
ZYG11B	-0.930625
RFC2	-0.82475
SH2D3A	-0.127166666666667
DVL3	-0.4025
ADFP	-1.4225
KRIT1	-0.4595
SERTAD3	1.187
LEFTY2	-2.534
KRT27	-0.101
SCFD2	-0.62825
MN1	-0.6395
RORA	1.359
PTPRD	-1.20475
PIAS2	-0.235666666666667
CYP4X1	6.18683333333333
FBXL15	-0.172
MYH15	0.9875
CRX	-0.136666666666667
TBC1D13	-0.21675
SLC22A17	0.87
PLK2	1.082
ARHGAP9	2.957
EIF1B	0.07075
C20orf185	0.51475
DEFA7P	0.6225
PRIM1	-2.06283333333333
CRYAA	-1.50075
BACE1	-0.29675
AGTRL1	0.656333333333333
ACAD9	-0.347875
GRASP	0.9925
RBP4	-4.71983333333333
TFB2M	0.38925
METTL9	-1.0601
ATP5O	-0.05975
SP100	0.8493
CPSF1	0.310333333333333
S100A4	-0.2135
LIME1	-0.06225
GPR137C	-1.63525
OR2A2	1.48
C2orf29	-0.803
NUP188	-1.44225
SDPR	0.06825
RAI1	-0.474125
RPS20	0.765
LAMB1	-0.91625
ADM2	-0.217666666666667
ZNF229	-1.096
DKFZp434K1815	-1.69425
EPN3	2.1665
CLIC3	-0.9725
MEIG1	-0.29375
HMGB4	-0.52125
STARD10	1.53675
KLF8	2.22275
EPB41L2	-0.684833333333333
JMJD6	-0.0491428571428571
CTSL1	-0.319666666666667
GPR27	-0.3345
ELAVL4	-0.148857142857143
MMP21	0.1865
PPM1B	0.611125
SUV39H1	-1.01925
AAMP	-0.1085
TUSC4	0.547666666666667
MBD6	0.23875
KLK13	-0.651
FMNL3	0.921333333333333
TRIM13	0.60925
C15orf5	-0.53275
IQCF1	0.235
CACNG8	-0.1525
SLC35D3	0.204
ZDHHC9	0.097
ODF3L1	-0.0695
C9orf86	-0.8296
TSEN2	-1.0605
C17orf64	-0.141333333333333
SEPX1	0.6613
TSPO	0.764666666666667
SYMPK	0.0665
ADORA1	-0.28975
TSPAN10	0.742375
SEMA6C	0.00799999999999999
RTTN	-0.7858
IL2	1.255
ARRDC3	0.494166666666667
TBPL1	-0.933
STX12	0.879
MRPL39	0.07125
OR8H3	1.292
IFIT5	2.31633333333333
CASC5	-1.91375
FAM46A	-1.31966666666667
HPCAL1	-0.74325
CYLC1	0.959
VGLL2	0.102142857142857
C20orf191	-0.4415
CDH1	1.41958333333333
ITPA	-0.6755
CCDC101	-0.19025
D15Wsu75e	-0.36575
EDA	-2.05125
CREG1	-0.8245
OR7G2	0.4865
SAP18	1.41891666666667
IFIT1	4.395
CALML3	2.30233333333333
FLJ37440	1.9505
FNDC5	-0.12775
SERPINB6	0.124142857142857
JUNB	1.3042
SYS1	0.87475
SCN2A	0.844666666666667
ZKSCAN5	-0.736
WNT7A	-0.247333333333333
TSHZ3	2.73575
RNF148	1.5745
H6PD	0.06325
CAD	-1.34116666666667
ZNF449	0.03875
DOCK10	0.947
FAIM2	0.3695
HEXDC	0.26325
PRB1	0.106
C14orf148	0.242
ETHE1	0.16525
IRF5	0.9744
GNMT	-0.439166666666667
MGC16291	-2.4935
RPAIN	-0.403071428571429
CAGE1	-0.064
CNTNAP3	-1.7965
ACTR1B	-0.6765
EEF1E1	0.11875
MSX1	-1.227625
ESF1	-0.3716
HSPC171	-0.1585
MRPL2	-0.954
RDH12	0.949833333333333
CELP	0.345
METRNL	-1.359
C10orf116	4.463
C19orf48	-1.15
ZNF346	-0.353
NCR1	0.559
C10orf64	-0.4875
CD52	3.34875
VPS18	1.1415
AP4S1	-0.0925
NPBWR1	0.607
TPK1	2.299
UBA52	-0.198888888888889
RIPK1	0.422166666666667
CPNE3	2.2495
HSPC159	-0.2235
C8orf38	1.28575
LRRC4B	0.3405
PARP10	0.8956
ANKRD50	1.087375
CXCL9	8.2725
FGF18	1.28190909090909
EIF2A	-0.7325
SLC20A2	1.08066666666667
KIAA1549	-1.44383333333333
SPINT1	2.7679
ZNF584	-0.107
CRBN	0.628833333333333
ABCF3	-0.108333333333333
NCBP1	-0.4345
PLA2G4F	-0.182333333333333
PCDH10	-0.464666666666667
TTC21A	0.05175
C20orf144	0.3205
FGFR1OP2	-0.274666666666667
SLC9A1	-0.2929
CHRND	-0.5935
FOXF1	-2.05475
KIAA1467	0.26675
TPO	1.5984
LTF	4.53857142857143
DNAJB9	0.70325
MRPS27	-0.75025
bA16L21.2.1	-0.19125
WBP2	0.290166666666667
MRGPRX3	-1.31616666666667
PRPF18	0.7835
C10orf58	0.587
SMOC1	-3.0054
ADAT3	0.1465
TMEM138	0.53375
TMEM131	-0.55975
TIMM8B	0.99825
MYH7	-0.120333333333333
ST6GAL2	0.7235
KIF1C	-0.6975
SUHW2	-2.3145
PAPSS1	-0.087
CABP2	0.00499999999999999
HOXA4	-0.808
ELF2	0.39425
SEMA3D	0.777125
MC5R	-1.653
OGFR	-0.1145
FLJ30092	-0.643166666666667
TGFA	-0.7735
MMP17	-0.49425
KIF15	-2.508
CHIA	0.738
CATSPER3	-0.244
CEACAM7	1.93075
PADI2	2.7515
HOXA9	0.742
LNX2	0.648166666666667
TMEM144	1.43675
HIF1AN	0.65175
METTL7A	0.1679
C6orf165	3.76716666666667
KIAA1468	0.4105
DSG3	1.3975
ZNF180	0.485
EIF4E3	2.203
SLC46A1	-0.264625
DKK1	-6.7525
ZNF205	0.825333333333333
LOC162073	1.60222222222222
COX7A1	5.08425
MAGEA1	-4.82033333333333
NEDD8	-0.305
KLHDC5	-0.4825
C3orf19	0.262333333333333
MRPS2	-1.314
POLR3H	0.583285714285714
ABHD11	1.0158
TMEM17	0.36575
PAIP2B	0.0712
MAT1A	-4.26775
LGI3	-0.0105
THUMPD2	0.23075
TKTL2	0.323
XAGE3	-2.63683333333333
CALM3	0.821916666666667
C6orf136	-0.665166666666667
KCNC4	0.144666666666667
RGS9	0.6875
ACIN1	-1.17133333333333
SPATS1	-0.87
XKR8	-0.23325
FAM84A	2.20416666666667
MS4A7	5.55145454545455
AGXT2L2	0.13575
OR1F1	0.7005
SMAP1L	0.139666666666667
IPO11	0.458875
ZC3H11A	-0.347
C1orf151	0.381875
RNASEH2A	-1.51325
CCR10	-0.644
TXNDC11	0.328583333333333
TMEM112	1.03275
MAP1B	-1.56314285714286
NVL	-0.01475
PKM2	-0.5581
ARC	-1.015
NUP54	-0.313
PPFIBP2	1.35833333333333
STAT2	1.765625
PTAFR	2.71083333333333
ROBO2	4.03325
RNF40	0.144
CCDC135	-1.217
IFT81	-0.7715
MORF4	1.03725
TM7SF3	-0.2895
OR10H3	0.706
ABP1	-0.181
CHRD	1.469375
PLEKHA8	-0.131666666666667
NCALD	3.36308333333333
OR5AK2	2.423
ACCN1	-0.0636
SLITRK1	0.4485
ARMET	-0.1025
C9orf52	1.49425
REEP4	-1.74525
MTSS1	1.735875
ADH1B	1.857
DLD	-0.15775
CDK5	-1.2775
PPFIA1	-0.692
WFDC3	1.02125
DNAJB12	0.610285714285714
RANGRF	-0.7325
MLANA	-6.62725
AMY2B	0.32775
KIAA0319	0.6905
RPS7	-0.1455
JAK3	0.0934
ARFGEF1	1.73425
CXCL5	0.611
TRAPPC4	-0.13325
CETN2	0.88825
HSPC111	-0.4625
RHOBTB3	-1.5127
PHLPP	-1.167
RGS10	1.48125
TMEM58	-0.56425
CHERP	-0.252375
HSP90AB3P	-0.0945
FSTL3	-1.59783333333333
PEX11A	1.8525
OR5V1	-0.4095
FCN3	1.8045
PTPN3	0.6145
NPTX1	-5.11775
C21orf84	-2.052
C11orf51	-0.07225
ZBED2	4.9125
FLJ90757	0.1855
NPY2R	3.84133333333333
PLD3	-0.0255
SYT17	1.498
SGSM2	-0.76925
OR1A2	-0.159
FOXP1	1.576
SLC5A1	-0.032
POFUT1	-1.2134
EPHB6	-2.35433333333333
MYO1G	-0.022375
STAC	-1.2798
KLHL17	-0.352166666666667
RGMA	0.0649000000000001
TJP2	-0.9937
FAM114A1	-0.523666666666667
SERINC1	1.23175
SLC9A8	0.509375
PEX19	0.192
EDN2	4.1495
PSMD7	-0.870222222222222
C3orf41	-1.988
UQCR	-0.5175
PPP1R3C	-1.10525
LRP4	-2.57383333333333
TM2D1	0.277
TTC17	-0.4559375
C4BPB	-0.723
CCL25	0.29125
ZNF253	0.0961666666666667
CHRNA9	-4.1
SOX11	-2.530875
HIVEP3	0.162
CGN	1.07825
C3orf35	-0.6965
PKD2L1	3.27825
SYVN1	-0.4805
PDE8B	0.140875
LOC439951	0.77075
LTC4S	3.01
MIF4GD	-0.2295
SMARCA2	2.0495
TUBGCP6	-0.1355
CABLES1	0.703625
C16orf77	1.69933333333333
ZNF791	0.38275
FUT5	0.0025
ADH6	-1.58933333333333
P4HB	0.40275
CLDND2	-1.25625
ALKBH8	0.35575
PLAC4	1.3905
F11R	0.447642857142857
MGC35295	-0.379
PDZD4	-0.431666666666667
LOC389073	-0.00600000000000003
FAM80B	-0.396
PSMB1	0.114
TXN	-0.5845
VIPR1	0.112
WBSCR18	-0.185
EXOSC6	-0.860333333333333
ACTA2	4.66583333333333
SP5	0.331666666666667
ANKRD1	-2.4685
DDR1	1.0323
ATP6V1D	-0.3215
PTGS1	0.503333333333333
RNF157	-2.0265
DCC	-0.163666666666667
SPAG7	0.1055
FBXO18	-0.453
UBE3C	-0.407
HOXC6	-0.1865
LRP2BP	-0.275
MYST2	0.2675
PDSS2	-0.3055
ATE1	-0.42625
ARAF	-0.40625
KLF10	0.67575
PLA2G2E	0.186
ASCL1	-0.908833333333333
TSNAXIP1	0.29325
FAM131B	0.69325
IFNA10	0.015
NUP43	-0.332125
FAM44B	-0.609125
L1TD1	-5.772
NMD3	-0.941
C18orf54	-0.8538
PHOSPHO1	-0.587
RAG2	-1.1065
EMILIN3	-0.2915
METTL3	-0.64075
VPS13C	1.08075
REXO2	-0.355
ANXA4	-0.1085
CA1	-1.93075
DCP1B	-0.1525
TULP3	-1.12633333333333
ATP2A2	-0.0502142857142857
ATIC	-0.84675
ADAM15	0.76925
NPL	1.40666666666667
LGR4	0.206375
UEVLD	0.8925
GAB1	0.365
SNAI2	-0.161166666666667
ZGPAT	-0.3814
SNF1LK	-0.317375
DLEU1	-0.99175
UBE2Q1	-0.18975
ZMYM6	0.4079375
JPH3	-2.30333333333333
FAM38A	-0.928916666666667
PXK	0.406
DENND2D	2.883
BAX	-0.0155833333333333
CP	-1.10427272727273
RPL37	-0.3767
G6PC3	0.287375
NCOA4	-0.354833333333333
LRRC14	0.499875
GORASP1	-0.171
FCHO2	0.57475
CYP24A1	-3.8492
FXYD3	1.37925
SMARCAL1	-0.31575
ABCB8	0.204833333333333
CCDC44	-0.33525
PRDM7	-3.281
USH1C	-1.5585
DNAH5	0.2525
SRF	0.385333333333333
MAL2	3.687
PGPEP1	0.0545833333333333
SIN3B	-1.1285
SEMA3C	-0.543333333333333
GRAMD3	1.84825
FBXO10	0.10975
OR5D13	0.3635
FLJ31818	-0.058625
CACNA1I	0.26725
S100A13	0.984
TP63	1.92228571428571
ANXA11	0.0432
WDR66	-0.207
CSF2RB	0.9745
IFI44	2.941
DACT1	1.65333333333333
ANKRD23	-1.222375
ATP5G1	0.407666666666667
C21orf70	-0.977666666666666
PPWD1	-0.6865
DNAJC13	-0.4765
PAH	-5.6198
PTCH2	1.48925
TRMU	-1.907
CCDC9	0.1435
USP3	-0.0057
DCLRE1C	0.3683
FAM55C	1.2365
FRMD4B	1.55075
CYP2R1	0.081
RFPL1	-0.3074
XPO5	-1.523
ARL6IP2	-1.8035
OSBPL5	1.434
MMP9	4.37890909090909
KIAA0802	-1.110375
DHRS2	-4.69233333333333
SGEF	0.362125
TXNDC10	-0.7364
EXOC6	1.27425
RPS27	0.774333333333333
PNCK	-0.8416
FSTL1	-0.6715
AACS	0.1405
SLMAP	0.484333333333333
SAMD4A	-0.8893
ABRA	2.97966666666667
SMARCD3	0.681
PKNOX2	-2.03575
A4GNT	0.386
C9orf39	-1.2735
RALYL	-0.363
MGC33556	-1.623
C10orf25	-1.418
BBOX1	4.895
NHEDC1	0.44475
XDH	-0.9845
GCSH	-1.368
EDN1	1.00583333333333
MTERF	-0.2845
CLK4	1.192875
ZNF799	0.381333333333333
KCNG1	-2.38625
CXCR4	1.2945
PTPRR	-2.7435
IRAK1	-0.625875
LOC401397	0.082
TMSB10	0.618071428571428
CXCL3	-3.0156
TMC4	1.7525
OR7A10	0.5295
STYK1	1.885
CHRNA10	-0.35775
CCNI	-0.4535
EP300	0.492571428571429
LOC165186	0.649333333333333
HIC2	-2.8775
SDR-O	-0.64
OR2W1	0.1475
KCNA6	0.3905
TRIM74	-2.06725
