Hybridization REF	TCGA-BH-A1ET-01A-11R-A137-07
LOC285141	3.0135
TMEM45B	-0.291
SMCR7L	-1.33757142857143
GZMH	4.29025
CBLN1	-3.187
CNNM1	-0.80275
PHF17	-0.856416666666667
NUP98	0.162666666666667
RMI1	-1.33075
PTPRS	-0.0735
ANKRD57	0.805125
CLDN15	-0.4665
OR51A2	0.0305
GUCA2B	0.249
DOCK9	1.647
ITGB1BP1	-0.8415
DLG2	-0.641
BRAP	-0.03425
SESN3	1.58625
ZC3H7B	-0.4005
FAM101A	0.354666666666667
FKSG24	-0.506
ZYG11B	0.32525
RFC2	-1.2595
SH2D3A	0.714833333333333
DVL3	0.0234166666666667
ADFP	-1.92633333333333
KRIT1	-0.0415
SERTAD3	1.81116666666667
LEFTY2	-3.052
KRT27	0.393
SCFD2	-0.28775
MN1	-0.88975
RORA	1.0075
PTPRD	-0.9555
PIAS2	-0.336333333333333
CYP4X1	6.30133333333333
FBXL15	0.451
MYH15	-0.218833333333333
CRX	-0.147
TBC1D13	-0.1995
SLC22A17	0.107333333333333
PLK2	2.22733333333333
ARHGAP9	1.429
EIF1B	-0.0155
C20orf185	-0.0725
DEFA7P	0.462
PRIM1	-2.102
CRYAA	-1.72525
BACE1	-0.174
AGTRL1	0.768333333333333
ACAD9	0.063875
GRASP	0.8795
RBP4	-3.77033333333333
TFB2M	-0.13475
METTL9	-0.3596
ATP5O	-0.266
SP100	0.4614
CPSF1	-0.683666666666667
S100A4	-1.43925
LIME1	-1.17175
GPR137C	-0.88775
OR2A2	1.117
C2orf29	-0.33175
NUP188	-0.65825
SDPR	-0.40025
RAI1	0.131125
RPS20	-0.4742
LAMB1	-0.501
ADM2	0.716
ZNF229	-1.84275
DKFZp434K1815	-1.465125
EPN3	2.80683333333333
CLIC3	-1.4655
MEIG1	1.1545
HMGB4	-0.18425
STARD10	2.751375
KLF8	2.41125
EPB41L2	-0.715
JMJD6	-0.7525
CTSL1	-0.428
GPR27	0.796
ELAVL4	1.00375
MMP21	0.892
PPM1B	0.51325
SUV39H1	-1.1825
AAMP	0.32825
TUSC4	1.1445
MBD6	0.41325
KLK13	-1.40125
FMNL3	0.968666666666667
TRIM13	0.5495
C15orf5	-1.94125
IQCF1	-0.43525
CACNG8	0.133
SLC35D3	0.209
ZDHHC9	0.6055
ODF3L1	-0.104
C9orf86	-0.6431
TSEN2	-0.93225
C17orf64	-0.1595
SEPX1	0.6464
TSPO	0.014
SYMPK	-0.6445
ADORA1	-0.489
TSPAN10	0.385
SEMA6C	0.0463333333333333
RTTN	-0.8506
IL2	0.6
ARRDC3	-0.384
TBPL1	-1.07116666666667
STX12	0.93025
MRPL39	-0.2765
OR8H3	0.519
IFIT5	0.986
CASC5	-3.425125
FAM46A	-1.93916666666667
HPCAL1	-1.08675
CYLC1	0.264
VGLL2	0.307875
C20orf191	0.278
CDH1	2.12316666666667
ITPA	-0.7805
CCDC101	0.31175
D15Wsu75e	-0.70525
EDA	-1.36975
CREG1	-0.4595
OR7G2	0.546
SAP18	1.14675
IFIT1	0.94575
CALML3	1.74516666666667
FLJ37440	2.1845
FNDC5	-0.406
SERPINB6	0.730357142857143
JUNB	1.8505
SYS1	1.5995
SCN2A	0.031
ZKSCAN5	-0.5109
WNT7A	0.0605
TSHZ3	2.438
RNF148	1.78525
H6PD	0.25375
CAD	-1.67483333333333
ZNF449	0.4625
DOCK10	-0.5895
FAIM2	0.6195
HEXDC	0.59725
PRB1	-0.49425
C14orf148	0.019
ETHE1	0.999
IRF5	-1.0113
GNMT	1.75016666666667
MGC16291	-2.39925
RPAIN	-0.487142857142857
CAGE1	0.703
CNTNAP3	-2.65175
ACTR1B	-0.19125
EEF1E1	-1.25875
MSX1	-0.78275
ESF1	-0.8232
HSPC171	-0.15275
MRPL2	-0.704333333333333
RDH12	-1.05783333333333
CELP	0.0325
METRNL	-0.28275
C10orf116	3.9935
C19orf48	-1.86375
ZNF346	0.1945
NCR1	-2.029
C10orf64	-0.128
CD52	0.224
VPS18	0.606125
AP4S1	0.308666666666667
NPBWR1	0.486
TPK1	1.39225
UBA52	-0.4445
RIPK1	0.967666666666667
CPNE3	0.7049
HSPC159	-0.614125
C8orf38	0.286
LRRC4B	-0.527
PARP10	0.7142
ANKRD50	0.021
CXCL9	6.17225
FGF18	1.735
EIF2A	-0.0775
SLC20A2	1.03883333333333
KIAA1549	0.217583333333333
SPINT1	2.5837
ZNF584	0.085
CRBN	0.551166666666667
ABCF3	0.283666666666667
NCBP1	-0.209333333333333
PLA2G4F	1.61616666666667
PCDH10	-1.14957142857143
TTC21A	0.4285
C20orf144	0.0865
FGFR1OP2	-0.325166666666667
SLC9A1	0.5743
CHRND	0.0355
FOXF1	-3.30925
KIAA1467	1.37375
TPO	1.72066666666667
LTF	4.56528571428571
DNAJB9	0.7635
MRPS27	-0.837
bA16L21.2.1	0.4795
WBP2	0.379833333333333
MRGPRX3	-1.98183333333333
PRPF18	0.46
C10orf58	0.23625
SMOC1	-3.147
ADAT3	0.680333333333333
TMEM138	0.3755
TMEM131	0.088375
TIMM8B	0.44725
MYH7	-0.626
ST6GAL2	1.409375
KIF1C	0.39725
SUHW2	-1.819
PAPSS1	-0.2405
CABP2	-0.06
HOXA4	-0.99325
ELF2	0.63325
SEMA3D	0.7072
MC5R	0.617
OGFR	-0.2005
FLJ30092	0.0751666666666667
TGFA	-1.5001
MMP17	0.2215
KIF15	-3.81975
CHIA	-0.047
CATSPER3	0.85975
CEACAM7	3.0685
PADI2	2.319
HOXA9	0.760333333333333
LNX2	1.34116666666667
TMEM144	2.5875
HIF1AN	0.36
METTL7A	-0.3583
C6orf165	3.74883333333333
KIAA1468	0.91025
DSG3	1.2275
ZNF180	0.784166666666667
EIF4E3	2.359375
SLC46A1	0.478625
DKK1	-5.3925
ZNF205	0.663666666666667
LOC162073	1.32322222222222
COX7A1	4.36375
MAGEA1	-5.40283333333333
NEDD8	0.0409166666666667
KLHDC5	0.1965
C3orf19	0.566
MRPS2	-0.97675
POLR3H	0.014
ABHD11	0.4761
TMEM17	0.76525
PAIP2B	-0.4686
MAT1A	-1.48925
LGI3	-0.1225
THUMPD2	-0.09075
TKTL2	-0.23125
XAGE3	-2.98916666666667
CALM3	0.419583333333333
C6orf136	-0.616666666666667
KCNC4	0.0555
RGS9	0.8065
ACIN1	-0.122166666666667
SPATS1	-0.8575
XKR8	0.561
FAM84A	1.19216666666667
MS4A7	5.49190909090909
AGXT2L2	0.48075
OR1F1	0.179
SMAP1L	-0.0588333333333333
IPO11	0.66125
ZC3H11A	-0.17475
C1orf151	1.14175
RNASEH2A	-1.98375
CCR10	-1.389
TXNDC11	1.11825
TMEM112	1.396
MAP1B	-1.19685714285714
NVL	-0.339
PKM2	-0.95275
ARC	-0.5405
NUP54	-0.1935
PPFIBP2	1.69183333333333
STAT2	0.70125
PTAFR	2.29616666666667
ROBO2	1.743625
RNF40	0.763333333333333
CCDC135	-1.12783333333333
IFT81	-0.6124
MORF4	-0.38075
TM7SF3	-0.11025
OR10H3	-0.1215
ABP1	-0.389
CHRD	1.90275
PLEKHA8	-1.38583333333333
NCALD	2.21183333333333
OR5AK2	0.59175
ACCN1	2.009
SLITRK1	-0.487666666666667
ARMET	0.11875
C9orf52	-0.52575
REEP4	-0.91275
MTSS1	1.99975
ADH1B	3.59366666666667
DLD	0.1705
CDK5	-0.33675
PPFIA1	-0.2295
WFDC3	2.1035
DNAJB12	1.07942857142857
RANGRF	-0.377
MLANA	-4.79675
AMY2B	0.02275
KIAA0319	-2.06725
RPS7	-0.7995
JAK3	-0.2514
ARFGEF1	1.12525
CXCL5	0.81825
TRAPPC4	0.576
CETN2	1.1455
HSPC111	-1.24875
RHOBTB3	-1.2793
PHLPP	0.408
RGS10	1.5575
TMEM58	0.85275
CHERP	-0.2685
HSP90AB3P	-0.939833333333333
FSTL3	-0.728333333333333
PEX11A	2.58925
OR5V1	0.773
FCN3	2.456
PTPN3	1.201375
NPTX1	-5.102375
C21orf84	-1.95675
C11orf51	0.20925
ZBED2	-0.1335
FLJ90757	1.0635
NPY2R	1.04175
PLD3	0.20075
SYT17	2.86633333333333
SGSM2	0.0535
OR1A2	0.49075
FOXP1	2.31625
SLC5A1	0.506
POFUT1	-0.6382
EPHB6	-3.043
MYO1G	-1.445375
STAC	-1.8996
KLHL17	-0.326666666666667
RGMA	-0.1011
TJP2	-0.2451
FAM114A1	0.5955
SERINC1	1.39816666666667
SLC9A8	0.202
PEX19	0.493375
EDN2	3.49
PSMD7	-1.19577777777778
C3orf41	-2.704
UQCR	0.313625
PPP1R3C	1.67875
LRP4	-2.25316666666667
TM2D1	0.46875
TTC17	0.3561875
C4BPB	-3.509125
CCL25	0.81925
ZNF253	0.638166666666667
CHRNA9	-4.32975
SOX11	-1.8045
HIVEP3	0.514
CGN	1.91416666666667
C3orf35	-0.22825
PKD2L1	2.5645
SYVN1	0.381875
PDE8B	-1.70225
LOC439951	0.4555
LTC4S	2.93066666666667
MIF4GD	0.84
SMARCA2	2.161125
TUBGCP6	-0.629
CABLES1	0.919375
C16orf77	1.62366666666667
ZNF791	0.5755
FUT5	-0.417
ADH6	-3.003
P4HB	0.38725
CLDND2	-1.879
ALKBH8	0.834
PLAC4	-2.353
F11R	0.668142857142857
MGC35295	0.831833333333333
PDZD4	-0.518
LOC389073	-0.83775
FAM80B	-0.607833333333333
PSMB1	0.128
TXN	-0.922166666666667
VIPR1	2.7182
WBSCR18	0.3921
EXOSC6	-0.9245
ACTA2	3.9155
SP5	-1.59516666666667
ANKRD1	-3.5545
DDR1	1.8905
ATP6V1D	0.23975
PTGS1	-0.471083333333333
RNF157	-1.793
DCC	0.075
SPAG7	0.76475
FBXO18	-0.02625
UBE3C	-0.2927
HOXC6	1.23025
LRP2BP	-0.353
MYST2	0.19125
PDSS2	0.73725
ATE1	0.05975
ARAF	0.38825
KLF10	0.8385
PLA2G2E	-0.117
ASCL1	-1.5715
TSNAXIP1	2.4405
FAM131B	-0.137125
IFNA10	0.5105
NUP43	-0.88175
FAM44B	0.273375
L1TD1	-6.09633333333333
NMD3	-0.835833333333333
C18orf54	-2.2958
PHOSPHO1	-0.4655
RAG2	-2.3655
EMILIN3	-0.293
METTL3	-0.564
VPS13C	0.7145
REXO2	-1.0745
ANXA4	0.0025
CA1	-2.012
DCP1B	0.23775
TULP3	-1.09083333333333
ATP2A2	-0.495214285714286
ATIC	-0.5235
ADAM15	0.59825
NPL	0.669833333333333
LGR4	-1.226875
UEVLD	0.872166666666667
GAB1	1.79
SNAI2	0.260333333333333
ZGPAT	-0.4085
SNF1LK	-0.283875
DLEU1	-0.997
UBE2Q1	-0.13275
ZMYM6	0.429625
JPH3	-2.19266666666667
FAM38A	-1.09883333333333
PXK	0.298
DENND2D	3.3585
BAX	-0.339
CP	-5.58863636363636
RPL37	-0.7918
G6PC3	0.727625
NCOA4	-0.127833333333333
LRRC14	-0.225125
GORASP1	1.2285
FCHO2	0.884375
CYP24A1	-3.5064
FXYD3	2.826
SMARCAL1	0.24025
ABCB8	0.554166666666667
CCDC44	-0.05075
PRDM7	-3.66
USH1C	-1.94725
DNAH5	1.49533333333333
SRF	-0.261083333333333
MAL2	1.05983333333333
PGPEP1	0.621666666666667
SIN3B	-0.90025
SEMA3C	-0.927666666666667
GRAMD3	1.38025
FBXO10	-0.246125
OR5D13	0.4955
FLJ31818	-0.30175
CACNA1I	0.155125
S100A13	0.7875
TP63	1.965
ANXA11	0.6519
WDR66	1.987125
CSF2RB	0.191
IFI44	-0.1405
DACT1	1.923
ANKRD23	-0.890375
ATP5G1	-0.679666666666667
C21orf70	-1.0405
PPWD1	-0.6755
DNAJC13	-0.21625
PAH	-6.2105
PTCH2	0.84025
TRMU	-1.76175
CCDC9	-0.164
USP3	0.2039
DCLRE1C	0.00910000000000001
FAM55C	2.1325
FRMD4B	1.647
CYP2R1	0.516
RFPL1	0.1997
XPO5	-1.0955
ARL6IP2	-0.698
OSBPL5	1.22975
MMP9	1.17336363636364
KIAA0802	-0.1905
DHRS2	-3.01033333333333
SGEF	0.8915
TXNDC10	-0.81
EXOC6	1.5725
RPS27	0.435666666666667
PNCK	-1.3545
FSTL1	-0.51625
AACS	0.66625
SLMAP	0.6665
SAMD4A	-1.19
ABRA	0.8245
SMARCD3	0.44775
PKNOX2	-3.16266666666667
A4GNT	-0.445
C9orf39	-1.64983333333333
RALYL	0.28225
MGC33556	-2.8045
C10orf25	-0.9155
BBOX1	4.862
NHEDC1	0.4555
XDH	1.14475
GCSH	-1.4185
EDN1	0.9865
MTERF	-0.14275
CLK4	1.71575
ZNF799	0.982
KCNG1	-2.5915
CXCR4	0.387166666666667
PTPRR	-1.913
IRAK1	-0.90775
LOC401397	0.3875
TMSB10	-0.193285714285714
CXCL3	-3.6978
TMC4	2.83225
OR7A10	0.4125
STYK1	-0.91425
CHRNA10	-0.3465
CCNI	0.3515
EP300	0.887285714285714
LOC165186	-0.496
HIC2	-3.3245
SDR-O	-0.29
OR2W1	0.98
KCNA6	-0.022
TRIM74	-1.839
REEP6	2.5345
ATP5G2	0.552
ERG	0.74525
TMEM42	0.95275
PARN	0.437166666666667
SOD2	-0.5569375
DIRAS1	-1.18616666666667
PNPT1	-1.4095
JOSD3	-1.4305
hCG_40738	-0.55
PDE1C	-2.32725
SEMA4D	-0.021375
AGPAT1	-0.293166666666667
NOSTRIN	2.856875
MAP3K3	-0.698166666666667
MAX	1.0125
CAPS	0.074
SERPINA12	-0.0235
OSBPL8	-0.6895
RICS	2.1029
NR4A2	2.64533333333333
PPCS	1.89733333333333
LONP1	-1.02375
SCYL3	1.627
HERC2P2	-1.26783333333333
FIBCD1	-1.138
C15orf41	-1.71975
DMC1	-2.16016666666667
C20orf27	-0.6285
RPS6KA5	0.8943
FAHD1	0.126833333333333
SLC12A4	-0.396
BRCA1	-2.26616666666667
GBL	0.0125
SLK	0.691166666666667
NUDT9P1	-1.3325
NOXO1	0.8535
USP52	-0.66
BAZ1B	-0.241375
SLCO2B1	2.55925
BBS12	2.10183333333333
LRGUK	1.03616666666667
TERF2IP	-0.108
COL1A1	5.087
KIAA0090	0.8245
GRK5	0.465666666666667
AP1S2	-1.6679
TMEM52	-0.328666666666667
CA11	-0.545125
OR4A15	0.613
ACBD3	0.8784
SPAG11B	-0.2005
PRDM2	1.3659
FOXP3	0.04875
SMYD3	-1.1478
LOC389199	0.563
LGI2	0.5015
NAPE-PLD	0.1389
ANKRD6	1.0725
WDR45	0.470666666666667
SHROOM1	2.7435
PSCD3	-0.0765
PYY	1.908
KCNC1	-1.71
ARHGEF9	0.3229
OR8J1	0.42125
GPR55	0.498
NS3BP	-1.692
C10orf22	0.419833333333333
NAT8L	-2.46475
DUSP4	1.71916666666667
FOXM1	-3.2305
GRAMD2	2.1279
ZBTB48	-0.122666666666667
BUD31	-0.633
PABPC5	0.6605
CCDC41	-0.342
FBXO11	0.0965
C6orf148	-0.46225
RFXAP	-0.8525
C6orf15	0.4545
CDK8	-0.879333333333333
C6orf70	0.819
TESSP2	0.279
ALG2	0.48225
PPP1R3D	1.478
TPM3	-0.273
SYT13	4.5105
EPB42	-1.2515
CETN3	-0.186
PRY	0.292
NTHL1	0.52
POLR2B	0.3065
RPS28	0.25575
P2RX3	-0.000250000000000014
LYZL4	0.419
WBP4	-0.0935
PMM1	-1.165
C11orf79	0.5755
CBLL1	-0.56425
IL1F10	0.421666666666667
VAX2	0.0785
SETDB1	-0.121
LRAP	0.0496666666666667
GCLM	-0.603333333333333
CPEB3	2.1245
PPM1A	1.2536875
INTS1	-0.61975
CAMTA1	0.17725
SAMSN1	-1.7215
LOC158830	-2.65733333333333
GMPPA	0.02575
AIPL1	0.77225
IL24	0.132916666666667
BDKRB1	-1.7925
MLF1	-0.0795
TAF12	0.35525
ID1	-1.632125
THADA	-0.03425
PIK3CB	-0.252
OR4N5	0.4005
TBC1D17	-0.131666666666667
COX8A	0.25425
CDCA4	-0.69875
C2orf44	-0.5575
ZNF534	-1.16775
IMMP1L	0.43975
NIPSNAP3B	0.23425
FTMT	0.50425
PWP2	-1.103
MMP15	-1.3161
DNAH11	-2.02625
MTMR14	-0.104
DNAL4	0.2745
IPP	1.32525
TMEM59	1.6305
C1orf157	0.073
RGS4	0.1165
DDX18	-0.3545
SNX6	-0.20825
ZNHIT2	0.687166666666667
NCDN	0.2655
FLJ33534	-0.39625
RAG1	-2.132875
OR4D10	0.5995
PTPN5	0.375666666666667
POMT1	0.19375
LRRC8A	-0.1067
CYP1A1	-1.4905
CAPN1	0.382
DDHD2	-0.44225
GRIK2	-0.46875
GNRHR	0.096
PPBP	0.5555
HTR3A	-1.118875
SLITRK4	-0.45825
ANKRD49	0.3065
BTF3	0.3952
SARS	-0.17675
C13orf18	-0.61
CACNB1	-0.421571428571429
QKI	-0.290363636363636
SETMAR	0.873625
MAN2B1	0.179166666666667
EML3	-0.336
ACADL	0.3185
OFD1	1.671
DEFB114	0.0315
CGA	-4.336
PEX16	0.101166666666667
LRRC10	-0.204
GNG12	0.2795
C1orf152	-0.294166666666667
CHRM1	0.5675
CD53	0.41925
DBH	-1.42475
TFAP2B	3.88225
HIST1H2BJ	-0.821333333333333
FAM46D	-0.0275
TMEM11	0.20725
C3orf32	-1.85825
PCCB	0.2635
IPO13	0.274375
C6orf105	-4.50375
COMMD5	0.44875
SUV420H1	-0.1479
LTBR	0.89225
ARHGAP15	-0.293
HDHD2	0.615
TDRKH	-0.446666666666667
LOC401052	2.1275
PSG4	-1.44475
GNB4	-1.1638
SPATA4	4.9055
SLC9A3	-1.134
OSBP	0.543833333333333
NBPF3	0.382583333333333
DOCK11	-1.1525
SLC39A5	-1.77633333333333
PRR5	0.3997
C10orf63	0.47125
SMTNL2	-1.93475
ADRA1A	0.363
ASAH1	2.9774
DOM3Z	-0.0501
GIPR	0.532166666666667
AHI1	-0.395083333333333
NADSYN1	-0.4375
RGS14	0.0561
IL18BP	0.8273
RTN4RL1	2.55516666666667
ARMC6	-0.63325
PSMD5	-0.00716666666666666
HK3	0.62
OR4S1	-0.1275
RSU1	0.1321
MAD2L1	-3.41122222222222
EIF4A3	-0.214
DLEC1	-0.825
E4F1	0.748166666666667
CHMP2B	1.3126
CAMSAP1	-0.54575
RPS21	-1.12483333333333
ARID5A	0.1405
UBE2N	0.1559
IGSF8	1.12233333333333
MAGEB6	-1.925
ACAD11	-1.1399
MGC4172	-0.70825
LMO4	-1.27925
KLKB1	0.56275
HP	-1.522
HDAC3	0.114
SCHIP1	0.7065
CLCA1	-0.4275
OLFML2A	1.62625
C1orf112	-1.73925
KIF19	0.911166666666667
HAPLN4	-0.472
CXCR7	-0.7805
GOT2	-0.5645
RAB38	0.90825
DCX	-0.82425
PPM1H	0.795666666666667
NFYC	0.423166666666667
KIN	0.2655
ZNF228	1.6555
PLSCR4	1.98816666666667
HIG2	-0.28225
FAM79B	6.517
C21orf86	-0.6198
KCNK10	3.17
ZNF738	-0.230875
FSTL5	-2.57883333333333
OR6A2	0.206
OTOA	1.2665
EXOC1	0.315875
AHRR	-3.098125
PDAP1	-1.28158333333333
C19orf6	-0.36725
ZAN	0.2465
LY6G6E	0.278
EIF4E2	-0.577
C20orf198	-0.1375
ZNF324	0.275
CYP3A5	-4.34416666666667
ENTPD7	2.63216666666667
MBOAT5	0.709833333333333
GJB5	-1.4255
TTC13	-0.63175
S100Z	-1.24766666666667
KIAA0664	-0.336166666666667
PDGFRB	2.06033333333333
IL17D	-1.005
OR56B4	0.2285
RDX	-0.895
SLC34A3	0.2035
IL28B	0.962
JUND	1.67675
CHRNB1	0.194375
CAMK2B	-0.4305
FETUB	-2.3515
CXorf23	0.797375
MRTO4	-1.161
TTC3	0.8252
NDUFB8	-0.0295
EDG2	-0.57925
SEMA3G	2.38225
IL23A	-2.11375
GRHL1	1.0758
LOC441054	-1.0665
WDR65	1.3215
PSTK	-0.28375
STOML3	0.0721666666666666
R3HDM2	-0.1669
C5	-2.577
SLC2A10	1.60683333333333
C3orf22	0.34025
PAQR3	-2.28515384615385
ANKRD26	1.20016666666667
HCRTR1	-0.0565
LOC399947	-0.9105
PSD2	-0.3505
TIGD2	-0.4945
SCRN1	-2.63175
COQ10A	-1.0245
DDI2	-0.3985
METTL7B	-0.932833333333334
UCN2	0.454
FAM92A3	-0.55225
WDR16	0.79425
ZNF511	-0.14
ZMYM5	-0.153125
POLR3G	-3.901
ZNF586	-0.146
C1orf49	0.249833333333333
TANK	-0.158833333333333
RCAN1	-0.7675
PELI3	0.963166666666667
LIMD2	-0.631916666666667
TMEM189	-1.1795
NTN4	2.446625
LOC151300	0.556
CLEC2A	-2.168
GPR135	-0.5815
DPYSL4	0.0269
JAK2	0.423166666666667
TSHZ1	0.535833333333333
TM9SF4	-0.218
ZNF264	1.08516666666667
SIRPG	1.043125
BICD1	-0.64625
HERC6	-0.2255
METTL5	-0.5215
CASP1	0.227
PRRT1	0.0186666666666666
PLA2G4C	2.27216666666667
ICA1L	0.120142857142857
TPTE2	-0.138333333333333
OTUD7A	0.701
AQP11	-0.3105
APOA2	-4.1148
KALRN	-0.7677
SECTM1	0.89525
IFNAR1	0.46925
TALDO1	0.02625
RAB11FIP4	-0.483166666666667
EIF5A	-1.567
FAM49A	1.43125
NEGR1	1.24616666666667
YTHDC2	0.3465
EHD2	-0.053875
NCF1	1.8748
SCRT2	0.7495
HOXA5	-0.693333333333333
NUP133	-0.08525
FGF12	-1.5678125
SLMO2	-0.909375
SNTA1	0.32825
CACNG2	0.342875
GCM1	1.417875
ELF1	1.69466666666667
TLR5	2.55525
TCFL5	-0.933666666666667
RBMY2FP	-1.0475
LOC100125556	1.06325
FAM129B	-0.17775
MAP3K7IP1	-0.305
NCK2	-0.161
OXA1L	-0.17125
FMO9P	1.796
ZSCAN12	0.45975
PSMD12	-0.672333333333333
HSCB	-0.689
CLDN10	-3.6005
MGC13053	-0.859
HPCAL4	0.246666666666667
ASZ1	-0.2975
MEX3D	0.138833333333333
NFAT5	-1.3454
CSPG4LYP1	-0.155833333333333
FBXO3	0.928
DVL1	-0.139166666666667
CMKLR1	0.816666666666667
TYMS	-3.94
PEF1	0.94975
ZNF750	2.34716666666667
MCM5	-1.6815
MEGF11	-1.08375
KCNK7	-0.2925
PTP4A3	0.1255
C1QTNF2	-0.928666666666667
OR6S1	1.0445
FAM122B	-1.693
ZNF551	-0.85
HBQ1	-2.652
GEMIN6	-0.34225
ARSK	-0.22
RBP7	2.7665
CPNE9	0.52425
DSC1	1.7085
LOC730112	-0.299
MAP2K4	1.728875
HS3ST5	-2.263
EPB41L3	-0.0335
TEKT2	0.3775
CDKN2B	0.377166666666667
ZNF480	-0.7065
MAP3K6	-0.3802
MAP6	1.91733333333333
HN1	-0.7323
OR2L13	0.380666666666667
SLC16A11	0.449
FAM96A	0.265
APOL1	0.4665
C5orf32	-0.4175
RTP1	-0.576833333333333
RNF175	0.482875
ZBTB41	0.97525
AHCTF1	-0.5527
SAE2	-0.6585
ITGA2	-1.31766666666667
MME	-0.802
CCDC14	-1.1965
MAST4	1.45807142857143
KRT33B	-0.554
KCTD2	0.2515
WDR26	-0.162
MFI2	-0.63325
NR4A3	0.98325
ARSA	1.323
UNKL	-0.0686666666666667
SULT6B1	0.309
CCNA2	-3.70216666666667
SOX15	-0.045
PPAPDC1B	1.53125
C19orf44	0.5865
MCAT	0.382333333333333
ARID1B	0.212875
OR52N1	0.176
C12orf48	-3.05925
MAGI1	0.348875
NIPA2	-0.18875
GBX2	-1.46175
RSHL3	2.98425
RAVER1	0.140666666666667
C15orf17	-0.16025
SLC30A2	0.324125
ZNF518	-0.042
PCYT1B	-1.68675
C10orf114	-1.5815
EIF3H	0.468916666666667
SLC25A39	-0.681166666666667
KIF1B	-0.689625
AMOTL2	0.284
C6orf120	1.064375
PSRC1	-2.7085
PLA2G10	4.60375
KIF5C	1.050375
MRPL37	-1.0005
C17orf62	0.759166666666667
C9orf135	-2.1585
DUSP10	-0.1936
CLCNKB	0.501
PSMA5	-0.047875
C8orf53	-0.15175
AMPD3	0.455166666666667
PIAS1	-0.1085
ADCYAP1R1	0.378
GYLTL1B	0.1385
CDH20	-0.133333333333333
FBXO7	-0.7485
TMEM134	1.00216666666667
FLJ14213	0.579833333333333
ZNF3	-0.095
LRRFIP1	0.894
CNOT2	0.481916666666667
ABI3	2.59925
ALDH5A1	0.332666666666667
HNT	2.9696
SERPINA4	-2.2205
TK2	0.72675
STMN1	-2.72866666666667
GUCA2A	0.1465
GALNT10	1.29792857142857
DPP6	-1.10815
C9orf93	-0.05325
PRELID2	-0.512875
STK39	0.742125
SFTPA1	-1.42775
CKS2	-1.79755555555556
RHO	0.234875
C20orf135	0.156
XKR3	-3.103
CR1	-0.0755
RPS6KA2	0.859857142857143
C20orf112	0.559
MRPL22	0.04725
C4orf23	0.598333333333333
GADD45B	1.402
KLHDC1	2.40416666666667
C2orf48	-2.237
ZNF287	1.391
DAAM2	-1.00025
DPPA2	-3.57283333333333
TCTN3	0.704
DNAJB11	-0.102875
FPR1	4.17225
DEFB4	-0.028
PTCD2	-0.6951
SMOC2	5.24833333333333
CABP7	-0.05575
SERPINB11	0.2425
MAGEF1	0.79825
NDE1	0.752833333333333
ITGA10	0.1185
FSHB	0.3335
ANXA2	0.66725
HORMAD2	-0.3425
HLCS	0.8955
MCF2L	1.80258333333333
FH	-0.212875
TBC1D24	1.40975
KIAA1505	2.487
LGALS2	-2.22475
CNBD1	0.0695
SYNPO2L	0.76575
PTPN23	0.124142857142857
C1orf183	-0.821666666666667
MAGEA8	-3.6545
DGCR8	-1.94875
GSR	-1.71425
PAQR7	0.2945
ZNF676	0.36675
CACNA1C	0.4317
SP7	-0.075
PDCD6	0.082
NRN1L	-1.4045
BRI3BP	-0.570166666666667
KIAA1183	0.318
ASB4	-0.045
CCL23	0.7878
OBSL1	-0.609125
SLC12A7	0.723833333333333
KIAA0240	1.161875
CD1B	-3.36966666666667
FCGR2A	1.36425
MDC1	-1.31925
HTR1A	0.046
OCEL1	0.894
ATP11B	-1.2806875
FBXO34	0.291333333333333
PCDH12	3.673
RPE	-0.7495
C17orf74	-0.0925
CSDC2	0.942833333333333
PET112L	0.1715
TMBIM1	0.208625
P2RXL1	-0.19075
TCHP	-0.73625
TRMT1	-1.71216666666667
F2RL2	2.17541666666667
LRRC32	3.29533333333333
IMPG2	0.9645
BGLAP	-0.2195
LOC493869	0.01175
MRAS	0.867
SLC35F5	0.87575
CBWD1	0.59
AXL	-1.595875
ATP2C2	3.12075
TELO2	-0.4955
PNPLA3	-4.417
PCDHB14	1.9035
CD276	0.28875
KRT80	-2.870375
DUSP28	0.8215
CSNK1E	-0.771666666666667
SRP14	1.558
KCNQ4	-0.1895
KRT72	-0.241333333333333
CCDC117	-0.305875
C6orf89	0.508166666666667
TUBB2B	-3.1724
RTN4IP1	-0.716
CR1L	-4.52883333333333
CEND1	0.251875
C12orf41	-0.285333333333333
RNF31	-0.3065
UBN1	0.875333333333333
C17orf32	0.742125
SLC5A7	0.409666666666667
GPR92	1.59266666666667
ESAM	2.7913
CTNNA1	0.741
HRBL	0.0897
CBX4	0.58075
TMEM182	-0.83125
SH3TC2	-0.899333333333333
IL10	1.00666666666667
PXMP4	1.6645
RNF167	0.4976
PAK7	2.4065
ETV3	-0.5815
ATPIF1	0.518
LOC554207	-2.11266666666667
OR8H1	0.30475
WDFY3	1.134625
DPM1	-0.608
GPSM1	-0.3835
WDR92	-0.3274
LRP1	0.105
ANKH	-1.619375
THUMPD3	-0.90175
POLR1B	-0.637
OLFM4	3.989
RAD9B	0.853
TSPY2	-3.5975
PAX6	-2.82883333333333
SCG2	-2.216625
SLC17A6	0.2235
FMO3	2.89775
PADI4	0.083
