Hybridization REF	TCGA-E2-A14V-01A-11R-A12D-07
MAEL	-0.0423333333333333
LBP	1.7148
HSD17B4	1.10975
SEC31B	-2.54625
IDH2	0.5794
SFRS16	-0.74
AICDA	-3.642
RNF180	-2.6495
C1orf56	0.0663333333333333
FLJ10324	-0.7385
GPR148	-0.5845
MEF2A	-0.0593333333333333
ASF1B	-0.320333333333333
HTN3	-0.493
RNF215	0.7615
SLC4A3	0.808166666666667
ADAMTS9	-0.6153
C9orf66	0.991
FOXD3	0.6495
GSDM1	0.8625
IFITM5	1.3925
PODXL2	-0.742333333333333
C1orf176	0.3805
RPS3	-0.34
hCG_2004593	0.345375
COL21A1	-1.83525
NTNG2	0.3435
RAI14	0.00816666666666667
P76	0.88225
LRFN3	0.876
FAM14B	-1.79925
FKBP14	-1.012
TNNI3	-1.90283333333333
HOXB3	0.264875
SGCB	-1.18475
PPAPDC3	-0.0845
FRAT1	0.782166666666667
MORN1	-0.175833333333333
ARHGEF2	-0.73575
BNIP2	-1.136
DHX30	-0.57175
EEFSEC	-0.645
FGF20	0.687
FLJ38973	0.409571428571429
PLCH2	-0.561166666666667
CCNG2	2.665625
PSPN	0.1925
WDR88	2.919
HOXB13	0.78975
MTMR8	-1.5775
SPAM1	-0.4145
PPP2R1B	-0.85825
TANC1	1.063375
CNN3	1.3063
CHGA	-0.41175
C9orf128	2.40075
CACNA1B	0.7795
MMAB	-0.7624
RHOA	0.543833333333333
RAPGEFL1	1.4175
SLC1A5	-0.860166666666667
CALCA	-0.143
SYCP1	1.09875
CXCL11	3.7715
GFI1B	-1.2415
PSCD1	-1.135
C11orf58	1.3915
MGC45438	-0.737
NUDT18	0.542
ASB3	-0.936333333333333
ZP1	-2.579
LPPR2	0.1186
ZNF527	0.6815
ZNF771	-0.50075
TTBK2	0.1035
TRIM55	-1.48
GJB3	-0.5065
PRSS35	-0.709
SCRG1	-1.49475
ZDHHC24	0.85325
DUSP26	-1.27075
C1orf51	-0.244
DNAJC3	0.1325
LITAF	1.382375
ZNF410	0.02625
AFP	-5.9544
ZW10	-0.955
PHOX2B	0.2015
VILL	-0.68525
ELOVL7	-1.421375
LOC644186	5.5125
PPP3CC	-0.58675
CHST13	-2.58075
WDR40B	0.3255
MEA1	0.11875
HILS1	-0.87075
DLX6	-2.89716666666667
NKG7	0.731833333333333
EMP1	0.966
ACTR6	0.72325
CHCHD7	-0.0287142857142857
COG2	0.3941
TCEA2	0.2418
TARS	-0.68725
FLJ20294	0.525333333333333
ZNF92	0.38825
TRAPPC2L	-0.2967
ARHGAP28	-0.712375
CCDC109B	0.47225
LGTN	-0.677833333333333
INGX	0.0983333333333333
LOC124446	0.75125
RPS2	-0.7745
C17orf75	-1.60183333333333
NBPF1	-1.0195
SLC2A8	-0.0484166666666667
SNRPE	-0.11725
CARD6	-0.83775
IL13RA2	-1.72585714285714
CUEDC2	0.072375
C4orf19	3.023
AOC3	0.294
MTHFD2	-0.7165
OR5M9	0.4945
C4orf38	0.992333333333333
SS18L2	-0.4605
OAS3	0.290666666666667
LARGE	0.73975
LRIG3	0.618166666666667
LIMA1	1.1845
STARD3	2.618
VPS39	0.2185
CTAGE6	0.5065
ODAM	-1.6755
MORF4L2	1.38525
GSTO2	2.45175
MTFMT	-0.5205
PRKAB2	-1.37685714285714
ZNF76	-0.663833333333333
HSPB2	3.482
CRB2	-0.191
KLRK1	-3.03
LYST	-0.10025
UBE2M	-1.126
SLC16A9	-0.2015
ZNF281	0.83475
ST8SIA1	-1.131375
C9orf105	-0.735
ANKRD46	-0.24575
FAM108A3	0.4425
C20orf91	-1.2705
ZYX	0.164833333333333
RSPH1	1.936
ZSCAN5	-0.9275
RIMS3	-1.17733333333333
KRT76	0.2985
CEACAM4	-0.0975
SIRPB1	-0.163125
CFHR4	-1.819
SOX3	-0.395
GATAD1	-0.251625
C21orf57	-1.52675
TMC8	-0.686333333333333
AVIL	0.8435
LMOD1	3.442
HIGD1A	-0.2585
NEU3	0.0176666666666667
DES	0.506
BZW1	-0.0478
ZNF221	-0.6125
CCDC27	0.2255
GDAP1	-0.014
RBBP4	0.086
MGC40499	0.3805
PHKA1	0.531375
PRKAR1A	0.142055555555556
HSD3B1	0.937
RAD52	-0.268
CD207	1.1165
LOC389791	0.044
RSPO1	1.22866666666667
TMEPAI	2.29175
MFSD2	0.061875
ETV4	-2.83058333333333
SCGN	-1.525
LOC391356	-0.31575
MPP1	-1.9705
STARD3NL	0.5165
TFAP2D	0.916
CD2AP	0.93725
CCL20	-5.71416666666667
CCDC86	-1.687
ZFP30	-1.6735
CTBP1	0.0473333333333333
MAK10	0.282166666666667
STXBP5	-1.12283333333333
LOR	0.2896
MAP6D1	0.072875
ARMC7	0.092
TMEM150	0.2036
NSL1	0.30175
KIF5A	-0.683
ASCC2	-0.174833333333333
PSENEN	0.458833333333333
OPTC	-0.0305
FCRL2	-1.1654
KBTBD11	-1.8535
PCK1	-3.154375
CENTD3	-1.5795
MEGF8	-1.197
ALPPL2	-0.248
OBFC2B	-0.12
ZFYVE20	-0.49875
GALC	1.69566666666667
CTRB2	0.48375
C20orf71	-0.077
TBKBP1	0.624166666666667
CAMLG	1.018625
TREML4	2.245
RSAD1	0.94275
TUBA3D	0.2149
KIAA1833	-0.028875
PNPLA1	2.02
LRRC34	-1.7685
CDH26	-0.4085
ZNF167	0.0876666666666667
ZBTB26	-1.0973
VWF	3.6784
VTN	-0.875333333333333
BAD	0.28275
PDS5B	0.509333333333333
ZNF644	0.215
SH3GLB2	0.021375
SMPDL3A	-0.0474
NRG2	-1.30675
IL15	0.3095
GABARAPL1	-0.7015
LAT2	-0.8766
SLCO1A2	-2.2555
LIG4	-0.246333333333333
GSDMDC1	1.0725
BMP4	0.120875
METT10D	0.295625
SYCE1	0.45575
SPANXD	-6.00275
SLC12A9	0.232
MC1R	-1.377
RNF168	-0.4545
TRIM69	0.6535
GALNT7	0.8555
ISG20L2	0.62125
KIAA2026	0.607
TNFAIP8L1	0.06
DPY19L2	-1.811
C12orf63	0.488
PRDX5	-0.15375
MED6	-1.3115
TXNDC5	-1.103125
CD46	1.5125
CCK	-3.28375
C17orf48	-0.3015
ANUBL1	1.676
SIT1	-1.889
TYSND1	0.0948333333333333
DEF6	-0.786666666666667
GLT8D4	0.9285
UTP14A	-0.1145
RPH3AL	0.642
NXF1	0.465166666666667
TRERF1	1.318
TUBB3	-0.256375
SLC24A2	0.7275
SEC22B	0.675583333333333
ZNF653	0.421
GGTL3	-1.07908333333333
CDKL2	-0.33875
CTF8	-0.173333333333333
EPC1	0.0133333333333333
CYP4A11	-0.229333333333333
THRSP	2.4695
LELP1	0.1368
TES	1.190125
C17orf87	0.702
FERD3L	0.125
SH3TC1	-0.7295
RAB36	0.503
CRYGB	-1.0975
GRIA3	2.0433
BHLHB9	1.9155
C1QTNF9	0.48875
GOPC	0.2345
PNPLA8	0.505833333333333
ZNF444	0.64275
FMO1	1.93275
POLR3C	-0.4445
SLC35F3	0.091
SGCG	-5.2528
DCDC2	-0.586833333333333
NANP	-0.1715
MGC23270	-0.7135
BEX4	-0.264416666666667
HYDIN	0.9037
RPS6KB2	0.40525
ADRM1	-0.2195
BAT3	-0.72025
RAB31	0.8336875
SCGB2A1	7.2625
SLC6A14	-2.854
DDX4	-0.3165
PRRC1	1.08566666666667
AP3B2	-0.107
TRGV7	0.0753333333333333
TMEM184B	0.504
ADPRHL1	1.33483333333333
C21orf45	-0.074
ARNTL	0.534875
AADAT	-1.338375
CCL2	0.713166666666667
SNTB2	-0.642333333333333
RGS9BP	-0.374
KPNA1	0.955
TMEM41B	0.8505
S100A11	1.24841666666667
DOT1L	-0.7875
EFHC2	0.137125
CLTC	0.923666666666667
SRP9	0.817
ZNF521	-0.33125
FAM26F	-2.417
GPR88	0.04525
COL13A1	-1.0695
CHMP4B	0.3475
SIGLEC6	0.580166666666667
NFAM1	0.144375
PVRL2	0.7616
ALKBH4	0.0005
CCDC93	-0.81375
NXT1	0.0545
KCNK4	0.2225
TROAP	-0.728166666666667
KCNA10	0.30875
CCDC114	0.275333333333333
RAN	-0.0700833333333333
LMTK2	-0.22
LOC400657	-0.7085
UFC1	1.31575
UBE1DC1	-0.9345
EEF1A1	-0.232166666666667
CHAC1	0.1065
HMGA2	-5.4914
B3GALTL	0.414
ING2	0.03725
C1orf109	-0.331
INTS3	1.206125
ZNF558	0.6205
TRPM4	1.78933333333333
LTB4R	-0.9025
ISYNA1	-0.59575
LSM7	-0.26075
LRRC47	-0.619875
ZNF179	-2.18716666666667
EXDL1	-0.0338333333333333
SLC4A10	-1.6615
ACSS2	-0.581333333333333
COPS7B	-0.3055
KIAA0040	2.29883333333333
C1orf95	-2.2565
AP1GBP1	-0.89175
OR9A2	0.182
FAM71C	-0.192
RIN1	-0.779
ITGA4	-3.15675
DNAJC6	-0.7775
CLOCK	0.557666666666667
SLC35A4	0.387
DSG4	-0.223
LOC26010	-0.84675
NSUN2	-0.38075
TMEM86B	-0.8478
C14orf135	-0.73525
KIFC3	-1.31716666666667
PHF5A	-0.22925
NCAPH	-1.241125
STK11IP	-0.44825
FLJ42953	0.573625
CCDC19	2.7855
ZNF329	0.59975
TAX1BP1	0.586
ZDHHC18	-0.579666666666667
C10orf88	0.22525
TMBIM4	0.9258
NMUR1	0.3385
KIR2DS4	0.593625
C9orf90	0.165125
MGC87631	-0.003
KDR	2.3125
ST3GAL2	-0.674625
RLN2	0.470333333333333
HPD	-4.7075
MOXD1	-3.23883333333333
PDGFRL	2.25966666666667
SMYD4	-1.49785714285714
FAM103A1	0.520833333333333
MFAP4	-1.25666666666667
LOC285141	1.44725
TMEM45B	-0.354875
SMCR7L	-1.22914285714286
GZMH	2.14225
CBLN1	-1.83033333333333
CNNM1	-0.384
PHF17	-1.83716666666667
NUP98	0.328916666666667
RMI1	0.12675
PTPRS	-0.305125
ANKRD57	0.908625
CLDN15	-0.911333333333333
OR51A2	-0.411
GUCA2B	1.4145
DOCK9	1.73375
ITGB1BP1	-0.639
DLG2	-1.160125
BRAP	-0.13675
SESN3	0.765
ZC3H7B	-0.45925
FAM101A	1.55983333333333
FKSG24	-0.25375
ZYG11B	-0.94675
RFC2	-0.6925
SH2D3A	0.988833333333333
DVL3	-0.131166666666667
ADFP	-1.33583333333333
KRIT1	-0.44075
SERTAD3	2.16833333333333
LEFTY2	-3.73825
KRT27	-0.791
SCFD2	-0.16375
MN1	-1.21075
RORA	-0.60175
PTPRD	-0.7005
PIAS2	-0.380333333333333
CYP4X1	1.093
FBXL15	0.04675
MYH15	-0.171666666666667
CRX	0.483333333333333
TBC1D13	-0.4575
SLC22A17	1.29833333333333
PLK2	0.716333333333333
ARHGAP9	-0.24325
EIF1B	-0.811
C20orf185	0.08325
DEFA7P	0.4595
PRIM1	-1.674
CRYAA	-1.94475
BACE1	-0.5895
AGTRL1	0.242
ACAD9	-0.1295
GRASP	-0.39775
RBP4	-3.87783333333333
TFB2M	0.476
METTL9	-0.2251
ATP5O	-0.67275
SP100	0.2039
CPSF1	-0.827833333333333
S100A4	-1.5135
LIME1	-0.6845
GPR137C	0.15975
OR2A2	1.654
C2orf29	-0.257
NUP188	-1.2785
SDPR	-0.873
RAI1	-0.05525
RPS20	0.206
LAMB1	-0.56325
ADM2	1.2825
ZNF229	0.119
DKFZp434K1815	-0.724625
EPN3	3.34266666666667
CLIC3	-1.23575
MEIG1	-2.408
HMGB4	0.45975
STARD10	2.1865
KLF8	2.5375
EPB41L2	-0.882333333333333
JMJD6	-1.28157142857143
CTSL1	-0.0911666666666667
GPR27	0.3975
ELAVL4	1.688875
MMP21	-0.3215
PPM1B	0.4285
SUV39H1	-0.35
AAMP	0.14025
TUSC4	0.057
MBD6	-0.064
KLK13	-1.04
FMNL3	0.0655
TRIM13	0.10725
C15orf5	-1.22125
IQCF1	-0.91925
CACNG8	0.2985
SLC35D3	0.233
ZDHHC9	0.8725
ODF3L1	0.083
C9orf86	-0.5405
TSEN2	-1.4835
C17orf64	0.286333333333333
SEPX1	0.4853
TSPO	0.280166666666667
SYMPK	-0.46
ADORA1	-0.0755
TSPAN10	1.089625
SEMA6C	0.832166666666667
RTTN	-0.2325
IL2	0.752
ARRDC3	0.1275
TBPL1	-1.22933333333333
STX12	0.67175
MRPL39	-1.16675
OR8H3	1.06
IFIT5	1.32633333333333
CASC5	-1.559875
FAM46A	-0.819666666666667
HPCAL1	-0.858
CYLC1	1.095
VGLL2	0.391125
C20orf191	0.17975
CDH1	3.0165
ITPA	0.38875
CCDC101	-0.1695
D15Wsu75e	-0.12275
EDA	-1.50875
CREG1	-0.83525
OR7G2	0.09
SAP18	0.5645
IFIT1	0.697
CALML3	2.63533333333333
FLJ37440	1.552
FNDC5	-0.39425
SERPINB6	-0.423
JUNB	1.1528
SYS1	1.4845
SCN2A	-0.154166666666667
ZKSCAN5	-0.6436
WNT7A	0.815
TSHZ3	2.17825
RNF148	1.273
H6PD	-0.242625
CAD	-0.977333333333333
ZNF449	0.5835
DOCK10	-1.574
FAIM2	-0.0974
HEXDC	-0.555
PRB1	-1.8555
C14orf148	-0.287
ETHE1	0.70075
IRF5	-0.0358
GNMT	-0.360166666666667
MGC16291	-2.236625
RPAIN	-1.12785714285714
CAGE1	0.568
CNTNAP3	-3.940125
ACTR1B	-0.931
EEF1E1	-0.86575
MSX1	-1.523875
ESF1	0.4005
HSPC171	0.141
MRPL2	-0.926
RDH12	0.036
CELP	0.536
METRNL	-0.4425
C10orf116	4.10083333333333
C19orf48	-0.313
ZNF346	-0.415125
NCR1	-1.9145
C10orf64	-0.9805
CD52	-0.15775
VPS18	0.883375
AP4S1	0.280333333333333
NPBWR1	1.4205
TPK1	0.12225
UBA52	-0.509611111111111
RIPK1	0.265333333333333
CPNE3	0.8644
HSPC159	-0.500125
C8orf38	0.222
LRRC4B	0.271
PARP10	0.9541
ANKRD50	1.439625
CXCL9	6.448
FGF18	-0.084
EIF2A	-0.26725
SLC20A2	0.776
KIAA1549	0.575666666666667
SPINT1	2.2729
ZNF584	-0.517
CRBN	-0.373
ABCF3	0.140666666666667
NCBP1	-0.337333333333333
PLA2G4F	0.145333333333333
PCDH10	-0.644375
TTC21A	0.6345
C20orf144	0.7595
FGFR1OP2	-0.574666666666667
SLC9A1	0.4119
CHRND	0.497
FOXF1	-2.8185
KIAA1467	0.54775
TPO	-1.56366666666667
LTF	3.469
DNAJB9	0.581
MRPS27	-0.427
bA16L21.2.1	-0.36
WBP2	-0.380333333333333
MRGPRX3	-1.93533333333333
PRPF18	1.21725
C10orf58	1.03825
SMOC1	-2.6425
ADAT3	0.994833333333333
TMEM138	-1.08975
TMEM131	-0.719625
TIMM8B	-0.608
MYH7	-0.653333333333333
ST6GAL2	0.990875
KIF1C	-0.452
SUHW2	-1.2725
PAPSS1	0.587
CABP2	-0.071
HOXA4	-1.32375
ELF2	0.28275
SEMA3D	0.6955
MC5R	0.6085
OGFR	0.872
FLJ30092	-0.200333333333333
TGFA	-0.0214
MMP17	1.10875
KIF15	-1.241
CHIA	0.2625
CATSPER3	1.4935
CEACAM7	1.493
PADI2	2.47825
HOXA9	0.0538333333333333
LNX2	0.874833333333333
TMEM144	1.9655
HIF1AN	0.8755
METTL7A	-1.2339
C6orf165	3.316
KIAA1468	0.48325
DSG3	2.198
ZNF180	0.394833333333333
EIF4E3	1.36125
SLC46A1	0.4535
DKK1	-4.8955
ZNF205	1.355
LOC162073	1.18577777777778
COX7A1	4.78925
MAGEA1	-4.6526
NEDD8	0.07975
KLHDC5	-0.486611111111111
C3orf19	-0.0536666666666667
MRPS2	-0.76925
POLR3H	0.272428571428572
ABHD11	1.2185
TMEM17	1.00675
PAIP2B	0.2401
MAT1A	-3.046
LGI3	0.2465
THUMPD2	0.28075
TKTL2	-0.0035
XAGE3	-2.61183333333333
CALM3	0.964416666666667
C6orf136	-0.559333333333333
KCNC4	-0.0521666666666667
RGS9	0.3995
ACIN1	-0.507
SPATS1	-0.48025
XKR8	-0.192
FAM84A	2.47833333333333
MS4A7	3.76654545454545
AGXT2L2	-0.58
OR1F1	0.0035
SMAP1L	-0.681333333333333
IPO11	0.021625
ZC3H11A	0.435625
C1orf151	-0.375
RNASEH2A	-0.56025
CCR10	-1.276
TXNDC11	0.058
TMEM112	1.175125
MAP1B	0.0621428571428571
NVL	0.16475
PKM2	-0.49105
ARC	-2.03125
NUP54	-0.1365
PPFIBP2	2.54433333333333
STAT2	0.5745
PTAFR	1.43466666666667
ROBO2	-1.31875
RNF40	0.205333333333333
CCDC135	0.829833333333333
IFT81	-0.0157
MORF4	0.08375
TM7SF3	-0.21725
OR10H3	0.5095
ABP1	-0.08275
CHRD	0.73275
PLEKHA8	0.479166666666667
NCALD	0.702666666666667
OR5AK2	-1.07466666666667
ACCN1	-0.3855
SLITRK1	-0.434
ARMET	-0.2995
C9orf52	1.40575
REEP4	0.03575
MTSS1	1.059375
ADH1B	2.90766666666667
DLD	-0.00925
CDK5	-0.01175
PPFIA1	1.00125
WFDC3	0.72625
DNAJB12	0.533214285714286
RANGRF	-1
MLANA	-5.10025
AMY2B	0.0454999999999999
KIAA0319	-1.176
RPS7	-0.6135
JAK3	-0.336
ARFGEF1	1.4375
CXCL5	0.36325
TRAPPC4	-0.694
CETN2	1.31575
HSPC111	-0.9045
RHOBTB3	0.0311000000000001
PHLPP	-0.5395
RGS10	0.1275
TMEM58	1.16825
CHERP	-0.149875
HSP90AB3P	-0.7805
FSTL3	-0.8515
PEX11A	1.12225
OR5V1	0.818
FCN3	1.0165
PTPN3	0.89
NPTX1	-5.442875
C21orf84	-0.45525
C11orf51	-0.3165
ZBED2	1.04575
FLJ90757	-0.87775
NPY2R	3.17733333333333
PLD3	-0.43725
SYT17	1.77883333333333
SGSM2	-1.41225
OR1A2	0.38
FOXP1	0.829375
SLC5A1	0.33525
POFUT1	-0.1575
EPHB6	-3.10183333333333
MYO1G	-1.915375
STAC	-2.0979
KLHL17	-0.308
RGMA	-0.3423
TJP2	-0.1378
FAM114A1	-0.09
SERINC1	0.878416666666667
SLC9A8	0.104875
PEX19	0.487
EDN2	3.75725
PSMD7	-0.848444444444444
C3orf41	-3.1695
UQCR	-0.417
PPP1R3C	2.21775
LRP4	-1.66366666666667
TM2D1	-0.21625
TTC17	0.5799375
C4BPB	-4.53925
CCL25	0.2005
ZNF253	0.0116666666666667
CHRNA9	-3.298
SOX11	0.5545
HIVEP3	0.084
CGN	2.24075
C3orf35	0.313
PKD2L1	2.05175
SYVN1	-0.8785
PDE8B	-1.055125
LOC439951	1.191
LTC4S	1.97583333333333
MIF4GD	-0.423833333333333
SMARCA2	0.9255
TUBGCP6	-0.483166666666667
CABLES1	0.793
C16orf77	1.688
ZNF791	-0.317
FUT5	0
ADH6	-3.556
P4HB	-0.42
CLDND2	-1.78175
ALKBH8	-0.28
PLAC4	-3.0695
F11R	1.41007142857143
MGC35295	0.8655
PDZD4	-0.503166666666667
LOC389073	-0.54975
FAM80B	-0.0923333333333334
PSMB1	-1.1115
TXN	-0.3655
VIPR1	1.1132
WBSCR18	-0.0156
EXOSC6	-0.109666666666667
ACTA2	4.2135
SP5	-2.82566666666667
ANKRD1	-2.40233333333333
DDR1	1.4922
ATP6V1D	-0.28875
PTGS1	-1.14558333333333
RNF157	-1.60625
DCC	1.326
SPAG7	-0.30975
FBXO18	0.56775
UBE3C	0.183
HOXC6	1.05625
LRP2BP	0.4148
MYST2	2.36175
PDSS2	3.021
ATE1	0.12125
ARAF	-0.30475
KLF10	0.56075
PLA2G2E	-0.1695
ASCL1	-0.915166666666667
TSNAXIP1	0.62
FAM131B	1.169625
IFNA10	0.654
NUP43	-0.5085
FAM44B	-0.4135
L1TD1	-5.575
NMD3	-0.230833333333333
C18orf54	-0.1629
PHOSPHO1	0.2585
RAG2	-2.108
EMILIN3	-0.2325
METTL3	-1.7115
VPS13C	0.156625
REXO2	-1.35825
ANXA4	0.0685
CA1	-1.37225
DCP1B	0.2515
TULP3	-0.423833333333333
ATP2A2	0.395857142857143
ATIC	-0.30375
ADAM15	0.1095
NPL	0.143666666666667
LGR4	0.622375
UEVLD	1.05866666666667
GAB1	0.95625
SNAI2	-0.440166666666667
ZGPAT	0.2969
SNF1LK	1.0245
DLEU1	-1.426
UBE2Q1	0.97875
ZMYM6	-0.3925
JPH3	-1.70266666666667
FAM38A	-0.229333333333333
PXK	-0.65
DENND2D	0.119
BAX	0.18475
CP	-0.551272727272727
RPL37	-0.0492
G6PC3	0.214
NCOA4	0.209666666666667
LRRC14	0.26125
GORASP1	-0.262
FCHO2	0.871
CYP24A1	-3.1057
FXYD3	1.762375
SMARCAL1	0.39675
ABCB8	0.432333333333333
CCDC44	0.00425
PRDM7	-3.825
USH1C	-0.3815
DNAH5	1.65333333333333
SRF	0.0981666666666667
MAL2	2.79983333333333
PGPEP1	-0.672083333333333
SIN3B	-0.15575
SEMA3C	0.493666666666667
GRAMD3	2.2965
FBXO10	-0.165125
OR5D13	0.478
FLJ31818	0.299125
CACNA1I	0.567625
S100A13	0.668
TP63	3.0635
ANXA11	0.3814
WDR66	0.67975
CSF2RB	-0.024
IFI44	-0.825
DACT1	1.95483333333333
ANKRD23	-1.51625
ATP5G1	0.289833333333333
C21orf70	-0.381666666666667
PPWD1	-1.3175
DNAJC13	0.4175
PAH	-4.76033333333333
PTCH2	0.1945
TRMU	-1.13825
CCDC9	0.8645
USP3	-0.4106
DCLRE1C	0.307
FAM55C	0.65375
FRMD4B	0.6915
CYP2R1	-0.01775
RFPL1	1.137
XPO5	-0.778
ARL6IP2	0.238
OSBPL5	1.074
MMP9	3.35263636363636
KIAA0802	-0.63625
DHRS2	-2.23383333333333
SGEF	1.958375
TXNDC10	-0.9167
EXOC6	1.34175
RPS27	0.936166666666667
PNCK	-1.54233333333333
FSTL1	-0.76125
AACS	-0.215
SLMAP	0.459166666666667
SAMD4A	-1.0526
ABRA	-0.737
SMARCD3	0.1045
PKNOX2	-3.00766666666667
A4GNT	-0.1545
C9orf39	0.303666666666667
RALYL	0.701
MGC33556	-2.9995
C10orf25	-1.474
BBOX1	5.993
NHEDC1	1.02925
XDH	-0.38625
GCSH	-1.291
EDN1	1.49766666666667
MTERF	-0.1235
CLK4	0.48925
ZNF799	0.126833333333333
KCNG1	-1.77175
CXCR4	0.122333333333333
PTPRR	-1.963
IRAK1	-0.350625
LOC401397	-0.5645
TMSB10	1.3165
CXCL3	-2.9808
TMC4	2.08975
OR7A10	0.369
STYK1	0.29975
CHRNA10	-0.13125
CCNI	0.395
EP300	0.481071428571429
LOC165186	-0.234833333333333
HIC2	-3.01775
SDR-O	-0.8425
OR2W1	0.3315
KCNA6	-0.417
TRIM74	-2.34175
REEP6	-0.01975
ATP5G2	-0.18925
ERG	0.487625
TMEM42	-0.819
PARN	0.692833333333333
SOD2	-0.64075
DIRAS1	-0.109666666666667
PNPT1	-1.351
JOSD3	-1.29875
hCG_40738	0.387
PDE1C	-2.40733333333333
SEMA4D	-0.139
AGPAT1	0.128833333333333
NOSTRIN	0.750125
MAP3K3	-0.553833333333333
MAX	-0.228857142857143
CAPS	2.56916666666667
SERPINA12	-0.5575
OSBPL8	0.21075
RICS	0.8698
NR4A2	0.580666666666667
PPCS	0.874166666666667
LONP1	-0.92325
SCYL3	1.28275
HERC2P2	-1.5295
FIBCD1	-0.53
C15orf41	-0.7425
DMC1	-0.87
C20orf27	-0.02075
RPS6KA5	0.3119
FAHD1	-0.0698333333333333
SLC12A4	-0.07625
BRCA1	-0.90475
GBL	-0.143
SLK	0.433166666666667
NUDT9P1	-2.1965
NOXO1	2.678
USP52	-0.887
BAZ1B	0.026875
SLCO2B1	0.9695
BBS12	0.774166666666667
LRGUK	0.618
TERF2IP	-0.32925
COL1A1	5.5745
KIAA0090	-0.38875
GRK5	-0.929666666666667
AP1S2	-2.2156
TMEM52	-0.097
CA11	-1.29775
OR4A15	0.4385
ACBD3	1.597
SPAG11B	0.846285714285714
PRDM2	0.6623
FOXP3	0.88725
SMYD3	0.625
LOC389199	1.347
LGI2	1.4035
NAPE-PLD	-0.7148
ANKRD6	-0.1765
WDR45	0.0705
SHROOM1	0.01775
PSCD3	-0.607
PYY	0.35
KCNC1	-0.858
ARHGEF9	0.7222
OR8J1	0.92925
GPR55	-0.0452
NS3BP	-2.503
C10orf22	-0.0616666666666667
NAT8L	-1.42725
DUSP4	0.0871666666666667
FOXM1	-0.410666666666667
GRAMD2	2.8972
ZBTB48	-0.393333333333333
BUD31	-0.4515
PABPC5	0.804
CCDC41	-0.10175
FBXO11	0.0873333333333333
C6orf148	-1.968
RFXAP	-2.0315
C6orf15	0.359833333333333
CDK8	-0.6155
C6orf70	-0.164125
TESSP2	-0.529
ALG2	-0.048
PPP1R3D	1.59025
TPM3	1.34661111111111
SYT13	2.96425
EPB42	-0.828666666666667
CETN3	-1.17125
PRY	-0.7145
NTHL1	0.233166666666667
POLR2B	0.175
RPS28	0.37875
P2RX3	0.2785
LYZL4	0.4145
WBP4	0.0261
PMM1	-0.3545
C11orf79	-0.43625
CBLL1	-0.67625
IL1F10	0.535166666666667
VAX2	-0.7885
SETDB1	0.465666666666667
LRAP	-3.17466666666667
GCLM	-0.2275
CPEB3	2.51825
PPM1A	0.425875
INTS1	-0.12825
CAMTA1	0.0321666666666666
SAMSN1	-2.75475
LOC158830	-2.4605
GMPPA	-0.356375
AIPL1	0.44425
IL24	0.422916666666667
BDKRB1	-0.844333333333333
MLF1	2.5631
TAF12	-0.948
ID1	-2.876
THADA	0.036375
PIK3CB	0.519
OR4N5	-2.421
TBC1D17	-0.509
COX8A	-0.78925
CDCA4	-0.3635
C2orf44	-0.30325
ZNF534	-0.9225
IMMP1L	0.2895
NIPSNAP3B	-0.534
FTMT	-0.01225
PWP2	-0.589833333333333
MMP15	-0.1503
DNAH11	-1.13733333333333
MTMR14	-0.703
DNAL4	0.64475
IPP	-0.3295
TMEM59	0.19775
C1orf157	1.4385
RGS4	0.795666666666667
DDX18	-0.168166666666667
SNX6	0.3855
ZNHIT2	0.2615
NCDN	-0.557666666666667
FLJ33534	2.0525
RAG1	-2.12385714285714
OR4D10	0.332
PTPN5	-0.558666666666667
POMT1	0.261875
LRRC8A	0.3926
CYP1A1	-1.2515
CAPN1	-0.685
DDHD2	-0.488
GRIK2	-0.613
GNRHR	-0.2575
PPBP	0.606
HTR3A	-0.9605
SLITRK4	0.079
ANKRD49	-0.58825
BTF3	-0.1436
SARS	-0.23375
C13orf18	-0.4966
CACNB1	-0.0187857142857143
QKI	-0.686285714285714
SETMAR	0.1565
MAN2B1	0.135
EML3	-0.96125
ACADL	-1.13183333333333
OFD1	-0.647
DEFB114	-0.663
CGA	-0.0991
PEX16	0.7165
LRRC10	0.6825
GNG12	-0.7115
C1orf152	0.2925
CHRM1	0.4855
CD53	-1.27775
DBH	-1.095
TFAP2B	0.22775
HIST1H2BJ	-1.00383333333333
FAM46D	1.164
TMEM11	-0.5235
C3orf32	-3.045
PCCB	-0.600875
IPO13	-0.207875
C6orf105	-3.0285
COMMD5	0.6675
SUV420H1	1.8631
LTBR	0.7535
ARHGAP15	-2.77871428571429
HDHD2	-0.27775
TDRKH	0.9595
LOC401052	-0.1435
PSG4	-0.3835
GNB4	-0.4579
SPATA4	-0.369
SLC9A3	-1.496
OSBP	0.135666666666667
NBPF3	-0.887666666666667
DOCK11	-2
SLC39A5	-1.53866666666667
PRR5	0.89
C10orf63	-0.605142857142857
SMTNL2	-1.53033333333333
ADRA1A	0.228
ASAH1	1.7289
DOM3Z	0.5801
GIPR	0.708166666666667
AHI1	-1.13458333333333
NADSYN1	0.1895
RGS14	-0.6821
IL18BP	0.4456
RTN4RL1	1.36675
ARMC6	-0.43075
PSMD5	0.948333333333333
HK3	0.9771
