Hybridization REF	TCGA-BH-A18S-01A-11R-A12D-07
FLJ10769	0.10075
CRAMP1L	-1.352125
CHST12	-1.8885
RAB22A	0.402583333333333
TARDBP	-0.705785714285714
STAU1	-0.286
CRB3	2.46066666666667
MIG7	0.274
CHMP1A	0.163833333333333
ZNF160	0.684875
B3GALT6	0.279375
BARX1	-1.8365
C6orf167	-2.0898125
NXNL1	0.2395
DHX29	1.05575
HADHB	0.46425
PLXNB2	0.763125
ILDR1	-1.72975
SLC15A3	2.56475
GAS2	-3.23916666666667
C20orf69	-0.54675
NUMB	-0.1065
TNIP1	-0.147
MESP1	0.1435
PSKH1	-0.78275
NSFL1C	0.121875
RHOG	0.11025
HEY1	-3.53116666666667
KNG1	-1.69725
ITGAX	2.0055
LIN9	-1.2805
CANT1	1.616625
XRN1	0.24
CCDC96	2.1766
HEATR6	-0.494666666666667
GNG7	-0.42625
RUNX2	0.289666666666667
SOX1	0.107166666666667
FCRL5	-0.1465
ZNF99	0.592875
FAM9A	0.4675
SNX22	0.0843333333333333
MBNL3	-2.71733333333333
ODC1	-2.3312
ADORA2B	-3.64333333333333
NR2F6	0.407
ZFYVE16	0.110944444444444
SYNJ2BP	0.9131
POLE	-1.404875
E2F2	-2.2115
THRA	0.708333333333333
PTGES2	-0.894833333333333
HIP1R	0.7355
TMUB1	-0.122
ENO3	-2.32725
RSPH10B	0.094
CXorf39	0.503125
IRGC	0.21175
GPR109B	1.516
FLJ13305	-0.58
LCE3A	-0.4955
TNFRSF18	1.85566666666667
DET1	0.35475
TRPM3	-0.399416666666667
C16orf79	-1.4965
FECH	-0.387166666666667
RAP2A	-1.03633333333333
CRIP1	2.9075
AZIN1	-0.296625
SLC7A7	2.73325
IL10RA	0.9026
TMEM64	-3.44825
CDC42EP4	1.53
C16orf58	0.0738
ARG2	-2.945
POU5F1P4	-5.66425
FAM62B	-0.446125
DNAH8	-2.33566666666667
ASH2L	0.6305
TSLP	-4.4322
CNTNAP5	-0.340833333333333
TMEM16C	-0.412
IFNA14	0.393
SLC1A3	0.5935
CABYR	2.7905
BCL7B	0.0472
NUDT13	-0.656666666666667
C13orf28	0.3455
C1orf53	0.5255
ARL6IP4	0.3579
RPL35A	-0.63025
EMR3	0.5075
RAB40C	0.597166666666667
SLC41A1	-1.8325
LRCH1	-1.00425
LY6G5B	-1.304
FAM124A	-0.194785714285714
MGC10981	-4.6025
CLIP3	-0.7884
MAP4K2	0.388
CHIC1	0.90625
SULF1	1.3995
C20orf30	0.191142857142857
PRDM5	-0.324375
ELOVL1	0.2995
C11orf48	-0.22525
SLC39A10	-0.489
KCNV1	-0.58775
ACP1	-0.360166666666667
ZMYM2	-0.299125
B3GNT6	0.183166666666667
C9orf69	-0.40875
C2orf15	1.919
C20orf166	0.1465
HSP90AA6P	-0.681
EDG7	-0.546
NEURL	-0.7445
LPL	-0.119333333333333
CLEC2D	-0.468285714285714
GRRP1	1.37666666666667
CD8B	-3.8941
HIST1H3D	1.06883333333333
SLC6A12	0.415
FAM27L	-0.2645
CD84	1.6672
RASA1	-0.268
PHKG1	-0.629
MAGEA11	-2.42
IMPA1	-0.8583
NPM3	-1.77375
RARRES1	1.03725
SH3BP1	0.0815
B3GNTL1	0.4625
ARPC5L	0.1765
KLHL26	1.105
SIM2	-2.104375
GJC1	0.2635
C20orf194	-0.6215
EXO1	-3.57075
SLC2A2	-2.04183333333333
LOC285074	-1.56975
LRG1	-2.3465
KIRREL	-0.547
PIK3R1	0.310071428571429
C4orf34	2.07225
MAF	-1.64461111111111
ADCY4	3.79283333333333
ZMIZ2	0.0426
SLC46A3	3.89416666666667
STAMBP	-0.122333333333333
CCDC16	0.725
MS4A12	-0.165
TCF20	0.417
LRRC46	3.019
C20orf152	0.84675
MRPS6	-1.399625
ABCB11	0.7925
KCNC2	-0.600166666666667
CDH19	-1.71383333333333
C9orf123	0.0238333333333333
SSH3	1.17675
LDLRAD1	-0.8885
CCBE1	-1.287
ZNF135	1.17725
TAAR1	0.042
WFDC12	0.211
CCDC42	0.233
FLJ12529	-0.193
PER1	-0.937166666666667
TIMM50	-0.575
SMARCAD1	-0.6375
FAM26C	-0.077
TP53TG3	-2.74816666666667
SH3RF1	2.6168
LMCD1	1.581
GPR63	-0.8045
FLJ21986	-2.713875
AIFM3	0.97875
MICAL1	-1.13016666666667
BLZF1	1.6015
IQCA	0.620833333333333
PCDHGC3	-0.2595
SAC	0.68025
BCL6B	1.8775
DDO	0.64875
MARCO	3.7295
DCHS1	0.300333333333333
C1orf170	1.30833333333333
CD200R1	0.5235
C22orf15	-0.3715
SEPT11	0.0411666666666667
ADNP	-0.31725
UST	-2.1902
C13orf34	-1.86683333333333
RFFL	0.881857142857143
APBA3	-0.051
C2orf60	-0.222625
CUTL1	-0.5696
PMS1	-0.596375
ZNF689	-0.2965
EIF3E	-0.684666666666667
IL9	0.245666666666667
RPL31	-0.565125
LY9	0.243166666666667
ATP2B3	-0.00775000000000001
KDELR2	0.152041666666667
TFCP2	0.683375
NLRP12	0.518375
FLJ45422	-0.703
TLE4	-1.9124
ZNF570	0.6785
FLJ43806	-0.6155
TLK2	-0.1315
CIR	1.1875
MARS2	0.247
COL24A1	1.0835
SDF2L1	0.0605
HIBADH	-0.122666666666667
IGFBP3	-3.16064285714286
C12orf23	0.999
PSPC1	0.944
C20orf43	-0.021
TRAV20	0.2995
ARHGAP24	0.472625
KIAA1975	0.171
C1QA	3.5549
DNTT	-4.263
C10orf6	0.213416666666667
C11orf41	-1.539375
HNRPF	0.60975
COL11A1	4.8205
UBAP2	-0.864666666666667
CDKN2AIPNL	-0.805
C20orf174	1.44175
SPRED2	0.25875
PLA2G12A	1.214
ICEBERG	-1.40616666666667
SCN10A	0.4055
C11orf65	1.48275
GBP5	3.2645
PITPNC1	0.0933333333333333
POU3F3	0.6535
NCOA7	-1.3995
LIN7C	0.4003
LOC348840	-1.4095
NKX2-2	-2.3305
ANKRD13D	0.070125
LOC123688	0.264
FUT2	1.95216666666667
TAAR8	0.601
FZD4	-1.04191666666667
PNMA3	-2.019
OR4L1	0.4225
WIT1	0.96325
EXOC3L	1.862
ATPBD4	0.1204
KRBA1	-1.0095
UBXD6	0.08525
HOXB7	-0.2905
C7orf23	-0.1485
UNQ338	-0.68475
STAB2	0.15975
CDC20B	0.18925
IRF9	1.319
CENTG1	0.184083333333333
TNPO2	-1.1805
MCPH1	0.4545
BMS1P5	-1.9745
SLC26A7	0.28525
HIST1H3J	1.1165
C9orf3	-0.7637
LBH	0.423375
MYO1D	0.826375
PTDSS2	-0.39775
NFU1	0.92525
DEPDC4	-1.05475
WNT7B	0.8237
GLP2R	-0.0966666666666667
SETD4	-0.5876
DYNLT3	-0.1406
FKBP11	0.0605
SESTD1	0.349333333333333
FLII	-0.55375
RPS16	-0.2164
CHPF	0.317166666666667
CSNK2A1	-0.326333333333333
SUMO1P1	0.519
FKBP6	-0.4525
ZNF214	2.70583333333333
TWIST1	-0.88
DDX56	-0.486833333333333
TRAM1L1	3.2665
EPO	-0.8665
MRPS18B	0.273
ZNF682	0.2935
RPL14	0.1505
MAFF	0.10675
LOC51136	-0.302375
LY96	-0.5835
DDX20	-0.02975
ABTB1	0.720166666666667
ARL5A	0.2129
CCT6A	-1.388
HEPACAM	-1.184
EHHADH	-0.0366666666666667
RBAK	0.0575
CGB1	0.21
ITGB5	1.0191
YIPF3	0.68775
FKBP2	1.044
NR1D1	-0.1951
TMEM110	1.4885
NEK2	-2.59383333333333
PRAMEF8	-3.5765
C20orf52	-0.460666666666667
PCDHGA3	-0.55
VWA3B	-0.00349999999999999
NDUFA5	0.784625
THAP9	0.31625
FLVCR2	-0.229166666666667
AP1S1	-1.039625
SMAD6	-0.38675
SAV1	0.295125
SAT1	1.453
ZNF251	-0.34825
ADAMTS7	-0.0435
RPP38	0.5635
C1orf211	-1.2085
YPEL2	1.27495
RBMS1	-1.007
ZNF445	-0.102166666666667
NRXN2	-0.487666666666667
PGBD4	0.67975
UGT2B28	-3.206
WBSCR16	-0.8669
NLRC3	-0.1945
ASTL	0.10475
ST6GALNAC1	-3.5975
ZADH2	0.38975
MLLT4	0.04775
ARL6	0.560666666666667
MEF2C	0.27575
CBFA2T3	0.0425
AFF3	2.28135714285714
COG7	0.61
MYB	1.37516666666667
PLXNA3	-0.416
XRCC2	-2.39666666666667
MMS19	-0.343625
ST8SIA5	-0.9335
CHPT1	-0.481333333333333
KIAA1712	0.0762500000000001
OR6X1	0.666
ACTR3	-0.127375
UGCG	0.926333333333333
OR4P4	0.977
ZAP70	-3.89625
LPP	1.536375
ZNF485	0.8385
PTPRCAP	-0.89825
IL12RB1	0.2525
ATRX	0.2614
CHST8	0.038375
C14orf109	0.8855
ARV1	1.4855
NMB	-1.86514285714286
COX5A	-0.7665
EIF6	-0.58475
MPPED2	-1.05033333333333
SEMG1	-0.9265
CHRDL1	-0.564
TRAF3IP2	0.40375
WNK2	0.338875
LILRA4	2.9205
LAMA2	2.59725
PXT1	-0.1535
RLBP1	-2.8965
CD300C	0.79375
SLTM	0.064875
FLJ10404	-0.40575
APOBEC3D	-2.6375
RENBP	0.488333333333333
ATXN7L1	0.96775
NID1	-1.0275
TUBGCP3	-1.648875
ITIH5	0.349722222222222
CCDC110	3.77525
C8A	-2.928
MGC87042	-0.1455
HOXC13	-3.4955
TFDP2	-0.305
HCP5	0.818875
POLI	1.10525
UCN	-0.532
ZNF764	1.0035
C8orf45	2.17375
FHL3	-0.87275
SPATA5L1	-0.802
MMRN2	2.283
NDST1	1.3485
COL20A1	-0.0793333333333333
ZNF248	-0.957333333333333
PELP1	-0.529833333333333
MBL2	-2.49416666666667
RNF41	0.596625
C5orf24	0.4875
THOC5	-0.65425
SERINC3	0.346916666666667
RP11-151A6.2	0.265
CDCP2	-0.3655
HIST1H2AA	0.92725
C11orf75	0.337166666666667
FKBP7	-0.53125
DDOST	0.374
GPNMB	0.4715
TTF2	-1.22683333333333
KCNT1	0.0385
SLC39A14	-0.847125
NGRN	0.806
GPR137B	1.62525
MECP2	-0.35975
PSMA1	-0.615
C16orf73	-5.78075
TMEM60	0.365166666666667
CSN3	-0.03
NOS1	0.459
RAB7L1	-1.92016666666667
YBX2	-1.8025
KIAA1166	-0.446625
FUBP3	0.146333333333333
ABCG1	0.9975
ACACA	-0.216083333333333
ARL11	1.201
ATOH1	0.0845
ODF1	0.4624
CREB3L3	-1.74533333333333
TMEM127	0.916571428571428
DSCAML1	2.14725
PLN	3.017
LYPLA1	-0.158416666666667
PRDM9	-1.52275
SASP	-0.3875
PLUNC	0.531
INTU	0.39075
HISPPD1	-0.722
LNPEP	0.338333333333333
YARS2	-0.355333333333333
APCDD1L	-2.038
ZCCHC4	0.3203
FBXO22	-0.318
TTLL13	-0.4015
ZNF669	1.0455
PTGDR	1.29375
DDX27	-0.51075
KIAA0409	0.329
GJB6	-0.13725
ASB8	1.63075
PLP2	-0.5195
MEPE	0.3065
OR10J5	-0.035
KRT222P	4.077
COQ7	0.1885
C1orf101	3.15725
RERG	3.7103
CHMP5	0.854
THAP11	0.50675
ZNF43	0.372
ZRANB3	-0.325833333333333
KRT13	-0.138125
MRPL19	-0.176875
RBBP9	0.55525
SPATA17	2.254
BXDC5	0.0605
PAFAH1B1	-0.571083333333333
MAGEE1	0.58225
OSTF1	0.00975
KIAA0323	-0.100416666666667
TXNDC13	0.164833333333333
CNTN4	-0.18225
LCE1B	0.5305
UNQ501	1.37775
ZNF154	1.64875
C3orf64	0.19875
SYT5	-0.1693
PON1	1.38133333333333
FLJ10357	-0.763125
ATP4A	-1.3405
GNPDA1	-0.1695
MGAT1	0.276833333333333
C14orf121	1.901
SLC35B2	0.0785
MIER3	0.027
CHEK1	-3.6595
ZNF8	0.554666666666667
TXNDC1	-1.10966666666667
CKB	-2.1844
RTN3	0.565428571428572
FZD2	-1.651
PART1	2.648375
PSMB6	-0.64925
PCDHB8	0.255
PHC3	0.456
PPP1R8	0.0318333333333333
NOVA2	1.5035
TNFRSF11B	-4.595375
GOLPH3	0.996333333333333
UBLCP1	-0.625
SUHW3	-1.27175
TTLL1	1.8295
OPN4	0.3
OR13G1	-0.2705
ZPBP2	-0.026
HSD17B11	-2.426375
C9orf50	-0.1035
DHDDS	0.0100714285714286
CTSW	0.4818
NEFM	-2.42483333333333
MRPL28	-0.5855
SYN1	0.4915
PIGV	1.012
ZIM2	-0.6605
APBB1	0.908666666666667
SND1	-0.32775
C1orf123	0.031
CHD3	-1.5935
BHLHB8	0.26275
RNASE2	0.667833333333333
BCAP31	0.4615
SLC25A44	1.1585
CHD6	-0.0183
PIB5PA	2.27269230769231
SELS	1.306
LOC541471	-0.38175
FAT2	-0.628
ZNF81	-0.286
OR4C16	0.076
FLJ10081	0.5548
LRRC4	0.87825
CS	-0.5505
N4BP2	-0.934125
IGFBP7	0.66775
ZNF318	0.153666666666667
NDNL2	1.07775
ZNF609	-0.02775
SIRT4	0.281
EXOSC10	-0.43725
ECE2	-0.247666666666667
OVGP1	-0.014
GTPBP3	-0.76975
PACS2	-0.5297
C19orf36	0.761833333333333
ARL4C	-1.959125
ATG4B	-0.382
UBQLNL	-0.082
RHOXF2B	-4.1435
PLEKHG2	-2.39
GALR1	-1.205
AQP4	0.248666666666667
HDAC7A	-0.262833333333333
DCUN1D3	0.24975
OR8A1	-0.034
CCRN4L	2.7765
CBR4	0.274
KIFC1	-3.44633333333333
SLC7A14	-1.05333333333333
LHX5	0.3395
TRPC7	0.3825
LPXN	-0.915
SERPINA1	-1.33525
RPS13	-0.4413
BPIL3	0.1665
PRKAA1	-0.2555
FADS2	-0.5616
ENAH	0.0635
PRO1768	-0.203
APBA2BP	0.9035
LIPH	4.0025
C3orf33	0.77575
RCC2	-0.940428571428572
ALDH1A2	-3.7014
RNF103	2.569
AHCY	-1.167625
ALG12	0.973
CCL17	-0.1735
ZNF543	1.66416666666667
ESRRG	2.4039
CNGA1	-0.55175
RDH5	-1.1765
OTX1	-1.6459
PTGFR	-1.772
CDR2	0.18875
SELE	2.229
NLGN2	-1.91366666666667
EXOSC9	-0.47325
ZNF566	0.332333333333333
KLRC2	-5.205
GPR12	0.5385
KIAA0196	0.2165
PDRG1	0.227
SSR3	-0.505142857142857
MSI1	-1.1795
CST9	3.58
CC2D1A	0.223125
PLAGL1	-1.56655555555556
ZNF778	-0.2185
RNF2	1.694
KLF6	0.692166666666667
THBD	2.87566666666667
tcag7.1314	1.49525
NR5A1	0.08
ABCD2	-0.12375
DNAJC7	-1.6555
CLEC4C	-0.2515
TM2D3	1.060875
CCDC4	-1.6555
PLAC2	-2.456
DCD	8.798
FAAH	2.441625
POLA1	-0.530333333333333
TM7SF2	0.486625
FLJ39822	-0.255833333333333
FLOT2	0.152375
MAP4K1	-0.8505
SRP68	0.6195
C21orf74	-0.118
ARPC5	0.06175
LOC126075	2.25375
HECW2	0.323125
ZDHHC4	0.032
ANKRD42	2.0709
PDE9A	-1.85216666666667
ABCA8	-0.50675
NDUFS2	1.033
UBR5	-0.30225
BTBD16	-3.12025
LOC554174	-0.179
ZNF20	1.823
KIAA1843	0.4255
WDR17	0.657142857142857
C15orf33	1.9075
RNF113A	-0.1855
CAMKK1	-0.2032
CLCN2	0.4035
ANXA6	-0.209
LOC340069	0.6385
EMID1	0.003
DPM3	0.574833333333333
ELA1	0.109
SLC25A13	-1.0755
KRT24	0.41725
SMPD1	1.01216666666667
TH	-0.000250000000000007
COL6A2	-1.0635
ANKS1B	1.71425
GPR126	-3.6245
ZC3H12A	-1.24583333333333
TMEM47	-0.814
C2orf51	-0.431166666666667
C1orf88	3.93833333333333
HSF2BP	-0.03225
AKAP10	0.77025
RPAP3	-0.305
KLHDC8B	0.790625
STOM	0.1273
MUPCDH	-0.036375
C10orf72	-0.47825
PLEKHA3	1.00941666666667
TCP11L1	-0.31025
CWF19L1	0.275625
SPEF1	2.1
YSK4	-0.0745
ELN	1.4396
SAMD8	1.14366666666667
MPI	0.015
MEPCE	0.1486
ABCC3	-2.947625
NANOGP1	-2.873
KCNK17	3.590375
HLA-DMB	4.04866666666667
RRAGA	1.1965
ANGEL1	-0.24225
RBM32B	-0.5525
CPN1	-3.16525
MGC52282	-0.9393
HLA-A	1.01358333333333
OR9G4	0.1895
EDNRB	-1.607875
SCD	-2.35321428571429
C14orf80	-1.401
BAGE2	0.2235
RABL4	1.44666666666667
RCVRN	-0.7065
SHANK1	0.0675
NLRP7	-3.43725
CD226	0.3825
STAT3	1.390875
SYNJ2	-0.7935
TPCN2	-0.659
WDR36	-0.8465
MBD4	0.40525
ROBO1	-2.072
ST3GAL6	-2.5
SLAMF8	2.63766666666667
ATN1	0.537666666666667
GPR141	-0.373
KRT36	0.512
TPH1	0.3945
DDX52	-0.18525
ZSCAN29	0.348833333333333
TRPT1	0.173833333333333
DPEP3	0.3635
DENND4A	-0.339375
TSPAN16	0.0675
PTCHD2	-0.313
LOC145814	-1.01475
CAP1	-0.0478333333333333
EIF5A2	-1.3812
NT5DC3	-1.20625
SEPT9	-0.341
SEZ6L2	1.805
EGFLAM	1.9425
VPS11	0.90025
NDUFB5	-0.169833333333333
CIDEA	1.57716666666667
IER5L	0.08575
N6AMT1	0.676
FAM83C	-0.74825
OXR1	0.475416666666667
IRX1	1.455
DGKB	-0.422166666666667
GCN5L2	-1.2625
MIR16	0.551625
FBXW9	0.19
WDR4	-1.62816666666667
PDC	-0.4625
VPS33B	-0.3515
HEXB	0.222
FLJ32214	0.59625
TCEB3	-0.32725
CRLF1	-5.65625
ABI3BP	-0.66925
C8orf22	-3.778
PYCR1	0.238125
KIAA1706	-0.57725
CDK5R2	0.341625
WAS	0.2435
C12orf60	0.509
CCBL2	0.0585
MADD	-0.234
C5orf34	-2.63325
WDR42A	1.6293
KLF12	-1.3615
HSPA1A	2.23325
ITM2C	-1.87316666666667
DAPK2	2.33816666666667
LOC442590	0.9905
SUMF2	0.2325
CENPA	-3.82523076923077
TMED5	-0.278
CDH6	-0.8846
BRP44	1.101625
THG1L	-0.495
GABRA2	-2.408
C14orf166	-0.03275
MYL1	-0.922833333333333
TNFSF18	-0.4645
PAP2D	-1.08883333333333
PPIB	-0.3235
KLHL4	-0.523625
SFN	0.3915
CCDC127	1.26325
FRAP1	-0.41075
GOLGA5	1.02225
SDCCAG1	-0.201125
MGC21675	0.1065
C10orf95	-0.1725
KIAA1345	-0.116
C1orf163	-1.0835
LACE1	-0.663833333333333
OR10K2	0.0595
CENPN	-2.97676
TMED2	0.8945
UGT1A6	-1.7605
ANG	0.72825
U2AF1	-0.726
CASC2	1.1595
NMT2	-1.39066666666667
OSGEPL1	0.776875
DFNB31	-0.3315
SLC6A20	-0.266
DKC1	-1.14125
FXYD4	-0.556
WDR64	-0.19225
MGC5590	0.4555
CREBZF	-0.242833333333333
DAZ1	0.049
PRPSAP1	0.0305
GCHFR	-0.45175
TTC7A	-1.131
LOC196993	0.87425
UBD	-0.188166666666667
S100A1	1.076125
RPL6	-0.313
DNAJB6	0.5974
NAGS	2.8187
C2orf58	0.1005
KERA	0.838833333333333
MT1X	-1.0175
UBE2B	0.658
KEAP1	0.7715
MST1	-2.755625
OMA1	1.2845
ABLIM2	1.8145
BCL2L13	0.33225
JAZF1	-0.309166666666667
TMEM63B	0.861
S100A8	-0.8034
ARFIP2	1.54575
UROS	0.90675
KHDRBS2	-0.4415
POLQ	-4.208875
SOAT1	-0.41
SPAG4	-1.6845
MRPS30	1.01366666666667
LOC494141	0.473
OR2T11	0.7155
ORAOV1	-0.3839
ZNF184	-0.0406666666666667
TCEB3B	0.0406666666666667
ADAM21	0.1645
GDPD1	0.94125
SPINLW1	0.21775
PRR14	-0.1315
KCTD9	-0.6493
NUDT3	0.316
KIAA1822	0.6383
HIST1H4K	2.1465
DFNA5	-2.152
GABPA	0.0075
C14orf44	1.9765
POLB	2.093125
PTAR1	-0.64825
SEC31A	0.2796
TRIM58	-2.16725
TAS2R14	-0.921
VPS8	0.589125
H1F0	1.28466666666667
PRKCB1	-3.96916666666667
UGT2A1	0.521
TOR1B	0.28075
LSS	-1.50666666666667
C2orf19	0.523
HNRNPC	0.550071428571429
TMEM100	-2.66983333333333
LOC116349	0.936
OR51M1	0.367
CCDC142	-0.42125
ISG15	0.39975
ZCCHC14	0.292875
CREBL2	1.598625
TGDS	-2.425
DC2	-1.06225
CACNA2D3	-1.04735714285714
ZNF429	0.103375
LYPD6	2.33266666666667
SUCLG1	0.313166666666667
OR51I1	-1.46
MAGEH1	1.163
PRPF40A	-0.46
SMR3A	0.4635
SPINK2	-1.496
THAP2	0.430625
NPY5R	-0.5115
IRF4	-3.123625
SPESP1	-0.869166666666667
OR10S1	0.122
DTD1	-1.87125
TUBE1	-1.47725
DDX19A	-0.4045
PDPN	-2.269625
TMEM34	0.3395
MGAM	0.662
COL3A1	4.35944444444445
GFM2	-0.7223
OR5A2	-0.327
PSG9	-1.3925
ARHGEF11	0.598666666666667
IVNS1ABP	-0.615
SIGIRR	1.279
DUSP19	-0.04175
DNAJC14	0.1951
ACSS1	-0.19925
IL1RAPL2	0.3705
C4orf30	-0.47325
SEPT4	1.88275
LANCL3	-2.41775
SPAG17	2.61816666666667
PRDX3	0.410625
HNF1A	-1.380875
P4HA2	-0.838
RFWD3	-1.29733333333333
MOV10	-0.314
DNAJA5	0.4365
LOC729440	0.2575
LOC200383	0.4345
SMC2	-2.3365
MIXL1	-1.13166666666667
TMEM9	1.67375
FAM86A	1.1075
ZNF174	0.8845
MYH14	-1.13925
CCR8	-0.067
VPS37C	1.08266666666667
GPATCH1	0.212666666666667
B3GNT8	1.796
TBX4	0.06675
CNR2	0.503
PCDH1	2.02225
C5orf29	3.81725
OCIAD2	1.07675
PLCG2	-0.05175
KIAA0247	1.478125
HRH3	0.0933
CAPN13	3.8165
CCR1	-0.6997
MGC15523	0.1785
UVRAG	0.223166666666667
DNAJA2	0.388166666666667
ITGA2B	-0.663833333333333
CLDN5	3.235
PTPRN2	1.72185714285714
ZNF512	-0.0206666666666667
PSAP	1.02814285714286
CCDC140	-0.445
LRRC55	-0.05375
CYP26C1	-0.0365
C8orf47	-0.828
LYN	-0.376625
DUSP6	0.779666666666667
TGFB3	2.98786666666667
ELK1	-0.1345
PCDH11Y	-0.0756666666666666
HGD	-0.43425
C17orf58	1.54
MYO3A	-0.068
SERPINE2	-5.9395
AARSD1	-0.152
C14orf73	-1.171
ADAM33	-0.4205
ZNF491	1.024
MAPK6	-0.898833333333333
TCN1	-0.997833333333333
SLC24A6	0.64
UBE2R2	0.43075
H1FNT	0.38775
TATDN2	-0.461
LILRB1	1.9635
P2RY5	0.6915
NUCB2	3.04225
C2orf37	1.20325
SNX27	1.3755
MTA3	-0.055875
FOXO4	0.333375
ID4	-1.43383333333333
SOX5	-2.7225
PXMP3	0.861375
OR52M1	-0.139
SFT2D3	0.458875
INA	-3.06866666666667
MCOLN1	1.107
NFIX	2.241
CLEC14A	4.81866666666667
HIBCH	0.788833333333333
PLA2G5	1.3125
TIMM10	-0.0698333333333333
MED17	0.2501
COL4A4	-1.3385
TPP1	0.864666666666667
GJA3	-1.34916666666667
TMPRSS5	-1.62
AADACL3	1.697
DNMBP	0.0435
ENPP5	5.617
NQO1	-1.4759
ZSCAN2	0.196875
SEC24C	0.312666666666667
GTF2A1L	0.2985
AXIN2	-0.4688
FAM33A	-1.02083333333333
C16orf13	-0.20225
SPNS2	0.23475
TAF1	0.17725
AP1G2	0.018
RBM42	0.384
HCN2	0.499166666666667
EFHB	2.38783333333333
RUSC1	1.076
GRIK5	0.9775
USP21	0.801666666666667
ATAD3C	0.06825
ORMDL2	1.50775
PRSS7	-1.361
PSAT1	-6.95125
FLJ13195	-1.05883333333333
TBC1D1	-1.341
IFNG	0.777
OTOS	0.167666666666667
ZNF773	1.25816666666667
EMD	-1.33825
RETN	-0.21275
CCL8	4.286
APH1A	-0.32925
COX18	0.198125
GTF2IRD2	-0.45275
CCDC82	-2.29108333333333
PAFAH2	1.3819
NPEPL1	-1.0186
RP11-114G1.1	0.838
TP53INP1	0.974375
ZNF300	-2.09316666666667
FOXL2	-2.722
LARP2	0.388666666666667
LATS1	0.0935
HTR6	0.229
SPOCK2	-1.18316666666667
RNF144B	3.11633333333333
HTATIP2	-0.72025
MGC10334	0.287583333333333
CENTA2	2.36566666666667
FGF2	4.125
FXYD7	0.226
PHYHIPL	-1.798
GPR34	4.77975
DDX6	-0.221333333333333
OR10W1	0.207
LHFPL1	4.3555
ZNF313	-0.775714285714286
VPS28	0.79725
AP3M1	-0.1492
AKR1CL2	-1.101
TRAF4	-0.589625
OR2B11	0.1205
C19orf12	-0.0923333333333333
AKAP9	0.00183333333333333
C1orf62	0.27575
SLC20A1	-1.8117
FAM112A	-0.39025
LDB2	0.49775
MRPS23	0.23225
KLK5	-0.5195
SPTB	-0.4877
EFEMP2	-0.13825
EFNB2	-0.6805
PCM1	0.0677142857142857
NMNAT3	2.67375
TSG101	0.831666666666667
C8orf40	1.09066666666667
NOB1	-1.17075
ABHD3	-0.15175
GTF3C4	-0.440625
PIGN	1.05583333333333
GALNTL1	1.59125
AEBP1	0.588125
OR9Q1	-0.034
ANKRD2	-0.38425
CCL28	-1.46875
TRIM38	0.924
TMCC1	0.00774999999999998
SMG5	-0.44775
LRRC7	-0.315
NCAPD2	-2.68766666666667
C6orf153	-0.202
C1orf74	1.4245
OTUD6A	0.3255
DCP2	-0.643666666666667
TMEM24	0.303
RPL18	-0.372833333333333
TMEM177	-0.375
LRRC37A3	1.18875
C1D	-0.446166666666667
LDHC	2.781
UBE4B	-0.591666666666667
NIT1	1.55475
BTN3A3	0.092625
RASD1	2.405
COMMD3	1.742
SHFM1	-0.10425
BIRC8	0.03375
DUT	-0.55575
C12orf51	0.188
LRRC59	-0.728833333333333
LY6H	1.153
WDR22	0.714916666666667
EDEM1	0.702428571428571
ADH1A	1.664
PANX2	-0.3783
CYP11B1	0.22875
CDC73	0.484
GPR172A	-0.51975
GSTM3	3.74130769230769
KCNA5	0.242125
SERAC1	0.9275
NFATC2	0.021
ANAPC5	-0.5758
C15orf24	0.93125
NFATC2IP	-0.665416666666667
TNRC6C	1.42383333333333
MGC102966	-3.518
FGD5	0.162666666666667
MED9	0.06475
RAB13	1.2655
C15orf49	-0.1785
CRYGS	-1.2542
C12orf53	-1.1728
LOC283693	-0.6505
COX6B2	-0.6725
PHF14	-0.40975
FAM3A	0.299625
RPL13	-0.288
PRDX2	0.489
FLJ34047	-1.357
PRMT3	-0.3675
KCTD19	-1.722
TRIM10	-0.546166666666667
MGC26597	0.0955
GCNT4	0.19875
GPRASP1	1.20025
CDKN1C	-1.40041666666667
RHBDL2	1.0086
HSPH1	-1.7655
AQP1	2.5765
COL17A1	-3.3828
GFAP	0.38925
CDC16	-0.85725
KIAA1614	-0.2655
C6orf118	-0.0586666666666667
ZSWIM5	-0.86375
FAM83F	4.33925
LYNX1	0.12975
SYNPR	-0.415
XG	2.41316666666667
PRSS16	0.317875
KIF13B	1.93335714285714
PCDH9	-2.088
HIST1H2AH	3.319
RBM18	-1.446
ZNF626	1.110125
HEXIM2	1.1135
ITFG1	0.631
TUBG2	-0.5515
SFRS7	-0.408916666666667
C9orf14	-0.328
EXTL1	-2.24075
GBP3	-1.67
WDR5	-0.81
RARG	0.392666666666667
MYO7A	-0.31825
CECR6	0.685
C13orf3	-2.28375
SFRS18	-1.867875
ACVR1B	0.184333333333333
PSMD1	-0.2077
C7orf31	-1.08133333333333
ILVBL	-0.443
IFNGR1	0.30325
RNF186	0.0886666666666667
NOL9	-1.11075
MAGEL2	-1.3965
SLC29A2	-0.743
NHSL1	-2.3285
RBMX	-0.4695
PSORS1C2	0.358375
RAD51L3	-0.267583333333333
LCN6	0.364
