Hybridization REF	TCGA-BH-A0AZ-01A-21R-A12P-07
MCPH1	-0.03725
BMS1P5	-1.40825
SLC26A7	1.49875
HIST1H3J	0.223
C9orf3	0.5094
LBH	1.867
MYO1D	1.714125
PTDSS2	0.03525
NFU1	0.0015
DEPDC4	-2.174
WNT7B	1.0551
GLP2R	-0.2512
SETD4	-0.5742
DYNLT3	-0.2195
FKBP11	-0.477666666666667
SESTD1	0.4175
FLII	0.66125
RPS16	0.058
CHPF	1.84216666666667
CSNK2A1	0.0448333333333333
SUMO1P1	-0.13125
FKBP6	-1.3585
ZNF214	0.705166666666667
TWIST1	1.5505
DDX56	-0.0536666666666667
TRAM1L1	1.9811
EPO	-3.6625
MRPS18B	-0.662
ZNF682	-1.0532
RPL14	-0.129
MAFF	0.1295
LOC51136	-0.974375
LY96	0.0375
DDX20	-0.9075
ABTB1	1.999
ARL5A	0.1445
CCT6A	-1.7345
HEPACAM	-0.371833333333333
EHHADH	-0.557666666666667
RBAK	-0.220666666666667
CGB1	0.4955
ITGB5	1.9229
YIPF3	0.21775
FKBP2	0.30375
NR1D1	1.125
TMEM110	0.53
NEK2	-1.16333333333333
PRAMEF8	-3.26975
C20orf52	-0.3325
PCDHGA3	-0.267
VWA3B	0.45975
NDUFA5	-0.305375
THAP9	-1.06175
FLVCR2	-0.618833333333333
AP1S1	-2.151875
SMAD6	0.266
SAV1	0.587125
SAT1	0.555
ZNF251	0.30825
ADAMTS7	0.387
RPP38	-0.20175
C1orf211	-2.23
YPEL2	1.5924
RBMS1	0.38275
ZNF445	-0.238833333333333
NRXN2	1.08716666666667
PGBD4	-0.618625
UGT2B28	-2.862
WBSCR16	-0.8757
NLRC3	0.2635
ASTL	0.3575
ST6GALNAC1	-2.54725
ZADH2	0.033125
MLLT4	0.514333333333333
ARL6	0.191
MEF2C	0.86025
CBFA2T3	-1.7125
AFF3	2.03864285714286
COG7	0.58
MYB	-0.587833333333333
PLXNA3	0.388
XRCC2	-3.08383333333333
MMS19	-0.103625
ST8SIA5	-1.68925
CHPT1	-0.863
KIAA1712	-1.078
OR6X1	-0.0445
ACTR3	-0.0375
UGCG	2.77516666666667
OR4P4	1.1155
ZAP70	-2.95475
LPP	1.459625
ZNF485	-1.20325
PTPRCAP	-0.04075
IL12RB1	0.356
ATRX	0.3062
CHST8	2.57925
C14orf109	-0.25525
ARV1	0.7625
NMB	-0.542571428571428
COX5A	-0.840666666666667
EIF6	-0.09525
MPPED2	-0.100833333333333
SEMG1	-1.6735
CHRDL1	0.5775
TRAF3IP2	1.4465
WNK2	-0.036875
LILRA4	3.039
LAMA2	5.26125
PXT1	0.343
RLBP1	-4.06675
CD300C	0.793
SLTM	-0.054625
FLJ10404	0.382
APOBEC3D	-1.96933333333333
RENBP	0.997
ATXN7L1	-0.135625
NID1	1.796
TUBGCP3	-0.58
ITIH5	1.38977777777778
CCDC110	2.011
C8A	-3.7745
MGC87042	-1.024
HOXC13	-1.282
TFDP2	-1.09075
HCP5	1.811
POLI	-0.125
UCN	-0.364166666666667
ZNF764	-0.0293333333333333
C8orf45	-0.22775
FHL3	0.3735
SPATA5L1	-1.2515
MMRN2	3.46616666666667
NDST1	0.737666666666667
COL20A1	-0.5885
ZNF248	-0.701333333333333
PELP1	-0.135833333333333
MBL2	-3.0056
RNF41	0.436875
C5orf24	0.730625
THOC5	-0.25775
SERINC3	0.608
RP11-151A6.2	1.0065
CDCP2	0.094
HIST1H2AA	1.16825
C11orf75	0.5655
FKBP7	1.08025
DDOST	0.37625
GPNMB	1.22766666666667
TTF2	-1.78116666666667
KCNT1	0.2195
SLC39A14	-0.487125
NGRN	1.0391
GPR137B	2.246
MECP2	-0.771375
PSMA1	-0.42625
C16orf73	-5.975
TMEM60	-0.4655
CSN3	-0.81
NOS1	0.427166666666667
RAB7L1	0.718833333333333
YBX2	-1.8975
KIAA1166	-0.23575
FUBP3	0.1055
ABCG1	2.0985
ACACA	-0.540083333333333
ARL11	0.5207
ATOH1	0.641
ODF1	1.0535
CREB3L3	-1.80316666666667
TMEM127	1.58478571428571
DSCAML1	-0.1225
PLN	2.84333333333333
LYPLA1	-1.01983333333333
PRDM9	-2.23125
SASP	-0.229
PLUNC	0.331166666666667
INTU	-0.3125
HISPPD1	-0.87925
LNPEP	0.3415
YARS2	-0.745833333333333
APCDD1L	-1.5885
ZCCHC4	-0.4701
FBXO22	-0.6025
TTLL13	0.3285
ZNF669	-0.6285
PTGDR	1.52875
DDX27	-0.629
KIAA0409	-0.138
GJB6	0.955
ASB8	1.26925
PLP2	0.120333333333333
MEPE	1.4545
OR10J5	0.4035
KRT222P	2.8545
COQ7	-0.0326666666666667
C1orf101	1.91475
RERG	1.9234
CHMP5	-0.6385
THAP11	0.728
ZNF43	-0.549
ZRANB3	-1.2325
KRT13	1.294125
MRPL19	-0.990875
RBBP9	-0.1595
SPATA17	0.876625
BXDC5	-0.386
PAFAH1B1	-0.51875
MAGEE1	1.1005
OSTF1	0.46825
KIAA0323	-0.32
TXNDC13	0.447666666666667
CNTN4	4.35225
LCE1B	1.2105
UNQ501	0.272
ZNF154	0.75075
C3orf64	0.401
SYT5	-0.2298
PON1	1.21383333333333
FLJ10357	0.457125
ATP4A	-1.257
GNPDA1	-0.257666666666667
MGAT1	1.41116666666667
C14orf121	0.13975
SLC35B2	0.593
MIER3	0.220666666666667
CHEK1	-4.649125
ZNF8	-0.406
TXNDC1	-0.8865
CKB	0.2322
RTN3	0.707785714285714
FZD2	-0.461666666666667
PART1	-0.199
PSMB6	-0.63125
PCDHB8	-0.7375
PHC3	-0.0452
PPP1R8	0.0656666666666667
NOVA2	2.07783333333333
TNFRSF11B	-5.060125
GOLPH3	0.857833333333333
UBLCP1	0.03225
SUHW3	-1.1105
TTLL1	1.2545
OPN4	0.159
OR13G1	0.1935
ZPBP2	0.9655
HSD17B11	-1.478375
C9orf50	-0.2295
DHDDS	0.160571428571429
CTSW	1.0143
NEFM	-0.898333333333333
MRPL28	-0.2845
SYN1	1.22466666666667
PIGV	0.225666666666667
ZIM2	-1.3825
APBB1	1.52066666666667
SND1	-0.908
C1orf123	0.590833333333333
CHD3	-0.32475
BHLHB8	0.10475
RNASE2	0.348833333333333
BCAP31	0.7235
SLC25A44	0.562666666666667
CHD6	-0.3532
PIB5PA	1.72976923076923
SELS	0.778125
LOC541471	-0.146125
FAT2	1.109
ZNF81	-0.2565
OR4C16	0.247
FLJ10081	-0.1662
LRRC4	0.9445
CS	-0.592333333333333
N4BP2	-0.499375
IGFBP7	2.6725
ZNF318	0.05625
NDNL2	0.653
ZNF609	0.210875
SIRT4	0.13
EXOSC10	-0.574
ECE2	0.327416666666667
OVGP1	0.01175
GTPBP3	-0.81725
PACS2	0.7317
C19orf36	-0.763833333333333
ARL4C	1.1395
ATG4B	-0.26875
UBQLNL	-0.79925
RHOXF2B	-4.3395
PLEKHG2	-0.573
GALR1	-0.2455
AQP4	-0.0322
HDAC7A	0.662833333333333
DCUN1D3	0.40425
OR8A1	1.6235
CCRN4L	1.074
CBR4	-0.407
KIFC1	-3.09816666666667
SLC7A14	-1.8284
LHX5	1.885
TRPC7	-0.6875
LPXN	-0.95475
SERPINA1	-1.9185
RPS13	-0.479
BPIL3	1.1775
PRKAA1	-1.07725
FADS2	0.2935
ENAH	0.319
PRO1768	0.459
APBA2BP	0.28875
LIPH	2.1005
C3orf33	-1.24075
RCC2	0.106642857142857
ALDH1A2	-2.4339
RNF103	2.04975
AHCY	-0.91925
ALG12	1.2255
CCL17	1.09375
ZNF543	1.18966666666667
ESRRG	1.2641
CNGA1	1.65775
RDH5	1.113
OTX1	-1.2209
PTGFR	-1.25083333333333
CDR2	0.58575
SELE	4.32675
NLGN2	0.2725
EXOSC9	-0.731
ZNF566	0.0553333333333333
KLRC2	-4.552
GPR12	0.597
KIAA0196	-0.668
PDRG1	-0.516
SSR3	-0.161
MSI1	-0.143
CST9	2.454
CC2D1A	1.03725
PLAGL1	-0.280222222222222
ZNF778	-0.7545
RNF2	0.919625
KLF6	0.893
THBD	1.20766666666667
tcag7.1314	0.41525
NR5A1	-0.0455
ABCD2	-0.0195
DNAJC7	-1.792
CLEC4C	1.1615
TM2D3	1.479
CCDC4	-1.353
PLAC2	0.439
DCD	0.2035
FAAH	2.51375
POLA1	-0.518166666666667
TM7SF2	-0.46075
FLJ39822	0.6175
FLOT2	0.641125
MAP4K1	-0.079
SRP68	0.196
C21orf74	null
ARPC5	0.517
LOC126075	1.8425
HECW2	1.14325
ZDHHC4	-0.191
ANKRD42	1.1368
PDE9A	0.8735
ABCA8	1.74675
NDUFS2	0.63575
UBR5	-0.728125
BTBD16	-2.426
LOC554174	1.291
ZNF20	0.969
KIAA1843	0.1935
WDR17	0.343
C15orf33	0.13
RNF113A	-0.57925
CAMKK1	-0.3571
CLCN2	0.49175
ANXA6	-0.1545
LOC340069	-0.0555
EMID1	1.052375
DPM3	0.131666666666667
ELA1	0.26
SLC25A13	-1.6354
KRT24	0.79975
SMPD1	1.39583333333333
TH	0.104375
COL6A2	3.19157142857143
ANKS1B	0.96875
GPR126	-3.4808
ZC3H12A	-0.682
TMEM47	1.05833333333333
C2orf51	-0.103
C1orf88	1.60066666666667
HSF2BP	0.8145
AKAP10	0.22875
RPAP3	-0.619
KLHDC8B	1.184875
STOM	1.2662
MUPCDH	-0.03925
C10orf72	0.55975
PLEKHA3	0.711083333333333
TCP11L1	-0.24475
CWF19L1	0.170625
SPEF1	1.20330769230769
YSK4	0.41775
ELN	2.9141
SAMD8	0.844333333333333
MPI	-0.396333333333333
MEPCE	-0.0115
ABCC3	-0.160625
NANOGP1	-5.218
KCNK17	2.166
HLA-DMB	4.0455
RRAGA	0.7655
ANGEL1	-0.856
RBM32B	-0.267
CPN1	-2.78825
MGC52282	-0.1639
HLA-A	2.43358333333333
OR9G4	0.121
EDNRB	-0.8775
SCD	-1.13764285714286
C14orf80	-0.773166666666667
BAGE2	-0.332
RABL4	1.70566666666667
RCVRN	-0.177
SHANK1	0.466
NLRP7	-2.56
CD226	0.9235
STAT3	1.79425
SYNJ2	-0.3594
TPCN2	0.597
WDR36	-0.782166666666667
MBD4	-0.6585
ROBO1	-0.3185
ST3GAL6	-2.75825
SLAMF8	3.22266666666667
ATN1	0.329166666666667
GPR141	1.5075
KRT36	-0.569
TPH1	2.3855
DDX52	-0.25125
ZSCAN29	-0.0548333333333333
TRPT1	-0.529166666666667
DPEP3	0.2865
DENND4A	-0.666
TSPAN16	-0.3575
PTCHD2	0.347
LOC145814	-0.17575
CAP1	0.557333333333333
EIF5A2	0.4053
NT5DC3	-1.168875
SEPT9	-0.239
SEZ6L2	-0.149875
EGFLAM	3.772
VPS11	1.279375
NDUFB5	-0.329166666666667
CIDEA	3.9395
IER5L	1.597
N6AMT1	0.40425
FAM83C	-0.796
OXR1	0.490333333333333
IRX1	1.5505
DGKB	-0.254166666666667
GCN5L2	-2.1495
MIR16	-0.57625
FBXW9	-0.00025
WDR4	-2.06866666666667
PDC	-0.7945
VPS33B	0.65375
HEXB	0.411
FLJ32214	0.14925
TCEB3	-0.38425
CRLF1	-3.0035
ABI3BP	0.827
C8orf22	-5.063
PYCR1	0.538375
KIAA1706	0.78375
CDK5R2	0.8065
WAS	0.089
C12orf60	-0.32025
CCBL2	-0.7795
MADD	1.28025
C5orf34	-2.8225
WDR42A	1.2622
KLF12	-0.424
HSPA1A	1.96625
ITM2C	0.0461666666666667
DAPK2	2.1565
LOC442590	-0.288
SUMF2	-0.106
CENPA	-3.16823076923077
TMED5	-1.273625
CDH6	-0.4784
BRP44	0.99475
THG1L	-0.3385
GABRA2	-4.29433333333333
C14orf166	-0.133
MYL1	-1.353
TNFSF18	null
PAP2D	0.314333333333333
PPIB	0.4815
KLHL4	-0.58375
SFN	0.863166666666667
CCDC127	0.5225
FRAP1	-0.1205
GOLGA5	0.7155
SDCCAG1	-0.198125
MGC21675	-0.856666666666667
C10orf95	-0.84625
KIAA1345	-0.467166666666667
C1orf163	-1.5255
LACE1	-0.773166666666667
OR10K2	0.4485
CENPN	-3.25012
TMED2	0.74175
UGT1A6	-1.7025
ANG	-0.0765
U2AF1	-0.6765
CASC2	0.150666666666667
NMT2	-0.6025
OSGEPL1	-0.483125
DFNB31	0.0145
SLC6A20	0.601857142857143
DKC1	-1.62325
FXYD4	-1.161
WDR64	-0.52725
MGC5590	0.211
CREBZF	-1.248
DAZ1	-0.2
PRPSAP1	-0.49625
GCHFR	-1.155
TTC7A	-0.688125
LOC196993	1.1235
UBD	1.00416666666667
S100A1	-0.257875
RPL6	-0.636333333333333
DNAJB6	-0.057
NAGS	2.2851
C2orf58	-0.7005
KERA	3.44583333333333
MT1X	-0.2256
UBE2B	1.1168
KEAP1	1.04725
MST1	-2.79625
OMA1	0.075
ABLIM2	1.5405
BCL2L13	-0.29475
JAZF1	0.895833333333333
TMEM63B	1.17
S100A8	-0.6283
ARFIP2	1.16875
UROS	1.40775
KHDRBS2	-1.459
POLQ	-3.963125
SOAT1	-0.6615
SPAG4	-1.685
MRPS30	-0.0848333333333333
LOC494141	-0.6815
OR2T11	0.4425
ORAOV1	-0.8778
ZNF184	-0.609666666666667
TCEB3B	0.0113999999999999
ADAM21	-0.6745
GDPD1	0.3025
SPINLW1	0.733
PRR14	-0.0855
KCTD9	-0.8556
NUDT3	0.1335
KIAA1822	1.2534
HIST1H4K	0.7885
DFNA5	-1.40975
GABPA	-0.3885
C14orf44	0.8465
POLB	0.136
PTAR1	-0.5635
SEC31A	1.2455
TRIM58	0.31075
TAS2R14	-0.6065
VPS8	0.837625
H1F0	0.652166666666667
PRKCB1	-2.90916666666667
UGT2A1	-0.282
TOR1B	-0.26675
LSS	-0.885416666666667
C2orf19	-0.02
HNRNPC	0.114214285714286
TMEM100	-0.510833333333333
LOC116349	-0.114
OR51M1	0.26
CCDC142	-1.3185
ISG15	1.4939375
ZCCHC14	-0.063
CREBL2	0.392125
TGDS	-1.8235
DC2	0.14575
CACNA2D3	-1.97278571428571
ZNF429	-1.440625
LYPD6	-0.272333333333333
SUCLG1	-0.0355
OR51I1	-0.284
MAGEH1	1.90725
PRPF40A	-0.44
SMR3A	0.253
SPINK2	-0.73875
THAP2	0.34325
NPY5R	-0.930285714285714
IRF4	-2.34775
SPESP1	-0.208833333333333
OR10S1	0.1115
DTD1	-0.937
TUBE1	-1.401
DDX19A	-0.6455
PDPN	0.16425
TMEM34	-0.151666666666667
MGAM	1.8095
COL3A1	6.36244444444444
GFM2	-0.4542
OR5A2	0.575
PSG9	-0.917333333333333
ARHGEF11	1.06883333333333
IVNS1ABP	-0.701125
SIGIRR	1.03525
DUSP19	-0.537
DNAJC14	0.6153
ACSS1	0.287625
IL1RAPL2	0.967
C4orf30	-1.18725
SEPT4	3.53425
LANCL3	-2.2965
SPAG17	4.42466666666667
PRDX3	-0.576125
HNF1A	-0.478875
P4HA2	0.799125
RFWD3	-1.84766666666667
MOV10	0.354
DNAJA5	0.189071428571429
LOC729440	0.467
LOC200383	0.91425
SMC2	-2.4475
MIXL1	-0.751833333333333
TMEM9	1.3005
FAM86A	0.34
ZNF174	0.4053
MYH14	-1.10075
CCR8	-0.3815
VPS37C	0.802
GPATCH1	0.1725
B3GNT8	2.247
TBX4	0.28575
CNR2	0.037
PCDH1	1.24375
C5orf29	3.793125
OCIAD2	0.8575
PLCG2	0.61225
KIAA0247	1.486
HRH3	0.325444444444444
CAPN13	3.346125
CCR1	-1.09111111111111
MGC15523	0.663333333333333
UVRAG	0.508333333333333
DNAJA2	-0.2925
ITGA2B	-0.588833333333333
CLDN5	3.775375
PTPRN2	-1.6615
ZNF512	-0.4735
PSAP	1.83057142857143
CCDC140	-2.0135
LRRC55	-0.1645
CYP26C1	0.342
C8orf47	-0.38625
LYN	0.06725
DUSP6	0.379333333333333
TGFB3	3.3884
ELK1	0.5734
PCDH11Y	-0.944833333333333
HGD	-0.95825
C17orf58	-0.244
MYO3A	0.015
SERPINE2	-3.2015
AARSD1	-0.439625
C14orf73	-0.0906666666666667
ADAM33	0.05225
ZNF491	0.7535
MAPK6	-1.23166666666667
TCN1	2.51733333333333
SLC24A6	1.154
UBE2R2	-0.2835
H1FNT	0.2495
TATDN2	-0.188833333333333
LILRB1	2.108
P2RY5	1.588
NUCB2	0.36325
C2orf37	0.16325
SNX27	1.01683333333333
MTA3	0.00425000000000001
FOXO4	0.7485
ID4	1.35316666666667
SOX5	-1.90333333333333
PXMP3	0.08
OR52M1	0.2995
SFT2D3	0.0795
INA	-4.0835
MCOLN1	1.8245
NFIX	1.2763
CLEC14A	4.89016666666667
HIBCH	-0.557166666666667
PLA2G5	1.52925
TIMM10	-0.2955
MED17	-0.5603
COL4A4	-1.357
TPP1	0.396
GJA3	-0.9605
TMPRSS5	-1.6685
AADACL3	0.023
DNMBP	-0.22725
ENPP5	3.59483333333333
NQO1	0.6061
ZSCAN2	-0.61275
SEC24C	0.193666666666667
GTF2A1L	1.976
AXIN2	0.4059
FAM33A	-0.778916666666667
C16orf13	0.149125
SPNS2	0.70625
TAF1	-0.10125
AP1G2	-0.183166666666667
RBM42	-0.367333333333333
HCN2	1.65183333333333
EFHB	2.3775
RUSC1	0.833333333333333
GRIK5	0.5145
USP21	0.286666666666667
ATAD3C	1.17875
ORMDL2	0.23175
PRSS7	-4.45725
PSAT1	-5.0325
FLJ13195	-2.25366666666667
TBC1D1	0.959166666666667
IFNG	1.89675
OTOS	0.237
ZNF773	0.392833333333333
EMD	-0.61075
RETN	-0.1635
CCL8	3.6595
APH1A	0.728625
COX18	-0.596125
GTF2IRD2	-1.42725
CCDC82	-0.992833333333333
PAFAH2	0.8753
NPEPL1	-0.562
RP11-114G1.1	0.6195
TP53INP1	1.56775
ZNF300	-1.44016666666667
FOXL2	-3.29675
LARP2	-0.355666666666667
LATS1	0.403
HTR6	0.9645
SPOCK2	0.5845
RNF144B	2.22883333333333
HTATIP2	-0.640625
MGC10334	0.47225
CENTA2	1.93983333333333
FGF2	-0.939
FXYD7	0.3285
PHYHIPL	-1.903625
GPR34	5.45225
DDX6	-0.559833333333333
OR10W1	-0.359
LHFPL1	-0.786
ZNF313	-0.681071428571428
VPS28	0.90325
AP3M1	0.0524
AKR1CL2	-0.61625
TRAF4	-0.148
OR2B11	0.3975
C19orf12	0.343666666666667
AKAP9	-0.552166666666667
C1orf62	0.4915
SLC20A1	-0.4086
FAM112A	0.15325
LDB2	1.717875
MRPS23	0.11775
KLK5	3.204625
SPTB	-0.5221
EFEMP2	2.5315
EFNB2	1.32125
PCM1	-0.362214285714286
NMNAT3	2.008125
TSG101	0.581666666666667
C8orf40	-0.183333333333333
NOB1	-0.877
ABHD3	-0.96175
GTF3C4	-0.583
PIGN	0.422666666666667
GALNTL1	-0.30625
AEBP1	3.55975
OR9Q1	0.479
ANKRD2	0.1655
CCL28	0.21825
TRIM38	0.8825
TMCC1	-0.104
SMG5	-0.1005
LRRC7	-0.187
NCAPD2	-2.1995
C6orf153	-0.4635
C1orf74	1.02225
OTUD6A	0.1595
DCP2	-0.806
TMEM24	0.011
RPL18	0.0125
TMEM177	-0.39075
LRRC37A3	1.20325
C1D	-0.6015
LDHC	-2.385
UBE4B	0.0343333333333333
NIT1	0.56975
BTN3A3	1.0705
RASD1	1.32175
COMMD3	0.1315
SHFM1	-0.636
BIRC8	0.46775
DUT	-0.413
C12orf51	-0.0185
LRRC59	-0.236833333333333
LY6H	2.4565
WDR22	0.196083333333333
EDEM1	0.492857142857143
ADH1A	3.6505
PANX2	0.6002
CYP11B1	0.92175
CDC73	-0.6815
GPR172A	0.509
GSTM3	-0.141307692307692
KCNA5	0.421375
SERAC1	0.7525
NFATC2	0.303
ANAPC5	-0.2757
C15orf24	0.138
NFATC2IP	-1.07
TNRC6C	0.818
MGC102966	1.45425
FGD5	1.26016666666667
MED9	0.3955
RAB13	1.0535
C15orf49	-0.1105
CRYGS	-0.3435
C12orf53	0.0974444444444445
LOC283693	-0.487
COX6B2	0.036375
PHF14	-0.368875
FAM3A	0.633
RPL13	-0.4461
PRDX2	0.4458
FLJ34047	-1.24025
PRMT3	-0.89025
KCTD19	-2.7105
TRIM10	-0.5024
MGC26597	-0.310333333333333
GCNT4	0.37675
GPRASP1	1.59075
CDKN1C	0.323166666666667
RHBDL2	1.144
HSPH1	-0.85425
AQP1	3.646375
COL17A1	2.3898
GFAP	0.861714285714286
CDC16	0.207
KIAA1614	0.8725
C6orf118	-0.2472
ZSWIM5	-0.698
FAM83F	2.72375
LYNX1	0.67125
SYNPR	-0.228666666666667
XG	4.12233333333333
PRSS16	0.50175
KIF13B	0.931857142857143
PCDH9	-1.016125
HIST1H2AH	1.20533333333333
RBM18	-1.15325
ZNF626	-0.20925
HEXIM2	0.4125
ITFG1	0.1765
TUBG2	0.275
SFRS7	-0.8755
C9orf14	-0.111
EXTL1	-0.9305
GBP3	1.39683333333333
WDR5	-0.911
RARG	0.857
MYO7A	-0.088875
CECR6	-0.5525
C13orf3	-3.00025
SFRS18	-0.883625
ACVR1B	0.487
PSMD1	-0.13
C7orf31	0.167166666666667
ILVBL	-0.714
IFNGR1	1.1545
RNF186	3.0215
NOL9	-1.31975
MAGEL2	2.3965
SLC29A2	-0.44425
NHSL1	-1.411
RBMX	-1.07
PSORS1C2	0.531875
RAD51L3	-0.128
LCN6	2.13
ORAI2	-0.12375
BRUNOL6	-0.0843
OR4K5	-0.3035
CDC123	-0.592375
MSLN	-2.2775
WWTR1	-0.450166666666667
ZNF700	-1.28483333333333
COBL	0.23675
PPP1R16B	-0.5745
GAS7	1.425
MDN1	-0.719625
HAAO	1.321
C9orf68	1.026
TNFAIP2	0.767375
FOXN1	-0.544
hCG_2033311	-0.649166666666667
ATP6V0D2	2.0766
RPL41	0.04725
SLC38A1	-2.8475
ARHGAP6	-0.527083333333333
ADAD2	-0.19425
PHF20L1	-0.275125
MCM3AP	0.739833333333333
ST3GAL3	0.0371666666666667
SNX1	0.834333333333333
ELF5	1.8045
PARP3	-0.48825
RBM8A	-1.402125
LINGO4	0.4455
ITGA9	1.19666666666667
ZFR	0.11
ACSL6	0.271142857142857
FLJ20699	1.327
DAOA	0.853333333333333
FABP4	4.4735
KCNB1	0.1045
CANX	0.5224
SLC25A28	1.07316666666667
ADIPOR2	-0.028
ECHDC2	1.163875
SMA4	1.89325
FRZB	4.4395
PABPC1	-0.841333333333333
DMRTB1	-0.227714285714286
APOBEC3G	0.96525
CATSPER2	-1.775
CUEDC1	2.20033333333333
STARD9	-0.786
CLDN8	4.489125
LOC23117	-1.86590909090909
E2F6	-0.859722222222222
TMEM126B	-0.784333333333333
DPY19L4	0.6645
GIMAP5	3.3925
NDUFA9	-0.628
FAM77C	2.511
CTPS2	0.33725
LOC51035	0.508875
WDSOF1	-1.3865
EGLN3	-1.263875
PITX3	1.14666666666667
OR52E8	0.956
GRM4	0.0435
KLK1	-1.25
GPM6B	0.425
RRAGD	-0.186
PAGE5	-3.3195
UCHL5	-1.17316666666667
ULK3	-0.484666666666667
AIM2	-0.219166666666667
PNO1	-1.23933333333333
OR2F2	-0.4905
GNAT2	-0.268
SIX1	1.287
ST13	0.2435
ZBTB44	-0.064375
TIMP2	0.366
ZMAT4	-2.90725
GTF2IRD1	-0.1265
ZNF19	0.622166666666667
ZNF714	-1.6495
RSC1A1	-0.14325
C9orf80	-0.9555
PSMA8	0.617166666666667
TMEM141	-0.38475
COX4I1	0.155857142857143
CTAGE1	0.0456666666666667
DTWD1	-0.61225
HSD11B1	1.8445
KRT6B	4.006375
ARID4B	0.69875
LHFPL3	-0.322333333333333
WWP2	0.75025
ZNF326	-0.717666666666667
RGPD1	-0.778
CTSH	1.476
FASTKD1	-1.567875
PAF1	1.4949
TTC9C	-0.76025
IFT57	0.249
PRSS36	1.0585
IL20RB	-2.345
ZNF592	0.435666666666667
DCTD	0.3435
CFP	0.704
MFNG	-0.04325
JMJD2B	1.25075
ALDH3B1	-0.380625
THSD4	2.59016666666667
KCNJ5	2.364
LMNA	1.14883333333333
TBCD	0.918875
ZNF250	-0.483833333333333
CASQ2	2.3585
PEG10	-3.47125
PRAME	-4.1182
NP	-0.811375
TRIM59	1.08266666666667
ZNF12	0.147375
XTP3TPA	-0.98425
SIGLEC7	-0.1515
PANK4	1.18575
FAM70A	-0.7945
SNED1	1.7065
HIP1	0.0119
RAET1E	1.39183333333333
AMAC1L2	-1.285
AHNAK2	1.02766666666667
TOE1	-0.990333333333333
RECQL4	-2.10175
SPRYD3	1.79625
DPAGT1	-0.29075
MAGED2	2.3638
ANKRD55	0.661
TRPS1	3.07225
DOK7	0.306
TFPI2	-2.9435
GTF2H3	-1.18116666666667
CYP4F11	-2.5295
LHX2	-5.12633333333333
ATG16L1	1.215
ASB12	0.5595
C1orf116	2.013125
NF2	-0.41795
POM121	-1.0091
PHYHD1	1.3265
TXNDC17	-0.756
DKFZp779O175	-0.441
NUP62	-0.0475
MYO18B	0.820666666666667
PRAMEF1	0.203
TCBA1	0.57475
TMEM168	0.04475
FJX1	-0.102666666666667
CLCF1	-0.37875
SEPN1	0.834875
IGSF2	0.62
NUDCD1	-1.4525
TFF3	3.79716666666667
NDFIP1	1.20957142857143
CHCHD4	-0.6805
TNR	-0.052
CUTA	-0.0151666666666667
USP44	-4.34766666666667
DPP10	-0.7012
IWS1	-0.206166666666667
PCGF1	0.369
SULT1C4	-0.438
NTF5	1.655
PTPN13	0.3005
SSTR5	0.7625
SFRP1	0.455375
IDH3B	-0.31075
SUOX	1.73533333333333
TMCO5	1.14225
GOLT1B	0.09875
MIB1	0.381642857142857
PCDHGB1	0.031
SUSD1	-0.0755
ICAM5	-2.75833333333333
PAPOLB	-1.16866666666667
URM1	-0.3861
TMEM106B	0.393333333333333
LRIG2	-0.81975
SLC27A5	-1.2595
CLIC6	5.0736
ZNF420	0.49
SCN9A	-1.5984
KIAA1909	-0.1665
ELMOD1	-1.28125
PRKAG1	0.55425
FAM64A	-2.65722222222222
EEF1G	-0.07455
SMAD5	0.44625
INCENP	-2.97175
WASF2	-0.668
GARS	-0.3812
CDK10	-0.2221
HLX	1.918
MDM4	-0.501375
ZNRF1	-1.46764285714286
HHATL	-1.4085
FAM21C	1.305
HIST2H3C	0.3695
PFDN2	0.112125
ZNF200	-1.11025
NDN	0.90775
HBA2	-1.34366666666667
FBLN5	2.582875
PUM1	0.2275
TNNT1	-0.414166666666667
C19orf59	-0.686166666666667
HNRPH2	0.804666666666667
RAB7A	0.546
PMS2	-0.502375
BIRC3	-1.69466666666667
NRSN2	0.751
OR52K2	0.486166666666667
SPOCK1	1.34435714285714
H2AFY	1.31
RXRB	0.48475
ZNF638	0.0253333333333334
ANKRD45	-0.20775
ACTN4	0.5925
FXC1	-0.12975
EIF2B5	0.4155
VPS33A	-0.53125
PINK1	0.986
FAM106A	0.235
SKIP	1.188875
GAPDHS	-0.0646666666666667
MUM1L1	3.13375
PSTPIP1	0.436
CNTNAP1	-1.4141
CYP26A1	0.03775
APOL2	0.8828
TACC2	0.200375
COX7A2L	-0.0499285714285714
HSD17B1	1.38125
ARRB2	-0.1555
SLC7A6	-0.708
HSD17B10	-0.65925
RBJ	-0.166
NUP155	-2.43525
MRPL10	-0.272833333333333
CYCS	-1.747
CCDC46	1.13033333333333
TECTA	0.697
GNAL	0.0315
LPO	0.4415
PEBP4	2.062
DDX11	-1.622
C18orf12	0.373
TAF9B	-0.519416666666667
IMP4	0.12525
RPA4	-0.781833333333333
NDUFS1	-1.0445
UPK1A	-0.780666666666667
ARRDC2	0.943333333333333
C18orf20	0.727
AES	1.02107142857143
CD2BP2	0.847833333333333
C16orf54	0.114
UGT2B17	-2.389875
FGFR1	0.255090909090909
CEACAM6	5.5838
CHRM5	1.138
CERK	-0.01475
