Hybridization REF	TCGA-BH-A0DO-01B-11R-A12D-07
MC2R	0.074
MGC24103	-1.7665
MBTD1	-2.3105
FUT11	-0.790333333333333
USP33	0.3981
C15orf39	-1.1015
MAP3K12	-0.214
PAAF1	-0.0235
BARHL1	0.1105
FLJ16165	0.402
PIWIL2	-2.74025
SYNE1	-0.0758333333333333
CMTM4	0.35975
TSPYL1	1.3859
GUF1	-0.916833333333333
TMEM157	1.3955
WDR44	0.06325
HIST1H3C	-0.3725
DKFZp666G057	1.98825
RNPEP	0.3115
GAS2L2	0.860333333333333
ADH4	-4.9175
GRPR	2.85966666666667
FBXL17	1.21575
ZBTB10	-0.190166666666667
Gcom1	1.21955555555556
HTRA1	1.4374
ZNF585A	0.003
SLC26A2	2.78271428571429
OTOP3	0.00583333333333334
WISP1	1.37477777777778
ATP2B4	-1.16116666666667
FLJ10769	0.78325
CRAMP1L	0.10825
CHST12	0.00125
RAB22A	-0.248833333333333
TARDBP	-0.146285714285714
STAU1	-0.26725
CRB3	1.97366666666667
MIG7	-1.16225
CHMP1A	-0.257166666666667
ZNF160	0.3835
B3GALT6	0.2075
BARX1	-1.849
C6orf167	-1.683
NXNL1	0.53
DHX29	0.842
HADHB	-0.019
PLXNB2	1.29325
ILDR1	-1.01625
SLC15A3	2.032
GAS2	-1.97966666666667
C20orf69	-1.2
NUMB	-0.21325
TNIP1	0.24275
MESP1	1.4905
PSKH1	-0.32975
NSFL1C	0.1915
RHOG	0.13725
HEY1	-1.26566666666667
KNG1	-2.559375
ITGAX	1.5564
LIN9	-0.4705
CANT1	0.881875
XRN1	-0.608071428571428
CCDC96	1.8167
HEATR6	-1.31033333333333
GNG7	1.48941666666667
RUNX2	0.936625
SOX1	0.289666666666667
FCRL5	0.9535
ZNF99	0.531625
FAM9A	null
SNX22	0.6025
MBNL3	-2.44366666666667
ODC1	-2.6129
ADORA2B	-2.586
NR2F6	0.983
ZFYVE16	-0.397611111111111
SYNJ2BP	-0.0944
POLE	-1.162125
E2F2	-1.793375
THRA	1.04383333333333
PTGES2	-0.828166666666667
HIP1R	1.095
TMUB1	-0.164666666666667
ENO3	-2.21925
RSPH10B	-0.0285
CXorf39	0.408375
IRGC	0.3295
GPR109B	1.207
FLJ13305	-2.527
LCE3A	-0.1515
TNFRSF18	-0.639333333333333
DET1	0.4495
TRPM3	-0.259666666666667
C16orf79	-1.205
FECH	-0.599666666666667
RAP2A	-0.7785
CRIP1	2.46633333333333
AZIN1	-0.327625
SLC7A7	2.16825
IL10RA	0.2532
TMEM64	-3.06675
CDC42EP4	1.42
C16orf58	0.2756
ARG2	-3.305
POU5F1P4	-4.409
FAM62B	-0.060125
DNAH8	-1.9621
ASH2L	-0.499625
TSLP	-1.408
CNTNAP5	-0.489
TMEM16C	0.57125
IFNA14	0.337
SLC1A3	-0.44075
CABYR	2.596
BCL7B	0.4996
NUDT13	-1.14483333333333
C13orf28	0.06275
C1orf53	0.78625
ARL6IP4	0.2242
RPL35A	0.144
EMR3	0.989666666666667
RAB40C	0.931333333333333
SLC41A1	-0.217
LRCH1	-0.40875
LY6G5B	-0.943
FAM124A	-0.496142857142857
MGC10981	-3.9195
CLIP3	0.3823
MAP4K2	-0.161
CHIC1	0.46325
SULF1	2.734
C20orf30	-0.275928571428571
PRDM5	-1.23225
ELOVL1	0.44325
C11orf48	-0.958875
SLC39A10	-0.6855
KCNV1	-0.2465
ACP1	-0.795333333333333
ZMYM2	-0.115875
B3GNT6	-0.161333333333333
C9orf69	-0.00375
C2orf15	0.98725
C20orf166	-1.16
HSP90AA6P	-2.845
EDG7	-0.4995
NEURL	-0.44775
LPL	2.77366666666667
CLEC2D	-0.233642857142857
GRRP1	1.74716666666667
CD8B	-3.2122
HIST1H3D	-1.58783333333333
SLC6A12	0.865875
FAM27L	-0.0785
CD84	0.5965
RASA1	-0.1645
PHKG1	-0.056
MAGEA11	-4.4965
IMPA1	-1.1606
NPM3	-1.8535
RARRES1	3.98225
SH3BP1	0.245625
B3GNTL1	-0.5775
ARPC5L	-0.417666666666667
KLHL26	1.19875
SIM2	-0.999625
GJC1	0.4675
C20orf194	0.24
EXO1	-3.65525
SLC2A2	-2.57216666666667
LOC285074	-0.97975
LRG1	3.287
KIRREL	-1.528
PIK3R1	2.11471428571429
C4orf34	1.9275
MAF	-1.8765
ADCY4	3.8635
ZMIZ2	0.868
SLC46A3	1.4715
STAMBP	-0.615
CCDC16	0.65725
MS4A12	0.2675
TCF20	0.72225
LRRC46	1.72725
C20orf152	0.043
MRPS6	-1.001625
ABCB11	-0.64
KCNC2	6.59416666666667
CDH19	-1.63483333333333
C9orf123	-0.435
SSH3	2.208375
LDLRAD1	-3.48
CCBE1	-1.0315
ZNF135	0.543625
TAAR1	-1.331
WFDC12	0.657
CCDC42	0.1525
FLJ12529	-0.274
PER1	0.195333333333333
TIMM50	-0.640666666666667
SMARCAD1	0.0705
FAM26C	0.671
TP53TG3	-1.42833333333333
SH3RF1	2.3839
LMCD1	1.59275
GPR63	-0.249
FLJ21986	-2.4255
AIFM3	0.176
MICAL1	0.271333333333333
BLZF1	0.978833333333333
IQCA	2.144
PCDHGC3	-0.5795
SAC	1.12625
BCL6B	2.193
DDO	0.481
MARCO	2.10125
DCHS1	1.2205
C1orf170	1.534
CD200R1	1.18333333333333
C22orf15	-0.569
SEPT11	-0.228166666666667
ADNP	-0.17325
UST	-0.4636
C13orf34	-1.21316666666667
RFFL	0.564
APBA3	0.0275
C2orf60	-0.337625
CUTL1	0.0868
PMS1	-0.806125
ZNF689	0.336
EIF3E	-0.734833333333333
IL9	-0.684833333333333
RPL31	-0.1675
LY9	0.311333333333333
ATP2B3	0.41675
KDELR2	0.367708333333333
TFCP2	0.69975
NLRP12	-0.237375
FLJ45422	-0.77425
TLE4	-0.6885
ZNF570	0.2015
FLJ43806	0.8255
TLK2	-1.18125
CIR	0.84875
MARS2	-0.1565
COL24A1	0.7755
SDF2L1	-0.6385
HIBADH	0.618333333333333
IGFBP3	-1.89792857142857
C12orf23	0.71525
PSPC1	-0.8445
C20orf43	0.0225
TRAV20	0.763
ARHGAP24	0.969625
KIAA1975	-0.660875
C1QA	3.1103
DNTT	-4.95066666666667
C10orf6	-0.8175
C11orf41	-0.496125
HNRPF	0.383125
COL11A1	1.65
UBAP2	-1.10933333333333
CDKN2AIPNL	-1.405
C20orf174	3.2
SPRED2	-0.0375
PLA2G12A	0.1775
ICEBERG	-0.499166666666667
SCN10A	0.056
C11orf65	-0.2085
GBP5	3.2455
PITPNC1	-0.847333333333333
POU3F3	1.142
NCOA7	0.967125
LIN7C	0.3427
LOC348840	-1.975
NKX2-2	-3.3135
ANKRD13D	0.641875
LOC123688	0.2735
FUT2	1.63516666666667
TAAR8	0.4875
FZD4	1.84141666666667
PNMA3	-0.979166666666667
OR4L1	0.399
WIT1	1.4825
EXOC3L	1.21575
ATPBD4	-0.3021
KRBA1	-0.173
UBXD6	-0.471
HOXB7	-1.41357142857143
C7orf23	0.07
UNQ338	-0.36475
STAB2	0.60025
CDC20B	-0.08175
IRF9	0.9525
CENTG1	0.547666666666667
TNPO2	-1.17925
MCPH1	0.31675
BMS1P5	-0.58275
SLC26A7	1.10975
HIST1H3J	0.53725
C9orf3	-0.1649
LBH	1.225375
MYO1D	0.333
PTDSS2	-0.1765
NFU1	0.3045
DEPDC4	-1.26175
WNT7B	-0.3068
GLP2R	-0.678333333333333
SETD4	-0.1416
DYNLT3	-0.7722
FKBP11	-0.928833333333333
SESTD1	0.539833333333333
FLII	0.39825
RPS16	0.3296
CHPF	-0.1355
CSNK2A1	-0.516333333333333
SUMO1P1	-0.001
FKBP6	-0.9995
ZNF214	1.9255
TWIST1	-0.129333333333333
DDX56	-0.4735
TRAM1L1	2.2539
EPO	-3.07483333333333
MRPS18B	-0.32925
ZNF682	-0.377833333333333
RPL14	-0.234
MAFF	0.385
LOC51136	-1.144125
LY96	-0.56125
DDX20	-0.24675
ABTB1	1.20466666666667
ARL5A	-0.5394
CCT6A	-1.21
HEPACAM	-0.353833333333333
EHHADH	0.0278333333333333
RBAK	-1.45066666666667
CGB1	2.00325
ITGB5	0.3888
YIPF3	0.28
FKBP2	0.338
NR1D1	1.0024
TMEM110	0.292
NEK2	-3.235
PRAMEF8	-3.47075
C20orf52	-1.27283333333333
PCDHGA3	-0.8975
VWA3B	-0.249333333333333
NDUFA5	0.481
THAP9	-0.2835
FLVCR2	-0.8205
AP1S1	-1.093125
SMAD6	0.04025
SAV1	1.17275
SAT1	1.07325
ZNF251	0.81275
ADAMTS7	0.3177
RPP38	0.1645
C1orf211	-1.963
YPEL2	1.8825
RBMS1	0.2485
ZNF445	-1.11016666666667
NRXN2	1.08816666666667
PGBD4	-1.021375
UGT2B28	5.48525
WBSCR16	-0.1791
NLRC3	-0.000125000000000024
ASTL	0.03575
ST6GALNAC1	-0.7025
ZADH2	0.21325
MLLT4	0.404083333333333
ARL6	0.4445
MEF2C	0.46775
CBFA2T3	-1.335
AFF3	0.765285714285714
COG7	0.703166666666667
MYB	1.34316666666667
PLXNA3	-0.3325
XRCC2	-2.003
MMS19	-0.179625
ST8SIA5	-0.627375
CHPT1	2
KIAA1712	-0.830875
OR6X1	0.6045
ACTR3	-0.427625
UGCG	-0.2725
OR4P4	0.371
ZAP70	-2.81625
LPP	1.01125
ZNF485	-0.1715
PTPRCAP	-0.198
IL12RB1	0.25325
ATRX	0.1292
CHST8	-0.337625
C14orf109	0.21425
ARV1	1.286
NMB	-0.0707142857142857
COX5A	-1.4295
EIF6	-0.80675
MPPED2	-0.1885
SEMG1	-2.8975
CHRDL1	0.5105
TRAF3IP2	1.6895
WNK2	0.559125
LILRA4	1.59616666666667
LAMA2	4.67125
PXT1	0.488
RLBP1	-3.8305
CD300C	0.60575
SLTM	0.28125
FLJ10404	-0.386625
APOBEC3D	-2.3655
RENBP	-0.199
ATXN7L1	0.582625
NID1	-0.273
TUBGCP3	-0.603375
ITIH5	1.99733333333333
CCDC110	1.684
C8A	-2.77775
MGC87042	1.2975
HOXC13	-2.555
TFDP2	-1.1605
HCP5	0.906375
POLI	0.918
UCN	-1.17783333333333
ZNF764	0.377
C8orf45	0.9885
FHL3	-0.762
SPATA5L1	-0.85275
MMRN2	3.3135
NDST1	0.602
COL20A1	-0.430833333333333
ZNF248	-0.660333333333333
PELP1	-0.284833333333333
MBL2	-3.42283333333333
RNF41	0.192125
C5orf24	-0.902375
THOC5	-0.67275
SERINC3	0.527166666666667
RP11-151A6.2	0.83875
CDCP2	0.37275
HIST1H2AA	0.365
C11orf75	1.5905
FKBP7	-0.261
DDOST	-0.123
GPNMB	-0.3325
TTF2	-2.9665
KCNT1	0.0668333333333333
SLC39A14	-1.113625
NGRN	0.341555555555556
GPR137B	2.49225
MECP2	-0.05525
PSMA1	-0.28475
C16orf73	-5.046
TMEM60	-0.359
CSN3	3.8205
NOS1	0.139333333333333
RAB7L1	-0.4505
YBX2	-2.008
KIAA1166	-0.451375
FUBP3	0.4885
ABCG1	-0.082
ACACA	-0.827166666666667
ARL11	-0.2868
ATOH1	0.084
ODF1	0.243333333333333
CREB3L3	-2.00883333333333
TMEM127	1.042
DSCAML1	0.13225
PLN	2.653
LYPLA1	-1.631
PRDM9	-2.645
SASP	0.751
PLUNC	2.81916666666667
INTU	0.646
HISPPD1	-0.49675
LNPEP	-0.930666666666667
YARS2	-0.8715
APCDD1L	-0.764
ZCCHC4	-0.2179
FBXO22	-0.969833333333333
TTLL13	-0.366
ZNF669	-1.2455
PTGDR	2.0675
DDX27	-0.07625
KIAA0409	0.266833333333333
GJB6	0.34225
ASB8	0.899
PLP2	-0.6805
MEPE	0.411
OR10J5	0.2095
KRT222P	3.4315
COQ7	-0.0211666666666666
C1orf101	2.1215
RERG	3.3729
CHMP5	0.079
THAP11	-0.18175
ZNF43	0.0736666666666667
ZRANB3	-0.917833333333333
KRT13	3.017125
MRPL19	-1.162125
RBBP9	-0.443
SPATA17	1.256125
BXDC5	-0.146666666666667
PAFAH1B1	-0.526583333333333
MAGEE1	0.134
OSTF1	-0.227
KIAA0323	0.0536666666666667
TXNDC13	-0.299666666666667
CNTN4	1.79525
LCE1B	0.928
UNQ501	0.7455
ZNF154	0.8385
C3orf64	0.3625
SYT5	-0.1759
PON1	0.217333333333333
FLJ10357	-0.30475
ATP4A	-0.4655
GNPDA1	-0.376666666666667
MGAT1	0.439
C14orf121	0.42775
SLC35B2	0.025
MIER3	0.460666666666667
CHEK1	-4.07775
ZNF8	0.0828333333333333
TXNDC1	-0.586666666666667
CKB	-0.2512
RTN3	0.495642857142857
FZD2	-0.714833333333333
PART1	0.382
PSMB6	-0.4705
PCDHB8	-0.431
PHC3	0.1615
PPP1R8	-1.31133333333333
NOVA2	1.8785
TNFRSF11B	-3.323125
GOLPH3	0.705333333333333
UBLCP1	-0.4945
SUHW3	-1.08025
TTLL1	1.3425
OPN4	0.063
OR13G1	-0.098
ZPBP2	0.1178
HSD17B11	-1.92525
C9orf50	0.081
DHDDS	0.124642857142857
CTSW	0.8257
NEFM	-2.73333333333333
MRPL28	-0.31975
SYN1	0.829666666666667
PIGV	0.0465
ZIM2	-0.0515
APBB1	1.17366666666667
SND1	0.2615
C1orf123	-0.120166666666667
CHD3	-0.5185
BHLHB8	0.15725
RNASE2	0.1125
BCAP31	0.438625
SLC25A44	0.779166666666667
CHD6	-1.3917
PIB5PA	2.52676923076923
SELS	0.6595
LOC541471	-1.20825
FAT2	2.3665
ZNF81	-0.271
OR4C16	0.3335
FLJ10081	0.4467
LRRC4	-1.11775
CS	-0.749833333333333
N4BP2	-1.4525
IGFBP7	1.78675
ZNF318	0.154166666666667
NDNL2	0.517625
ZNF609	-0.124875
SIRT4	-0.13225
EXOSC10	-0.396
ECE2	0.259333333333333
OVGP1	2.588
GTPBP3	-0.4685
PACS2	0.7134
C19orf36	0.836166666666667
ARL4C	-0.75425
ATG4B	-0.152375
UBQLNL	1.0815
RHOXF2B	-4.0365
PLEKHG2	-1.135
GALR1	-0.8095
AQP4	0.738
HDAC7A	0.462
DCUN1D3	0.057
OR8A1	0.7235
CCRN4L	-0.87375
CBR4	0.430833333333333
KIFC1	-3.7275
SLC7A14	-1.52633333333333
LHX5	0.29
TRPC7	-0.195
LPXN	-1.05775
SERPINA1	-2.53725
RPS13	0.0823
BPIL3	0.0035
PRKAA1	-0.48725
FADS2	-1.3014
ENAH	0.39725
PRO1768	0.038
APBA2BP	-0.0935
LIPH	2.81316666666667
C3orf33	-1.18375
RCC2	-0.597214285714286
ALDH1A2	-3.2038
RNF103	2.44675
AHCY	-0.89825
ALG12	0.504
CCL17	0.5125
ZNF543	1.51566666666667
ESRRG	5.3934
CNGA1	1.47475
RDH5	0.631333333333333
OTX1	-1.7647
PTGFR	-1.33183333333333
CDR2	-0.099
SELE	5.26225
NLGN2	-0.483
EXOSC9	-1.114
ZNF566	-0.526333333333333
KLRC2	-4.956
GPR12	0.564
KIAA0196	0.062
PDRG1	-0.14575
SSR3	-0.434857142857143
MSI1	-0.2035
CST9	0.7065
CC2D1A	0.6615
PLAGL1	-0.385277777777778
ZNF778	0.049
RNF2	1.171125
KLF6	1.11066666666667
THBD	1.74233333333333
tcag7.1314	1.56025
NR5A1	-0.261666666666667
ABCD2	-0.227
DNAJC7	-1.9885
CLEC4C	0.4925
TM2D3	0.733
CCDC4	-2.9415
PLAC2	-2.23675
DCD	5.146
FAAH	1.861625
POLA1	-1.41383333333333
TM7SF2	-0.299375
FLJ39822	-0.339333333333333
FLOT2	-0.065875
MAP4K1	-0.4635
SRP68	0.311125
C21orf74	0.227
ARPC5	-0.370875
LOC126075	1.8025
HECW2	0.272142857142857
ZDHHC4	-0.07625
ANKRD42	1.3999
PDE9A	-0.236833333333333
ABCA8	2.30625
NDUFS2	0.86275
UBR5	0.019375
BTBD16	-2.82075
LOC554174	0.404
ZNF20	1.4085
KIAA1843	-0.221
WDR17	-1.2155
C15orf33	0.556
RNF113A	-0.555
CAMKK1	0.4681
CLCN2	-0.0685
ANXA6	-1.5575
LOC340069	0.166
EMID1	0.926375
DPM3	-0.162666666666667
ELA1	-0.2505
SLC25A13	-1.2021
KRT24	-0.1995
SMPD1	0.704666666666667
TH	-0.00725
COL6A2	0.160928571428571
ANKS1B	2.878
GPR126	-2.6773
ZC3H12A	1.36583333333333
TMEM47	0.702833333333333
C2orf51	-0.114
C1orf88	2.61316666666667
HSF2BP	0.22825
AKAP10	-0.18325
RPAP3	-0.2365
KLHDC8B	0.1755
STOM	0.3759
MUPCDH	-0.04925
C10orf72	-0.134125
PLEKHA3	0.785
TCP11L1	-0.87875
CWF19L1	0.006625
SPEF1	1.87476923076923
YSK4	0.37875
ELN	2.2667
SAMD8	0.7325
MPI	-0.831833333333333
MEPCE	0.3644
ABCC3	-1.003
NANOGP1	-4.048
KCNK17	3.219375
HLA-DMB	3.86333333333333
RRAGA	0.80425
ANGEL1	-0.58125
RBM32B	0.267
CPN1	-2.8665
MGC52282	1.9726
HLA-A	0.5595
OR9G4	0.3865
EDNRB	-0.380625
SCD	-2.03635714285714
C14orf80	-0.604833333333333
BAGE2	-1.0725
RABL4	0.739666666666667
RCVRN	-0.4555
SHANK1	-0.296
NLRP7	-3.0545
CD226	0.284
STAT3	1.1971875
SYNJ2	-1.1557
TPCN2	0.108333333333333
WDR36	-1.17066666666667
MBD4	-0.135
ROBO1	-1.4396
ST3GAL6	-2.35275
SLAMF8	2.35933333333333
ATN1	0.731166666666667
GPR141	-0.75325
KRT36	0.47
TPH1	3.7225
DDX52	-0.80075
ZSCAN29	-0.1205
TRPT1	-0.0321666666666667
DPEP3	0.6545
DENND4A	-0.9705
TSPAN16	-0.4395
PTCHD2	0.391
LOC145814	-0.189
CAP1	0.037
EIF5A2	-1.1431
NT5DC3	-0.814
SEPT9	-0.702625
SEZ6L2	1.0555
EGFLAM	3.8495
VPS11	1.2025
NDUFB5	-0.414
CIDEA	3.97916666666667
IER5L	0.499
N6AMT1	-0.131
FAM83C	-0.0785
OXR1	0.396333333333333
IRX1	0.751
DGKB	-1.49266666666667
GCN5L2	-1.54
MIR16	1.075875
FBXW9	0.89425
WDR4	-1.64383333333333
PDC	-0.3035
VPS33B	-0.10875
HEXB	-0.46375
FLJ32214	0.49275
TCEB3	-0.8775
CRLF1	-2.6335
ABI3BP	1.35475
C8orf22	-4.39375
PYCR1	-0.40875
KIAA1706	0.494
CDK5R2	0.696125
WAS	-0.044
C12orf60	-1.566
CCBL2	-0.252875
MADD	0.67725
C5orf34	-2.37875
WDR42A	1.439
KLF12	-0.2315
HSPA1A	1.15175
ITM2C	-1.49066666666667
DAPK2	2.25516666666667
LOC442590	1.552
SUMF2	0.79775
CENPA	-4.31523076923077
TMED5	-0.057375
CDH6	-0.3817
BRP44	0.61675
THG1L	-1.053
GABRA2	-3.69875
C14orf166	-0.39575
MYL1	-1.208
TNFSF18	1.649
PAP2D	-2.31166666666667
PPIB	-1.00125
KLHL4	-1.092625
SFN	-0.33
CCDC127	0.51275
FRAP1	-0.45225
GOLGA5	1.09
SDCCAG1	-0.0105
MGC21675	-0.227666666666667
C10orf95	-0.63575
KIAA1345	-0.644333333333333
C1orf163	-1.748
LACE1	-0.18
OR10K2	-0.1685
CENPN	-3.07076
TMED2	1.16625
UGT1A6	-1.008
ANG	1.06625
U2AF1	-1.4235
CASC2	0.410166666666667
NMT2	-0.761166666666667
OSGEPL1	0.249625
DFNB31	-0.8015
SLC6A20	0.147375
DKC1	-1.42025
FXYD4	-1.1045
WDR64	0.861
MGC5590	0.586
CREBZF	0.6405
DAZ1	0.13625
PRPSAP1	-0.77775
GCHFR	-0.874
TTC7A	-0.88
LOC196993	1.3145
UBD	-0.0128333333333333
S100A1	-0.225125
RPL6	0.325166666666667
DNAJB6	0.61835
NAGS	0.7157
C2orf58	-0.489
KERA	1.133
MT1X	-0.1859
UBE2B	0.8321
KEAP1	0.61575
MST1	-2.169125
OMA1	1.2155
ABLIM2	2.1185
BCL2L13	-0.155583333333333
JAZF1	-0.093
TMEM63B	0.7695
S100A8	-0.0127
ARFIP2	1.14175
UROS	0.4945
KHDRBS2	-0.7265
POLQ	-3.482
SOAT1	-1.29575
SPAG4	-1.791
MRPS30	-1.08633333333333
LOC494141	-1.031
OR2T11	0.0435
ORAOV1	0.1471
ZNF184	0.0615
TCEB3B	0.1608
ADAM21	0.7935
GDPD1	0.1745
SPINLW1	-0.41925
PRR14	-0.110666666666667
KCTD9	-0.6119
NUDT3	-0.09875
KIAA1822	0.4113
HIST1H4K	0.372
DFNA5	-1.968
GABPA	-0.4025
C14orf44	1.337
POLB	0.923
PTAR1	-0.55975
SEC31A	0.6354
TRIM58	0.7345
TAS2R14	-0.4
VPS8	0.4755
H1F0	0.0623333333333333
PRKCB1	-2.9615
UGT2A1	0.4655
TOR1B	-0.7875
LSS	-1.22225
C2orf19	-0.018
HNRNPC	0.334285714285714
TMEM100	0.517666666666667
LOC116349	-0.53925
OR51M1	0.0685
CCDC142	-1.03475
ISG15	-0.667375
ZCCHC14	-0.311625
CREBL2	0.851625
TGDS	-1.091
DC2	-0.474
CACNA2D3	-1.37835714285714
ZNF429	-0.24275
LYPD6	0.725
SUCLG1	-0.135
OR51I1	-0.2105
MAGEH1	1.088
PRPF40A	-0.804
SMR3A	0.484
SPINK2	-0.43925
THAP2	0.309625
NPY5R	0.23325
IRF4	-2.323125
SPESP1	-0.3495
OR10S1	0.376
DTD1	-0.64425
TUBE1	-0.64525
DDX19A	-1.174
PDPN	-1.996875
TMEM34	0.164166666666667
MGAM	4.9385
COL3A1	5.31088888888889
GFM2	-0.3604
OR5A2	0.0215
PSG9	-1.66375
ARHGEF11	0.5835
IVNS1ABP	-0.1613125
SIGIRR	1.44675
DUSP19	-1.08875
DNAJC14	0.3653
ACSS1	0.371875
IL1RAPL2	0.014
C4orf30	-1.65475
SEPT4	2.75525
LANCL3	-2.56425
SPAG17	3.23566666666667
PRDX3	0.182875
HNF1A	-1.2855
P4HA2	-0.54175
RFWD3	-2.13666666666667
MOV10	-0.8165
DNAJA5	-0.248357142857143
LOC729440	0.83725
LOC200383	1.539125
SMC2	-2.10225
MIXL1	-1.403
TMEM9	0.49875
FAM86A	1.2705
ZNF174	0.6845
MYH14	-0.78425
CCR8	0.295333333333333
VPS37C	1.724
GPATCH1	0.100166666666667
B3GNT8	1.7
TBX4	-1.2015
CNR2	0.9565
PCDH1	1.76125
C5orf29	3.8275
OCIAD2	0.90725
PLCG2	0.82975
KIAA0247	2.487625
HRH3	-0.3219
CAPN13	3.7325
CCR1	-1.425
MGC15523	0.229111111111111
UVRAG	0.752166666666667
DNAJA2	-0.477
ITGA2B	-0.872833333333333
CLDN5	3.632375
PTPRN2	1.51535714285714
ZNF512	0.212833333333333
PSAP	0.621428571428572
CCDC140	null
LRRC55	-0.36375
CYP26C1	0.4315
C8orf47	0.2435
LYN	-0.629125
DUSP6	0.969
TGFB3	3.3268
ELK1	0.00680000000000001
PCDH11Y	0.277666666666667
HGD	-2.54825
C17orf58	0.30475
MYO3A	-0.1805
SERPINE2	-3.92266666666667
AARSD1	-1.016125
C14orf73	-0.73175
ADAM33	0.04
ZNF491	0.651
MAPK6	-1.1965
TCN1	2.92916666666667
SLC24A6	0.9075
UBE2R2	-0.38525
H1FNT	0.17625
TATDN2	-0.035
LILRB1	0.94125
P2RY5	1.4985
NUCB2	0.903
C2orf37	0.56775
SNX27	0.7465
MTA3	0.6055
FOXO4	0.58225
ID4	3.3165
SOX5	-2.97316666666667
PXMP3	0.514625
OR52M1	-0.0775
SFT2D3	0.30725
INA	-3.14483333333333
MCOLN1	1.07825
NFIX	1.1526
CLEC14A	5.43
HIBCH	-0.0516666666666667
PLA2G5	1.1215
TIMM10	-0.181333333333333
MED17	0.5282
COL4A4	-2.371
TPP1	0.908166666666667
GJA3	-0.514
TMPRSS5	-0.14
AADACL3	0.6105
DNMBP	1.11325
ENPP5	4.51916666666667
NQO1	-0.6817
ZSCAN2	-0.686125
SEC24C	0.201333333333333
GTF2A1L	-0.0785
AXIN2	-0.735
FAM33A	-1.90091666666667
C16orf13	0.100375
SPNS2	0.981
TAF1	-1.102
AP1G2	0.304833333333333
RBM42	-0.955333333333333
HCN2	0.847833333333333
EFHB	1.34083333333333
RUSC1	0.207833333333333
GRIK5	0.0675
USP21	0.760833333333333
ATAD3C	0.6815
ORMDL2	-0.02275
PRSS7	-4.2475
PSAT1	-5.12725
FLJ13195	-0.824166666666667
TBC1D1	-0.0868333333333333
IFNG	1.19
OTOS	0.164666666666667
ZNF773	-0.715166666666667
EMD	-1.268
RETN	0.48725
CCL8	4.4145
APH1A	0.561
COX18	-0.87275
GTF2IRD2	-0.12175
CCDC82	-0.947166666666667
PAFAH2	0.3798
NPEPL1	-1.1121
RP11-114G1.1	0.7835
TP53INP1	1.863375
ZNF300	-0.0806666666666667
FOXL2	-3.65775
LARP2	-0.183916666666667
LATS1	0.5335
HTR6	0.089
SPOCK2	0.198833333333333
RNF144B	3.45733333333333
HTATIP2	-0.2275
MGC10334	0.40025
CENTA2	1.85883333333333
FGF2	0.107
FXYD7	0.75725
PHYHIPL	-1.9375
GPR34	5.41675
DDX6	-1.1485
OR10W1	0.08
LHFPL1	-0.6625
ZNF313	-1.02085714285714
VPS28	0.69975
AP3M1	0.2197
AKR1CL2	-0.0145
TRAF4	-0.587
OR2B11	0.3385
C19orf12	0.505333333333333
AKAP9	1.13
C1orf62	-0.291
SLC20A1	-1.3346
FAM112A	0.4385
LDB2	1.62925
MRPS23	-0.75175
KLK5	3.408875
SPTB	-0.8474
EFEMP2	0.821
EFNB2	0.846125
PCM1	0.439357142857143
NMNAT3	2.260875
TSG101	1.196
C8orf40	-0.00116666666666666
NOB1	-1.387
ABHD3	0.498
GTF3C4	-0.571125
PIGN	0.865833333333333
GALNTL1	0.283
AEBP1	1.391375
OR9Q1	0.8405
ANKRD2	0.224875
CCL28	-1.3975
TRIM38	0.397666666666667
TMCC1	0.49925
SMG5	0.0695
LRRC7	-0.9485
NCAPD2	-2.387
C6orf153	-0.74775
C1orf74	0.2665
OTUD6A	0.202
DCP2	-1.08116666666667
TMEM24	1.02
RPL18	0.632
TMEM177	-0.20975
LRRC37A3	1.23125
C1D	-1.0655
LDHC	-1.6305
UBE4B	0.0983333333333333
NIT1	0.656875
BTN3A3	0.22125
RASD1	2.27525
COMMD3	0.28775
SHFM1	-0.269
BIRC8	0.07975
DUT	-0.89475
C12orf51	-1.186
LRRC59	-1.01966666666667
LY6H	0.55725
WDR22	0.306333333333333
EDEM1	0.331714285714286
ADH1A	3.9385
PANX2	-0.0539
CYP11B1	0.4565
CDC73	0.01775
GPR172A	-0.001
GSTM3	1.93823076923077
KCNA5	0.169
SERAC1	0.0451666666666667
NFATC2	-0.2445
ANAPC5	-0.5464
C15orf24	0.1445
NFATC2IP	-0.821583333333333
TNRC6C	0.319833333333333
MGC102966	1.0205
FGD5	1.07266666666667
MED9	0.35875
RAB13	-0.0508333333333333
C15orf49	-0.1675
CRYGS	-0.1953
C12orf53	-0.3749
LOC283693	-0.733
COX6B2	0.183125
PHF14	0.414625
FAM3A	-0.25325
RPL13	-0.1959
PRDX2	0.1459
FLJ34047	-2.09625
PRMT3	-0.342
KCTD19	-1.866
TRIM10	-0.3765
MGC26597	-0.479833333333333
GCNT4	0.53175
GPRASP1	2.25675
CDKN1C	0.00441666666666666
RHBDL2	1.1823
HSPH1	-0.668
AQP1	3.62
COL17A1	2.9205
GFAP	0.987875
CDC16	-0.00675
KIAA1614	-0.0665
C6orf118	-0.901166666666667
ZSWIM5	-1.42475
FAM83F	3.61475
LYNX1	0.8450625
SYNPR	-0.6035
XG	1.89466666666667
PRSS16	1.954375
