Hybridization REF	TCGA-A7-A13D-01A-13R-A12P-07
MARCO	4.91025
DCHS1	0.533333333333333
C1orf170	-0.2825
CD200R1	-0.0564
C22orf15	-0.6555
SEPT11	0.667
ADNP	-0.7055
UST	-1.5361
C13orf34	-0.969833333333333
RFFL	0.327
APBA3	0.101
C2orf60	-0.811625
CUTL1	0.1031
PMS1	-1.123375
ZNF689	-1.8275
EIF3E	-0.225
IL9	2.0055
RPL31	-0.222375
LY9	-0.2555
ATP2B3	-0.000250000000000028
KDELR2	1.52670833333333
TFCP2	0.11675
NLRP12	0.471375
FLJ45422	-0.232
TLE4	-0.2111
ZNF570	0.076
FLJ43806	0.3045
TLK2	-0.010875
CIR	0.397
MARS2	-0.0435
COL24A1	-1.55
SDF2L1	0.1505
HIBADH	-0.8955
IGFBP3	-1.21785714285714
C12orf23	0.4425
PSPC1	-0.038
C20orf43	0.06125
TRAV20	0.169
ARHGAP24	0.172714285714286
KIAA1975	-1.185
C1QA	2.7573
DNTT	-5.36183333333333
C10orf6	-1.43258333333333
C11orf41	1.550375
HNRPF	0.3915
COL11A1	7.38833333333333
UBAP2	-0.538833333333333
CDKN2AIPNL	-1.652
C20orf174	0.156
SPRED2	-0.94075
PLA2G12A	-0.922
ICEBERG	-3.9748
SCN10A	-1.825
C11orf65	-0.61425
GBP5	3.187
PITPNC1	0.286
POU3F3	2.328
NCOA7	1.2605
LIN7C	-0.077
LOC348840	-0.667
NKX2-2	-4.6325
ANKRD13D	0.759125
LOC123688	0.29675
FUT2	2.62433333333333
TAAR8	0.4165
FZD4	-0.826833333333333
PNMA3	1.38166666666667
OR4L1	0.178
WIT1	-1.77725
EXOC3L	2.4
ATPBD4	-1.5485
KRBA1	-0.071
UBXD6	-0.48125
HOXB7	-0.806785714285714
C7orf23	-0.9425
UNQ338	2.7775
STAB2	0.50625
CDC20B	-0.0695
IRF9	1.03375
CENTG1	-0.276333333333333
TNPO2	-0.84825
MCPH1	-0.655625
BMS1P5	-1.55225
SLC26A7	1.266
HIST1H3J	0.4505
C9orf3	0.7379
LBH	2.270375
MYO1D	1.03325
PTDSS2	0.1085
NFU1	-0.1565
DEPDC4	-1.5425
WNT7B	1.2507
GLP2R	-0.0983333333333333
SETD4	-0.5771
DYNLT3	-0.00629999999999999
FKBP11	-1.806
SESTD1	0.3175
FLII	0.17225
RPS16	0.6499
CHPF	0.8995
CSNK2A1	0.365666666666667
SUMO1P1	0.59675
FKBP6	0.7115
ZNF214	-2.09266666666667
TWIST1	-0.3754
DDX56	-0.3015
TRAM1L1	1.4468
EPO	-2.47533333333333
MRPS18B	-1.218
ZNF682	-0.283
RPL14	-1.3795
MAFF	0.7185
LOC51136	-0.977375
LY96	-0.34175
DDX20	-0.62175
ABTB1	0.360666666666667
ARL5A	0.6149
CCT6A	-0.51275
HEPACAM	-1.9245
EHHADH	-0.7285
RBAK	-0.122166666666667
CGB1	1.2195
ITGB5	0.4691
YIPF3	-1.123
FKBP2	-0.65325
NR1D1	-0.3456
TMEM110	0.121
NEK2	-0.0305
PRAMEF8	-3.41375
C20orf52	-0.423333333333333
PCDHGA3	-0.6895
VWA3B	1.47175
NDUFA5	-0.55325
THAP9	-1.874
FLVCR2	0.572666666666667
AP1S1	-0.20225
SMAD6	0.13375
SAV1	-0.01925
SAT1	3.983625
ZNF251	0.713
ADAMTS7	0.661
RPP38	0.60375
C1orf211	-0.3365
YPEL2	0.4906
RBMS1	0.748
ZNF445	-0.7264
NRXN2	0.3945
PGBD4	-0.689285714285714
UGT2B28	-4.16125
WBSCR16	-0.2862
NLRC3	-0.618
ASTL	0.4345
ST6GALNAC1	-3.21675
ZADH2	-1.217875
MLLT4	0.893083333333333
ARL6	0.542833333333333
MEF2C	1.11375
CBFA2T3	-1.6275
AFF3	-0.706
COG7	-0.739333333333333
MYB	-1.55483333333333
PLXNA3	1.496
XRCC2	-0.751166666666667
MMS19	-0.17825
ST8SIA5	-1.448375
CHPT1	-0.814166666666667
KIAA1712	0.018375
OR6X1	-0.4305
ACTR3	0.60825
UGCG	-0.366833333333333
OR4P4	-0.589
ZAP70	-3.662
LPP	1.94125
ZNF485	-0.223
PTPRCAP	-1.5855
IL12RB1	-0.462
ATRX	0.2611
CHST8	1.353375
C14orf109	-0.23775
ARV1	-0.4335
NMB	1.98414285714286
COX5A	-0.933166666666667
EIF6	-0.0485
MPPED2	-1.95533333333333
SEMG1	null
CHRDL1	1.907
TRAF3IP2	0.09225
WNK2	1.171625
LILRA4	0.207666666666667
LAMA2	2.6925
PXT1	0.593
RLBP1	-2.63025
CD300C	0.30475
SLTM	-0.415375
FLJ10404	-0.285733333333334
APOBEC3D	1.05966666666667
RENBP	-0.3535
ATXN7L1	-0.481875
NID1	0.12675
TUBGCP3	-0.944625
ITIH5	0.547388888888889
CCDC110	2
C8A	-3.46325
MGC87042	-0.38575
HOXC13	1.2345
TFDP2	-0.594
HCP5	1.162375
POLI	-0.71625
UCN	-1.70616666666667
ZNF764	-0.607166666666667
C8orf45	0.72575
FHL3	-0.019
SPATA5L1	-0.39275
MMRN2	2.77166666666667
NDST1	1.14033333333333
COL20A1	-0.529833333333333
ZNF248	-0.223666666666667
PELP1	-0.0196666666666667
MBL2	-2.92566666666667
RNF41	-0.918125
C5orf24	-0.21575
THOC5	0.280571428571429
SERINC3	-0.094
RP11-151A6.2	1.48875
CDCP2	1.662
HIST1H2AA	1.1655
C11orf75	1.2645
FKBP7	0.68675
DDOST	0.357
GPNMB	0.978666666666667
TTF2	-1.2004
KCNT1	-0.0955
SLC39A14	-1.05475
NGRN	-0.1508
GPR137B	0.57625
MECP2	-0.612875
PSMA1	-0.79175
C16orf73	-5.13325
TMEM60	-0.198833333333333
CSN3	4.757
NOS1	0.136166666666667
RAB7L1	0.304
YBX2	0.704
KIAA1166	0.468
FUBP3	-0.866
ABCG1	0.1285
ACACA	-0.0319166666666666
ARL11	-0.515222222222222
ATOH1	1.61
ODF1	0.339
CREB3L3	-2.321
TMEM127	1.259
DSCAML1	-0.535
PLN	3.11666666666667
LYPLA1	-0.146666666666667
PRDM9	-2.13
SASP	-0.52425
PLUNC	0.375833333333333
INTU	-0.19875
HISPPD1	-1.20525
LNPEP	-0.538666666666667
YARS2	-0.665833333333333
APCDD1L	0.3845
ZCCHC4	-0.9803
FBXO22	-1.51483333333333
TTLL13	-0.21
ZNF669	-0.152
PTGDR	1.1625
DDX27	0.771
KIAA0409	-0.511666666666667
GJB6	1.76525
ASB8	0.081
PLP2	-0.1675
MEPE	-0.19475
OR10J5	-1.0935
KRT222P	-0.42175
COQ7	-1.06366666666667
C1orf101	0.572
RERG	0.6968
CHMP5	0.159125
THAP11	-0.596875
ZNF43	-1.16416666666667
ZRANB3	-0.567833333333333
KRT13	3.365875
MRPL19	0.062
RBBP9	-0.16175
SPATA17	0.334375
BXDC5	-0.550333333333333
PAFAH1B1	-0.0425833333333333
MAGEE1	0.61825
OSTF1	0.513
KIAA0323	-0.706166666666667
TXNDC13	-0.1485
CNTN4	-0.659875
LCE1B	1.061
UNQ501	-1.15925
ZNF154	-0.078
C3orf64	0.37525
SYT5	0.189
PON1	0.570333333333333
FLJ10357	-0.96075
ATP4A	-0.232
GNPDA1	-0.987833333333333
MGAT1	0.6565
C14orf121	-0.8095
SLC35B2	-0.07025
MIER3	-0.9875
CHEK1	-1.628125
ZNF8	0.646333333333333
TXNDC1	-1.157
CKB	-1.784
RTN3	0.153357142857143
FZD2	-1.29783333333333
PART1	-1.12575
PSMB6	-0.5655
PCDHB8	-0.395
PHC3	-1.0795
PPP1R8	-0.0568333333333333
NOVA2	2.06516666666667
TNFRSF11B	-1.858375
GOLPH3	1.46783333333333
UBLCP1	-0.87975
SUHW3	-0.7815
TTLL1	0.66825
OPN4	0.04
OR13G1	-0.663
ZPBP2	1.34116666666667
HSD17B11	-2.61725
C9orf50	0.3745
DHDDS	0.572357142857143
CTSW	-0.428666666666667
NEFM	-2.26916666666667
MRPL28	-0.788
SYN1	1.2365
PIGV	-1.7735
ZIM2	1.20125
APBB1	0.148333333333333
SND1	0.178
C1orf123	-0.460833333333333
CHD3	0.2265
BHLHB8	0.5295
RNASE2	-0.286166666666667
BCAP31	0.617125
SLC25A44	0.769166666666667
CHD6	-0.8925
PIB5PA	-0.490076923076923
SELS	0.118125
LOC541471	1.113375
FAT2	0.5385
ZNF81	-0.137
OR4C16	-0.2515
FLJ10081	-0.8313
LRRC4	0.997
CS	-0.414833333333333
N4BP2	-1.602
IGFBP7	1.762
ZNF318	-0.8665
NDNL2	0.274125
ZNF609	-0.157625
SIRT4	0.16325
EXOSC10	-1.2265
ECE2	0.28225
OVGP1	-0.176
GTPBP3	-1.44225
PACS2	0.1718
C19orf36	-1.0935
ARL4C	1.281625
ATG4B	-0.736125
UBQLNL	-0.26625
RHOXF2B	-4.317
PLEKHG2	-0.6125
GALR1	-0.197
AQP4	0.522333333333333
HDAC7A	0.161833333333333
DCUN1D3	-0.271
OR8A1	1.8285
CCRN4L	0.4525
CBR4	-1.08866666666667
KIFC1	-2.35166666666667
SLC7A14	-1.11175
LHX5	0.5
TRPC7	-2.3885
LPXN	-1.995
SERPINA1	-2.94814285714286
RPS13	-1.1802
BPIL3	-0.3845
PRKAA1	-0.389
FADS2	-0.0761
ENAH	0.0365625000000001
PRO1768	0.095
APBA2BP	-0.44825
LIPH	1.83266666666667
C3orf33	-0.24475
RCC2	0.8385
ALDH1A2	-3.58655555555556
RNF103	0.95225
AHCY	-0.512375
ALG12	-0.1115
CCL17	0.366
ZNF543	0.547166666666667
ESRRG	1.5579
CNGA1	2.55
RDH5	-0.841
OTX1	-0.4971
PTGFR	-2.5052
CDR2	-0.296625
SELE	1.90875
NLGN2	0.015
EXOSC9	-1.37
ZNF566	0.6185
KLRC2	-5.0885
GPR12	0.6845
KIAA0196	-0.092
PDRG1	0.08425
SSR3	-0.00621428571428575
MSI1	0.4305
CST9	0.201
CC2D1A	-0.411875
PLAGL1	-1.09322222222222
ZNF778	-0.711
RNF2	-0.06875
KLF6	1.46583333333333
THBD	0.00633333333333334
tcag7.1314	-0.216
NR5A1	0.0448333333333333
ABCD2	0.14375
DNAJC7	-1.248
CLEC4C	1.032
TM2D3	0.183125
CCDC4	0.405
PLAC2	2.36125
DCD	0.9405
FAAH	1.088875
POLA1	-0.253666666666667
TM7SF2	-1.425875
FLJ39822	-1.9708
FLOT2	0.148625
MAP4K1	-1.33933333333333
SRP68	1.048625
C21orf74	0.255
ARPC5	0.75925
LOC126075	-0.0165
HECW2	0.940125
ZDHHC4	-1.74975
ANKRD42	-0.1212
PDE9A	1.089
ABCA8	-0.96
NDUFS2	0.97075
UBR5	0.3125
BTBD16	-1.90875
LOC554174	0.481
ZNF20	-0.919
KIAA1843	1.5615
WDR17	-1.28425
C15orf33	-1.8995
RNF113A	-0.378
CAMKK1	-0.5375
CLCN2	-0.27125
ANXA6	-1.6905
LOC340069	-0.441
EMID1	1.426875
DPM3	1.14266666666667
ELA1	0.412
SLC25A13	0.8085
KRT24	0.232666666666667
SMPD1	-0.423833333333333
TH	0.06625
COL6A2	1.51607142857143
ANKS1B	0.337
GPR126	-1.4997
ZC3H12A	-0.4295
TMEM47	1.85183333333333
C2orf51	-0.4225
C1orf88	1.01433333333333
HSF2BP	-1.01225
AKAP10	-0.505
RPAP3	-0.3815
KLHDC8B	0.39275
STOM	0.012
MUPCDH	0.182285714285714
C10orf72	-0.709142857142857
PLEKHA3	0.433333333333333
TCP11L1	0.15
CWF19L1	-0.297125
SPEF1	0.740833333333333
YSK4	1.61175
ELN	1.1377
SAMD8	-0.188833333333333
MPI	-1.58816666666667
MEPCE	-0.0296
ABCC3	-1.90125
NANOGP1	-1.705
KCNK17	2.6205
HLA-DMB	2.07233333333333
RRAGA	0.402
ANGEL1	-1.2265
RBM32B	0.3425
CPN1	-2.989
MGC52282	-0.5967
HLA-A	1.49158333333333
OR9G4	0.2605
EDNRB	-3.379375
SCD	-0.739285714285714
C14orf80	-0.947666666666667
BAGE2	-0.502
RABL4	0.955166666666667
RCVRN	-0.523
SHANK1	0.643
NLRP7	-4.3335
CD226	0.16425
STAT3	2.3645
SYNJ2	-0.6897
TPCN2	-0.540166666666667
WDR36	-1.681
MBD4	-0.2965
ROBO1	-0.0191
ST3GAL6	-2.3615
SLAMF8	1.70216666666667
ATN1	0.352
GPR141	0.204666666666667
KRT36	0.042
TPH1	1.6875
DDX52	0.23525
ZSCAN29	-0.490666666666667
TRPT1	-0.782833333333333
DPEP3	0.73725
DENND4A	-1.22175
TSPAN16	0.2945
PTCHD2	-0.3515
LOC145814	0.396
CAP1	-0.1075
EIF5A2	0.4429
NT5DC3	0.037125
SEPT9	0.561125
SEZ6L2	0.711375
EGFLAM	3.49975
VPS11	-0.3925
NDUFB5	-0.529333333333333
CIDEA	-0.956833333333333
IER5L	0.86975
N6AMT1	0.12525
FAM83C	-0.00166666666666667
OXR1	1.20941666666667
IRX1	2.8155
DGKB	-0.795
GCN5L2	-1.06775
MIR16	-0.348375
FBXW9	0.1265
WDR4	0.632666666666667
PDC	0.8495
VPS33B	-0.95725
HEXB	-0.92525
FLJ32214	0.0347500000000001
TCEB3	0.36375
CRLF1	-0.015
ABI3BP	-0.853666666666667
C8orf22	-3.8905
PYCR1	1.231375
KIAA1706	0.82325
CDK5R2	0.8755
WAS	0.3005
C12orf60	-0.99125
CCBL2	-0.51075
MADD	-0.24375
C5orf34	0.04175
WDR42A	0.2365
KLF12	0.02775
HSPA1A	1.2905
ITM2C	-0.3905
DAPK2	2.95666666666667
LOC442590	-0.63
SUMF2	1.027125
CENPA	-0.185923076923077
TMED5	-0.312625
CDH6	-1.2031
BRP44	0.901875
THG1L	-0.99625
GABRA2	-1.09566666666667
C14orf166	-0.5135
MYL1	-2.0664
TNFSF18	0.495
PAP2D	-2.20083333333333
PPIB	0.1335
KLHL4	-1.1315
SFN	0.923333333333333
CCDC127	0.50225
FRAP1	-1.05525
GOLGA5	0.3855
SDCCAG1	-0.234125
MGC21675	-0.818333333333333
C10orf95	-1.20575
KIAA1345	-1.42616666666667
C1orf163	-0.926
LACE1	-0.674833333333333
OR10K2	-0.4835
CENPN	-1.30776
TMED2	1.04825
UGT1A6	0.177
ANG	-1.1215
U2AF1	-0.6745
CASC2	-1.135
NMT2	0.965333333333333
OSGEPL1	-0.917375
DFNB31	-0.614
SLC6A20	-0.13275
DKC1	-0.0555
FXYD4	-2.75925
WDR64	0.577
MGC5590	-0.2565
CREBZF	-1.23083333333333
DAZ1	-0.19025
PRPSAP1	-0.37775
GCHFR	-0.9615
TTC7A	0.297875
LOC196993	0.05725
UBD	4.53616666666667
S100A1	2.383125
RPL6	-0.692666666666667
DNAJB6	1.47615
NAGS	0.5008
C2orf58	1.2075
KERA	0.0911666666666666
MT1X	0.0116
UBE2B	0.1724
KEAP1	0.06925
MST1	-3.380875
OMA1	0.1325
ABLIM2	1.90825
BCL2L13	-0.255833333333333
JAZF1	0.815666666666667
TMEM63B	0.056
S100A8	3.8983
ARFIP2	-0.66525
UROS	0.40875
KHDRBS2	-2.324
POLQ	-1.3115
SOAT1	-0.92125
SPAG4	-0.78525
MRPS30	-0.522333333333333
LOC494141	-2.177
OR2T11	0.2075
ORAOV1	-0.191333333333333
ZNF184	-0.826166666666667
TCEB3B	0.6326
ADAM21	0.0205
GDPD1	-1.02725
SPINLW1	0.0679999999999999
PRR14	-0.614
KCTD9	-0.1469
NUDT3	-0.3105
KIAA1822	0.868555555555556
HIST1H4K	-1.4505
DFNA5	-2.52525
GABPA	-0.005
C14orf44	-0.442
POLB	0.131125
PTAR1	-0.75175
SEC31A	0.6874
TRIM58	-3.13725
TAS2R14	-1.3765
VPS8	-0.595875
H1F0	0.359
PRKCB1	-4.81816666666667
UGT2A1	-1.502
TOR1B	-1.191
LSS	-0.417833333333333
C2orf19	0.4885
HNRNPC	-0.218071428571429
TMEM100	0.4345
LOC116349	0.50525
OR51M1	0.784
CCDC142	-0.75125
ISG15	2.6799375
ZCCHC14	-0.4285
CREBL2	-1.0635
TGDS	-1.36275
DC2	-0.18825
CACNA2D3	-1.418
ZNF429	-1.890625
LYPD6	-0.618666666666667
SUCLG1	-0.356666666666667
OR51I1	-0.1005
MAGEH1	2.28175
PRPF40A	-0.1165
SMR3A	0.1995
SPINK2	1.505
THAP2	-0.209625
NPY5R	-0.27375
IRF4	-3.268
SPESP1	-3.1528
OR10S1	-0.3645
DTD1	0.42825
TUBE1	-1.6095
DDX19A	-0.8515
PDPN	-0.02125
TMEM34	-0.83575
MGAM	0.67625
COL3A1	6.18077777777778
GFM2	-1.3425
OR5A2	0.594
PSG9	-1.86533333333333
ARHGEF11	0.514333333333333
IVNS1ABP	0.036625
SIGIRR	0.6815
DUSP19	-1.221125
DNAJC14	-1.5701
ACSS1	-0.9575
IL1RAPL2	0.3345
C4orf30	-1.22175
SEPT4	1.597
LANCL3	0.5375
SPAG17	1.0505
PRDX3	-0.6105
HNF1A	-0.844
P4HA2	0.446
RFWD3	-0.697666666666667
MOV10	-0.51425
DNAJA5	0.685785714285714
LOC729440	1.853
LOC200383	0.6176
SMC2	-0.806
MIXL1	-0.404166666666667
TMEM9	0.26175
FAM86A	0.347
ZNF174	-0.5779
MYH14	-0.267
CCR8	0.8815
VPS37C	-0.0451666666666667
GPATCH1	1.08483333333333
B3GNT8	2.623
TBX4	-0.926333333333333
CNR2	0.212833333333333
PCDH1	1.32075
C5orf29	0.111375
OCIAD2	1.24925
PLCG2	0.19525
KIAA0247	1.08325
HRH3	0.277222222222222
CAPN13	2.350375
CCR1	-0.6833
MGC15523	0.749
UVRAG	0.0676666666666667
DNAJA2	-0.327833333333333
ITGA2B	-1.03533333333333
CLDN5	3.777125
PTPRN2	-2.73335714285714
ZNF512	-0.336
PSAP	0.886214285714286
CCDC140	-1.696
LRRC55	-0.384333333333333
CYP26C1	-0.9585
C8orf47	0.749
LYN	1.113375
DUSP6	-1.11583333333333
TGFB3	1.99353333333333
ELK1	-0.2819
PCDH11Y	0.7396
HGD	-4.1415
C17orf58	-0.92
MYO3A	0.051
SERPINE2	-3.08416666666667
AARSD1	0.69825
C14orf73	-1.47875
ADAM33	-0.16175
ZNF491	-0.437
MAPK6	-1.15333333333333
TCN1	4.91933333333333
SLC24A6	0.4205
UBE2R2	0.72125
H1FNT	0.02225
TATDN2	-0.223
LILRB1	0.69825
P2RY5	-0.5735
NUCB2	-0.97875
C2orf37	0.02825
SNX27	0.538666666666667
MTA3	0.6415
FOXO4	0.709
ID4	-0.286333333333333
SOX5	-2.8246
PXMP3	0.537375
OR52M1	0.2665
SFT2D3	-0.139375
INA	-2.91366666666667
MCOLN1	0.39525
NFIX	1.2379
CLEC14A	5.62266666666667
HIBCH	-0.309166666666667
PLA2G5	2.17625
TIMM10	-1.3145
MED17	-0.1355
COL4A4	0.6995
TPP1	-0.545166666666667
GJA3	-1.5818
TMPRSS5	0.6035
AADACL3	-0.1755
DNMBP	-1.736
ENPP5	3.02216666666667
NQO1	-2.2473
ZSCAN2	0.074375
SEC24C	-0.28
GTF2A1L	-0.9465
AXIN2	-1.3031
FAM33A	-1.40925
C16orf13	0.1485
SPNS2	1.96825
TAF1	0.5165
AP1G2	-0.974666666666667
RBM42	0.840333333333333
HCN2	1.59233333333333
EFHB	0.4398
RUSC1	0.534333333333333
GRIK5	-0.587
USP21	-0.495
ATAD3C	1.60475
ORMDL2	0.104125
PRSS7	-3.71625
PSAT1	-0.91925
FLJ13195	-2.27883333333333
TBC1D1	1.66333333333333
IFNG	-1.13175
OTOS	1.47183333333333
ZNF773	0.3185
EMD	-0.438
RETN	1.2665
CCL8	5.6515
APH1A	0.896375
COX18	-1.740375
GTF2IRD2	0.41175
CCDC82	-0.71475
PAFAH2	-0.255
NPEPL1	-0.8487
RP11-114G1.1	0.493
TP53INP1	0.12075
ZNF300	0.0121666666666667
FOXL2	-3.2855
LARP2	-0.248833333333333
LATS1	-0.821666666666667
HTR6	0.5265
SPOCK2	-2.095
RNF144B	3.23433333333333
HTATIP2	-0.19775
MGC10334	0.511583333333333
CENTA2	1.236
FGF2	-2.08325
FXYD7	0.7095
PHYHIPL	-1.3945
GPR34	0.77225
DDX6	-0.002
OR10W1	0.039
LHFPL1	-1.2875
ZNF313	-0.421285714285714
VPS28	0.03825
AP3M1	-0.7844
AKR1CL2	1.46425
TRAF4	0.925125
OR2B11	0.436
C19orf12	0.6285
AKAP9	0.355333333333333
C1orf62	0.63075
SLC20A1	-0.9978
FAM112A	0.822
LDB2	0.255625
MRPS23	-1.06425
KLK5	5.578
SPTB	-0.964333333333333
EFEMP2	0.499
EFNB2	1.642625
PCM1	-1.29657142857143
NMNAT3	0.61725
TSG101	-0.4095
C8orf40	-1.16183333333333
NOB1	-1.51975
ABHD3	-1.88975
GTF3C4	-1.2045
PIGN	0.468
GALNTL1	-1.628
AEBP1	2.440375
OR9Q1	0.6255
ANKRD2	0.830375
CCL28	-2.05325
TRIM38	0.774166666666667
TMCC1	0.759416666666667
SMG5	1.7165
LRRC7	-0.647
NCAPD2	-1.1085
C6orf153	-0.671
C1orf74	-0.45075
OTUD6A	0.3725
DCP2	-1.49433333333333
TMEM24	-0.91275
RPL18	-0.0786666666666667
TMEM177	-0.354
LRRC37A3	-0.0115
C1D	0.598833333333333
LDHC	1.491
UBE4B	0.713166666666667
NIT1	0.357875
BTN3A3	-0.897
RASD1	1.178375
COMMD3	0.41275
SHFM1	1.212
BIRC8	1.25633333333333
DUT	-1.347
C12orf51	-0.0285
LRRC59	0.0408333333333333
LY6H	2.903
WDR22	0.6165
EDEM1	0.0433571428571429
ADH1A	-0.129
PANX2	0.4774
CYP11B1	0.85725
CDC73	-0.03325
GPR172A	1.30375
GSTM3	-0.342461538461538
KCNA5	-0.678625
SERAC1	0.0665
NFATC2	0.1755
ANAPC5	-0.8229
C15orf24	-0.173
NFATC2IP	-1.36191666666667
TNRC6C	-0.433
MGC102966	4.4035
FGD5	-0.186166666666667
MED9	-0.98525
RAB13	0.9085
C15orf49	-0.1325
CRYGS	-1.1829
C12orf53	-1.9588
LOC283693	-1.358
COX6B2	-0.3915
PHF14	-0.65225
FAM3A	0.35675
RPL13	-1.0451
PRDX2	-0.5738
FLJ34047	-2.484
PRMT3	-0.9545
KCTD19	-6.6225
TRIM10	-0.363
MGC26597	-0.043
GCNT4	0.76975
GPRASP1	-0.52475
CDKN1C	0.0798333333333333
RHBDL2	4.2936
HSPH1	0.43725
AQP1	3.290875
COL17A1	1.3865
GFAP	0.478571428571429
CDC16	-0.25125
KIAA1614	-0.697
C6orf118	-0.1442
ZSWIM5	-2.5575
FAM83F	4.2705
LYNX1	2.471125
SYNPR	0.87475
XG	3.89783333333333
PRSS16	1.4915
KIF13B	-0.175285714285714
PCDH9	-1.498875
HIST1H2AH	1.46933333333333
RBM18	-0.63725
ZNF626	0.147
HEXIM2	-0.972166666666667
ITFG1	-0.2245
TUBG2	0.5065
SFRS7	-0.4865
C9orf14	1.0755
EXTL1	1.42325
GBP3	1.48033333333333
WDR5	-1.17375
RARG	0.304
MYO7A	-1.187875
CECR6	-0.436
C13orf3	-1.3845
SFRS18	-1.412
ACVR1B	0.739166666666667
PSMD1	-0.6791
C7orf31	-0.4675
ILVBL	-1.08075
IFNGR1	0.50075
RNF186	-1.009
NOL9	0.1405
MAGEL2	-0.62675
SLC29A2	-0.17925
NHSL1	0.32825
RBMX	-1.8205
PSORS1C2	0.38075
RAD51L3	-0.326666666666667
LCN6	-0.0133333333333333
ORAI2	-0.108625
BRUNOL6	-0.1849
OR4K5	-0.105
CDC123	0.769
MSLN	-0.200333333333333
WWTR1	1.51533333333333
ZNF700	-2.03683333333333
COBL	0.232
PPP1R16B	-0.742625
GAS7	-1.2705
MDN1	-1.026125
HAAO	0.212
C9orf68	-0.58175
TNFAIP2	1.50475
FOXN1	0.3535
hCG_2033311	-0.123
ATP6V0D2	0.6858
RPL41	-0.59975
SLC38A1	0.423625
ARHGAP6	-1.30427272727273
ADAD2	-0.2905
PHF20L1	0.7139375
MCM3AP	0.366666666666667
ST3GAL3	-0.631
SNX1	-0.7185
ELF5	5.24725
PARP3	-2.4075
RBM8A	-0.1980625
LINGO4	0.184
ITGA9	1.37483333333333
ZFR	0.471
ACSL6	1.572
FLJ20699	0.9306
DAOA	-0.25475
FABP4	1.786
KCNB1	-1.28
CANX	-0.3345
SLC25A28	-0.556666666666667
ADIPOR2	-0.1685
ECHDC2	1.5355
SMA4	-2.35525
FRZB	3.040625
PABPC1	1.78183333333333
DMRTB1	0.038125
APOBEC3G	-1.8325
CATSPER2	-1.00833333333333
CUEDC1	0.287666666666667
STARD9	-0.73225
CLDN8	6.848375
LOC23117	-1.38977272727273
E2F6	-0.860444444444444
TMEM126B	-1.17166666666667
DPY19L4	0.30125
GIMAP5	1.72616666666667
NDUFA9	-0.125166666666667
FAM77C	-1.331
CTPS2	0.55825
LOC51035	0.065875
WDSOF1	1.0635
EGLN3	2.398875
PITX3	1.271
OR52E8	0.164
GRM4	0.9875
KLK1	-2.67616666666667
GPM6B	-0.909
RRAGD	0.973
PAGE5	-1.85825
UCHL5	-0.6755
ULK3	-1.26433333333333
AIM2	1.52716666666667
PNO1	0.174666666666667
OR2F2	0.093
GNAT2	-2.473
SIX1	1.843
ST13	-0.6475
ZBTB44	-0.182625
TIMP2	0.523
ZMAT4	-1.906
GTF2IRD1	0.229166666666667
ZNF19	-1.859
ZNF714	-1.6665
RSC1A1	-1.107
C9orf80	-1.03225
PSMA8	0.3806
TMEM141	-0.252
COX4I1	-0.566357142857143
CTAGE1	-1.03866666666667
DTWD1	-1.078
HSD11B1	1.141
KRT6B	6.903
ARID4B	0.93525
LHFPL3	0.27
WWP2	0.135416666666667
ZNF326	-0.4322
RGPD1	-1.1775
CTSH	0.8225
FASTKD1	-1.01125
PAF1	0.8577
TTC9C	-0.2455
IFT57	0.282555555555556
PRSS36	-1.6345
IL20RB	-0.127
ZNF592	-0.0695
DCTD	-0.5738
CFP	0.3465
MFNG	-1.970125
JMJD2B	-0.28625
ALDH3B1	-1.46875
THSD4	-1.501
KCNJ5	0.706666666666667
LMNA	1.3925
TBCD	0.94775
ZNF250	-0.203166666666667
CASQ2	0.5308
PEG10	-3.28683333333333
PRAME	-1.8536
NP	-0.363125
TRIM59	0.576
ZNF12	0.058625
XTP3TPA	-0.2395
SIGLEC7	-1.0473
PANK4	-0.79725
FAM70A	-3.2695
SNED1	-0.88875
HIP1	1.2166
RAET1E	-1.7952
AMAC1L2	-1.357
AHNAK2	1.65775
TOE1	-0.9525
RECQL4	-0.02525
SPRYD3	0.858
DPAGT1	-0.56025
MAGED2	0.8816
ANKRD55	-0.66525
TRPS1	3.27458333333333
DOK7	-2.031
TFPI2	-5.1725
GTF2H3	-1.18416666666667
CYP4F11	-2.5425
LHX2	-4.017
ATG16L1	0.173166666666667
ASB12	0.158
C1orf116	3.1595
NF2	0.9164
POM121	-0.022
PHYHD1	-0.0233
TXNDC17	-0.0788333333333333
DKFZp779O175	-0.00749999999999998
NUP62	0.927714285714286
MYO18B	-1.444
PRAMEF1	0.31
TCBA1	1.20442857142857
TMEM168	0.96075
FJX1	-0.262333333333333
CLCF1	-0.38625
SEPN1	0.3405
IGSF2	-0.299666666666667
NUDCD1	0.786333333333333
TFF3	-2.8245
NDFIP1	0.0259285714285714
CHCHD4	-1.39975
TNR	0.464
CUTA	-0.489333333333333
USP44	-4.326
DPP10	0.2808
IWS1	0.054
PCGF1	0.0435
SULT1C4	-1.457
NTF5	2.188
PTPN13	-1.05075
SSTR5	-0.624
SFRP1	0.126125
IDH3B	-0.410125
SUOX	-0.366
TMCO5	1.8035
GOLT1B	0.09325
MIB1	-0.947
