Hybridization REF	TCGA-BH-A0DT-01A-21R-A12D-07
SP5	-1.33883333333333
ANKRD1	-3.4645
DDR1	1.5259
ATP6V1D	-0.09625
PTGS1	-0.898416666666667
RNF157	-1.6755
DCC	0.29225
SPAG7	-0.0355
FBXO18	-0.35525
UBE3C	-0.2925
HOXC6	0.32325
LRP2BP	0.6246
MYST2	-0.522
PDSS2	-0.0425
ATE1	0.28225
ARAF	-0.93675
KLF10	0.80325
PLA2G2E	-0.233
ASCL1	-1.50016666666667
TSNAXIP1	1.04075
FAM131B	0.46475
IFNA10	0.915
NUP43	-0.30625
FAM44B	-0.34425
L1TD1	-5.257
NMD3	-0.653416666666667
C18orf54	-1.4822
PHOSPHO1	-2.49
RAG2	-3.4205
EMILIN3	-0.419
METTL3	-0.461
VPS13C	1.248
REXO2	-0.403
ANXA4	0.546
CA1	-1.7615
DCP1B	1.0245
TULP3	-1.16383333333333
ATP2A2	-0.373142857142857
ATIC	-0.5555
ADAM15	-0.147666666666667
NPL	0.531
LGR4	-1.4745
UEVLD	1.187
GAB1	0.97275
SNAI2	0.711
ZGPAT	-0.108
SNF1LK	0.129375
DLEU1	-1.15475
UBE2Q1	0.339
ZMYM6	0.30525
JPH3	-1.52566666666667
FAM38A	-0.2865
PXK	0.435333333333333
DENND2D	2.852
BAX	-0.779833333333333
CP	-2.51036363636364
RPL37	0.2995
G6PC3	0.26575
NCOA4	-0.0501666666666667
LRRC14	-0.281
GORASP1	-0.17
FCHO2	1.340625
CYP24A1	-3.4238
FXYD3	2.197375
SMARCAL1	0.304
ABCB8	-0.407166666666667
CCDC44	-0.653
PRDM7	-3.74333333333333
USH1C	-1.68325
DNAH5	2.90966666666667
SRF	0.3595
MAL2	2.74183333333333
PGPEP1	0.383833333333333
SIN3B	-1.2815
SEMA3C	2.10483333333333
GRAMD3	1.51275
FBXO10	0.2565
OR5D13	null
FLJ31818	0.769625
CACNA1I	0.2405
S100A13	1.3355
TP63	4.22585714285714
ANXA11	0.8453
WDR66	1.583625
CSF2RB	0.2545
IFI44	0.54475
DACT1	2.029
ANKRD23	-1.324125
ATP5G1	-0.644166666666667
C21orf70	-1.08233333333333
PPWD1	-0.80475
DNAJC13	0.24925
PAH	-4.60083333333333
PTCH2	0.4095
TRMU	-1.0875
CCDC9	0.078
USP3	-0.2999
DCLRE1C	0.4295
FAM55C	-0.10825
FRMD4B	2.2585
CYP2R1	0.34425
RFPL1	-0.6301
XPO5	-1.35275
ARL6IP2	-1.295
OSBPL5	1.493
MMP9	3.65736363636364
KIAA0802	0.22025
DHRS2	-0.229333333333333
SGEF	1.924125
TXNDC10	-0.0892
EXOC6	1.577
RPS27	1.80616666666667
PNCK	-1.51383333333333
FSTL1	-0.166
AACS	-0.0775
SLMAP	0.947833333333333
SAMD4A	-0.000100000000000017
ABRA	0.74625
SMARCD3	1.149
PKNOX2	-2.6095
A4GNT	-0.4485
C9orf39	-1.01266666666667
RALYL	0.0886666666666667
MGC33556	-1.977
C10orf25	-0.5425
BBOX1	6.09575
NHEDC1	0.76825
XDH	-0.52725
GCSH	-1.4155
EDN1	2.28316666666667
MTERF	-0.03575
CLK4	1.24125
ZNF799	0.871
KCNG1	-2.2895
CXCR4	0.735666666666667
PTPRR	-2.24675
IRAK1	-0.43775
LOC401397	-0.1345
TMSB10	0.683071428571429
CXCL3	-1.8815
TMC4	2.34175
OR7A10	0.4885
STYK1	2.07475
CHRNA10	-0.378666666666667
CCNI	0.58875
EP300	0.714142857142857
LOC165186	0.169
HIC2	-2.795
SDR-O	-0.3785
OR2W1	0.612
KCNA6	-0.222
TRIM74	-1.642
REEP6	1.519
ATP5G2	-0.08425
ERG	0.936625
TMEM42	0.36375
PARN	0.203333333333333
SOD2	1.51625
DIRAS1	0.329833333333333
PNPT1	-1.603
JOSD3	-0.8655
hCG_40738	-0.2205
PDE1C	-1.294
SEMA4D	0.022625
AGPAT1	0.157166666666667
NOSTRIN	1.767
MAP3K3	-0.562833333333333
MAX	0.7255
CAPS	2.80233333333333
SERPINA12	0.7165
OSBPL8	-0.170375
RICS	1.3422
NR4A2	0.6955
PPCS	1.20716666666667
LONP1	-1.4255
SCYL3	2.2505
HERC2P2	-1.67983333333333
FIBCD1	-0.8265
C15orf41	-1.10275
DMC1	-1.84333333333333
C20orf27	-1.8995
RPS6KA5	1.5087
FAHD1	0.0298333333333333
SLC12A4	-0.205
BRCA1	-1.93558333333333
GBL	-0.7725
SLK	0.67
NUDT9P1	0.3505
NOXO1	2.5915
USP52	-0.8805
BAZ1B	0.64325
SLCO2B1	2.75425
BBS12	1.58983333333333
LRGUK	0.512666666666667
TERF2IP	-0.3085
COL1A1	4.9215
KIAA0090	0.07075
GRK5	0.234833333333333
AP1S2	-0.9758
TMEM52	-0.577
CA11	-0.660625
OR4A15	0.397666666666667
ACBD3	1.6008
SPAG11B	0.02025
PRDM2	1.1859
FOXP3	-0.08425
SMYD3	0.1085
LOC389199	0.1105
LGI2	1.56783333333333
NAPE-PLD	-0.0487
ANKRD6	1.053
WDR45	0.310666666666667
SHROOM1	-1.60775
PSCD3	0.568
PYY	1.8845
KCNC1	-0.4725
ARHGEF9	0.4884
OR8J1	0.001
GPR55	-0.436666666666667
NS3BP	-2.168
C10orf22	0.724166666666667
NAT8L	-0.794
DUSP4	0.514166666666667
FOXM1	-2.76683333333333
GRAMD2	1.8779
ZBTB48	-0.321
BUD31	-0.2785
PABPC5	0.5045
CCDC41	-0.271
FBXO11	0.273333333333333
C6orf148	-0.23425
RFXAP	-1.00475
C6orf15	1.33366666666667
CDK8	-0.6945
C6orf70	0.7665
TESSP2	0.0795
ALG2	0.3675
PPP1R3D	0.889
TPM3	0.696444444444444
SYT13	1.87075
EPB42	-0.3745
CETN3	-1.021
PRY	-0.2415
NTHL1	-0.149666666666667
POLR2B	-0.164
RPS28	0.877083333333333
P2RX3	-0.23125
LYZL4	-0.02575
WBP4	0.2766
PMM1	-0.26575
C11orf79	0.18325
CBLL1	-0.422
IL1F10	0.738333333333333
VAX2	-1.0175
SETDB1	0.201666666666667
LRAP	0.311333333333333
GCLM	-0.4395
CPEB3	2.77225
PPM1A	0.5943125
INTS1	-0.659
CAMTA1	1.61833333333333
SAMSN1	-2.01525
LOC158830	-0.8565
GMPPA	-0.923625
AIPL1	0.24
IL24	1.17475
BDKRB1	-0.860833333333333
MLF1	1.2494
TAF12	0.16025
ID1	-2.235
THADA	0.00662500000000001
PIK3CB	-0.142
OR4N5	-0.014
TBC1D17	-0.978333333333333
COX8A	-0.60875
CDCA4	-1.25675
C2orf44	-1.12675
ZNF534	-0.67525
IMMP1L	0.221
NIPSNAP3B	1.060375
FTMT	0.2545
PWP2	-0.828
MMP15	-1.3881
DNAH11	-2.16733333333333
MTMR14	-0.356375
DNAL4	0.47275
IPP	-0.427
TMEM59	1.714125
C1orf157	-0.2985
RGS4	1.84933333333333
DDX18	-0.123333333333333
SNX6	0.4575
ZNHIT2	0.502833333333333
NCDN	-0.7205
FLJ33534	0.098
RAG1	-1.245125
OR4D10	0.6225
PTPN5	0.17
POMT1	0.21775
LRRC8A	0.7314
CYP1A1	-1.739
CAPN1	-0.994166666666667
DDHD2	0.071
GRIK2	-0.32225
GNRHR	0.24575
PPBP	0.712
HTR3A	-1.075
SLITRK4	0.115
ANKRD49	0.231
BTF3	0.1857
SARS	-0.49125
C13orf18	0.023
CACNB1	-0.150230769230769
QKI	0.225863636363636
SETMAR	0.943875
MAN2B1	0.588333333333333
EML3	-1.19925
ACADL	0.485333333333333
OFD1	-0.107875
DEFB114	1.5185
CGA	-3.5155
PEX16	0.246166666666667
LRRC10	-1.437
GNG12	0.4005
C1orf152	0.347166666666667
CHRM1	0.305
CD53	0.483375
DBH	-1.046
TFAP2B	4.46425
HIST1H2BJ	-1.47566666666667
FAM46D	0.472
TMEM11	-0.20075
C3orf32	-2.48525
PCCB	-0.684375
IPO13	-0.34075
C6orf105	-1.64225
COMMD5	0.699
SUV420H1	-0.161
LTBR	0.0935
ARHGAP15	-0.271875
HDHD2	1.26
TDRKH	0.241333333333333
LOC401052	0.497
PSG4	0.072
GNB4	0.2968
SPATA4	4.18175
SLC9A3	0.1565
OSBP	0.36
NBPF3	-0.12675
DOCK11	-1.145
SLC39A5	-1.49733333333333
PRR5	0.4345
C10orf63	1.981125
SMTNL2	-2.30475
ADRA1A	0.38775
ASAH1	2.45
DOM3Z	-0.4492
GIPR	0.854166666666667
AHI1	-0.0869166666666667
NADSYN1	-0.0985
RGS14	-0.3182
IL18BP	1.3278
RTN4RL1	1.92275
ARMC6	-0.91625
PSMD5	0.0685
HK3	0.696
OR4S1	0.543
RSU1	1.1148
MAD2L1	-2.41977777777778
EIF4A3	-0.7605
DLEC1	0.345166666666667
E4F1	0.200333333333333
CHMP2B	0.5774
CAMSAP1	-0.21375
RPS21	-0.4925
ARID5A	1.5235
UBE2N	-0.3052
IGSF8	0.670666666666667
MAGEB6	-3.1055
ACAD11	-1.202
MGC4172	-1.40225
LMO4	-0.26675
KLKB1	0.00274999999999999
HP	-1.208
HDAC3	-0.2575
SCHIP1	1.08325
CLCA1	0.554
OLFML2A	1.567625
C1orf112	-1.01925
KIF19	1.58683333333333
HAPLN4	-0.6529
CXCR7	0.295166666666667
GOT2	-0.7585
RAB38	0.3115
DCX	1.72725
PPM1H	-0.119166666666667
NFYC	0.0910833333333333
KIN	0.575625
ZNF228	1.77875
PLSCR4	2.75266666666667
HIG2	0.11325
FAM79B	7.0765
C21orf86	-0.6484
KCNK10	0.93175
ZNF738	-1.13125
FSTL5	-1.00916666666667
OR6A2	0.778
OTOA	0.289666666666667
EXOC1	0.877375
AHRR	-3.59525
PDAP1	-1.71766666666667
C19orf6	-0.55225
ZAN	0.06125
LY6G6E	0.11
EIF4E2	-0.2845
C20orf198	-0.30575
ZNF324	0.1675
CYP3A5	-3.5585
ENTPD7	1.13766666666667
MBOAT5	0.206166666666667
GJB5	-0.855
TTC13	-0.108
S100Z	-1.32
KIAA0664	-1.10366666666667
PDGFRB	2.50433333333333
IL17D	0.19
OR56B4	0.834
RDX	-1.11833333333333
SLC34A3	0.1305
IL28B	-0.3935
JUND	1.41175
CHRNB1	0.0235
CAMK2B	1.29175
FETUB	-1.866
CXorf23	1.383
MRTO4	-0.861
TTC3	-0.2353
NDUFB8	-0.109666666666667
EDG2	-0.795
SEMA3G	1.03375
IL23A	-0.11875
GRHL1	2.7361
LOC441054	-1.182
WDR65	1.25842857142857
PSTK	0.654
STOML3	0.4432
R3HDM2	0.4013
C5	-1.26275
SLC2A10	1.23633333333333
C3orf22	0.32075
PAQR3	-1.32661538461538
ANKRD26	0.0324166666666667
HCRTR1	0.1245
LOC399947	-0.72775
PSD2	-0.862333333333333
TIGD2	0.144333333333333
SCRN1	-0.681375
COQ10A	-1.16125
DDI2	-0.105
METTL7B	-1.1235
UCN2	0.196
FAM92A3	-0.89725
WDR16	2.9125
ZNF511	0.0975
ZMYM5	-0.222125
POLR3G	-2.5725
ZNF586	-0.068
C1orf49	0.236666666666667
TANK	1.58883333333333
RCAN1	0.258
PELI3	1.21666666666667
LIMD2	-0.646166666666667
TMEM189	-1.31
NTN4	2.084125
LOC151300	0.1855
CLEC2A	-1.398
GPR135	-0.982
DPYSL4	-2.1694
JAK2	0.309833333333333
TSHZ1	1.4135
TM9SF4	-0.817375
ZNF264	0.7045
SIRPG	1.596375
BICD1	-1.26775
HERC6	0.321666666666667
METTL5	-0.8215
CASP1	1.3845
PRRT1	-0.692833333333333
PLA2G4C	2.43366666666667
ICA1L	-0.281153846153846
TPTE2	-0.3004
OTUD7A	0.275166666666667
AQP11	-1.2715
APOA2	-3.5365
KALRN	-0.8371
SECTM1	0.479916666666667
IFNAR1	0.133
TALDO1	-0.44725
RAB11FIP4	0.64
EIF5A	-1.819
FAM49A	2.008
NEGR1	0.829833333333333
YTHDC2	-0.31375
EHD2	-0.097625
NCF1	1.7052
SCRT2	0.214
HOXA5	-0.646833333333333
NUP133	0.97325
FGF12	-1.0981875
SLMO2	-0.449125
SNTA1	-0.899125
CACNG2	-0.486
GCM1	0.4035
ELF1	0.983666666666667
TLR5	3.333
TCFL5	-0.70875
RBMY2FP	-1.005
LOC100125556	0.344
FAM129B	-0.115
MAP3K7IP1	-0.70275
NCK2	-0.308
OXA1L	-1.42275
FMO9P	1.151
ZSCAN12	0.79575
PSMD12	-0.588
HSCB	-0.3255
CLDN10	-3.22425
MGC13053	-1.399
HPCAL4	-0.905833333333333
ASZ1	-0.885
MEX3D	0.466666666666667
NFAT5	-1.0894
CSPG4LYP1	-0.802333333333333
FBXO3	1.5031
DVL1	-0.291166666666667
CMKLR1	1.52633333333333
TYMS	-2.881
PEF1	0.16075
ZNF750	2.09016666666667
MCM5	-1.2724
MEGF11	1.237
KCNK7	-0.089
PTP4A3	0.2155
C1QTNF2	-0.841666666666667
OR6S1	0.3665
FAM122B	-0.7185
ZNF551	-1.08325
HBQ1	-2.4025
GEMIN6	-0.28
ARSK	0.25125
RBP7	2.51833333333333
CPNE9	0.161
DSC1	1.6365
LOC730112	-0.73475
MAP2K4	1.112
HS3ST5	-3.337
EPB41L3	-0.46175
TEKT2	2.8885
CDKN2B	0.523916666666667
ZNF480	-0.44625
MAP3K6	0.9049
MAP6	2.65616666666667
HN1	-0.5186
OR2L13	1.14866666666667
SLC16A11	0.9685
FAM96A	-0.28425
APOL1	0.55375
C5orf32	0.517
RTP1	-0.96
RNF175	0.7365
ZBTB41	2.202875
AHCTF1	-0.0972
SAE2	0.2751
ITGA2	1.32783333333333
MME	0.603333333333333
CCDC14	-1.158
MAST4	0.949928571428571
KRT33B	-1.124
KCTD2	0.0651666666666667
WDR26	0.589916666666667
MFI2	0.705625
NR4A3	-0.997375
ARSA	1.71675
UNKL	-0.412
SULT6B1	0.498
CCNA2	-2.74716666666667
SOX15	-0.33
PPAPDC1B	0.868333333333334
C19orf44	0.521
MCAT	0.411583333333333
ARID1B	0.65625
OR52N1	0.131
C12orf48	-2.23075
MAGI1	0.304625
NIPA2	-0.2445
GBX2	-1.923
RSHL3	1.31275
RAVER1	-0.445
C15orf17	-0.649
SLC30A2	0.0084999999999999
ZNF518	0.36225
PCYT1B	-2.51525
C10orf114	-1.31775
EIF3H	0.833166666666667
SLC25A39	-1.06016666666667
KIF1B	-0.448
AMOTL2	0.95025
C6orf120	0.713375
PSRC1	-1.8145
PLA2G10	2.511125
KIF5C	0.15625
MRPL37	-1.0205
C17orf62	0.0746666666666667
C9orf135	-0.332666666666667
DUSP10	0.9741
CLCNKB	0.3125
PSMA5	0.134125
C8orf53	0.58075
AMPD3	1.08183333333333
PIAS1	-0.437
ADCYAP1R1	-0.102
GYLTL1B	0.60375
CDH20	-0.187
FBXO7	-0.382
TMEM134	0.624333333333333
FLJ14213	0.6975
ZNF3	-0.549
LRRFIP1	0.891291666666667
CNOT2	0.288833333333333
ABI3	2.82075
ALDH5A1	-0.437416666666667
HNT	3.377
SERPINA4	-2.71875
TK2	0.288166666666667
STMN1	-1.52266666666667
GUCA2A	-0.149
GALNT10	0.165214285714286
DPP6	-0.632210526315789
C9orf93	-0.48
PRELID2	-0.2275
STK39	-0.084375
SFTPA1	-2.092
CKS2	-1.61322222222222
RHO	0.00462500000000002
C20orf135	-0.05625
XKR3	-2.649
CR1	0.114625
RPS6KA2	1.39428571428571
C20orf112	0.324
MRPL22	0.039
C4orf23	0.761833333333333
GADD45B	1.51075
KLHDC1	2.75833333333333
C2orf48	-3.2215
ZNF287	1.4855
DAAM2	-1.037
DPPA2	-2.77733333333333
TCTN3	0.625833333333333
DNAJB11	0.715375
FPR1	3.38375
DEFB4	-0.0445
PTCD2	-0.5875
SMOC2	5.36583333333333
CABP7	0.9765
SERPINB11	0.7605
MAGEF1	-0.59425
NDE1	0.00449999999999999
ITGA10	-0.5885
FSHB	0.514
ANXA2	1.4145
HORMAD2	-0.09225
HLCS	0.3765
MCF2L	1.10433333333333
FH	0.78325
TBC1D24	0.55425
KIAA1505	2.656
LGALS2	0.653
CNBD1	0.849
SYNPO2L	1.15
PTPN23	-0.353714285714286
C1orf183	-0.681666666666667
MAGEA8	-3.57525
DGCR8	-1.423
GSR	-0.3495
PAQR7	0.24875
ZNF676	-1.024
CACNA1C	0.2692
SP7	0.0445
PDCD6	-0.26525
NRN1L	-1.1885
BRI3BP	-0.935166666666667
KIAA1183	0.69275
ASB4	0.34325
CCL23	1.3639
OBSL1	-1.038375
SLC12A7	0.374333333333333
KIAA0240	1.558875
CD1B	-1.61433333333333
FCGR2A	1.042
MDC1	-1.135
HTR1A	0.006
OCEL1	-0.04525
ATP11B	-1.0091875
FBXO34	0.177166666666667
PCDH12	3.3745
RPE	-0.43825
C17orf74	-0.1115
CSDC2	0.828666666666667
PET112L	-0.2025
TMBIM1	-0.2725
P2RXL1	0.1365
TCHP	-0.968
TRMT1	-1.06216666666667
F2RL2	2.37816666666667
LRRC32	3.34866666666667
IMPG2	0.424
BGLAP	0.07925
LOC493869	-0.6365
MRAS	1.478
SLC35F5	0.90075
CBWD1	0.3715
AXL	-0.791
ATP2C2	-0.08175
TELO2	-0.417
PNPLA3	-0.588
PCDHB14	0.63425
CD276	-0.1065
KRT80	-1.598375
DUSP28	0.614
CSNK1E	-0.267416666666667
SRP14	0.8155
KCNQ4	0.9905
KRT72	-0.706
CCDC117	0.04975
C6orf89	-0.0221666666666667
TUBB2B	-2.1768
RTN4IP1	-0.3975
CR1L	-2.62
CEND1	-0.110875
C12orf41	-0.1095
RNF31	0.05725
UBN1	0.0465
C17orf32	0.47925
SLC5A7	0.562666666666667
GPR92	0.489833333333333
ESAM	2.2834
CTNNA1	0.853666666666667
HRBL	0.0354
CBX4	-0.87025
TMEM182	0.394
SH3TC2	0.360833333333333
IL10	0.574833333333333
PXMP4	0.758
RNF167	-0.2204
PAK7	2.81866666666667
ETV3	-0.8575
ATPIF1	0.0295
LOC554207	-1.9255
OR8H1	-0.155
WDFY3	1.297625
DPM1	-0.558
GPSM1	-0.8645
WDR92	-0.0625
LRP1	-0.04
ANKH	-0.48375
THUMPD3	-0.95125
POLR1B	-0.55375
OLFM4	6.3415
RAD9B	0.504
TSPY2	-5.0875
PAX6	-2.30075
SCG2	-1.662875
SLC17A6	0.504
FMO3	3.877375
PADI4	-0.131714285714286
TUBB4	-0.9502
NLK	-0.64675
POU4F3	-0.8585
SDF4	-0.6805
ITGBL1	1.93066666666667
NETO1	-2.16725
TAP2	-0.29075
ABBA-1	-0.739416666666667
GNAI1	-0.05925
VPS4B	1.45875
NOPE	-0.3891
GALNT6	0.849333333333333
SESN1	1.908625
GBE1	-1.47077777777778
CLASP1	0.09575
RASGEF1B	0.83975
ACOT11	0.402857142857143
AFAP1	1.06975
OR2H2	-0.465
DPY19L2P1	-0.95775
DZIP1	-1.38475
SEC22C	-0.0611666666666667
GPR161	0.250666666666667
RNF146	0.68925
WDR74	-0.77425
GALP	-1.5105
PURA	0.59175
DNPEP	0.3375
RP11-78J21.1	-0.225
ERBB2	2.569875
FANCM	-0.755916666666667
NEO1	1.20283333333333
DDX3Y	-4.4529
RPS3A	1.049625
MXRA7	-0.0559285714285714
LGALS3	0.184833333333333
GLT8D1	0.18675
CFL2	-1.19566666666667
UPB1	0.59325
NAP1L5	-0.145875
CLDN14	0.50875
DHX38	-1.29275
BTBD1	-0.1895
TARS2	0.228666666666667
ABCF1	-0.3933
FCF1	0.918
LRRC49	0.473
GUCY1B2	-1.764
C1orf177	0.7225
SMARCA4	-0.867642857142857
LRP8	-3.2235
TAGLN3	-1.5625
MRPL14	-0.29175
TTRAP	0.41575
ZDHHC20	0.89425
NFE2L3	-0.48675
KIAA1377	0.828
PALMD	1.4136
TMEM43	0.305
TTL	-1.283375
STAT5B	-1.31316666666667
SSB	-0.623875
OR10H5	0.105
SLC22A13	-2.91166666666667
AKAP3	0.41875
TIMM23	0.3415
OAS2	1.74533333333333
KIAA0423	1.3875
TRIM11	0.669
GLIS3	2.915375
TMEM50B	0.927333333333333
ARHGEF4	-1.4085
DEGS1	0.0909090909090909
TBL1XR1	0.7768
G6PD	-2.46875
SP140	0.7408
MUC17	0.139615384615385
NUDC	-0.1959
DNAJC5B	1.23416666666667
SCARA3	-0.0246666666666667
CPA3	6.32416666666667
BCAT2	0.22475
MFN1	0.2341
NRG3	-1.019
SNX11	-0.233
PLEKHH1	-1.31383333333333
GPR177	0.129166666666667
HCFC2	0.356
TCAP	-0.54375
MOCOS	-0.543
C14orf93	0.51475
PRDM10	0.029
SLC16A4	1.27383333333333
SRGAP1	-0.550833333333333
VIP	0.847
DUSP27	0.509833333333333
LILRA1	1.1609
MC2R	0.034
MGC24103	-1.808
MBTD1	-3.0285
FUT11	-0.388166666666667
USP33	0.2581
C15orf39	-0.98925
MAP3K12	0.04975
PAAF1	-0.432333333333333
BARHL1	0.383
FLJ16165	0.014
PIWIL2	-2.69125
SYNE1	0.414909090909091
CMTM4	-0.15775
TSPYL1	1.1807
GUF1	-0.924833333333333
TMEM157	1.982
WDR44	0.47125
HIST1H3C	0.36075
DKFZp666G057	2.007
RNPEP	-0.367
GAS2L2	1.27533333333333
ADH4	-3.861
GRPR	4.05616666666667
FBXL17	-0.17525
ZBTB10	0.534333333333333
Gcom1	0.632222222222222
HTRA1	1.8994
ZNF585A	-0.315
SLC26A2	-0.154142857142857
OTOP3	0.3432
WISP1	3.41911111111111
ATP2B4	0.186583333333333
FLJ10769	0.55575
CRAMP1L	0.361875
CHST12	-0.45125
RAB22A	0.537583333333333
TARDBP	-0.0779285714285715
STAU1	-0.85375
CRB3	2.3675
MIG7	-0.6055
CHMP1A	-0.874
ZNF160	0.21425
B3GALT6	0.282875
BARX1	-1.75833333333333
C6orf167	-1.7620625
NXNL1	0.4015
DHX29	0.852625
HADHB	0.20725
PLXNB2	0.264
ILDR1	-1.41875
SLC15A3	2.04375
GAS2	-3.262
C20orf69	-0.283
NUMB	-0.0235
TNIP1	-0.06925
MESP1	0.0661666666666667
PSKH1	-0.5255
NSFL1C	-0.423625
RHOG	-0.40325
HEY1	-0.993
KNG1	-2.04575
ITGAX	1.4277
LIN9	-0.304333333333333
CANT1	-0.18
XRN1	0.391714285714286
CCDC96	2.1199
HEATR6	-1.472
GNG7	0.712583333333333
RUNX2	1.513625
SOX1	-0.098
FCRL5	1.0038
ZNF99	0.31675
FAM9A	1.169
SNX22	0.6
MBNL3	-1.84266666666667
ODC1	-1.6141
ADORA2B	-2.09933333333333
NR2F6	-0.359
ZFYVE16	-0.0013888888888889
SYNJ2BP	0.1243
POLE	-1.427125
E2F2	-1.26125
THRA	0.00816666666666666
PTGES2	-1.33483333333333
HIP1R	0.712166666666667
TMUB1	-0.432
ENO3	-1.88175
RSPH10B	-0.782
CXorf39	1.298125
IRGC	0.488
GPR109B	1.18325
FLJ13305	-0.738
LCE3A	0.4475
TNFRSF18	0.9125
DET1	1.04475
TRPM3	-0.0744
C16orf79	-1.469
FECH	0.165666666666667
RAP2A	0.367
CRIP1	2.934
AZIN1	0.214375
SLC7A7	2.956
IL10RA	0.9124
TMEM64	-2.52075
CDC42EP4	0.4522
C16orf58	-0.2675
ARG2	-2.2225
POU5F1P4	-4.2155
FAM62B	-0.15675
DNAH8	-2.2179
ASH2L	0.42075
TSLP	-1.78216666666667
CNTNAP5	-0.1875
TMEM16C	0.11925
IFNA14	-2.33
SLC1A3	0.276625
CABYR	2.59125
BCL7B	-0.2205
NUDT13	0.869666666666667
C13orf28	0.535
C1orf53	0.07125
ARL6IP4	0.1326
RPL35A	0.30375
EMR3	1.42975
RAB40C	0.534166666666667
SLC41A1	-0.3235
LRCH1	-0.39325
LY6G5B	-1.8745
FAM124A	-0.892214285714286
MGC10981	-3.67333333333333
CLIP3	0.0751
MAP4K2	-0.323333333333333
CHIC1	0.60775
SULF1	5.81116666666667
C20orf30	0.0607857142857143
PRDM5	-0.894
ELOVL1	0.00775
C11orf48	-0.296625
SLC39A10	0.01025
KCNV1	-0.02525
ACP1	-1.5015
ZMYM2	-0.24725
B3GNT6	-0.574
C9orf69	-0.33075
C2orf15	1.53875
C20orf166	-0.8275
HSP90AA6P	-0.956
EDG7	0.672
NEURL	0.225375
LPL	1.857
CLEC2D	0.255357142857143
GRRP1	2.4405
CD8B	-2.6237
HIST1H3D	-1.122
SLC6A12	0.20725
FAM27L	0.0335
CD84	1.3604
RASA1	-0.183
PHKG1	-0.489
MAGEA11	-1.9845
IMPA1	-0.4926
NPM3	-1.31475
RARRES1	4.39225
SH3BP1	-0.163
B3GNTL1	-0.4025
ARPC5L	-0.0985
KLHL26	-0.34625
SIM2	-2.334125
GJC1	0.636
C20orf194	-0.1
EXO1	-2.40575
SLC2A2	-3.97316666666667
LOC285074	-1.02525
LRG1	2.98625
KIRREL	-0.8305
PIK3R1	1.3175
C4orf34	1.448
MAF	-0.308277777777778
ADCY4	4.277
ZMIZ2	1.0527
SLC46A3	1.78566666666667
STAMBP	-0.0218333333333333
CCDC16	0.562
MS4A12	-0.08
TCF20	1.053
LRRC46	2.15325
C20orf152	0.7835
MRPS6	-0.475
ABCB11	-0.1195
KCNC2	1.3515
CDH19	-3.01233333333333
C9orf123	-0.463166666666667
SSH3	1.380875
LDLRAD1	-2.07275
CCBE1	-1.20475
ZNF135	0.5925
TAAR1	0.5545
WFDC12	0.0975
CCDC42	0.1935
FLJ12529	-1.42275
PER1	-0.2755
TIMM50	-0.604333333333333
SMARCAD1	0.154166666666667
FAM26C	-0.193
TP53TG3	-1.3245
SH3RF1	1.6054
LMCD1	2.1415
GPR63	-0.53
FLJ21986	-1.731125
AIFM3	0.00800000000000001
MICAL1	-0.116333333333333
BLZF1	1.28366666666667
IQCA	2.33083333333333
PCDHGC3	-1.1715
SAC	0.574
BCL6B	2.4065
DDO	1.52
MARCO	3.2235
DCHS1	1.08833333333333
C1orf170	1.36233333333333
CD200R1	2.23083333333333
C22orf15	-0.1415
SEPT11	0.112666666666667
ADNP	-0.033
UST	-0.3179
C13orf34	-1.20733333333333
RFFL	0.500642857142857
APBA3	0.2955
C2orf60	-0.102875
CUTL1	-0.6049
PMS1	-0.87875
ZNF689	-0.32
EIF3E	-0.572
IL9	0.3034
RPL31	-0.013625
LY9	0.0486666666666667
ATP2B3	0.461
KDELR2	0.286875
TFCP2	0.394
NLRP12	-0.37075
FLJ45422	-0.6345
TLE4	-1.0037
ZNF570	-0.315
FLJ43806	-0.945
TLK2	-0.778
CIR	1.2045
MARS2	-0.264
COL24A1	1.13975
SDF2L1	-0.3775
HIBADH	0.5655
IGFBP3	-1.72814285714286
C12orf23	0.60975
PSPC1	-0.12025
C20orf43	-0.315
TRAV20	0.8975
ARHGAP24	1.072
KIAA1975	-0.511
C1QA	3.157
DNTT	-5.07533333333333
C10orf6	0.145
C11orf41	-0.01825
HNRPF	0.973
COL11A1	5.03116666666667
UBAP2	-0.695333333333333
CDKN2AIPNL	-1.249
C20orf174	4.51
SPRED2	0.37775
PLA2G12A	0.3345
ICEBERG	-2.082
SCN10A	0.33
C11orf65	0.15625
GBP5	5.01875
PITPNC1	-1.68833333333333
POU3F3	-0.324
NCOA7	0.486
LIN7C	0.6853
LOC348840	-2.942
NKX2-2	-2.8315
ANKRD13D	-0.319875
LOC123688	0.35625
FUT2	2.60766666666667
TAAR8	0.829
FZD4	0.0490833333333333
PNMA3	-0.8754
OR4L1	0.045
WIT1	-3.3195
EXOC3L	2.2095
ATPBD4	-0.1429
KRBA1	-0.05175
UBXD6	0.8135
HOXB7	0.0947857142857143
C7orf23	-0.006
UNQ338	0.6555
STAB2	2.314
CDC20B	0.404666666666667
IRF9	1.61625
CENTG1	0.817583333333333
TNPO2	-1.2485
MCPH1	0.565875
BMS1P5	-1.12525
SLC26A7	1.709
