Hybridization REF	TCGA-BH-A18V-01A-11R-A12D-07
P2RX3	0.25925
LYZL4	0.792
WBP4	0.152
PMM1	0.1085
C11orf79	0.3185
CBLL1	-0.22575
IL1F10	1.454
VAX2	1.2925
SETDB1	0.108333333333333
LRAP	-0.181
GCLM	0.594666666666667
CPEB3	-0.3535
PPM1A	-0.093875
INTS1	-0.488
CAMTA1	0.0869166666666667
SAMSN1	-0.3745
LOC158830	-1.79716666666667
GMPPA	0.205875
AIPL1	0.71775
IL24	-0.39275
BDKRB1	-2.69066666666667
MLF1	0.823
TAF12	-0.5125
ID1	-2.635125
THADA	-0.31
PIK3CB	0.39975
OR4N5	0.8175
TBC1D17	0.3935
COX8A	-0.1025
CDCA4	0.89475
C2orf44	-0.9385
ZNF534	-0.00175000000000001
IMMP1L	0.0685
NIPSNAP3B	1.567875
FTMT	0.601
PWP2	-0.813666666666667
MMP15	-0.5632
DNAH11	-1.0295
MTMR14	-0.29275
DNAL4	1.05
IPP	-1.2655
TMEM59	0.601
C1orf157	0.7745
RGS4	-0.368333333333333
DDX18	0.809333333333333
SNX6	0.143
ZNHIT2	0.563833333333333
NCDN	0.230833333333333
FLJ33534	-0.2545
RAG1	-2.084625
OR4D10	0.606
PTPN5	-0.0721666666666667
POMT1	0.23575
LRRC8A	0.1723
CYP1A1	-1.2655
CAPN1	0.468333333333333
DDHD2	-0.18175
GRIK2	-0.8135
GNRHR	-0.4265
PPBP	1.4815
HTR3A	-0.68775
SLITRK4	-0.27375
ANKRD49	0.74625
BTF3	-0.9255
SARS	-0.42475
C13orf18	1.59883333333333
CACNB1	0.209357142857143
QKI	0.770909090909091
SETMAR	0.200625
MAN2B1	0.6595
EML3	-0.82
ACADL	2.68983333333333
OFD1	-0.6295
DEFB114	-0.203
CGA	-3.7784
PEX16	-0.0281666666666667
LRRC10	-0.017
GNG12	-0.4915
C1orf152	0.493833333333333
CHRM1	0.6295
CD53	1.2655
DBH	-0.92525
TFAP2B	-1.97425
HIST1H2BJ	0.114166666666667
FAM46D	0.7865
TMEM11	-0.14675
C3orf32	-2.812
PCCB	-1.08375
IPO13	-0.247375
C6orf105	-3.5475
COMMD5	1.597
SUV420H1	0.2842
LTBR	1.073
ARHGAP15	-0.634125
HDHD2	-0.96925
TDRKH	1.25416666666667
LOC401052	-0.1715
PSG4	-0.9945
GNB4	0.1832
SPATA4	-1.39875
SLC9A3	-0.0855
OSBP	0.544166666666667
NBPF3	-0.0620833333333333
DOCK11	-0.8755
SLC39A5	-1.35516666666667
PRR5	0.6502
C10orf63	1.08875
SMTNL2	-0.39175
ADRA1A	0.104
ASAH1	0.9445
DOM3Z	0.5427
GIPR	0.509833333333333
AHI1	-1.36791666666667
NADSYN1	-0.513666666666667
RGS14	-0.9042
IL18BP	1.4087
RTN4RL1	1.05841666666667
ARMC6	0.05
PSMD5	0.719333333333333
HK3	2.6791
OR4S1	2.252
RSU1	1.3694
MAD2L1	-0.539555555555556
EIF4A3	-0.38525
DLEC1	-0.4965
E4F1	0.0801666666666666
CHMP2B	1.3017
CAMSAP1	-0.22425
RPS21	-0.985666666666667
ARID5A	-0.07525
UBE2N	-0.8853
IGSF8	0.125
MAGEB6	-2.473
ACAD11	-1.8129
MGC4172	-1.20125
LMO4	1.357
KLKB1	-0.14375
HP	-0.843
HDAC3	-0.499
SCHIP1	3.24275
CLCA1	0.3695
OLFML2A	0.95225
C1orf112	-0.18575
KIF19	2.57691666666667
HAPLN4	-0.2257
CXCR7	0.0485
GOT2	-0.6557
RAB38	-1.54075
DCX	-1.18525
PPM1H	0.9975
NFYC	0.480083333333333
KIN	0.536375
ZNF228	1.021
PLSCR4	1.69
HIG2	0.63675
FAM79B	1.966
C21orf86	-0.5044
KCNK10	0.3625
ZNF738	1.252625
FSTL5	-1.23416666666667
OR6A2	0.27
OTOA	0.3015
EXOC1	-0.368125
AHRR	-3.217875
PDAP1	-0.638
C19orf6	-0.516875
ZAN	0.061
LY6G6E	0.532
EIF4E2	0.3065
C20orf198	-0.871
ZNF324	-0.484
CYP3A5	-4.14233333333333
ENTPD7	1.012
MBOAT5	-0.3165
GJB5	3.349
TTC13	0.88625
S100Z	-1.65116666666667
KIAA0664	-0.3745
PDGFRB	1.53916666666667
IL17D	-0.49725
OR56B4	-0.55
RDX	-0.994166666666667
SLC34A3	0.665
IL28B	-0.029
JUND	-0.05925
CHRNB1	-1.0615
CAMK2B	-0.9895
FETUB	-1.61575
CXorf23	1.12325
MRTO4	-1.04775
TTC3	-0.1186
NDUFB8	-0.434833333333333
EDG2	-1.4035
SEMA3G	-0.28925
IL23A	-1.091
GRHL1	3.092
LOC441054	-3.4785
WDR65	0.625625
PSTK	-1.3795
STOML3	0.39
R3HDM2	-0.1589
C5	-2.44175
SLC2A10	0.508333333333333
C3orf22	0.37575
PAQR3	-0.733846153846154
ANKRD26	-0.24575
HCRTR1	1.6245
LOC399947	-1.008
PSD2	-1.08475
TIGD2	1.10083333333333
SCRN1	0.06275
COQ10A	-1.94725
DDI2	0.056
METTL7B	-0.622666666666667
UCN2	0.409
FAM92A3	-0.113
WDR16	-0.0595
ZNF511	0.0813333333333333
ZMYM5	1.020875
POLR3G	-2.5085
ZNF586	-0.13475
C1orf49	0.649666666666667
TANK	1.568
RCAN1	2.35283333333333
PELI3	0.950833333333333
LIMD2	0.491916666666667
TMEM189	-0.1095
NTN4	-0.32625
LOC151300	1.263
CLEC2A	-1.7915
GPR135	-1.1165
DPYSL4	-2.9324
JAK2	0.356
TSHZ1	-0.667833333333333
TM9SF4	-0.46925
ZNF264	0.105833333333333
SIRPG	1.691375
BICD1	-0.8995
HERC6	1.94916666666667
METTL5	0.2635
CASP1	1.443
PRRT1	-0.350166666666667
PLA2G4C	1.47066666666667
ICA1L	-1.40342857142857
TPTE2	-0.522333333333333
OTUD7A	0.327666666666667
AQP11	-3.11175
APOA2	-3.8176
KALRN	-0.4885
SECTM1	0.4905
IFNAR1	-0.12375
TALDO1	0.360375
RAB11FIP4	-0.792833333333333
EIF5A	-1.2655
FAM49A	3.3245
NEGR1	0.0391666666666667
YTHDC2	-0.382125
EHD2	-0.893625
NCF1	3.0431
SCRT2	0.647
HOXA5	0.647166666666667
NUP133	0.065
FGF12	-0.615625
SLMO2	0.317
SNTA1	-1.544625
CACNG2	0.107857142857143
GCM1	0.4065
ELF1	0.700166666666667
TLR5	2.96025
TCFL5	-0.767583333333334
RBMY2FP	-0.766
LOC100125556	-0.089875
FAM129B	0.8865
MAP3K7IP1	0.023375
NCK2	1.071
OXA1L	-1.71625
FMO9P	0.568
ZSCAN12	0.3
PSMD12	-0.75725
HSCB	-1.86325
CLDN10	-3.5455
MGC13053	-0.47725
HPCAL4	-0.533166666666667
ASZ1	-1.242
MEX3D	0.267416666666667
NFAT5	0.6748
CSPG4LYP1	-0.0691666666666667
FBXO3	1.4233
DVL1	0.527833333333333
CMKLR1	2.3315
TYMS	-2.1185
PEF1	0.56875
ZNF750	4.7535
MCM5	-0.3484
MEGF11	-1.16075
KCNK7	0.3995
PTP4A3	1.231
C1QTNF2	-1.60816666666667
OR6S1	0.364
FAM122B	0.01275
ZNF551	-0.89475
HBQ1	-1.734
GEMIN6	-0.8065
ARSK	-0.902
RBP7	3.80666666666667
CPNE9	0.1775
DSC1	0.8515
LOC730112	-0.11125
MAP2K4	-0.323875
HS3ST5	-2.003
EPB41L3	0.33775
TEKT2	-0.628
CDKN2B	-1.85191666666667
ZNF480	-1.5285
MAP3K6	0.3983
MAP6	0.455333333333333
HN1	1.0009
OR2L13	-0.629666666666667
SLC16A11	0.96525
FAM96A	-0.258
APOL1	0.70575
C5orf32	-0.519
RTP1	-0.58
RNF175	0.60475
ZBTB41	0.702125
AHCTF1	-0.2241
SAE2	0.2744
ITGA2	-0.8765
MME	3.54033333333333
CCDC14	-0.8565
MAST4	0.725357142857143
KRT33B	-0.6465
KCTD2	-0.075
WDR26	-0.31875
MFI2	1.8705
NR4A3	1.780125
ARSA	1.71825
UNKL	0.0425
SULT6B1	0.2555
CCNA2	-0.507666666666667
SOX15	0.3655
PPAPDC1B	0.0731666666666667
C19orf44	-0.427
MCAT	0.46175
ARID1B	0.7255
OR52N1	-1.035
C12orf48	0.37375
MAGI1	0.511125
NIPA2	0.7765
GBX2	-1.5265
RSHL3	-0.781125
RAVER1	0.0596666666666667
C15orf17	-0.47675
SLC30A2	-0.0065
ZNF518	-0.4475
PCYT1B	-1.24225
C10orf114	1.38175
EIF3H	0.7955
SLC25A39	-0.331833333333333
KIF1B	0.4645
AMOTL2	1.376
C6orf120	-0.192
PSRC1	-0.88175
PLA2G10	0.34725
KIF5C	-0.7405
MRPL37	-0.5325
C17orf62	-0.3455
C9orf135	-1.71216666666667
DUSP10	-0.4447
CLCNKB	0.651
PSMA5	-0.082125
C8orf53	1.27125
AMPD3	1.054
PIAS1	0.33125
ADCYAP1R1	-0.0245
GYLTL1B	1.5605
CDH20	-0.0541666666666667
FBXO7	-0.50675
TMEM134	-0.246166666666667
FLJ14213	0.546833333333333
ZNF3	-0.79725
LRRFIP1	0.011375
CNOT2	-0.624083333333333
ABI3	2.7105
ALDH5A1	0.168583333333333
HNT	1.1863
SERPINA4	-2.14675
TK2	0.231
STMN1	-1.15488888888889
GUCA2A	0.0838333333333333
GALNT10	-0.2335
DPP6	-0.8864
C9orf93	-1.47
PRELID2	-1.80425
STK39	-0.36175
SFTPA1	-0.76275
CKS2	-0.428111111111111
RHO	0.203125
C20orf135	0.51575
XKR3	-3.2485
CR1	0.586125
RPS6KA2	-0.405928571428571
C20orf112	0.4135
MRPL22	-0.49525
C4orf23	0.108666666666667
GADD45B	1.585
KLHDC1	0.220166666666667
C2orf48	-1.5075
ZNF287	-0.513
DAAM2	1.26425
DPPA2	0.555166666666667
TCTN3	-0.314
DNAJB11	1.799625
FPR1	3.87275
DEFB4	0.147
PTCD2	-1.1705
SMOC2	4.6425
CABP7	2.60825
SERPINB11	-0.33725
MAGEF1	0.998
NDE1	0.171833333333333
ITGA10	-0.292
FSHB	-0.067
ANXA2	2.167875
HORMAD2	0.267
HLCS	0.26125
MCF2L	1.488
FH	-0.022375
TBC1D24	1.50325
KIAA1505	1.08675
LGALS2	0.54575
CNBD1	-0.595
SYNPO2L	-0.767
PTPN23	0.322571428571429
C1orf183	-0.780166666666667
MAGEA8	-2.6585
DGCR8	-1.639875
GSR	-1.75275
PAQR7	0.273
ZNF676	-0.69325
CACNA1C	-0.7565
SP7	0.421
PDCD6	0.149
NRN1L	-1.5875
BRI3BP	-1.08033333333333
KIAA1183	0.73075
ASB4	0.49875
CCL23	2.301
OBSL1	-0.198375
SLC12A7	1.64075
KIAA0240	0.814
CD1B	-3.0775
FCGR2A	2.261125
MDC1	0.1275
HTR1A	0.123333333333333
OCEL1	-0.909
ATP11B	1.5016875
FBXO34	0.0678333333333333
PCDH12	3.10483333333333
RPE	1.33025
C17orf74	0.3525
CSDC2	0.0298333333333333
PET112L	2.408
TMBIM1	1.149125
P2RXL1	-0.23025
TCHP	-0.62275
TRMT1	-0.7005
F2RL2	-1.59508333333333
LRRC32	2.88733333333333
IMPG2	0.267
BGLAP	1.0275
LOC493869	0.90175
MRAS	2.67025
SLC35F5	0.9765
CBWD1	0.8745
AXL	-2.150875
ATP2C2	2.11375
TELO2	-0.521
PNPLA3	-0.47675
PCDHB14	0.466
CD276	1.38
KRT80	-0.629625
DUSP28	-0.5675
CSNK1E	-0.994416666666667
SRP14	0.69
KCNQ4	-0.062
KRT72	0.0438333333333333
CCDC117	-0.2515
C6orf89	0.123777777777778
TUBB2B	-3.27516666666667
RTN4IP1	0.28425
CR1L	-2.52183333333333
CEND1	0.1965
C12orf41	0.272
RNF31	-0.1165
UBN1	0.00700000000000001
C17orf32	0.13375
SLC5A7	-0.49875
GPR92	1.6935
ESAM	1.7333
CTNNA1	0.136083333333333
HRBL	-0.4323
CBX4	-0.45775
TMEM182	1.743
SH3TC2	-0.3705
IL10	1.14816666666667
PXMP4	0.687
RNF167	-0.4828
PAK7	-1.22366666666667
ETV3	1.3145
ATPIF1	-0.0828333333333333
LOC554207	-1.9365
OR8H1	0.60975
WDFY3	0.12775
DPM1	0.32625
GPSM1	0.329
WDR92	-0.4511
LRP1	0.166166666666667
ANKH	1.25575
THUMPD3	-0.3655
POLR1B	0.00375
OLFM4	6.54783333333333
RAD9B	0.802
TSPY2	-3.5475
PAX6	2.14566666666667
SCG2	-3.45725
SLC17A6	0.23
FMO3	2.136125
PADI4	-0.013375
TUBB4	-0.3603
NLK	0.24125
POU4F3	0.8825
SDF4	0.50825
ITGBL1	0.361833333333333
NETO1	-1.3285
TAP2	0.38625
ABBA-1	-0.251583333333333
GNAI1	0.4625
VPS4B	0.83175
NOPE	1.2487
GALNT6	0.148
SESN1	-0.98325
GBE1	-2.29966666666667
CLASP1	-0.00274999999999999
RASGEF1B	3.154
ACOT11	0.197571428571429
AFAP1	0.10975
OR2H2	0.37825
DPY19L2P1	-0.77675
DZIP1	-0.05975
SEC22C	-0.0438333333333333
GPR161	0.911
RNF146	0.745
WDR74	-0.12925
GALP	0.362
PURA	0.06075
DNPEP	0.651583333333333
RP11-78J21.1	-0.88075
ERBB2	1.605
FANCM	-1.13158333333333
NEO1	-0.432
DDX3Y	-4.3996
RPS3A	0.8155
MXRA7	-0.711285714285714
LGALS3	-0.164
GLT8D1	0.20725
CFL2	-1.85266666666667
UPB1	1.338
NAP1L5	-1.49825
CLDN14	2.4405
DHX38	-0.12925
BTBD1	-0.08175
TARS2	0.553333333333333
ABCF1	0.1169
FCF1	1.11616666666667
LRRC49	1.57875
GUCY1B2	1.182
C1orf177	0.88
SMARCA4	0.0240714285714286
LRP8	-1.41983333333333
TAGLN3	0.07425
MRPL14	0.3545
TTRAP	0.643
ZDHHC20	1.87675
NFE2L3	0.904
KIAA1377	-0.307875
PALMD	-0.0724
TMEM43	0.13775
TTL	-0.8285
STAT5B	-0.854333333333333
SSB	0.3045
OR10H5	0.1195
SLC22A13	-0.576
AKAP3	0.00874999999999999
TIMM23	0.687666666666667
OAS2	2.14775
KIAA0423	-0.1025
TRIM11	0.5775
GLIS3	1.102375
TMEM50B	0.0523333333333333
ARHGEF4	0.535875
DEGS1	0.285
TBL1XR1	2.02433333333333
G6PD	-2.0035
SP140	0.7866
MUC17	0.161785714285714
NUDC	-0.4815
DNAJC5B	2.84766666666667
SCARA3	1.51816666666667
CPA3	4.84866666666667
BCAT2	-0.737125
MFN1	1.3863
NRG3	0.599
SNX11	0.146
PLEKHH1	-1.58333333333333
GPR177	-2.54733333333333
HCFC2	0.36775
TCAP	-0.5895
MOCOS	-0.40825
C14orf93	-0.8525
PRDM10	-0.518666666666667
SLC16A4	-1.02158333333333
SRGAP1	-0.069
VIP	0.05275
DUSP27	-0.313333333333333
LILRA1	1.3235
MC2R	0.312
MGC24103	-2.995
MBTD1	-1.0995
FUT11	-0.553333333333333
USP33	-0.4906
C15orf39	0.334
MAP3K12	-1.165625
PAAF1	-1.45033333333333
BARHL1	-0.251
FLJ16165	0.0425
PIWIL2	0.76675
SYNE1	-0.474727272727273
CMTM4	1.7545
TSPYL1	0.1263
GUF1	-1.58383333333333
TMEM157	-0.574
WDR44	-0.5195
HIST1H3C	-0.4705
DKFZp666G057	-0.033
RNPEP	-0.338
GAS2L2	-0.315
ADH4	-4.28275
GRPR	-0.512333333333333
FBXL17	0.2385
ZBTB10	1.24225
Gcom1	0.134666666666667
HTRA1	0.1782
ZNF585A	-0.219333333333333
SLC26A2	-1.07114285714286
OTOP3	0.3255
WISP1	1.80566666666667
ATP2B4	0.19475
FLJ10769	0.89725
CRAMP1L	0.60375
CHST12	-1.35775
RAB22A	0.0746666666666667
TARDBP	-0.133357142857143
STAU1	-0.0575
CRB3	1.76233333333333
MIG7	-2.51275
CHMP1A	1.03483333333333
ZNF160	-0.454125
B3GALT6	0.9775
BARX1	2.69066666666667
C6orf167	0.3956875
NXNL1	0.2305
DHX29	0.444125
HADHB	-0.4175
PLXNB2	0.974375
ILDR1	-1.00575
SLC15A3	3.3625
GAS2	-4.5745
C20orf69	-0.82525
NUMB	0.3255
TNIP1	0.435625
MESP1	0.912666666666667
PSKH1	0.6065
NSFL1C	-0.82325
RHOG	0.468
HEY1	-2.48866666666667
KNG1	-2.05025
ITGAX	1.8517
LIN9	-0.108
CANT1	-0.58
XRN1	0.676642857142857
CCDC96	0.8249
HEATR6	-1.96266666666667
GNG7	-1.01133333333333
RUNX2	1.0865
SOX1	0.225166666666667
FCRL5	1.1779
ZNF99	0.350625
FAM9A	0.2805
SNX22	0.262166666666667
MBNL3	-1.8425
ODC1	-0.5135
ADORA2B	1.18266666666667
NR2F6	0.14125
ZFYVE16	-0.851777777777778
SYNJ2BP	0.1785
POLE	-1.279
E2F2	0.562
THRA	0.440833333333333
PTGES2	0.141166666666667
HIP1R	-0.3445
TMUB1	-0.446833333333333
ENO3	-1.8645
RSPH10B	-0.448
CXorf39	1.35225
IRGC	0.197
GPR109B	1.14775
FLJ13305	-1.458
LCE3A	0.3005
TNFRSF18	-0.399166666666667
DET1	0.40425
TRPM3	-0.497
C16orf79	-1.2665
FECH	-0.842833333333333
RAP2A	1.09116666666667
CRIP1	0.807333333333333
AZIN1	1.330125
SLC7A7	4.175
IL10RA	1.3787
TMEM64	-2.05375
CDC42EP4	1.4402
C16orf58	0.817
ARG2	-3.0045
POU5F1P4	-3.8085
FAM62B	0.12775
DNAH8	-2.2735
ASH2L	-0.58725
TSLP	-3.9545
CNTNAP5	-0.5755
TMEM16C	-0.77575
IFNA14	-0.0155
SLC1A3	1.332125
CABYR	0.20175
BCL7B	-0.0813
NUDT13	-1.85433333333333
C13orf28	0.27125
C1orf53	-1.62225
ARL6IP4	0.0275
RPL35A	0.0825
EMR3	1.45325
RAB40C	0.1575
SLC41A1	-0.943833333333333
LRCH1	0.086
LY6G5B	-0.3725
FAM124A	0.00857142857142858
MGC10981	2.02933333333333
CLIP3	-0.543
MAP4K2	0.443833333333333
CHIC1	-0.74825
SULF1	3.88933333333333
C20orf30	-0.663214285714286
PRDM5	-1.29225
ELOVL1	0.1365
C11orf48	-0.6075
SLC39A10	-0.51475
KCNV1	2.45
ACP1	-0.562833333333333
ZMYM2	0.30875
B3GNT6	0.085
C9orf69	0.63125
C2orf15	-0.512
C20orf166	-0.223
HSP90AA6P	1.312
EDG7	-1.3575
NEURL	1.882375
LPL	0.893833333333333
CLEC2D	-0.762
GRRP1	1.61066666666667
CD8B	-0.8449
HIST1H3D	-0.638666666666667
SLC6A12	0.84375
FAM27L	0.1265
CD84	2.6625
RASA1	-0.5625
PHKG1	-0.299
MAGEA11	2.4065
IMPA1	0.0443
NPM3	-0.75775
RARRES1	6.34375
SH3BP1	0.38425
B3GNTL1	-0.8215
ARPC5L	1.02433333333333
KLHL26	0.0945
SIM2	-0.37625
GJC1	0.4855
C20orf194	-0.6335
EXO1	-0.89175
SLC2A2	-2.50783333333333
LOC285074	0.333
LRG1	-2.72725
KIRREL	-0.1205
PIK3R1	0.523928571428571
C4orf34	-0.354
MAF	-0.906722222222222
ADCY4	3.35533333333333
ZMIZ2	1.6125
SLC46A3	1.80166666666667
STAMBP	0.9285
CCDC16	-0.154
MS4A12	0.589
TCF20	1.31975
LRRC46	0.0115
C20orf152	-0.1155
MRPS6	-0.41275
ABCB11	0.241
KCNC2	-0.253333333333333
CDH19	2.38333333333333
C9orf123	-0.221
SSH3	0.06675
LDLRAD1	-3.99975
CCBE1	-0.515
ZNF135	0.839625
TAAR1	0.2255
WFDC12	0.4115
CCDC42	0.592666666666667
FLJ12529	-0.67025
PER1	-0.814833333333333
TIMM50	-0.201666666666667
SMARCAD1	0.343
FAM26C	0.057
TP53TG3	-2.79116666666667
SH3RF1	0.95
LMCD1	1.983
GPR63	0.316
FLJ21986	-2.3845
AIFM3	0.05775
MICAL1	-0.219833333333333
BLZF1	0.872
IQCA	1.724
PCDHGC3	-0.208
SAC	0.74175
BCL6B	1.9145
DDO	-1.34
MARCO	3.872
DCHS1	0.486
C1orf170	-0.0856666666666667
CD200R1	1.10416666666667
C22orf15	-0.6035
SEPT11	0.556166666666667
ADNP	0.216
UST	0.8345
C13orf34	0.945333333333333
RFFL	-0.577142857142857
APBA3	0.3445
C2orf60	0.011375
CUTL1	-0.000700000000000012
PMS1	-0.899125
ZNF689	-0.717
EIF3E	0.625166666666667
IL9	-0.338166666666667
RPL31	-1.12025
LY9	0.365166666666667
ATP2B3	0.31875
KDELR2	0.934375
TFCP2	0.321
NLRP12	-0.127125
FLJ45422	0.337
TLE4	-0.351
ZNF570	0.1305
FLJ43806	-0.839
TLK2	-0.8025
CIR	0.5995
MARS2	0.5075
COL24A1	0.15975
SDF2L1	-0.297
HIBADH	-1.04783333333333
IGFBP3	-1.02085714285714
C12orf23	0.833125
PSPC1	0.45075
C20orf43	0.10125
TRAV20	0.126
ARHGAP24	-0.22575
KIAA1975	-1.758875
C1QA	3.4059
DNTT	-5.30983333333333
C10orf6	-0.0834166666666667
C11orf41	0.86825
HNRPF	0.563125
COL11A1	5.7605
UBAP2	0.343833333333333
CDKN2AIPNL	-0.2925
C20orf174	3.3165
SPRED2	-2.1925
PLA2G12A	0.0521666666666667
ICEBERG	-2.27775
SCN10A	-0.1285
C11orf65	-0.94975
GBP5	5.20225
PITPNC1	-2.17416666666667
POU3F3	0.215
NCOA7	2.632125
LIN7C	0.4642
LOC348840	-1.436
NKX2-2	-3.6935
ANKRD13D	0.00487499999999999
LOC123688	0.60925
FUT2	1.59083333333333
TAAR8	0.549
FZD4	-0.953083333333333
PNMA3	0.705166666666667
OR4L1	0.521
WIT1	-2.439
EXOC3L	1.4155
ATPBD4	0.5362
KRBA1	-1.1185
UBXD6	-2.2355
HOXB7	0.628928571428571
C7orf23	0.887
UNQ338	3.4665
STAB2	0.50825
CDC20B	0.3805
IRF9	1.535
CENTG1	0.24175
TNPO2	-0.42875
MCPH1	0.18875
BMS1P5	-1.5805
SLC26A7	-0.2655
HIST1H3J	0.2985
C9orf3	1.7449
LBH	2.64475
MYO1D	0.335375
PTDSS2	-0.5415
NFU1	0.3955
DEPDC4	-1.67675
WNT7B	1.6604
GLP2R	-0.325
SETD4	-0.4142
DYNLT3	-0.2975
FKBP11	0.258833333333333
SESTD1	0.776
FLII	-0.3785
RPS16	0.1841
CHPF	0.101666666666667
CSNK2A1	-0.330666666666667
SUMO1P1	0.69375
FKBP6	-0.9385
ZNF214	1.2795
TWIST1	-0.0836666666666667
DDX56	0.310333333333333
TRAM1L1	0.5391
EPO	-2.95133333333333
MRPS18B	0.01225
ZNF682	-0.280166666666667
RPL14	-0.4545
MAFF	-0.2865
LOC51136	-0.721625
LY96	-0.14475
DDX20	-0.8965
ABTB1	0.189
ARL5A	0.5056
CCT6A	-0.1925
HEPACAM	-1.1075
EHHADH	0.9805
RBAK	-1.00866666666667
CGB1	4.11125
ITGB5	0.1793
YIPF3	0.6455
FKBP2	-0.06175
NR1D1	-0.9247
TMEM110	0.826
NEK2	0.655333333333333
PRAMEF8	-3.023
C20orf52	-1.07566666666667
PCDHGA3	0.581
VWA3B	0.34125
NDUFA5	-0.3275
THAP9	-0.16025
FLVCR2	0.5235
AP1S1	-0.246
SMAD6	-0.3145
SAV1	0.679
SAT1	2.857375
ZNF251	0.733875
ADAMTS7	0.088
RPP38	0.02525
C1orf211	0.326
YPEL2	0.97915
RBMS1	1.4585
ZNF445	-0.467833333333333
NRXN2	-0.115
PGBD4	-0.041125
UGT2B28	-2.34525
WBSCR16	-0.2436
NLRC3	0.54375
ASTL	0.1855
ST6GALNAC1	-3.7075
ZADH2	-0.602875
MLLT4	0.95525
ARL6	-0.416166666666667
MEF2C	0.15775
CBFA2T3	-3.1185
AFF3	-0.467357142857143
COG7	0.138666666666667
MYB	-4.24366666666667
PLXNA3	0.7345
XRCC2	-0.792333333333333
MMS19	-0.51625
ST8SIA5	-1.247125
CHPT1	0.0623333333333333
KIAA1712	-1.2435
OR6X1	0.46
ACTR3	1.723875
UGCG	0.243166666666667
OR4P4	0.5615
ZAP70	-1.898
LPP	2.070875
ZNF485	-0.50475
PTPRCAP	0.241
IL12RB1	0.83175
ATRX	0.2732
CHST8	-2.2985
C14orf109	0.13575
ARV1	0.27275
NMB	0.514714285714286
COX5A	-0.465833333333333
EIF6	-1.06125
MPPED2	-2.557
SEMG1	-2.125
CHRDL1	-0.031
TRAF3IP2	0.5495
WNK2	0.682
LILRA4	2.984
LAMA2	1.703
PXT1	0.342
RLBP1	-2.836
CD300C	1.38225
SLTM	0.316
FLJ10404	-0.38525
APOBEC3D	2.09583333333333
RENBP	0.881333333333333
ATXN7L1	-0.048375
NID1	-0.34275
TUBGCP3	0.81375
ITIH5	0.584333333333333
CCDC110	-0.51275
C8A	-2.79125
MGC87042	-1.18975
HOXC13	-0.23075
TFDP2	-0.693
HCP5	2.951
POLI	-0.95225
UCN	-2.11566666666667
ZNF764	0.178
C8orf45	2.3355
FHL3	0.1365
SPATA5L1	1.1295
MMRN2	2.36233333333333
NDST1	0.611
COL20A1	-0.0996666666666667
ZNF248	-0.873666666666667
PELP1	-0.412333333333333
MBL2	-3.09266666666667
RNF41	-0.88875
C5orf24	0.17425
THOC5	-0.83625
SERINC3	0.1635
RP11-151A6.2	1.56175
CDCP2	0.181
HIST1H2AA	0.359
C11orf75	2.18033333333333
FKBP7	-0.1975
DDOST	-0.58625
GPNMB	0.926833333333333
TTF2	0.2475
KCNT1	0.413666666666667
SLC39A14	-0.26375
NGRN	1.1809
GPR137B	0.86575
MECP2	-0.396
PSMA1	-0.7245
C16orf73	-4.85
TMEM60	0.475666666666667
CSN3	0.4865
NOS1	0.5435
RAB7L1	-0.257666666666667
YBX2	0.863
KIAA1166	0.03475
FUBP3	1.02583333333333
ABCG1	-0.4255
ACACA	-0.0905833333333333
ARL11	1.4098
ATOH1	0.6215
ODF1	-0.349666666666667
CREB3L3	-1.5455
TMEM127	0.753285714285714
DSCAML1	-1.0895
PLN	1.24933333333333
LYPLA1	-0.0575
PRDM9	-2.291
SASP	0.668
PLUNC	-0.1615
INTU	-1.12175
HISPPD1	-0.8975
LNPEP	0.537666666666667
YARS2	0.577
APCDD1L	-1.355
ZCCHC4	-0.9642
FBXO22	0.6895
TTLL13	0.1265
ZNF669	-0.744
PTGDR	2.75075
DDX27	0.3975
KIAA0409	0.775
GJB6	1.20075
ASB8	-0.00600000000000001
PLP2	0.0425
MEPE	-0.02725
OR10J5	0.134
KRT222P	-0.33325
COQ7	-0.863166666666667
C1orf101	-0.56225
RERG	4.4064
CHMP5	1.014875
THAP11	0.512
ZNF43	0.026
ZRANB3	-0.146833333333333
KRT13	-0.06475
MRPL19	0.047
RBBP9	-1.49575
SPATA17	-0.25625
BXDC5	-1.47016666666667
PAFAH1B1	-0.136083333333333
MAGEE1	0.086
OSTF1	0.30375
KIAA0323	-0.197083333333333
TXNDC13	-0.7425
CNTN4	4.704375
LCE1B	-0.344
UNQ501	0.04475
ZNF154	-0.50825
C3orf64	0.60675
SYT5	-0.0753
PON1	0.381166666666667
FLJ10357	-0.46375
ATP4A	-1.815
GNPDA1	-0.915833333333333
MGAT1	1.1925
C14orf121	0.191
SLC35B2	0.06375
MIER3	-0.5945
CHEK1	-0.74175
ZNF8	-0.192833333333333
TXNDC1	-0.826833333333333
CKB	-1.6269
RTN3	0.275071428571429
FZD2	-1.38133333333333
PART1	1.66975
PSMB6	-0.1725
PCDHB8	2.0565
PHC3	0.6933
PPP1R8	0.0798333333333333
NOVA2	1.61266666666667
TNFRSF11B	-4.488
GOLPH3	0.907
UBLCP1	-0.62375
SUHW3	-0.595
TTLL1	-0.04225
OPN4	0.285
OR13G1	0.2855
