Hybridization REF	TCGA-C8-A1HM-01A-12R-A137-07
MAFF	-0.367
LOC51136	1.627375
LY96	1.21475
DDX20	0.3275
ABTB1	0.282333333333333
ARL5A	0.0619
CCT6A	-0.26625
HEPACAM	-1.42833333333333
EHHADH	0.485333333333333
RBAK	-0.744666666666667
CGB1	-0.28
ITGB5	0.1854
YIPF3	-0.061
FKBP2	0.1215
NR1D1	-0.592
TMEM110	0.148
NEK2	0.535666666666667
PRAMEF8	-2.91175
C20orf52	1.298
PCDHGA3	-1.107
VWA3B	-0.10925
NDUFA5	0.24875
THAP9	-0.42825
FLVCR2	1.10333333333333
AP1S1	-2.03
SMAD6	-1.275
SAV1	0.001625
SAT1	0.960875
ZNF251	1.40375
ADAMTS7	0.5366
RPP38	0.2805
C1orf211	-0.6125
YPEL2	1.5201
RBMS1	-0.524
ZNF445	-0.486166666666667
NRXN2	-0.091
PGBD4	-0.699625
UGT2B28	-2.3
WBSCR16	-1.049
NLRC3	1.57
ASTL	0.29525
ST6GALNAC1	-3.90675
ZADH2	-1.670375
MLLT4	0.568833333333333
ARL6	0.381666666666667
MEF2C	-0.371
CBFA2T3	-1.3125
AFF3	-0.123571428571429
COG7	0.600666666666667
MYB	-0.336833333333333
PLXNA3	0.737
XRCC2	-0.657333333333333
MMS19	-0.844
ST8SIA5	-1.272625
CHPT1	-0.712833333333333
KIAA1712	-1.099375
OR6X1	0.721
ACTR3	0.578625
UGCG	2.5835
OR4P4	0.6495
ZAP70	-1.01175
LPP	0.8545
ZNF485	0.2445
PTPRCAP	2.0035
IL12RB1	0.86325
ATRX	0.5397
CHST8	-2.217875
C14orf109	0.024
ARV1	0.556
NMB	-0.0482857142857143
COX5A	0.158833333333333
EIF6	0.32375
MPPED2	0.889166666666667
SEMG1	-1.9665
CHRDL1	0.3065
TRAF3IP2	0.99925
WNK2	-0.118
LILRA4	3.39166666666667
LAMA2	1.335
PXT1	-0.7495
RLBP1	-3.32275
CD300C	0.484
SLTM	-0.19825
FLJ10404	-0.947625
APOBEC3D	-2.588
RENBP	1.368
ATXN7L1	0.161875
NID1	-0.58075
TUBGCP3	-0.373375
ITIH5	-0.0876666666666667
CCDC110	1.22125
C8A	-2.4605
MGC87042	-0.06
HOXC13	1.63125
TFDP2	0.0545
HCP5	2.656125
POLI	-0.4275
UCN	-0.073
ZNF764	0.5235
C8orf45	0.99075
FHL3	-1.2865
SPATA5L1	-0.168
MMRN2	2.781
NDST1	-0.112833333333333
COL20A1	0.0475
ZNF248	-0.755833333333333
PELP1	-0.5275
MBL2	-3.27166666666667
RNF41	0.33525
C5orf24	-0.4865
THOC5	-1.055875
SERINC3	1.07316666666667
RP11-151A6.2	2.085
CDCP2	-0.14375
HIST1H2AA	1.32925
C11orf75	1.0125
FKBP7	-0.406
DDOST	-0.1715
GPNMB	0.799333333333333
TTF2	-0.377833333333333
KCNT1	-0.125333333333333
SLC39A14	-1.6945
NGRN	0.5474
GPR137B	3.28725
MECP2	0.15875
PSMA1	0.711
C16orf73	-4.62325
TMEM60	0.4595
CSN3	-0.5255
NOS1	0.638666666666667
RAB7L1	0.431666666666667
YBX2	-2.0825
KIAA1166	-0.4435
FUBP3	-0.055
ABCG1	1.6355
ACACA	-0.0978333333333333
ARL11	0.4189
ATOH1	-0.2685
ODF1	0.00683333333333334
CREB3L3	-1.59933333333333
TMEM127	1.47285714285714
DSCAML1	-0.23475
PLN	1.2185
LYPLA1	0.11875
PRDM9	-1.97725
SASP	0.2475
PLUNC	0.315666666666667
INTU	0.766
HISPPD1	-0.21
LNPEP	1.54883333333333
YARS2	-0.112666666666667
APCDD1L	-2.311
ZCCHC4	-0.7486
FBXO22	-0.659
TTLL13	-0.00949999999999999
ZNF669	-0.590833333333333
PTGDR	2.6445
DDX27	0.97425
KIAA0409	0.209666666666667
GJB6	0.209
ASB8	0.5815
PLP2	0.263
MEPE	0.76775
OR10J5	-0.0915
KRT222P	0.72825
COQ7	1.26133333333333
C1orf101	1.081
RERG	3.851
CHMP5	0.5295
THAP11	0.178125
ZNF43	0.00933333333333334
ZRANB3	0.545166666666667
KRT13	-0.43075
MRPL19	0.057625
RBBP9	-0.2975
SPATA17	1.64125
BXDC5	-0.130166666666667
PAFAH1B1	-0.408333333333333
MAGEE1	0.9895
OSTF1	0.99775
KIAA0323	0.846833333333333
TXNDC13	-0.188833333333333
CNTN4	-0.522
LCE1B	1.1855
UNQ501	0.14325
ZNF154	0.88275
C3orf64	-0.2155
SYT5	-0.1941
PON1	-0.209
FLJ10357	-0.729125
ATP4A	-1.177
GNPDA1	-0.358166666666667
MGAT1	0.653833333333333
C14orf121	0.4505
SLC35B2	-0.2915
MIER3	0.854333333333333
CHEK1	-0.70125
ZNF8	0.990166666666667
TXNDC1	-0.288833333333333
CKB	-2.4036
RTN3	0.303571428571429
FZD2	0.0623333333333333
PART1	-0.974
PSMB6	0.078
PCDHB8	0.616
PHC3	0.7496
PPP1R8	-0.5675
NOVA2	1.306
TNFRSF11B	-4.085375
GOLPH3	0.631833333333333
UBLCP1	-0.83825
SUHW3	0.39225
TTLL1	0.0445
OPN4	0.3025
OR13G1	0.07
ZPBP2	0.2976
HSD17B11	-1.9585
C9orf50	-0.454
DHDDS	-0.158928571428571
CTSW	2.689
NEFM	-3.2355
MRPL28	-0.2975
SYN1	0.270833333333333
PIGV	-0.674166666666667
ZIM2	-1.2275
APBB1	0.034
SND1	-1.1705
C1orf123	-0.7385
CHD3	-1.14975
BHLHB8	0.1485
RNASE2	1.25666666666667
BCAP31	1.16175
SLC25A44	0.418166666666667
CHD6	0.2076
PIB5PA	1.79469230769231
SELS	1.016875
LOC541471	0.6275
FAT2	-0.1565
ZNF81	0.065
OR4C16	0.162
FLJ10081	0.0207
LRRC4	0.0625
CS	0.835333333333333
N4BP2	0.0005
IGFBP7	0.38875
ZNF318	0.115916666666667
NDNL2	0.34725
ZNF609	0.08175
SIRT4	0.00575000000000001
EXOSC10	-0.634
ECE2	0.615416666666667
OVGP1	0.10525
GTPBP3	-0.94925
PACS2	-0.5451
C19orf36	-1.42616666666667
ARL4C	-1.3215
ATG4B	-1.08
UBQLNL	3.031
RHOXF2B	-3.776
PLEKHG2	-1.0515
GALR1	-0.735
AQP4	-0.102833333333333
HDAC7A	0.285
DCUN1D3	0.4995
OR8A1	-0.759
CCRN4L	0.860625
CBR4	-1.80266666666667
KIFC1	-0.606
SLC7A14	-1.53916666666667
LHX5	-0.00549999999999999
TRPC7	0.037
LPXN	0.37925
SERPINA1	-0.681875
RPS13	-0.5578
BPIL3	-0.515
PRKAA1	-0.41675
FADS2	0.0579
ENAH	-0.0409375
PRO1768	-1.1345
APBA2BP	0.02775
LIPH	1.50816666666667
C3orf33	1.006
RCC2	0.684428571428571
ALDH1A2	-3.6827
RNF103	1.35
AHCY	-1.264875
ALG12	0.343
CCL17	2.61275
ZNF543	1.704
ESRRG	2.1353
CNGA1	0.253
RDH5	0.115
OTX1	-0.4651
PTGFR	-2.05666666666667
CDR2	-0.3505
SELE	5.854
NLGN2	-1.09766666666667
EXOSC9	1.06075
ZNF566	0.0893333333333333
KLRC2	-1.2755
GPR12	0.4245
KIAA0196	0.5595
PDRG1	0.22375
SSR3	0.158714285714286
MSI1	0.111
CST9	2.1295
CC2D1A	-0.361875
PLAGL1	-1.01694444444444
ZNF778	-0.3645
RNF2	-0.01075
KLF6	-0.114833333333333
THBD	1.12333333333333
tcag7.1314	1.04325
NR5A1	-0.188166666666667
ABCD2	1.67775
DNAJC7	-0.7045
CLEC4C	1.5025
TM2D3	0.97875
CCDC4	-1.869
PLAC2	1.39075
DCD	0.463
FAAH	1.132125
POLA1	0.00983333333333333
TM7SF2	-0.7985
FLJ39822	-2.158
FLOT2	0.6845
MAP4K1	1.12816666666667
SRP68	0.5045
C21orf74	-0.368
ARPC5	0.5485
LOC126075	1.0355
HECW2	-0.4705
ZDHHC4	-0.3165
ANKRD42	1.5815
PDE9A	-0.352166666666667
ABCA8	-0.886
NDUFS2	0.403
UBR5	-0.065125
BTBD16	-2.3905
LOC554174	0.1635
ZNF20	0.3485
KIAA1843	0.635
WDR17	-1.771875
C15orf33	0.7215
RNF113A	0.683
CAMKK1	-0.9637
CLCN2	0.18825
ANXA6	0.187
LOC340069	0.304
EMID1	0.830875
DPM3	0.324416666666667
ELA1	0.3255
SLC25A13	-0.8399
KRT24	-0.01675
SMPD1	0.347666666666667
TH	0.100375
COL6A2	-0.376071428571429
ANKS1B	2.183
GPR126	-0.102
ZC3H12A	-0.224833333333333
TMEM47	-1.03766666666667
C2orf51	-0.141333333333333
C1orf88	3.43116666666667
HSF2BP	0.20425
AKAP10	-0.23
RPAP3	0.7255
KLHDC8B	-0.4935
STOM	-0.3594
MUPCDH	0.073625
C10orf72	-0.678375
PLEKHA3	0.863333333333333
TCP11L1	0.14125
CWF19L1	-0.2415
SPEF1	0.798153846153846
YSK4	-2.18275
ELN	0.2683
SAMD8	1.87983333333333
MPI	-0.6295
MEPCE	-0.7164
ABCC3	-1.166
NANOGP1	-4.05
KCNK17	1.18975
HLA-DMB	4.86183333333333
RRAGA	-0.2655
ANGEL1	-0.4795
RBM32B	0.5515
CPN1	-2.85775
MGC52282	0.3046
HLA-A	3.09016666666667
OR9G4	0.3505
EDNRB	-2.536625
SCD	0.0717142857142857
C14orf80	-0.478666666666667
BAGE2	0.269
RABL4	1.23083333333333
RCVRN	0.262
SHANK1	0.106
NLRP7	-1.72775
CD226	3.07075
STAT3	0.8793125
SYNJ2	-0.716
TPCN2	2.78366666666667
WDR36	-1.10541666666667
MBD4	0.06225
ROBO1	-1.5802
ST3GAL6	-3.10625
SLAMF8	3.962
ATN1	0.563666666666667
GPR141	0.9235
KRT36	0.498
TPH1	0.204
DDX52	0.13825
ZSCAN29	0.594333333333333
TRPT1	-0.478666666666667
DPEP3	0.541
DENND4A	-0.634125
TSPAN16	-0.3425
PTCHD2	-0.423
LOC145814	0.22175
CAP1	-0.0798333333333333
EIF5A2	0.0787
NT5DC3	-1.459625
SEPT9	0.037625
SEZ6L2	-0.110625
EGFLAM	2.4845
VPS11	0.53825
NDUFB5	0.322833333333333
CIDEA	0.519
IER5L	0.5535
N6AMT1	1.318
FAM83C	-0.48525
OXR1	1.618
IRX1	-0.2145
DGKB	-1.6265
GCN5L2	-1.2555
MIR16	0.281875
FBXW9	-0.6305
WDR4	-1.19466666666667
PDC	-0.403
VPS33B	-0.0695
HEXB	0.30275
FLJ32214	0.4815
TCEB3	0.2385
CRLF1	-2.533
ABI3BP	0.7395
C8orf22	-3.917
PYCR1	-0.905125
KIAA1706	0.2415
CDK5R2	0.614375
WAS	0.8175
C12orf60	1.39975
CCBL2	-0.1795
MADD	-0.06725
C5orf34	-0.59575
WDR42A	0.0803
KLF12	-0.632375
HSPA1A	1.87825
ITM2C	-0.669083333333333
DAPK2	2.769
LOC442590	-0.608
SUMF2	-0.866375
CENPA	-1.11238461538462
TMED5	0.0255
CDH6	-2.2269
BRP44	1.141125
THG1L	-1.115
GABRA2	-3.3115
C14orf166	-0.308
MYL1	-1.652
TNFSF18	0.116
PAP2D	-2.191
PPIB	-0.735
KLHL4	-1.354625
SFN	-1.41116666666667
CCDC127	0.6415
FRAP1	-0.6735
GOLGA5	0.59575
SDCCAG1	-0.233875
MGC21675	-0.0935
C10orf95	-0.7555
KIAA1345	-0.975166666666667
C1orf163	-1.468
LACE1	0.658333333333333
OR10K2	0.661
CENPN	-0.11848
TMED2	0.5205
UGT1A6	0.196
ANG	-0.909
U2AF1	0.328
CASC2	1.51566666666667
NMT2	-0.126666666666667
OSGEPL1	1.126625
DFNB31	-0.735
SLC6A20	-0.082125
DKC1	0.24025
FXYD4	-0.796
WDR64	0.788
MGC5590	0.5265
CREBZF	0.383666666666667
DAZ1	-0.43725
PRPSAP1	-0.44975
GCHFR	-1.14875
TTC7A	-0.16425
LOC196993	1.60075
UBD	4.92866666666667
S100A1	-0.542375
RPL6	-0.516833333333333
DNAJB6	0.1608
NAGS	0.4271
C2orf58	-1.0265
KERA	0.556166666666667
MT1X	0.5305
UBE2B	0.6665
KEAP1	0.11625
MST1	-3.38775
OMA1	0.431
ABLIM2	0.2685
BCL2L13	0.0178333333333333
JAZF1	0.780333333333333
TMEM63B	0.7265
S100A8	2.7964
ARFIP2	0.487
UROS	0.1125
KHDRBS2	-1.2235
POLQ	-0.997
SOAT1	0.47575
SPAG4	-0.02675
MRPS30	0.853
LOC494141	0.14125
OR2T11	0.485
ORAOV1	1.9437
ZNF184	-0.214
TCEB3B	0.225666666666667
ADAM21	-0.4295
GDPD1	2.435
SPINLW1	-0.70975
PRR14	-0.479
KCTD9	-0.3886
NUDT3	0.61825
KIAA1822	0.5035
HIST1H4K	1.058
DFNA5	-3.476
GABPA	0.607
C14orf44	0.115
POLB	0.582625
PTAR1	-0.99725
SEC31A	0.3027
TRIM58	-1.393
TAS2R14	-0.3815
VPS8	0.417875
H1F0	0.376833333333333
PRKCB1	-1.22266666666667
UGT2A1	0.353
TOR1B	0.135
LSS	-1.57766666666667
C2orf19	0.3435
HNRNPC	0.498071428571429
TMEM100	-2.71833333333333
LOC116349	0.23525
OR51M1	0.1975
CCDC142	0.048
ISG15	3.90475
ZCCHC14	-0.53375
CREBL2	0.994
TGDS	-0.51625
DC2	0.22125
CACNA2D3	-2.73235714285714
ZNF429	-0.26225
LYPD6	1.49866666666667
SUCLG1	-0.207333333333333
OR51I1	-0.6335
MAGEH1	1.90775
PRPF40A	0.3805
SMR3A	0.7575
SPINK2	-1.06425
THAP2	0.432375
NPY5R	1.85225
IRF4	-0.673625
SPESP1	2.26066666666667
OR10S1	0.2675
DTD1	-0.34825
TUBE1	-0.2145
DDX19A	-0.4695
PDPN	-2.086875
TMEM34	-0.0640833333333333
MGAM	-0.2195
COL3A1	5.0215
GFM2	-0.3455
OR5A2	0.4825
PSG9	-1.26575
ARHGEF11	0.295666666666667
IVNS1ABP	-0.0580625
SIGIRR	0.98725
DUSP19	0.349875
DNAJC14	0.0137
ACSS1	0.392375
IL1RAPL2	0.904
C4orf30	-2.15975
SEPT4	2.28925
LANCL3	-2.20475
SPAG17	1.01466666666667
PRDX3	0.23275
HNF1A	-1.513875
P4HA2	-0.918875
RFWD3	0.3365
MOV10	0.20725
DNAJA5	-0.703357142857143
LOC729440	0.08725
LOC200383	0.647
SMC2	-0.58325
MIXL1	-0.948833333333333
TMEM9	0.62125
FAM86A	0.734
ZNF174	0.2831
MYH14	-0.69075
CCR8	0.654
VPS37C	0.671833333333333
GPATCH1	0.671333333333333
B3GNT8	1.497
TBX4	0.2885
CNR2	0.738333333333333
PCDH1	0.47325
C5orf29	3.439625
OCIAD2	1.85975
PLCG2	0.9815
KIAA0247	1.32475
HRH3	0.2276
CAPN13	3.57075
CCR1	0.7589
MGC15523	0.0932222222222222
UVRAG	0.3455
DNAJA2	1.03016666666667
ITGA2B	-0.365666666666667
CLDN5	2.564125
PTPRN2	-2.011
ZNF512	-1.26583333333333
PSAP	1.84035714285714
CCDC140	-1.326
LRRC55	-0.055
CYP26C1	0.1615
C8orf47	0.502
LYN	0.2675
DUSP6	-0.422
TGFB3	2.1396
ELK1	0.2569
PCDH11Y	-1.86266666666667
HGD	-3.2035
C17orf58	1.682
MYO3A	0.2345
SERPINE2	-4.78533333333333
AARSD1	-0.69275
C14orf73	-0.99175
ADAM33	-0.0185
ZNF491	0.0325
MAPK6	-0.609
TCN1	-1.897
SLC24A6	0.8695
UBE2R2	-0.91075
H1FNT	0.42825
TATDN2	0.523333333333333
LILRB1	3.54375
P2RY5	0.85
NUCB2	1.33625
C2orf37	1.0195
SNX27	1.46816666666667
MTA3	-0.669
FOXO4	0.33825
ID4	-1.94283333333333
SOX5	-3.475
PXMP3	1.338375
OR52M1	0.1705
SFT2D3	0.07325
INA	-3.28433333333333
MCOLN1	1.02525
NFIX	-0.3794
CLEC14A	4.61433333333333
HIBCH	0.359166666666667
PLA2G5	0.22975
TIMM10	0.438166666666667
MED17	0.172
COL4A4	0.1915
TPP1	0.996333333333333
GJA3	-1.14416666666667
TMPRSS5	-1.9595
AADACL3	0.436
DNMBP	-1.674
ENPP5	3.8545
NQO1	-0.2971
ZSCAN2	-0.26125
SEC24C	0.451166666666667
GTF2A1L	-0.31
AXIN2	0.9496
FAM33A	1.11483333333333
C16orf13	0.41375
SPNS2	0.22125
TAF1	0.6075
AP1G2	-0.0543333333333333
RBM42	0.5865
HCN2	0.706
EFHB	-0.509333333333333
RUSC1	0.508166666666667
GRIK5	0.182
USP21	0.154166666666667
ATAD3C	0.05875
ORMDL2	1.04775
PRSS7	-4.0745
PSAT1	-4.203
FLJ13195	-1.4895
TBC1D1	0.1015
IFNG	6.90525
OTOS	0.165833333333333
ZNF773	0.391833333333333
EMD	-0.62975
RETN	-0.148
CCL8	5.033
APH1A	1.005625
COX18	-0.53825
GTF2IRD2	-0.6195
CCDC82	-1.55758333333333
PAFAH2	0.3417
NPEPL1	-0.363
RP11-114G1.1	0.8645
TP53INP1	1.944
ZNF300	-0.618333333333333
FOXL2	-1.31775
LARP2	0.0474166666666667
LATS1	0.5115
HTR6	0.383
SPOCK2	2.04866666666667
RNF144B	2.85666666666667
HTATIP2	0.24775
MGC10334	-0.238166666666667
CENTA2	2.723
FGF2	-2.11125
FXYD7	0.6325
PHYHIPL	-2.7855
GPR34	4.24
DDX6	-0.445333333333333
OR10W1	0.1025
LHFPL1	0.1605
ZNF313	1.15785714285714
VPS28	0.96325
AP3M1	0.9927
AKR1CL2	0.77775
TRAF4	1.454
OR2B11	0.6045
C19orf12	0.6155
AKAP9	-0.0253333333333333
C1orf62	0.391666666666667
SLC20A1	-0.9663
FAM112A	0.7615
LDB2	-0.327375
MRPS23	0.7025
KLK5	-0.2295
SPTB	-0.503222222222222
EFEMP2	-0.41875
EFNB2	-1.195625
PCM1	-1.03014285714286
NMNAT3	2.075125
TSG101	0.784166666666667
C8orf40	0.545666666666667
NOB1	-1.103
ABHD3	-0.21125
GTF3C4	0.044875
PIGN	-0.0998333333333333
GALNTL1	-0.30075
AEBP1	0.31
OR9Q1	0.9295
ANKRD2	-0.256
CCL28	-2.765
TRIM38	0.993333333333333
TMCC1	0.00450000000000002
SMG5	-0.13975
LRRC7	-0.686
NCAPD2	-0.187166666666667
C6orf153	-0.40375
C1orf74	0.293
OTUD6A	0.2995
DCP2	-0.405
TMEM24	-0.19225
RPL18	0.784666666666667
TMEM177	-0.49675
LRRC37A3	1.007
C1D	0.0851666666666667
LDHC	4.059
UBE4B	-0.413666666666667
NIT1	0.56675
BTN3A3	1.811375
RASD1	-0.15175
COMMD3	0.8805
SHFM1	0.57525
BIRC8	-0.13
DUT	-0.405
C12orf51	-0.331
LRRC59	0.814833333333333
LY6H	-0.16425
WDR22	0.232166666666667
EDEM1	0.932142857142857
ADH1A	1.624
PANX2	0.4449
CYP11B1	0.6495
CDC73	0.595
GPR172A	0.4445
GSTM3	-1.55215384615385
KCNA5	-0.196
SERAC1	0.787166666666667
NFATC2	1.0015
ANAPC5	-0.3513
C15orf24	-0.0015
NFATC2IP	-0.43025
TNRC6C	0.358833333333333
MGC102966	-2.571625
FGD5	-0.198833333333333
MED9	0.08075
RAB13	-0.294333333333333
C15orf49	0.197
CRYGS	-0.085
C12orf53	-1.2422
LOC283693	-0.4065
COX6B2	0.863
PHF14	0.182875
FAM3A	0.0435
RPL13	-1.1849
PRDX2	-0.1715
FLJ34047	-1.952
PRMT3	-0.25075
KCTD19	-1.2715
TRIM10	-0.2205
MGC26597	0.412
GCNT4	0.39125
GPRASP1	-0.18275
CDKN1C	-0.03975
RHBDL2	0.8424
HSPH1	1.04025
AQP1	1.809625
COL17A1	-3.5612
GFAP	-0.24575
CDC16	-0.705
KIAA1614	-0.276
C6orf118	-0.9982
ZSWIM5	-1.18875
FAM83F	2.82375
LYNX1	1.203875
SYNPR	-0.5575
XG	2.9135
PRSS16	-2.88625
KIF13B	0.483571428571429
PCDH9	-2.470625
HIST1H2AH	2.64333333333333
RBM18	0.82375
ZNF626	0.885625
HEXIM2	-0.367333333333333
ITFG1	0.952
TUBG2	-0.637
SFRS7	-0.0786666666666666
C9orf14	-0.8295
EXTL1	-2.47125
GBP3	4.00166666666667
WDR5	-0.06375
RARG	0.628333333333333
MYO7A	1.49
CECR6	-0.1815
C13orf3	-0.579875
SFRS18	-0.567875
ACVR1B	0.5475
PSMD1	-0.5358
C7orf31	-1.243
ILVBL	-0.90775
IFNGR1	1.1095
RNF186	-1.388
NOL9	-0.71875
MAGEL2	-1.6485
SLC29A2	0.0165
NHSL1	-0.90625
RBMX	-0.4155
PSORS1C2	0.316
RAD51L3	0.278916666666667
LCN6	0.53375
ORAI2	-1.158625
BRUNOL6	0.0186
OR4K5	0.0765
CDC123	-0.339125
MSLN	-1.99416666666667
WWTR1	0.267666666666667
ZNF700	-0.7615
COBL	-0.068
PPP1R16B	0.533
GAS7	-0.7726
MDN1	-1.138125
HAAO	0.3495
C9orf68	0.63675
TNFAIP2	1.02775
FOXN1	0.039
hCG_2033311	0.622333333333333
ATP6V0D2	0.8578
RPL41	0.618875
SLC38A1	0.63725
ARHGAP6	-2.00216666666667
ADAD2	-0.82725
PHF20L1	0.4668125
MCM3AP	0.747166666666667
ST3GAL3	-1.08416666666667
SNX1	0.798666666666667
ELF5	2.62525
PARP3	-0.531
RBM8A	0.43075
LINGO4	0.277
ITGA9	0.1065
ZFR	-0.30025
ACSL6	-0.33475
FLJ20699	-0.0942
DAOA	0.485
FABP4	3.171
KCNB1	-1.4085
CANX	-0.0213
SLC25A28	0.554833333333333
ADIPOR2	1.095375
ECHDC2	0.870625
SMA4	-0.3125
FRZB	1.755375
PABPC1	-0.8965
DMRTB1	-0.111
APOBEC3G	1.98475
CATSPER2	0.283166666666667
CUEDC1	0.719333333333333
STARD9	-1.5665
CLDN8	2.886125
LOC23117	-0.639772727272727
E2F6	-0.0848333333333333
TMEM126B	-0.186333333333333
DPY19L4	1.7865
GIMAP5	3.89933333333333
NDUFA9	0.444833333333333
FAM77C	0.229
CTPS2	1.76775
LOC51035	-0.16925
WDSOF1	0.04725
EGLN3	-0.33
PITX3	0.713
OR52E8	0.945
GRM4	1.0285
KLK1	-0.632333333333333
GPM6B	-1.41375
RRAGD	0.414333333333333
PAGE5	-2.31925
UCHL5	0.439333333333333
ULK3	-0.579166666666667
AIM2	3.68033333333333
PNO1	-0.247666666666667
OR2F2	-0.2485
GNAT2	-1.1335
SIX1	-2.52575
ST13	-0.167583333333333
ZBTB44	0.709125
TIMP2	0.03625
ZMAT4	-1.84725
GTF2IRD1	-0.508666666666667
ZNF19	0.2105
ZNF714	-1.3
RSC1A1	1.13625
C9orf80	0.74975
PSMA8	0.467166666666667
TMEM141	0.01125
COX4I1	-0.259357142857143
CTAGE1	-0.283833333333333
DTWD1	-0.146
HSD11B1	3.6695
KRT6B	-1.171375
ARID4B	1.524625
LHFPL3	0.31525
WWP2	0.250666666666667
ZNF326	0.395666666666667
RGPD1	0.694
CTSH	1.21983333333333
FASTKD1	-0.346
PAF1	0.6865
TTC9C	0.014
IFT57	0.0267000000000001
PRSS36	-1.2345
IL20RB	-1.4825
ZNF592	0.102833333333333
DCTD	-1.4035
CFP	2.25325
MFNG	0.108375
JMJD2B	-0.129
ALDH3B1	-0.53675
THSD4	1.87
KCNJ5	2.321
LMNA	-0.1085
TBCD	0.56825
ZNF250	0.405666666666667
CASQ2	0.751666666666667
PEG10	-4.90141666666667
PRAME	-5.2602
NP	0.16225
TRIM59	0.344
ZNF12	-0.161
XTP3TPA	-0.08325
SIGLEC7	0.8174
PANK4	-0.303
FAM70A	-4.026
SNED1	-1.3665
HIP1	-0.3185
RAET1E	-1.4345
AMAC1L2	-0.6555
AHNAK2	-2.39991666666667
TOE1	-1.54466666666667
RECQL4	0.1395
SPRYD3	1.108
DPAGT1	-0.29725
MAGED2	2.1287
ANKRD55	0.92475
TRPS1	4.26275
DOK7	0.285
TFPI2	-6.39075
GTF2H3	0.198166666666667
CYP4F11	1.173375
LHX2	-1.96266666666667
ATG16L1	0.0881666666666667
ASB12	0.728
C1orf116	1.76075
NF2	-1.1243
POM121	-0.2537
PHYHD1	-0.7031
TXNDC17	0.3715
DKFZp779O175	0.336
NUP62	1.2165
MYO18B	-1.2665
PRAMEF1	0.036
TCBA1	-0.1835
TMEM168	-0.7925
FJX1	-0.156666666666667
CLCF1	-0.6365
SEPN1	-0.231
IGSF2	1.08725
NUDCD1	0.402
TFF3	2.18116666666667
NDFIP1	0.455142857142857
CHCHD4	-0.31875
TNR	0.206
CUTA	0.0128333333333333
USP44	-4.44825
DPP10	-0.784166666666667
IWS1	-0.2285
PCGF1	0.169
SULT1C4	0.424
NTF5	2.77875
PTPN13	0.3745
SSTR5	0.353
SFRP1	-4.778125
IDH3B	-0.887875
SUOX	1.0175
TMCO5	0.84575
GOLT1B	0.78125
MIB1	-0.639928571428571
PCDHGB1	-0.051
SUSD1	0.88875
ICAM5	-3.14116666666667
PAPOLB	-0.381
URM1	-0.5528
TMEM106B	0.481333333333333
LRIG2	-0.17975
SLC27A5	-1.96
CLIC6	4.6181
ZNF420	0.393333333333333
SCN9A	-2.1813
KIAA1909	-0.01875
ELMOD1	-2.83975
PRKAG1	0.304
FAM64A	-1.04088888888889
EEF1G	-0.7308
SMAD5	-1.0315
INCENP	-1.7565
WASF2	-1.767
GARS	-1.4773
CDK10	-0.8659
HLX	0.114666666666667
MDM4	0.46875
ZNRF1	-0.666785714285714
HHATL	-1.59783333333333
FAM21C	0.7907
HIST2H3C	0.749
PFDN2	0.904875
ZNF200	-0.104
NDN	-2.15575
HBA2	-2.37766666666667
FBLN5	0.673625
PUM1	-0.184428571428571
TNNT1	-0.943166666666667
C19orf59	0.161333333333333
HNRPH2	1.346
RAB7A	0.172666666666667
PMS2	-0.60675
BIRC3	1.398
NRSN2	0.30025
OR52K2	0.5105
SPOCK1	-2.58842857142857
H2AFY	0.40775
RXRB	-0.1895
ZNF638	-0.387166666666667
ANKRD45	0.77925
ACTN4	-0.317
FXC1	0.4325
EIF2B5	0.4025
VPS33A	0.1245
PINK1	-0.281
FAM106A	-1.7575
SKIP	0.4603125
GAPDHS	-0.555333333333333
MUM1L1	3.55
PSTPIP1	2.4395
CNTNAP1	-1.3122
CYP26A1	-1.6425
APOL2	1.7244
TACC2	0.1545
COX7A2L	0.321
HSD17B1	0.0906875
ARRB2	0.017
SLC7A6	-0.3036
HSD17B10	0.64925
RBJ	-0.14775
NUP155	-0.65325
MRPL10	-0.602666666666667
CYCS	-1.87208333333333
CCDC46	-1.48133333333333
TECTA	-0.1565
GNAL	-0.87125
LPO	0.367
PEBP4	0.5935
DDX11	-1.18175
C18orf12	0.4615
TAF9B	0.205
IMP4	0.44225
RPA4	0.746166666666667
NDUFS1	-0.35325
UPK1A	-0.238833333333333
ARRDC2	0.233333333333333
C18orf20	1.0235
AES	-0.369285714285714
CD2BP2	0.162833333333333
C16orf54	1.1845
UGT2B17	-2.856625
FGFR1	-2.11768181818182
CEACAM6	2.8676
CHRM5	-0.00749999999999999
CERK	-0.7105
AP3S2	1.19521428571429
ANKS4B	-0.89525
CLCNKA	0.428
ZNF208	-0.431
HLA-DRB5	3.949
CARKL	-1.509
GOT1	-0.6565
CASP6	0.14425
HOXA1	-0.18
RCL1	-0.04725
ZNF181	0.493333333333333
RAB40B	0.687
MRPL38	0.1165
LRRN2	1.1745
C3orf25	0.614
OR5D14	0.4605
OR10AG1	-1.0075
BET1L	0.6317
FRY	1.80525
AK3L1	0.156
CSF3R	2.687
POLR3K	0.0895
ATG2B	0.205333333333333
EPS8	1.95816666666667
DARS	-0.34725
C10orf56	-0.152
DAD1	0.346083333333333
