Hybridization REF	TCGA-E2-A1BC-01A-11R-A12P-07
MAP4K2	-0.756
CHIC1	0.623
SULF1	3.574
C20orf30	-0.0657857142857143
PRDM5	-0.240625
ELOVL1	0.508
C11orf48	-1.31175
SLC39A10	-0.7505
KCNV1	0.148
ACP1	-0.503
ZMYM2	-0.03925
B3GNT6	0.215
C9orf69	0.27625
C2orf15	1.19425
C20orf166	-0.646
HSP90AA6P	-0.2675
EDG7	-0.675
NEURL	-1.79575
LPL	4.517
CLEC2D	-0.141428571428571
GRRP1	2.001
CD8B	-3.4708
HIST1H3D	1.5305
SLC6A12	-0.025375
FAM27L	-0.2125
CD84	1.238
RASA1	-0.546
PHKG1	0.8755
MAGEA11	-1.032
IMPA1	-1.6815
NPM3	-2.4555
RARRES1	1.07625
SH3BP1	-0.000875000000000015
B3GNTL1	-0.6575
ARPC5L	-0.0205
KLHL26	0.52575
SIM2	1.2485
GJC1	0.512
C20orf194	0.3635
EXO1	-4.6075
SLC2A2	-3.10425
LOC285074	-0.83925
LRG1	-2.328
KIRREL	0.711
PIK3R1	1.82671428571429
C4orf34	2.07275
MAF	-0.410833333333333
ADCY4	3.814
ZMIZ2	0.0852
SLC46A3	2.7285
STAMBP	-0.3245
CCDC16	-0.113
MS4A12	0.066
TCF20	0.6815
LRRC46	2.22075
C20orf152	0.381
MRPS6	-0.132
ABCB11	1.0205
KCNC2	-0.7516
CDH19	-1.3348
C9orf123	0.142
SSH3	0.493125
LDLRAD1	-1.77675
CCBE1	-0.045
ZNF135	1.4295
TAAR1	1.211
WFDC12	0.354
CCDC42	-0.353333333333333
FLJ12529	-0.36975
PER1	0.567333333333333
TIMM50	-0.5585
SMARCAD1	-0.538833333333333
FAM26C	0.4285
TP53TG3	-0.989
SH3RF1	2.5891
LMCD1	3.00525
GPR63	-1.3455
FLJ21986	-1.693375
AIFM3	0.259
MICAL1	-0.507666666666667
BLZF1	0.704
IQCA	2.609
PCDHGC3	-0.4345
SAC	-0.6885
BCL6B	2.423
DDO	0.869
MARCO	1.88225
DCHS1	1.36966666666667
C1orf170	2.1955
CD200R1	0.4595
C22orf15	-1.192
SEPT11	0.4275
ADNP	-0.3425
UST	-0.9199
C13orf34	-1.74966666666667
RFFL	-0.3275
APBA3	-0.416
C2orf60	-0.300375
CUTL1	-0.7251
PMS1	-1.03875
ZNF689	0.2845
EIF3E	-1.00483333333333
IL9	-0.04025
RPL31	-0.820125
LY9	-0.258166666666667
ATP2B3	-0.3895
KDELR2	0.204125
TFCP2	0.450125
NLRP12	0.6895
FLJ45422	-0.42725
TLE4	-0.705
ZNF570	0.0425
FLJ43806	-2.7055
TLK2	-0.666375
CIR	0.95375
MARS2	-0.189
COL24A1	0.1085
SDF2L1	-0.4105
HIBADH	-0.0498333333333333
IGFBP3	-1.99842857142857
C12orf23	1.211
PSPC1	0.4795
C20orf43	0.30075
TRAV20	0.262
ARHGAP24	1.10525
KIAA1975	-0.875875
C1QA	3.2718
DNTT	-5.24666666666667
C10orf6	-0.269333333333333
C11orf41	0.08
HNRPF	0.444
COL11A1	7.34133333333333
UBAP2	-1.24166666666667
CDKN2AIPNL	-1.6225
C20orf174	2.194
SPRED2	1.15175
PLA2G12A	0.144166666666667
ICEBERG	-2.0014
SCN10A	0.5135
C11orf65	0.57875
GBP5	2.35975
PITPNC1	-1.28016666666667
POU3F3	1.8745
NCOA7	-1.194625
LIN7C	0.7456
LOC348840	-1.4425
NKX2-2	-1.413
ANKRD13D	0.1035
LOC123688	0.60525
FUT2	1.2125
TAAR8	0.275
FZD4	0.661416666666667
PNMA3	-0.6985
OR4L1	0.277
WIT1	-3.142
EXOC3L	1.616
ATPBD4	-0.2686
KRBA1	-1.5165
UBXD6	-0.13725
HOXB7	-0.627357142857143
C7orf23	-0.2685
UNQ338	0.88375
STAB2	0.78675
CDC20B	0.684333333333333
IRF9	1.351
CENTG1	0.27
TNPO2	-0.52
MCPH1	-0.297875
BMS1P5	-1.111
SLC26A7	1.423
HIST1H3J	0.40575
C9orf3	0.145
LBH	1.022625
MYO1D	0.461625
PTDSS2	-0.03675
NFU1	0.308
DEPDC4	-1.42575
WNT7B	1.3641
GLP2R	-0.403166666666667
SETD4	-0.1177
DYNLT3	-0.5038
FKBP11	-1.621
SESTD1	0.842
FLII	0.53925
RPS16	-0.117
CHPF	1.33083333333333
CSNK2A1	-0.133333333333333
SUMO1P1	0.306
FKBP6	-0.432
ZNF214	2.18466666666667
TWIST1	1.54416666666667
DDX56	-0.4265
TRAM1L1	2.5059
EPO	-3.25033333333333
MRPS18B	-0.1885
ZNF682	-0.475666666666667
RPL14	-0.3465
MAFF	-0.47275
LOC51136	-0.522125
LY96	-0.8945
DDX20	-0.42575
ABTB1	0.845
ARL5A	-0.0106
CCT6A	-2.441
HEPACAM	0.585833333333333
EHHADH	0.326666666666667
RBAK	0.242666666666667
CGB1	1.87175
ITGB5	2.1456
YIPF3	-0.1205
FKBP2	-0.2945
NR1D1	-0.3937
TMEM110	1.113
NEK2	-4.39583333333333
PRAMEF8	-3.28625
C20orf52	-1.04383333333333
PCDHGA3	-0.666
VWA3B	0.14625
NDUFA5	-0.266875
THAP9	-0.60825
FLVCR2	-0.853666666666667
AP1S1	-1.989375
SMAD6	-0.0165
SAV1	0.726625
SAT1	1.545375
ZNF251	0.5435
ADAMTS7	-0.00989999999999997
RPP38	-0.057
C1orf211	-1.821
YPEL2	2.12955
RBMS1	-0.562
ZNF445	0.0416666666666667
NRXN2	0.0868333333333333
PGBD4	0.2175
UGT2B28	5.48225
WBSCR16	-0.4779
NLRC3	-0.075375
ASTL	-0.0835
ST6GALNAC1	-3.0505
ZADH2	0.110875
MLLT4	0.0519166666666667
ARL6	-0.0963333333333333
MEF2C	0.88475
CBFA2T3	-0.3875
AFF3	1.85107142857143
COG7	0.129
MYB	-0.4175
PLXNA3	-0.284
XRCC2	-2.29183333333333
MMS19	-0.333625
ST8SIA5	-1.13085714285714
CHPT1	0.888333333333334
KIAA1712	-0.605625
OR6X1	-0.266
ACTR3	-0.0715
UGCG	0.228833333333333
OR4P4	-0.4225
ZAP70	-3.402
LPP	2.00275
ZNF485	-0.11725
PTPRCAP	-0.4225
IL12RB1	0.22825
ATRX	0.5207
CHST8	-0.1945
C14orf109	0.1485
ARV1	0.897
NMB	0.675571428571428
COX5A	-1.12766666666667
EIF6	-0.659
MPPED2	-0.0418333333333333
SEMG1	-1.377
CHRDL1	1.7435
TRAF3IP2	0.52775
WNK2	0.73525
LILRA4	1.11483333333333
LAMA2	5.47925
PXT1	0.3535
RLBP1	-3.85425
CD300C	0.15575
SLTM	0.20425
FLJ10404	0.348466666666667
APOBEC3D	-2.67966666666667
RENBP	0.487666666666667
ATXN7L1	0.022125
NID1	0.985
TUBGCP3	-0.983125
ITIH5	1.9105
CCDC110	1.778
C8A	-3.699
MGC87042	-1.2695
HOXC13	-0.82625
TFDP2	-0.19225
HCP5	1.17475
POLI	1.48975
UCN	-0.526333333333333
ZNF764	0.721833333333333
C8orf45	0.13975
FHL3	-0.1495
SPATA5L1	-0.674
MMRN2	3.3415
NDST1	1.96583333333333
COL20A1	-0.5445
ZNF248	-0.572666666666667
PELP1	-0.923333333333333
MBL2	-2.6485
RNF41	0.645375
C5orf24	0.535875
THOC5	-0.177875
SERINC3	0.498583333333333
RP11-151A6.2	0.3665
CDCP2	-0.1255
HIST1H2AA	0.48625
C11orf75	0.0085
FKBP7	0.40325
DDOST	-0.7425
GPNMB	0.414166666666667
TTF2	-2.47866666666667
KCNT1	0.0548333333333333
SLC39A14	-0.80075
NGRN	0.6793
GPR137B	1.14725
MECP2	-0.29475
PSMA1	-0.095
C16orf73	-5.469
TMEM60	-0.200666666666667
CSN3	0.3125
NOS1	0.697333333333333
RAB7L1	0.00800000000000001
YBX2	-2.043
KIAA1166	-0.367
FUBP3	-0.0956666666666667
ABCG1	0.939
ACACA	-0.56825
ARL11	0.6771
ATOH1	0.964
ODF1	0.391333333333333
CREB3L3	-1.31316666666667
TMEM127	1.26971428571429
DSCAML1	-0.8435
PLN	2.91633333333333
LYPLA1	-0.186666666666667
PRDM9	-2.46175
SASP	0.01
PLUNC	0.309166666666667
INTU	0.7795
HISPPD1	-0.23275
LNPEP	0.367333333333333
YARS2	-0.495666666666667
APCDD1L	-2.056
ZCCHC4	-0.3956
FBXO22	-0.527
TTLL13	0.1625
ZNF669	-0.0715
PTGDR	2.515
DDX27	0.0455
KIAA0409	0.525666666666667
GJB6	-0.47525
ASB8	1.1125
PLP2	-1.25416666666667
MEPE	-0.20275
OR10J5	-0.475
KRT222P	4.95375
COQ7	0.194833333333333
C1orf101	0.9975
RERG	2.0169
CHMP5	0.285125
THAP11	-0.050625
ZNF43	0.616166666666667
ZRANB3	-0.8935
KRT13	4.6625
MRPL19	-0.615125
RBBP9	0.0295
SPATA17	0.904285714285714
BXDC5	-0.1965
PAFAH1B1	-0.5695
MAGEE1	0.22975
OSTF1	0.4535
KIAA0323	-0.180666666666667
TXNDC13	-0.943833333333333
CNTN4	0.341
LCE1B	2.0255
UNQ501	0.79525
ZNF154	0.8235
C3orf64	-0.062
SYT5	-0.3517
PON1	-0.11
FLJ10357	0.00537500000000001
ATP4A	-1.714
GNPDA1	-0.5625
MGAT1	1.176
C14orf121	0.0705
SLC35B2	0.045
MIER3	0.0506666666666667
CHEK1	-4.968875
ZNF8	0.108
TXNDC1	-0.652833333333333
CKB	0.0303
RTN3	0.205928571428571
FZD2	-1.314
PART1	-0.214857142857143
PSMB6	-0.87
PCDHB8	-1.343
PHC3	0.1976
PPP1R8	0.149
NOVA2	2.10416666666667
TNFRSF11B	-1.95975
GOLPH3	0.69
UBLCP1	-0.38325
SUHW3	-1.53725
TTLL1	1.3105
OPN4	0.776
OR13G1	0.985
ZPBP2	0.032
HSD17B11	-1.141625
C9orf50	-0.7095
DHDDS	0.669785714285714
CTSW	0.025
NEFM	-1.04583333333333
MRPL28	0.162
SYN1	0.527
PIGV	0.1455
ZIM2	-1.39075
APBB1	1.18466666666667
SND1	-1.1975
C1orf123	-0.0983333333333333
CHD3	-0.18775
BHLHB8	0.09325
RNASE2	-0.195833333333333
BCAP31	0.3585
SLC25A44	0.264833333333333
CHD6	-0.0112
PIB5PA	2.30046153846154
SELS	0.3335
LOC541471	-0.229625
FAT2	-0.0915
ZNF81	-0.2355
OR4C16	0.4575
FLJ10081	0.8314
LRRC4	1.231
CS	0.0851666666666667
N4BP2	-0.785
IGFBP7	2.0485
ZNF318	0.13675
NDNL2	0.55775
ZNF609	0.149875
SIRT4	0.52775
EXOSC10	-0.57775
ECE2	-0.34525
OVGP1	0.3335
GTPBP3	-0.87875
PACS2	0.4757
C19orf36	0.826166666666667
ARL4C	-0.270625
ATG4B	-0.333625
UBQLNL	-0.2975
RHOXF2B	-4.5055
PLEKHG2	-0.544
GALR1	-0.5565
AQP4	0.4584
HDAC7A	0.299333333333333
DCUN1D3	0.28675
OR8A1	0.2395
CCRN4L	0.26325
CBR4	1.18716666666667
KIFC1	-4.01183333333333
SLC7A14	-2.0302
LHX5	null
TRPC7	-0.1895
LPXN	-1.0655
SERPINA1	-3.202125
RPS13	0.0027
BPIL3	-1.912
PRKAA1	0.214
FADS2	-0.7936
ENAH	0.6725625
PRO1768	0.471
APBA2BP	0.1585
LIPH	3.00733333333333
C3orf33	-0.6455
RCC2	0.349214285714286
ALDH1A2	-3.17975
RNF103	2.4015
AHCY	-1.068875
ALG12	0.989
CCL17	0.6725
ZNF543	0.837
ESRRG	3.7689
CNGA1	2.92875
RDH5	1.75883333333333
OTX1	-0.6941
PTGFR	-2.01133333333333
CDR2	-0.32325
SELE	5.3335
NLGN2	-0.237833333333333
EXOSC9	-1.16625
ZNF566	0.333333333333333
KLRC2	-4.9125
GPR12	0.702
KIAA0196	0.071
PDRG1	0.1085
SSR3	-0.949142857142857
MSI1	-0.048
CST9	3.0235
CC2D1A	0.464875
PLAGL1	-0.173055555555556
ZNF778	-0.761
RNF2	0.416625
KLF6	1.324
THBD	3.37733333333333
tcag7.1314	0.45
NR5A1	-0.344166666666667
ABCD2	1.45825
DNAJC7	-0.80825
CLEC4C	0.628
TM2D3	1.09925
CCDC4	-1.556
PLAC2	-0.5815
DCD	1.902
FAAH	2.0075
POLA1	-1.0265
TM7SF2	0.722625
FLJ39822	0.709666666666667
FLOT2	-0.099125
MAP4K1	-0.9205
SRP68	0.151375
C21orf74	-0.099
ARPC5	-0.1185
LOC126075	2.1915
HECW2	1.235375
ZDHHC4	-0.34075
ANKRD42	1.2858
PDE9A	-0.771666666666667
ABCA8	2.61975
NDUFS2	0.4835
UBR5	-0.335
BTBD16	-2.94025
LOC554174	0.8755
ZNF20	0.8295
KIAA1843	0.645
WDR17	0.015875
C15orf33	0.161
RNF113A	-0.14275
CAMKK1	0.5105
CLCN2	-0.34075
ANXA6	0.977
LOC340069	0.1785
EMID1	0.41575
DPM3	-0.875916666666667
ELA1	-0.0215
SLC25A13	-2.0498
KRT24	0.61775
SMPD1	1.68133333333333
TH	-0.063625
COL6A2	2.17228571428571
ANKS1B	1.83425
GPR126	-3.9477
ZC3H12A	0.823
TMEM47	0.8945
C2orf51	-0.205833333333333
C1orf88	2.8175
HSF2BP	-0.407
AKAP10	-0.3385
RPAP3	-0.8565
KLHDC8B	1.180375
STOM	2.0977
MUPCDH	0.1675
C10orf72	0.557625
PLEKHA3	0.825
TCP11L1	-0.384
CWF19L1	0.039125
SPEF1	2.45176923076923
YSK4	0.05675
ELN	3.5864
SAMD8	1.08983333333333
MPI	-0.7595
MEPCE	-0.3945
ABCC3	-2.083125
NANOGP1	-4.6955
KCNK17	-0.67025
HLA-DMB	3.56333333333333
RRAGA	0.91425
ANGEL1	-0.97175
RBM32B	-0.144
CPN1	-3.3495
MGC52282	-0.4857
HLA-A	1.2625
OR9G4	0.2125
EDNRB	-0.684125
SCD	-0.137642857142857
C14orf80	-0.939833333333333
BAGE2	-0.2255
RABL4	1.12783333333333
RCVRN	0.0955
SHANK1	0.266
NLRP7	-4.15225
CD226	-0.23975
STAT3	1.274875
SYNJ2	-1.5495
TPCN2	0.0521666666666667
WDR36	-0.92325
MBD4	-0.092
ROBO1	-0.8326
ST3GAL6	-2.484
SLAMF8	1.51783333333333
ATN1	0.642333333333333
GPR141	1.22575
KRT36	-0.7985
TPH1	1.465
DDX52	-0.836
ZSCAN29	-0.0333333333333333
TRPT1	-0.853
DPEP3	0.439
DENND4A	-0.844625
TSPAN16	-0.5525
PTCHD2	0.066
LOC145814	-0.74075
CAP1	0.598666666666667
EIF5A2	-0.607
NT5DC3	-1.80725
SEPT9	-0.76025
SEZ6L2	1.211875
EGFLAM	3.87875
VPS11	0.984125
NDUFB5	-0.185666666666667
CIDEA	4.382
IER5L	-0.10125
N6AMT1	-0.21425
FAM83C	-0.66575
OXR1	0.356583333333333
IRX1	0.49
DGKB	-1.2534
GCN5L2	-2.4805
MIR16	1.06225
FBXW9	0.543
WDR4	-1.915
PDC	-0.335
VPS33B	-0.03625
HEXB	-0.5245
FLJ32214	0.38375
TCEB3	-0.41525
CRLF1	-2.69375
ABI3BP	1.193
C8orf22	-4.31925
PYCR1	0.04825
KIAA1706	0.529
CDK5R2	0.643
WAS	-0.4735
C12orf60	-0.3335
CCBL2	0.44025
MADD	0.60625
C5orf34	-2.521
WDR42A	0.7973
KLF12	-0.062
HSPA1A	2.153
ITM2C	-0.91175
DAPK2	1.85616666666667
LOC442590	0.5535
SUMF2	0.3015
CENPA	-4.64707692307692
TMED5	-0.39775
CDH6	-0.4687
BRP44	0.342
THG1L	-0.31925
GABRA2	-1.3275
C14orf166	0.0435
MYL1	-1.60083333333333
TNFSF18	-1.7775
PAP2D	-1.2165
PPIB	-0.058
KLHL4	-0.815857142857143
SFN	-0.677166666666667
CCDC127	-0.2885
FRAP1	-0.3875
GOLGA5	0.976
SDCCAG1	0.138125
MGC21675	-0.639
C10orf95	-1.102
KIAA1345	-0.909166666666667
C1orf163	-1.1205
LACE1	-0.9975
OR10K2	-0.288
CENPN	-3.65368
TMED2	1.32925
UGT1A6	-0.84
ANG	-0.39375
U2AF1	-0.104666666666667
CASC2	0.476833333333333
NMT2	-0.282
OSGEPL1	-0.155625
DFNB31	-0.469
SLC6A20	0.344
DKC1	-1.5345
FXYD4	-1.1945
WDR64	-0.480666666666667
MGC5590	0.0855
CREBZF	-0.0361666666666667
DAZ1	0.07075
PRPSAP1	-0.9585
GCHFR	0.39175
TTC7A	-1.42425
LOC196993	1.0605
UBD	-1.014
S100A1	0.2035
RPL6	-0.295666666666667
DNAJB6	-0.1896
NAGS	0.5376
C2orf58	-0.158
KERA	2.07333333333333
MT1X	-0.4849
UBE2B	0.952
KEAP1	0.6935
MST1	-3.017125
OMA1	0.255
ABLIM2	0.37625
BCL2L13	-0.0798333333333334
JAZF1	-0.183666666666667
TMEM63B	0.9405
S100A8	-1.3037
ARFIP2	2.27825
UROS	0.94675
KHDRBS2	0.1115
POLQ	-4.472
SOAT1	-1.26375
SPAG4	-2.25325
MRPS30	-1.31166666666667
LOC494141	-0.34225
OR2T11	0.4265
ORAOV1	-1.0319
ZNF184	0.124166666666667
TCEB3B	0.715
ADAM21	0.3495
GDPD1	0.41275
SPINLW1	0.652
PRR14	0.0613333333333333
KCTD9	-0.47
NUDT3	-0.04775
KIAA1822	1.013
HIST1H4K	0.9765
DFNA5	-2.675
GABPA	-0.01075
C14orf44	1.63975
POLB	-0.596375
PTAR1	-0.49575
SEC31A	0.5817
TRIM58	-1.97733333333333
TAS2R14	-0.174
VPS8	0.318125
H1F0	0.7935
PRKCB1	-3.30916666666667
UGT2A1	0.3945
TOR1B	-0.52875
LSS	-0.73325
C2orf19	0.9165
HNRNPC	0.4055
TMEM100	1.80433333333333
LOC116349	-0.85
OR51M1	0.843
CCDC142	-1.173
ISG15	0.7115
ZCCHC14	-0.546875
CREBL2	1.17275
TGDS	-1.1485
DC2	-0.2985
CACNA2D3	-2.34476923076923
ZNF429	-0.458875
LYPD6	1.13533333333333
SUCLG1	0.420833333333333
OR51I1	-0.86
MAGEH1	1.63225
PRPF40A	-0.194
SMR3A	0.296
SPINK2	-1.25275
THAP2	-0.022375
NPY5R	-0.165375
IRF4	-2.85325
SPESP1	1.4825
OR10S1	0.8715
DTD1	-0.985
TUBE1	-1.15775
DDX19A	-1.073
PDPN	-0.672625
TMEM34	0.172333333333333
MGAM	-0.44025
COL3A1	6.12283333333333
GFM2	-0.5384
OR5A2	0.852
PSG9	-2.224
ARHGEF11	0.181
IVNS1ABP	-1.28925
SIGIRR	1.00925
DUSP19	-0.28475
DNAJC14	0.358
ACSS1	1.572
IL1RAPL2	0.946
C4orf30	0.16225
SEPT4	2.854
LANCL3	-1.67725
SPAG17	3.25083333333333
PRDX3	-0.035375
HNF1A	-1.897
P4HA2	-0.5375
RFWD3	-2.16183333333333
MOV10	-0.024
DNAJA5	0.268642857142857
LOC729440	0.427
LOC200383	1.653625
SMC2	-1.90325
MIXL1	-0.635833333333333
TMEM9	-0.0345
FAM86A	0.635
ZNF174	0.8866
MYH14	-1.232
CCR8	0.335333333333333
VPS37C	1.404
GPATCH1	0.0401666666666667
B3GNT8	1.996
TBX4	-0.2135
CNR2	0.703833333333333
PCDH1	1.9135
C5orf29	2.972
OCIAD2	0.7225
PLCG2	-0.1295
KIAA0247	2.148125
HRH3	0.0604444444444444
CAPN13	3.55325
CCR1	-1.1235
MGC15523	0.1455
UVRAG	0.369666666666667
DNAJA2	-0.0165
ITGA2B	-0.847666666666667
CLDN5	3.75975
PTPRN2	-1.94121428571429
ZNF512	-0.019
PSAP	1.19778571428571
CCDC140	0.551
LRRC55	-0.07975
CYP26C1	0.571
C8orf47	-0.601
LYN	0.165125
DUSP6	1.35783333333333
TGFB3	4.01473333333333
ELK1	0.1316
PCDH11Y	0.0595
HGD	-3.262
C17orf58	0.0455
MYO3A	-0.187
SERPINE2	-3.84833333333333
AARSD1	-0.56825
C14orf73	-0.82725
ADAM33	0.25475
ZNF491	0.7565
MAPK6	-1.35883333333333
TCN1	0.0573333333333333
SLC24A6	1.0005
UBE2R2	0.4495
H1FNT	0.343333333333333
TATDN2	-0.4515
LILRB1	0.72
P2RY5	1.295
NUCB2	1.2055
C2orf37	0.44325
SNX27	0.602333333333333
MTA3	0.223375
FOXO4	0.51925
ID4	2.11566666666667
SOX5	-1.74216666666667
PXMP3	0.629875
OR52M1	-0.0935
SFT2D3	0.075625
INA	-3.80183333333333
MCOLN1	0.998
NFIX	1.4319
CLEC14A	5.66
HIBCH	0.594
PLA2G5	2.35525
TIMM10	0.0458333333333333
MED17	0.0764
COL4A4	-0.8025
TPP1	0.385166666666667
GJA3	-1.63466666666667
TMPRSS5	-0.664
AADACL3	0.062
DNMBP	-0.6165
ENPP5	3.348
NQO1	-0.6361
ZSCAN2	-0.189375
SEC24C	0.3895
GTF2A1L	0.3085
AXIN2	-0.6922
FAM33A	-1.50316666666667
C16orf13	-0.20625
SPNS2	0.711
TAF1	0.18675
AP1G2	0.4415
RBM42	0.395333333333333
HCN2	1.6445
EFHB	1.46066666666667
RUSC1	-0.112166666666667
GRIK5	-0.4795
USP21	-0.229666666666667
ATAD3C	0.7515
ORMDL2	0.690125
PRSS7	-3.307
PSAT1	-5.4405
FLJ13195	-0.906
TBC1D1	-0.232833333333333
IFNG	0.8685
OTOS	0.1335
ZNF773	0.5005
EMD	-0.87975
RETN	0.14625
CCL8	3.3525
APH1A	0.08725
COX18	-0.268
GTF2IRD2	-0.12175
CCDC82	-1.24408333333333
PAFAH2	0.777
NPEPL1	-0.5329
RP11-114G1.1	1.102
TP53INP1	2.66675
ZNF300	-2.10916666666667
FOXL2	-2.449
LARP2	0.18425
LATS1	0.17525
HTR6	0.197
SPOCK2	-0.0331666666666667
RNF144B	3.27133333333333
HTATIP2	-1.402625
MGC10334	0.715083333333333
CENTA2	1.511
FGF2	-0.44875
FXYD7	-0.34075
PHYHIPL	-2.571125
GPR34	4.98425
DDX6	-0.128833333333333
OR10W1	0.321
LHFPL1	-0.603
ZNF313	-0.478357142857143
VPS28	0.85375
AP3M1	-0.4033
AKR1CL2	-0.13275
TRAF4	0.4595
OR2B11	0.4225
C19orf12	0.265833333333333
AKAP9	0.765
C1orf62	0.046
SLC20A1	-0.5289
FAM112A	0.00133333333333332
LDB2	1.524625
MRPS23	-0.46725
KLK5	0.947625
SPTB	0.138777777777778
EFEMP2	1.25125
EFNB2	1.186
PCM1	-0.432214285714286
NMNAT3	0.419625
TSG101	1.08983333333333
C8orf40	-0.536333333333333
NOB1	-2.043
ABHD3	0.04375
GTF3C4	0.04725
PIGN	0.751
GALNTL1	0.36025
AEBP1	2.964125
OR9Q1	-0.082
ANKRD2	-0.68175
CCL28	-1.2165
TRIM38	0.932666666666667
TMCC1	0.198083333333333
SMG5	-0.32125
LRRC7	0.3185
NCAPD2	-2.276
C6orf153	-0.475
C1orf74	0.17375
OTUD6A	0.4685
DCP2	-0.599166666666667
TMEM24	0.48075
RPL18	-0.206166666666667
TMEM177	-0.342
LRRC37A3	0.328
C1D	-0.564333333333333
LDHC	-1.55725
UBE4B	-0.042
NIT1	0.378625
BTN3A3	-0.07975
RASD1	3.4865
COMMD3	1.321
SHFM1	-0.9005
BIRC8	1.118
DUT	-1.51675
C12orf51	1.215
LRRC59	-0.301166666666667
LY6H	2.11675
WDR22	0.86725
EDEM1	0.143357142857143
ADH1A	3.9675
PANX2	-0.376
CYP11B1	0.50675
CDC73	-0.2515
GPR172A	0.0615
GSTM3	2.89407692307692
KCNA5	-0.14325
SERAC1	0.296833333333333
NFATC2	-0.215
ANAPC5	-0.3906
C15orf24	0.613
NFATC2IP	0.426083333333333
TNRC6C	0.526
MGC102966	0.614
FGD5	2.86783333333333
MED9	-0.22975
RAB13	0.364
C15orf49	-0.1885
CRYGS	-0.5791
C12orf53	-1.1212
LOC283693	-0.118
COX6B2	-0.7845
PHF14	0.019875
FAM3A	-0.234125
RPL13	-0.693
PRDX2	0.4071
FLJ34047	-1.466
PRMT3	-0.35575
KCTD19	-2.806
TRIM10	-0.8495
MGC26597	-0.102333333333333
GCNT4	0.4125
GPRASP1	0.73575
CDKN1C	0.77825
RHBDL2	1.42
HSPH1	-0.2845
AQP1	3.5225
COL17A1	-0.2428
GFAP	0.7765
CDC16	-0.089
KIAA1614	0.176
C6orf118	-1.2968
ZSWIM5	-1.895
FAM83F	3.333
LYNX1	0.0360625
SYNPR	-1.05733333333333
XG	3.5755
PRSS16	0.074875
KIF13B	2.479
PCDH9	0.581625
HIST1H2AH	1.61633333333333
RBM18	-0.59225
ZNF626	0.934375
HEXIM2	0.858166666666667
ITFG1	-0.518
TUBG2	-0.4805
SFRS7	-0.526916666666667
C9orf14	-0.4765
EXTL1	0.44075
GBP3	1.55983333333333
WDR5	-1.061
RARG	0.509
MYO7A	-0.50475
CECR6	-0.11725
C13orf3	-4.030625
SFRS18	-0.9005
ACVR1B	0.702333333333333
PSMD1	0.052
C7orf31	-0.673833333333333
ILVBL	-0.74375
IFNGR1	0.91925
RNF186	0.1755
NOL9	-1.03125
MAGEL2	1.927
SLC29A2	-0.064
NHSL1	-1.2185
RBMX	-1.5155
PSORS1C2	0.10975
RAD51L3	-0.584
LCN6	2.65625
ORAI2	-0.750375
BRUNOL6	0.4673
OR4K5	-0.069
CDC123	-0.444875
MSLN	-1.93116666666667
WWTR1	-0.843
ZNF700	-0.966333333333333
COBL	0.026
PPP1R16B	0.316
GAS7	0.7353
MDN1	-1.237875
HAAO	1.499
C9orf68	1.242
TNFAIP2	0.98275
FOXN1	0.0855
hCG_2033311	-0.550833333333333
ATP6V0D2	0.3259
RPL41	-0.0685
SLC38A1	1.9615
ARHGAP6	-0.575916666666667
ADAD2	-0.34275
PHF20L1	-0.1056875
MCM3AP	0.26
ST3GAL3	-0.701833333333333
SNX1	0.974333333333333
ELF5	0.25025
PARP3	0.457875
RBM8A	-0.7831875
LINGO4	0.0265
ITGA9	0.571
ZFR	-0.328
ACSL6	-0.511375
FLJ20699	0.4928
DAOA	0.0956666666666667
FABP4	6.95325
KCNB1	0.6345
CANX	-0.1244
SLC25A28	0.407666666666667
ADIPOR2	1.0445
ECHDC2	2.838
SMA4	0.616
FRZB	3.268625
PABPC1	-0.803333333333333
DMRTB1	-0.296875
APOBEC3G	-1.45875
CATSPER2	-1.18166666666667
CUEDC1	1.29416666666667
STARD9	-0.498625
CLDN8	6.44825
LOC23117	-0.752090909090909
E2F6	-0.750388888888889
TMEM126B	-0.346666666666667
DPY19L4	0.0905
GIMAP5	3.44466666666667
NDUFA9	-0.0298333333333333
FAM77C	0.8555
CTPS2	0.346
LOC51035	-0.102
WDSOF1	-0.92025
EGLN3	0.9325
PITX3	0.908666666666667
OR52E8	0.103
GRM4	2.229
KLK1	-2.97033333333333
GPM6B	-0.94875
RRAGD	-0.9095
PAGE5	-4.04975
UCHL5	-1.55433333333333
ULK3	-0.960666666666667
AIM2	0.1855
PNO1	-0.887333333333333
OR2F2	0.267
GNAT2	-1.502
SIX1	0.01175
ST13	0.314083333333333
ZBTB44	0.28775
TIMP2	-0.719
ZMAT4	-3.956
GTF2IRD1	-0.435
ZNF19	0.645666666666667
ZNF714	-0.577
RSC1A1	0.27175
C9orf80	0.55625
PSMA8	0.0272
TMEM141	0.55375
COX4I1	-0.270285714285714
CTAGE1	0.321
DTWD1	0.1545
HSD11B1	1.71925
KRT6B	2.98875
ARID4B	0.774
LHFPL3	0.033
WWP2	0.319166666666667
ZNF326	0.219333333333333
RGPD1	0.341
CTSH	0.547666666666667
FASTKD1	-1.07125
PAF1	1.1373
TTC9C	-0.95375
IFT57	0.3148
PRSS36	-0.588
IL20RB	-2.867
ZNF592	0.210333333333333
