Hybridization REF	TCGA-E2-A1B4-01A-11R-A12P-07
KLHDC5	-0.360055555555556
C3orf19	0.439666666666667
MRPS2	-0.767
POLR3H	0.238928571428571
ABHD11	0.815
TMEM17	1.6165
PAIP2B	1.6343
MAT1A	-4.809
LGI3	0.17275
THUMPD2	0.00225
TKTL2	1.57575
XAGE3	-1.752
CALM3	-0.249416666666667
C6orf136	0.323833333333333
KCNC4	0.360833333333333
RGS9	1.1255
ACIN1	-0.537666666666667
SPATS1	-0.314
XKR8	0.9815
FAM84A	1.02833333333333
MS4A7	5.79763636363636
AGXT2L2	0.77175
OR1F1	0.322
SMAP1L	0.180916666666667
IPO11	-0.307625
ZC3H11A	0.15025
C1orf151	0.540625
RNASEH2A	-1.48575
CCR10	-1.1535
TXNDC11	-0.205833333333333
TMEM112	0.7855
MAP1B	-1.54985714285714
NVL	-0.41225
PKM2	-0.46305
ARC	-0.301
NUP54	-0.84
PPFIBP2	2.7425
STAT2	0.61325
PTAFR	0.6995
ROBO2	-0.419375
RNF40	-0.057
CCDC135	-0.766333333333333
IFT81	-0.6096
MORF4	-1.3145
TM7SF3	-1.364375
OR10H3	-0.734
ABP1	0.3775
CHRD	1.47475
PLEKHA8	-0.797166666666667
NCALD	1.18516666666667
OR5AK2	-0.11775
ACCN1	-0.106833333333333
SLITRK1	-0.608333333333333
ARMET	-0.32625
C9orf52	2.26475
REEP4	-1.13025
MTSS1	1.251125
ADH1B	0.79
DLD	-1.0365
CDK5	-0.6975
PPFIA1	-0.116875
WFDC3	0.566
DNAJB12	1.4345
RANGRF	0.439
MLANA	-4.43225
AMY2B	1.4625
KIAA0319	-2.42657142857143
RPS7	-0.475
JAK3	-0.5079
ARFGEF1	1.1325
CXCL5	1.23372727272727
TRAPPC4	-0.02675
CETN2	0.931
HSPC111	-1.34475
RHOBTB3	-3.44711111111111
PHLPP	0.6935
RGS10	1.017
TMEM58	1.30775
CHERP	0.025625
HSP90AB3P	-2.731
FSTL3	-0.703833333333333
PEX11A	2.588
OR5V1	0.7195
FCN3	2.9955
PTPN3	0.809
NPTX1	-5.073125
C21orf84	-1.02725
C11orf51	0.421375
ZBED2	1.62625
FLJ90757	0.21
NPY2R	0.10875
PLD3	-0.045
SYT17	3.2075
SGSM2	-0.4465
OR1A2	-0.0266666666666666
FOXP1	1.5105
SLC5A1	1.56225
POFUT1	-0.3116
EPHB6	-3.1135
MYO1G	-2.647125
STAC	-1.4562
KLHL17	-1.0885
RGMA	1.2092
TJP2	-0.6702
FAM114A1	0.247333333333333
SERINC1	1.81891666666667
SLC9A8	0.40425
PEX19	0.51775
EDN2	4.398
PSMD7	-2.04488888888889
C3orf41	-1.808
UQCR	0.4715
PPP1R3C	1.3805
LRP4	-1.98933333333333
TM2D1	0.75025
TTC17	0.431
C4BPB	-3.77525
CCL25	0.52725
ZNF253	0.7255
CHRNA9	-3.8035
SOX11	-1.035625
HIVEP3	1.1815
CGN	1.60241666666667
C3orf35	0.353375
PKD2L1	2.26475
SYVN1	0.247625
PDE8B	-1.378875
LOC439951	-0.47875
LTC4S	3.199
MIF4GD	-0.462333333333333
SMARCA2	2.1075625
TUBGCP6	0.399333333333333
CABLES1	1.02075
C16orf77	1.002
ZNF791	0.643
FUT5	-1.6205
ADH6	-3.432
P4HB	-0.10125
CLDND2	-1.0745
ALKBH8	0.2815
PLAC4	-1.67575
F11R	0.785857142857143
MGC35295	0.771833333333333
PDZD4	-0.356833333333333
LOC389073	0.302
FAM80B	-1.14266666666667
PSMB1	-0.151125
TXN	-0.630666666666667
VIPR1	2.2088
WBSCR18	0.7364
EXOSC6	-0.663333333333333
ACTA2	3.918
SP5	-3.20483333333333
ANKRD1	-2.232
DDR1	1.4552
ATP6V1D	-0.10575
PTGS1	-1.66775
RNF157	-1.7375
DCC	0.4745
SPAG7	0.0065
FBXO18	0.3925
UBE3C	-0.5996
HOXC6	0.01125
LRP2BP	0.580833333333333
MYST2	0.39825
PDSS2	0.176
ATE1	-0.17825
ARAF	-1.186
KLF10	-0.5575
PLA2G2E	0.302
ASCL1	-0.936666666666667
TSNAXIP1	1.365
FAM131B	0.203375
IFNA10	-0.758
NUP43	-0.311
FAM44B	-0.60925
L1TD1	-4.58533333333333
NMD3	-1.67516666666667
C18orf54	-2.72044444444444
PHOSPHO1	-0.589
RAG2	-1.618
EMILIN3	-0.0035
METTL3	-0.657
VPS13C	-0.093625
REXO2	-1.09775
ANXA4	0.4625
CA1	-2.5325
DCP1B	0.66125
TULP3	-1.63316666666667
ATP2A2	-0.380285714285714
ATIC	-0.142
ADAM15	-0.639083333333333
NPL	0.734333333333333
LGR4	-1.10675
UEVLD	0.453333333333333
GAB1	2.02575
SNAI2	-0.132166666666667
ZGPAT	-0.2876
SNF1LK	-0.47025
DLEU1	-1.94325
UBE2Q1	0.460375
ZMYM6	0.2924375
JPH3	-2.5585
FAM38A	-0.836666666666667
PXK	0.424833333333333
DENND2D	2.79575
BAX	-0.929666666666667
CP	1.00272727272727
RPL37	0.4874
G6PC3	0.691
NCOA4	-0.803
LRRC14	-0.404375
GORASP1	0.4485
FCHO2	0.42975
CYP24A1	-2.7102
FXYD3	2.707875
SMARCAL1	0.113
ABCB8	0.3875
CCDC44	-0.53175
PRDM7	-4.34725
USH1C	-0.8925
DNAH5	2.54883333333333
SRF	-0.446666666666667
MAL2	3.52116666666667
PGPEP1	1.27333333333333
SIN3B	-1.2085
SEMA3C	-0.120166666666667
GRAMD3	1.24075
FBXO10	-0.144
OR5D13	null
FLJ31818	-0.425
CACNA1I	0.2695
S100A13	0.764
TP63	2.272
ANXA11	0.6835
WDR66	1.4325
CSF2RB	0.0055
IFI44	-0.17175
DACT1	1.16333333333333
ANKRD23	-0.842125
ATP5G1	-0.595333333333333
C21orf70	-0.939
PPWD1	-0.817
DNAJC13	-0.03275
PAH	-5.58833333333333
PTCH2	0.68875
TRMU	-1.042
CCDC9	0.398
USP3	-0.298
DCLRE1C	0.6273
FAM55C	2.57575
FRMD4B	2.287
CYP2R1	-0.22725
RFPL1	-0.1002
XPO5	-0.79375
ARL6IP2	-0.9975
OSBPL5	2.027
MMP9	2.59972727272727
KIAA0802	0.1085
DHRS2	-0.250833333333333
SGEF	1.72825
TXNDC10	-0.569
EXOC6	0.35925
RPS27	0.445333333333333
PNCK	-0.9055
FSTL1	-0.43575
AACS	0.13225
SLMAP	0.902
SAMD4A	-1.1055
ABRA	-1.00575
SMARCD3	1.7305
PKNOX2	-2.396
A4GNT	0.753
C9orf39	-1.55333333333333
RALYL	0.668
MGC33556	-2.8265
C10orf25	-0.7025
BBOX1	4.70925
NHEDC1	0.89
XDH	0.15825
GCSH	-1.2855
EDN1	-0.205166666666667
MTERF	-0.086
CLK4	1.28
ZNF799	1.37866666666667
KCNG1	-2.336
CXCR4	-0.318666666666667
PTPRR	-1.566
IRAK1	-1.840375
LOC401397	-0.05
TMSB10	0.0982142857142857
CXCL3	-3.6191
TMC4	1.89975
OR7A10	-0.773
STYK1	1.7865
CHRNA10	0.70725
CCNI	1.02225
EP300	0.789142857142857
LOC165186	-0.9075
HIC2	-2.58
SDR-O	1.417
OR2W1	0.349
KCNA6	0.243
TRIM74	-1.242
REEP6	2.7765
ATP5G2	0.36875
ERG	0.4215
TMEM42	0.9435
PARN	0.236833333333333
SOD2	-0.8811875
DIRAS1	-0.431833333333333
PNPT1	-0.897
JOSD3	-1.315
hCG_40738	-1.174
PDE1C	-1.5785
SEMA4D	-0.0205
AGPAT1	0.362833333333333
NOSTRIN	2.005625
MAP3K3	-0.0576666666666666
MAX	0.788428571428571
CAPS	0.714166666666667
SERPINA12	-3.454
OSBPL8	-1.467125
RICS	2.1661
NR4A2	2.142
PPCS	1.43133333333333
LONP1	-1.8565
SCYL3	2.2235
HERC2P2	-1.65083333333333
FIBCD1	-0.592
C15orf41	-1.14525
DMC1	-1.97066666666667
C20orf27	-1.55125
RPS6KA5	0.5833
FAHD1	0.135
SLC12A4	-0.3335
BRCA1	-2.45016666666667
GBL	-1.307
SLK	0.2575
NUDT9P1	0.321
NOXO1	1.5695
USP52	0.000499999999999994
BAZ1B	-0.317125
SLCO2B1	1.69825
BBS12	1.41566666666667
LRGUK	1.6135
TERF2IP	-0.00625
COL1A1	5.5415
KIAA0090	0.377875
GRK5	-1.17183333333333
AP1S2	-2.8039
TMEM52	-0.573833333333333
CA11	0.637625
OR4A15	0.662333333333333
ACBD3	0.0727
SPAG11B	-0.204857142857143
PRDM2	2.1623
FOXP3	0.379
SMYD3	-0.9044
LOC389199	0.173
LGI2	0.6345
NAPE-PLD	-0.0394
ANKRD6	-0.0775
WDR45	1.0215
SHROOM1	1.92075
PSCD3	-0.148
PYY	0.7355
KCNC1	-2.293
ARHGEF9	0.7072
OR8J1	0.59725
GPR55	-0.521
NS3BP	-2.008
C10orf22	0.484166666666667
NAT8L	0.39025
DUSP4	2.1805
FOXM1	-3.239
GRAMD2	2.3906
ZBTB48	0.3175
BUD31	-0.6735
PABPC5	-1.1685
CCDC41	0.099
FBXO11	0.235916666666667
C6orf148	-1.1345
RFXAP	-0.488
C6orf15	1.1755
CDK8	-0.9495
C6orf70	1.068375
TESSP2	0.985
ALG2	0.63975
PPP1R3D	0.25475
TPM3	-0.592777777777778
SYT13	-1.7165
EPB42	-1.34533333333333
CETN3	0.12875
PRY	0.093
NTHL1	-0.444833333333333
POLR2B	-0.127
RPS28	0.951583333333333
P2RX3	0.04275
LYZL4	1.2055
WBP4	0.3353
PMM1	-0.73925
C11orf79	0.07575
CBLL1	-0.08925
IL1F10	0.171666666666667
VAX2	-0.256
SETDB1	-0.0415
LRAP	-0.986
GCLM	-1.022
CPEB3	3.657
PPM1A	-0.036
INTS1	-1.37475
CAMTA1	0.6015
SAMSN1	-3.22125
LOC158830	-2.08866666666667
GMPPA	-0.766125
AIPL1	0.247
IL24	-0.0704166666666667
BDKRB1	-2.773
MLF1	1.8307
TAF12	0.181
ID1	-3.35325
THADA	-0.427125
PIK3CB	-0.42575
OR4N5	0.89
TBC1D17	-0.468333333333333
COX8A	0.07825
CDCA4	-1.21525
C2orf44	0.05975
ZNF534	-0.7125
IMMP1L	1.09475
NIPSNAP3B	0.05075
FTMT	1.100375
PWP2	-0.837166666666667
MMP15	-0.3128
DNAH11	-2.12725
MTMR14	-0.5655
DNAL4	0.49375
IPP	0.397
TMEM59	1.365
C1orf157	2.449
RGS4	-1.7265
DDX18	-0.603666666666667
SNX6	-0.7335
ZNHIT2	0.881833333333333
NCDN	0.2855
FLJ33534	1.762
RAG1	-1.47175
OR4D10	0.7565
PTPN5	-0.299666666666667
POMT1	0.313375
LRRC8A	-0.1423
CYP1A1	-1.07225
CAPN1	-0.675166666666667
DDHD2	-0.091125
GRIK2	0.044
GNRHR	-0.440666666666667
PPBP	0.3815
HTR3A	-0.668375
SLITRK4	1.19875
ANKRD49	0.26175
BTF3	0.5319
SARS	-0.03575
C13orf18	-0.601833333333333
CACNB1	0.205428571428571
QKI	0.0997727272727273
SETMAR	1.41025
MAN2B1	0.099
EML3	-0.89175
ACADL	-0.438666666666667
OFD1	0.427375
DEFB114	-0.199
CGA	-3.93
PEX16	0.0598333333333333
LRRC10	0.4995
GNG12	-0.571
C1orf152	-0.135833333333333
CHRM1	0.4125
CD53	-1.465
DBH	-1.83875
TFAP2B	4.903125
HIST1H2BJ	-1.64883333333333
FAM46D	0.1235
TMEM11	0.46625
C3orf32	-3.369
PCCB	-0.95075
IPO13	0.70375
C6orf105	-3.72225
COMMD5	0.56975
SUV420H1	-0.4572
LTBR	-0.02
ARHGAP15	-1.54275
HDHD2	0.8015
TDRKH	0.4915
LOC401052	2.37
PSG4	-2.71125
GNB4	-1.1596
SPATA4	3.79775
SLC9A3	-0.283
OSBP	0.733333333333333
NBPF3	-0.445083333333333
DOCK11	-0.8665
SLC39A5	-1.4575
PRR5	0.4757
C10orf63	0.749625
SMTNL2	-2.542
ADRA1A	0.358
ASAH1	2.5052
DOM3Z	0.4047
GIPR	0.480166666666667
AHI1	-0.310416666666667
NADSYN1	0.393333333333333
RGS14	-0.3483
IL18BP	0.5538
RTN4RL1	2.01708333333333
ARMC6	-0.552
PSMD5	-0.239833333333333
HK3	0.6251
OR4S1	-0.1765
RSU1	0.0559
MAD2L1	-4.89488888888889
EIF4A3	-0.0305
DLEC1	1.4095
E4F1	0.127
CHMP2B	0.8632
CAMSAP1	0.0765
RPS21	-0.298166666666667
ARID5A	1.828
UBE2N	-0.2371
IGSF8	1.281
MAGEB6	-1.914
ACAD11	-1.2853
MGC4172	-0.46675
LMO4	-0.763
KLKB1	0.07775
HP	-0.835
HDAC3	-0.526
SCHIP1	0.7025
CLCA1	0.4545
OLFML2A	0.609375
C1orf112	-1.4815
KIF19	-0.0661666666666667
HAPLN4	0.0193
CXCR7	-0.05
GOT2	-0.3399
RAB38	-0.3345
DCX	-1.20975
PPM1H	-0.131166666666667
NFYC	0.518333333333333
KIN	0.79675
ZNF228	1.8655
PLSCR4	2.84
HIG2	-0.37675
FAM79B	6.588
C21orf86	-0.1909
KCNK10	1.813
ZNF738	-0.649875
FSTL5	-3.39266666666667
OR6A2	0.5885
OTOA	0.419
EXOC1	0.58875
AHRR	-3.541875
PDAP1	-1.90916666666667
C19orf6	-0.2515
ZAN	0.35725
LY6G6E	1.1
EIF4E2	-0.80975
C20orf198	0.1415
ZNF324	1.18125
CYP3A5	-3.56783333333333
ENTPD7	2.02966666666667
MBOAT5	0.131833333333333
GJB5	-0.6825
TTC13	-0.58025
S100Z	-1.42566666666667
KIAA0664	-1.001
PDGFRB	2.14925
IL17D	-0.863
OR56B4	0.8145
RDX	-2.40916666666667
SLC34A3	0.546
IL28B	-0.483
JUND	1.19725
CHRNB1	0.75575
CAMK2B	0.15675
FETUB	-1.531
CXorf23	1.17
MRTO4	-1.32725
TTC3	0.214
NDUFB8	0.652666666666667
EDG2	-1.009
SEMA3G	0.9425
IL23A	-1.56975
GRHL1	1.8018
LOC441054	-0.4405
WDR65	1.74328571428571
PSTK	0.50775
STOML3	-0.3518
R3HDM2	0.2266
C5	-1.37
SLC2A10	0.388833333333333
C3orf22	0.6105
PAQR3	-1.81861538461538
ANKRD26	-0.210166666666667
HCRTR1	0.0315
LOC399947	-1.05966666666667
PSD2	-1.09425
TIGD2	0.0226666666666667
SCRN1	-2.916875
COQ10A	-0.028
DDI2	-0.0035
METTL7B	-0.9165
UCN2	0.4545
FAM92A3	-2.75175
WDR16	0.82475
ZNF511	0.067
ZMYM5	-0.5975
POLR3G	-3.0965
ZNF586	-0.31125
C1orf49	0.759666666666667
TANK	-0.0458333333333334
RCAN1	-1.4685
PELI3	1.62766666666667
LIMD2	-0.476166666666667
TMEM189	-0.318
NTN4	3.43575
LOC151300	1.141
CLEC2A	-1.467
GPR135	-0.726875
DPYSL4	-2.1703
JAK2	-0.176666666666667
TSHZ1	1.353
TM9SF4	-0.14275
ZNF264	0.276
SIRPG	0.688375
BICD1	-1.9625
HERC6	0.443833333333333
METTL5	-0.8395
CASP1	-0.2815
PRRT1	0.667333333333333
PLA2G4C	1.00983333333333
ICA1L	-0.331785714285714
TPTE2	-0.974833333333333
OTUD7A	0.841666666666667
AQP11	0.82975
APOA2	-3.999
KALRN	-0.7083
SECTM1	-0.0506666666666667
IFNAR1	-0.00825
TALDO1	-0.251625
RAB11FIP4	0.1655
EIF5A	-2.767
FAM49A	0.93625
NEGR1	-0.121666666666667
YTHDC2	-0.386875
EHD2	-0.14875
NCF1	0.8009
SCRT2	-0.1415
HOXA5	-0.450166666666667
NUP133	-0.47675
FGF12	-1.29878571428571
SLMO2	-1.187125
SNTA1	-0.17225
CACNG2	0.000749999999999987
GCM1	1.527125
ELF1	0.577833333333333
TLR5	3.7855
TCFL5	-0.9085
RBMY2FP	-1.659
LOC100125556	0.168
FAM129B	-0.12425
MAP3K7IP1	0.293375
NCK2	-0.2715
OXA1L	-0.5285
FMO9P	3.093
ZSCAN12	0.984
PSMD12	-0.752083333333333
HSCB	0.4595
CLDN10	-2.78325
MGC13053	-0.8155
HPCAL4	-0.127833333333333
ASZ1	0.608
MEX3D	0.376083333333333
NFAT5	-1.362
CSPG4LYP1	0.101666666666667
FBXO3	0.4991
DVL1	-0.646666666666667
CMKLR1	-0.0401666666666667
TYMS	-5.16975
PEF1	0.793
ZNF750	2.9675
MCM5	-1.1346
MEGF11	0.5745
KCNK7	-0.1215
PTP4A3	-0.303
C1QTNF2	-0.976666666666667
OR6S1	0.64
FAM122B	-1.3865
ZNF551	-0.3075
HBQ1	-2.0095
GEMIN6	-0.1165
ARSK	-0.6725
RBP7	2.55883333333333
CPNE9	0.57175
DSC1	1.5095
LOC730112	-0.90575
MAP2K4	2.068625
HS3ST5	-3.863
EPB41L3	-2.5395
TEKT2	1.8385
CDKN2B	0.553166666666667
ZNF480	0.39525
MAP3K6	0.7834
MAP6	3.1905
HN1	-1.2926
OR2L13	0.55425
SLC16A11	0.747
FAM96A	-0.47275
APOL1	-0.3815
C5orf32	0.0225
RTP1	-0.0785
RNF175	0.0849999999999998
ZBTB41	0.529875
AHCTF1	-0.8395
SAE2	-1.0595
ITGA2	-0.80075
MME	-1.2475
CCDC14	-1.4135
MAST4	1.542
KRT33B	0.0425
KCTD2	0.213
WDR26	0.248416666666667
MFI2	-0.127875
NR4A3	-0.840375
ARSA	1.87075
UNKL	-0.3665
SULT6B1	0.1745
CCNA2	-3.88516666666667
SOX15	1.084
PPAPDC1B	0.53
C19orf44	1.1445
MCAT	1.15558333333333
ARID1B	0.359125
OR52N1	-1.182
C12orf48	-2.77875
MAGI1	1.658375
NIPA2	-1.47225
GBX2	-1.624
RSHL3	0.649125
RAVER1	-0.0511666666666667
C15orf17	-0.2715
SLC30A2	0.36975
ZNF518	0.19575
PCYT1B	-1.58975
C10orf114	-1.69475
EIF3H	0.749666666666667
SLC25A39	-0.826
KIF1B	-1.43625
AMOTL2	0.53675
C6orf120	0.795625
PSRC1	-2.2005
PLA2G10	1.189875
KIF5C	1.318
MRPL37	-1.114
C17orf62	-0.299333333333333
C9orf135	-1.8946
DUSP10	0.0865
CLCNKB	0.8955
PSMA5	-0.077125
C8orf53	0.03725
AMPD3	0.00766666666666667
PIAS1	-0.22925
ADCYAP1R1	0.18
GYLTL1B	-0.18225
CDH20	0.5505
FBXO7	0.07775
TMEM134	0.596
FLJ14213	0.687666666666667
ZNF3	-0.4005
LRRFIP1	0.242208333333333
CNOT2	0.779
ABI3	1.99975
ALDH5A1	-1.50825
HNT	2.7931
SERPINA4	-1.9575
TK2	0.47125
STMN1	-2.98911111111111
GUCA2A	0.378
GALNT10	1.02642857142857
DPP6	-0.5817
C9orf93	0.18625
PRELID2	0.068625
STK39	-0.35525
SFTPA1	-1.8615
CKS2	-2.76311111111111
RHO	0.355285714285714
C20orf135	0.0795
XKR3	-2.5575
CR1	-0.106714285714286
RPS6KA2	0.946785714285715
C20orf112	0.4535
MRPL22	0.0105
C4orf23	1.02883333333333
GADD45B	1.421
KLHDC1	2.63083333333333
C2orf48	-2.8135
ZNF287	1.0375
DAAM2	-1.3345
DPPA2	-2.44016666666667
TCTN3	0.438833333333333
DNAJB11	-0.5615
FPR1	2.916
DEFB4	0.4535
PTCD2	-1.4802
SMOC2	4.9495
CABP7	0.51375
SERPINB11	0.52125
MAGEF1	1.13525
NDE1	-0.752333333333333
ITGA10	0.5415
FSHB	-1.0095
ANXA2	0.64175
HORMAD2	0.25725
HLCS	0.983
MCF2L	2.066
FH	-0.663625
TBC1D24	0.80475
KIAA1505	2.47075
LGALS2	-2.38925
CNBD1	0.4325
SYNPO2L	1.8785
PTPN23	0.267071428571429
C1orf183	-0.457166666666667
MAGEA8	-3.683
DGCR8	-1.228
GSR	-1.1735
PAQR7	0.40975
ZNF676	0.6225
CACNA1C	0.3923
SP7	-0.9375
PDCD6	0.085
NRN1L	-0.491
BRI3BP	-1.04416666666667
KIAA1183	0.12625
ASB4	0.64075
CCL23	-0.403111111111111
OBSL1	-0.44925
SLC12A7	0.0303333333333333
KIAA0240	1.798125
CD1B	-3.2695
FCGR2A	0.401125
MDC1	-0.9065
HTR1A	-0.141
OCEL1	1.12725
ATP11B	-2.2406
FBXO34	0.347
PCDH12	3.19933333333333
RPE	-1.12275
C17orf74	0.7065
CSDC2	1.14583333333333
PET112L	0.24
TMBIM1	-0.893
P2RXL1	-0.196
TCHP	-0.9985
TRMT1	-1.16316666666667
F2RL2	0.04225
LRRC32	2.42783333333333
IMPG2	-0.7065
BGLAP	0.35275
LOC493869	-1.09075
MRAS	0.600875
SLC35F5	0.662
CBWD1	0.0735
AXL	-2.805375
ATP2C2	2.1365
TELO2	-0.084
PNPLA3	-3.56925
PCDHB14	1.02725
CD276	-0.50175
KRT80	-2.304
DUSP28	0.366
CSNK1E	-0.432416666666667
SRP14	1.355
KCNQ4	-0.304
KRT72	-0.119666666666667
CCDC117	0.809375
C6orf89	0.0919444444444444
TUBB2B	-3.777
RTN4IP1	-0.77125
CR1L	-4.06333333333333
CEND1	0.1875
C12orf41	-1.55283333333333
RNF31	0.35775
UBN1	0.268
C17orf32	0.853375
SLC5A7	0.48625
GPR92	0.473166666666667
ESAM	2.1714
CTNNA1	0.240416666666667
HRBL	0.0728
CBX4	-0.5115
TMEM182	-0.4945
SH3TC2	-1.338
IL10	0.026
PXMP4	1.734
RNF167	0.4529
PAK7	2.36233333333333
ETV3	-0.5495
ATPIF1	0.496333333333333
LOC554207	-1.47
OR8H1	0.662
WDFY3	1.527625
DPM1	-1.1875
GPSM1	-0.159
WDR92	-0.2457
LRP1	0.0778333333333333
ANKH	0.644375
THUMPD3	-1.3835
POLR1B	-0.5785
OLFM4	3.01916666666667
RAD9B	0.542
TSPY2	-3.187
PAX6	-1.59216666666667
SCG2	-3.027375
SLC17A6	0.72975
FMO3	3.110625
PADI4	-0.0477142857142857
TUBB4	-1.4161
NLK	0.216
POU4F3	-0.4935
SDF4	-0.15975
ITGBL1	3.7125
NETO1	-1.858
TAP2	-0.50625
ABBA-1	-0.642333333333333
GNAI1	-1.42875
VPS4B	0.20225
NOPE	-0.6923
GALNT6	3.2675
SESN1	0.80225
GBE1	-2.38866666666667
CLASP1	0.094
RASGEF1B	-0.504
ACOT11	0.0312142857142857
AFAP1	1.4985
OR2H2	-0.0795
DPY19L2P1	-1.0795
DZIP1	-1.6475
SEC22C	0.07675
GPR161	-0.940666666666667
RNF146	0.514
WDR74	-0.964
GALP	-1.1815
PURA	0.74825
DNPEP	-0.0854166666666666
RP11-78J21.1	-1.49
ERBB2	2.658125
FANCM	-0.153
NEO1	1.46616666666667
DDX3Y	-4.7944
RPS3A	0.06525
MXRA7	-0.961357142857143
LGALS3	-0.1045
GLT8D1	0.71575
CFL2	-2.09066666666667
UPB1	0.435
NAP1L5	-0.547375
CLDN14	-0.02675
DHX38	-1.685
BTBD1	-0.724
TARS2	-0.329666666666667
ABCF1	-0.4362
FCF1	-0.1335
LRRC49	0.60475
GUCY1B2	-2.281
C1orf177	0.418
SMARCA4	-1.1845
LRP8	-3.28716666666667
TAGLN3	-1.4275
MRPL14	-0.223
TTRAP	-0.71675
ZDHHC20	0.085
NFE2L3	-1.9555
KIAA1377	2.0705
PALMD	0.7977
TMEM43	0.095
TTL	-1.9665
STAT5B	-0.893
SSB	-0.78325
OR10H5	0.4755
SLC22A13	-1.20075
AKAP3	1.9545
TIMM23	-0.0331666666666667
OAS2	1.32966666666667
KIAA0423	0.672
TRIM11	0.178666666666667
GLIS3	1.130625
TMEM50B	1.02633333333333
ARHGEF4	-1.6395
DEGS1	-1.77890909090909
TBL1XR1	-0.425666666666667
G6PD	-1.52825
SP140	0.8344
MUC17	0.143571428571429
NUDC	-0.2402
DNAJC5B	0.458166666666667
SCARA3	-0.649
CPA3	5.45033333333333
BCAT2	0.025875
MFN1	-0.8749
NRG3	-1.2515
SNX11	0.84625
PLEKHH1	-1.06483333333333
GPR177	-1.73983333333333
HCFC2	0.3765
TCAP	0.16725
MOCOS	-1.755
C14orf93	0.684
PRDM10	0.505
SLC16A4	-0.6475
SRGAP1	0.318166666666667
VIP	0.0252500000000001
DUSP27	0.816833333333333
LILRA1	1.2761
MC2R	0.174
MGC24103	-1.08625
MBTD1	-2.6745
FUT11	-0.5315
USP33	0.647
C15orf39	-1.48375
MAP3K12	0.042375
PAAF1	-0.775
BARHL1	0.099
FLJ16165	-1.214
PIWIL2	-3.488
SYNE1	0.251
CMTM4	0.23475
TSPYL1	0.2181
GUF1	-0.603333333333333
TMEM157	1.9345
WDR44	0.0425
HIST1H3C	0.132
DKFZp666G057	2.013
RNPEP	-0.30225
GAS2L2	0.3145
ADH4	-5.0275
GRPR	2.1482
FBXL17	-0.558
ZBTB10	-0.0560909090909091
Gcom1	-0.129833333333333
HTRA1	1.5793
ZNF585A	0.762166666666667
SLC26A2	-0.523857142857143
OTOP3	0.494833333333333
WISP1	2.73455555555556
ATP2B4	-1.21183333333333
FLJ10769	1.542
CRAMP1L	0.076125
CHST12	-1.00225
RAB22A	-0.547166666666667
TARDBP	-0.404714285714286
STAU1	-0.17675
CRB3	2.35183333333333
MIG7	-1.27575
CHMP1A	-1.10716666666667
ZNF160	0.29425
B3GALT6	-0.2075
BARX1	-4.17083333333333
C6orf167	-1.8746875
NXNL1	0.164
DHX29	0.948625
HADHB	0.0205
PLXNB2	0.82775
ILDR1	-1.32025
SLC15A3	1.93775
GAS2	-3.26966666666667
C20orf69	-0.69225
NUMB	0.8045
TNIP1	-0.089375
MESP1	1.251
PSKH1	-0.05025
NSFL1C	-0.2155
RHOG	0.071
HEY1	-1.29183333333333
KNG1	-2.075625
ITGAX	1.3086
LIN9	-0.723
CANT1	0.192875
XRN1	0.0631428571428571
CCDC96	1.9269
HEATR6	-1.26483333333333
GNG7	0.965
RUNX2	1.37475
SOX1	0.0366666666666667
FCRL5	-0.1019
ZNF99	0.905375
FAM9A	-1.284
SNX22	0.143833333333333
MBNL3	-2.14666666666667
ODC1	-3.0416
ADORA2B	-2.22083333333333
NR2F6	-0.92725
ZFYVE16	0.283722222222222
SYNJ2BP	0.0309
POLE	-1.2215
E2F2	-1.773125
THRA	0.962
PTGES2	-1.674
HIP1R	0.777333333333333
TMUB1	-0.466333333333333
ENO3	-2.19325
RSPH10B	0.528
CXorf39	0.784
IRGC	0.7145
GPR109B	0.5545
FLJ13305	-0.9285
LCE3A	-0.4815
TNFRSF18	-1.00216666666667
DET1	0.4025
TRPM3	-0.10475
C16orf79	-0.9405
FECH	-0.814166666666667
RAP2A	-1.068
CRIP1	3.31516666666667
AZIN1	-0.20375
SLC7A7	2.9975
IL10RA	-0.4109
TMEM64	-5.38275
CDC42EP4	0.5455
C16orf58	0.0072
ARG2	-2.376
POU5F1P4	-4.86475
FAM62B	-0.19775
DNAH8	-2.5748
ASH2L	-0.222
TSLP	-3.26783333333333
CNTNAP5	-0.2642
TMEM16C	2.99675
IFNA14	1.357
SLC1A3	-0.5725
CABYR	2.4915
BCL7B	-0.3759
NUDT13	-0.65
C13orf28	-0.2255
C1orf53	0.95825
ARL6IP4	0.128
RPL35A	0.4015
EMR3	-0.2735
RAB40C	0.161166666666667
SLC41A1	0.258833333333333
LRCH1	-0.68475
LY6G5B	-0.492
FAM124A	0.444785714285714
MGC10981	-4.16366666666667
CLIP3	0.6997
MAP4K2	0.310833333333333
CHIC1	0.65975
SULF1	3.644
C20orf30	0.0739285714285714
PRDM5	-0.795875
ELOVL1	-0.47575
C11orf48	-0.44825
SLC39A10	-0.921
KCNV1	-0.01675
ACP1	-0.8016
ZMYM2	-0.65575
B3GNT6	0.2805
C9orf69	0.1525
C2orf15	1.77175
C20orf166	0.6165
HSP90AA6P	-2.479
EDG7	-1.412
NEURL	0.2645
