Hybridization REF	TCGA-AR-A1AJ-01A-21R-A12P-07
NS3BP	-0.242
C10orf22	0.620333333333333
NAT8L	-0.424
DUSP4	-1.26683333333333
FOXM1	-1.44083333333333
GRAMD2	1.2787
ZBTB48	-0.0738333333333333
BUD31	-0.46
PABPC5	0.5915
CCDC41	-1.291
FBXO11	0.067
C6orf148	-0.71675
RFXAP	-1.103
C6orf15	1.33466666666667
CDK8	-0.616666666666667
C6orf70	0.181125
TESSP2	-0.023
ALG2	0.242
PPP1R3D	1.71125
TPM3	0.615444444444444
SYT13	-1.6545
EPB42	0.129166666666667
CETN3	-0.62875
PRY	0.002
NTHL1	0.100166666666667
POLR2B	0.815
RPS28	-0.517833333333333
P2RX3	0.29475
LYZL4	0.21275
WBP4	-0.0082
PMM1	-0.8375
C11orf79	0.43325
CBLL1	-0.64575
IL1F10	1.01866666666667
VAX2	0.519
SETDB1	0.8775
LRAP	-0.0468333333333333
GCLM	0.00750000000000002
CPEB3	0.10325
PPM1A	0.840375
INTS1	0.18975
CAMTA1	1.09533333333333
SAMSN1	0.288
LOC158830	0.634666666666667
GMPPA	-0.54125
AIPL1	0.31025
IL24	0.63775
BDKRB1	-1.57283333333333
MLF1	0.8615
TAF12	-0.2115
ID1	-1.909
THADA	0.102875
PIK3CB	-0.443
OR4N5	0.429
TBC1D17	0.137666666666667
COX8A	-0.764
CDCA4	-0.57225
C2orf44	-0.71575
ZNF534	-0.61375
IMMP1L	0.164
NIPSNAP3B	0.7975
FTMT	0.470875
PWP2	0.4295
MMP15	-0.1612
DNAH11	-0.212
MTMR14	0.264375
DNAL4	0.71125
IPP	0.091
TMEM59	0.56825
C1orf157	0.552
RGS4	-0.201833333333333
DDX18	-0.0696666666666667
SNX6	0.296
ZNHIT2	0.075
NCDN	-0.303333333333333
FLJ33534	1.243
RAG1	-1.5095
OR4D10	0.3375
PTPN5	-0.173
POMT1	0.086625
LRRC8A	0.1765
CYP1A1	-0.73825
CAPN1	0.427333333333333
DDHD2	0.6945
GRIK2	-0.10675
GNRHR	-0.05525
PPBP	0.96925
HTR3A	0.681625
SLITRK4	1.97775
ANKRD49	-0.11875
BTF3	-0.9573
SARS	-0.92425
C13orf18	1.7065
CACNB1	-0.167357142857143
QKI	0.907045454545455
SETMAR	-0.040625
MAN2B1	1.40633333333333
EML3	-0.4805
ACADL	0.753166666666667
OFD1	0.3925
DEFB114	0.3285
CGA	-3.4263
PEX16	0.0791666666666667
LRRC10	-0.2975
GNG12	-0.2095
C1orf152	-0.04
CHRM1	0.3095
CD53	2.761875
DBH	-0.2445
TFAP2B	-2.44
HIST1H2BJ	-0.285333333333333
FAM46D	0.5165
TMEM11	-0.16925
C3orf32	-2.85525
PCCB	-0.197
IPO13	-0.272
C6orf105	-1.62775
COMMD5	0.68575
SUV420H1	0.4016
LTBR	0.689
ARHGAP15	1.076125
HDHD2	0.30625
TDRKH	1.25033333333333
LOC401052	0.4725
PSG4	-0.494
GNB4	0.487
SPATA4	-0.13975
SLC9A3	-0.704
OSBP	-0.210333333333333
NBPF3	0.03925
DOCK11	0.658
SLC39A5	-0.963833333333333
PRR5	0.9847
C10orf63	0.6495
SMTNL2	-0.3435
ADRA1A	-0.5455
ASAH1	0.7205
DOM3Z	0.0697
GIPR	0.203
AHI1	-0.636833333333333
NADSYN1	-0.734
RGS14	0.69
IL18BP	1.6214
RTN4RL1	0.947
ARMC6	-0.64475
PSMD5	0.0205
HK3	2.562
OR4S1	1.242
RSU1	1.393
MAD2L1	-0.167222222222222
EIF4A3	-0.2735
DLEC1	0.345166666666667
E4F1	0.042
CHMP2B	0.9584
CAMSAP1	0.16725
RPS21	-0.833333333333333
ARID5A	1.4295
UBE2N	-0.2705
IGSF8	0.874333333333333
MAGEB6	-0.784
ACAD11	-1.1002
MGC4172	-0.63475
LMO4	2.165
KLKB1	0.129
HP	-0.2595
HDAC3	0.37825
SCHIP1	2.5885
CLCA1	0.1795
OLFML2A	0.44475
C1orf112	0.10725
KIF19	2.68066666666667
HAPLN4	0.0022
CXCR7	1.43766666666667
GOT2	-0.913
RAB38	-1.94325
DCX	0.602
PPM1H	-0.8755
NFYC	0.815
KIN	0.63025
ZNF228	0.362
PLSCR4	1.99583333333333
HIG2	-0.41025
FAM79B	1.188
C21orf86	-0.0959
KCNK10	0.8825
ZNF738	0.400625
FSTL5	-0.78
OR6A2	0.217
OTOA	0.721833333333333
EXOC1	0.566125
AHRR	-3.43275
PDAP1	-0.797833333333333
C19orf6	-0.401
ZAN	0.32725
LY6G6E	-0.071
EIF4E2	0.3155
C20orf198	-0.829
ZNF324	-0.29875
CYP3A5	-2.39
ENTPD7	0.267333333333333
MBOAT5	-0.769
GJB5	2.955
TTC13	-0.124
S100Z	-1.2695
KIAA0664	0.111833333333333
PDGFRB	1.49858333333333
IL17D	-0.52575
OR56B4	-0.4545
RDX	-1.0865
SLC34A3	0.3785
IL28B	0.7905
JUND	0.86975
CHRNB1	0.07
CAMK2B	-0.781
FETUB	-0.73275
CXorf23	0.789875
MRTO4	-0.7315
TTC3	0.7578
NDUFB8	-0.535333333333333
EDG2	-0.5585
SEMA3G	1.586
IL23A	0.00675
GRHL1	1.2809
LOC441054	-2.212
WDR65	0.229625
PSTK	-0.693
STOML3	0.330166666666667
R3HDM2	-0.2591
C5	-2.748
SLC2A10	-0.173333333333333
C3orf22	0.2605
PAQR3	-0.754153846153846
ANKRD26	-0.441833333333333
HCRTR1	0.1855
LOC399947	-0.3645
PSD2	-0.518
TIGD2	1.7405
SCRN1	-1.811625
COQ10A	-1.56575
DDI2	-0.072
METTL7B	-0.647833333333333
UCN2	0.58375
FAM92A3	-0.6285
WDR16	-0.5265
ZNF511	-0.165
ZMYM5	-0.529375
POLR3G	-2.57875
ZNF586	-0.27925
C1orf49	0.180666666666667
TANK	1.27116666666667
RCAN1	0.5525
PELI3	1.16083333333333
LIMD2	0.733
TMEM189	-0.4955
NTN4	-1.762125
LOC151300	0.5555
CLEC2A	-1.0365
GPR135	-0.39575
DPYSL4	-2.6336
JAK2	1.3545
TSHZ1	0.372833333333333
TM9SF4	-0.374625
ZNF264	0.227833333333333
SIRPG	2.615625
BICD1	-0.619
HERC6	3.89433333333333
METTL5	-0.1855
CASP1	2.65875
PRRT1	-0.302
PLA2G4C	1.99716666666667
ICA1L	-0.813928571428571
TPTE2	0.4612
OTUD7A	1.04916666666667
AQP11	-2.69675
APOA2	-3.775
KALRN	0.00609999999999995
SECTM1	1.637
IFNAR1	0.45675
TALDO1	0.9485
RAB11FIP4	0.000750000000000001
EIF5A	-1.1075
FAM49A	3.445
NEGR1	-0.0113333333333333
YTHDC2	-0.06325
EHD2	-0.760375
NCF1	3.232
SCRT2	0.547
HOXA5	-1.44316666666667
NUP133	0.89675
FGF12	-0.2125
SLMO2	-0.482125
SNTA1	-0.067125
CACNG2	-0.01375
GCM1	0.267125
ELF1	0.716166666666667
TLR5	2.887
TCFL5	-0.670583333333333
RBMY2FP	-0.9345
LOC100125556	-0.004625
FAM129B	0.624375
MAP3K7IP1	0.06825
NCK2	0.682
OXA1L	-1.054
FMO9P	0.1205
ZSCAN12	0.01275
PSMD12	-0.414
HSCB	-0.876
CLDN10	-2.80225
MGC13053	-0.016
HPCAL4	-0.506833333333333
ASZ1	0.639
MEX3D	0.13175
NFAT5	-0.3481
CSPG4LYP1	-0.0548333333333333
FBXO3	0.2235
DVL1	0.0706666666666667
CMKLR1	2.47066666666667
TYMS	-1.23075
PEF1	0.83625
ZNF750	2.03066666666667
MCM5	-0.0622
MEGF11	-0.6315
KCNK7	-0.03
PTP4A3	1.0305
C1QTNF2	-1.32333333333333
OR6S1	0.118
FAM122B	-1.28425
ZNF551	-0.815875
HBQ1	-1.476
GEMIN6	-0.18225
ARSK	-0.50225
RBP7	2.5325
CPNE9	0.12
DSC1	0.5995
LOC730112	-0.344
MAP2K4	0.371625
HS3ST5	-1.338
EPB41L3	0.283
TEKT2	-0.69075
CDKN2B	1.11441666666667
ZNF480	-1.1215
MAP3K6	1.5579
MAP6	0.891833333333333
HN1	0.5528
OR2L13	0.266666666666667
SLC16A11	0.37925
FAM96A	-0.02825
APOL1	1.73575
C5orf32	-0.07325
RTP1	-0.150166666666667
RNF175	0.330875
ZBTB41	1.36725
AHCTF1	0.4473
SAE2	-0.6718
ITGA2	-0.698083333333333
MME	0.538666666666667
CCDC14	-0.48225
MAST4	0.0918571428571429
KRT33B	-0.603
KCTD2	-0.251333333333333
WDR26	0.358833333333333
MFI2	0.860625
NR4A3	0.596875
ARSA	1.136
UNKL	0.0676666666666667
SULT6B1	0.39
CCNA2	-0.898166666666667
SOX15	-0.3055
PPAPDC1B	0.11125
C19orf44	-0.566
MCAT	0.54325
ARID1B	0.74175
OR52N1	0.169
C12orf48	-1.4095
MAGI1	0.249875
NIPA2	-0.09
GBX2	0.043
RSHL3	-0.018125
RAVER1	0.339333333333333
C15orf17	-0.4195
SLC30A2	0.01275
ZNF518	-0.534
PCYT1B	-0.99925
C10orf114	0.28025
EIF3H	0.0521666666666667
SLC25A39	-1.01666666666667
KIF1B	0.6175
AMOTL2	0.4815
C6orf120	0.573125
PSRC1	-0.93
PLA2G10	-0.4715
KIF5C	-0.205125
MRPL37	-0.7665
C17orf62	0.766166666666667
C9orf135	-1.42383333333333
DUSP10	0.547
CLCNKB	0.451
PSMA5	0.376125
C8orf53	0.13925
AMPD3	1.912
PIAS1	-0.28775
ADCYAP1R1	-0.154
GYLTL1B	1.1555
CDH20	-0.0418333333333333
FBXO7	-0.0295
TMEM134	0.640666666666667
FLJ14213	1.11716666666667
ZNF3	-0.51875
LRRFIP1	0.4115
CNOT2	0.0661666666666667
ABI3	2.60175
ALDH5A1	-0.404666666666667
HNT	1.4103
SERPINA4	-2.071
TK2	0.165166666666667
STMN1	0.0305555555555556
GUCA2A	-0.144666666666667
GALNT10	-0.300714285714286
DPP6	-0.42145
C9orf93	-0.639
PRELID2	-1.000375
STK39	-0.84
SFTPA1	-1.43375
CKS2	0.0506666666666667
RHO	0.367875
C20orf135	0.16325
XKR3	-1.971
CR1	0.820125
RPS6KA2	0.274428571428571
C20orf112	0.81225
MRPL22	0.201
C4orf23	0.230333333333333
GADD45B	1.02675
KLHDC1	0.330666666666667
C2orf48	-0.121
ZNF287	0.0155
DAAM2	-0.82625
DPPA2	-2.8998
TCTN3	-0.429
DNAJB11	0.928875
FPR1	3.9715
DEFB4	0.2865
PTCD2	-0.8746
SMOC2	4.6475
CABP7	1.381
SERPINB11	0.232
MAGEF1	-0.2215
NDE1	0.282833333333333
ITGA10	-0.349
FSHB	0.016
ANXA2	1.072625
HORMAD2	0.1805
HLCS	0.876
MCF2L	0.457166666666667
FH	0.49575
TBC1D24	1.218
KIAA1505	1.26175
LGALS2	1.6145
CNBD1	-0.393
SYNPO2L	-1.01825
PTPN23	-0.188785714285714
C1orf183	-0.464333333333333
MAGEA8	-1.8265
DGCR8	-1.26575
GSR	-1.857
PAQR7	0.34475
ZNF676	-0.69225
CACNA1C	-0.3804
SP7	0.3135
PDCD6	-0.3325
NRN1L	-1.223
BRI3BP	-0.805833333333333
KIAA1183	0.43725
ASB4	0.21275
CCL23	3.1054
OBSL1	-0.422125
SLC12A7	1.04291666666667
KIAA0240	1.171375
CD1B	0.368333333333333
FCGR2A	2.461875
MDC1	-0.628
HTR1A	-0.01
OCEL1	-0.70325
ATP11B	-0.5099375
FBXO34	0.184
PCDH12	2.79233333333333
RPE	-0.09375
C17orf74	-0.1605
CSDC2	-0.120333333333333
PET112L	-0.45025
TMBIM1	1.160125
P2RXL1	0.03625
TCHP	-0.48175
TRMT1	-1.31216666666667
F2RL2	-0.447916666666667
LRRC32	2.519
IMPG2	0.2315
BGLAP	-0.87575
LOC493869	-0.928166666666667
MRAS	3.134
SLC35F5	-0.01725
CBWD1	-0.7205
AXL	-1.297875
ATP2C2	-0.98725
TELO2	-0.4185
PNPLA3	-0.29775
PCDHB14	2.2945
CD276	0.8315
KRT80	-1.853375
DUSP28	-0.158
CSNK1E	-0.295083333333333
SRP14	0.785
KCNQ4	-0.212
KRT72	0.337666666666667
CCDC117	-0.168125
C6orf89	-0.1865
TUBB2B	-2.60433333333333
RTN4IP1	0.657
CR1L	-0.8185
CEND1	0.25925
C12orf41	-0.1965
RNF31	0.06725
UBN1	0.180166666666667
C17orf32	0.951625
SLC5A7	0.0525
GPR92	1.75983333333333
ESAM	1.8231
CTNNA1	0.194666666666667
HRBL	-0.3228
CBX4	-0.732
TMEM182	0.08125
SH3TC2	-0.819
IL10	1.73916666666667
PXMP4	-0.194
RNF167	-0.6375
PAK7	0.581666666666667
ETV3	0.315
ATPIF1	-0.0656666666666667
LOC554207	-1.617
OR8H1	0.3915
WDFY3	0.749875
DPM1	-0.2425
GPSM1	-0.4515
WDR92	0.1175
LRP1	0.860333333333334
ANKH	-0.618625
THUMPD3	-0.69825
POLR1B	-0.41625
OLFM4	3.34816666666667
RAD9B	0.40175
TSPY2	-2.3205
PAX6	-0.930666666666667
SCG2	-2.141875
SLC17A6	0.5395
FMO3	2.48
PADI4	-0.00462499999999998
TUBB4	0.227
NLK	0.14475
POU4F3	0.115
SDF4	-0.256
ITGBL1	1.5365
NETO1	-1.378625
TAP2	1.2685
ABBA-1	0.5505
GNAI1	0.73325
VPS4B	1.13925
NOPE	-0.4989
GALNT6	1.17416666666667
SESN1	-0.70375
GBE1	-1.47088888888889
CLASP1	0.225
RASGEF1B	2.052625
ACOT11	0.603428571428571
AFAP1	0.02125
OR2H2	0.30975
DPY19L2P1	-1.43775
DZIP1	-1.8305
SEC22C	-0.22125
GPR161	0.4065
RNF146	0.81725
WDR74	-0.629125
GALP	0.173
PURA	1.08725
DNPEP	1.12266666666667
RP11-78J21.1	-0.96425
ERBB2	0.103375
FANCM	-0.654333333333333
NEO1	-0.0075
DDX3Y	-3.8641
RPS3A	0.1185
MXRA7	-0.471928571428572
LGALS3	-1.18316666666667
GLT8D1	-0.2725
CFL2	-1.20433333333333
UPB1	0.2655
NAP1L5	-0.018625
CLDN14	1.46875
DHX38	0.089
BTBD1	-0.19925
TARS2	0.155833333333333
ABCF1	-0.0017
FCF1	0.582666666666667
LRRC49	-1.1265
GUCY1B2	-1.888
C1orf177	0.403833333333333
SMARCA4	0.0135714285714286
LRP8	0.0836666666666667
TAGLN3	-0.87525
MRPL14	0.25475
TTRAP	0.44225
ZDHHC20	0.8625
NFE2L3	0.84325
KIAA1377	-0.537625
PALMD	2.1665
TMEM43	-0.16525
TTL	-0.250875
STAT5B	-0.319833333333333
SSB	0.281125
OR10H5	-0.286
SLC22A13	-0.64675
AKAP3	0.684
TIMM23	1.10266666666667
OAS2	3.10366666666667
KIAA0423	-0.5755
TRIM11	0.826166666666667
GLIS3	1.003125
TMEM50B	0.965333333333333
ARHGEF4	0.931875
DEGS1	0.757090909090909
TBL1XR1	0.856633333333333
G6PD	-1.4145
SP140	2.0233
MUC17	0.0095
NUDC	-0.3145
DNAJC5B	2.32733333333333
SCARA3	0.560666666666667
CPA3	4.98683333333333
BCAT2	-1.276625
MFN1	0.0314
NRG3	0.1335
SNX11	-0.108
PLEKHH1	-0.842
GPR177	-1.61683333333333
HCFC2	0.7365
TCAP	-0.87
MOCOS	0.09625
C14orf93	-0.5515
PRDM10	-0.155666666666667
SLC16A4	0.0714166666666667
SRGAP1	-0.297
VIP	0.5385
DUSP27	-0.155333333333333
LILRA1	1.6608
MC2R	0.1955
MGC24103	-2.01825
MBTD1	-1.594
FUT11	-0.0848333333333333
USP33	0.0141
C15orf39	-0.79225
MAP3K12	-0.63375
PAAF1	-1.57916666666667
BARHL1	-0.231
FLJ16165	-0.501
PIWIL2	-0.40725
SYNE1	0.475333333333333
CMTM4	-0.435625
TSPYL1	0.3318
GUF1	-0.210333333333333
TMEM157	0.1795
WDR44	0.298
HIST1H3C	0.196
DKFZp666G057	-1.0355
RNPEP	0.59925
GAS2L2	0.354
ADH4	-3.50925
GRPR	-0.0795
FBXL17	1.584
ZBTB10	-0.0785
Gcom1	0.339888888888889
HTRA1	0.4367
ZNF585A	-0.680333333333333
SLC26A2	-0.0430714285714286
OTOP3	0.315166666666667
WISP1	2.14922222222222
ATP2B4	0.49325
FLJ10769	-0.05425
CRAMP1L	0.0725
CHST12	-0.2545
RAB22A	0.01475
TARDBP	0.203642857142857
STAU1	0.06925
CRB3	0.906333333333333
MIG7	-1.06475
CHMP1A	-0.0533333333333333
ZNF160	-0.40425
B3GALT6	0.51675
BARX1	0.791166666666667
C6orf167	-0.651
NXNL1	0.2305
DHX29	-0.117
HADHB	0.1205
PLXNB2	0.4885
ILDR1	-0.684
SLC15A3	3.0615
GAS2	-2.97
C20orf69	-0.302
NUMB	-0.2075
TNIP1	0.61075
MESP1	0.6215
PSKH1	0.10075
NSFL1C	0.364375
RHOG	0.651
HEY1	-2.49483333333333
KNG1	-1.49025
ITGAX	2.4363
LIN9	0.761666666666667
CANT1	-0.488375
XRN1	0.938285714285714
CCDC96	0.8823
HEATR6	-1.49383333333333
GNG7	0.791833333333333
RUNX2	0.456375
SOX1	0.233833333333333
FCRL5	2.2102
ZNF99	-0.29025
FAM9A	0.4795
SNX22	0.383666666666667
MBNL3	-0.939333333333333
ODC1	-1.458
ADORA2B	-2.2
NR2F6	0.4595
ZFYVE16	-0.855
SYNJ2BP	0.1125
POLE	-0.65775
E2F2	0.2785
THRA	-0.598833333333333
PTGES2	-0.444166666666667
HIP1R	-0.257166666666667
TMUB1	-0.387333333333333
ENO3	-2.17575
RSPH10B	-0.1535
CXorf39	-1.077625
IRGC	-0.05225
GPR109B	0.84
FLJ13305	-0.774
LCE3A	-0.117
TNFRSF18	0.994
DET1	0.35375
TRPM3	-0.209583333333333
C16orf79	-1.2715
FECH	0.6835
RAP2A	0.516
CRIP1	0.396833333333333
AZIN1	-0.029
SLC7A7	4.27725
IL10RA	2.0562
TMEM64	-2.2345
CDC42EP4	1.4046
C16orf58	-0.00300000000000002
ARG2	-1.24775
POU5F1P4	-3.7435
FAM62B	0.5415
DNAH8	-1.709
ASH2L	0.58125
TSLP	-2.98916666666667
CNTNAP5	-0.356333333333333
TMEM16C	0.76925
IFNA14	0.3135
SLC1A3	1.9485
CABYR	2.3415
BCL7B	0.0668
NUDT13	-0.3385
C13orf28	1.225
C1orf53	-0.5035
ARL6IP4	-0.1751
RPL35A	0.548
EMR3	0.14825
RAB40C	0.3305
SLC41A1	0.0575
LRCH1	-0.315
LY6G5B	-0.259
FAM124A	-0.212
MGC10981	-0.031
CLIP3	-0.3844
MAP4K2	0.494333333333333
CHIC1	0.11375
SULF1	3.41866666666667
C20orf30	-0.679714285714286
PRDM5	-0.854625
ELOVL1	-0.06375
C11orf48	-0.678875
SLC39A10	-1.022
KCNV1	-0.2385
ACP1	-0.461666666666667
ZMYM2	0.253375
B3GNT6	0.255333333333333
C9orf69	0.84225
C2orf15	-0.99075
C20orf166	-0.446
HSP90AA6P	0.008
EDG7	-0.304
NEURL	-1.416125
LPL	2.793
CLEC2D	0.825142857142857
GRRP1	2.00566666666667
CD8B	-1.8042
HIST1H3D	-0.510333333333333
SLC6A12	0.95675
FAM27L	-0.094
CD84	2.4107
RASA1	-0.7775
PHKG1	0.6435
MAGEA11	-0.7525
IMPA1	-0.7632
NPM3	-1.1995
RARRES1	5.9385
SH3BP1	0.791
B3GNTL1	-0.059
ARPC5L	0.823333333333333
KLHL26	-0.39975
SIM2	1.913625
GJC1	0.197
C20orf194	0.189
EXO1	-0.87725
SLC2A2	-1.66383333333333
LOC285074	-0.6535
LRG1	0.06125
KIRREL	0.0865
PIK3R1	1.43635714285714
C4orf34	-0.11875
MAF	-0.136388888888889
ADCY4	3.142
ZMIZ2	0.6175
SLC46A3	1.20783333333333
STAMBP	0.49
CCDC16	0.39425
MS4A12	0.222
TCF20	0.7105
LRRC46	-0.1895
C20orf152	-0.00225
MRPS6	0.469625
ABCB11	0.236
KCNC2	-0.510666666666667
CDH19	-1.9785
C9orf123	0.0633333333333333
SSH3	0.120875
LDLRAD1	-3.036
CCBE1	-0.117
ZNF135	0.855
TAAR1	0.494
WFDC12	0.3325
CCDC42	0.587666666666667
FLJ12529	-0.548
PER1	-0.615333333333333
TIMM50	-1.00633333333333
SMARCAD1	0.394333333333333
FAM26C	0.013
TP53TG3	-1.90783333333333
SH3RF1	0.9368
LMCD1	1.6695
GPR63	0.2055
FLJ21986	-1.294875
AIFM3	-0.06975
MICAL1	0.922
BLZF1	0.759
IQCA	0.734166666666667
PCDHGC3	-0.155
SAC	0.564
BCL6B	1.72266666666667
DDO	0.94025
MARCO	4.40625
DCHS1	0.035
C1orf170	-0.916166666666667
CD200R1	2.68783333333333
C22orf15	-0.493
SEPT11	0.815166666666667
ADNP	-0.6575
UST	0.0021
C13orf34	-0.5055
RFFL	-0.0235
APBA3	0.1665
C2orf60	-0.159
CUTL1	-0.5881
PMS1	-0.580875
ZNF689	0.0565
EIF3E	-0.143833333333333
IL9	-0.014
RPL31	-0.291
LY9	1.07
ATP2B3	0.0205
KDELR2	0.0907916666666667
TFCP2	-0.024625
NLRP12	0.01025
FLJ45422	0.1735
TLE4	0.0692
ZNF570	-0.746
FLJ43806	0.237
TLK2	-0.663
CIR	1.17875
MARS2	-0.343
COL24A1	-0.25775
SDF2L1	-0.096
HIBADH	-0.0628333333333333
IGFBP3	-1.969
C12orf23	-0.09675
PSPC1	0.2145
C20orf43	0.2225
TRAV20	0.403
ARHGAP24	1.09725
KIAA1975	-0.407125
C1QA	3.7728
DNTT	-4.8445
C10orf6	-0.421583333333333
C11orf41	0.576625
HNRPF	0.753875
COL11A1	4.3445
UBAP2	-0.785833333333333
CDKN2AIPNL	-1.9205
C20orf174	5.2395
SPRED2	-1.12425
PLA2G12A	-0.342166666666667
ICEBERG	-1.89683333333333
SCN10A	0.152
C11orf65	-0.02225
GBP5	5.614
PITPNC1	-0.661833333333333
POU3F3	1.419
NCOA7	1.307875
LIN7C	0.0695
LOC348840	-0.1895
NKX2-2	-2.7795
ANKRD13D	0.60425
LOC123688	-0.952
FUT2	1.69716666666667
TAAR8	0.3785
FZD4	-0.0256666666666667
PNMA3	1.0055
OR4L1	0.684
WIT1	-0.73375
EXOC3L	1.20775
ATPBD4	-0.4402
KRBA1	-0.10575
UBXD6	-0.84175
HOXB7	-0.761928571428571
C7orf23	-0.2995
UNQ338	-0.3725
STAB2	0.56425
CDC20B	0.27225
IRF9	2.0405
CENTG1	0.60475
TNPO2	-0.72
MCPH1	-0.6605
BMS1P5	-0.481
SLC26A7	1.11975
HIST1H3J	0.8215
C9orf3	-0.435
LBH	1.333625
MYO1D	0.3255
PTDSS2	-0.291
NFU1	0.26725
DEPDC4	-1.38425
WNT7B	0.923
GLP2R	-0.1745
SETD4	-0.027
DYNLT3	0.2171
FKBP11	-0.2815
SESTD1	0.686666666666667
FLII	0.57175
RPS16	-0.8242
CHPF	-0.192833333333333
CSNK2A1	-0.238666666666667
SUMO1P1	0.5665
FKBP6	-0.373
ZNF214	-1.60266666666667
TWIST1	0.357666666666667
DDX56	-0.295
TRAM1L1	1.3323
EPO	-2.70533333333333
MRPS18B	-0.578
ZNF682	-0.420833333333333
RPL14	-0.425666666666667
MAFF	-0.3515
LOC51136	-0.4925
LY96	1.3895
DDX20	-0.0885
ABTB1	0.6005
ARL5A	0.2496
CCT6A	-0.687
HEPACAM	-0.3705
EHHADH	-1.08183333333333
RBAK	-0.0706666666666667
CGB1	1.601
ITGB5	-0.3149
YIPF3	-1.06525
FKBP2	-0.457
NR1D1	-0.7191
TMEM110	0.517
NEK2	-0.1305
PRAMEF8	-2.25975
C20orf52	-0.826
PCDHGA3	0.4075
VWA3B	-0.18025
NDUFA5	0.2765
THAP9	-0.1
FLVCR2	1.5695
AP1S1	-0.341
SMAD6	-0.8725
SAV1	0.759125
SAT1	2.34425
ZNF251	0.938125
ADAMTS7	0.5895
RPP38	0.41375
C1orf211	-1.42
YPEL2	0.62085
RBMS1	1.023
ZNF445	-0.186333333333333
NRXN2	0.306666666666667
PGBD4	-0.251375
UGT2B28	-1.1325
WBSCR16	-0.00109999999999998
NLRC3	1.595375
ASTL	0.0165
ST6GALNAC1	-2.85725
ZADH2	-0.4885
MLLT4	0.978083333333334
ARL6	-0.2515
MEF2C	1.52275
CBFA2T3	-1.1975
AFF3	-0.259357142857143
COG7	-0.237333333333333
MYB	-3.15483333333333
PLXNA3	0.549
XRCC2	-0.399666666666667
MMS19	-0.464125
ST8SIA5	-0.783375
CHPT1	-0.777333333333333
KIAA1712	-0.728375
OR6X1	0.2845
ACTR3	0.6115
UGCG	0.854666666666667
OR4P4	0.5215
ZAP70	-0.427
LPP	0.838375
ZNF485	0.39025
PTPRCAP	1.42325
IL12RB1	0.8645
ATRX	0.4317
CHST8	-1.370625
C14orf109	-0.1835
ARV1	-0.00974999999999999
NMB	0.185285714285714
COX5A	-0.563833333333333
EIF6	-1.248
MPPED2	-1.503
SEMG1	-1.2465
CHRDL1	1.477
TRAF3IP2	1.26775
WNK2	0.368125
LILRA4	3.491
LAMA2	3.4335
PXT1	0.508
RLBP1	-2.66925
CD300C	1.40175
SLTM	-0.42375
FLJ10404	-0.234
APOBEC3D	0.8125
RENBP	1.4745
ATXN7L1	0.098875
NID1	-0.43625
TUBGCP3	-0.486375
ITIH5	1.63227777777778
CCDC110	1.4335
C8A	-1.8075
MGC87042	-0.1905
HOXC13	-1.33325
TFDP2	-0.01875
HCP5	1.95775
POLI	0.6405
UCN	-1.45266666666667
ZNF764	0.124666666666667
C8orf45	0.268
FHL3	-0.6915
SPATA5L1	-0.548
MMRN2	2.49966666666667
NDST1	0.472
COL20A1	-0.325166666666667
ZNF248	-0.623333333333333
PELP1	-0.394
MBL2	-1.73433333333333
RNF41	-0.387875
C5orf24	0.02775
THOC5	-0.569625
SERINC3	-0.13725
RP11-151A6.2	0.3325
CDCP2	-0.0475
HIST1H2AA	0.22075
C11orf75	1.12366666666667
FKBP7	0.379
DDOST	0.135
GPNMB	1.66133333333333
TTF2	-0.924166666666666
KCNT1	-0.0568333333333333
SLC39A14	-0.606125
NGRN	0.3006
GPR137B	1.82475
MECP2	-0.283625
PSMA1	0.666
C16orf73	-3.57975
TMEM60	0.460333333333333
CSN3	0.224
NOS1	0.424
RAB7L1	1.51866666666667
YBX2	0.1895
KIAA1166	0.485375
FUBP3	-0.7505
ABCG1	0.879
ACACA	-0.981333333333334
ARL11	1.6642
ATOH1	-0.5115
ODF1	-0.107833333333333
CREB3L3	-0.908333333333333
TMEM127	0.713142857142857
DSCAML1	0.69725
PLN	1.65466666666667
LYPLA1	-1.08658333333333
PRDM9	-1.07525
SASP	0.652
PLUNC	-0.0465
INTU	-0.10675
HISPPD1	-0.15675
LNPEP	0.0903333333333333
YARS2	-0.9635
APCDD1L	-1.1065
ZCCHC4	-0.8942
FBXO22	-1.428
TTLL13	-0.4855
ZNF669	0.458666666666667
PTGDR	2.062
DDX27	0.1475
KIAA0409	-0.277333333333333
GJB6	0.60025
ASB8	0.2215
PLP2	0.0686666666666667
MEPE	0.3605
OR10J5	-0.0145
KRT222P	1.31275
COQ7	-0.495166666666667
C1orf101	1.0785
RERG	-0.6084
CHMP5	0.494875
THAP11	0.452625
ZNF43	-0.8105
ZRANB3	-0.198
KRT13	0.16575
MRPL19	-0.09
RBBP9	-0.41275
SPATA17	0.51
BXDC5	-0.309666666666667
PAFAH1B1	-0.134916666666667
MAGEE1	0.5715
OSTF1	0.96575
KIAA0323	-0.307833333333333
TXNDC13	-0.552666666666667
CNTN4	1.87575
LCE1B	-1.021
UNQ501	-1.077
ZNF154	-0.1435
C3orf64	0.377
SYT5	0.0422
PON1	-0.277833333333333
FLJ10357	-0.370125
ATP4A	-1.113
