Hybridization REF	TCGA-BH-A0AU-01A-11R-A12P-07
SMTNL2	-0.9925
ADRA1A	0.2795
ASAH1	2.5584
DOM3Z	0.0203
GIPR	0.5395
AHI1	-0.857
NADSYN1	-0.181833333333333
RGS14	0.467
IL18BP	1.5242
RTN4RL1	1.55908333333333
ARMC6	-0.29475
PSMD5	-1.48516666666667
HK3	1.028
OR4S1	2.0405
RSU1	0.7389
MAD2L1	-1.01366666666667
EIF4A3	0.1145
DLEC1	-0.6985
E4F1	0.353333333333333
CHMP2B	1.479
CAMSAP1	-0.98975
RPS21	-0.830333333333333
ARID5A	-0.64275
UBE2N	0.6693
IGSF8	1.0065
MAGEB6	-2.3225
ACAD11	-1.2247
MGC4172	-0.9725
LMO4	-1.04275
KLKB1	0.216
HP	-0.755
HDAC3	-0.63575
SCHIP1	-0.20025
CLCA1	0.7465
OLFML2A	0.562375
C1orf112	-0.78075
KIF19	0.76725
HAPLN4	-0.3094
CXCR7	-0.206666666666667
GOT2	-0.1965
RAB38	-1.808
DCX	-0.626
PPM1H	0.77325
NFYC	-0.011
KIN	0.033
ZNF228	0.98225
PLSCR4	2.35216666666667
HIG2	0.45
FAM79B	3.144
C21orf86	-0.3593
KCNK10	-0.5695
ZNF738	-1.60675
FSTL5	-2.1788
OR6A2	1.106
OTOA	1.19683333333333
EXOC1	1.1215
AHRR	-2.284375
PDAP1	-1.67316666666667
C19orf6	-0.14675
ZAN	0.371
LY6G6E	0.97
EIF4E2	-0.5815
C20orf198	0.60725
ZNF324	0.48175
CYP3A5	-3.9025
ENTPD7	1.52966666666667
MBOAT5	-0.0648333333333333
GJB5	-1.29475
TTC13	0.44225
S100Z	-1.28733333333333
KIAA0664	-1.0085
PDGFRB	1.69083333333333
IL17D	0.891
OR56B4	0.7505
RDX	-1.53033333333333
SLC34A3	-0.1085
IL28B	-0.53
JUND	1.46025
CHRNB1	0.572375
CAMK2B	1.3765
FETUB	-1.01
CXorf23	1.071
MRTO4	-0.820625
TTC3	-0.5223
NDUFB8	0.483666666666667
EDG2	0.13075
SEMA3G	0.6415
IL23A	-0.68025
GRHL1	0.736
LOC441054	0.367
WDR65	1.04171428571429
PSTK	0.40725
STOML3	-0.112333333333333
R3HDM2	0.2303
C5	-1.76425
SLC2A10	0.721666666666667
C3orf22	0.322
PAQR3	-0.191
ANKRD26	-0.90875
HCRTR1	0.0795
LOC399947	0.145
PSD2	0.62125
TIGD2	-0.0968333333333333
SCRN1	-1.16925
COQ10A	-0.4295
DDI2	0.355
METTL7B	-0.465
UCN2	-0.0745
FAM92A3	1.14975
WDR16	1.82175
ZNF511	-0.264833333333333
ZMYM5	0.130375
POLR3G	-2.64175
ZNF586	-0.20225
C1orf49	-0.104333333333333
TANK	1.0535
RCAN1	-0.478166666666667
PELI3	1.9945
LIMD2	-0.724916666666667
TMEM189	-0.249
NTN4	-1.5825
LOC151300	-0.496
CLEC2A	-1.319
GPR135	-0.894125
DPYSL4	-2.9382
JAK2	0.299333333333333
TSHZ1	0.549166666666667
TM9SF4	0.917125
ZNF264	0.121333333333333
SIRPG	1.95125
BICD1	-0.7225
HERC6	3.47216666666667
METTL5	-0.4455
CASP1	0.934
PRRT1	-0.1695
PLA2G4C	3.13183333333333
ICA1L	1.02057142857143
TPTE2	-0.181333333333333
OTUD7A	-0.593
AQP11	-1.1835
APOA2	-3.9699
KALRN	-0.6087
SECTM1	0.731166666666667
IFNAR1	-0.24875
TALDO1	0.33475
RAB11FIP4	-0.219583333333333
EIF5A	-1.6285
FAM49A	1.958
NEGR1	0.545
YTHDC2	-0.900625
EHD2	-0.07475
NCF1	2.0757
SCRT2	-1.0765
HOXA5	-1.203
NUP133	0.59825
FGF12	-0.415
SLMO2	0.270875
SNTA1	0.213
CACNG2	-0.2085
GCM1	0.182
ELF1	0.7125
TLR5	3.42975
TCFL5	-0.642416666666667
RBMY2FP	-0.076
LOC100125556	0.734875
FAM129B	-0.86125
MAP3K7IP1	-0.25175
NCK2	0.014
OXA1L	-0.95525
FMO9P	2.5395
ZSCAN12	-0.23275
PSMD12	0.292833333333333
HSCB	0.558
CLDN10	-2.62675
MGC13053	-1.0045
HPCAL4	-0.00449999999999995
ASZ1	-0.2305
MEX3D	-0.356083333333333
NFAT5	-1.5901
CSPG4LYP1	-0.0165
FBXO3	1.4789
DVL1	-0.347833333333333
CMKLR1	0.794166666666667
TYMS	-2.36225
PEF1	0.41225
ZNF750	0.850833333333333
MCM5	-1.4981
MEGF11	-0.4995
KCNK7	-0.1745
PTP4A3	0.1375
C1QTNF2	-1.26683333333333
OR6S1	0.6975
FAM122B	-0.29025
ZNF551	-0.9765
HBQ1	-2.0865
GEMIN6	0.731
ARSK	0.2165
RBP7	3.56316666666667
CPNE9	0.7895
DSC1	1.205
LOC730112	-0.6105
MAP2K4	1.8495
HS3ST5	-1.613
EPB41L3	0.30725
TEKT2	0.83375
CDKN2B	0.357583333333333
ZNF480	-0.735
MAP3K6	-0.0636
MAP6	3.4555
HN1	0.1686
OR2L13	1.583
SLC16A11	0.32925
FAM96A	-0.6505
APOL1	0.436
C5orf32	0.0845
RTP1	-0.7205
RNF175	0.42975
ZBTB41	1.32725
AHCTF1	-0.7454
SAE2	-0.2498
ITGA2	-2.05016666666667
MME	0.131166666666667
CCDC14	-1.05625
MAST4	0.446357142857143
KRT33B	-0.9815
KCTD2	0.502
WDR26	1.38466666666667
MFI2	-0.48
NR4A3	0.289625
ARSA	1.79875
UNKL	-0.702166666666667
SULT6B1	0.0115
CCNA2	-1.585
SOX15	0.954
PPAPDC1B	0.82275
C19orf44	1.0745
MCAT	0.784833333333333
ARID1B	-0.218875
OR52N1	0.7685
C12orf48	-0.7975
MAGI1	0.342625
NIPA2	-0.225
GBX2	-2.007
RSHL3	1.127
RAVER1	-0.172166666666667
C15orf17	0.3585
SLC30A2	2.27775
ZNF518	-0.29675
PCYT1B	-2.17025
C10orf114	0.622
EIF3H	-0.47625
SLC25A39	-0.395833333333333
KIF1B	-0.843
AMOTL2	0.64025
C6orf120	0.39825
PSRC1	-1.54725
PLA2G10	2.439
KIF5C	-0.08225
MRPL37	-0.6605
C17orf62	0.283333333333333
C9orf135	1.02866666666667
DUSP10	1.3728
CLCNKB	-0.1125
PSMA5	-0.19875
C8orf53	-1.05525
AMPD3	0.986833333333333
PIAS1	-0.5715
ADCYAP1R1	0.55
GYLTL1B	0.34975
CDH20	0.176666666666667
FBXO7	-0.3865
TMEM134	0.4355
FLJ14213	1.28983333333333
ZNF3	-0.66375
LRRFIP1	-0.0306666666666667
CNOT2	0.584083333333333
ABI3	2.20525
ALDH5A1	-0.0213333333333333
HNT	2.7925
SERPINA4	-2.32425
TK2	0.676583333333333
STMN1	-1.50688888888889
GUCA2A	-0.216666666666667
GALNT10	0.513071428571429
DPP6	-1.03105555555556
C9orf93	-0.453375
PRELID2	-0.90525
STK39	0.499
SFTPA1	-0.59325
CKS2	-1.68211111111111
RHO	-0.27025
C20orf135	-0.3505
XKR3	-2.2145
CR1	0.205375
RPS6KA2	-0.139857142857143
C20orf112	0.7655
MRPL22	-0.8525
C4orf23	0.863166666666667
GADD45B	1.21275
KLHDC1	1.45483333333333
C2orf48	-1.892
ZNF287	2.4175
DAAM2	-1.1405
DPPA2	-3.0534
TCTN3	1.0265
DNAJB11	-0.65375
FPR1	3.5675
DEFB4	0.246
PTCD2	-0.5876
SMOC2	4.657
CABP7	3.02375
SERPINB11	0.014
MAGEF1	0.1545
NDE1	-0.0415
ITGA10	-0.3875
FSHB	0.0645
ANXA2	0.235625
HORMAD2	-0.12525
HLCS	-0.012
MCF2L	1.09408333333333
FH	0.267875
TBC1D24	0.91625
KIAA1505	2.337
LGALS2	0.14475
CNBD1	-0.141
SYNPO2L	1.14575
PTPN23	-0.128785714285714
C1orf183	-0.902666666666667
MAGEA8	-1.92875
DGCR8	-0.9625
GSR	-0.37575
PAQR7	0.848
ZNF676	-0.437
CACNA1C	-0.1281
SP7	-1.057
PDCD6	0.92
NRN1L	-0.577
BRI3BP	-1.13575
KIAA1183	0.68275
ASB4	0.059
CCL23	0.6441
OBSL1	-0.625625
SLC12A7	0.59125
KIAA0240	0.952875
CD1B	-2.23816666666667
FCGR2A	1.301625
MDC1	-1.244
HTR1A	0.248333333333333
OCEL1	0.9285
ATP11B	-0.259125
FBXO34	-0.162666666666667
PCDH12	2.57383333333333
RPE	0.0115
C17orf74	0.312
CSDC2	0.437333333333333
PET112L	0.9075
TMBIM1	-0.1055
P2RXL1	-0.1235
TCHP	-0.71225
TRMT1	-1.102
F2RL2	1.60908333333333
LRRC32	3.09466666666667
IMPG2	0.4365
BGLAP	0.5305
LOC493869	-0.485
MRAS	1.486625
SLC35F5	0.8505
CBWD1	0.678
AXL	-1.423
ATP2C2	0.876
TELO2	-0.13475
PNPLA3	-0.64425
PCDHB14	1.08325
CD276	0.173
KRT80	-0.63475
DUSP28	-0.387
CSNK1E	-1.53466666666667
SRP14	0.6825
KCNQ4	0.2945
KRT72	0.132333333333333
CCDC117	0.587625
C6orf89	-0.0682777777777778
TUBB2B	-3.0615
RTN4IP1	-0.96225
CR1L	-3.3155
CEND1	0.01625
C12orf41	0.2595
RNF31	-0.27775
UBN1	-0.042
C17orf32	1.466
SLC5A7	0.19875
GPR92	0.734
ESAM	1.7316
CTNNA1	0.1355
HRBL	0.1287
CBX4	2.022
TMEM182	1.76375
SH3TC2	-1.336
IL10	1.52816666666667
PXMP4	0.1205
RNF167	-0.5342
PAK7	0.828166666666667
ETV3	-0.4365
ATPIF1	-0.114666666666667
LOC554207	-1.8645
OR8H1	0.23225
WDFY3	1.446
DPM1	0.12925
GPSM1	-0.6605
WDR92	-0.7332
LRP1	0.238
ANKH	-0.921625
THUMPD3	-0.13675
POLR1B	-0.18075
OLFM4	3.963
RAD9B	0.7725
TSPY2	-4.1275
PAX6	-1.17883333333333
SCG2	-2.56475
SLC17A6	-0.27425
FMO3	2.313375
PADI4	-0.098875
TUBB4	-0.8203
NLK	0.42375
POU4F3	-0.8525
SDF4	-0.26225
ITGBL1	3.07966666666667
NETO1	-1.839625
TAP2	-0.17425
ABBA-1	-0.643916666666667
GNAI1	-0.7825
VPS4B	1.07625
NOPE	0.1564
GALNT6	2.312
SESN1	0.924
GBE1	-1.20333333333333
CLASP1	-0.8495
RASGEF1B	0.703875
ACOT11	-0.1175
AFAP1	0.70875
OR2H2	-0.186
DPY19L2P1	-0.38525
DZIP1	-1.61125
SEC22C	-0.138666666666667
GPR161	-0.593666666666667
RNF146	0.09875
WDR74	-0.823
GALP	-1.0975
PURA	-0.452
DNPEP	0.068
RP11-78J21.1	-0.777
ERBB2	2.21
FANCM	-1.28883333333333
NEO1	1.2685
DDX3Y	-4.8435
RPS3A	0.053375
MXRA7	0.541428571428571
LGALS3	-0.819166666666666
GLT8D1	0.1635
CFL2	-1.75283333333333
UPB1	0.05125
NAP1L5	0.750625
CLDN14	0.56
DHX38	-1.44625
BTBD1	0.588
TARS2	-0.0953333333333333
ABCF1	-0.7299
FCF1	0.141333333333333
LRRC49	0.676
GUCY1B2	-2.16
C1orf177	-0.120833333333333
SMARCA4	0.693142857142857
LRP8	-2.91183333333333
TAGLN3	-0.84425
MRPL14	-0.86125
TTRAP	0.17825
ZDHHC20	0.868
NFE2L3	-0.92725
KIAA1377	0.337
PALMD	0.6224
TMEM43	-0.25475
TTL	-1.264875
STAT5B	-0.948
SSB	-0.427875
OR10H5	0.1835
SLC22A13	-0.9485
AKAP3	0.2685
TIMM23	-0.127666666666667
OAS2	1.88316666666667
KIAA0423	0.384
TRIM11	0.696
GLIS3	1.729875
TMEM50B	0.5195
ARHGEF4	-1.41575
DEGS1	0.531454545454546
TBL1XR1	0.5496
G6PD	-1.55675
SP140	0.3675
MUC17	-0.188071428571429
NUDC	-0.1694
DNAJC5B	3.0655
SCARA3	-1.20083333333333
CPA3	6.636
BCAT2	-0.0725
MFN1	0.9862
NRG3	-0.087
SNX11	0.34625
PLEKHH1	-0.7535
GPR177	-0.794
HCFC2	1.43525
TCAP	0.449
MOCOS	-1.74
C14orf93	-0.20175
PRDM10	0.0971666666666667
SLC16A4	1.46008333333333
SRGAP1	-1.05116666666667
VIP	0.0485
DUSP27	0.2435
LILRA1	0.5373
MC2R	-0.24
MGC24103	-1.57175
MBTD1	-2.2725
FUT11	-0.346833333333333
USP33	-0.005
C15orf39	-1.569
MAP3K12	0.345
PAAF1	-0.465833333333333
BARHL1	-0.094
FLJ16165	-0.2975
PIWIL2	-2.504
SYNE1	1.36641666666667
CMTM4	-0.3645
TSPYL1	0.5273
GUF1	0.564833333333333
TMEM157	1.3375
WDR44	0.339
HIST1H3C	-0.23675
DKFZp666G057	1.767
RNPEP	0.2355
GAS2L2	1.18366666666667
ADH4	-4.44975
GRPR	5.74366666666667
FBXL17	-1.5655
ZBTB10	0.406166666666667
Gcom1	0.569777777777778
HTRA1	2.2685
ZNF585A	-0.9515
SLC26A2	-0.674785714285714
OTOP3	0.106833333333333
WISP1	3.31944444444444
ATP2B4	-0.714333333333333
FLJ10769	1.1825
CRAMP1L	-0.465
CHST12	-0.917
RAB22A	-0.428833333333333
TARDBP	0.0921428571428572
STAU1	0.49825
CRB3	1.617
MIG7	-1.88525
CHMP1A	-0.902
ZNF160	0.06575
B3GALT6	0.183625
BARX1	-2.1385
C6orf167	-1.6405
NXNL1	0.317
DHX29	-0.119375
HADHB	0.736
PLXNB2	0.72425
ILDR1	-1.5895
SLC15A3	2.589
GAS2	-2.43983333333333
C20orf69	-1.411
NUMB	-0.23025
TNIP1	-0.773125
MESP1	0.233833333333333
PSKH1	-0.0845
NSFL1C	0.45625
RHOG	0.00675
HEY1	-2.42583333333333
KNG1	-2.574375
ITGAX	1.7495
LIN9	-0.867833333333333
CANT1	1.275125
XRN1	-0.0555
CCDC96	2.2794
HEATR6	-1.08766666666667
GNG7	0.64825
RUNX2	1.1686875
SOX1	-0.844833333333333
FCRL5	0.7628
ZNF99	0.00349999999999999
FAM9A	1.239
SNX22	-0.0105
MBNL3	-1.7002
ODC1	-2.5055
ADORA2B	-2.71566666666667
NR2F6	0.4435
ZFYVE16	-0.0567222222222222
SYNJ2BP	-1.2144
POLE	-0.960125
E2F2	-1.008125
THRA	0.283666666666667
PTGES2	-1.02133333333333
HIP1R	-0.185666666666667
TMUB1	-0.783833333333333
ENO3	-2.607
RSPH10B	0.2035
CXorf39	0.3995
IRGC	0.38125
GPR109B	-0.0485
FLJ13305	-1.69
LCE3A	-0.1835
TNFRSF18	-0.195333333333333
DET1	0.7115
TRPM3	-0.286
C16orf79	-1.814
FECH	0.136666666666667
RAP2A	-0.1885
CRIP1	2.8935
AZIN1	1.786125
SLC7A7	3.7785
IL10RA	1.0233
TMEM64	-0.927
CDC42EP4	1.2305
C16orf58	-0.2438
ARG2	-2.8285
POU5F1P4	-4.66375
FAM62B	-0.160625
DNAH8	-1.7414
ASH2L	-0.48325
TSLP	-2.49116666666667
CNTNAP5	0.243333333333333
TMEM16C	-0.31925
IFNA14	0.032
SLC1A3	0.806375
CABYR	0.80825
BCL7B	0.2031
NUDT13	-1.28383333333333
C13orf28	0.80925
C1orf53	0.49075
ARL6IP4	0.2903
RPL35A	-0.16375
EMR3	1.1125
RAB40C	0.45225
SLC41A1	0.257666666666667
LRCH1	-0.31975
LY6G5B	-1.2795
FAM124A	-0.134214285714286
MGC10981	-4.18233333333333
CLIP3	1.1342
MAP4K2	0.3515
CHIC1	1.363
SULF1	3.86783333333333
C20orf30	0.728357142857143
PRDM5	-0.106875
ELOVL1	0.28425
C11orf48	0.281625
SLC39A10	-0.79375
KCNV1	-0.06
ACP1	-0.891666666666667
ZMYM2	-0.534375
B3GNT6	-0.417333333333333
C9orf69	-1.28775
C2orf15	1.8095
C20orf166	0.773
HSP90AA6P	-0.802
EDG7	-1.2885
NEURL	2.747875
LPL	1.82466666666667
CLEC2D	0.666642857142857
GRRP1	1.915
CD8B	-2.2966
HIST1H3D	0.3355
SLC6A12	0.93175
FAM27L	0.3665
CD84	1.4703
RASA1	-0.6235
PHKG1	-0.5515
MAGEA11	-0.6305
IMPA1	0.3735
NPM3	-1.15075
RARRES1	3.8035
SH3BP1	-0.126625
B3GNTL1	-0.2135
ARPC5L	-0.173
KLHL26	0.08325
SIM2	-2.18375
GJC1	-0.002
C20orf194	-0.48525
EXO1	-2.2325
SLC2A2	-2.4306
LOC285074	-1.20125
LRG1	1.1065
KIRREL	-0.848
PIK3R1	0.810928571428571
C4orf34	2.35525
MAF	-1.21794444444444
ADCY4	3.26766666666667
ZMIZ2	0.4663
SLC46A3	2.19466666666667
STAMBP	-0.207833333333333
CCDC16	1.29075
MS4A12	-0.7695
TCF20	0.633
LRRC46	1.63425
C20orf152	0.94325
MRPS6	-0.516375
ABCB11	-1.1185
KCNC2	0.832166666666667
CDH19	-2.1222
C9orf123	0.00866666666666667
SSH3	1.63625
LDLRAD1	-2.43025
CCBE1	-0.87625
ZNF135	0.822375
TAAR1	0.9985
WFDC12	0.505
CCDC42	0.2295
FLJ12529	-0.43575
PER1	-1.78
TIMM50	-0.386333333333333
SMARCAD1	0.148166666666667
FAM26C	0.6785
TP53TG3	-1.76466666666667
SH3RF1	1.3168
LMCD1	3.14425
GPR63	-0.438
FLJ21986	-2.44125
AIFM3	1.323
MICAL1	-1.07166666666667
BLZF1	1.06783333333333
IQCA	2.66533333333333
PCDHGC3	-0.5305
SAC	-0.04925
BCL6B	1.49133333333333
DDO	-0.1725
MARCO	0.89375
DCHS1	1.29
C1orf170	-0.958333333333333
CD200R1	2.16216666666667
C22orf15	-0.466
SEPT11	0.244666666666667
ADNP	0.6805
UST	-0.34
C13orf34	-0.626166666666667
RFFL	0.955714285714286
APBA3	-0.4125
C2orf60	0.243375
CUTL1	-0.5703
PMS1	-0.7995
ZNF689	0.271
EIF3E	-0.237166666666667
IL9	-0.1875
RPL31	-0.15925
LY9	0.55
ATP2B3	-0.01925
KDELR2	0.279791666666667
TFCP2	0.906875
NLRP12	0.00725000000000003
FLJ45422	-1.02325
TLE4	-0.4652
ZNF570	0.417
FLJ43806	-1.0985
TLK2	-0.565
CIR	0.52425
MARS2	-0.1395
COL24A1	0.15275
SDF2L1	0.9855
HIBADH	0.873833333333333
IGFBP3	-2.51471428571429
C12orf23	1.374125
PSPC1	-0.504
C20orf43	0.53475
TRAV20	0.3795
ARHGAP24	0.513375
KIAA1975	1.505
C1QA	3.0651
DNTT	-4.717
C10orf6	-0.0571666666666666
C11orf41	-0.06525
HNRPF	0.1315
COL11A1	6.54516666666667
UBAP2	-1.25316666666667
CDKN2AIPNL	-1.4905
C20orf174	3.93
SPRED2	-0.371
PLA2G12A	0.736
ICEBERG	-2.53383333333333
SCN10A	-1.028
C11orf65	-0.49725
GBP5	5.4955
PITPNC1	-1.97216666666667
POU3F3	-0.8035
NCOA7	-0.970625
LIN7C	0.4143
LOC348840	-0.6865
NKX2-2	-2.1415
ANKRD13D	-0.136
LOC123688	0.534
FUT2	0.964833333333333
TAAR8	1.0095
FZD4	0.740666666666667
PNMA3	-0.728666666666667
OR4L1	-0.773
WIT1	-1.89675
EXOC3L	1.269
ATPBD4	-0.4187
KRBA1	-0.38575
UBXD6	0.76575
HOXB7	-1.00778571428571
C7orf23	-0.666
UNQ338	-0.5005
STAB2	1.08625
CDC20B	-0.81825
IRF9	2.68225
CENTG1	0.801416666666667
TNPO2	-1.233
MCPH1	0.877625
BMS1P5	-1.54525
SLC26A7	1.545
HIST1H3J	0.59425
C9orf3	0.0136000000000001
LBH	0.266625
MYO1D	0.28675
PTDSS2	0.43475
NFU1	0.192
DEPDC4	-1.084
WNT7B	-0.00679999999999999
GLP2R	-0.664833333333333
SETD4	-0.2406
DYNLT3	0.4811
FKBP11	0.183833333333333
SESTD1	0.0715
FLII	0.69575
RPS16	-0.1541
CHPF	0.203833333333333
CSNK2A1	-0.0235
SUMO1P1	0.3675
FKBP6	-0.016
ZNF214	2.2455
TWIST1	0.679
DDX56	-0.400166666666667
TRAM1L1	3.2965
EPO	-0.232666666666667
MRPS18B	-0.235
ZNF682	0.072
RPL14	-0.9845
MAFF	-1.19325
LOC51136	0.013
LY96	0.48575
DDX20	-0.559
ABTB1	0.365833333333333
ARL5A	-0.2734
CCT6A	-0.72
HEPACAM	-0.714166666666667
EHHADH	0.131
RBAK	-0.884166666666667
CGB1	4.39525
ITGB5	0.4897
YIPF3	-0.35875
FKBP2	0.377
NR1D1	-0.6091
TMEM110	-0.431
NEK2	-0.303833333333333
PRAMEF8	-2.53825
C20orf52	1.81883333333333
PCDHGA3	-0.7575
VWA3B	0.52175
NDUFA5	0.930375
THAP9	-0.199
FLVCR2	0.153
AP1S1	-0.93225
SMAD6	-1.621
SAV1	0.2115
SAT1	1.162375
ZNF251	2.201
ADAMTS7	0.0501
RPP38	-0.36975
C1orf211	-0.7115
YPEL2	0.64805
RBMS1	-0.3185
ZNF445	-1.16133333333333
NRXN2	0.773333333333333
PGBD4	-0.629375
UGT2B28	-1.27175
WBSCR16	-0.3601
NLRC3	0.989625
ASTL	0.14925
ST6GALNAC1	-2.9075
ZADH2	-0.9005
MLLT4	-0.155
ARL6	1.28383333333333
MEF2C	-0.49075
CBFA2T3	-2.134
AFF3	1.98528571428571
COG7	0.336
MYB	0.296333333333333
PLXNA3	0.1315
XRCC2	-1.54166666666667
MMS19	-0.07975
ST8SIA5	-0.4565
CHPT1	2.67083333333333
KIAA1712	-0.434375
OR6X1	1.341
ACTR3	-0.1605
UGCG	0.567166666666667
OR4P4	0.4265
ZAP70	-2.654
LPP	0.388
ZNF485	-0.453
PTPRCAP	0.06825
IL12RB1	0.49625
ATRX	0.342
CHST8	3.382625
C14orf109	0.145
ARV1	1.00825
NMB	-1.01914285714286
COX5A	-0.652333333333333
EIF6	-0.01725
MPPED2	1.42016666666667
SEMG1	-1.2875
CHRDL1	0.132
TRAF3IP2	0.17125
WNK2	-0.382625
LILRA4	2.649
LAMA2	4.67825
PXT1	-0.39
RLBP1	-3.236
CD300C	0.48375
SLTM	-0.12525
FLJ10404	-0.5255625
APOBEC3D	-3.53866666666667
RENBP	0.385166666666667
ATXN7L1	0.398375
NID1	0.29525
TUBGCP3	-0.81725
ITIH5	0.869666666666667
CCDC110	3.26875
C8A	-2.4015
MGC87042	0.39925
HOXC13	1.849
TFDP2	-0.385
HCP5	1.51025
POLI	0.42525
UCN	-1.41916666666667
ZNF764	0.440333333333333
C8orf45	2.06175
FHL3	-0.642
SPATA5L1	-0.52475
MMRN2	2.8895
NDST1	-0.317666666666667
COL20A1	-0.412333333333333
ZNF248	-0.869333333333333
PELP1	-1.00266666666667
MBL2	-3.16466666666667
RNF41	0.183625
C5orf24	-1.22875
THOC5	-0.937125
SERINC3	1.194
RP11-151A6.2	0.5625
CDCP2	-0.517666666666667
HIST1H2AA	0.169
C11orf75	0.494666666666667
FKBP7	0.35875
DDOST	-0.44425
GPNMB	1.26116666666667
TTF2	-1.43933333333333
KCNT1	-0.446833333333333
SLC39A14	-0.75625
NGRN	0.973
GPR137B	2.673
MECP2	-0.009125
PSMA1	0.23325
C16orf73	-4.38675
TMEM60	0.132833333333333
CSN3	-0.081
NOS1	0.627166666666667
RAB7L1	1.01566666666667
YBX2	0.436
KIAA1166	-0.262
FUBP3	-0.280166666666667
ABCG1	-0.331
ACACA	-0.498583333333333
ARL11	0.9962
ATOH1	0.9565
ODF1	0.514666666666667
CREB3L3	-1.58883333333333
TMEM127	0.931571428571429
DSCAML1	-0.93575
PLN	2.97766666666667
LYPLA1	-0.87325
PRDM9	-1.73825
SASP	0.285
PLUNC	-0.196666666666667
INTU	0.88675
HISPPD1	0.004
LNPEP	-0.532666666666667
YARS2	-0.294666666666667
APCDD1L	-1.2875
ZCCHC4	-0.0816
FBXO22	1.11383333333333
TTLL13	0.005
ZNF669	-1.47083333333333
PTGDR	1.17
DDX27	0.655
KIAA0409	0.506166666666667
GJB6	0.37
ASB8	1.24
PLP2	0.276666666666667
MEPE	0.27975
OR10J5	-0.478
KRT222P	2.87
COQ7	0.647833333333333
C1orf101	2.38225
RERG	3.5132
CHMP5	0.45925
THAP11	-0.309125
ZNF43	-0.107666666666667
ZRANB3	-0.722333333333333
KRT13	3.971375
MRPL19	-0.3705
RBBP9	0.778625
SPATA17	2.17525
BXDC5	-0.0386666666666666
PAFAH1B1	-0.281583333333333
MAGEE1	1.07725
OSTF1	0.0725
KIAA0323	-0.494833333333333
TXNDC13	-0.3395
CNTN4	2.983
LCE1B	1.51
UNQ501	1.56825
ZNF154	0.39975
C3orf64	0.23325
SYT5	-0.2439
PON1	0.411166666666667
FLJ10357	-0.1845
ATP4A	-1.2015
GNPDA1	-0.528833333333333
MGAT1	0.626833333333333
C14orf121	0.2975
SLC35B2	-0.57475
MIER3	0.0145
CHEK1	-2.257375
ZNF8	-0.2585
TXNDC1	-0.368166666666667
CKB	-2.3303
RTN3	0.432214285714286
FZD2	-0.245833333333333
PART1	-0.4195
PSMB6	-0.408
PCDHB8	-0.752
PHC3	-0.4601
PPP1R8	-0.8225
NOVA2	0.765166666666667
TNFRSF11B	-4.947375
GOLPH3	1.07066666666667
UBLCP1	-0.70575
SUHW3	-0.98875
TTLL1	1.79775
OPN4	0.7695
OR13G1	-0.5965
ZPBP2	-0.0656666666666667
HSD17B11	-1.073
C9orf50	0.0325
DHDDS	-0.114928571428571
CTSW	1.186
NEFM	-1.87783333333333
MRPL28	-0.52375
SYN1	-0.230666666666667
PIGV	0.787333333333333
ZIM2	3.73475
APBB1	0.1575
SND1	0.0115
C1orf123	0.0318333333333333
CHD3	-1.1205
BHLHB8	0.00525
RNASE2	0.223666666666667
BCAP31	0.83925
SLC25A44	0.643333333333333
CHD6	-0.4886
PIB5PA	2.00761538461538
SELS	1.16175
LOC541471	-0.70625
FAT2	0.184
ZNF81	-1.185
OR4C16	0.3835
FLJ10081	0.0979
LRRC4	-1.083
CS	-0.142166666666667
N4BP2	-0.57
IGFBP7	1.60025
ZNF318	-0.326333333333333
NDNL2	0.4405
ZNF609	-0.2155
SIRT4	0.8645
EXOSC10	-0.0255
ECE2	1.15133333333333
OVGP1	2.08675
GTPBP3	0.132
PACS2	-0.1497
C19orf36	-0.896
ARL4C	-1.582125
ATG4B	-0.117
UBQLNL	1.05975
RHOXF2B	-3.863
PLEKHG2	-0.916
GALR1	-1.6455
AQP4	0.2464
HDAC7A	-0.344
DCUN1D3	0.508
OR8A1	0.799
CCRN4L	0.06675
CBR4	0.013
KIFC1	-3.00366666666667
SLC7A14	-1.3365
LHX5	-0.423
TRPC7	-0.3475
LPXN	-0.38775
SERPINA1	-2.1315
RPS13	-0.3636
BPIL3	0.1535
PRKAA1	-1.27975
FADS2	0.7388
ENAH	1.2165
PRO1768	0.888
APBA2BP	-0.488
LIPH	2.02033333333333
C3orf33	0.23725
RCC2	-0.431928571428572
ALDH1A2	-3.4173
RNF103	2.88025
AHCY	-0.926625
ALG12	0.844
CCL17	1.50775
ZNF543	0.696833333333333
ESRRG	2.1512
CNGA1	2.48275
RDH5	0.0243333333333333
OTX1	-1.6475
PTGFR	-1.4916
CDR2	-0.20625
SELE	4.60975
NLGN2	-0.8885
EXOSC9	-0.244
ZNF566	-0.1525
KLRC2	-3.802
GPR12	0.642
KIAA0196	1.61975
PDRG1	1.56775
SSR3	0.370428571428571
MSI1	0.2425
CST9	3.1735
CC2D1A	0.4515
PLAGL1	-0.687111111111111
ZNF778	-0.01
RNF2	1.025
KLF6	0.3535
THBD	1.47383333333333
tcag7.1314	2.531
NR5A1	-0.553333333333333
ABCD2	0.319
DNAJC7	-1.608
CLEC4C	0.8525
TM2D3	1.01025
CCDC4	-1.34
PLAC2	-0.848
DCD	-0.2535
FAAH	-0.565875
