Hybridization REF	TCGA-E2-A15E-06A-11R-A12D-07
NETO1	-1.884125
TAP2	0.047125
ABBA-1	0.09525
GNAI1	-1.54775
VPS4B	1.20975
NOPE	-0.767
GALNT6	2.06116666666667
SESN1	-0.629875
GBE1	-0.618888888888889
CLASP1	-0.71375
RASGEF1B	0.663125
ACOT11	0.815642857142857
AFAP1	0.097
OR2H2	0.38525
DPY19L2P1	-0.6135
DZIP1	-3.27625
SEC22C	-0.105583333333333
GPR161	-2.17958333333333
RNF146	-0.118
WDR74	-0.782875
GALP	-0.6985
PURA	0.20975
DNPEP	0.112166666666667
RP11-78J21.1	-0.45625
ERBB2	3.406875
FANCM	-1.35783333333333
NEO1	0.588
DDX3Y	-4.8527
RPS3A	0.81675
MXRA7	-1.62307142857143
LGALS3	-1.07533333333333
GLT8D1	0.08675
CFL2	-1.54716666666667
UPB1	0.535
NAP1L5	-0.785625
CLDN14	-2.63475
DHX38	-0.65825
BTBD1	0.09025
TARS2	-0.790333333333333
ABCF1	-0.7651
FCF1	0.656166666666667
LRRC49	-0.699
GUCY1B2	1.9375
C1orf177	0.463
SMARCA4	-0.302071428571429
LRP8	-4.329
TAGLN3	-1.4985
MRPL14	-0.209
TTRAP	-0.468
ZDHHC20	0.37575
NFE2L3	-3.15775
KIAA1377	-0.95175
PALMD	-0.6185
TMEM43	-0.87875
TTL	-1.939125
STAT5B	-0.119333333333333
SSB	-1.47875
OR10H5	0.197
SLC22A13	-0.4545
AKAP3	1.5735
TIMM23	0.177166666666667
OAS2	2.02183333333333
KIAA0423	0.983
TRIM11	0.992333333333333
GLIS3	-0.758125
TMEM50B	1.41933333333333
ARHGEF4	-3.1255
DEGS1	-1.71527272727273
TBL1XR1	1.22473333333333
G6PD	-1.03675
SP140	0.5589
MUC17	0.361384615384615
NUDC	-0.2368
DNAJC5B	1.41516666666667
SCARA3	-1.76733333333333
CPA3	5.64566666666667
BCAT2	1.020625
MFN1	0.4248
NRG3	-0.1205
SNX11	0.1845
PLEKHH1	-0.600833333333333
GPR177	-0.405
HCFC2	0.52825
TCAP	0.71575
MOCOS	-1.732
C14orf93	0.357
PRDM10	-0.130166666666667
SLC16A4	0.792083333333333
SRGAP1	0.3115
VIP	0.19825
DUSP27	0.233166666666667
LILRA1	0.4947
MC2R	0.8265
MGC24103	-3.51875
MBTD1	-2.4315
FUT11	-0.563
USP33	0.0265
C15orf39	-1.12125
MAP3K12	0.658625
PAAF1	-0.889833333333333
BARHL1	-0.12
FLJ16165	-0.3965
PIWIL2	-2.8645
SYNE1	-0.846666666666667
CMTM4	1.050875
TSPYL1	1.0205
GUF1	-1.00166666666667
TMEM157	1.444
WDR44	-0.00899999999999999
HIST1H3C	0.17675
DKFZp666G057	-0.81125
RNPEP	1.1145
GAS2L2	0.155166666666667
ADH4	-5.221
GRPR	4.34016666666667
FBXL17	1.73375
ZBTB10	0.161166666666667
Gcom1	1.07
HTRA1	0.1938
ZNF585A	0.281333333333333
SLC26A2	-1.30335714285714
OTOP3	0.376166666666667
WISP1	0.894666666666667
ATP2B4	-0.61725
FLJ10769	1.30275
CRAMP1L	0.373
CHST12	-1.462
RAB22A	0.0405
TARDBP	-0.379928571428572
STAU1	-0.252
CRB3	2.16066666666667
MIG7	-1.13675
CHMP1A	0.238666666666667
ZNF160	0.663375
B3GALT6	-0.1495
BARX1	-1.6965
C6orf167	-3.0389375
NXNL1	0.622
DHX29	0.64375
HADHB	-0.02
PLXNB2	-1.31125
ILDR1	-1.19075
SLC15A3	2.37775
GAS2	-2.8165
C20orf69	-0.81525
NUMB	0.2065
TNIP1	0.75125
MESP1	-0.1135
PSKH1	0.07825
NSFL1C	-0.282375
RHOG	0.21975
HEY1	-3.812
KNG1	-1.65585714285714
ITGAX	1.8831
LIN9	-1.1735
CANT1	1.24875
XRN1	-0.509357142857143
CCDC96	1.6077
HEATR6	-1.632
GNG7	0.55375
RUNX2	-0.2775625
SOX1	0.776833333333333
FCRL5	1.8193
ZNF99	0.295625
FAM9A	-2.244
SNX22	0.976333333333333
MBNL3	-2.23066666666667
ODC1	-1.9603
ADORA2B	-4.93366666666667
NR2F6	1.52575
ZFYVE16	-0.271166666666667
SYNJ2BP	0.8308
POLE	-0.893375
E2F2	-1.558125
THRA	1.06166666666667
PTGES2	-0.2685
HIP1R	0.361
TMUB1	-0.238833333333333
ENO3	-1.838
RSPH10B	0.844
CXorf39	0.835375
IRGC	0.443
GPR109B	-1.82475
FLJ13305	-3.4495
LCE3A	-0.6295
TNFRSF18	0.163
DET1	0.53775
TRPM3	-0.148416666666667
C16orf79	0.391
FECH	-0.0973333333333333
RAP2A	0.230833333333333
CRIP1	3.03483333333333
AZIN1	0.383375
SLC7A7	2.88225
IL10RA	0.9091
TMEM64	-3.6505
CDC42EP4	0.8844
C16orf58	0.1515
ARG2	-3.415
POU5F1P4	-4.14125
FAM62B	-0.440125
DNAH8	-1.9405
ASH2L	-0.96525
TSLP	-4.06666666666667
CNTNAP5	0.0296666666666666
TMEM16C	-0.39025
IFNA14	0.2515
SLC1A3	-0.639375
CABYR	1.41325
BCL7B	0.5301
NUDT13	-0.733666666666667
C13orf28	0.60775
C1orf53	-0.79625
ARL6IP4	0.4111
RPL35A	0.058
EMR3	0.39275
RAB40C	1.02366666666667
SLC41A1	-0.8845
LRCH1	-0.60325
LY6G5B	-0.5995
FAM124A	-0.683
MGC10981	-3.547
CLIP3	-0.2956
MAP4K2	0.145
CHIC1	0.64775
SULF1	4.71516666666667
C20orf30	-0.628
PRDM5	-2.33125
ELOVL1	0.22725
C11orf48	-0.54125
SLC39A10	-0.514
KCNV1	-0.0696666666666667
ACP1	-0.992
ZMYM2	0.16675
B3GNT6	0.221666666666667
C9orf69	0.26075
C2orf15	1.0265
C20orf166	0.955
HSP90AA6P	-1.659
EDG7	-0.938
NEURL	2.596875
LPL	-0.601666666666667
CLEC2D	0.479071428571429
GRRP1	0.504166666666667
CD8B	-2.0229
HIST1H3D	0.933
SLC6A12	-0.036625
FAM27L	0.143
CD84	1.6488
RASA1	-0.0075
PHKG1	-0.3895
MAGEA11	1.624
IMPA1	-0.1452
NPM3	-2.06225
RARRES1	0.90175
SH3BP1	0.2885
B3GNTL1	-0.4635
ARPC5L	0.594666666666667
KLHL26	0.847
SIM2	-3.07625
GJC1	0.8035
C20orf194	-0.2395
EXO1	-3.45325
SLC2A2	-2.65583333333333
LOC285074	-0.7605
LRG1	2.52625
KIRREL	-1.7305
PIK3R1	3.14807142857143
C4orf34	1.02725
MAF	-1.99627777777778
ADCY4	3.28616666666667
ZMIZ2	1.3066
SLC46A3	1.81433333333333
STAMBP	-0.194833333333333
CCDC16	0.53725
MS4A12	0.2785
TCF20	-0.6505
LRRC46	1.7895
C20orf152	0.466
MRPS6	-0.19375
ABCB11	0.032
KCNC2	6.22983333333333
CDH19	-3.19483333333333
C9orf123	-1.41883333333333
SSH3	1.780625
LDLRAD1	-1.87175
CCBE1	-0.8125
ZNF135	1.652625
TAAR1	0.3305
WFDC12	0.8215
CCDC42	0.383833333333333
FLJ12529	-0.673
PER1	-0.608333333333333
TIMM50	0.0671666666666667
SMARCAD1	0.0223333333333333
FAM26C	0.5075
TP53TG3	-1.31983333333333
SH3RF1	0.8802
LMCD1	1.31075
GPR63	0.42
FLJ21986	-2.981875
AIFM3	0.824
MICAL1	-0.601833333333333
BLZF1	0.683833333333333
IQCA	2.61616666666667
PCDHGC3	-0.945
SAC	-0.37975
BCL6B	0.805666666666667
DDO	0.1445
MARCO	0.63625
DCHS1	0.141833333333333
C1orf170	1.53433333333333
CD200R1	1.56566666666667
C22orf15	-0.1505
SEPT11	-0.833
ADNP	-0.18825
UST	-1.236
C13orf34	-0.583
RFFL	0.458642857142857
APBA3	-0.245
C2orf60	-0.79475
CUTL1	-0.2197
PMS1	-1.149375
ZNF689	0.318
EIF3E	-0.120666666666667
IL9	-0.1576
RPL31	-0.924625
LY9	1.48216666666667
ATP2B3	0.4515
KDELR2	0.271791666666667
TFCP2	0.9085
NLRP12	0.57
FLJ45422	-1.504
TLE4	-1.1636
ZNF570	0.33
FLJ43806	-0.61
TLK2	-1.332375
CIR	0.00375000000000001
MARS2	0.1265
COL24A1	0.038
SDF2L1	-1.199
HIBADH	0.6235
IGFBP3	-2.916
C12orf23	0.88
PSPC1	-0.3785
C20orf43	0.2025
TRAV20	0.8665
ARHGAP24	0.902875
KIAA1975	0.95375
C1QA	3.3577
DNTT	-5.04583333333333
C10orf6	-0.767166666666667
C11orf41	-2.532875
HNRPF	0.79325
COL11A1	2.20783333333333
UBAP2	-1.06533333333333
CDKN2AIPNL	-0.7505
C20orf174	3.9075
SPRED2	0.32125
PLA2G12A	0.811
ICEBERG	-1.13966666666667
SCN10A	-0.533
C11orf65	-0.0915
GBP5	3.75275
PITPNC1	-2.063
POU3F3	1.8075
NCOA7	-2.159875
LIN7C	0.000999999999999997
LOC348840	-2.21
NKX2-2	-3.20175
ANKRD13D	0.64325
LOC123688	0.17325
FUT2	1.875
TAAR8	0.541
FZD4	-1.13566666666667
PNMA3	-1.12983333333333
OR4L1	0.2075
WIT1	-2.73225
EXOC3L	1.026
ATPBD4	-0.0011
KRBA1	-0.3745
UBXD6	0.433
HOXB7	-0.969214285714286
C7orf23	-0.331
UNQ338	-0.9125
STAB2	0.9875
CDC20B	-0.36475
IRF9	2.57625
CENTG1	0.244333333333333
TNPO2	-0.87
MCPH1	-0.911
BMS1P5	-0.69375
SLC26A7	3.29925
HIST1H3J	0.66125
C9orf3	-0.848
LBH	1.055125
MYO1D	-0.305375
PTDSS2	-0.22925
NFU1	0.26275
DEPDC4	-2.27825
WNT7B	-1.5019
GLP2R	-0.0085
SETD4	-0.4224
DYNLT3	-0.0475
FKBP11	-2.03
SESTD1	-1.42783333333333
FLII	0.6975
RPS16	0.759
CHPF	-1.03516666666667
CSNK2A1	-0.825666666666667
SUMO1P1	-0.69225
FKBP6	-0.5625
ZNF214	1.47133333333333
TWIST1	-1.11966666666667
DDX56	-0.381
TRAM1L1	1.7199
EPO	-2.75416666666667
MRPS18B	-0.4075
ZNF682	-0.205166666666667
RPL14	0.0815
MAFF	-1.5915
LOC51136	-1.12525
LY96	-0.77975
DDX20	-0.591
ABTB1	0.789
ARL5A	-1.1945
CCT6A	-1.5205
HEPACAM	-1.2945
EHHADH	-0.892833333333333
RBAK	-1.50166666666667
CGB1	0.754
ITGB5	-1.3226
YIPF3	0.113
FKBP2	-0.8055
NR1D1	-0.3252
TMEM110	1.1475
NEK2	-2.881
PRAMEF8	-2.9315
C20orf52	-0.107833333333333
PCDHGA3	-1.7465
VWA3B	-0.02375
NDUFA5	0.67975
THAP9	-0.2555
FLVCR2	-0.417166666666667
AP1S1	-0.89425
SMAD6	-0.9275
SAV1	0.9395
SAT1	1.674875
ZNF251	1.599125
ADAMTS7	0.6015
RPP38	0.4915
C1orf211	-0.453
YPEL2	0.8878
RBMS1	-1.71475
ZNF445	-0.170833333333333
NRXN2	-0.00383333333333333
PGBD4	-0.43125
UGT2B28	-0.38575
WBSCR16	-0.3136
NLRC3	0.907875
ASTL	0.16325
ST6GALNAC1	-3.33825
ZADH2	-0.361875
MLLT4	-0.286166666666667
ARL6	-0.2145
MEF2C	-0.367
CBFA2T3	0.0865
AFF3	2.14121428571429
COG7	0.376666666666667
MYB	0.637833333333333
PLXNA3	0.4565
XRCC2	-2.42133333333333
MMS19	-0.402
ST8SIA5	-0.740625
CHPT1	1.53833333333333
KIAA1712	0.55
OR6X1	0.5395
ACTR3	-1.066
UGCG	0.6195
OR4P4	0.6155
ZAP70	-1.76275
LPP	0.978
ZNF485	1.22
PTPRCAP	1.0035
IL12RB1	0.62425
ATRX	0.2165
CHST8	2.06725
C14orf109	0.78575
ARV1	0.611
NMB	-1.92114285714286
COX5A	-0.573
EIF6	-0.50075
MPPED2	-0.6025
SEMG1	-2.4105
CHRDL1	-0.2085
TRAF3IP2	0.5965
WNK2	-0.642125
LILRA4	2.41183333333333
LAMA2	2.7015
PXT1	0.712
RLBP1	-3.622
CD300C	0.51525
SLTM	0.176
FLJ10404	0.198875
APOBEC3D	-2.26483333333333
RENBP	0.756666666666667
ATXN7L1	0.294125
NID1	-1.473
TUBGCP3	-0.876875
ITIH5	0.465277777777778
CCDC110	4.65075
C8A	-1.98475
MGC87042	-2.352
HOXC13	-0.2745
TFDP2	-0.68625
HCP5	1.33675
POLI	0.5555
UCN	0.452
ZNF764	0.382
C8orf45	1.8905
FHL3	-1.41775
SPATA5L1	-0.641
MMRN2	1.97316666666667
NDST1	0.821666666666667
COL20A1	-0.0381666666666667
ZNF248	0.0815
PELP1	-0.895
MBL2	-2.8275
RNF41	1.466125
C5orf24	-0.7735
THOC5	-1.220375
SERINC3	0.15425
RP11-151A6.2	1.59175
CDCP2	0.07025
HIST1H2AA	1.07525
C11orf75	-0.4925
FKBP7	-1.87375
DDOST	-0.29525
GPNMB	-0.124
TTF2	-2.3115
KCNT1	0.415833333333333
SLC39A14	-2.489875
NGRN	0.7495
GPR137B	1.40375
MECP2	-0.140875
PSMA1	-0.81875
C16orf73	-4.163
TMEM60	-0.184
CSN3	-0.2255
NOS1	0.612166666666667
RAB7L1	-0.174666666666667
YBX2	0.2375
KIAA1166	0.058625
FUBP3	-0.0231666666666667
ABCG1	3.144
ACACA	-0.0905833333333333
ARL11	2.127
ATOH1	0.185
ODF1	0.674166666666667
CREB3L3	-1.88
TMEM127	0.619571428571429
DSCAML1	-0.31
PLN	1.72633333333333
LYPLA1	-0.704916666666667
PRDM9	-2.01275
SASP	-0.2165
PLUNC	0.294166666666667
INTU	-0.3995
HISPPD1	-0.2755
LNPEP	0.253166666666667
YARS2	-0.4165
APCDD1L	-2.5875
ZCCHC4	-0.9503
FBXO22	-0.258333333333333
TTLL13	-0.1475
ZNF669	-1.0965
PTGDR	1.23175
DDX27	-0.40625
KIAA0409	0.200333333333333
GJB6	0.386
ASB8	1.7235
PLP2	-0.057
MEPE	0.11425
OR10J5	-0.193
KRT222P	1.52525
COQ7	0.550333333333333
C1orf101	2.07825
RERG	3.0932
CHMP5	0.05575
THAP11	0.083625
ZNF43	0.290666666666667
ZRANB3	-1.733
KRT13	2.59325
MRPL19	-1.002125
RBBP9	-0.88225
SPATA17	0.91075
BXDC5	0.1305
PAFAH1B1	-1.12958333333333
MAGEE1	-0.083
OSTF1	0.31
KIAA0323	0.748166666666667
TXNDC13	-1.24366666666667
CNTN4	0.719125
LCE1B	1.0385
UNQ501	0.9855
ZNF154	1.0895
C3orf64	-1.2665
SYT5	-0.00999999999999998
PON1	0.364333333333333
FLJ10357	-0.833
ATP4A	-0.343
GNPDA1	-0.3145
MGAT1	0.157666666666667
C14orf121	0.27825
SLC35B2	0.06725
MIER3	0.546833333333333
CHEK1	-4.2235
ZNF8	-0.264166666666667
TXNDC1	-0.8985
CKB	-1.7126
RTN3	0.0749285714285714
FZD2	-0.6805
PART1	0.72175
PSMB6	-1.06325
PCDHB8	-1.507
PHC3	-0.0843
PPP1R8	-1.07766666666667
NOVA2	1.067
TNFRSF11B	-3.96925
GOLPH3	1.1265
UBLCP1	-0.24425
SUHW3	-0.8545
TTLL1	0.84775
OPN4	0.5155
OR13G1	-0.16
ZPBP2	0.402166666666667
HSD17B11	-2.169
C9orf50	0.1365
DHDDS	0.276785714285714
CTSW	1.1689
NEFM	-3.17016666666667
MRPL28	-0.2895
SYN1	1.10583333333333
PIGV	-0.467166666666667
ZIM2	-1.27725
APBB1	0.4405
SND1	-0.2345
C1orf123	0.026
CHD3	-0.4685
BHLHB8	0.391
RNASE2	0.0735
BCAP31	0.354375
SLC25A44	0.4185
CHD6	-0.7155
PIB5PA	1.94092307692308
SELS	0.279
LOC541471	-1.091
FAT2	-0.4255
ZNF81	-0.0705
OR4C16	0.683
FLJ10081	-0.3488
LRRC4	-1.4805
CS	0.107166666666667
N4BP2	-1.754
IGFBP7	0.332
ZNF318	0.32475
NDNL2	0.31575
ZNF609	-0.319375
SIRT4	0.243
EXOSC10	-0.35
ECE2	0.188333333333333
OVGP1	0.80225
GTPBP3	-0.1135
PACS2	1.2822
C19orf36	0.1695
ARL4C	-1.547875
ATG4B	-0.729625
UBQLNL	0.08225
RHOXF2B	-3.721
PLEKHG2	-1.4915
GALR1	-0.721
AQP4	0.227833333333333
HDAC7A	0.786166666666667
DCUN1D3	-0.41175
OR8A1	0.282
CCRN4L	-0.21375
CBR4	0.101166666666667
KIFC1	-2.96966666666667
SLC7A14	-1.21616666666667
LHX5	-0.012
TRPC7	0.31
LPXN	-0.53225
SERPINA1	-0.47375
RPS13	-0.1961
BPIL3	0.086
PRKAA1	-1.65325
FADS2	0.2889
ENAH	-0.853375
PRO1768	-0.609
APBA2BP	1.077
LIPH	3.1685
C3orf33	-0.6435
RCC2	-0.333857142857143
ALDH1A2	-4.0377
RNF103	1.7485
AHCY	-0.347375
ALG12	0.2745
CCL17	1.9065
ZNF543	1.1575
ESRRG	2.3409
CNGA1	-1.0155
RDH5	-0.5465
OTX1	-1.9939
PTGFR	-1.53833333333333
CDR2	-0.4965
SELE	1.72225
NLGN2	-1.371
EXOSC9	-0.89725
ZNF566	-0.169833333333333
KLRC2	-4.024
GPR12	0.557
KIAA0196	0.98725
PDRG1	0.536
SSR3	0.207285714285714
MSI1	-0.047
CST9	3.5455
CC2D1A	0.6005
PLAGL1	-1.36494444444444
ZNF778	-0.3605
RNF2	-0.359
KLF6	0.104666666666667
THBD	0.828
tcag7.1314	1.20275
NR5A1	-0.315833333333333
ABCD2	-0.0995
DNAJC7	-1.68625
CLEC4C	0.5765
TM2D3	1.042125
CCDC4	-1.811
PLAC2	-1.1755
DCD	5.1875
FAAH	1.911625
POLA1	-1.36366666666667
TM7SF2	0.775625
FLJ39822	-1.49916666666667
FLOT2	-0.01125
MAP4K1	0.179333333333333
SRP68	0.63775
C21orf74	-0.192
ARPC5	-0.436
LOC126075	2.423
HECW2	-0.45475
ZDHHC4	0.54075
ANKRD42	1.6699
PDE9A	-1.71966666666667
ABCA8	-0.35275
NDUFS2	0.1375
UBR5	0.582125
BTBD16	-3.18825
LOC554174	-0.519
ZNF20	1.9975
KIAA1843	-0.297
WDR17	-0.586375
C15orf33	1.418
RNF113A	-0.0745
CAMKK1	-0.9419
CLCN2	0.49375
ANXA6	-0.193
LOC340069	0.5145
EMID1	0.981625
DPM3	0.3705
ELA1	-0.1165
SLC25A13	-1.1568
KRT24	-0.189
SMPD1	-0.3205
TH	0.36575
COL6A2	-0.781285714285714
ANKS1B	3.03625
GPR126	-3.2971
ZC3H12A	1.13866666666667
TMEM47	0.71
C2orf51	0.0965
C1orf88	2.05383333333333
HSF2BP	0.6235
AKAP10	-0.65575
RPAP3	0.4705
KLHDC8B	0.985375
STOM	1.0327
MUPCDH	0.027125
C10orf72	-0.10125
PLEKHA3	0.623
TCP11L1	-1.80925
CWF19L1	0.407375
SPEF1	0.971923076923077
YSK4	-0.5375
ELN	1.5446
SAMD8	0.506666666666667
MPI	-0.127333333333333
MEPCE	0.3959
ABCC3	-1.60125
NANOGP1	-2.488
KCNK17	-0.3555
HLA-DMB	4.171
RRAGA	-0.0555
ANGEL1	-0.09875
RBM32B	0.176
CPN1	-2.59925
MGC52282	-0.8395
HLA-A	0.48275
OR9G4	0.376
EDNRB	-2.177125
SCD	-0.198214285714286
C14orf80	-0.546333333333333
BAGE2	-0.9365
RABL4	0.812333333333333
RCVRN	0.215
SHANK1	0.208
NLRP7	-2.987
CD226	0.86225
STAT3	1.3939375
SYNJ2	-1.4752
TPCN2	0.293666666666667
WDR36	-1.046
MBD4	0.14075
ROBO1	-2.1792
ST3GAL6	-3.16325
SLAMF8	2.50666666666667
ATN1	0.867333333333333
GPR141	0.415666666666667
KRT36	0.2175
TPH1	-0.352
DDX52	-1.09425
ZSCAN29	0.696333333333333
TRPT1	0.277166666666667
DPEP3	0.61475
DENND4A	-0.677375
TSPAN16	-0.8045
PTCHD2	0.4145
LOC145814	0.268
CAP1	0.257333333333333
EIF5A2	-1.9116
NT5DC3	-0.8715
SEPT9	-0.3635
SEZ6L2	-0.24825
EGFLAM	1.9645
VPS11	0.92075
NDUFB5	0.341666666666667
CIDEA	0.433833333333333
IER5L	0.5815
N6AMT1	0.596
FAM83C	-0.346
OXR1	0.0626666666666666
IRX1	-1.029
DGKB	-0.8265
GCN5L2	-0.509
MIR16	0.34225
FBXW9	1.0585
WDR4	-1.2235
PDC	-0.262
VPS33B	0.09875
HEXB	-0.2985
FLJ32214	0.93775
TCEB3	-0.4795
CRLF1	-2.84675
ABI3BP	1.4655
C8orf22	-4.28275
PYCR1	-0.233875
KIAA1706	-0.207
CDK5R2	0.82375
WAS	0.3095
C12orf60	-0.15875
CCBL2	-0.545625
MADD	0.19725
C5orf34	-2.468
WDR42A	1.1416
KLF12	1.14
HSPA1A	2.5335
ITM2C	-2.18508333333333
DAPK2	2.7905
LOC442590	0.908
SUMF2	0.10875
CENPA	-3.177
TMED5	-0.171375
CDH6	-2.3074
BRP44	0.798625
THG1L	0.11175
GABRA2	-4.97225
C14orf166	0.14025
MYL1	-1.51216666666667
TNFSF18	0.578
PAP2D	-1.897
PPIB	-0.826
KLHL4	-1.114625
SFN	0.0453333333333333
CCDC127	0.122
FRAP1	-0.11825
GOLGA5	0.873
SDCCAG1	0.116625
MGC21675	0.0238333333333333
C10orf95	0.10625
KIAA1345	-1.224
C1orf163	-1.6775
LACE1	-0.505833333333333
OR10K2	0.568
CENPN	-3.10264
TMED2	0.5415
UGT1A6	-0.7165
ANG	0.50975
U2AF1	-1.86866666666667
CASC2	-0.3425
NMT2	-1.73
OSGEPL1	-0.330125
DFNB31	-0.8825
SLC6A20	-0.115375
DKC1	-1.296
FXYD4	-0.811
WDR64	-0.216
MGC5590	0.421
CREBZF	0.201333333333333
DAZ1	0.19525
PRPSAP1	-0.81825
GCHFR	0.29775
TTC7A	-0.493375
LOC196993	2.65
UBD	2.298
S100A1	0.064
RPL6	0.3585
DNAJB6	0.67885
NAGS	0.3067
C2orf58	-0.315
KERA	1.002
MT1X	-1.0127
UBE2B	0.8386
KEAP1	0.76225
MST1	-1.47025
OMA1	0.9465
ABLIM2	0.034
BCL2L13	-0.621333333333333
JAZF1	-0.775666666666667
TMEM63B	0.967
S100A8	-0.192
ARFIP2	0.643
UROS	0.08375
KHDRBS2	-0.4
POLQ	-3.1005
SOAT1	-1.87
SPAG4	-1.08775
MRPS30	-0.635333333333333
LOC494141	-0.926
OR2T11	0.465
ORAOV1	0.2546
ZNF184	-0.502333333333333
TCEB3B	-0.509166666666667
ADAM21	0.1495
GDPD1	-0.95325
SPINLW1	0.02875
PRR14	0.649
KCTD9	-2.3378
NUDT3	-0.2755
KIAA1822	-0.0204
HIST1H4K	1.6735
DFNA5	-2.635
GABPA	-0.9015
C14orf44	-0.207
POLB	0.865125
PTAR1	-1.02575
SEC31A	0.576
TRIM58	1.28075
TAS2R14	-0.9245
VPS8	1.010875
H1F0	0.476166666666667
PRKCB1	-1.593
UGT2A1	0.4485
TOR1B	-0.20775
LSS	-0.835583333333333
C2orf19	0.287
HNRNPC	0.303428571428571
TMEM100	-2.18983333333333
LOC116349	-0.03475
OR51M1	0.4915
CCDC142	-0.39425
ISG15	1.2055625
ZCCHC14	-0.730625
CREBL2	0.45525
TGDS	-1.562
DC2	-0.1395
CACNA2D3	-1.3625
ZNF429	-0.206125
LYPD6	1.576
SUCLG1	-0.209333333333333
OR51I1	0.1865
MAGEH1	1.05625
PRPF40A	-1.9025
SMR3A	0.561
SPINK2	0.01825
THAP2	0.4015
NPY5R	1.73975
IRF4	-1.9475
SPESP1	-2.848
OR10S1	0.793
DTD1	-1.81475
TUBE1	-0.988
DDX19A	-1.355
PDPN	-3.219875
TMEM34	0.2695
MGAM	1.518
COL3A1	4.52377777777778
GFM2	0.2471
OR5A2	0.239
PSG9	-0.942
ARHGEF11	0.363333333333333
IVNS1ABP	-1.426125
SIGIRR	1.77825
DUSP19	-0.90125
DNAJC14	0.9685
ACSS1	0.621125
IL1RAPL2	1.0005
C4orf30	-1.97175
SEPT4	1.64225
LANCL3	-2.9835
SPAG17	1.408
PRDX3	0.374375
HNF1A	-1.2965
P4HA2	-1.005
RFWD3	-2.07583333333333
MOV10	0.039
DNAJA5	-0.0961428571428572
LOC729440	1.583
LOC200383	0.157875
SMC2	-2.57925
MIXL1	-1.08333333333333
TMEM9	0.16
FAM86A	0.927
ZNF174	0.8005
MYH14	-1.01675
CCR8	-0.06225
VPS37C	0.832333333333333
GPATCH1	0.0576666666666667
B3GNT8	1.348
TBX4	-0.2555
CNR2	1.3635
PCDH1	1.14925
C5orf29	4.33675
OCIAD2	1.45675
PLCG2	0.73225
KIAA0247	2.120625
HRH3	-0.0522
CAPN13	3.87975
CCR1	-1.2108
MGC15523	0.0572777777777778
UVRAG	0.0656666666666667
DNAJA2	-0.357666666666667
ITGA2B	-0.492
CLDN5	2.563375
PTPRN2	-2.37592857142857
ZNF512	0.203
PSAP	0.8105
CCDC140	-2.692
LRRC55	-0.6005
CYP26C1	0.8155
C8orf47	0.227
LYN	-0.355875
DUSP6	-2.41566666666667
TGFB3	3.3782
ELK1	0.0653
PCDH11Y	-0.426333333333333
HGD	0.28425
C17orf58	0.456
MYO3A	1.141
SERPINE2	-4.95983333333333
AARSD1	-0.485
C14orf73	-0.80775
ADAM33	-0.09975
ZNF491	0.5365
MAPK6	-1.21883333333333
TCN1	-1.6745
SLC24A6	0.6835
UBE2R2	-0.83625
H1FNT	0.6375
TATDN2	0.135833333333333
LILRB1	1.20325
P2RY5	1.4635
NUCB2	0.42225
C2orf37	-0.54625
SNX27	0.137166666666667
MTA3	0.387875
FOXO4	0.70925
ID4	-1.77083333333333
SOX5	-3.55516666666667
PXMP3	1.4945
OR52M1	0.383
SFT2D3	-0.35875
INA	-3.05466666666667
MCOLN1	0.43425
NFIX	-0.1958
CLEC14A	4.02183333333333
HIBCH	-0.561166666666667
PLA2G5	0.1295
TIMM10	-0.561
MED17	-0.2411
COL4A4	-0.2985
TPP1	0.960166666666667
GJA3	-1.14016666666667
TMPRSS5	-1.3255
AADACL3	0.7405
DNMBP	-0.88825
ENPP5	6.29533333333333
NQO1	-0.957
ZSCAN2	-0.0195
SEC24C	0.25
GTF2A1L	-0.5165
AXIN2	-1.4538
FAM33A	-2.04291666666667
C16orf13	0.184
SPNS2	0.1985
TAF1	-0.70275
AP1G2	1.28083333333333
RBM42	-0.0863333333333333
HCN2	1.2895
EFHB	0.0256666666666667
RUSC1	0.58
GRIK5	0.216
USP21	0.624333333333333
ATAD3C	0.8955
ORMDL2	0.85875
PRSS7	-2.871
PSAT1	-5.436
FLJ13195	-0.862
TBC1D1	-0.570166666666667
IFNG	1.32775
OTOS	0.469333333333333
ZNF773	0.180166666666667
EMD	-0.32925
RETN	0.103
CCL8	2.376
APH1A	-0.06325
COX18	-0.00787499999999999
GTF2IRD2	-0.000249999999999998
CCDC82	-2.35091666666667
PAFAH2	1.3023
NPEPL1	-0.2297
RP11-114G1.1	0.0815
TP53INP1	1.896375
ZNF300	0.399166666666667
FOXL2	-4.1265
LARP2	0.400583333333333
LATS1	-0.27275
HTR6	0.613
SPOCK2	0.817166666666667
RNF144B	2.527
HTATIP2	-1.822625
MGC10334	0.554166666666667
CENTA2	2.182
FGF2	-3.3055
FXYD7	0.54975
PHYHIPL	-2.663
GPR34	5.06425
DDX6	-0.904166666666667
OR10W1	0.11
LHFPL1	-1.51
ZNF313	-0.866285714285714
VPS28	1.46975
AP3M1	-0.0583
AKR1CL2	0.03575
TRAF4	-1.0545
OR2B11	0.528
C19orf12	-0.0795
AKAP9	1.13783333333333
C1orf62	0.86425
SLC20A1	-1.6333
FAM112A	0.33975
