Hybridization REF	TCGA-C8-A1HL-01A-11R-A137-07
NPTX1	-5.55225
C21orf84	-1.53775
C11orf51	0.229875
ZBED2	0.163
FLJ90757	0.35325
NPY2R	0.168666666666667
PLD3	1.01575
SYT17	-0.450333333333333
SGSM2	0.00775000000000001
OR1A2	0.33625
FOXP1	1.583
SLC5A1	2.2155
POFUT1	-0.4332
EPHB6	-2.8245
MYO1G	-1.851125
STAC	-2.5098
KLHL17	-0.0796666666666667
RGMA	-0.6373
TJP2	-0.1145
FAM114A1	0.225166666666667
SERINC1	1.25616666666667
SLC9A8	0.280875
PEX19	0.000375000000000006
EDN2	-0.04575
PSMD7	-0.987333333333333
C3orf41	-2.263
UQCR	-0.00675
PPP1R3C	-0.1405
LRP4	-2.24133333333333
TM2D1	-0.37825
TTC17	0.1266875
C4BPB	-4.807125
CCL25	0.352
ZNF253	-0.608833333333333
CHRNA9	-4.22075
SOX11	-1.02775
HIVEP3	0.823
CGN	2.39816666666667
C3orf35	0.508375
PKD2L1	4.8285
SYVN1	-0.067375
PDE8B	-1.834625
LOC439951	0.272
LTC4S	2.8705
MIF4GD	0.399166666666667
SMARCA2	0.2790625
TUBGCP6	-0.333666666666667
CABLES1	0.50375
C16orf77	1.72616666666667
ZNF791	-0.1535
FUT5	0.8545
ADH6	-3.23283333333333
P4HB	0.2495
CLDND2	-1.5365
ALKBH8	-1.48425
PLAC4	-2.347
F11R	1.58364285714286
MGC35295	0.250333333333333
PDZD4	-0.5145
LOC389073	-2.47975
FAM80B	0.188333333333333
PSMB1	-0.08725
TXN	0.141833333333333
VIPR1	2.1297
WBSCR18	0.51
EXOSC6	0.375833333333333
ACTA2	4.18366666666667
SP5	-4.55658333333333
ANKRD1	-3.609
DDR1	2.1774
ATP6V1D	0.22275
PTGS1	-1.457
RNF157	-1.43925
DCC	-0.803
SPAG7	0.72375
FBXO18	0.72625
UBE3C	-0.3636
HOXC6	2.46975
LRP2BP	-0.333666666666667
MYST2	-0.494
PDSS2	-0.4925
ATE1	0.059
ARAF	-0.2325
KLF10	-0.74725
PLA2G2E	0.2415
ASCL1	1.82466666666667
TSNAXIP1	0.8245
FAM131B	0.949125
IFNA10	-0.2965
NUP43	-0.939375
FAM44B	-1.01025
L1TD1	-4.6615
NMD3	-1.1525
C18orf54	-1.1365
PHOSPHO1	0.1045
RAG2	-2.76
EMILIN3	-0.073
METTL3	-0.03525
VPS13C	-0.268
REXO2	-2.208
ANXA4	0.404
CA1	-1.39175
DCP1B	0.30575
TULP3	-0.799666666666667
ATP2A2	-0.0157142857142858
ATIC	0.115
ADAM15	0.375833333333333
NPL	1.945
LGR4	-0.766
UEVLD	0.392666666666667
GAB1	1.30225
SNAI2	0.662666666666667
ZGPAT	0.7665
SNF1LK	-0.164875
DLEU1	-0.648
UBE2Q1	1.257125
ZMYM6	-0.2205625
JPH3	-2.244
FAM38A	0.824583333333333
PXK	-0.834166666666667
DENND2D	2.56425
BAX	-0.316666666666667
CP	-5.808
RPL37	-0.4329
G6PC3	-0.042375
NCOA4	-0.558166666666667
LRRC14	-0.629
GORASP1	1.329
FCHO2	0.666375
CYP24A1	-4.1496
FXYD3	3.1145
SMARCAL1	0.13325
ABCB8	0.875833333333333
CCDC44	0.9065
PRDM7	-3.441
USH1C	-1.86075
DNAH5	2.3505
SRF	0.173166666666667
MAL2	0.849166666666667
PGPEP1	0.0635833333333333
SIN3B	-0.71725
SEMA3C	0.942
GRAMD3	1.12
FBXO10	-0.14275
OR5D13	0.3995
FLJ31818	-0.49125
CACNA1I	0.9125
S100A13	1.37
TP63	0.281928571428571
ANXA11	1.0621
WDR66	1.45225
CSF2RB	0.78
IFI44	-0.08775
DACT1	1.579
ANKRD23	-1.181625
ATP5G1	-1.261
C21orf70	0.391833333333333
PPWD1	-1.32475
DNAJC13	-0.16775
PAH	-5.043
PTCH2	0.881
TRMU	-1.1955
CCDC9	0.9265
USP3	-0.6425
DCLRE1C	0.3774
FAM55C	1.425
FRMD4B	1.69475
CYP2R1	-1.10475
RFPL1	-0.5176
XPO5	-0.364
ARL6IP2	0.1165
OSBPL5	2.51425
MMP9	4.12709090909091
KIAA0802	-0.986625
DHRS2	-2.90166666666667
SGEF	0.823625
TXNDC10	-0.583
EXOC6	0.218
RPS27	-0.238166666666667
PNCK	0.516833333333333
FSTL1	-0.395
AACS	1.454
SLMAP	-0.0911666666666667
SAMD4A	-0.6307
ABRA	-0.0525
SMARCD3	1.87375
PKNOX2	-3.53816666666667
A4GNT	0.21
C9orf39	-2.0705
RALYL	0.3005
MGC33556	-2.4935
C10orf25	-0.8695
BBOX1	2.8215
NHEDC1	-0.483
XDH	-0.498
GCSH	-2.1015
EDN1	-0.640166666666667
MTERF	-0.20525
CLK4	0.681625
ZNF799	0.267
KCNG1	-2.321
CXCR4	-0.237666666666667
PTPRR	-1.9455
IRAK1	-0.58925
LOC401397	-0.14175
TMSB10	2.12328571428571
CXCL3	-3.8923
TMC4	2.251
OR7A10	1.074
STYK1	0.09775
CHRNA10	1.12675
CCNI	0.381
EP300	-0.827857142857143
LOC165186	-0.912
HIC2	-3.23825
SDR-O	-0.0625
OR2W1	-0.3415
KCNA6	0.4195
TRIM74	0.03725
REEP6	1.68925
ATP5G2	0.5165
ERG	1.454125
TMEM42	-0.72575
PARN	0.173833333333333
SOD2	-1.0375625
DIRAS1	-0.3915
PNPT1	-1.21675
JOSD3	-1.85775
hCG_40738	0.32
PDE1C	-2.01375
SEMA4D	0.162125
AGPAT1	0.554166666666667
NOSTRIN	0.665875
MAP3K3	0.0826666666666667
MAX	0.878357142857143
CAPS	1.707
SERPINA12	0.0690000000000001
OSBPL8	-1.168
RICS	1.071
NR4A2	2.052
PPCS	1.16583333333333
LONP1	-1.415
SCYL3	1.31875
HERC2P2	-1.54283333333333
FIBCD1	3.176
C15orf41	-2.11775
DMC1	-1.16216666666667
C20orf27	-0.63475
RPS6KA5	0.0684
FAHD1	0.498833333333333
SLC12A4	0.621
BRCA1	-1.01666666666667
GBL	0.34225
SLK	-0.00149999999999999
NUDT9P1	-0.854
NOXO1	2.3345
USP52	-1.13925
BAZ1B	0.12775
SLCO2B1	2.738
BBS12	0.199833333333333
LRGUK	-2.54616666666667
TERF2IP	0.7905
COL1A1	4.8475
KIAA0090	-0.633875
GRK5	0.378166666666667
AP1S2	-1.4247
TMEM52	0.048
CA11	-0.983125
OR4A15	0.3915
ACBD3	0.4702
SPAG11B	0.544
PRDM2	0.7698
FOXP3	0.32625
SMYD3	0.381
LOC389199	0.349
LGI2	1.859
NAPE-PLD	0.1289
ANKRD6	0.664
WDR45	0.730833333333333
SHROOM1	1.01275
PSCD3	0.3815
PYY	0.4725
KCNC1	-1.299
ARHGEF9	1.073
OR8J1	0.24575
GPR55	-0.158166666666667
NS3BP	-0.409
C10orf22	0.5145
NAT8L	-1.2465
DUSP4	-2.60666666666667
FOXM1	-0.1615
GRAMD2	1.4738
ZBTB48	0.494666666666667
BUD31	0.498
PABPC5	-0.3665
CCDC41	-0.6705
FBXO11	-0.16075
C6orf148	-0.71375
RFXAP	-1.51725
C6orf15	-0.0705
CDK8	-0.737333333333333
C6orf70	0.638875
TESSP2	0.557
ALG2	0.337
PPP1R3D	-0.12875
TPM3	1.258
SYT13	2.864
EPB42	-0.616333333333333
CETN3	-0.65
PRY	0.2095
NTHL1	0.0346666666666667
POLR2B	-0.7305
RPS28	-0.74925
P2RX3	0.23675
LYZL4	0.172
WBP4	0.1216
PMM1	-0.32975
C11orf79	-0.16525
CBLL1	-1.21325
IL1F10	1.013
VAX2	0.436
SETDB1	0.440166666666667
LRAP	-0.0683333333333334
GCLM	-0.849
CPEB3	2.631
PPM1A	-0.1646875
INTS1	-0.32675
CAMTA1	0.9235
SAMSN1	-1.98525
LOC158830	-1.27466666666667
GMPPA	1.050625
AIPL1	1.03333333333333
IL24	1.71016666666667
BDKRB1	-1.7955
MLF1	-0.1377
TAF12	0.31125
ID1	-1.304125
THADA	0.00862499999999997
PIK3CB	-0.5355
OR4N5	0.9675
TBC1D17	0.3705
COX8A	-0.91325
CDCA4	0.2905
C2orf44	-0.23425
ZNF534	-0.835
IMMP1L	0.3215
NIPSNAP3B	-0.1285
FTMT	0.696875
PWP2	-0.138833333333333
MMP15	1.3359
DNAH11	-1.85975
MTMR14	0.678875
DNAL4	0.75025
IPP	0.503
TMEM59	0.681
C1orf157	1.8305
RGS4	0.931
DDX18	-0.6645
SNX6	0.0265
ZNHIT2	0.687833333333333
NCDN	0.728666666666667
FLJ33534	1.48325
RAG1	-2.70985714285714
OR4D10	0.771
PTPN5	0.9975
POMT1	0.35875
LRRC8A	0.0116
CYP1A1	-1.614
CAPN1	0.6795
DDHD2	-0.340875
GRIK2	-0.27375
GNRHR	-0.2655
PPBP	0.548
HTR3A	-1.336875
SLITRK4	-0.603
ANKRD49	-0.817
BTF3	0.2141
SARS	-0.33425
C13orf18	-0.0546666666666667
CACNB1	0.444142857142857
QKI	-0.734954545454546
SETMAR	0.53775
MAN2B1	0.781
EML3	-0.11025
ACADL	-1.22083333333333
OFD1	0.119375
DEFB114	0.8605
CGA	-4.2481
PEX16	1.25516666666667
LRRC10	0.245
GNG12	-0.942
C1orf152	0.471333333333333
CHRM1	0.7445
CD53	0.0825
DBH	-1.545
TFAP2B	-2.353625
HIST1H2BJ	-0.151166666666667
FAM46D	0.66
TMEM11	0.2695
C3orf32	-1.39025
PCCB	-0.3635
IPO13	0.311375
C6orf105	-3.217
COMMD5	1.0375
SUV420H1	-1.0847
LTBR	1.84025
ARHGAP15	-0.97025
HDHD2	-0.13925
TDRKH	-0.0916666666666667
LOC401052	1.314
PSG4	-1.344
GNB4	-0.3631
SPATA4	-1.33075
SLC9A3	-0.777
OSBP	-0.093
NBPF3	-0.424083333333333
DOCK11	-1.2685
SLC39A5	-1.37733333333333
PRR5	0.601
C10orf63	-0.327625
SMTNL2	-0.754
ADRA1A	0.4245
ASAH1	0.4736
DOM3Z	0.3316
GIPR	1.329
AHI1	-0.562583333333333
NADSYN1	0.134
RGS14	0.9532
IL18BP	1.2387
RTN4RL1	-0.715166666666667
ARMC6	-0.28625
PSMD5	-0.021
HK3	2.2227
OR4S1	0.142
RSU1	0.8731
MAD2L1	-2.01988888888889
EIF4A3	-0.901
DLEC1	0.9295
E4F1	1.07033333333333
CHMP2B	0.8289
CAMSAP1	-0.463
RPS21	-1.257
ARID5A	0.21
UBE2N	-0.0747
IGSF8	1.68466666666667
MAGEB6	-3.567
ACAD11	-1.4742
MGC4172	0.125
LMO4	-0.271
KLKB1	-0.451
HP	0.073
HDAC3	-0.313
SCHIP1	0.90525
CLCA1	0.8045
OLFML2A	1.614625
C1orf112	-0.85525
KIF19	0.737
HAPLN4	0.1185
CXCR7	1.02233333333333
GOT2	0.7985
RAB38	-0.865375
DCX	-1.86275
PPM1H	1.07133333333333
NFYC	0.354166666666667
KIN	0.544375
ZNF228	0.344
PLSCR4	1.8005
HIG2	0.175
FAM79B	6.638
C21orf86	-0.2358
KCNK10	-1.90425
ZNF738	-1.390375
FSTL5	-2.34566666666667
OR6A2	1.3405
OTOA	1.46683333333333
EXOC1	-0.0835
AHRR	-3.43775
PDAP1	-1.494
C19orf6	0.27
ZAN	0.6625
LY6G6E	0.54
EIF4E2	0.47175
C20orf198	0.1945
ZNF324	0.37025
CYP3A5	2.4195
ENTPD7	2.22516666666667
MBOAT5	0.367333333333333
GJB5	3.39325
TTC13	0.82375
S100Z	-1.9615
KIAA0664	-0.451166666666667
PDGFRB	2.53216666666667
IL17D	-1.31025
OR56B4	0.2365
RDX	-2.2905
SLC34A3	0.382
IL28B	1.78
JUND	1.1085
CHRNB1	-0.354625
CAMK2B	2.855
FETUB	-1.9045
CXorf23	0.178625
MRTO4	-0.662875
TTC3	0.2839
NDUFB8	0.778
EDG2	-2.223
SEMA3G	2.1565
IL23A	-0.36575
GRHL1	0.9109
LOC441054	-2.6895
WDR65	1.012625
PSTK	0.33825
STOML3	-0.235833333333333
R3HDM2	0.1283
C5	-2.3795
SLC2A10	1.32383333333333
C3orf22	0.8725
PAQR3	-2.26838461538461
ANKRD26	-0.535083333333333
HCRTR1	0.555
LOC399947	-0.686
PSD2	-0.38175
TIGD2	-0.554333333333333
SCRN1	-0.244625
COQ10A	-0.32
DDI2	-0.592
METTL7B	0.714333333333333
UCN2	0.97225
FAM92A3	-0.7535
WDR16	-0.2225
ZNF511	1.138
ZMYM5	-0.58725
POLR3G	-2.239
ZNF586	0.097
C1orf49	1.135
TANK	0.149333333333333
RCAN1	-1.77466666666667
PELI3	1.38983333333333
LIMD2	1.14283333333333
TMEM189	0.2955
NTN4	-2.568125
LOC151300	0.3815
CLEC2A	-3.71
GPR135	-1.04875
DPYSL4	-3.1604
JAK2	-0.4005
TSHZ1	0.324333333333333
TM9SF4	-0.099125
ZNF264	0.1505
SIRPG	0.87975
BICD1	-1.023
HERC6	1.66366666666667
METTL5	-1.1155
CASP1	0.16025
PRRT1	0.431
PLA2G4C	2.166
ICA1L	0.8345
TPTE2	-0.13
OTUD7A	1.05733333333333
AQP11	-2.467
APOA2	-3.9087
KALRN	-0.133
SECTM1	0.710166666666667
IFNAR1	0.6235
TALDO1	0.506875
RAB11FIP4	0.558583333333333
EIF5A	-1.501
FAM49A	1.5265
NEGR1	-0.555
YTHDC2	-1.006625
EHD2	0.176875
NCF1	2.3769
SCRT2	-0.2735
HOXA5	-0.873166666666667
NUP133	-0.34925
FGF12	-1.0788125
SLMO2	-0.680375
SNTA1	0.19425
CACNG2	0.00362499999999998
GCM1	0.571
ELF1	0.760333333333333
TLR5	3.56375
TCFL5	-0.866
RBMY2FP	-2.0405
LOC100125556	0.01725
FAM129B	-0.042375
MAP3K7IP1	0.161375
NCK2	0.6845
OXA1L	-0.28775
FMO9P	1.176
ZSCAN12	-0.7175
PSMD12	0.62
HSCB	-0.9945
CLDN10	-3.1875
MGC13053	-1.41125
HPCAL4	-1.13416666666667
ASZ1	-1.7435
MEX3D	0.444083333333333
NFAT5	-1.4642
CSPG4LYP1	-0.164833333333333
FBXO3	0.000399999999999995
DVL1	-0.409666666666667
CMKLR1	1.99133333333333
TYMS	-1.4045
PEF1	0.891
ZNF750	0.0315
MCM5	-0.7247
MEGF11	-1.19225
KCNK7	0.616
PTP4A3	0.8295
C1QTNF2	1.914
OR6S1	0.2765
FAM122B	-0.83425
ZNF551	-0.703375
HBQ1	-2.443
GEMIN6	0.3205
ARSK	-0.92875
RBP7	2.58733333333333
CPNE9	0.07075
DSC1	0.6265
LOC730112	-1.14225
MAP2K4	-0.05
HS3ST5	-1.899
EPB41L3	-0.29125
TEKT2	-0.20475
CDKN2B	0.553583333333333
ZNF480	0.14975
MAP3K6	1.137
MAP6	1.611
HN1	1.3998
OR2L13	0.38075
SLC16A11	0.8305
FAM96A	-0.555
APOL1	0.4795
C5orf32	0.446
RTP1	-0.213833333333333
RNF175	-0.550625
ZBTB41	0.504875
AHCTF1	-0.3711
SAE2	-0.1679
ITGA2	-0.863333333333333
MME	-0.636833333333333
CCDC14	-0.66225
MAST4	2.50428571428571
KRT33B	-0.7375
KCTD2	0.305833333333333
WDR26	0.767916666666667
MFI2	1.08575
NR4A3	-0.855875
ARSA	1.2
UNKL	-0.428833333333333
SULT6B1	0.429
CCNA2	-1.33883333333333
SOX15	-0.371
PPAPDC1B	0.696416666666667
C19orf44	-0.218
MCAT	0.259916666666667
ARID1B	0.563875
OR52N1	-0.3975
C12orf48	-0.762
MAGI1	0.8115
NIPA2	-0.2905
GBX2	-1.6375
RSHL3	1.502
RAVER1	0.362
C15orf17	0.433
SLC30A2	0.830625
ZNF518	-0.50525
PCYT1B	-2.21525
C10orf114	-0.8055
EIF3H	-0.412416666666667
SLC25A39	-0.399
KIF1B	-1.206625
AMOTL2	-0.222
C6orf120	0.81225
PSRC1	-0.04775
PLA2G10	4.4545
KIF5C	-0.57575
MRPL37	-0.809
C17orf62	0.291
C9orf135	-1.8815
DUSP10	1.6582
CLCNKB	0.767
PSMA5	0.0605
C8orf53	-1.09025
AMPD3	-0.194333333333333
PIAS1	-0.082
ADCYAP1R1	0.1995
GYLTL1B	-1.89925
CDH20	-0.00399999999999999
FBXO7	-0.96725
TMEM134	1.563
FLJ14213	1.7015
ZNF3	-0.46575
LRRFIP1	0.539625
CNOT2	0.462333333333333
ABI3	2.88425
ALDH5A1	-0.440083333333333
HNT	2.7433
SERPINA4	-2.11375
TK2	0.44625
STMN1	-0.691222222222222
GUCA2A	-0.104
GALNT10	1.04328571428571
DPP6	-1.1478
C9orf93	-1.92125
PRELID2	0.048375
STK39	0.319125
SFTPA1	-1.94225
CKS2	-0.451666666666667
RHO	0.950857142857143
C20orf135	0.25025
XKR3	-3.0175
CR1	0.61225
RPS6KA2	0.188642857142857
C20orf112	1.468
MRPL22	0.54225
C4orf23	0.427833333333333
GADD45B	1.46325
KLHDC1	1.11566666666667
C2orf48	-1.0085
ZNF287	0.4745
DAAM2	-0.5305
DPPA2	-3.74283333333333
TCTN3	0.225333333333333
DNAJB11	0.905625
FPR1	3.7145
DEFB4	1.045
PTCD2	-1.3089
SMOC2	4.00866666666667
CABP7	0.11325
SERPINB11	0.1425
MAGEF1	0.12225
NDE1	1.07316666666667
ITGA10	0.161
FSHB	0.9685
ANXA2	0.910375
HORMAD2	-0.5965
HLCS	0.5485
MCF2L	2.553
FH	-0.7125
TBC1D24	0.615
KIAA1505	0.6935
LGALS2	-2.4975
CNBD1	0.3265
SYNPO2L	-0.91375
PTPN23	0.671428571428572
C1orf183	-0.536833333333333
MAGEA8	-1.30025
DGCR8	-1.350375
GSR	-0.935
PAQR7	0.158
ZNF676	-1.584
CACNA1C	0.2629
SP7	1.625
PDCD6	-0.094
NRN1L	-0.458
BRI3BP	-0.0958333333333334
KIAA1183	2.03
ASB4	0.119
CCL23	1.0269
OBSL1	-0.91425
SLC12A7	0.185
KIAA0240	1.52475
CD1B	-3.44383333333333
FCGR2A	1.402375
MDC1	-1.03775
HTR1A	0.341
OCEL1	1.26475
ATP11B	-0.56375
FBXO34	0.213666666666667
PCDH12	4.41333333333333
RPE	-0.41125
C17orf74	0.086
CSDC2	0.294
PET112L	-0.05175
TMBIM1	0.2755
P2RXL1	-0.26875
TCHP	0.4435
TRMT1	-1.3835
F2RL2	1.68675
LRRC32	3.3445
IMPG2	0.3275
BGLAP	0.03675
LOC493869	-1.2325
MRAS	0.864625
SLC35F5	0.3895
CBWD1	-0.4885
AXL	-1.398625
ATP2C2	3.404
TELO2	0.243
PNPLA3	-4.14225
PCDHB14	1.79925
CD276	1.4645
KRT80	-1.20575
DUSP28	0.814
CSNK1E	-0.2305
SRP14	0.7605
KCNQ4	-0.878
KRT72	-0.7142
CCDC117	0.649375
C6orf89	0.545388888888889
TUBB2B	-2.70716666666667
RTN4IP1	-1.46775
CR1L	-3.57133333333333
CEND1	0.336375
C12orf41	-0.295666666666667
RNF31	0.341
UBN1	0.277833333333333
C17orf32	0.91375
SLC5A7	0.658
GPR92	1.27233333333333
ESAM	3.373
CTNNA1	0.527
HRBL	0.2282
CBX4	0.5915
TMEM182	-1.571
SH3TC2	-1.46983333333333
IL10	1.45816666666667
PXMP4	1.609
RNF167	-0.5014
PAK7	0.0915
ETV3	-0.2585
ATPIF1	0.274333333333333
LOC554207	-2.47433333333333
OR8H1	0.43275
WDFY3	0.66225
DPM1	-1.698
GPSM1	-0.4735
WDR92	-0.3363
LRP1	0.358666666666667
ANKH	-0.592375
THUMPD3	-0.958
POLR1B	-0.683
OLFM4	2.91733333333333
RAD9B	-0.0905
TSPY2	-4.351
PAX6	-2.59183333333333
SCG2	-2.506375
SLC17A6	0.6595
FMO3	2.666125
PADI4	-0.21725
TUBB4	0.4955
NLK	-0.0995
POU4F3	0.171
SDF4	0.57975
ITGBL1	2.94616666666667
NETO1	-2.05175
TAP2	-0.6665
ABBA-1	0.00408333333333329
GNAI1	-0.343
VPS4B	0.19175
NOPE	-0.078
GALNT6	3.1355
SESN1	0.696
GBE1	-2.42511111111111
CLASP1	-0.54275
RASGEF1B	1.102125
ACOT11	0.0607857142857143
AFAP1	1.39375
OR2H2	0.168
DPY19L2P1	-0.858
DZIP1	-1.938
SEC22C	0.328333333333333
GPR161	-0.89475
RNF146	0.793
WDR74	-1.02925
GALP	-3.5315
PURA	0.3175
DNPEP	1.19541666666667
RP11-78J21.1	-0.8315
ERBB2	3.931
FANCM	-0.952
NEO1	1.9725
DDX3Y	-5.497
RPS3A	-0.1755
MXRA7	-0.0192857142857143
LGALS3	1.24883333333333
GLT8D1	0.313
CFL2	-1.543
UPB1	-0.12575
NAP1L5	-0.396625
CLDN14	0.1265
DHX38	0.39925
BTBD1	-0.39375
TARS2	0.3935
ABCF1	-0.1375
FCF1	-0.0316666666666667
LRRC49	-0.04925
GUCY1B2	-1.249
C1orf177	0.0588333333333333
SMARCA4	-0.271285714285714
LRP8	-2.3415
TAGLN3	-0.775
MRPL14	-0.048
TTRAP	-0.8295
ZDHHC20	0.44975
NFE2L3	-3.04475
KIAA1377	4.514875
PALMD	1.0327
TMEM43	-0.44325
TTL	-1.046
STAT5B	-1.405
SSB	-0.988875
OR10H5	0.3985
SLC22A13	-0.22325
AKAP3	-2.06825
TIMM23	0.54
OAS2	2.02941666666667
KIAA0423	0.57375
TRIM11	2.04183333333333
GLIS3	0.9795
TMEM50B	0.184333333333333
ARHGEF4	-1.501
DEGS1	-0.565454545454545
TBL1XR1	-0.209433333333333
G6PD	-1.49275
SP140	0.9024
MUC17	-0.153142857142857
NUDC	0.3068
DNAJC5B	3.35216666666667
SCARA3	-1.472
CPA3	5.33366666666667
BCAT2	0.656875
MFN1	-0.8873
NRG3	0.3325
SNX11	0.485
PLEKHH1	0.0756666666666667
GPR177	-0.00666666666666666
HCFC2	-0.457
TCAP	0.721
MOCOS	-1.967
C14orf93	0.22575
PRDM10	-0.395833333333333
SLC16A4	-0.34525
SRGAP1	-0.0838333333333333
VIP	1.25325
DUSP27	0.933666666666667
LILRA1	1.0218
MC2R	0.063
MGC24103	-2.454
MBTD1	-2.2705
FUT11	-0.181
USP33	-0.046
C15orf39	0.262
MAP3K12	1.2185
PAAF1	-1.0065
BARHL1	0.091
FLJ16165	-0.5135
PIWIL2	-3.709
SYNE1	0.643833333333333
CMTM4	0.519875
TSPYL1	0.8427
GUF1	-1.0055
TMEM157	0.923
WDR44	-0.32275
HIST1H3C	0.30075
DKFZp666G057	1.26675
RNPEP	0.76
GAS2L2	-0.0188333333333333
ADH4	-5.16025
GRPR	0.0925
FBXL17	-0.09575
ZBTB10	-0.26475
Gcom1	0.666833333333333
HTRA1	1.5404
ZNF585A	-0.103166666666667
SLC26A2	-1.6555
OTOP3	0.628
WISP1	2.46522222222222
ATP2B4	-1.12758333333333
FLJ10769	1.54175
CRAMP1L	0.337875
CHST12	-0.67175
RAB22A	-0.34325
TARDBP	-0.359428571428571
STAU1	-0.1285
CRB3	2.47283333333333
MIG7	0.253
CHMP1A	0.923
ZNF160	-0.475375
B3GALT6	-0.383
BARX1	-1.6255
C6orf167	-1.132375
NXNL1	0.7625
DHX29	0.162125
HADHB	-0.46475
PLXNB2	0.887625
ILDR1	-1.30025
SLC15A3	2.766
GAS2	-5.475
C20orf69	-0.2305
NUMB	0.31075
TNIP1	0.754375
MESP1	1.46933333333333
PSKH1	-0.40525
NSFL1C	0.023125
RHOG	0.47675
HEY1	-1.197
KNG1	-2.218875
ITGAX	2.9276
LIN9	0.126666666666667
CANT1	1.61375
XRN1	-0.675785714285714
CCDC96	2.8147
HEATR6	0.417666666666667
GNG7	-0.11225
RUNX2	1.09125
SOX1	0.238333333333333
FCRL5	-0.1009
ZNF99	-0.477
FAM9A	0.1505
SNX22	0.782833333333333
MBNL3	-3.73416666666667
ODC1	-2.7156
ADORA2B	-3.73266666666667
NR2F6	1.46825
ZFYVE16	0.282166666666667
SYNJ2BP	0.1759
POLE	-0.161125
E2F2	-0.392
THRA	1.2515
PTGES2	-0.194333333333333
HIP1R	1.469
TMUB1	0.257666666666667
ENO3	-1.902
RSPH10B	-0.5145
CXorf39	1.417875
IRGC	0.12925
GPR109B	-1.86625
FLJ13305	-2.104
LCE3A	0.208
TNFRSF18	0.897
DET1	-1.55525
TRPM3	-0.177333333333333
C16orf79	0.6755
FECH	-0.978833333333333
RAP2A	0.363
CRIP1	3.50916666666667
AZIN1	-0.35775
SLC7A7	3.84425
IL10RA	0.7278
TMEM64	-3.41125
CDC42EP4	1.3027
C16orf58	0.0303
ARG2	-1.55525
POU5F1P4	-4.4005
FAM62B	-0.621375
DNAH8	-2.3903
ASH2L	-0.404375
TSLP	-3.7875
CNTNAP5	-0.6202
TMEM16C	3.09475
IFNA14	3.1275
SLC1A3	0.739875
CABYR	2.0755
BCL7B	0.4372
NUDT13	-1.24983333333333
C13orf28	-1.02333333333333
C1orf53	1.38575
ARL6IP4	0.7844
RPL35A	0.0025
EMR3	1.53166666666667
RAB40C	0.816333333333333
SLC41A1	1.8765
LRCH1	0.53125
LY6G5B	-0.472
FAM124A	-0.250785714285714
MGC10981	-3.80916666666667
CLIP3	0.1827
MAP4K2	0.5575
CHIC1	-0.14475
SULF1	4.12616666666667
C20orf30	-0.218357142857143
PRDM5	-1.504625
ELOVL1	1.0385
C11orf48	-0.20875
SLC39A10	-1.1905
KCNV1	-0.194
ACP1	-0.980333333333333
ZMYM2	-0.102625
B3GNT6	0.0838333333333334
C9orf69	0.7005
C2orf15	2.28475
C20orf166	-0.289
HSP90AA6P	-1.095
EDG7	-0.793
NEURL	2.09525
LPL	1.536
CLEC2D	-0.0669285714285714
GRRP1	2.47466666666667
CD8B	-3.3907
HIST1H3D	1.00233333333333
SLC6A12	0.808
FAM27L	0.349
CD84	2.1229
RASA1	-0.5185
PHKG1	0.543
MAGEA11	-2.0435
IMPA1	-2.2465
NPM3	-1.217
RARRES1	2.73775
SH3BP1	0.616125
B3GNTL1	0.5895
ARPC5L	0.571833333333333
KLHL26	0.23375
SIM2	0.930625
GJC1	0.588
C20orf194	0.277
EXO1	-1.2335
SLC2A2	-3.4725
LOC285074	-1.12125
LRG1	2.65275
KIRREL	-1.232
PIK3R1	-0.144
C4orf34	0.9475
MAF	-1.06022222222222
ADCY4	4.56916666666667
ZMIZ2	0.4195
SLC46A3	0.979833333333333
STAMBP	-0.304
CCDC16	0.60475
MS4A12	0.637
TCF20	-0.10675
LRRC46	2.30525
C20orf152	0.45925
MRPS6	-0.559125
ABCB11	-0.2725
KCNC2	1.01483333333333
CDH19	-3.702
C9orf123	-0.8445
SSH3	1.77225
LDLRAD1	-0.917
CCBE1	-1.3135
ZNF135	-0.401125
TAAR1	1.288
WFDC12	-0.306
CCDC42	0.430166666666667
FLJ12529	-0.673
PER1	-0.801833333333333
TIMM50	-0.154666666666667
SMARCAD1	-1.13483333333333
FAM26C	0.711
TP53TG3	-3.25666666666667
SH3RF1	1.7343
LMCD1	1.8855
GPR63	-0.2095
FLJ21986	-2.562875
AIFM3	1.4155
MICAL1	0.992333333333333
BLZF1	0.667
IQCA	2.852
PCDHGC3	0.00850000000000001
SAC	-0.43475
BCL6B	3.50966666666667
DDO	-0.758
MARCO	3.75375
DCHS1	1.37866666666667
C1orf170	0.778333333333333
CD200R1	0.7355
C22orf15	-0.7405
SEPT11	-1.23516666666667
ADNP	-0.63825
UST	1.5411
C13orf34	-0.2345
RFFL	0.8655
APBA3	-0.6285
C2orf60	-0.105
CUTL1	0.3842
PMS1	-1.36875
ZNF689	-1.056
EIF3E	-1.84316666666667
IL9	-0.305166666666667
RPL31	-0.42675
LY9	0.202
ATP2B3	-0.4635
KDELR2	0.51025
TFCP2	0.435375
NLRP12	0.64125
FLJ45422	0.25725
TLE4	-1.4081
