Hybridization REF	TCGA-AR-A1AN-01A-11R-A12P-07
ZMIZ2	0.2668
SLC46A3	1.281
STAMBP	-0.7435
CCDC16	0.47775
MS4A12	-0.191
TCF20	0.2215
LRRC46	1.577
C20orf152	0.3835
MRPS6	-0.24875
ABCB11	0.799
KCNC2	3.7195
CDH19	-2.0285
C9orf123	0.441833333333333
SSH3	1.42675
LDLRAD1	-5.36375
CCBE1	-0.17775
ZNF135	0.810875
TAAR1	2.0195
WFDC12	0.236
CCDC42	0.0738333333333333
FLJ12529	-0.869
PER1	1.195
TIMM50	-0.5155
SMARCAD1	-0.123833333333333
FAM26C	2.094
TP53TG3	-0.317166666666667
SH3RF1	2.1994
LMCD1	3.5235
GPR63	-0.326
FLJ21986	-1.9245
AIFM3	0.60075
MICAL1	0.129
BLZF1	0.931833333333333
IQCA	1.20383333333333
PCDHGC3	0.5765
SAC	-0.356
BCL6B	3.25083333333333
DDO	0.9975
MARCO	2.12925
DCHS1	1.69566666666667
C1orf170	0.154
CD200R1	1.9355
C22orf15	-0.6825
SEPT11	0.247166666666667
ADNP	-0.7425
UST	-0.3356
C13orf34	-1.66316666666667
RFFL	0.217357142857143
APBA3	-0.5195
C2orf60	-0.400375
CUTL1	-1.1428
PMS1	-0.702125
ZNF689	-0.105
EIF3E	-0.305833333333333
IL9	0.7344
RPL31	-0.25675
LY9	0.7205
ATP2B3	-0.17025
KDELR2	-0.104
TFCP2	-0.092875
NLRP12	-0.15925
FLJ45422	-1.28
TLE4	-0.2238
ZNF570	-1.472
FLJ43806	-0.4815
TLK2	-1.01475
CIR	0.46475
MARS2	-0.5715
COL24A1	-0.4615
SDF2L1	-0.9105
HIBADH	-0.231
IGFBP3	-1.58271428571429
C12orf23	1.108875
PSPC1	-0.17525
C20orf43	0.0515
TRAV20	0.667
ARHGAP24	1.578625
KIAA1975	-0.173625
C1QA	3.7337
DNTT	-5.82916666666667
C10orf6	-0.756545454545455
C11orf41	-0.17775
HNRPF	1.079375
COL11A1	3.78983333333333
UBAP2	-1.7065
CDKN2AIPNL	-2.0445
C20orf174	4.059
SPRED2	0.73675
PLA2G12A	-0.439166666666667
ICEBERG	-1.7505
SCN10A	-0.1035
C11orf65	-0.52275
GBP5	3.767
PITPNC1	-1.03266666666667
POU3F3	1.112
NCOA7	0.9085
LIN7C	0.2998
LOC348840	-1.1525
NKX2-2	-2.45766666666667
ANKRD13D	0.403625
LOC123688	0.133
FUT2	2.27566666666667
TAAR8	0.4755
FZD4	0.535666666666667
PNMA3	-0.867333333333333
OR4L1	-0.181
WIT1	-3.40225
EXOC3L	1.92675
ATPBD4	0.3072
KRBA1	-0.798
UBXD6	-0.14225
HOXB7	-0.345071428571429
C7orf23	-0.3225
UNQ338	-0.45725
STAB2	3.9325
CDC20B	0.2545
IRF9	0.87075
CENTG1	0.323416666666667
TNPO2	-0.80675
MCPH1	-0.027375
BMS1P5	-0.5625
SLC26A7	1.07725
HIST1H3J	0.551
C9orf3	0.6375
LBH	0.814375
MYO1D	0.965375
PTDSS2	-0.085
NFU1	0.3835
DEPDC4	-1.14125
WNT7B	-0.00549999999999999
GLP2R	-0.02475
SETD4	-0.2494
DYNLT3	-0.6501
FKBP11	-1.154
SESTD1	-0.0448333333333333
FLII	0.8805
RPS16	0.2598
CHPF	0.450333333333333
CSNK2A1	-0.303666666666667
SUMO1P1	0.2415
FKBP6	-1.257
ZNF214	1.05566666666667
TWIST1	1.02883333333333
DDX56	-0.160666666666667
TRAM1L1	2.6428
EPO	-2.3595
MRPS18B	-0.6455
ZNF682	-0.984666666666667
RPL14	0.0258333333333333
MAFF	1.214
LOC51136	-0.262375
LY96	0.0185
DDX20	-0.43675
ABTB1	1.13416666666667
ARL5A	-0.2568
CCT6A	-1.502
HEPACAM	-0.7785
EHHADH	-0.175833333333333
RBAK	-1.257
CGB1	-0.218
ITGB5	0.6492
YIPF3	-0.52125
FKBP2	-0.63275
NR1D1	-0.8164
TMEM110	-0.125
NEK2	-1.37733333333333
PRAMEF8	-3.59725
C20orf52	-1.2305
PCDHGA3	-1.4065
VWA3B	0.129666666666667
NDUFA5	0.516375
THAP9	-0.42225
FLVCR2	-0.601666666666667
AP1S1	-1.803625
SMAD6	-0.44
SAV1	0.821375
SAT1	0.968125
ZNF251	0.44975
ADAMTS7	-0.3008
RPP38	0.1685
C1orf211	-2.7915
YPEL2	1.6244
RBMS1	0.531666666666667
ZNF445	-0.444333333333333
NRXN2	0.675666666666667
PGBD4	-0.586625
UGT2B28	-1.87925
WBSCR16	-0.3932
NLRC3	0.603875
ASTL	-0.2625
ST6GALNAC1	-2.535
ZADH2	-0.09625
MLLT4	0.118333333333333
ARL6	0.506166666666667
MEF2C	0.84375
CBFA2T3	-0.8985
AFF3	0.568214285714286
COG7	1.28766666666667
MYB	-0.373166666666667
PLXNA3	0.3415
XRCC2	-1.57233333333333
MMS19	-0.136375
ST8SIA5	-1.059375
CHPT1	0.438666666666667
KIAA1712	-0.522125
OR6X1	0.2305
ACTR3	-0.093625
UGCG	1.22483333333333
OR4P4	-0.124
ZAP70	-2.67425
LPP	1.4975
ZNF485	-0.89875
PTPRCAP	0.199
IL12RB1	0.38025
ATRX	0.1126
CHST8	-0.584875
C14orf109	0.0905
ARV1	1.372
NMB	-1.44671428571429
COX5A	-1.38216666666667
EIF6	-0.72575
MPPED2	-0.229166666666667
SEMG1	-1.9775
CHRDL1	-0.266
TRAF3IP2	1.43075
WNK2	0.489625
LILRA4	2.55133333333333
LAMA2	5.53325
PXT1	0.768
RLBP1	-3.61475
CD300C	1.15125
SLTM	0.162875
FLJ10404	-0.334733333333333
APOBEC3D	-1.9995
RENBP	-0.138666666666667
ATXN7L1	0.277375
NID1	0.22675
TUBGCP3	-0.944125
ITIH5	1.16794444444444
CCDC110	2.3755
C8A	-3.29075
MGC87042	1.84225
HOXC13	-0.826
TFDP2	-0.876
HCP5	1.3385
POLI	0.65325
UCN	-1.32033333333333
ZNF764	0.428333333333333
C8orf45	-0.435
FHL3	-0.3035
SPATA5L1	-0.43525
MMRN2	3.77066666666667
NDST1	0.833
COL20A1	-0.333166666666667
ZNF248	-0.461666666666667
PELP1	-0.323666666666667
MBL2	-3.156
RNF41	0.421625
C5orf24	-0.625
THOC5	-0.414625
SERINC3	0.2475
RP11-151A6.2	0.25775
CDCP2	-0.9205
HIST1H2AA	0.67825
C11orf75	0.297166666666667
FKBP7	0.53175
DDOST	-0.149
GPNMB	0.308833333333333
TTF2	-1.9912
KCNT1	-0.092
SLC39A14	-1.24857142857143
NGRN	0.9112
GPR137B	1.75125
MECP2	-0.696125
PSMA1	-0.7485
C16orf73	-5.58225
TMEM60	0.696833333333333
CSN3	2.3935
NOS1	0.3555
RAB7L1	-0.492666666666667
YBX2	-0.467
KIAA1166	-0.515125
FUBP3	-0.4675
ABCG1	1.5565
ACACA	-0.77225
ARL11	0.1383
ATOH1	null
ODF1	1.2415
CREB3L3	-2.57666666666667
TMEM127	1.40842857142857
DSCAML1	-0.1325
PLN	3.204
LYPLA1	0.183833333333333
PRDM9	-1.65575
SASP	0.90575
PLUNC	-0.4538
INTU	0.62875
HISPPD1	-0.414
LNPEP	-0.0903333333333333
YARS2	-0.719833333333333
APCDD1L	-1.189
ZCCHC4	-0.0106
FBXO22	-0.718666666666667
TTLL13	-1.2555
ZNF669	-0.551166666666667
PTGDR	2.27
DDX27	-0.355
KIAA0409	-0.132833333333333
GJB6	-0.30725
ASB8	0.62975
PLP2	-0.170833333333333
MEPE	0.718
OR10J5	0.2295
KRT222P	4.4135
COQ7	0.3745
C1orf101	0.65825
RERG	2.8089
CHMP5	0.450875
THAP11	0.261125
ZNF43	-0.000833333333333334
ZRANB3	-0.962166666666667
KRT13	3.453875
MRPL19	-0.561375
RBBP9	-0.452875
SPATA17	1.86125
BXDC5	-0.203166666666667
PAFAH1B1	-0.170583333333333
MAGEE1	-0.32575
OSTF1	-0.13725
KIAA0323	-0.517833333333333
TXNDC13	0.00666666666666666
CNTN4	1.20175
LCE1B	3.8925
UNQ501	0.254
ZNF154	0.98775
C3orf64	0.161
SYT5	0.084
PON1	2.0835
FLJ10357	0.19225
ATP4A	-1.126
GNPDA1	0.0278333333333333
MGAT1	1.1425
C14orf121	-0.09925
SLC35B2	0.3325
MIER3	0.513
CHEK1	-3.69
ZNF8	-0.490833333333333
TXNDC1	-0.8165
CKB	-0.8402
RTN3	0.116428571428571
FZD2	-2.08116666666667
PART1	1.61275
PSMB6	-0.23725
PCDHB8	-0.9905
PHC3	0.472
PPP1R8	-0.964333333333334
NOVA2	2.12283333333333
TNFRSF11B	-0.47925
GOLPH3	0.668666666666667
UBLCP1	-0.179
SUHW3	-1.7505
TTLL1	1.14575
OPN4	0.704
OR13G1	null
ZPBP2	0.6478
HSD17B11	-0.952875
C9orf50	0.173
DHDDS	-0.0349285714285714
CTSW	1.2833
NEFM	-2.87133333333333
MRPL28	-0.182
SYN1	0.521833333333333
PIGV	-0.218666666666667
ZIM2	-0.78225
APBB1	1.01466666666667
SND1	-1.11925
C1orf123	-0.00933333333333334
CHD3	-0.21925
BHLHB8	-0.226
RNASE2	0.144833333333333
BCAP31	0.39125
SLC25A44	0.691833333333333
CHD6	-1.1004
PIB5PA	2.90076923076923
SELS	-0.197
LOC541471	-0.251125
FAT2	0.4095
ZNF81	1.2545
OR4C16	0.6065
FLJ10081	0.254
LRRC4	0.40925
CS	-0.359333333333333
N4BP2	-1.2285
IGFBP7	2.4895
ZNF318	-0.31025
NDNL2	0.450125
ZNF609	-0.175
SIRT4	-0.9205
EXOSC10	-0.4965
ECE2	-0.02625
OVGP1	1.245
GTPBP3	-1.127
PACS2	0.4391
C19orf36	0.141166666666667
ARL4C	0.367125
ATG4B	-0.236125
UBQLNL	2.0365
RHOXF2B	-4.634
PLEKHG2	-0.6585
GALR1	-1.6245
AQP4	-0.713666666666667
HDAC7A	0.577833333333333
DCUN1D3	0.65025
OR8A1	-0.0895
CCRN4L	0.366875
CBR4	-0.0711666666666667
KIFC1	-3.63916666666667
SLC7A14	-1.42416666666667
LHX5	-0.063
TRPC7	-2.231
LPXN	-1.02475
SERPINA1	-2.407625
RPS13	-0.0378
BPIL3	0.5745
PRKAA1	-1.26575
FADS2	-2.0397
ENAH	1.109
PRO1768	0.4265
APBA2BP	-0.098
LIPH	3.18716666666667
C3orf33	-0.82175
RCC2	-0.174214285714286
ALDH1A2	-2.54066666666667
RNF103	1.76225
AHCY	-1.066875
ALG12	0.84
CCL17	0.5965
ZNF543	1.2075
ESRRG	4.8843
CNGA1	1.72925
RDH5	-0.4795
OTX1	-1.5527
PTGFR	0.349
CDR2	0.553875
SELE	6.52125
NLGN2	-0.223
EXOSC9	-0.64525
ZNF566	-0.8215
KLRC2	-4.3155
GPR12	0.1005
KIAA0196	-0.27875
PDRG1	0.015
SSR3	-0.360642857142857
MSI1	-0.6955
CST9	2.0985
CC2D1A	0.483875
PLAGL1	0.136166666666667
ZNF778	-0.825
RNF2	0.691875
KLF6	1.92783333333333
THBD	3.22916666666667
tcag7.1314	1.5885
NR5A1	-0.187166666666667
ABCD2	-0.168
DNAJC7	-2.273
CLEC4C	1.2145
TM2D3	1.085125
CCDC4	0.006
PLAC2	-1.6165
DCD	1.4945
FAAH	1.790125
POLA1	-1.64516666666667
TM7SF2	-0.552625
FLJ39822	-0.5195
FLOT2	0.7935
MAP4K1	0.266
SRP68	0.538125
C21orf74	0.835
ARPC5	0.28325
LOC126075	1.92925
HECW2	0.199375
ZDHHC4	-0.329
ANKRD42	1.3911
PDE9A	0.207333333333333
ABCA8	3.27275
NDUFS2	1.3935
UBR5	-1.052125
BTBD16	-2.8295
LOC554174	0.0425
ZNF20	0.5095
KIAA1843	0.0515
WDR17	-0.153166666666667
C15orf33	1.0775
RNF113A	-0.373
CAMKK1	0.2913
CLCN2	0.26475
ANXA6	-0.823
LOC340069	2.251
EMID1	1.166875
DPM3	-0.151083333333333
ELA1	0.1685
SLC25A13	-1.6118
KRT24	1.28625
SMPD1	0.4455
TH	-0.315125
COL6A2	1.89635714285714
ANKS1B	2.298
GPR126	-2.4442
ZC3H12A	1.23
TMEM47	1.0725
C2orf51	-0.495333333333333
C1orf88	2.23766666666667
HSF2BP	0.12275
AKAP10	0.063
RPAP3	-0.639
KLHDC8B	1.199375
STOM	1.3379
MUPCDH	0.09125
C10orf72	0.500125
PLEKHA3	0.82175
TCP11L1	-1.12775
CWF19L1	0.4135
SPEF1	2.40692307692308
YSK4	-0.00900000000000001
ELN	3.4725
SAMD8	0.652666666666667
MPI	-1.19316666666667
MEPCE	0.1816
ABCC3	-1.762875
NANOGP1	-3.663
KCNK17	1.728125
HLA-DMB	4.37216666666667
RRAGA	1.07275
ANGEL1	-0.81025
RBM32B	0.395
CPN1	-3.05725
MGC52282	0.0909
HLA-A	1.33133333333333
OR9G4	0.0805
EDNRB	-0.1525
SCD	-3.05321428571429
C14orf80	-1.72533333333333
BAGE2	-0.6165
RABL4	1.29716666666667
RCVRN	0.452
SHANK1	-0.00849999999999999
NLRP7	-2.99075
CD226	0.5075
STAT3	0.9680625
SYNJ2	-1.3143
TPCN2	-0.0225
WDR36	-1.10833333333333
MBD4	-0.326
ROBO1	-1.1848
ST3GAL6	-2.567
SLAMF8	2.35466666666667
ATN1	0.405833333333333
GPR141	0.486333333333333
KRT36	0.5975
TPH1	0.4105
DDX52	-0.819
ZSCAN29	-0.16
TRPT1	-0.649166666666667
DPEP3	0.75025
DENND4A	-0.764625
TSPAN16	-1.5825
PTCHD2	-2.4145
LOC145814	-0.1435
CAP1	0.115333333333333
EIF5A2	-1.061
NT5DC3	-0.476625
SEPT9	-0.861125
SEZ6L2	0.270375
EGFLAM	4.5365
VPS11	1.460875
NDUFB5	-0.2105
CIDEA	4.2445
IER5L	0.3745
N6AMT1	0.645
FAM83C	-0.964666666666667
OXR1	0.0861666666666667
IRX1	0.985
DGKB	0.177833333333333
GCN5L2	-2.0635
MIR16	1.147125
FBXW9	0.87
WDR4	-2.01516666666667
PDC	-0.6095
VPS33B	-0.14325
HEXB	0.063
FLJ32214	0.6455
TCEB3	-0.72975
CRLF1	-3.23075
ABI3BP	1.9965
C8orf22	-4.5665
PYCR1	0.08925
KIAA1706	0.4485
CDK5R2	0.393875
WAS	-0.1895
C12orf60	-0.56475
CCBL2	0.129
MADD	0.9755
C5orf34	-2.44725
WDR42A	1.5023
KLF12	-0.13
HSPA1A	1.42375
ITM2C	-0.640416666666667
DAPK2	2.0295
LOC442590	1.0895
SUMF2	0.35375
CENPA	-3.26346153846154
TMED5	-0.365
CDH6	-0.6018
BRP44	1.448875
THG1L	-0.796
GABRA2	-1.0445
C14orf166	-0.05075
MYL1	-0.746166666666667
TNFSF18	-0.5055
PAP2D	-1.1306
PPIB	-0.41125
KLHL4	0.2115
SFN	0.309333333333333
CCDC127	0.08325
FRAP1	-0.51975
GOLGA5	0.21475
SDCCAG1	0.121875
MGC21675	-0.230333333333333
C10orf95	-0.7515
KIAA1345	-0.832166666666667
C1orf163	-1.612
LACE1	-0.2035
OR10K2	0.1445
CENPN	-2.85456
TMED2	0.4905
UGT1A6	-1.8645
ANG	-0.2985
U2AF1	-0.713333333333333
CASC2	0.309166666666667
NMT2	-1.2515
OSGEPL1	0.43275
DFNB31	-0.453
SLC6A20	-0.199428571428571
DKC1	-1.65125
FXYD4	-1.56425
WDR64	-0.7475
MGC5590	0.7365
CREBZF	-0.3115
DAZ1	-0.5875
PRPSAP1	-0.67975
GCHFR	-0.34825
TTC7A	-1.1385
LOC196993	0.59075
UBD	0.100333333333333
S100A1	0.827
RPL6	0.373666666666667
DNAJB6	0.67
NAGS	1.4226
C2orf58	0.5325
KERA	2.74066666666667
MT1X	-0.0488
UBE2B	1.0341
KEAP1	0.49325
MST1	-2.0635
OMA1	0.5285
ABLIM2	1.339
BCL2L13	-0.455333333333333
JAZF1	-0.217166666666667
TMEM63B	0.3265
S100A8	1.1653
ARFIP2	1.37975
UROS	1.0725
KHDRBS2	-0.9275
POLQ	-3.585875
SOAT1	-1.511
SPAG4	-2.22075
MRPS30	-0.807666666666667
LOC494141	-0.2385
OR2T11	-0.435
ORAOV1	-0.6683
ZNF184	-0.00516666666666667
TCEB3B	0.2548
ADAM21	-0.3415
GDPD1	0.8515
SPINLW1	-0.0363333333333333
PRR14	0.316833333333333
KCTD9	-0.0918
NUDT3	0.142
KIAA1822	0.6887
HIST1H4K	0.447
DFNA5	-1.6345
GABPA	-0.63625
C14orf44	0.64575
POLB	0.88975
PTAR1	-0.55525
SEC31A	0.4217
TRIM58	-1.94025
TAS2R14	-0.043
VPS8	0.5915
H1F0	0.648166666666667
PRKCB1	-2.10216666666667
UGT2A1	0.072
TOR1B	-0.734
LSS	-1.47658333333333
C2orf19	-0.00850000000000001
HNRNPC	0.2265
TMEM100	0.310833333333333
LOC116349	-0.3665
OR51M1	1.451
CCDC142	-1.5655
ISG15	-0.2858125
ZCCHC14	-0.51625
CREBL2	0.869375
TGDS	-1.03775
DC2	-0.181
CACNA2D3	-0.186285714285714
ZNF429	-0.814625
LYPD6	1.12033333333333
SUCLG1	0.482166666666667
OR51I1	-0.418
MAGEH1	1.134
PRPF40A	-0.8485
SMR3A	0.3185
SPINK2	0.31175
THAP2	0.42025
NPY5R	3.80375
IRF4	-2.181625
SPESP1	1.17083333333333
OR10S1	-0.098
DTD1	-0.79525
TUBE1	-0.14275
DDX19A	-1.101
PDPN	-0.337375
TMEM34	0.367
MGAM	3.05725
COL3A1	6.4325
GFM2	-0.0217
OR5A2	0.294
PSG9	-1.46766666666667
ARHGEF11	0.5025
IVNS1ABP	-0.7023125
SIGIRR	1.09875
DUSP19	-0.58175
DNAJC14	0.077
ACSS1	1.230125
IL1RAPL2	-0.014
C4orf30	-0.4625
SEPT4	3.12125
LANCL3	-1.87825
SPAG17	4.65583333333333
PRDX3	1.41225
HNF1A	-1.906875
P4HA2	-0.8465
RFWD3	-1.4345
MOV10	0.00749999999999998
DNAJA5	-0.227857142857143
LOC729440	0.83575
LOC200383	0.775571428571429
SMC2	-2.1945
MIXL1	-0.372
TMEM9	0.44975
FAM86A	0.9035
ZNF174	0.6233
MYH14	-1.37425
CCR8	0.198666666666667
VPS37C	0.6105
GPATCH1	-0.454
B3GNT8	2.551
TBX4	-0.84325
CNR2	0.224
PCDH1	1.6315
C5orf29	4.38928571428571
OCIAD2	0.9535
PLCG2	1.3135
KIAA0247	2.085125
HRH3	0.226888888888889
CAPN13	4.58325
CCR1	-0.0215
MGC15523	0.103888888888889
UVRAG	0.321
DNAJA2	-0.460166666666667
ITGA2B	-0.4945
CLDN5	4.307625
PTPRN2	-1.25235714285714
ZNF512	0.126833333333333
PSAP	1.62271428571429
CCDC140	-1.923
LRRC55	0.10975
CYP26C1	0.3915
C8orf47	1.1335
LYN	0.1065
DUSP6	1.44733333333333
TGFB3	3.61506666666667
ELK1	0.4621
PCDH11Y	-0.8174
HGD	-3.25375
C17orf58	-0.1005
MYO3A	1.5025
SERPINE2	-3.09183333333333
AARSD1	0.29525
C14orf73	-1.14975
ADAM33	0.78025
ZNF491	0.832
MAPK6	-1.46866666666667
TCN1	4.97966666666667
SLC24A6	0.599
UBE2R2	-0.615
H1FNT	0.150666666666667
TATDN2	0.1855
LILRB1	1.60975
P2RY5	1.9775
NUCB2	0.34575
C2orf37	-0.3445
SNX27	0.705833333333333
MTA3	-0.071875
FOXO4	1.11625
ID4	1.94316666666667
SOX5	-2.98266666666667
PXMP3	0.700375
OR52M1	-0.1275
SFT2D3	-0.26225
INA	-4.29316666666667
MCOLN1	1.316
NFIX	0.3403
CLEC14A	5.9445
HIBCH	0.43
PLA2G5	0.5785
TIMM10	-0.736
MED17	0.2803
COL4A4	0.1845
TPP1	0.425833333333333
GJA3	-1.9006
TMPRSS5	-0.8085
AADACL3	0.5125
DNMBP	0.2045
ENPP5	4.20916666666667
NQO1	-1.0897
ZSCAN2	-0.921375
SEC24C	0.379166666666667
GTF2A1L	0.305
AXIN2	-0.4534
FAM33A	-1.63525
C16orf13	-0.124625
SPNS2	1.40175
TAF1	-0.8285
AP1G2	0.406166666666667
RBM42	-0.802833333333333
HCN2	0.826166666666667
EFHB	0.945666666666667
RUSC1	0.485166666666667
GRIK5	0.11
USP21	0.681166666666667
ATAD3C	0.6025
ORMDL2	-0.08575
PRSS7	-5.4205
PSAT1	-5.077
FLJ13195	-0.869166666666667
TBC1D1	0.223333333333333
IFNG	0.72525
OTOS	0.507333333333333
ZNF773	-0.0875
EMD	-0.9395
RETN	0.315
CCL8	4.9145
APH1A	0.768125
COX18	-0.63775
GTF2IRD2	-0.22175
CCDC82	-0.83675
PAFAH2	0.7313
NPEPL1	-0.8868
RP11-114G1.1	0.5135
TP53INP1	1.45675
ZNF300	0.3195
FOXL2	-2.9415
LARP2	0.357333333333333
LATS1	-0.19
HTR6	0.451
SPOCK2	0.2275
RNF144B	2.4095
HTATIP2	-1.440875
MGC10334	0.0279166666666667
CENTA2	1.697
FGF2	0.04325
FXYD7	-0.32225
PHYHIPL	-2.32575
GPR34	4.634
DDX6	-1.57616666666667
OR10W1	0.2465
LHFPL1	-0.695
ZNF313	-0.701928571428572
VPS28	0.321
AP3M1	0.1263
AKR1CL2	-0.2125
TRAF4	0.11425
OR2B11	0.518
C19orf12	-0.128666666666667
AKAP9	0.840666666666667
C1orf62	0.315
SLC20A1	-0.6945
FAM112A	0.7795
LDB2	2.4455
MRPS23	-0.334
KLK5	4.186375
SPTB	-0.562333333333333
EFEMP2	2.026
EFNB2	0.990375
PCM1	0.227928571428571
NMNAT3	2.610375
TSG101	0.719333333333333
C8orf40	0.1715
NOB1	-1.50925
ABHD3	0.568
GTF3C4	-1.082
PIGN	0.610666666666667
GALNTL1	1.5815
AEBP1	2.69575
OR9Q1	-0.025
ANKRD2	0.07775
CCL28	-0.0505
TRIM38	0.582166666666667
TMCC1	-0.237416666666667
SMG5	0.144
LRRC7	0.135
NCAPD2	-1.96533333333333
C6orf153	-0.67175
C1orf74	0.59625
OTUD6A	-0.914
DCP2	-0.973166666666667
TMEM24	0.20975
RPL18	0.2585
TMEM177	-1.00375
LRRC37A3	0.21725
C1D	-0.474333333333333
LDHC	-2.797
UBE4B	-0.166333333333333
NIT1	0.903375
BTN3A3	0.492375
RASD1	3.021
COMMD3	1.58675
SHFM1	-0.56675
BIRC8	0.287666666666667
DUT	-1.06925
C12orf51	-0.998
LRRC59	-0.596166666666667
LY6H	1.1255
WDR22	-0.0809166666666667
EDEM1	0.249428571428571
ADH1A	4.4185
PANX2	-0.1144
CYP11B1	0.365
CDC73	-0.372
GPR172A	-0.09075
GSTM3	2.09215384615385
KCNA5	0.60425
SERAC1	0.341166666666667
NFATC2	0.011
ANAPC5	0.15
C15orf24	0.3805
NFATC2IP	-0.12125
TNRC6C	0.538333333333333
MGC102966	2.07325
FGD5	1.57033333333333
MED9	0.441
RAB13	0.8995
C15orf49	0.924
CRYGS	-0.3926
C12orf53	-0.808
LOC283693	-0.9765
COX6B2	0.943125
PHF14	-0.29225
FAM3A	0.05725
RPL13	-0.1997
PRDX2	0.2562
FLJ34047	-1.16625
PRMT3	-1.02675
KCTD19	-2.0705
TRIM10	-1.1195
MGC26597	-0.140666666666667
GCNT4	0.61575
GPRASP1	1.912
CDKN1C	-0.100083333333333
RHBDL2	0.9478
HSPH1	-0.61425
AQP1	4.451
COL17A1	2.2715
GFAP	0.834375
CDC16	0.446
KIAA1614	0.077
C6orf118	-0.846666666666667
ZSWIM5	-1.4105
FAM83F	2.12675
LYNX1	0.9035
SYNPR	0.829
XG	3.5335
PRSS16	1.198875
KIF13B	2.11685714285714
PCDH9	-1.47025
HIST1H2AH	-0.166833333333333
RBM18	-1.158
ZNF626	0.19875
HEXIM2	-0.339
ITFG1	0.135
TUBG2	-0.2
SFRS7	0.108833333333333
C9orf14	-1.769
EXTL1	0.1105
GBP3	1.21916666666667
WDR5	-1.923
RARG	0.0396666666666667
MYO7A	0.152625
CECR6	-0.12575
C13orf3	-2.678
SFRS18	-0.699375
ACVR1B	0.0968333333333333
PSMD1	-0.8716
C7orf31	-0.403833333333333
ILVBL	-0.71725
IFNGR1	1.576
RNF186	3.50225
NOL9	-1.528
MAGEL2	1.09
SLC29A2	-0.03425
NHSL1	-0.90425
RBMX	-0.9745
PSORS1C2	0.081
RAD51L3	-0.4735
LCN6	2.59975
ORAI2	0.30225
BRUNOL6	-0.3298
OR4K5	0.21
CDC123	-0.229375
MSLN	-2.34433333333333
WWTR1	-0.109833333333333
ZNF700	-1.68816666666667
COBL	-0.00874999999999999
PPP1R16B	0.574375
GAS7	0.7517
MDN1	-1.2765
HAAO	0.6695
C9orf68	3.09375
TNFAIP2	0.05025
FOXN1	0.00700000000000001
hCG_2033311	-1.108
ATP6V0D2	-1.00066666666667
RPL41	0.601125
SLC38A1	0.518625
ARHGAP6	-0.479083333333333
ADAD2	0.14825
PHF20L1	-0.0950000000000001
MCM3AP	0.7515
ST3GAL3	-0.104666666666667
SNX1	1.185
ELF5	3.9545
PARP3	0.93075
RBM8A	-0.1005625
LINGO4	-0.373
ITGA9	1.1435
ZFR	-0.851
ACSL6	0.107
FLJ20699	0.993
DAOA	1.229
FABP4	5.93975
KCNB1	0.02775
CANX	-0.2705
SLC25A28	0.899833333333333
ADIPOR2	-0.624375
ECHDC2	1.849125
SMA4	1.51525
FRZB	4.42625
PABPC1	-0.8595
DMRTB1	-0.304833333333333
APOBEC3G	0.726
CATSPER2	0.084
CUEDC1	0.06
STARD9	-0.548125
CLDN8	7.07714285714286
LOC23117	-0.107363636363636
E2F6	-0.658166666666667
TMEM126B	0.1635
DPY19L4	-0.0455
GIMAP5	3.95683333333333
NDUFA9	0.1645
FAM77C	-0.6955
CTPS2	0.0785
LOC51035	0.166
WDSOF1	-0.69025
EGLN3	1.305375
PITX3	0.458833333333333
OR52E8	null
GRM4	0.1665
KLK1	-2.57433333333333
GPM6B	0.248
RRAGD	-1.34166666666667
PAGE5	-4.083
UCHL5	-1.215
ULK3	-0.607166666666667
AIM2	0.374166666666667
PNO1	-0.351833333333333
OR2F2	-0.7235
GNAT2	-0.287
SIX1	2.5
ST13	0.363
ZBTB44	0.3165
TIMP2	-1.195
ZMAT4	-3.23
GTF2IRD1	-0.0335
ZNF19	0.224166666666667
ZNF714	-0.99875
RSC1A1	-0.60575
C9orf80	0.133
PSMA8	-0.5492
TMEM141	-0.05125
COX4I1	0.0105714285714286
CTAGE1	0.495
DTWD1	-0.14525
HSD11B1	2.57175
KRT6B	5.07225
ARID4B	0.984375
LHFPL3	0.0133333333333334
WWP2	0.408833333333333
ZNF326	0.160333333333333
RGPD1	0.473
CTSH	0.816666666666667
FASTKD1	-1.1505
PAF1	1.2408
TTC9C	-0.87725
IFT57	0.5545
PRSS36	0.8375
IL20RB	-3.1005
ZNF592	-0.118666666666667
DCTD	0.1113
CFP	3.73525
MFNG	0.5305
JMJD2B	0.9555
ALDH3B1	-1.042625
THSD4	1.52083333333333
KCNJ5	1.5846
LMNA	0.846666666666667
TBCD	0.68325
ZNF250	-0.441833333333333
CASQ2	3.085
PEG10	-4.03681818181818
PRAME	-6.21453333333333
NP	-0.454125
TRIM59	-0.746666666666667
ZNF12	-0.271
XTP3TPA	0.9115
SIGLEC7	-0.651
PANK4	0.0305
FAM70A	-1.244
SNED1	1.0875
HIP1	-0.5779
RAET1E	-2.2655
AMAC1L2	-0.6675
AHNAK2	-0.401166666666667
TOE1	-0.638166666666667
RECQL4	-2.2
SPRYD3	0.7875
DPAGT1	0.146
MAGED2	2.5863
ANKRD55	-0.23975
TRPS1	4.5405
DOK7	-0.88375
TFPI2	-6.3065
GTF2H3	-1.13916666666667
CYP4F11	1.179875
