Hybridization REF	TCGA-BH-A0DT-11A-12R-A12D-07
CTNNA1	0.478166666666667
HRBL	0.00969999999999999
CBX4	-1.811
TMEM182	-0.00750000000000001
SH3TC2	0.505833333333333
IL10	1.19066666666667
PXMP4	1.0415
RNF167	-0.6192
PAK7	4.9075
ETV3	1.067
ATPIF1	-0.236
LOC554207	-1.6135
OR8H1	0.589
WDFY3	1.239875
DPM1	-0.164
GPSM1	0.4085
WDR92	-0.6474
LRP1	-0.0935
ANKH	-0.34175
THUMPD3	-1.14525
POLR1B	-0.8255
OLFM4	7.786
RAD9B	0.25125
TSPY2	-7.2265
PAX6	-1.463
SCG2	-4.37575
SLC17A6	1.20475
FMO3	3.891
PADI4	0.703
TUBB4	-0.9435
NLK	-1.06725
POU4F3	0.8925
SDF4	-1.4995
ITGBL1	2.02383333333333
NETO1	-1.43185714285714
TAP2	0.07125
ABBA-1	-0.536333333333333
GNAI1	1.5325
VPS4B	1.28575
NOPE	0.5062
GALNT6	0.887666666666667
SESN1	2.178375
GBE1	-1.02944444444444
CLASP1	-1.82625
RASGEF1B	0.685875
ACOT11	-0.376285714285714
AFAP1	0.85175
OR2H2	1.0285
DPY19L2P1	-0.36325
DZIP1	-0.76625
SEC22C	-0.0861666666666667
GPR161	-0.389916666666667
RNF146	1.20875
WDR74	-1.565625
GALP	-0.00299999999999989
PURA	-0.37975
DNPEP	-0.688583333333333
RP11-78J21.1	-0.25425
ERBB2	2.176
FANCM	-0.814833333333334
NEO1	1.13383333333333
DDX3Y	-4.4095
RPS3A	1.143
MXRA7	-0.427857142857143
LGALS3	0.694666666666667
GLT8D1	0.33325
CFL2	-0.354
UPB1	-0.313
NAP1L5	1.05175
CLDN14	0.903
DHX38	-2.051
BTBD1	0.4835
TARS2	-1.55116666666667
ABCF1	-0.9027
FCF1	0.159833333333333
LRRC49	0.90975
GUCY1B2	-2.4135
C1orf177	1.21816666666667
SMARCA4	-2.1815
LRP8	-3.64983333333333
TAGLN3	-2.73333333333333
MRPL14	-0.909
TTRAP	0.19525
ZDHHC20	-0.09425
NFE2L3	-2.2255
KIAA1377	1.642875
PALMD	2.8193
TMEM43	0.468
TTL	-2.115375
STAT5B	-1.854
SSB	-0.546125
OR10H5	0.369
SLC22A13	-0.82975
AKAP3	0.45975
TIMM23	-0.259833333333333
OAS2	0.748666666666667
KIAA0423	1.36675
TRIM11	-1.0895
GLIS3	0.962875
TMEM50B	1.0425
ARHGEF4	0.745
DEGS1	-0.446454545454545
TBL1XR1	0.149966666666667
G6PD	-2.76925
SP140	-0.2376
MUC17	0.856923076923077
NUDC	-0.7333
DNAJC5B	0.901833333333333
SCARA3	-0.661333333333333
CPA3	4.17666666666667
BCAT2	-0.39325
MFN1	-0.177
NRG3	0.675
SNX11	0.26875
PLEKHH1	-0.5766
GPR177	0.833
HCFC2	0.26375
TCAP	0.25425
MOCOS	-1.85575
C14orf93	0.2425
PRDM10	0.343833333333333
SLC16A4	0.169583333333333
SRGAP1	-0.0901666666666667
VIP	1.427
DUSP27	0.0498333333333333
LILRA1	2.0161
MC2R	-0.0255
MGC24103	-1.0345
MBTD1	-2.1655
FUT11	-0.964666666666667
USP33	0.7515
C15orf39	-0.88225
MAP3K12	-0.49725
PAAF1	-0.997333333333333
BARHL1	0.52
FLJ16165	0.7115
PIWIL2	-2.52225
SYNE1	0.895333333333333
CMTM4	0.3865
TSPYL1	1.3583
GUF1	-0.521333333333333
TMEM157	1.8845
WDR44	0.6765
HIST1H3C	0.11975
DKFZp666G057	1.988
RNPEP	-1.5305
GAS2L2	1.01133333333333
ADH4	-3.64125
GRPR	3.00133333333333
FBXL17	-1.71075
ZBTB10	0.00700000000000004
Gcom1	1.35088888888889
HTRA1	1.2554
ZNF585A	0.236333333333333
SLC26A2	-0.790857142857143
OTOP3	0.213166666666667
WISP1	-1.04333333333333
ATP2B4	-1.55018181818182
FLJ10769	0.501
CRAMP1L	-0.41225
CHST12	-0.685
RAB22A	-0.620583333333333
TARDBP	0.0732857142857143
STAU1	-0.47475
CRB3	1.20366666666667
MIG7	-0.9575
CHMP1A	-0.889
ZNF160	0.18425
B3GALT6	-0.682625
BARX1	-2.6025
C6orf167	-1.908875
NXNL1	0.6665
DHX29	0.088625
HADHB	-0.01775
PLXNB2	-0.943125
ILDR1	-0.27375
SLC15A3	0.904
GAS2	0.710166666666667
C20orf69	-1.18566666666667
NUMB	0.34825
TNIP1	-1.245
MESP1	1.527
PSKH1	-0.016
NSFL1C	-0.81625
RHOG	-0.97275
HEY1	-0.519166666666667
KNG1	-1.61714285714286
ITGAX	0.0132222222222222
LIN9	-0.202
CANT1	-1.142625
XRN1	-0.344428571428571
CCDC96	2.079
HEATR6	-2.4335
GNG7	1.26741666666667
RUNX2	1.9958125
SOX1	-0.116166666666667
FCRL5	0.531
ZNF99	0.642375
FAM9A	0.702
SNX22	0.631
MBNL3	-2.051
ODC1	-1.6555
ADORA2B	-1.45616666666667
NR2F6	-2.45575
ZFYVE16	0.294470588235294
SYNJ2BP	0.2263
POLE	-2.37075
E2F2	-1.976
THRA	1.1265
PTGES2	-2.18533333333333
HIP1R	0.315833333333333
TMUB1	-1.58916666666667
ENO3	-2.011
RSPH10B	-1.096
CXorf39	-0.301375
IRGC	0.9375
GPR109B	1.70075
FLJ13305	-2.5435
LCE3A	-0.6295
TNFRSF18	-1.78266666666667
DET1	0.81325
TRPM3	1.53425
C16orf79	-2.093
FECH	-0.617833333333333
RAP2A	-0.230166666666667
CRIP1	1.78083333333333
AZIN1	-0.12925
SLC7A7	1.98975
IL10RA	-0.0417
TMEM64	-2.1585
CDC42EP4	1.0093
C16orf58	-0.9485
ARG2	-1.50775
POU5F1P4	-5.235
FAM62B	-0.0897500000000001
DNAH8	-2.586
ASH2L	-0.053
TSLP	0.934666666666667
CNTNAP5	0.0240000000000001
TMEM16C	1.86275
IFNA14	-0.015
SLC1A3	0.249875
CABYR	0.922
BCL7B	-0.3653
NUDT13	-0.486166666666667
C13orf28	-0.0466666666666667
C1orf53	0.0135
ARL6IP4	-0.4218
RPL35A	0.70475
EMR3	0.621
RAB40C	-0.7995
SLC41A1	-0.223833333333333
LRCH1	-0.296
LY6G5B	-3.2615
FAM124A	0.525785714285714
MGC10981	-4.4025
CLIP3	1.4886
MAP4K2	-1.9265
CHIC1	1.08
SULF1	2.21966666666667
C20orf30	0.205571428571429
PRDM5	-0.9635
ELOVL1	-0.87275
C11orf48	-1.12675
SLC39A10	-0.34925
KCNV1	0.5885
ACP1	-1.2484
ZMYM2	-0.5155
B3GNT6	0.530666666666667
C9orf69	-0.96675
C2orf15	0.425
C20orf166	0.343
HSP90AA6P	-0.8805
EDG7	-1.393
NEURL	-0.70175
LPL	4.7085
CLEC2D	-0.291153846153846
GRRP1	3.11583333333333
CD8B	-3.6
HIST1H3D	-1.28466666666667
SLC6A12	0.876714285714286
FAM27L	1.033
CD84	-0.0121
RASA1	0.306
PHKG1	-0.9505
MAGEA11	-1.434
IMPA1	-0.0212
NPM3	-1.7465
RARRES1	5.67175
SH3BP1	-0.553625
B3GNTL1	-1.985
ARPC5L	-0.387333333333333
KLHL26	-0.30575
SIM2	-2.960625
GJC1	0.105
C20orf194	-0.00225
EXO1	-4.24125
SLC2A2	-2.029
LOC285074	-0.62675
LRG1	0.9785
KIRREL	1.5985
PIK3R1	3.01121428571429
C4orf34	1.03875
MAF	-0.934888888888889
ADCY4	4.87766666666667
ZMIZ2	1.2898
SLC46A3	1.63183333333333
STAMBP	-0.465166666666667
CCDC16	1.43725
MS4A12	-0.441
TCF20	0.45625
LRRC46	1.0325
C20orf152	0.69975
MRPS6	-0.402875
ABCB11	0.2775
KCNC2	3.81266666666667
CDH19	-0.012
C9orf123	0.724166666666667
SSH3	0.12325
LDLRAD1	-1.5665
CCBE1	-0.06575
ZNF135	1.83375
TAAR1	0.039
WFDC12	0.903
CCDC42	-0.257166666666667
FLJ12529	-0.8455
PER1	0.238333333333333
TIMM50	-0.542
SMARCAD1	0.392166666666667
FAM26C	1.342
TP53TG3	-0.2895
SH3RF1	0.5132
LMCD1	1.71625
GPR63	-0.5485
FLJ21986	-1.665625
AIFM3	-1.23675
MICAL1	-2.1985
BLZF1	0.6865
IQCA	3.34416666666667
PCDHGC3	-0.998
SAC	1.57375
BCL6B	2.27566666666667
DDO	0.558
MARCO	4.80075
DCHS1	1.41416666666667
C1orf170	0.828166666666667
CD200R1	1.879
C22orf15	1.8935
SEPT11	-0.2105
ADNP	-0.20975
UST	0.8935
C13orf34	-1.50933333333333
RFFL	0.0055
APBA3	-1.243
C2orf60	-0.179875
CUTL1	-0.4673
PMS1	-0.13275
ZNF689	0.7775
EIF3E	0.0185
IL9	-0.02325
RPL31	0.8545
LY9	2.24266666666667
ATP2B3	0.914
KDELR2	-0.115666666666667
TFCP2	0.18475
NLRP12	-1.32975
FLJ45422	-1.13975
TLE4	-0.0489
ZNF570	-0.2145
FLJ43806	-3.082
TLK2	-1.258875
CIR	1.5005
MARS2	0.4935
COL24A1	-0.06825
SDF2L1	-0.719
HIBADH	0.438666666666667
IGFBP3	-2.12257142857143
C12orf23	0.677
PSPC1	-0.4975
C20orf43	-0.551
TRAV20	1.323
ARHGAP24	1.5795
KIAA1975	-0.621125
C1QA	3.4899
DNTT	-6.35016666666667
C10orf6	-0.766166666666667
C11orf41	-0.305875
HNRPF	0.78425
COL11A1	-0.0958333333333333
UBAP2	-1.62333333333333
CDKN2AIPNL	-1.5665
C20orf174	3.603
SPRED2	0.184
PLA2G12A	0.1295
ICEBERG	1.37833333333333
SCN10A	0.076
C11orf65	0.32525
GBP5	2.68425
PITPNC1	-1.6245
POU3F3	-2.923
NCOA7	2.296
LIN7C	-0.1655
LOC348840	-0.128
NKX2-2	-3.15533333333333
ANKRD13D	-1.069375
LOC123688	1.00525
FUT2	1.41433333333333
TAAR8	0.5465
FZD4	0.616083333333333
PNMA3	-0.6885
OR4L1	1.3405
WIT1	-2.9705
EXOC3L	0.555
ATPBD4	1.1454
KRBA1	-0.9935
UBXD6	-0.42
HOXB7	-0.865571428571429
C7orf23	0.4145
UNQ338	1.50225
STAB2	4.21425
CDC20B	0.50825
IRF9	0.9065
CENTG1	0.254916666666667
TNPO2	-0.56
MCPH1	0.255125
BMS1P5	-0.32025
SLC26A7	0.9625
HIST1H3J	-0.384
C9orf3	0.2113
LBH	1.5795
MYO1D	-0.719375
PTDSS2	-0.14675
NFU1	0.83325
DEPDC4	-2.0775
WNT7B	-0.6421
GLP2R	0.398333333333333
SETD4	-0.6593
DYNLT3	-0.2065
FKBP11	-0.713166666666667
SESTD1	0.0266666666666667
FLII	-0.402
RPS16	0.354
CHPF	-1.02
CSNK2A1	-1.10083333333333
SUMO1P1	0.29225
FKBP6	-1.0835
ZNF214	1.8905
TWIST1	1.63733333333333
DDX56	-2.08133333333333
TRAM1L1	2.1324
EPO	-3.7195
MRPS18B	0.1285
ZNF682	-0.8195
RPL14	0.383833333333333
MAFF	1.06225
LOC51136	-0.229875
LY96	0.35
DDX20	0.39
ABTB1	-0.094
ARL5A	0.0379
CCT6A	-1.18375
HEPACAM	-0.344
EHHADH	0.3955
RBAK	-0.557833333333333
CGB1	-0.4
ITGB5	-0.5054
YIPF3	-0.2415
FKBP2	-0.2805
NR1D1	0.0347
TMEM110	-2.2045
NEK2	-4.26033333333333
PRAMEF8	-3.235
C20orf52	-0.434666666666667
PCDHGA3	-1.0035
VWA3B	0.3435
NDUFA5	0.42975
THAP9	0.36025
FLVCR2	-0.805666666666667
AP1S1	-2.43575
SMAD6	-2.042
SAV1	1.401875
SAT1	1.0145
ZNF251	0.533625
ADAMTS7	0.0875
RPP38	0.34325
C1orf211	-1.6265
YPEL2	0.476
RBMS1	0.5805
ZNF445	-2.2832
NRXN2	0.496166666666667
PGBD4	-0.973
UGT2B28	5.53325
WBSCR16	-1.4125
NLRC3	-0.2085
ASTL	1.846
ST6GALNAC1	-0.686
ZADH2	0.56075
MLLT4	0.763333333333333
ARL6	0.470166666666667
MEF2C	0.9095
CBFA2T3	0.0275
AFF3	1.32521428571429
COG7	-0.698
MYB	0.526
PLXNA3	0.222
XRCC2	-2.5828
MMS19	-1.252625
ST8SIA5	-0.313666666666667
CHPT1	1.30616666666667
KIAA1712	-0.125375
OR6X1	1.428
ACTR3	0.138375
UGCG	-0.541
OR4P4	0.5465
ZAP70	-2.90475
LPP	1.601375
ZNF485	-0.49975
PTPRCAP	-0.11925
IL12RB1	-0.209
ATRX	0.4459
CHST8	-0.3205
C14orf109	0.668
ARV1	0.44025
NMB	0.352571428571429
COX5A	-1.07183333333333
EIF6	-1.25275
MPPED2	1.24633333333333
SEMG1	-2.6465
CHRDL1	2.783
TRAF3IP2	0.2045
WNK2	-1.0095
LILRA4	1.08833333333333
LAMA2	4.115
PXT1	1.11
RLBP1	-2.8955
CD300C	-0.3685
SLTM	0.648875
FLJ10404	-0.668
APOBEC3D	-2.52833333333333
RENBP	-0.1185
ATXN7L1	0.11325
NID1	-0.42875
TUBGCP3	-0.51225
ITIH5	3.40182352941177
CCDC110	3.18375
C8A	-2.01575
MGC87042	0.7605
HOXC13	-3.50575
TFDP2	-1.15725
HCP5	1.678125
POLI	1.0065
UCN	-2.19216666666667
ZNF764	-0.5965
C8orf45	0.51275
FHL3	-1.148
SPATA5L1	-0.332
MMRN2	4.00333333333333
NDST1	0.213833333333333
COL20A1	1.0815
ZNF248	-0.0173333333333333
PELP1	-0.772666666666667
MBL2	-2.05416666666667
RNF41	0.034125
C5orf24	-1.033125
THOC5	-1.488375
SERINC3	-0.11075
RP11-151A6.2	0.13425
CDCP2	0.90575
HIST1H2AA	1.51475
C11orf75	1.2405
FKBP7	0.29375
DDOST	-1.5485
GPNMB	0.6165
TTF2	-2.48
KCNT1	0.3295
SLC39A14	-1.26157142857143
NGRN	-0.2589
GPR137B	1.58375
MECP2	0.000374999999999986
PSMA1	-0.35725
C16orf73	-4.61025
TMEM60	0.385166666666667
CSN3	0.6675
NOS1	1.81533333333333
RAB7L1	-0.8175
YBX2	-1.2875
KIAA1166	1.683
FUBP3	-0.0193333333333333
ABCG1	0.0295
ACACA	-0.115666666666667
ARL11	-0.3835
ATOH1	-0.013
ODF1	0.09425
CREB3L3	0.381333333333333
TMEM127	0.710428571428571
DSCAML1	0.616
PLN	2.74716666666667
LYPLA1	-0.262833333333333
PRDM9	-2.93225
SASP	1.07425
PLUNC	0.915
INTU	1.76725
HISPPD1	0.018
LNPEP	-0.961
YARS2	-0.914333333333333
APCDD1L	-0.2715
ZCCHC4	-0.4793
FBXO22	-0.622666666666667
TTLL13	-0.7875
ZNF669	-1.58233333333333
PTGDR	2.52375
DDX27	-0.015
KIAA0409	-0.5985
GJB6	0.9465
ASB8	0.07575
PLP2	-0.04
MEPE	1.46475
OR10J5	-0.2675
KRT222P	2.00425
COQ7	0.0208333333333333
C1orf101	2.24225
RERG	3.6928
CHMP5	0.624375
THAP11	-0.888375
ZNF43	0.486333333333333
ZRANB3	-1.79666666666667
KRT13	3.69525
MRPL19	-0.378625
RBBP9	-0.23525
SPATA17	1.045125
BXDC5	0.401666666666667
PAFAH1B1	-0.46
MAGEE1	0.54975
OSTF1	-0.01225
KIAA0323	-0.524583333333333
TXNDC13	-0.433
CNTN4	2.981875
LCE1B	1.379
UNQ501	-0.03875
ZNF154	0.1665
C3orf64	1.73425
SYT5	2.2456
PON1	0.283666666666667
FLJ10357	0.0651250000000001
ATP4A	-1.24
GNPDA1	-1.5665
MGAT1	-0.3035
C14orf121	0.28275
SLC35B2	-1.03625
MIER3	0.127
CHEK1	-4.350875
ZNF8	-0.5205
TXNDC1	-0.376166666666667
CKB	-1.8147
RTN3	0.108285714285714
FZD2	-2.2775
PART1	2.443625
PSMB6	-0.372
PCDHB8	-0.8105
PHC3	-0.0935
PPP1R8	-0.365833333333333
NOVA2	1.62266666666667
TNFRSF11B	-1.825125
GOLPH3	0.944333333333333
UBLCP1	0.368
SUHW3	-0.9185
TTLL1	1.05175
OPN4	0.4285
OR13G1	1.36
ZPBP2	1.0465
HSD17B11	-0.21925
C9orf50	0.155
DHDDS	-0.452071428571429
CTSW	0.1967
NEFM	-0.6765
MRPL28	-1.6455
SYN1	1.79583333333333
PIGV	0.565166666666667
ZIM2	0.5545
APBB1	-0.2
SND1	-1.0715
C1orf123	0.073
CHD3	-2.6185
BHLHB8	1.1755
RNASE2	-0.711333333333333
BCAP31	-0.3705
SLC25A44	0.113666666666667
CHD6	-1.4035
PIB5PA	1.01676923076923
SELS	0.40075
LOC541471	-0.383
FAT2	1.7255
ZNF81	0.0755
OR4C16	0.8685
FLJ10081	-0.2235
LRRC4	-0.1875
CS	-1.251
N4BP2	-1.5455
IGFBP7	1.065
ZNF318	-0.0860833333333334
NDNL2	0.545125
ZNF609	-0.515
SIRT4	0.68775
EXOSC10	-0.095
ECE2	0.298272727272727
OVGP1	-0.12975
GTPBP3	-1.4865
PACS2	-0.6921
C19orf36	-0.9192
ARL4C	-1.632875
ATG4B	-0.851625
UBQLNL	1.357
RHOXF2B	-4.921
PLEKHG2	-0.9915
GALR1	-1.083
AQP4	0.8524
HDAC7A	-0.555666666666667
DCUN1D3	0.4975
OR8A1	-0.00249999999999995
CCRN4L	-1.11114285714286
CBR4	-0.617
KIFC1	-3.83333333333333
SLC7A14	-1.1838
LHX5	0.7895
TRPC7	-0.2795
LPXN	-1.5285
SERPINA1	-1.10925
RPS13	0.1937
BPIL3	0.242
PRKAA1	-0.46825
FADS2	-0.0931
ENAH	0.0646875
PRO1768	0.5825
APBA2BP	-1.36425
LIPH	1.74966666666667
C3orf33	0.52125
RCC2	-1.83257142857143
ALDH1A2	-2.468
RNF103	2.521
AHCY	-1.483375
ALG12	0.8565
CCL17	1.2995
ZNF543	0.734666666666667
ESRRG	3.1624
CNGA1	2.90375
RDH5	1.66416666666667
OTX1	-1.1452
PTGFR	-1.51216666666667
CDR2	-0.1815
SELE	4.26025
NLGN2	-1.338
EXOSC9	-0.31375
ZNF566	-1.56516666666667
KLRC2	-3.2605
GPR12	1.39
KIAA0196	0.13
PDRG1	-0.7905
SSR3	-0.290714285714286
MSI1	0.962
CST9	1.1635
CC2D1A	-0.413375
PLAGL1	0.970611111111111
ZNF778	0.2055
RNF2	0.1025
KLF6	2.28916666666667
THBD	2.87083333333333
tcag7.1314	1.55975
NR5A1	1.33166666666667
ABCD2	0.61875
DNAJC7	-1.92775
CLEC4C	0.717
TM2D3	1.079
CCDC4	-1.063
PLAC2	-2.08175
DCD	3.938
FAAH	0.025875
POLA1	-1.42466666666667
TM7SF2	-0.68625
FLJ39822	-1.16133333333333
FLOT2	-0.896285714285714
MAP4K1	-1.1475
SRP68	-0.472125
C21orf74	0.098
ARPC5	-0.076375
LOC126075	0.99875
HECW2	0.240125
ZDHHC4	-0.3125
ANKRD42	1.4116
PDE9A	0.0931666666666667
ABCA8	3.14475
NDUFS2	-1.008
UBR5	-0.237875
BTBD16	-2.36
LOC554174	0.345
ZNF20	0.466
KIAA1843	0.8585
WDR17	0.120428571428571
C15orf33	1.128
RNF113A	-0.31025
CAMKK1	-1.2072
CLCN2	-2.239
ANXA6	-1.475
LOC340069	0.106
EMID1	0.984
DPM3	-0.09525
ELA1	1.424
SLC25A13	-1.3074
KRT24	0.4875
SMPD1	-0.581666666666667
TH	-0.02175
COL6A2	-0.585214285714286
ANKS1B	-0.13675
GPR126	-1.3803
ZC3H12A	0.633333333333333
TMEM47	1.6715
C2orf51	0.111166666666666
C1orf88	2.8805
HSF2BP	-1.0345
AKAP10	0.62525
RPAP3	-0.0015
KLHDC8B	-0.525375
STOM	0.9821
MUPCDH	1.43775
C10orf72	-0.494625
PLEKHA3	0.54175
TCP11L1	-1.0005
CWF19L1	0.087625
SPEF1	1.19215384615385
YSK4	-0.17825
ELN	1.9954
SAMD8	0.387333333333333
MPI	-1.63616666666667
MEPCE	-1.1507
ABCC3	-0.84675
NANOGP1	2.0045
KCNK17	1.86075
HLA-DMB	4.05666666666667
RRAGA	1.13575
ANGEL1	-0.2675
RBM32B	0.289
CPN1	-3.40925
MGC52282	0.5648
HLA-A	-0.0109166666666667
OR9G4	1.121
EDNRB	0.76025
SCD	-0.638642857142857
C14orf80	-2.08483333333333
BAGE2	-1.097
RABL4	0.456
RCVRN	0.7835
SHANK1	1.24
NLRP7	-3.90675
CD226	0.285
STAT3	-0.0715625
SYNJ2	-1.6228
TPCN2	-1.52383333333333
WDR36	-0.97
MBD4	0.33
ROBO1	-1.0034
ST3GAL6	-1.72925
SLAMF8	1.62083333333333
ATN1	0.8165
GPR141	0.062
KRT36	0.2215
TPH1	1.21
DDX52	-0.32225
ZSCAN29	-0.274833333333333
TRPT1	-0.569333333333333
DPEP3	0.7465
DENND4A	-0.536875
TSPAN16	1.06
PTCHD2	-0.3935
LOC145814	-0.35975
CAP1	-0.477
EIF5A2	-0.1363
NT5DC3	-1.018125
SEPT9	-1.488625
SEZ6L2	-0.561
EGFLAM	4.58675
VPS11	-0.609625
NDUFB5	-0.106833333333333
CIDEA	4.80216666666667
IER5L	-2.8705
N6AMT1	0.58
FAM83C	-0.72975
OXR1	-0.0820833333333333
IRX1	0.1895
DGKB	-0.595166666666667
GCN5L2	-2.344
MIR16	-0.507875
FBXW9	-1.243
WDR4	-2.70633333333333
PDC	-0.0895
VPS33B	-1.25025
HEXB	-0.2625
FLJ32214	2.216
TCEB3	-1.58175
CRLF1	-2.2895
ABI3BP	2.907
C8orf22	-4.58
PYCR1	-2.345375
KIAA1706	1.683
CDK5R2	2.092875
WAS	-0.1305
C12orf60	-1.006
CCBL2	0.646625
MADD	-1.45875
C5orf34	-2.04425
WDR42A	0.3403
KLF12	0.222625
HSPA1A	0.97525
ITM2C	-2.10508333333333
DAPK2	2.90066666666667
LOC442590	2.136
SUMF2	0.391625
CENPA	-4.039
TMED5	-0.1855
CDH6	-0.760777777777778
BRP44	1.058875
THG1L	-0.748
GABRA2	-1.89075
C14orf166	0.16475
MYL1	-1.348
TNFSF18	0.1045
PAP2D	-1.6902
PPIB	-0.8985
KLHL4	1.066875
SFN	-0.390333333333333
CCDC127	0.4075
FRAP1	-0.53575
GOLGA5	0.632
SDCCAG1	0.592875
MGC21675	0.406666666666667
C10orf95	-0.04975
KIAA1345	0.0958333333333333
C1orf163	-1.0645
LACE1	-0.167833333333333
OR10K2	-0.154
CENPN	-2.78304
TMED2	0.33275
UGT1A6	-0.103
ANG	0.168
U2AF1	-0.960333333333333
CASC2	3.59333333333333
NMT2	0.365166666666667
OSGEPL1	0.918
DFNB31	-0.385
SLC6A20	-0.051625
DKC1	-0.864
FXYD4	-1.3465
WDR64	2.5765
MGC5590	0.16
CREBZF	0.106
DAZ1	-0.4375
PRPSAP1	0.10725
GCHFR	-0.91925
TTC7A	-1.16575
LOC196993	0.3275
UBD	1.22716666666667
S100A1	1.849625
RPL6	0.797
DNAJB6	0.646
NAGS	1.0148
C2orf58	0.023
KERA	1.205
MT1X	1.1905
UBE2B	1.3771
KEAP1	-0.91325
MST1	-2.45375
OMA1	1.2635
ABLIM2	1.3805
BCL2L13	-0.24075
JAZF1	0.4325
TMEM63B	1.6995
S100A8	1.0754
ARFIP2	-0.23775
UROS	-0.73025
KHDRBS2	-0.72
POLQ	-3.424125
SOAT1	-1.4175
SPAG4	-2.151
MRPS30	-1.43083333333333
LOC494141	-0.85625
OR2T11	1.3545
ORAOV1	-0.6675
ZNF184	0.263
TCEB3B	0.977166666666667
ADAM21	0.0635
GDPD1	-2.286
SPINLW1	-0.42
PRR14	-1.11766666666667
KCTD9	0.6003
NUDT3	-0.259
KIAA1822	0.6957
HIST1H4K	0.4575
DFNA5	-1.382
GABPA	-0.322
C14orf44	-0.82025
POLB	0.808
PTAR1	0.6715
SEC31A	0.6215
TRIM58	-1.38025
TAS2R14	0.7535
VPS8	-0.457125
H1F0	0.975333333333333
PRKCB1	-3.46683333333333
UGT2A1	2.8405
TOR1B	-0.5215
LSS	-1.93058333333333
C2orf19	0.611
HNRNPC	0.0197142857142857
TMEM100	2.216
LOC116349	-0.131
OR51M1	1.27
CCDC142	-1.764
ISG15	-0.4860625
ZCCHC14	0.20625
CREBL2	1.43375
TGDS	-0.45175
DC2	-0.538
CACNA2D3	-1.14514285714286
ZNF429	-0.15325
LYPD6	2.69533333333333
SUCLG1	0.4645
OR51I1	-0.6995
MAGEH1	2.04275
PRPF40A	-0.8455
SMR3A	3.277
SPINK2	-1.0385
THAP2	0.54425
NPY5R	1.7915
IRF4	-2.432625
SPESP1	1.1255
OR10S1	-1.8445
DTD1	-0.31475
TUBE1	0.7805
DDX19A	-0.7025
PDPN	-0.710875
TMEM34	0.585333333333333
MGAM	2.30266666666667
COL3A1	5.76505555555556
GFM2	-0.3181
OR5A2	1.153
PSG9	-0.332333333333333
ARHGEF11	-1.31866666666667
IVNS1ABP	-0.8085
SIGIRR	-0.02325
DUSP19	-0.3225
DNAJC14	-0.475111111111111
ACSS1	-0.0424285714285714
IL1RAPL2	-0.454
C4orf30	-1.515
SEPT4	1.95225
LANCL3	-2.25275
SPAG17	1.9665
PRDX3	0.707625
HNF1A	-0.093875
P4HA2	-1.4325
RFWD3	-1.98566666666667
MOV10	-1.90525
DNAJA5	-0.266857142857143
LOC729440	-0.43525
LOC200383	1.27942857142857
SMC2	-2.30425
MIXL1	-0.574666666666667
TMEM9	-1.0785
FAM86A	0.105
ZNF174	-0.7556
MYH14	-0.65025
CCR8	0.14225
VPS37C	0.636333333333333
GPATCH1	-0.287833333333333
B3GNT8	2.2965
TBX4	-0.125
CNR2	0.152333333333333
PCDH1	0.12625
C5orf29	3.583125
OCIAD2	1.1415
PLCG2	1.55025
KIAA0247	1.576
HRH3	0.4069
CAPN13	3.260875
CCR1	-1.9684
MGC15523	-0.858944444444444
UVRAG	-0.1635
DNAJA2	0.230833333333333
ITGA2B	-0.841833333333333
CLDN5	4.199875
PTPRN2	-1.49028571428571
ZNF512	-0.109333333333333
PSAP	-0.238357142857143
CCDC140	-3.091
LRRC55	0.741333333333333
CYP26C1	0.2545
C8orf47	3.29775
LYN	-0.606625
DUSP6	2.01583333333333
TGFB3	2.70686666666667
ELK1	-2.2004
PCDH11Y	0.973
HGD	-0.29425
C17orf58	1.261
MYO3A	-1.398
SERPINE2	-4.296
AARSD1	-0.789625
C14orf73	-1.261
ADAM33	1.42375
ZNF491	-0.0465
MAPK6	-0.476666666666667
TCN1	5.45633333333333
SLC24A6	-0.4675
UBE2R2	-0.72875
H1FNT	1.4515
TATDN2	-0.343333333333333
LILRB1	0.2265
P2RY5	2.49
NUCB2	1.467
C2orf37	-0.14275
SNX27	-0.816166666666667
MTA3	-0.010875
FOXO4	0.4365
ID4	3.91766666666667
SOX5	-2.59583333333333
PXMP3	1.091
OR52M1	0.3865
SFT2D3	-0.162375
INA	-2.42616666666667
MCOLN1	-0.92675
NFIX	-0.7678
CLEC14A	5.85383333333333
HIBCH	0.673333333333333
PLA2G5	1.262
TIMM10	-0.409666666666667
MED17	0.7605
COL4A4	-0.889
TPP1	-0.119666666666667
GJA3	-1.6325
TMPRSS5	-1.2865
AADACL3	0.3345
DNMBP	-0.0305
ENPP5	4.1745
NQO1	0.1595
ZSCAN2	-0.850125
SEC24C	-1.498
GTF2A1L	0.6005
AXIN2	-0.9698
FAM33A	-2.03916666666667
C16orf13	-1.649375
SPNS2	2.066
TAF1	-1.692
AP1G2	-1.2415
RBM42	-1.05533333333333
HCN2	-1.50633333333333
EFHB	1.85583333333333
RUSC1	-1.44283333333333
GRIK5	0.2445
USP21	-0.823166666666667
ATAD3C	0.24175
ORMDL2	0.219375
PRSS7	-3.301
PSAT1	-3.56775
FLJ13195	-0.905666666666667
TBC1D1	-0.2475
