Hybridization REF	TCGA-C8-A12Y-01A-11R-A12D-07
KCNC2	5.49966666666667
CDH19	-2.05883333333333
C9orf123	-0.832333333333333
SSH3	1.5505
LDLRAD1	-2.16325
CCBE1	-1.5575
ZNF135	1.738
TAAR1	0.0730000000000001
WFDC12	0.485
CCDC42	-0.7145
FLJ12529	-0.865
PER1	-1.04116666666667
TIMM50	-0.309833333333333
SMARCAD1	-0.600166666666667
FAM26C	0.546
TP53TG3	-2.38566666666667
SH3RF1	1.824
LMCD1	3.33625
GPR63	-0.766
FLJ21986	-2.22
AIFM3	0.0725000000000001
MICAL1	-0.6635
BLZF1	2.09
IQCA	4.1165
PCDHGC3	-0.9375
SAC	1.0395
BCL6B	2.08
DDO	2.7605
MARCO	2.17025
DCHS1	1.50216666666667
C1orf170	1.36383333333333
CD200R1	0.613833333333333
C22orf15	-0.0445
SEPT11	-0.0661666666666667
ADNP	0.29725
UST	-0.2997
C13orf34	-1.44283333333333
RFFL	0.561785714285714
APBA3	0.785
C2orf60	-0.302625
CUTL1	-0.4176
PMS1	-1.066625
ZNF689	0.7295
EIF3E	-1.23116666666667
IL9	0.347
RPL31	-0.2605
LY9	-0.00516666666666666
ATP2B3	0.08275
KDELR2	0.680833333333334
TFCP2	0.938875
NLRP12	1.121625
FLJ45422	-0.4595
TLE4	-1.0138
ZNF570	-0.223
FLJ43806	-0.29
TLK2	-0.28925
CIR	1.2775
MARS2	0.071
COL24A1	0.84275
SDF2L1	-0.2265
HIBADH	-0.131833333333333
IGFBP3	-0.779571428571429
C12orf23	1.257375
PSPC1	-0.978
C20orf43	0.3075
TRAV20	0.297
ARHGAP24	0.2795
KIAA1975	0.636375
C1QA	3.1452
DNTT	-4.87766666666667
C10orf6	0.216583333333333
C11orf41	0.167375
HNRPF	0.743875
COL11A1	6.28516666666667
UBAP2	-0.779333333333333
CDKN2AIPNL	-1.1755
C20orf174	2.628
SPRED2	-0.125
PLA2G12A	0.474
ICEBERG	-2.21333333333333
SCN10A	-0.13
C11orf65	-0.07
GBP5	4.8635
PITPNC1	-2.18666666666667
POU3F3	-0.205
NCOA7	-0.01275
LIN7C	0.1787
LOC348840	-2.818
NKX2-2	-3.7855
ANKRD13D	0.237625
LOC123688	-0.82275
FUT2	2.109
TAAR8	0.1985
FZD4	-0.391333333333333
PNMA3	-0.847166666666667
OR4L1	0.442
WIT1	-3.714
EXOC3L	2.21175
ATPBD4	-0.5266
KRBA1	-0.52475
UBXD6	-0.2165
HOXB7	-0.766
C7orf23	-0.9005
UNQ338	1.6655
STAB2	1.2355
CDC20B	0.14925
IRF9	2.84925
CENTG1	0.232916666666667
TNPO2	-1.1205
MCPH1	-0.246875
BMS1P5	-1.01175
SLC26A7	0.281
HIST1H3J	1.547
C9orf3	0.6844
LBH	1.278875
MYO1D	0.315875
PTDSS2	-0.30175
NFU1	-0.34425
DEPDC4	-1.2355
WNT7B	0.4282
GLP2R	-0.378333333333333
SETD4	-0.2521
DYNLT3	0.6695
FKBP11	-0.779
SESTD1	0.753
FLII	-0.508
RPS16	-0.4049
CHPF	-0.619
CSNK2A1	0.0498333333333333
SUMO1P1	0.52075
FKBP6	-0.513
ZNF214	-0.835166666666667
TWIST1	0.441
DDX56	-0.962833333333333
TRAM1L1	2.4482
EPO	-2.63383333333333
MRPS18B	-0.405
ZNF682	-0.561166666666667
RPL14	-1.30216666666667
MAFF	-0.62725
LOC51136	-0.394125
LY96	-0.09875
DDX20	0.135
ABTB1	0.890666666666667
ARL5A	-0.5731
CCT6A	-0.87625
HEPACAM	-1.40883333333333
EHHADH	-0.188333333333333
RBAK	-1.03516666666667
CGB1	1.04175
ITGB5	1.0892
YIPF3	-0.03475
FKBP2	0.68775
NR1D1	-0.6576
TMEM110	-0.476
NEK2	-0.236333333333333
PRAMEF8	-3.172
C20orf52	0.259
PCDHGA3	0.368
VWA3B	0.23275
NDUFA5	-0.162375
THAP9	-0.08
FLVCR2	-0.782666666666667
AP1S1	-1.523125
SMAD6	-1.05125
SAV1	0.960375
SAT1	1.120875
ZNF251	1.04375
ADAMTS7	-0.1374
RPP38	0.40725
C1orf211	-0.7395
YPEL2	0.92015
RBMS1	0.458
ZNF445	-0.729166666666667
NRXN2	0.713666666666667
PGBD4	-0.57775
UGT2B28	-2.896
WBSCR16	-0.7419
NLRC3	0.1145
ASTL	0.43325
ST6GALNAC1	-3.34375
ZADH2	-0.365125
MLLT4	0.795916666666667
ARL6	0.802333333333333
MEF2C	0.1385
CBFA2T3	0.1815
AFF3	2.25678571428571
COG7	0.9575
MYB	1.1215
PLXNA3	0.1155
XRCC2	-2.563
MMS19	-0.516375
ST8SIA5	-0.800875
CHPT1	1.35333333333333
KIAA1712	-1.07175
OR6X1	0.401
ACTR3	0.691125
UGCG	1.61783333333333
OR4P4	0.8575
ZAP70	-2.92775
LPP	1.93125
ZNF485	-0.5135
PTPRCAP	-0.64125
IL12RB1	0.19025
ATRX	-0.145
CHST8	3.643125
C14orf109	-0.17025
ARV1	0.9225
NMB	-1.79028571428571
COX5A	-1.24116666666667
EIF6	-0.0025
MPPED2	-1.0655
SEMG1	-2.2145
CHRDL1	0.062
TRAF3IP2	0.63125
WNK2	0.228375
LILRA4	1.75466666666667
LAMA2	4.6295
PXT1	-0.177
RLBP1	-3.7285
CD300C	-0.04275
SLTM	-0.37825
FLJ10404	-0.601
APOBEC3D	-2.157
RENBP	0.4315
ATXN7L1	0.490375
NID1	-0.225
TUBGCP3	-0.800375
ITIH5	0.518055555555555
CCDC110	2.3845
C8A	-2.718
MGC87042	-0.87925
HOXC13	1.6625
TFDP2	-0.42675
HCP5	1.574875
POLI	0.47575
UCN	1.08616666666667
ZNF764	1.44283333333333
C8orf45	0.855
FHL3	-0.82775
SPATA5L1	0.205
MMRN2	2.6365
NDST1	-0.1095
COL20A1	-0.4505
ZNF248	-0.516333333333333
PELP1	-0.779
MBL2	-3.865
RNF41	0.080625
C5orf24	0.240125
THOC5	-1.155375
SERINC3	0.355416666666667
RP11-151A6.2	0.91075
CDCP2	0.05525
HIST1H2AA	0.78325
C11orf75	0.183333333333333
FKBP7	0.821
DDOST	-0.35825
GPNMB	0.242166666666667
TTF2	-1.26533333333333
KCNT1	0.124166666666667
SLC39A14	-1.241875
NGRN	0.6259
GPR137B	1.2925
MECP2	0.163375
PSMA1	-0.115
C16orf73	-4.5405
TMEM60	-0.111833333333333
CSN3	-0.309
NOS1	0.615166666666667
RAB7L1	0.470166666666667
YBX2	-0.1275
KIAA1166	-0.829
FUBP3	0.648666666666667
ABCG1	1.1745
ACACA	-0.0705
ARL11	1.5502
ATOH1	-0.118
ODF1	0.338333333333333
CREB3L3	-1.86983333333333
TMEM127	1.23107142857143
DSCAML1	-0.21775
PLN	3.56633333333333
LYPLA1	-1.44108333333333
PRDM9	-2.39625
SASP	0.67225
PLUNC	0.869666666666667
INTU	1.0345
HISPPD1	-0.15275
LNPEP	-0.036
YARS2	-0.210333333333333
APCDD1L	-1.7625
ZCCHC4	-0.1637
FBXO22	-0.4525
TTLL13	-0.4895
ZNF669	-0.104166666666667
PTGDR	2.2845
DDX27	0.6435
KIAA0409	0.207166666666667
GJB6	0.585
ASB8	0.96275
PLP2	-0.067
MEPE	1.8745
OR10J5	0.2775
KRT222P	1.0385
COQ7	1.21516666666667
C1orf101	1.59025
RERG	3.4803
CHMP5	1.31925
THAP11	-0.518
ZNF43	-0.416833333333333
ZRANB3	-0.773333333333333
KRT13	1.732625
MRPL19	0.0775
RBBP9	0.0495
SPATA17	2.231875
BXDC5	0.473833333333333
PAFAH1B1	-1.18591666666667
MAGEE1	0.974
OSTF1	1.07825
KIAA0323	-0.159166666666667
TXNDC13	-0.102
CNTN4	1.73725
LCE1B	0.0925
UNQ501	0.25875
ZNF154	1.42775
C3orf64	-0.138
SYT5	-0.6813
PON1	0.152
FLJ10357	-0.2635
ATP4A	-1.253
GNPDA1	-0.685666666666667
MGAT1	0.5955
C14orf121	0.19725
SLC35B2	-0.447
MIER3	-0.4445
CHEK1	-2.239125
ZNF8	1.9125
TXNDC1	-0.0871666666666667
CKB	-2.4659
RTN3	0.0395
FZD2	0.0195
PART1	-0.46975
PSMB6	-0.281
PCDHB8	2.054
PHC3	-1.3194
PPP1R8	0.286333333333333
NOVA2	1.88633333333333
TNFRSF11B	-2.992625
GOLPH3	0.484
UBLCP1	-0.73675
SUHW3	-0.498
TTLL1	0.8915
OPN4	0.116
OR13G1	-0.0455
ZPBP2	0.22575
HSD17B11	-2.018375
C9orf50	0.322
DHDDS	0.141571428571429
CTSW	0.6283
NEFM	-1.69366666666667
MRPL28	0.35075
SYN1	0.306333333333333
PIGV	-0.193333333333333
ZIM2	-0.93825
APBB1	0.521333333333333
SND1	-0.2525
C1orf123	-0.552666666666667
CHD3	-1.256
BHLHB8	0.19125
RNASE2	-0.911
BCAP31	0.402375
SLC25A44	0.718333333333333
CHD6	0.0337
PIB5PA	0.627538461538461
SELS	0.232125
LOC541471	-0.42525
FAT2	0.722
ZNF81	-0.357
OR4C16	0.146
FLJ10081	-0.3477
LRRC4	1.30325
CS	-0.581833333333333
N4BP2	-1.46675
IGFBP7	2.1645
ZNF318	-0.0503333333333333
NDNL2	1.027125
ZNF609	-0.489375
SIRT4	0.74425
EXOSC10	0.431
ECE2	0.2485
OVGP1	1.03825
GTPBP3	-0.0345
PACS2	0.3948
C19orf36	0.8985
ARL4C	-1.556125
ATG4B	-0.14325
UBQLNL	2.1125
RHOXF2B	-3.867
PLEKHG2	-0.559
GALR1	-0.2815
AQP4	0.229
HDAC7A	0.0661666666666667
DCUN1D3	1.34175
OR8A1	-0.0255
CCRN4L	0.687125
CBR4	-0.247666666666667
KIFC1	-1.27683333333333
SLC7A14	-1.6645
LHX5	1.216
TRPC7	0.053
LPXN	-1.30275
SERPINA1	0.05625
RPS13	-0.9454
BPIL3	-0.1865
PRKAA1	-2.084
FADS2	-1.0706
ENAH	0.520625
PRO1768	-0.07
APBA2BP	0.32575
LIPH	2.4675
C3orf33	-1.495
RCC2	0.204357142857143
ALDH1A2	-3.5734
RNF103	2.34675
AHCY	-0.528625
ALG12	0.0665
CCL17	-0.08925
ZNF543	2.75083333333333
ESRRG	0.8355
CNGA1	-0.41775
RDH5	-0.799833333333333
OTX1	-1.2225
PTGFR	-2.32616666666667
CDR2	0.336875
SELE	4.5625
NLGN2	-1.02733333333333
EXOSC9	-0.63825
ZNF566	0.571
KLRC2	-3.935
GPR12	0.793
KIAA0196	-0.37525
PDRG1	0.3345
SSR3	-0.376857142857143
MSI1	0.036
CST9	0.168
CC2D1A	0.106375
PLAGL1	-1.02077777777778
ZNF778	0.556
RNF2	0.816375
KLF6	0.710166666666667
THBD	2.63733333333333
tcag7.1314	1.17475
NR5A1	-0.5345
ABCD2	-0.506
DNAJC7	-0.51325
CLEC4C	1.0135
TM2D3	0.3655
CCDC4	-1.7145
PLAC2	0.605
DCD	-0.696
FAAH	1.298
POLA1	-0.530833333333333
TM7SF2	0.636625
FLJ39822	-0.240166666666667
FLOT2	-0.71375
MAP4K1	-0.929666666666667
SRP68	0.0731249999999999
C21orf74	-0.1915
ARPC5	0.940875
LOC126075	1.509
HECW2	0.820625
ZDHHC4	-1.0045
ANKRD42	2.1039
PDE9A	-0.238333333333333
ABCA8	0.2535
NDUFS2	-0.354
UBR5	-0.23875
BTBD16	-2.4475
LOC554174	-0.0505
ZNF20	0.972
KIAA1843	0.572
WDR17	-0.963857142857143
C15orf33	1.408
RNF113A	-0.208
CAMKK1	-1.3926
CLCN2	1.0175
ANXA6	-0.8555
LOC340069	0.0725
EMID1	0.3905
DPM3	0.1615
ELA1	0.089
SLC25A13	-0.9267
KRT24	-0.2955
SMPD1	0.0938333333333333
TH	-0.123375
COL6A2	0.650642857142857
ANKS1B	2.83025
GPR126	-3.9184
ZC3H12A	0.0805
TMEM47	0.936333333333333
C2orf51	-0.312333333333333
C1orf88	3.51
HSF2BP	-0.27525
AKAP10	0.651
RPAP3	-0.4515
KLHDC8B	-0.295125
STOM	1.8306
MUPCDH	-0.126875
C10orf72	-0.298
PLEKHA3	1.51425
TCP11L1	0.193
CWF19L1	0.201875
SPEF1	2.24376923076923
YSK4	-0.403333333333333
ELN	1.9121
SAMD8	0.682
MPI	-1.697
MEPCE	-0.2186
ABCC3	-1.275875
NANOGP1	-1.97
KCNK17	1.821625
HLA-DMB	3.591
RRAGA	0.7155
ANGEL1	-0.97575
RBM32B	0.5475
CPN1	-2.79725
MGC52282	-0.3982
HLA-A	1.30016666666667
OR9G4	0.23
EDNRB	-1.119625
SCD	-0.367428571428571
C14orf80	0.131666666666667
BAGE2	0.19
RABL4	0.767833333333333
RCVRN	0.247
SHANK1	0.0685
NLRP7	-3.15125
CD226	0.95075
STAT3	1.072375
SYNJ2	-0.4289
TPCN2	1.9025
WDR36	-1.11475
MBD4	1.01375
ROBO1	-1.4113
ST3GAL6	-3.2595
SLAMF8	3.25316666666667
ATN1	0.318333333333333
GPR141	0.435
KRT36	0.0585
TPH1	0.5905
DDX52	0.49975
ZSCAN29	1.0425
TRPT1	-0.1045
DPEP3	0.484
DENND4A	-1.350625
TSPAN16	-1.0345
PTCHD2	-0.7275
LOC145814	0.20825
CAP1	0.232
EIF5A2	0.0723
NT5DC3	-0.4135
SEPT9	-0.976625
SEZ6L2	0.59525
EGFLAM	3.19425
VPS11	0.35375
NDUFB5	0.438
CIDEA	0.559
IER5L	0.81975
N6AMT1	0.695
FAM83C	-0.545
OXR1	0.465333333333333
IRX1	0.062
DGKB	-0.3495
GCN5L2	-1.14525
MIR16	0.962125
FBXW9	-0.56425
WDR4	-1.59133333333333
PDC	-0.345
VPS33B	-0.90725
HEXB	-0.7175
FLJ32214	0.3865
TCEB3	-0.41625
CRLF1	-1.45725
ABI3BP	0.15975
C8orf22	-4.006
PYCR1	-0.7335
KIAA1706	1.83725
CDK5R2	0.5255
WAS	0.058
C12orf60	0.80225
CCBL2	0.2165
MADD	-0.403
C5orf34	-1.29475
WDR42A	0.4363
KLF12	-0.594375
HSPA1A	3.0375
ITM2C	-1.71016666666667
DAPK2	2.5805
LOC442590	0.4295
SUMF2	-0.372375
CENPA	-1.42930769230769
TMED5	-0.834375
CDH6	-1.204
BRP44	2.70775
THG1L	-0.23275
GABRA2	-3.20375
C14orf166	0.13975
MYL1	-1.5155
TNFSF18	0.066
PAP2D	-1.69033333333333
PPIB	-0.27625
KLHL4	-0.876
SFN	0.256333333333333
CCDC127	0.5455
FRAP1	-0.2425
GOLGA5	1.2655
SDCCAG1	-0.153
MGC21675	0.530166666666667
C10orf95	-0.33075
KIAA1345	-0.691666666666667
C1orf163	-0.8815
LACE1	0.3855
OR10K2	-0.5845
CENPN	-2.33932
TMED2	0.3225
UGT1A6	-0.6645
ANG	0.126
U2AF1	-0.186166666666667
CASC2	0.9485
NMT2	-0.590833333333333
OSGEPL1	0.13675
DFNB31	-0.842
SLC6A20	0.172
DKC1	-0.7425
FXYD4	-1.156
WDR64	0.56475
MGC5590	0.4125
CREBZF	-0.660333333333333
DAZ1	-0.7615
PRPSAP1	-0.328
GCHFR	-1.564
TTC7A	0.052875
LOC196993	1.339
UBD	2.3505
S100A1	0.697375
RPL6	0.146
DNAJB6	0.73745
NAGS	1.5508
C2orf58	0.095
KERA	1.096
MT1X	-0.4643
UBE2B	0.6011
KEAP1	0.1315
MST1	-2.953875
OMA1	1.178
ABLIM2	1.80325
BCL2L13	-0.468833333333333
JAZF1	-0.1955
TMEM63B	1.5385
S100A8	0.521
ARFIP2	-0.08
UROS	-0.3015
KHDRBS2	-1.39
POLQ	-1.574875
SOAT1	-0.9815
SPAG4	-0.91475
MRPS30	0.761
LOC494141	0.21125
OR2T11	0.349
ORAOV1	1.2689
ZNF184	-0.302666666666667
TCEB3B	0.0858333333333333
ADAM21	1.962
GDPD1	0.01525
SPINLW1	0.16625
PRR14	0.695333333333333
KCTD9	-0.7737
NUDT3	0.6375
KIAA1822	0.5052
HIST1H4K	1.5775
DFNA5	-2.64325
GABPA	-0.0675
C14orf44	0.619
POLB	1.2335
PTAR1	-0.71275
SEC31A	1.0307
TRIM58	1.7565
TAS2R14	-0.702
VPS8	0.520375
H1F0	0.141
PRKCB1	-3.49483333333333
UGT2A1	0.62
TOR1B	0.317
LSS	-1.6
C2orf19	-1.194
HNRNPC	0.840428571428571
TMEM100	-1.4635
LOC116349	-0.89625
OR51M1	0.1615
CCDC142	-0.0985
ISG15	4.2105625
ZCCHC14	-0.31175
CREBL2	1.016625
TGDS	-1.81125
DC2	-0.24525
CACNA2D3	-0.811357142857143
ZNF429	-0.823625
LYPD6	1.785
SUCLG1	-0.389666666666667
OR51I1	-1.088
MAGEH1	1.83975
PRPF40A	0.151
SMR3A	0.5345
SPINK2	-1.97525
THAP2	0.7985
NPY5R	0.037375
IRF4	-2.418
SPESP1	3.148
OR10S1	0.8735
DTD1	-0.366
TUBE1	-0.32025
DDX19A	-1.2995
PDPN	-0.795625
TMEM34	0.731083333333333
MGAM	1.26375
COL3A1	5.818
GFM2	-0.5064
OR5A2	-0.0905
PSG9	-0.9725
ARHGEF11	0.380666666666667
IVNS1ABP	-0.520875
SIGIRR	0.976
DUSP19	0.38475
DNAJC14	0.352
ACSS1	-0.708
IL1RAPL2	0.4935
C4orf30	-1.607
SEPT4	2.06425
LANCL3	-1.4835
SPAG17	5.18266666666667
PRDX3	0.325
HNF1A	-0.872125
P4HA2	0.604625
RFWD3	-1.2965
MOV10	-0.025
DNAJA5	0.401857142857143
LOC729440	0.015
LOC200383	1.064875
SMC2	-1.862
MIXL1	-1.32283333333333
TMEM9	0.32225
FAM86A	1.991
ZNF174	1.1797
MYH14	-0.646
CCR8	0.49
VPS37C	1.23966666666667
GPATCH1	0.5305
B3GNT8	2.637
TBX4	-0.24
CNR2	0.345333333333333
PCDH1	1.09175
C5orf29	3.363875
OCIAD2	1.8845
PLCG2	0.8175
KIAA0247	1.863375
HRH3	0.114625
CAPN13	3.587125
CCR1	-0.0555999999999999
MGC15523	-0.479555555555556
UVRAG	2.03483333333333
DNAJA2	-0.0101666666666667
ITGA2B	-1.02483333333333
CLDN5	3.23825
PTPRN2	-2.08214285714286
ZNF512	-0.808166666666667
PSAP	0.0824999999999999
CCDC140	-2.134
LRRC55	0.63675
CYP26C1	0.1025
C8orf47	-1.18425
LYN	-0.3935
DUSP6	-0.769833333333333
TGFB3	3.17593333333333
ELK1	-0.2722
PCDH11Y	-0.732166666666667
HGD	2.538
C17orf58	0.24925
MYO3A	-0.684
SERPINE2	-4.41466666666667
AARSD1	-0.353125
C14orf73	-1.472
ADAM33	0.103
ZNF491	0.2205
MAPK6	-0.464166666666667
TCN1	1.741
SLC24A6	0.5845
UBE2R2	0.48675
H1FNT	-0.01525
TATDN2	0.260666666666667
LILRB1	1.54425
P2RY5	0.6365
NUCB2	0.71825
C2orf37	1.19675
SNX27	1.20383333333333
MTA3	0.6895
FOXO4	0.381875
ID4	1.0885
SOX5	-2.14983333333333
PXMP3	0.230375
OR52M1	0.2565
SFT2D3	-0.189375
INA	-3.25466666666667
MCOLN1	0.494
NFIX	-0.042
CLEC14A	5.37783333333333
HIBCH	-0.445666666666667
PLA2G5	1.64725
TIMM10	0.142166666666667
MED17	-0.0976
COL4A4	-1.6875
TPP1	0.294166666666667
GJA3	-2.021
TMPRSS5	-1.4745
AADACL3	0.7245
DNMBP	-0.49325
ENPP5	4.41016666666667
NQO1	-0.6915
ZSCAN2	-1.04975
SEC24C	-0.180333333333333
GTF2A1L	-0.538
AXIN2	-0.0999
FAM33A	-1.32683333333333
C16orf13	0.568875
SPNS2	0.6745
TAF1	-0.7245
AP1G2	-0.449333333333333
RBM42	-0.0486666666666667
HCN2	-0.0931666666666667
EFHB	-1.35533333333333
RUSC1	0.457333333333333
GRIK5	-0.0845
USP21	-0.278
ATAD3C	0.96025
ORMDL2	0.90325
PRSS7	-3.872
PSAT1	-5.28375
FLJ13195	-1.108
TBC1D1	0.469666666666667
IFNG	1.10725
OTOS	0.3955
ZNF773	0.989833333333333
EMD	-1.13525
RETN	2.727
CCL8	4.997
APH1A	0.445
COX18	-0.0425
GTF2IRD2	-0.02125
CCDC82	-1.98658333333333
PAFAH2	0.3626
NPEPL1	-0.5565
RP11-114G1.1	1.3615
TP53INP1	0.64975
ZNF300	-2.37616666666667
FOXL2	-3.58625
LARP2	0.735333333333333
LATS1	-0.1585
HTR6	-0.2615
SPOCK2	0.137333333333333
RNF144B	2.881
HTATIP2	-0.173375
MGC10334	0.13475
CENTA2	2.0005
FGF2	-2.11275
FXYD7	0.3785
PHYHIPL	-2.738875
GPR34	3.29175
DDX6	-0.4
OR10W1	-0.0035
LHFPL1	-1.72
ZNF313	0.0106428571428572
VPS28	0.70175
AP3M1	-0.3669
AKR1CL2	-0.37975
TRAF4	0.069375
OR2B11	0.7535
C19orf12	0.174333333333333
AKAP9	0.660666666666667
C1orf62	0.83375
SLC20A1	-0.312
FAM112A	-0.11
LDB2	0.8315
MRPS23	-0.21325
KLK5	2.543375
SPTB	-0.491
EFEMP2	0.68175
EFNB2	1.040625
PCM1	-0.576428571428571
NMNAT3	3.545625
TSG101	0.6265
C8orf40	0.1655
NOB1	-2.0945
ABHD3	-0.06575
GTF3C4	-0.11225
PIGN	1.0845
GALNTL1	1.007
AEBP1	2.0695
OR9Q1	0.8085
ANKRD2	0.596
CCL28	-0.58
TRIM38	0.850166666666667
TMCC1	1.06091666666667
SMG5	0.453
LRRC7	-1.031
NCAPD2	-1.89666666666667
C6orf153	-0.211
C1orf74	0.5545
OTUD6A	0.2215
DCP2	-0.298666666666667
TMEM24	0.5315
RPL18	0.0896666666666667
TMEM177	-0.23725
LRRC37A3	0.561
C1D	-1.12016666666667
LDHC	-0.3765
UBE4B	0.119666666666667
NIT1	0.772
BTN3A3	0.771875
RASD1	-0.89975
COMMD3	1.09875
SHFM1	0.35475
BIRC8	0.049
DUT	-0.239
C12orf51	0.5295
LRRC59	-0.198166666666667
LY6H	0.509
WDR22	0.505166666666667
EDEM1	-0.3175
ADH1A	2.149
PANX2	-0.1483
CYP11B1	0.88575
CDC73	0.487
GPR172A	0.1425
GSTM3	1.37261538461538
KCNA5	-0.0265
SERAC1	0.845166666666667
NFATC2	-0.0225
ANAPC5	-0.7301
C15orf24	-0.00175
NFATC2IP	-0.293583333333333
TNRC6C	0.150166666666667
MGC102966	-0.384125
FGD5	0.284833333333333
MED9	-0.37275
RAB13	0.804666666666667
C15orf49	0.008
CRYGS	0.2211
C12orf53	-1.0371
LOC283693	-0.4425
COX6B2	0.747
PHF14	0.346625
FAM3A	-0.858125
RPL13	-0.9484
PRDX2	-0.332
FLJ34047	-2.2075
PRMT3	-0.52525
KCTD19	-1.694
TRIM10	-0.570666666666667
MGC26597	1.11833333333333
GCNT4	0.18775
GPRASP1	-0.04525
CDKN1C	0.707333333333333
RHBDL2	2.1358
HSPH1	0.25875
AQP1	2.860375
COL17A1	2.0376
GFAP	0.233375
CDC16	-0.959
KIAA1614	-0.000499999999999997
C6orf118	-0.663666666666667
ZSWIM5	-0.086
FAM83F	3.0415
LYNX1	0.58225
SYNPR	-1.08025
XG	3.83316666666667
PRSS16	-0.82575
KIF13B	-0.127928571428571
PCDH9	-2.77771428571429
HIST1H2AH	1.6365
RBM18	0.02175
ZNF626	0.056625
HEXIM2	0.6225
ITFG1	-0.7895
TUBG2	-0.987
SFRS7	-0.1705
C9orf14	0.365
EXTL1	-0.24925
GBP3	3.59366666666667
WDR5	-0.971
RARG	0.100666666666667
MYO7A	0.218
CECR6	-0.974
C13orf3	-2.15225
SFRS18	-0.457875
ACVR1B	-0.00483333333333334
PSMD1	-0.000599999999999995
C7orf31	0.0581666666666667
ILVBL	-0.66625
IFNGR1	1.33125
RNF186	-0.0185
NOL9	-0.7735
MAGEL2	0.90425
SLC29A2	-0.29125
NHSL1	-1.2825
RBMX	-0.5575
PSORS1C2	0.444375
RAD51L3	-0.2735
LCN6	1.9375
ORAI2	-0.668625
BRUNOL6	0.0496
OR4K5	0.084
CDC123	-0.914
MSLN	-2.313
WWTR1	0.3095
ZNF700	-0.853166666666667
COBL	0.37925
PPP1R16B	-0.274875
GAS7	-0.0644
MDN1	-1.426375
HAAO	-0.1455
C9orf68	1.75725
TNFAIP2	2.083125
FOXN1	-0.1585
hCG_2033311	-0.184166666666667
ATP6V0D2	-0.0585
RPL41	0.403875
SLC38A1	1.991375
ARHGAP6	-1.22658333333333
ADAD2	-0.40075
PHF20L1	-0.2060625
MCM3AP	-0.139
ST3GAL3	-0.6635
SNX1	-0.264833333333333
ELF5	-0.03025
PARP3	0.00275
RBM8A	0.5960625
LINGO4	0.4185
ITGA9	0.360666666666667
ZFR	-0.0455
ACSL6	0.818375
FLJ20699	-0.8739
DAOA	-0.3005
FABP4	3.9335
KCNB1	-0.53325
CANX	-0.315
SLC25A28	0.643333333333333
ADIPOR2	1.012625
ECHDC2	1.448625
SMA4	1.53675
FRZB	3.2155
PABPC1	-1.09833333333333
DMRTB1	-0.2345
APOBEC3G	0.05625
CATSPER2	-0.932333333333333
CUEDC1	0.667666666666667
STARD9	-1.32075
CLDN8	3.914125
LOC23117	-0.470227272727273
E2F6	-0.387055555555556
TMEM126B	-0.592166666666667
DPY19L4	-0.37225
GIMAP5	2.982
NDUFA9	-0.399166666666667
FAM77C	3.898
CTPS2	0.37975
LOC51035	0.369375
WDSOF1	-0.86525
EGLN3	0.4205
PITX3	0.561166666666667
OR52E8	0.169
GRM4	0.355
KLK1	-2.21016666666667
GPM6B	-1.831375
RRAGD	-1.736
PAGE5	-2.616
UCHL5	-0.687333333333333
ULK3	-0.958
AIM2	1.32366666666667
PNO1	-0.449166666666667
OR2F2	0.0775
GNAT2	-1.647
SIX1	-1.0105
ST13	-0.88925
ZBTB44	0.21575
TIMP2	0.40625
ZMAT4	0.9745
GTF2IRD1	0.194
ZNF19	0.1385
ZNF714	-1.242
RSC1A1	0.1565
C9orf80	0.45975
PSMA8	0.486333333333333
TMEM141	0.8985
COX4I1	-0.870785714285714
CTAGE1	-0.284333333333333
DTWD1	-0.18725
HSD11B1	0.33125
KRT6B	4.565125
ARID4B	1.31675
LHFPL3	0.2485
WWP2	-0.491666666666667
ZNF326	0.0808333333333334
RGPD1	-0.5995
CTSH	0.2365
FASTKD1	-1.11375
PAF1	0.5664
TTC9C	0.09925
IFT57	0.0802
PRSS36	-1.097
IL20RB	-0.2505
ZNF592	0.0533333333333333
DCTD	-0.4531
CFP	0.761
MFNG	-1.219
JMJD2B	1.3345
ALDH3B1	-1.111
THSD4	1.68333333333333
KCNJ5	1.66983333333333
LMNA	0.7335
TBCD	-0.69025
ZNF250	0.933333333333333
CASQ2	2.17766666666667
PEG10	-3.28675
PRAME	-0.0285333333333333
NP	-0.533125
TRIM59	-0.486833333333333
ZNF12	-0.129875
XTP3TPA	-0.552
SIGLEC7	-0.4251
PANK4	-0.29725
FAM70A	-3.571
SNED1	-0.231
HIP1	0.3683
RAET1E	-0.837666666666667
AMAC1L2	0.244
AHNAK2	-0.472916666666667
TOE1	-0.713333333333333
RECQL4	-1.28225
SPRYD3	0.8
DPAGT1	-0.837
MAGED2	2.7601
ANKRD55	0.664
TRPS1	4.59383333333333
DOK7	1.7585
TFPI2	-1.675
GTF2H3	-0.326666666666667
CYP4F11	1.428875
LHX2	-3.54983333333333
ATG16L1	0.768333333333333
ASB12	0.494
C1orf116	4.271125
NF2	-0.94495
POM121	-1.1412
PHYHD1	1.0811
TXNDC17	-0.150833333333333
DKFZp779O175	-0.18475
NUP62	0.204071428571429
MYO18B	-1.399
PRAMEF1	-0.246
TCBA1	0.478
TMEM168	0.371
FJX1	1.03816666666667
CLCF1	-0.03675
SEPN1	-0.290375
