Hybridization REF	TCGA-BH-A0B5-11A-23R-A12P-07
OR2Z1	0.1415
OBP2B	0.377333333333333
TCN2	1.69716666666667
CDA	-0.473
TMEM88	2.83783333333333
ZFY	-2.3255
SLC25A41	-2.13475
CHRNG	1.21533333333333
TAS2R50	0.495
DEFB129	0.8425
CYFIP2	-1.9837
TEX11	-1.96475
SPATA8	0.0918333333333333
MAP3K11	0.547166666666667
CEBPE	2.0865
OLIG2	-1.60433333333333
DNAI2	0.7535
C14orf106	0.7735
APRT	-0.3245
AMIGO2	-1.88375
TMEM26	-0.694833333333333
RALBP1	0.41525
TSPYL6	-0.4332
EVPL	-0.305666666666667
PVRL4	-1.04933333333333
C2orf30	-0.3115
ITIH4	-0.3825
ADARB2	0.530833333333333
C1orf104	1.50075
PIM2	-2.47316666666667
REGL	0.1395
SLC17A5	-0.8585
PIPOX	-1.28
INSIG1	-0.776666666666667
SYNGR1	-0.692583333333333
TEX15	-2.17483333333333
REPIN1	-1.2945
PDE4A	0.6942
CAPZB	-0.21025
YPEL3	1.86
C14orf100	0.4225
GINS2	-4.573
C18orf21	0.587333333333333
CYP1B1	0.380625
VISA	-0.0256
XYLT1	-0.9945
ZNF440	-0.746625
BRWD1	0.2325
GOLPH3L	0.386375
C11orf77	-0.501
ZBTB17	0.27775
SLC19A2	0.85475
C6orf134	-0.5545
C9	-0.82625
ART5	-0.166375
ARTN	0.854
TMTC2	0.25925
GNRH2	0.993
STEAP1	1.7649
RPL39L	-1.11166666666667
FLJ10292	-1.39466666666667
RLF	-0.53075
NAT14	-1.59575
RRN3	0.35975
C11orf16	0.6372
C3orf14	-2.7625
TEX264	0.6965
C22orf28	-0.474125
C20orf175	0.61275
XPNPEP2	1.40066666666667
PDE6A	-0.69075
SPIB	0.674375
TBCB	0.0945
SLC5A11	-1.4865
ADRA2C	-0.704833333333333
DHCR24	0.0456666666666667
MEF2D	0.497875
C6orf114	-0.47175
ZPLD1	0.0825
MYO1B	-0.505833333333333
VAMP8	-0.308625
ANKRA2	0.133416666666667
C11orf42	0.5605
TAS2R60	-0.1145
PANX1	-0.8485
C12orf42	-0.729166666666666
RCBTB1	-0.057
FGL2	5.933
CEP70	-0.70025
WASL	-0.247
SEPT14	1.242
DCHS2	-0.36175
CYBA	-1.28725
ARHGAP11A	-4.69733333333333
MPZL2	-2.07216666666667
KIAA1881	4.558
ANXA1	1.5586
AFF1	1.95225
FRMD3	1.029
SUSD5	1.78275
C9orf32	-0.89125
RASSF7	-1.39425
KIR2DL2	1.9455
SENP1	-1.07416666666667
C20orf195	-0.20275
C3orf44	-0.09975
KRTAP9-3	0.353
ZFP28	0.6185
PLCB2	0.8113
TXNDC15	-0.10975
CALR3	-0.45425
HLTF	-1.33221428571429
C17orf67	-0.81925
NDUFA6	0.633875
PKP1	-1.1265
HMG20B	-0.60675
GPR180	1.4372
BAI3	2.01575
NOSIP	0.4146
TRIM23	1.33175
ARL1	-0.0212142857142857
CDK5RAP2	-1.00575
SSH2	-0.3815
KCTD15	-0.88
FTHL17	0.6895
AK3	0.845166666666667
RAB3C	0.483
PAX4	1.3605
KDELC2	-0.2525
BIK	-2.84316666666667
KIAA1553	-2.37625
CEP135	-1.2385
NANOG	-4.02916666666667
TRIM22	2.282
CDH13	-0.288833333333333
B4GALNT4	-2.5285
MDGA2	-3.25
SAMD3	1.24583333333333
OR1E1	0.1335
TAS2R10	-0.8145
FASN	3.30975
GPR116	4.9479
ZNF219	0.592
CD33	-1.556625
RAB3GAP1	0.39125
H1FOO	0.1525
NXPH3	0.5345
CROCC	-0.386833333333333
GPX7	-0.351875
BASP1	-2.4015
STAM	-0.17575
TBK1	-0.462
STX2	-0.191833333333333
RPL29	0.738
NR1H3	2.70975
MPPE1	0.43725
PHACTR3	1.3165
SLC44A2	1.128375
C10orf109	-0.15925
CLCN6	1.17475
C16orf59	-4.1
SQSTM1	0.958333333333333
AADAC	5.0625
LRRC8C	1.216
BIN3	-0.1283
HPS6	-0.12225
MAN2A2	1.505
GABPB2	-1.47275
KCND1	-0.22825
PTPN11	0.627857142857143
ZNF274	-0.1995
ATF3	1.09741666666667
C7orf26	0.04575
C1QL3	-0.022
WDR54	-2.33
FLJ40869	-2.22016666666667
ZNF397	0.910875
MLL	0.2775
TTLL6	-0.224142857142857
ANKRD15	1.16733333333333
KIAA1958	-1.0275
C1orf218	-0.627125
ZDHHC16	-0.28325
DDX47	-0.77575
EVI5L	-0.238
GDF6	-4.184
TAPBPL	0.778
BTG1	3.0158
DPP4	1.43475
KLHL23	-1.23925
APOC3	-3.54025
BTBD12	-1.52483333333333
CNOT4	0.1403125
HIST1H3I	-0.140833333333333
OR5H1	0.49875
APEH	-0.873
TRY1	0.033
SLC26A8	1.0035
KCNA2	0.731333333333333
TMEM159	1.543
C6orf81	-0.130833333333333
PCYT1A	0.385666666666667
C6orf157	0.17125
BRMS1	-0.0625
CHST1	0.360833333333333
LGALS1	1.575875
TAF1B	-0.6615
FLJ40504	-5.56175
GPR173	1.104
COL15A1	2.54525
CASP10	-0.073
PCMT1	-0.327928571428571
HDAC5	1.5651
LOC641367	0.01175
EVC2	1.68725
SGPL1	1.97783333333333
GON4L	-0.206785714285714
AFG3L2	0.183333333333333
C5orf15	-0.740333333333333
UBXD1	1.569
LILRB4	0.842666666666667
GSTA4	1.55866666666667
ADIG	0.745
GRIPAP1	0.504
HIST1H3B	-1.09316666666667
BTRC	0.380833333333333
USP49	-2.134
IQCH	-1.8255
ACBD6	-0.59625
YEATS2	-1.90275
CABP5	-0.17075
TRIM3	-0.39075
HNRPM	-0.81725
FGG	-4.99677777777778
C18orf16	0.41075
CLEC2B	1.2925
PQBP1	-0.4945
JTB	-0.473833333333333
REST	-0.364
SLC8A3	-0.102666666666667
TMEM16H	0.2085
MRPL47	-0.8935
EVI1	2.2466
MUC1	-2.335875
TEAD3	-0.275875
STOML1	0.324375
USP24	-0.0663
PNMA5	-0.7335
MAEL	-0.056
LBP	0.6974
HSD17B4	1.025
SEC31B	-1.02175
IDH2	-0.4371
SFRS16	-0.4315
AICDA	0.7815
RNF180	-0.13925
C1orf56	-0.014
FLJ10324	0.6345
GPR148	-0.3625
MEF2A	1.20016666666667
ASF1B	-2.71233333333333
HTN3	-0.52225
RNF215	-0.00374999999999998
SLC4A3	-1.83483333333333
ADAMTS9	1.6171
C9orf66	1.98266666666667
FOXD3	0.7125
GSDM1	0.63225
IFITM5	2.55
PODXL2	-2.04266666666667
C1orf176	-0.62925
RPS3	0.3695
hCG_2004593	1.178875
COL21A1	0.34975
NTNG2	0.200666666666667
RAI14	-2.20833333333333
P76	0.391
LRFN3	0.112375
FAM14B	0.0345
FKBP14	-1.9795
TNNI3	-1.5285
HOXB3	0.95
SGCB	0.96125
PPAPDC3	1.739
FRAT1	0.739833333333333
MORN1	0.618166666666667
ARHGEF2	0.42525
BNIP2	0.29675
DHX30	-0.37275
EEFSEC	0.0115
FGF20	0.116
FLJ38973	0.330214285714286
PLCH2	-0.445416666666667
CCNG2	2.142625
PSPN	0.657
WDR88	-0.6565
HOXB13	-2.031125
MTMR8	-1.1305
SPAM1	0.0735
PPP2R1B	-0.017125
TANC1	0.331625
CNN3	0.9942
CHGA	-0.885125
C9orf128	0.0545
CACNA1B	1.58133333333333
MMAB	-0.0864
RHOA	0.746416666666667
RAPGEFL1	-1.5545
SLC1A5	0.323
CALCA	-0.292875
SYCP1	1.00875
CXCL11	0.226
GFI1B	-1.151
PSCD1	-2.15233333333333
C11orf58	1.269
MGC45438	3.3415
NUDT18	0.696
ASB3	-0.587666666666667
ZP1	0.2105
LPPR2	-0.2217
ZNF527	0.624333333333333
ZNF771	0.201375
TTBK2	0.422625
TRIM55	-0.6905
GJB3	-0.930333333333333
PRSS35	0.741
SCRG1	0.837
ZDHHC24	-0.046
DUSP26	-0.31025
C1orf51	0.49025
DNAJC3	-0.406333333333333
LITAF	0.869125
ZNF410	0.0475
AFP	-4.7225
ZW10	-1.1655
PHOX2B	0.881
VILL	0.5575
ELOVL7	-0.901
LOC644186	0.032
PPP3CC	0.85975
CHST13	-2.14475
WDR40B	0.450909090909091
MEA1	-0.24025
HILS1	-1.90775
DLX6	-2.51066666666667
NKG7	1.90666666666667
EMP1	2.37075
ACTR6	0.069
CHCHD7	0.399071428571428
COG2	-0.124
TCEA2	0.5105
TARS	-1.579
FLJ20294	0.073
ZNF92	-0.871
TRAPPC2L	0.2275
ARHGAP28	-0.087875
CCDC109B	-0.26875
LGTN	0.305666666666667
INGX	0.482166666666667
LOC124446	0.859
RPS2	-0.95425
C17orf75	-1.31133333333333
NBPF1	-0.96
SLC2A8	0.4185
SNRPE	-1.4115
CARD6	1.509
IL13RA2	1.00475
CUEDC2	0.228625
C4orf19	0.686
AOC3	5.14525
MTHFD2	-2.65816666666667
OR5M9	0.875
C4orf38	1.164
SS18L2	-0.1225
OAS3	-0.671333333333333
LARGE	-0.27575
LRIG3	1.89383333333333
LIMA1	1.539
STARD3	0.0911666666666667
VPS39	0.915
CTAGE6	-0.7035
ODAM	-2.44
MORF4L2	-1.076625
GSTO2	-1.786
MTFMT	-0.5955
PRKAB2	-0.8865
ZNF76	-0.0318333333333333
HSPB2	5.28
CRB2	-0.32425
KLRK1	-1.844
LYST	1.48625
UBE2M	-0.455
SLC16A9	-3.442
ZNF281	-1.2095
ST8SIA1	-0.459625
C9orf105	-0.667
ANKRD46	1.2925
FAM108A3	1.134
C20orf91	1.1205
ZYX	-0.444833333333333
RSPH1	-1.319
ZSCAN5	-1.4985
RIMS3	-0.197
KRT76	0.2655
CEACAM4	1.05116666666667
SIRPB1	0.730625
CFHR4	-0.3755
SOX3	-0.0555
GATAD1	-0.06025
C21orf57	-0.00924999999999999
TMC8	-0.637
AVIL	0.213166666666667
LMOD1	4.29675
HIGD1A	0.24175
NEU3	0.0131666666666667
DES	2.406125
BZW1	-0.6054
ZNF221	0.195
CCDC27	0.17
GDAP1	-1.04925
RBBP4	-0.258
MGC40499	-0.5045
PHKA1	-1.24025
PRKAR1A	0.575055555555556
HSD3B1	-0.67175
RAD52	-1.01583333333333
CD207	0.398
LOC389791	0.00799999999999995
RSPO1	0.340166666666667
TMEPAI	1.33475
MFSD2	-1.537
ETV4	-2.89425
SCGN	0.081
LOC391356	-0.1975
MPP1	-0.706875
STARD3NL	-0.04075
TFAP2D	0.002
CD2AP	-0.255125
CCL20	-4.77233333333333
CCDC86	-1.242
ZFP30	-1.0065
CTBP1	0.3325
MAK10	-0.4985
STXBP5	-0.9795
LOR	0.1112
MAP6D1	-0.918625
ARMC7	0.1315
TMEM150	1.2084
NSL1	-0.69225
KIF5A	-0.562125
ASCC2	0.762166666666667
PSENEN	-0.474
OPTC	-0.11
FCRL2	-1.66266666666667
KBTBD11	-0.385375
PCK1	4.33875
CENTD3	0.40875
MEGF8	0.127625
ALPPL2	0.20425
OBFC2B	-0.273
ZFYVE20	0.44525
GALC	0.7285
CTRB2	0.91025
C20orf71	0.239833333333333
TBKBP1	1.16333333333333
CAMLG	0.975875
TREML4	0.051
RSAD1	-0.2445
TUBA3D	-1.0987
KIAA1833	0.00357142857142856
PNPLA1	-1.9905
LRRC34	0.3315
CDH26	-0.419833333333333
ZNF167	0.666166666666667
ZBTB26	-0.7791
VWF	4.4438
VTN	-0.947333333333333
BAD	0.5825
PDS5B	-0.0749166666666667
ZNF644	-0.0780833333333334
SH3GLB2	-0.59925
SMPDL3A	0.3938
NRG2	2.2255
IL15	1.01283333333333
GABARAPL1	2.59533333333333
LAT2	-0.6496
SLCO1A2	-1.5185
LIG4	-0.616166666666667
GSDMDC1	-0.06625
BMP4	-0.104875
METT10D	-0.423375
SYCE1	2.639
SPANXD	-5.03025
SLC12A9	-0.499166666666667
MC1R	-3.555
RNF168	-0.0725
TRIM69	0.859
GALNT7	-2.39583333333333
ISG20L2	-1.2635
KIAA2026	0.405
TNFAIP8L1	-0.713
DPY19L2	0.06825
C12orf63	0.536
PRDX5	0.36725
MED6	-0.734625
TXNDC5	-0.625375
CD46	0.427833333333333
CCK	-0.4365
C17orf48	1.36225
ANUBL1	0.898
SIT1	-0.984833333333333
TYSND1	0.433666666666667
DEF6	-2.2105
GLT8D4	0.91875
UTP14A	-0.261125
RPH3AL	2.566
NXF1	-0.115666666666667
TRERF1	0.381333333333333
TUBB3	-1.312375
SLC24A2	-0.254
SEC22B	0.804583333333333
ZNF653	0.08825
GGTL3	-1.34358333333333
CDKL2	0.2
CTF8	8.33333333333299e-05
EPC1	0.824333333333333
CYP4A11	0.937333333333333
THRSP	5.8315
LELP1	1.114
TES	-0.495375
C17orf87	0.547
FERD3L	0.5755
SH3TC1	-0.169
RAB36	-1.0395
CRYGB	-1.428
GRIA3	0.6374
BHLHB9	0.55825
C1QTNF9	4.94425
GOPC	0.357875
PNPLA8	1.0265
ZNF444	-0.77375
FMO1	3.61025
POLR3C	0.146
SLC35F3	-2.86175
SGCG	3.32333333333333
DCDC2	-6.2385
NANP	-0.72625
MGC23270	-0.286
BEX4	0.460916666666667
HYDIN	0.0627777777777778
RPS6KB2	-1.57125
ADRM1	-0.577833333333333
BAT3	0.173
RAB31	-0.5043125
SCGB2A1	0.003875
SLC6A14	-4.00575
DDX4	-0.9815
PRRC1	-0.553833333333333
AP3B2	-0.4095
TRGV7	-0.354833333333333
TMEM184B	-0.2735
ADPRHL1	0.206833333333333
C21orf45	-0.828
ARNTL	2.5865
AADAT	-0.46825
CCL2	0.726333333333333
SNTB2	0.815166666666667
RGS9BP	-1.742
KPNA1	0.00600000000000002
TMEM41B	-1.2165
S100A11	-0.593416666666667
DOT1L	-1.5165
EFHC2	-1.1635
CLTC	-1.09283333333333
SRP9	0.343785714285714
ZNF521	1.48225
FAM26F	-2.22575
GPR88	2.917
COL13A1	-2.19966666666667
CHMP4B	-0.8239
SIGLEC6	-0.023
NFAM1	0.653125
PVRL2	-1.0432
ALKBH4	-0.01775
CCDC93	0.0950625
NXT1	-0.9915
KCNK4	0.8155
TROAP	-2.4005
KCNA10	-0.35675
CCDC114	0.1935
RAN	-1.06266666666667
LMTK2	-0.094
LOC400657	0.053
UFC1	0.45125
UBE1DC1	-1.395
EEF1A1	0.498
CHAC1	-0.7775
HMGA2	-5.5938
B3GALTL	0.46425
ING2	0.27225
C1orf109	-0.39675
INTS3	0.464125
ZNF558	0.19375
TRPM4	-0.307333333333333
LTB4R	-0.29
ISYNA1	-1.35225
LSM7	-0.5975
LRRC47	-0.2395
ZNF179	-0.384333333333333
EXDL1	-0.0648333333333333
SLC4A10	-1.026125
ACSS2	2.7605
COPS7B	-0.6435
KIAA0040	1.33716666666667
C1orf95	-0.7395
AP1GBP1	-0.04525
OR9A2	0.7145
FAM71C	-0.330166666666667
RIN1	-1.84983333333333
ITGA4	-4.229875
DNAJC6	-1.2175
CLOCK	0.523666666666667
SLC35A4	0.722333333333333
DSG4	1.203
LOC26010	-0.049
NSUN2	-1.4225
TMEM86B	-1.1485
C14orf135	-0.66525
KIFC3	-0.394
PHF5A	0.2265
NCAPH	-3.660125
STK11IP	-0.87375
FLJ42953	1.105875
CCDC19	-1.04616666666667
ZNF329	-0.76825
TAX1BP1	-0.165833333333333
ZDHHC18	1.229
C10orf88	-0.24375
TMBIM4	1.5547
NMUR1	2.322
KIR2DS4	0.3515
C9orf90	-0.155375
MGC87631	1.7265
KDR	4.5469
ST3GAL2	-0.87775
RLN2	-1.39516666666667
HPD	-2.8665
MOXD1	-4.31283333333333
PDGFRL	3.4665
SMYD4	0.274785714285714
FAM103A1	-0.4395
MFAP4	2.00133333333333
LOC285141	1.667
TMEM45B	-4.184
SMCR7L	-0.160428571428571
GZMH	3.50125
CBLN1	0.303166666666667
CNNM1	-0.214
PHF17	0.637416666666667
NUP98	-0.112833333333333
RMI1	-1.94275
PTPRS	1.934875
ANKRD57	-0.459375
CLDN15	0.346833333333333
OR51A2	-0.097
GUCA2B	3.5775
DOCK9	2.168
ITGB1BP1	0.926166666666667
DLG2	-0.10525
BRAP	0.485
SESN3	1.1535
ZC3H7B	0.188
FAM101A	-0.542833333333333
FKSG24	-1.19025
ZYG11B	0.12525
RFC2	-1.48125
SH2D3A	-1.98716666666667
DVL3	-0.434166666666667
ADFP	1.942
KRIT1	-0.2245
SERTAD3	0.8455
LEFTY2	-3.09525
KRT27	1.0745
SCFD2	-0.33
MN1	-0.924
RORA	1.32625
PTPRD	-0.976
PIAS2	0.0881666666666667
CYP4X1	2.9795
FBXL15	0.34075
MYH15	-0.225333333333333
CRX	0.309666666666667
TBC1D13	0.4035
SLC22A17	0.3595
PLK2	-1.41083333333333
ARHGAP9	0.071
EIF1B	0.57375
C20orf185	-0.58725
DEFA7P	0.804
PRIM1	-2.42933333333333
CRYAA	-1.71775
BACE1	0.3275
AGTRL1	0.297
ACAD9	1.1085
GRASP	2.239
RBP4	3.12033333333333
TFB2M	-1.17225
METTL9	-0.3592
ATP5O	0.058
SP100	0.4208
CPSF1	-0.869
S100A4	0.634
LIME1	0.8795
GPR137C	-1.10775
OR2A2	1.276
C2orf29	-1.41825
NUP188	-1.0625
SDPR	4.52375
RAI1	-1.476125
RPS20	1.7681
LAMB1	0.32475
ADM2	-0.113
ZNF229	0.75175
DKFZp434K1815	-1.858875
EPN3	-3.14566666666667
CLIC3	-1.724
MEIG1	-1.42925
HMGB4	0.74
STARD10	-1.27625
KLF8	3.648
EPB41L2	1.37033333333333
JMJD6	-0.124625
CTSL1	0.509
GPR27	-1.0275
ELAVL4	2.080125
MMP21	0.8535
PPM1B	0.7425
SUV39H1	-0.622
AAMP	0.47075
TUSC4	-0.115
MBD6	-0.15
KLK13	-1.116125
FMNL3	0.752833333333333
TRIM13	0.403166666666667
C15orf5	-0.17275
IQCF1	-0.295875
CACNG8	0.2205
SLC35D3	0.425666666666667
ZDHHC9	0.3535
ODF3L1	0.4885
C9orf86	-0.7127
TSEN2	-1.6175
C17orf64	1.21475
SEPX1	1.7023
TSPO	2.19533333333333
SYMPK	-0.6615
ADORA1	1.998
TSPAN10	1.5655
SEMA6C	1.05616666666667
RTTN	-0.6591
IL2	0.389
ARRDC3	-0.343833333333333
TBPL1	-0.426833333333333
STX12	2.4415
MRPL39	0.0965
OR8H3	0.674
IFIT5	1.502
CASC5	-4.9355
FAM46A	-0.699666666666667
HPCAL1	0.658
CYLC1	-0.389
VGLL2	0.450142857142857
C20orf191	0.0165
CDH1	-5.2485
ITPA	-0.662
CCDC101	0.306
D15Wsu75e	0.75175
EDA	-0.22175
CREG1	0.534
OR7G2	0.197
SAP18	1.21533333333333
IFIT1	1.38725
CALML3	-1.12166666666667
FLJ37440	2.268
FNDC5	0.63025
SERPINB6	1.34321428571429
JUNB	2.115
SYS1	1.478
SCN2A	-0.368166666666667
ZKSCAN5	-0.9106
WNT7A	0.166166666666667
TSHZ3	1.977
RNF148	-0.533
H6PD	1.221875
CAD	-1.76033333333333
ZNF449	0.18375
DOCK10	-1.175
FAIM2	0.106333333333333
HEXDC	1.3275
PRB1	0.218
C14orf148	-1.1555
ETHE1	0.73175
IRF5	-0.4514
GNMT	0.1425
MGC16291	-1.695875
RPAIN	0.0135714285714286
CAGE1	1.503
CNTNAP3	-0.291625
ACTR1B	0.289
EEF1E1	-1.82575
MSX1	0.888375
ESF1	-0.7504
HSPC171	-0.09725
MRPL2	0.23
RDH12	-1.28916666666667
CELP	-0.1305
METRNL	-0.1585
C10orf116	4.38716666666667
C19orf48	-2.07875
ZNF346	-0.4865
NCR1	-1.0505
C10orf64	0.544
CD52	-0.29025
VPS18	4.096875
AP4S1	-0.0816666666666667
NPBWR1	1.9425
TPK1	1.24575
UBA52	0.317666666666667
RIPK1	0.921166666666667
CPNE3	0.6488
HSPC159	0.620625
C8orf38	-0.3505
LRRC4B	0.3895
PARP10	1.0391
ANKRD50	-0.490625
CXCL9	4.5495
FGF18	1.11145454545455
EIF2A	0.16825
SLC20A2	-0.2535
KIAA1549	-2.66916666666667
SPINT1	-1.5711
ZNF584	-0.369
CRBN	1.318
ABCF3	0.234833333333333
NCBP1	-1.541
PLA2G4F	0.746
PCDH10	-1.24575
TTC21A	-0.37175
C20orf144	1.0195
FGFR1OP2	0.102166666666667
SLC9A1	-0.6415
CHRND	0.066
FOXF1	-1.75375
KIAA1467	-1.66625
TPO	4.85183333333333
LTF	2.94614285714286
DNAJB9	0.3035
MRPS27	-0.35375
bA16L21.2.1	0.7055
WBP2	1.59283333333333
MRGPRX3	-1.7355
PRPF18	0.6625
C10orf58	3.35825
SMOC1	0.1808
ADAT3	0.512
TMEM138	-0.4525
TMEM131	-0.42075
TIMM8B	0.18075
MYH7	2.64783333333333
ST6GAL2	-1.536125
KIF1C	0.578
SUHW2	-1.3755
PAPSS1	0.85975
CABP2	0.5875
HOXA4	1.2205
ELF2	0.84925
SEMA3D	1.0759
MC5R	0.168
OGFR	0.5275
FLJ30092	-0.796333333333333
TGFA	-0.8789
MMP17	0.7095
KIF15	-5.23975
CHIA	3.43025
CATSPER3	0.771
CEACAM7	0.127333333333333
PADI2	-0.224875
HOXA9	3.2805
LNX2	-0.5885
TMEM144	0.8165
HIF1AN	0.409
METTL7A	1.6895
C6orf165	-0.602666666666667
KIAA1468	-0.043375
DSG3	-0.651
ZNF180	-0.365666666666667
EIF4E3	3.15575
SLC46A1	0.092125
DKK1	-2.88033333333333
ZNF205	1.278
LOC162073	0.355722222222222
COX7A1	4.73725
MAGEA1	-4.6115
NEDD8	-0.17325
KLHDC5	-0.986888888888889
C3orf19	0.854833333333333
MRPS2	-0.632
POLR3H	0.947357142857143
ABHD11	-0.6079
TMEM17	0.8635
PAIP2B	1.8552
MAT1A	-4.582
LGI3	0.419
THUMPD2	-0.19725
TKTL2	0.2885
XAGE3	0.365166666666667
CALM3	0.44525
C6orf136	-0.200166666666667
KCNC4	0.594666666666667
RGS9	-0.378333333333333
ACIN1	-0.294666666666667
SPATS1	0.15775
XKR8	-0.25275
FAM84A	-0.194916666666667
MS4A7	4.33472727272727
AGXT2L2	1.31725
OR1F1	0.284
SMAP1L	0.893833333333333
IPO11	0.882625
ZC3H11A	-0.172375
C1orf151	0.37625
RNASEH2A	-2.4865
CCR10	0.106
TXNDC11	0.87525
TMEM112	1.015
MAP1B	0.141428571428571
NVL	-1.1175
PKM2	-2.13475
ARC	-0.59075
NUP54	-0.141
PPFIBP2	1.09
STAT2	1.1315
PTAFR	1.70383333333333
ROBO2	-0.466125
RNF40	-0.338166666666667
CCDC135	-0.429333333333333
IFT81	-1.2593
MORF4	0.268
TM7SF3	-0.6525
OR10H3	-0.431
ABP1	0.621625
CHRD	0.77525
PLEKHA8	0.0578333333333335
NCALD	1.78966666666667
OR5AK2	0.9135
ACCN1	-0.5378
SLITRK1	-0.457333333333333
ARMET	-1.5365
C9orf52	-0.49325
REEP4	-0.364
MTSS1	1.375875
ADH1B	6.02683333333333
DLD	0.38175
CDK5	-1.7015
PPFIA1	0.03125
WFDC3	1.0125
DNAJB12	0.937785714285714
RANGRF	0.0195
MLANA	-4.31925
AMY2B	1.269
KIAA0319	-1.9
RPS7	0.17
JAK3	-0.0845
ARFGEF1	-0.12425
CXCL5	0.0649166666666666
TRAPPC4	-0.66825
CETN2	-0.41475
HSPC111	-1.34725
RHOBTB3	0.7242
PHLPP	0.9575
RGS10	-1.33625
TMEM58	0.057
CHERP	-0.96475
HSP90AB3P	-1.57566666666667
FSTL3	-0.395
PEX11A	2.946
OR5V1	0.94
FCN3	4.09425
PTPN3	0.80175
NPTX1	-5.007625
C21orf84	-1.18175
C11orf51	0.130375
ZBED2	-0.702
FLJ90757	-0.66175
NPY2R	1.45225
PLD3	0.24725
SYT17	2.16583333333333
SGSM2	-0.852
OR1A2	0.31975
FOXP1	1.047
SLC5A1	-0.501
POFUT1	-0.7078
EPHB6	-1.15716666666667
MYO1G	-2.046625
STAC	-0.6105
KLHL17	-0.236166666666667
RGMA	2.6386
TJP2	1.7595
FAM114A1	0.506666666666667
SERINC1	2.48425
SLC9A8	0.016
PEX19	2.002875
EDN2	-3.0465
PSMD7	-1.27411111111111
C3orf41	-1.0965
UQCR	0.34925
PPP1R3C	-0.7825
LRP4	-2.1695
TM2D1	0.759
TTC17	0.0598125
C4BPB	-4.102
CCL25	0.29275
ZNF253	-0.1355
CHRNA9	-4.30325
SOX11	-2.65125
HIVEP3	0.8695
CGN	-2.89191666666667
C3orf35	-0.553375
PKD2L1	0.599
SYVN1	-0.075625
PDE8B	2.94125
LOC439951	1.73175
LTC4S	3.194
MIF4GD	0.125333333333333
SMARCA2	2.0235625
TUBGCP6	0.331333333333333
CABLES1	0.22
C16orf77	0.4465
ZNF791	0.031
FUT5	-1.4945
ADH6	-2.2125
P4HB	-0.8095
CLDND2	2.7905
ALKBH8	-0.0445
PLAC4	-1.03875
F11R	-0.720071428571428
MGC35295	-0.185
PDZD4	-0.183
LOC389073	-0.2745
FAM80B	0.557666666666667
PSMB1	-0.204125
TXN	-1.80433333333333
VIPR1	1.2265
WBSCR18	0.5301
EXOSC6	-0.306666666666667
ACTA2	4.17216666666667
SP5	-1.67166666666667
ANKRD1	-3.61525
DDR1	-0.4037
ATP6V1D	-0.3275
PTGS1	-0.69575
RNF157	1.60075
DCC	1.5325
SPAG7	1.05
FBXO18	0.40025
UBE3C	-0.4718
HOXC6	0.791
LRP2BP	-0.180666666666667
MYST2	-0.05375
PDSS2	-0.3475
ATE1	-0.111
ARAF	0.0365
KLF10	-0.1165
PLA2G2E	0.42225
ASCL1	-0.936666666666667
TSNAXIP1	0.2005
FAM131B	-0.8055
IFNA10	1.76
NUP43	-1.164125
FAM44B	0.084625
L1TD1	-4.94633333333333
NMD3	-0.28375
C18orf54	-1.5438
PHOSPHO1	-0.37
RAG2	-2.771
EMILIN3	0.3505
METTL3	-0.55075
VPS13C	0.98625
REXO2	-0.651
ANXA4	-0.57875
CA1	-0.01225
DCP1B	0.0135
TULP3	-0.558833333333333
ATP2A2	-0.0382142857142857
ATIC	-1.10375
ADAM15	0.127583333333333
NPL	0.109333333333333
LGR4	0.68075
UEVLD	0.2695
GAB1	1.326
SNAI2	0.412333333333333
ZGPAT	0.0573
SNF1LK	0.97925
DLEU1	-2.67125
UBE2Q1	-0.171875
ZMYM6	0.1278125
JPH3	-2.007
FAM38A	0.766916666666667
PXK	1.04083333333333
DENND2D	1.9345
BAX	-0.45225
CP	-4.01945454545455
RPL37	0.6374
G6PC3	0.193
NCOA4	0.213833333333333
LRRC14	0.282
GORASP1	0.36875
FCHO2	1.431875
CYP24A1	-3.1517
FXYD3	-3.584875
SMARCAL1	-0.178
ABCB8	-0.479333333333333
CCDC44	-0.18775
PRDM7	-3.51325
USH1C	-1.47075
DNAH5	-0.458666666666667
SRF	-0.04075
MAL2	-0.448833333333333
PGPEP1	0.32175
SIN3B	-0.502
SEMA3C	-0.562666666666667
GRAMD3	0.7675
FBXO10	0.020125
OR5D13	0.066
FLJ31818	-0.015375
CACNA1I	0.661
S100A13	1.0385
TP63	0.0394285714285714
ANXA11	0.6463
WDR66	0.243
CSF2RB	0.5645
IFI44	0.22325
DACT1	-0.0245
ANKRD23	-2.1835
ATP5G1	-0.828166666666667
C21orf70	0.130833333333333
PPWD1	-0.24175
DNAJC13	-0.33225
PAH	-5.6998
PTCH2	0.68775
TRMU	-0.72675
CCDC9	-0.106
USP3	-0.0814
DCLRE1C	-0.3498
FAM55C	-0.1025
FRMD4B	0.83425
CYP2R1	-1.28625
RFPL1	-0.7384
XPO5	-1.8905
ARL6IP2	-0.141
OSBPL5	1.35525
MMP9	0.0280909090909091
KIAA0802	-1.609875
DHRS2	-4.087
SGEF	2.18775
TXNDC10	-0.239
EXOC6	-0.56425
RPS27	1.34983333333333
PNCK	-0.958333333333333
FSTL1	0.88
