Hybridization REF	TCGA-E2-A14P-01A-31R-A12D-07
ITGB1BP1	-0.340166666666667
DLG2	-1.058125
BRAP	-0.019
SESN3	-0.56075
ZC3H7B	-0.351
FAM101A	-0.141166666666667
FKSG24	-0.194
ZYG11B	0.6415
RFC2	0.704
SH2D3A	1.141
DVL3	0.7345
ADFP	-0.939166666666667
KRIT1	-0.481125
SERTAD3	0.1115
LEFTY2	-3.3545
KRT27	-0.662
SCFD2	-0.59575
MN1	0.19075
RORA	0.3735
PTPRD	-1.631
PIAS2	0.157666666666667
CYP4X1	1.827
FBXL15	-0.331
MYH15	0.403
CRX	-0.0211666666666667
TBC1D13	-0.356
SLC22A17	3.40283333333333
PLK2	0.598833333333333
ARHGAP9	0.6025
EIF1B	-1.47925
C20orf185	0.06525
DEFA7P	0.262
PRIM1	-1.61083333333333
CRYAA	-1.09775
BACE1	-0.965
AGTRL1	0.4895
ACAD9	0.467
GRASP	0.312
RBP4	-2.31333333333333
TFB2M	-0.7175
METTL9	-2.0271
ATP5O	0.00300000000000001
SP100	0.2954
CPSF1	0.635333333333333
S100A4	-1.44
LIME1	0.05125
GPR137C	0.798
OR2A2	0.962
C2orf29	-0.028
NUP188	1.75725
SDPR	-0.5195
RAI1	1.454625
RPS20	-0.9349
LAMB1	-1.75525
ADM2	0.464166666666667
ZNF229	0.385
DKFZp434K1815	-0.473
EPN3	3.1105
CLIC3	1.64975
MEIG1	-0.10675
HMGB4	-0.51325
STARD10	2.632125
KLF8	2.78625
EPB41L2	0.131166666666667
JMJD6	-0.311333333333333
CTSL1	-0.4535
GPR27	1.205
ELAVL4	0.52675
MMP21	0.6945
PPM1B	-0.392
SUV39H1	0.0145
AAMP	1.42275
TUSC4	-0.2915
MBD6	-0.78775
KLK13	-1.344125
FMNL3	0.255833333333333
TRIM13	0.00358333333333336
C15orf5	-2.23725
IQCF1	0.245875
CACNG8	0.8705
SLC35D3	0.0285
ZDHHC9	-0.727
ODF3L1	-0.182
C9orf86	0.6716
TSEN2	-2.517
C17orf64	0.54225
SEPX1	0.5506
TSPO	0.7765
SYMPK	-0.2835
ADORA1	-0.29975
TSPAN10	2.35
SEMA6C	0.304
RTTN	-0.3531
IL2	0.252
ARRDC3	-0.907166666666667
TBPL1	-1.06483333333333
STX12	-0.4325
MRPL39	-0.63075
OR8H3	0.281
IFIT5	-0.0296666666666667
CASC5	-1.587125
FAM46A	-1.58266666666667
HPCAL1	0.96025
CYLC1	0.093
VGLL2	0.18075
C20orf191	1.144
CDH1	4.32758333333333
ITPA	0.198
CCDC101	-0.58325
D15Wsu75e	0.228
EDA	-1.8515
CREG1	-0.8705
OR7G2	0.621
SAP18	0.262
IFIT1	0.27775
CALML3	1.46133333333333
FLJ37440	1.185
FNDC5	0.957
SERPINB6	-0.0765714285714286
JUNB	0.8092
SYS1	1.335
SCN2A	0.147833333333333
ZKSCAN5	-0.6033
WNT7A	0.368166666666667
TSHZ3	0.6345
RNF148	1.8055
H6PD	0.18525
CAD	-0.9465
ZNF449	-1.68275
DOCK10	-1.259
FAIM2	0.5245
HEXDC	1.12
PRB1	0.244
C14orf148	-0.1025
ETHE1	-0.45225
IRF5	0.4055
GNMT	2.47716666666667
MGC16291	-2.69125
RPAIN	-0.228285714285714
CAGE1	0.673
CNTNAP3	-3.105625
ACTR1B	-0.36375
EEF1E1	-2.13325
MSX1	-0.914375
ESF1	-0.4682
HSPC171	1.13825
MRPL2	-0.393166666666667
RDH12	-1.0945
CELP	1.114
METRNL	-0.177
C10orf116	3.86133333333333
C19orf48	-1.023
ZNF346	-0.149125
NCR1	-0.963
C10orf64	1.073
CD52	1.117
VPS18	2.6365
AP4S1	1.9785
NPBWR1	2.5995
TPK1	1.70525
UBA52	-0.6255
RIPK1	0.452666666666667
CPNE3	0.373
HSPC159	0.026125
C8orf38	0.55775
LRRC4B	-0.1165
PARP10	1.8265
ANKRD50	1.93575
CXCL9	6.83975
FGF18	0.402727272727273
EIF2A	-1.687625
SLC20A2	0.777666666666667
KIAA1549	-0.0881666666666666
SPINT1	2.7241
ZNF584	-0.827
CRBN	-0.321833333333333
ABCF3	0.368
NCBP1	-0.246
PLA2G4F	0.4905
PCDH10	-1.27725
TTC21A	0.944
C20orf144	1.038
FGFR1OP2	-1.10233333333333
SLC9A1	0.5326
CHRND	-0.1175
FOXF1	-3.43725
KIAA1467	0.6425
TPO	0.960666666666667
LTF	3.3765
DNAJB9	-0.64475
MRPS27	-0.887
bA16L21.2.1	-1.853
WBP2	0.923
MRGPRX3	-1.0285
PRPF18	-0.25375
C10orf58	0.33825
SMOC1	-1.3488
ADAT3	0.6035
TMEM138	1.97475
TMEM131	-1.0345
TIMM8B	0.116
MYH7	-0.130333333333333
ST6GAL2	-0.5275
KIF1C	-0.4765
SUHW2	-2.179
PAPSS1	0.542
CABP2	-0.24
HOXA4	-2.33375
ELF2	-0.254
SEMA3D	-0.4316
MC5R	0.069
OGFR	1.26
FLJ30092	-0.421
TGFA	-0.5932
MMP17	1.45875
KIF15	-1.8025
CHIA	0.08225
CATSPER3	0.48225
CEACAM7	1.26433333333333
PADI2	2.7335
HOXA9	-1.02833333333333
LNX2	1.54666666666667
TMEM144	0.39675
HIF1AN	1.2425
METTL7A	-1.3342
C6orf165	3.52166666666667
KIAA1468	0.0985
DSG3	0.5505
ZNF180	0.0421666666666667
EIF4E3	2.10275
SLC46A1	-0.1875
DKK1	1.2135
ZNF205	2.10283333333333
LOC162073	0.337
COX7A1	4.575
MAGEA1	0.000499999999999982
NEDD8	1.41466666666667
KLHDC5	-0.524055555555555
C3orf19	0.646833333333333
MRPS2	-0.85675
POLR3H	0.516357142857143
ABHD11	2.9044
TMEM17	0.28425
PAIP2B	1.0661
MAT1A	-4.57925
LGI3	0.59625
THUMPD2	-1.32425
TKTL2	-0.307
XAGE3	-2.879
CALM3	0.798666666666667
C6orf136	-0.632166666666667
KCNC4	0.245333333333333
RGS9	-0.351
ACIN1	0.690333333333333
SPATS1	0.1105
XKR8	-0.69
FAM84A	1.48033333333333
MS4A7	3.63654545454546
AGXT2L2	-0.637
OR1F1	-0.378
SMAP1L	-0.467333333333333
IPO11	-0.182
ZC3H11A	-1.2511875
C1orf151	0.6855
RNASEH2A	-1.2315
CCR10	-0.5885
TXNDC11	0.917916666666667
TMEM112	1.446375
MAP1B	-0.195071428571429
NVL	1.8905
PKM2	-0.36655
ARC	-0.4325
NUP54	0.4295
PPFIBP2	2.1815
STAT2	0.43125
PTAFR	1.91166666666667
ROBO2	-0.107
RNF40	1.50866666666667
CCDC135	0.518666666666667
IFT81	-0.863555555555556
MORF4	-1.014
TM7SF3	-0.752375
OR10H3	0.297
ABP1	0.1485
CHRD	-0.333
PLEKHA8	0.563166666666667
NCALD	1.4505
OR5AK2	0.8265
ACCN1	2.83983333333333
SLITRK1	2.14775
ARMET	-0.20725
C9orf52	0.56475
REEP4	-0.1395
MTSS1	-1.125625
ADH1B	3.857
DLD	-0.241
CDK5	-0.30075
PPFIA1	0.192625
WFDC3	2.6805
DNAJB12	0.722428571428571
RANGRF	-1.6635
MLANA	-4.933
AMY2B	-1.00575
KIAA0319	-1.651375
RPS7	-0.2615
JAK3	0.1007
ARFGEF1	-0.99225
CXCL5	-0.136090909090909
TRAPPC4	-0.84
CETN2	1.16475
HSPC111	-1.45675
RHOBTB3	-2.4267
PHLPP	0.188
RGS10	0.9545
TMEM58	-0.7055
CHERP	-0.52125
HSP90AB3P	0.938166666666667
FSTL3	-0.0041666666666667
PEX11A	2.84675
OR5V1	0.4755
FCN3	1.5725
PTPN3	0.999875
NPTX1	-5.03975
C21orf84	-1.4155
C11orf51	0.256375
ZBED2	3.063
FLJ90757	0.03225
NPY2R	2.25075
PLD3	0.59025
SYT17	1.8905
SGSM2	1.12225
OR1A2	-0.094
FOXP1	1.053375
SLC5A1	3.62
POFUT1	-0.8441
EPHB6	-2.03433333333333
MYO1G	-0.784625
STAC	-2.3017
KLHL17	0.625333333333333
RGMA	0.7072
TJP2	-0.587
FAM114A1	-0.295833333333333
SERINC1	1.0495
SLC9A8	1.097125
PEX19	-0.3525
EDN2	2.877
PSMD7	0.210555555555556
C3orf41	-2.45825
UQCR	-0.556125
PPP1R3C	-3.9135
LRP4	-2.60866666666667
TM2D1	0.48325
TTC17	-0.2826875
C4BPB	-4.676375
CCL25	0.587
ZNF253	0.594
CHRNA9	-3.643
SOX11	4.183
HIVEP3	0.2295
CGN	0.312333333333333
C3orf35	0.039
PKD2L1	1.357
SYVN1	0.132
PDE8B	-1.7615
LOC439951	2.92025
LTC4S	1.34616666666667
MIF4GD	1.38166666666667
SMARCA2	0.935625
TUBGCP6	-0.1765
CABLES1	0.99975
C16orf77	1.07983333333333
ZNF791	-0.8605
FUT5	-0.3135
ADH6	-2.13316666666667
P4HB	0.7235
CLDND2	-1.2875
ALKBH8	0.28025
PLAC4	-2.104
F11R	1.10385714285714
MGC35295	0.179333333333333
PDZD4	-0.0686666666666667
LOC389073	-0.6245
FAM80B	0.0605
PSMB1	0.49175
TXN	-0.188666666666667
VIPR1	2.2697
WBSCR18	1.2035
EXOSC6	1.56133333333333
ACTA2	3.83433333333333
SP5	-2.82775
ANKRD1	-2.5475
DDR1	1.7481
ATP6V1D	0.06725
PTGS1	-2.53083333333333
RNF157	-0.95875
DCC	0.228
SPAG7	0.49525
FBXO18	-0.08125
UBE3C	0.1276
HOXC6	0.606
LRP2BP	-0.494166666666667
MYST2	0.5135
PDSS2	0.95525
ATE1	-0.4115
ARAF	0.7435
KLF10	-0.6365
PLA2G2E	0.542
ASCL1	-1.35583333333333
TSNAXIP1	3.41675
FAM131B	-0.081375
IFNA10	-0.2625
NUP43	-1.326375
FAM44B	-0.46875
L1TD1	-5.34533333333333
NMD3	-0.805166666666667
C18orf54	-1.2543
PHOSPHO1	-0.041
RAG2	-1.702
EMILIN3	0.005
METTL3	0.89525
VPS13C	-0.738625
REXO2	-1.55975
ANXA4	-0.15325
CA1	-1.548
DCP1B	-0.098
TULP3	-0.138
ATP2A2	-1.13085714285714
ATIC	0.111
ADAM15	1.52616666666667
NPL	0.752166666666667
LGR4	0.334375
UEVLD	0.485166666666667
GAB1	2.301
SNAI2	-2.28633333333333
ZGPAT	1.8024
SNF1LK	0.57725
DLEU1	-2.65325
UBE2Q1	0.29
ZMYM6	-0.00275
JPH3	3.17616666666667
FAM38A	0.509333333333333
PXK	-1.92833333333333
DENND2D	0.58625
BAX	-0.502666666666667
CP	-1.02654545454545
RPL37	-0.1335
G6PC3	-0.39475
NCOA4	-1.227
LRRC14	-1.150875
GORASP1	1.012
FCHO2	0.442125
CYP24A1	-3.1371
FXYD3	0.871375
SMARCAL1	0.38525
ABCB8	-0.324
CCDC44	2.42325
PRDM7	-3.32825
USH1C	-1.688
DNAH5	0.11
SRF	0.590333333333333
MAL2	1.60366666666667
PGPEP1	-0.7825
SIN3B	0.65075
SEMA3C	0.0211666666666667
GRAMD3	1.50225
FBXO10	-0.272125
OR5D13	0.7555
FLJ31818	-0.603875
CACNA1I	1.3125
S100A13	-1.2765
TP63	2.60971428571429
ANXA11	-0.7825
WDR66	-1.37525
CSF2RB	0.5485
IFI44	-0.74925
DACT1	0.450833333333333
ANKRD23	-1.817
ATP5G1	-1.02616666666667
C21orf70	0.179666666666667
PPWD1	-1.741
DNAJC13	-0.5465
PAH	-5.97583333333333
PTCH2	0.67225
TRMU	-0.46075
CCDC9	0.2815
USP3	-0.07
DCLRE1C	-1.1602
FAM55C	-0.55675
FRMD4B	1.533
CYP2R1	-0.65825
RFPL1	-1.0053
XPO5	-0.78975
ARL6IP2	-1.6855
OSBPL5	2.59725
MMP9	3.90890909090909
KIAA0802	-1.245
DHRS2	-4.26016666666667
SGEF	-0.252375
TXNDC10	-1.2643
EXOC6	-0.59175
RPS27	0.244333333333333
PNCK	-0.785666666666667
FSTL1	-0.91775
AACS	0.6705
SLMAP	-0.130833333333333
SAMD4A	-0.6606
ABRA	0.499
SMARCD3	-0.3055
PKNOX2	0.211333333333333
A4GNT	0.705
C9orf39	-1.28083333333333
RALYL	0.11
MGC33556	-2.0735
C10orf25	-1.193
BBOX1	5.7835
NHEDC1	0.431
XDH	-0.506
GCSH	-1.4615
EDN1	2.18283333333333
MTERF	-0.8935
CLK4	-0.677625
ZNF799	-0.0123333333333333
KCNG1	0.34575
CXCR4	0.870666666666667
PTPRR	-4.594
IRAK1	-0.349
LOC401397	-2.56875
TMSB10	1.65407142857143
CXCL3	-2.8188
TMC4	-0.47175
OR7A10	0.8925
STYK1	-2.362
CHRNA10	-0.797
CCNI	0.972
EP300	0.584
LOC165186	-0.6
HIC2	-3.02375
SDR-O	-0.0065
OR2W1	0.225
KCNA6	-0.5675
TRIM74	-1.84475
REEP6	1.8865
ATP5G2	-0.032
ERG	-0.3835
TMEM42	-0.6955
PARN	0.065
SOD2	-0.1781875
DIRAS1	1.16266666666667
PNPT1	-1.256
JOSD3	-2.03025
hCG_40738	0.775
PDE1C	-2.02475
SEMA4D	0.45775
AGPAT1	-0.706666666666667
NOSTRIN	0.834
MAP3K3	1.37183333333333
MAX	0.726714285714286
CAPS	2.51366666666667
SERPINA12	0.1705
OSBPL8	-0.026875
RICS	1.1376
NR4A2	0.908333333333333
PPCS	1.0095
LONP1	0.40275
SCYL3	0.34125
HERC2P2	-1.5485
FIBCD1	0.5935
C15orf41	-0.94525
DMC1	-0.106333333333333
C20orf27	-0.137
RPS6KA5	0.8142
FAHD1	-1.087
SLC12A4	1.8395
BRCA1	-0.67375
GBL	0.486
SLK	-0.257166666666667
NUDT9P1	-2.1535
NOXO1	1.4
USP52	-1.26675
BAZ1B	2.085625
SLCO2B1	1.30925
BBS12	0.489333333333333
LRGUK	1.19883333333333
TERF2IP	0.7035
COL1A1	3.29
KIAA0090	0.206125
GRK5	-0.286833333333333
AP1S2	-2.0437
TMEM52	-0.317333333333333
CA11	-0.693375
OR4A15	0.280166666666667
ACBD3	0.6322
SPAG11B	-0.138375
PRDM2	0.4484
FOXP3	0.35125
SMYD3	0.1054
LOC389199	1.8725
LGI2	1.0215
NAPE-PLD	-0.3823
ANKRD6	-0.0205
WDR45	0.351333333333333
SHROOM1	-1.8615
PSCD3	-0.164
PYY	0.4935
KCNC1	0.0785
ARHGEF9	0.4699
OR8J1	0.8525
GPR55	0.321333333333333
NS3BP	-0.576
C10orf22	-0.266333333333333
NAT8L	0.58375
DUSP4	1.41666666666667
FOXM1	-0.4245
GRAMD2	3.0313
ZBTB48	0.0976666666666667
BUD31	-0.264
PABPC5	0.9215
CCDC41	-2.36375
FBXO11	-0.158833333333333
C6orf148	-0.5115
RFXAP	-2.17075
C6orf15	-0.182
CDK8	-0.879666666666667
C6orf70	0.693625
TESSP2	0.4515
ALG2	-0.706
PPP1R3D	1.97125
TPM3	0.737777777777778
SYT13	2.15625
EPB42	-0.333
CETN3	-0.08
PRY	-0.2185
NTHL1	0.0243333333333333
POLR2B	0.24
RPS28	-0.0456666666666667
P2RX3	0.101
LYZL4	0.862
WBP4	-0.1989
PMM1	0.51575
C11orf79	1.075
CBLL1	-1.222
IL1F10	1.31266666666667
VAX2	1.49
SETDB1	0.631
LRAP	-0.555166666666667
GCLM	-0.542
CPEB3	0.10075
PPM1A	0.4021875
INTS1	0.40625
CAMTA1	1.41866666666667
SAMSN1	-2.681
LOC158830	-2.34316666666667
GMPPA	0.87125
AIPL1	-0.10575
IL24	0.334454545454546
BDKRB1	-1.616
MLF1	-0.4282
TAF12	1.00125
ID1	-2.638875
THADA	0.03025
PIK3CB	-2.0075
OR4N5	-0.651
TBC1D17	0.392833333333333
COX8A	0.242
CDCA4	0.44725
C2orf44	-0.48175
ZNF534	-1.124
IMMP1L	0.984
NIPSNAP3B	-0.3615
FTMT	0.486875
PWP2	-0.105833333333333
MMP15	3.5877
DNAH11	1.85575
MTMR14	0.422
DNAL4	2.30125
IPP	0.60025
TMEM59	0.776625
C1orf157	0.085
RGS4	0.152833333333333
DDX18	0.2155
SNX6	0.6345
ZNHIT2	1.0175
NCDN	0.509
FLJ33534	1.904
RAG1	-2.878375
OR4D10	0.1675
PTPN5	0.0243333333333333
POMT1	0.020875
LRRC8A	1.0451
CYP1A1	-1.2945
CAPN1	1.768
DDHD2	-0.446
GRIK2	-0.553
GNRHR	-0.216
PPBP	0.44675
HTR3A	-0.716
SLITRK4	-2.2335
ANKRD49	-1.12225
BTF3	-1.1343
SARS	0.2065
C13orf18	-0.892333333333333
CACNB1	-0.0692142857142857
QKI	-0.666272727272727
SETMAR	0.00225
MAN2B1	0.761
EML3	-0.661
ACADL	0.230166666666667
OFD1	-0.334125
DEFB114	0.066
CGA	-4.4489
PEX16	0.5455
LRRC10	0.0425
GNG12	-0.168
C1orf152	-0.381333333333333
CHRM1	0.8675
CD53	0.443625
DBH	-0.42975
TFAP2B	-0.171375
HIST1H2BJ	0.415833333333333
FAM46D	-0.034
TMEM11	0.69675
C3orf32	-3.63275
PCCB	-0.5035
IPO13	0.463
C6orf105	-4.08125
COMMD5	0.395
SUV420H1	0.1339
LTBR	1.585
ARHGAP15	-0.6085
HDHD2	-0.7095
TDRKH	0.0483333333333333
LOC401052	1.6035
PSG4	-1.09
GNB4	1.342
SPATA4	-0.50875
SLC9A3	-0.3035
OSBP	1.06216666666667
NBPF3	0.399916666666667
DOCK11	-0.755
SLC39A5	-1.29783333333333
PRR5	1.761
C10orf63	0.064625
SMTNL2	-0.5995
ADRA1A	0.02625
ASAH1	0.8077
DOM3Z	-0.2889
GIPR	0.809666666666667
AHI1	0.381166666666667
NADSYN1	-0.315833333333333
RGS14	0.0449
IL18BP	1.0363
RTN4RL1	2.54425
ARMC6	0.265
PSMD5	1.04466666666667
HK3	1.4756
OR4S1	1.79425
RSU1	-0.3347
MAD2L1	-0.775
EIF4A3	-0.884
DLEC1	-1.018
E4F1	0.139666666666667
CHMP2B	-0.3224
CAMSAP1	0.116
RPS21	-1.02316666666667
ARID5A	0.20475
UBE2N	-0.3121
IGSF8	1.54633333333333
MAGEB6	-1.9095
ACAD11	-1.8922
MGC4172	-0.5675
LMO4	2.2025
KLKB1	0.3125
HP	-0.8995
HDAC3	0.45
SCHIP1	-0.9855
CLCA1	0.5735
OLFML2A	-0.223
C1orf112	-1.646
KIF19	0.95825
HAPLN4	-0.3636
CXCR7	-0.873333333333333
GOT2	2.0304
RAB38	-0.17475
DCX	-1.97375
PPM1H	-0.747833333333333
NFYC	1.22275
KIN	0.263375
ZNF228	0.2125
PLSCR4	0.482833333333333
HIG2	-0.87625
FAM79B	5.3255
C21orf86	-0.3636
KCNK10	-0.2255
ZNF738	-0.20325
FSTL5	-1.56933333333333
OR6A2	0.214
OTOA	0.756666666666667
EXOC1	-0.855875
AHRR	-4.123625
PDAP1	-0.0731666666666666
C19orf6	0.2735
ZAN	0.45175
LY6G6E	-0.088
EIF4E2	0.28975
C20orf198	-1.2375
ZNF324	-0.04125
CYP3A5	-3.76833333333333
ENTPD7	2.39233333333333
MBOAT5	1.30533333333333
GJB5	-0.3075
TTC13	-1.271
S100Z	-1.744
KIAA0664	1.174
PDGFRB	1.13383333333333
IL17D	-1.78625
OR56B4	-0.2655
RDX	-1.85166666666667
SLC34A3	1.045
IL28B	0.5085
JUND	0.9165
CHRNB1	-0.383875
CAMK2B	-0.27625
FETUB	-1.682
CXorf23	0.26975
MRTO4	-0.58
TTC3	0.2542
NDUFB8	-0.419833333333333
EDG2	-2.5235
SEMA3G	0.6975
IL23A	-2.47175
GRHL1	2.6673
LOC441054	-0.6795
WDR65	0.66525
PSTK	-1.003
STOML3	0.270333333333333
R3HDM2	-0.7065
C5	-1.828
SLC2A10	2.1745
C3orf22	0.5875
PAQR3	0.00230769230769229
ANKRD26	0.0281666666666667
HCRTR1	0.1825
LOC399947	-0.69575
PSD2	-0.51025
TIGD2	-0.5095
SCRN1	0.4025
COQ10A	-3.26225
DDI2	-0.067
METTL7B	0.0568333333333333
UCN2	1.425
FAM92A3	-0.812
WDR16	3.87425
ZNF511	0.729833333333333
ZMYM5	-1.622
POLR3G	-2.02475
ZNF586	-0.08
C1orf49	0.192166666666667
TANK	-0.122833333333333
RCAN1	-0.006
PELI3	0.889
LIMD2	2.92308333333333
TMEM189	1.1275
NTN4	-1.527125
LOC151300	-0.0955
CLEC2A	-1.3785
GPR135	-0.298
DPYSL4	-3.4961
JAK2	-1.0465
TSHZ1	-0.0125
TM9SF4	0.0777500000000001
ZNF264	0.273166666666667
SIRPG	1.866125
BICD1	-0.4185
HERC6	-0.156333333333333
METTL5	-0.2765
CASP1	0.17875
PRRT1	-0.838166666666667
PLA2G4C	1.1915
ICA1L	-0.883142857142857
TPTE2	-0.261333333333333
OTUD7A	2.19433333333333
AQP11	-0.0345
APOA2	-4.2627
KALRN	0.7766
SECTM1	2.36216666666667
IFNAR1	0.98425
TALDO1	0.125625
RAB11FIP4	0.188583333333333
EIF5A	-0.901
FAM49A	3.051
NEGR1	-0.981666666666667
YTHDC2	0.355375
EHD2	-1.210625
NCF1	2.2127
SCRT2	2.9495
HOXA5	-1.501
NUP133	0.33575
FGF12	2.781875
SLMO2	0.677875
SNTA1	1.663375
CACNG2	0.38775
GCM1	0.391125
ELF1	-0.0325
TLR5	2.0015
TCFL5	-1.0625
RBMY2FP	-1.136
LOC100125556	0.538
FAM129B	1.702125
MAP3K7IP1	0.662
NCK2	1.558
OXA1L	1.0755
FMO9P	0.422
ZSCAN12	-0.1105
PSMD12	0.483833333333333
HSCB	-0.95075
CLDN10	-2.99575
MGC13053	-0.28025
HPCAL4	-0.69
ASZ1	0.919
MEX3D	1.04125
NFAT5	0.1534
CSPG4LYP1	0.307833333333333
FBXO3	-0.3108
DVL1	-0.0521666666666666
CMKLR1	2.45666666666667
TYMS	-1.579
PEF1	2.2345
ZNF750	1.02766666666667
MCM5	0.3488
MEGF11	-0.65125
KCNK7	0.707
PTP4A3	0.1555
C1QTNF2	-1.1155
OR6S1	0.688
FAM122B	-2.706
ZNF551	-0.500375
HBQ1	-1.4415
GEMIN6	-0.408
ARSK	-1.069
RBP7	1.39716666666667
CPNE9	0.16725
DSC1	0.168
LOC730112	-0.3375
MAP2K4	0.116
HS3ST5	-2.2855
EPB41L3	-2.15875
TEKT2	1.49725
CDKN2B	-0.819833333333333
ZNF480	-0.82075
MAP3K6	1.2875
MAP6	-0.000333333333333371
HN1	2.3009
OR2L13	0.223166666666667
SLC16A11	0.29575
FAM96A	-1.34525
APOL1	0.6345
C5orf32	-0.31975
RTP1	-0.0556666666666667
RNF175	-1.064125
ZBTB41	0.169125
AHCTF1	0.868
SAE2	-0.458
ITGA2	-0.892666666666666
MME	-0.7405
CCDC14	-1.44975
MAST4	1.32142857142857
KRT33B	-1.0005
KCTD2	1.19483333333333
WDR26	0.30725
MFI2	-0.6925
NR4A3	0.638875
ARSA	0.8355
UNKL	-0.303666666666667
SULT6B1	0.182
CCNA2	-0.755833333333333
SOX15	-0.0565
PPAPDC1B	0.898916666666667
C19orf44	-0.1645
MCAT	1.71341666666667
ARID1B	0.716375
OR52N1	0.5205
C12orf48	-1.448
MAGI1	0.04425
NIPA2	-0.61525
GBX2	0.8035
RSHL3	0.756375
RAVER1	1.29466666666667
C15orf17	-0.10025
SLC30A2	1.775875
ZNF518	-0.17525
PCYT1B	-1.207
C10orf114	-1.28975
EIF3H	-0.391666666666667
SLC25A39	-0.549833333333333
KIF1B	0.14875
AMOTL2	0.1305
C6orf120	0.482
PSRC1	-0.55775
PLA2G10	-0.97525
KIF5C	1.07475
MRPL37	0.119
C17orf62	1.3805
C9orf135	-1.27183333333333
DUSP10	2.8085
CLCNKB	0.5735
PSMA5	-0.25025
C8orf53	-0.60575
AMPD3	0.204333333333333
PIAS1	-0.50525
ADCYAP1R1	-0.107
GYLTL1B	1.4665
CDH20	-0.138833333333333
FBXO7	-0.3265
TMEM134	2.13833333333333
FLJ14213	0.0866666666666667
ZNF3	0.26725
LRRFIP1	0.933416666666667
CNOT2	-0.133416666666667
ABI3	1.34825
ALDH5A1	-0.816333333333333
HNT	2.1052
SERPINA4	-2.275
TK2	1.51341666666667
STMN1	0.499333333333333
GUCA2A	0.342
GALNT10	1.33485714285714
DPP6	-0.68205
C9orf93	0.42725
PRELID2	-1.9955
STK39	0.156
SFTPA1	-0.93
CKS2	-0.207333333333333
RHO	0.164
C20orf135	0.21075
XKR3	-3.0685
CR1	0.364625
RPS6KA2	1.79014285714286
C20orf112	0.91375
MRPL22	0.032
C4orf23	-0.186333333333333
GADD45B	1.36825
KLHDC1	-0.389833333333333
C2orf48	-1.5045
ZNF287	2.067
DAAM2	-1.4745
DPPA2	-3.3825
TCTN3	-0.227333333333333
DNAJB11	0.473875
FPR1	2.671
DEFB4	-0.0255
PTCD2	-1.292
SMOC2	3.98666666666667
CABP7	2.5375
SERPINB11	0.118
MAGEF1	0.54825
NDE1	1.132
ITGA10	0.182
FSHB	-0.6
ANXA2	0.642125
HORMAD2	-0.085
HLCS	-0.135
MCF2L	1.27966666666667
FH	0.595
TBC1D24	1.65325
KIAA1505	0.66525
LGALS2	-0.01575
CNBD1	0.00199999999999997
SYNPO2L	-1.241
PTPN23	-0.0609285714285714
C1orf183	-0.556166666666667
MAGEA8	-2.87375
DGCR8	-1.328
GSR	2.73975
PAQR7	0.61175
ZNF676	-0.43475
CACNA1C	-0.1709
SP7	0.4
PDCD6	0.19725
NRN1L	-1.1905
BRI3BP	0.461083333333333
KIAA1183	0.69425
ASB4	0.137333333333333
CCL23	1.4686
OBSL1	-1.235
SLC12A7	2.37375
KIAA0240	0.395125
CD1B	-2.37266666666667
FCGR2A	0.26275
MDC1	-1.35875
HTR1A	0.985833333333333
OCEL1	-0.406
ATP11B	-0.017875
FBXO34	-0.313
PCDH12	2.84266666666667
RPE	0.03375
C17orf74	-0.2715
CSDC2	0.270166666666667
PET112L	0.0255
TMBIM1	2.259125
P2RXL1	0.10325
TCHP	0.05825
TRMT1	-1.18116666666667
F2RL2	0.372333333333333
LRRC32	2.552
IMPG2	0.208
BGLAP	-0.0095
LOC493869	-1.12875
MRAS	1.29425
SLC35F5	0.7855
CBWD1	-1.2585
AXL	-3.407375
ATP2C2	2.284
TELO2	-0.29825
PNPLA3	-0.7425
PCDHB14	1.47325
CD276	1.41025
KRT80	-0.639125
DUSP28	0.888
CSNK1E	-0.0656666666666667
SRP14	0.293
KCNQ4	-0.1645
KRT72	0.289166666666667
CCDC117	0.589375
C6orf89	-0.625777777777778
TUBB2B	-4.15066666666667
RTN4IP1	1.85975
CR1L	-3.37116666666667
CEND1	0.715875
C12orf41	-0.263
RNF31	1.09075
UBN1	0.184833333333333
C17orf32	-0.202125
SLC5A7	0.28025
GPR92	0.8355
ESAM	1.8708
CTNNA1	1.05541666666667
HRBL	0.323
CBX4	1.03025
TMEM182	-0.15775
SH3TC2	-1.6885
IL10	0.6725
PXMP4	-2.639
RNF167	-0.4176
PAK7	1.2105
ETV3	-0.1215
ATPIF1	0.735
LOC554207	-2.14516666666667
OR8H1	0.23125
WDFY3	0.279625
DPM1	0.5195
GPSM1	-0.2665
WDR92	0.7836
LRP1	0.763833333333333
ANKH	-1.301125
THUMPD3	-0.7815
POLR1B	-0.67425
OLFM4	4.98416666666667
RAD9B	0.1965
TSPY2	-3.495
PAX6	-2.34833333333333
SCG2	-4.12925
SLC17A6	0.40325
FMO3	1.412
PADI4	0.1475
TUBB4	1.4431
NLK	-1.0185
POU4F3	0.1155
SDF4	0.34825
ITGBL1	-0.376666666666667
NETO1	-1.8325
TAP2	0.246
ABBA-1	1.57983333333333
GNAI1	0.744
VPS4B	-0.01025
NOPE	-1.3154
GALNT6	1.36016666666667
SESN1	1.094875
GBE1	-2.49333333333333
CLASP1	0.88775
