Hybridization REF	TCGA-BH-A18P-01A-11R-A12D-07
RAB3C	-0.51
PAX4	-0.2925
KDELC2	-1.18425
BIK	3.82566666666667
KIAA1553	-0.33825
CEP135	-0.4415
NANOG	-4.24616666666667
TRIM22	2.03266666666667
CDH13	-1.4715
B4GALNT4	0.39725
MDGA2	-0.8715
SAMD3	2.26633333333333
OR1E1	-0.025
TAS2R10	-0.8555
FASN	0.37225
GPR116	2.9993
ZNF219	0.942166666666667
CD33	-1.65525
RAB3GAP1	1.06725
H1FOO	0.306
NXPH3	0.0895
CROCC	-0.142833333333333
GPX7	-0.98275
BASP1	-1.59
STAM	-0.2155
TBK1	0.31425
STX2	-0.5525
RPL29	-2.02475
NR1H3	-0.28325
MPPE1	1.03575
PHACTR3	-0.7305
SLC44A2	1.639625
C10orf109	0.148
CLCN6	-0.88475
C16orf59	-1.80725
SQSTM1	1.02533333333333
AADAC	-1.66325
LRRC8C	0.011875
BIN3	-0.9063
HPS6	1.176
MAN2A2	-0.7943
GABPB2	-0.89825
KCND1	-0.597
PTPN11	0.308357142857143
ZNF274	-1.0605
ATF3	-0.998666666666667
C7orf26	0.02825
C1QL3	0.088
WDR54	-1.67616666666667
FLJ40869	-0.110166666666667
ZNF397	1.080375
MLL	0.0799
TTLL6	0.055125
ANKRD15	-1.00583333333333
KIAA1958	-0.43825
C1orf218	2.196375
ZDHHC16	-0.07475
DDX47	-0.283
EVI5L	0.250833333333333
GDF6	-5.34025
TAPBPL	0.890666666666667
BTG1	0.1201
DPP4	-1.073625
KLHL23	-1.314
APOC3	-3.9335
BTBD12	-0.119
CNOT4	0.4679375
HIST1H3I	0.379833333333333
OR5H1	0.1665
APEH	-1.169
TRY1	0.0888333333333333
SLC26A8	0.460666666666667
KCNA2	-0.806333333333333
TMEM159	1.78925
C6orf81	-0.680166666666667
PCYT1A	0.5275
C6orf157	-1.1355
BRMS1	-0.32175
CHST1	2.10633333333333
LGALS1	-0.05375
TAF1B	-0.357
FLJ40504	0.22425
GPR173	0.582
COL15A1	1.0605
CASP10	-1.13792857142857
PCMT1	-0.046
HDAC5	-0.1348
LOC641367	-0.2205
EVC2	0.1245
SGPL1	1.51033333333333
GON4L	0.598357142857143
AFG3L2	-0.287333333333333
C5orf15	0.963166666666667
UBXD1	1.0323
LILRB4	0.8035
GSTA4	-0.0673333333333334
ADIG	-0.193
GRIPAP1	0.12225
HIST1H3B	-0.779
BTRC	0.689666666666667
USP49	-1.246
IQCH	1.42625
ACBD6	0.29925
YEATS2	-0.912
CABP5	0.01075
TRIM3	2.915
HNRPM	0.244
FGG	-4.4908
C18orf16	0.28675
CLEC2B	-0.25625
PQBP1	-0.579666666666667
JTB	0.5425
REST	1.47283333333333
SLC8A3	-1.14716666666667
TMEM16H	-0.343
MRPL47	0.392375
EVI1	0.181
MUC1	3.2195
TEAD3	1.22675
STOML1	-0.02975
USP24	-0.6056
PNMA5	-1.08325
MAEL	0.928
LBP	0.1892
HSD17B4	1.074625
SEC31B	-2.4955
IDH2	0.5179
SFRS16	-0.39675
AICDA	-0.133
RNF180	-0.7635
C1orf56	0.401833333333333
FLJ10324	0.145666666666667
GPR148	-0.2575
MEF2A	0.737083333333333
ASF1B	-0.993
HTN3	-0.35325
RNF215	0.624
SLC4A3	1.59933333333333
ADAMTS9	-0.1953
C9orf66	1.31366666666667
FOXD3	0.4875
GSDM1	0.02325
IFITM5	1.36
PODXL2	-0.343833333333333
C1orf176	0.1855
RPS3	0.16
hCG_2004593	-0.279875
COL21A1	-2.4245
NTNG2	0.607166666666667
RAI14	-0.163
P76	0.38225
LRFN3	1.106375
FAM14B	-0.7375
FKBP14	-0.6045
TNNI3	-1.15833333333333
HOXB3	-0.477
SGCB	0.3945
PPAPDC3	-0.07
FRAT1	1.274
MORN1	0.442333333333333
ARHGEF2	0.398
BNIP2	-0.42225
DHX30	-0.64
EEFSEC	-0.367
FGF20	0.4485
FLJ38973	0.648214285714286
PLCH2	-0.380166666666667
CCNG2	2.565625
PSPN	0.4165
WDR88	-0.00700000000000001
HOXB13	-1.961375
MTMR8	-0.5465
SPAM1	-0.2415
PPP2R1B	-0.714625
TANC1	1.26375
CNN3	0.71
CHGA	-0.79275
C9orf128	3.6315
CACNA1B	0.0915
MMAB	0.1184
RHOA	-0.54775
RAPGEFL1	-1.12575
SLC1A5	-0.132333333333333
CALCA	-0.342125
SYCP1	0.562
CXCL11	5.9915
GFI1B	-1.34133333333333
PSCD1	-0.309
C11orf58	0.394
MGC45438	0.473333333333333
NUDT18	0.815
ASB3	-0.394166666666667
ZP1	-3.52
LPPR2	0.2762
ZNF527	0.702166666666667
ZNF771	0.542125
TTBK2	-0.2695
TRIM55	-0.931
GJB3	-0.768666666666667
PRSS35	0.464
SCRG1	-0.982
ZDHHC24	0.22525
DUSP26	0.11675
C1orf51	2.045625
DNAJC3	0.190333333333333
LITAF	0.564
ZNF410	0.53175
AFP	-4.56966666666667
ZW10	-1.1425
PHOX2B	0.345
VILL	1.7555
ELOVL7	0.236125
LOC644186	2.563
PPP3CC	0.19675
CHST13	-2.40975
WDR40B	0.0101818181818182
MEA1	-0.1585
HILS1	-1.77725
DLX6	-2.70616666666667
NKG7	1.29516666666667
EMP1	0.9365
ACTR6	0.78225
CHCHD7	-1.60492857142857
COG2	1.0991
TCEA2	0.4952
TARS	-0.96375
FLJ20294	0.6675
ZNF92	0.693125
TRAPPC2L	-0.7818
ARHGAP28	-0.22325
CCDC109B	1.0295
LGTN	0.202666666666667
INGX	-0.108333333333333
LOC124446	0.414
RPS2	-1.639
C17orf75	-1.11733333333333
NBPF1	-0.9275
SLC2A8	0.98025
SNRPE	0.43925
CARD6	-0.66175
IL13RA2	-0.805
CUEDC2	-0.193625
C4orf19	-2.13225
AOC3	1.26125
MTHFD2	-1.19216666666667
OR5M9	0.27
C4orf38	0.653
SS18L2	0.025
OAS3	0.00249999999999999
LARGE	1.48325
LRIG3	0.292
LIMA1	1.10975
STARD3	0.4985
VPS39	0.670625
CTAGE6	1.1805
ODAM	-2.331
MORF4L2	-0.0605
GSTO2	1.551
MTFMT	-1.5235
PRKAB2	0.305857142857143
ZNF76	0.495666666666667
HSPB2	3.3765
CRB2	0.57325
KLRK1	-2.184
LYST	0.267125
UBE2M	-0.973833333333333
SLC16A9	-1.854
ZNF281	0.8945
ST8SIA1	-0.558375
C9orf105	-0.5245
ANKRD46	0.63225
FAM108A3	0.554
C20orf91	0.36825
ZYX	0.454333333333333
RSPH1	2.138
ZSCAN5	-0.0345
RIMS3	-0.9235
KRT76	0.0205
CEACAM4	0.7235
SIRPB1	0.027625
CFHR4	-1.7915
SOX3	-0.467333333333333
GATAD1	0.099125
C21orf57	0.033
TMC8	-0.259666666666667
AVIL	-0.127166666666667
LMOD1	2.58275
HIGD1A	0.016125
NEU3	0.0791666666666667
DES	-0.062
BZW1	-0.3229
ZNF221	0.4405
CCDC27	0.193
GDAP1	-0.438
RBBP4	-0.9805
MGC40499	0.4615
PHKA1	-0.32275
PRKAR1A	0.288
HSD3B1	-0.4025
RAD52	-0.788166666666667
CD207	1.4205
LOC389791	0.3135
RSPO1	1.56
TMEPAI	2.8315
MFSD2	1.581875
ETV4	-0.0181666666666667
SCGN	3.962
LOC391356	0.02775
MPP1	-1.588875
STARD3NL	0.09725
TFAP2D	-0.4195
CD2AP	1.245
CCL20	-3.8305
CCDC86	-1.4765
ZFP30	-0.619
CTBP1	0.0626666666666667
MAK10	0.853
STXBP5	0.830833333333333
LOR	0.4022
MAP6D1	-0.77925
ARMC7	0.7725
TMEM150	0.4318
NSL1	-0.60125
KIF5A	-0.715
ASCC2	0.25
PSENEN	0.273
OPTC	-0.2625
FCRL2	-0.764166666666667
KBTBD11	-0.148
PCK1	-1.036625
CENTD3	-1.575
MEGF8	0.3205
ALPPL2	-0.2055
OBFC2B	0.0661666666666667
ZFYVE20	-0.065
GALC	1.5365
CTRB2	0.20525
C20orf71	-0.054
TBKBP1	0.7175
CAMLG	0.711125
TREML4	0.2915
RSAD1	-0.6425
TUBA3D	-0.1483
KIAA1833	0.03
PNPLA1	0.3945
LRRC34	-1.65766666666667
CDH26	-1.12616666666667
ZNF167	0.9475
ZBTB26	0.095
VWF	3.0289
VTN	-1.08283333333333
BAD	-0.0935
PDS5B	0.803333333333333
ZNF644	0.878833333333333
SH3GLB2	0.29625
SMPDL3A	0.2533
NRG2	-1.713625
IL15	1.2925
GABARAPL1	0.349666666666667
LAT2	0.3456
SLCO1A2	-2.03866666666667
LIG4	0.269166666666667
GSDMDC1	0.050375
BMP4	0.379375
METT10D	0.70375
SYCE1	1.033
SPANXD	-5.3775
SLC12A9	0.334666666666667
MC1R	-1.837
RNF168	-0.7245
TRIM69	1.2615
GALNT7	2.2705
ISG20L2	0.97575
KIAA2026	0.811
TNFAIP8L1	0.1325
DPY19L2	-0.88825
C12orf63	1.681
PRDX5	-1.09425
MED6	-0.4255
TXNDC5	-0.45825
CD46	0.945333333333333
CCK	-3.40825
C17orf48	0.17175
ANUBL1	1.1275
SIT1	-0.4285
TYSND1	0.151666666666667
DEF6	-0.0411666666666667
GLT8D4	-0.079
UTP14A	1.058
RPH3AL	0.338
NXF1	-0.197166666666667
TRERF1	0.852666666666667
TUBB3	-1.068125
SLC24A2	0.485
SEC22B	1.00025
ZNF653	0.89325
GGTL3	-1.484
CDKL2	-0.26875
CTF8	-0.388416666666667
EPC1	1.94516666666667
CYP4A11	-0.420166666666667
THRSP	3.6225
LELP1	0.183
TES	1.028875
C17orf87	1.503
FERD3L	-0.114
SH3TC1	0.0835
RAB36	2.536
CRYGB	-1.53
GRIA3	1.9334
BHLHB9	-0.162
C1QTNF9	0.5505
GOPC	0.57425
PNPLA8	0.716333333333333
ZNF444	0.42825
FMO1	3.96175
POLR3C	0.3805
SLC35F3	-1.11425
SGCG	-2.86966666666667
DCDC2	-5.88583333333333
NANP	-1.3765
MGC23270	0.3035
BEX4	1.187
HYDIN	-0.000700000000000028
RPS6KB2	-1.67425
ADRM1	-0.905583333333333
BAT3	-0.38675
RAB31	0.3868125
SCGB2A1	6.79675
SLC6A14	-3.583
DDX4	-0.526
PRRC1	0.801166666666667
AP3B2	-0.0586666666666667
TRGV7	-0.1045
TMEM184B	1.52375
ADPRHL1	0.294333333333333
C21orf45	-0.67825
ARNTL	0.783
AADAT	-1.099
CCL2	1.29966666666667
SNTB2	0.144166666666667
RGS9BP	-1.06775
KPNA1	0.61575
TMEM41B	-0.229833333333333
S100A11	1.39858333333333
DOT1L	-0.944
EFHC2	0.5975
CLTC	-0.3
SRP9	0.677428571428571
ZNF521	-0.59125
FAM26F	0.63525
GPR88	0.437833333333333
COL13A1	0.497833333333333
CHMP4B	-0.0896
SIGLEC6	0.188666666666667
NFAM1	0.363
PVRL2	0.9751
ALKBH4	0.529
CCDC93	-0.0323125
NXT1	-0.36375
KCNK4	0.734
TROAP	-1.0725
KCNA10	-0.199
CCDC114	0.107833333333333
RAN	-0.749583333333333
LMTK2	0.398
LOC400657	0.5475
UFC1	1.0865
UBE1DC1	-0.465
EEF1A1	-0.122277777777778
CHAC1	-0.612
HMGA2	-5.397
B3GALTL	1.80675
ING2	-0.209
C1orf109	-0.855
INTS3	0.823875
ZNF558	0.72825
TRPM4	1.41233333333333
LTB4R	-0.694
ISYNA1	-0.64475
LSM7	-0.3985
LRRC47	-0.755375
ZNF179	-2.41316666666667
EXDL1	-0.322166666666667
SLC4A10	-1.012
ACSS2	-1.37283333333333
COPS7B	-0.518
KIAA0040	2.61183333333333
C1orf95	-0.1875
AP1GBP1	0.049
OR9A2	-0.035
FAM71C	0.103166666666667
RIN1	-2.6315
ITGA4	-2.43425
DNAJC6	-1.31483333333333
CLOCK	0.7295
SLC35A4	0.575166666666667
DSG4	0.3545
LOC26010	-0.12925
NSUN2	-0.9235
TMEM86B	-1.3054
C14orf135	0.23575
KIFC3	-1.354
PHF5A	-0.22325
NCAPH	-1.328
STK11IP	0.3795
FLJ42953	1.672875
CCDC19	2.34433333333333
ZNF329	-1.013
TAX1BP1	1.01833333333333
ZDHHC18	-0.477333333333333
C10orf88	0.776
TMBIM4	1.5751
NMUR1	0.2225
KIR2DS4	0.57225
C9orf90	0.094875
MGC87631	0.9605
KDR	2.9903
ST3GAL2	-1.24825
RLN2	0.8165
HPD	-3.8015
MOXD1	-2.901
PDGFRL	1.84916666666667
SMYD4	-0.483428571428571
FAM103A1	-0.792333333333333
MFAP4	-0.863166666666667
LOC285141	0.73875
TMEM45B	0.22975
SMCR7L	0.101285714285714
GZMH	3.224
CBLN1	-2.911
CNNM1	-0.9985
PHF17	-0.492583333333333
NUP98	-0.331666666666667
RMI1	-0.6565
PTPRS	0.409875
ANKRD57	0.195
CLDN15	-0.332833333333333
OR51A2	-0.0805
GUCA2B	0.761
DOCK9	1.05425
ITGB1BP1	-0.956833333333333
DLG2	-0.620375
BRAP	-0.15625
SESN3	0.63975
ZC3H7B	1.146
FAM101A	2.17283333333333
FKSG24	-0.298
ZYG11B	-0.053125
RFC2	-0.9635
SH2D3A	1.43483333333333
DVL3	-0.369083333333333
ADFP	-2.07916666666667
KRIT1	0.127125
SERTAD3	0.871166666666667
LEFTY2	-3.1905
KRT27	-0.4365
SCFD2	0.0055
MN1	-0.92075
RORA	2.73
PTPRD	-0.36675
PIAS2	0.237166666666667
CYP4X1	2.777
FBXL15	0.25125
MYH15	0.434666666666667
CRX	0.00433333333333333
TBC1D13	0.4935
SLC22A17	0.837
PLK2	1.72033333333333
ARHGAP9	1.21875
EIF1B	-0.3005
C20orf185	-0.1295
DEFA7P	-0.025
PRIM1	-1.97816666666667
CRYAA	-1.36475
BACE1	-0.22475
AGTRL1	0.726166666666667
ACAD9	0.079
GRASP	-0.1265
RBP4	-2.63433333333333
TFB2M	0.51825
METTL9	-0.9171
ATP5O	-0.1895
SP100	0.2336
CPSF1	-0.940666666666667
S100A4	-1.33475
LIME1	-1.104
GPR137C	0.1945
OR2A2	0.6945
C2orf29	-0.3365
NUP188	-0.348
SDPR	-1.8515
RAI1	0.4215
RPS20	0.1494
LAMB1	-0.68725
ADM2	1.64616666666667
ZNF229	-2.3285
DKFZp434K1815	-1.1955
EPN3	2.50883333333333
CLIC3	-1.91725
MEIG1	-1.28675
HMGB4	-0.48625
STARD10	2.08325
KLF8	3.1185
EPB41L2	-0.585333333333333
JMJD6	-1.051875
CTSL1	-0.546666666666667
GPR27	0.567
ELAVL4	1.1665
MMP21	0.4245
PPM1B	1.026875
SUV39H1	-0.9685
AAMP	0.187
TUSC4	-0.928
MBD6	0.24575
KLK13	-1.22025
FMNL3	0.556
TRIM13	0.546333333333333
C15orf5	-1.95275
IQCF1	-0.01825
CACNG8	0.1415
SLC35D3	0.228
ZDHHC9	0.636
ODF3L1	0.03975
C9orf86	0.1207
TSEN2	-1.0995
C17orf64	0.3215
SEPX1	0.3403
TSPO	0.6465
SYMPK	0.18
ADORA1	0.0085
TSPAN10	0.863625
SEMA6C	-0.101166666666667
RTTN	-0.2978
IL2	0.344
ARRDC3	-0.781416666666667
TBPL1	-0.775166666666667
STX12	0.425
MRPL39	-1.4295
OR8H3	0.2765
IFIT5	0.361666666666667
CASC5	-1.041625
FAM46A	-1.65133333333333
HPCAL1	-0.973125
CYLC1	-0.479
VGLL2	0.177857142857143
C20orf191	0.4235
CDH1	-1.04775
ITPA	-0.15075
CCDC101	-0.5445
D15Wsu75e	-0.00750000000000001
EDA	-1.4665
CREG1	-0.14725
OR7G2	0.42
SAP18	0.809833333333333
IFIT1	0.194
CALML3	1.31683333333333
FLJ37440	0.992
FNDC5	-0.8015
SERPINB6	-0.0445
JUNB	1.2571
SYS1	0.623
SCN2A	0.6025
ZKSCAN5	-0.3576
WNT7A	-0.0168333333333333
TSHZ3	3.17575
RNF148	1.6635
H6PD	-0.272875
CAD	-1.6185
ZNF449	0.308
DOCK10	-0.791
FAIM2	0.1985
HEXDC	-0.087
PRB1	-0.277
C14orf148	-0.238
ETHE1	-0.38025
IRF5	0.4188
GNMT	-0.171
MGC16291	-2.590375
RPAIN	-0.310428571428571
CAGE1	0.7005
CNTNAP3	-3.316875
ACTR1B	-0.4385
EEF1E1	-1.21325
MSX1	-0.068625
ESF1	-0.0935
HSPC171	-0.561
MRPL2	-1.4635
RDH12	-0.579833333333333
CELP	0.2225
METRNL	-0.50075
C10orf116	3.5355
C19orf48	-0.924
ZNF346	0.079
NCR1	-1.0275
C10orf64	0.271
CD52	0.4445
VPS18	0.913
AP4S1	0.278833333333333
NPBWR1	1.0615
TPK1	0.82175
UBA52	-0.762166666666667
RIPK1	0.737333333333333
CPNE3	0.5854
HSPC159	0.564625
C8orf38	0.5575
LRRC4B	-0.0615
PARP10	0.9027
ANKRD50	1.863
CXCL9	6.27275
FGF18	0.825454545454545
EIF2A	0.62225
SLC20A2	1.18916666666667
KIAA1549	0.810916666666667
SPINT1	2.3774
ZNF584	-0.2055
CRBN	-0.4785
ABCF3	-0.180666666666667
NCBP1	-0.129333333333333
PLA2G4F	1.02316666666667
PCDH10	-1.24485714285714
TTC21A	-0.0155
C20orf144	0.257
FGFR1OP2	-0.501333333333333
SLC9A1	0.5854
CHRND	0.284
FOXF1	-2.706
KIAA1467	1.51075
TPO	0.243833333333333
LTF	2.90542857142857
DNAJB9	0.0475
MRPS27	-0.7575
bA16L21.2.1	0.14325
WBP2	0.1015
MRGPRX3	-1.94666666666667
PRPF18	0.9705
C10orf58	0.3675
SMOC1	-2.6868
ADAT3	0.801666666666667
TMEM138	-0.97275
TMEM131	0.320125
TIMM8B	-0.0355
MYH7	-0.492
ST6GAL2	1.21075
KIF1C	0.13725
SUHW2	-1.435
PAPSS1	-0.56525
CABP2	-0.2285
HOXA4	-1.414
ELF2	1.007
SEMA3D	1.4438
MC5R	0.345
OGFR	0.336
FLJ30092	-0.272
TGFA	-2.1334
MMP17	0.49725
KIF15	-1.7045
CHIA	0.3595
CATSPER3	1.06625
CEACAM7	2.79833333333333
PADI2	1.34925
HOXA9	0.299333333333333
LNX2	1.34033333333333
TMEM144	1.5505
HIF1AN	0.39275
METTL7A	-1.8404
C6orf165	3.81166666666667
KIAA1468	1.358375
DSG3	0.382
ZNF180	0.628
EIF4E3	0.893125
SLC46A1	0.798125
DKK1	-6.0425
ZNF205	1.071
LOC162073	1.19544444444444
COX7A1	4.2265
MAGEA1	-4.93166666666667
NEDD8	-0.288583333333333
KLHDC5	0.944333333333333
C3orf19	1.194
MRPS2	-0.9695
POLR3H	0.342285714285714
ABHD11	1.4184
TMEM17	1.4815
PAIP2B	-1.0471
MAT1A	-5.005
LGI3	0.03975
THUMPD2	0.0725
TKTL2	-0.25775
XAGE3	-2.61516666666667
CALM3	0.302833333333333
C6orf136	-0.715833333333333
KCNC4	0.2865
RGS9	-0.209333333333333
ACIN1	0.905
SPATS1	-0.09375
XKR8	-0.53175
FAM84A	1.18908333333333
MS4A7	4.67181818181818
AGXT2L2	0.004
OR1F1	-0.1615
SMAP1L	-0.741083333333333
IPO11	0.29725
ZC3H11A	0.8605
C1orf151	0.775375
RNASEH2A	-1.52625
CCR10	-1.256
TXNDC11	0.125833333333333
TMEM112	0.805125
MAP1B	-1.87485714285714
NVL	2.073
PKM2	-1.1534
ARC	-0.57525
NUP54	-0.0265
PPFIBP2	2.6405
STAT2	0.952625
PTAFR	1.70083333333333
ROBO2	0.8375
RNF40	-0.246833333333333
CCDC135	-0.530333333333333
IFT81	0.1991
MORF4	-0.1195
TM7SF3	-0.34025
OR10H3	0.3125
ABP1	-0.1555
CHRD	1.6905
PLEKHA8	0.0663333333333333
NCALD	1.03675
OR5AK2	0.346
ACCN1	-0.0611666666666667
SLITRK1	-0.254
ARMET	-1.19225
C9orf52	0.4015
REEP4	-0.9
MTSS1	0.365125
ADH1B	3.72966666666667
DLD	-0.42025
CDK5	-0.887
PPFIA1	-0.9551875
WFDC3	0.3205
DNAJB12	1.19485714285714
RANGRF	0.6865
MLANA	-4.4345
AMY2B	-0.494
KIAA0319	-2.271625
RPS7	-0.745
JAK3	-0.4419
ARFGEF1	1.26525
CXCL5	0.31075
TRAPPC4	-0.68975
CETN2	0.61675
HSPC111	-0.76725
RHOBTB3	-2.6052
PHLPP	-0.9525
RGS10	1.492
TMEM58	1.65675
CHERP	-0.00249999999999997
HSP90AB3P	-0.396
FSTL3	-0.924166666666667
PEX11A	0.095
OR5V1	0.639
FCN3	2.3425
PTPN3	1.04175
NPTX1	-5.10825
C21orf84	-1.566
C11orf51	0.121875
ZBED2	3.30275
FLJ90757	1.5905
NPY2R	1.15175
PLD3	-0.5095
SYT17	3.093
SGSM2	-0.487
OR1A2	0.1425
FOXP1	1.45275
SLC5A1	3.974
POFUT1	-0.804
EPHB6	-3.0515
MYO1G	-1.50325
STAC	-1.9515
KLHL17	0.105166666666667
RGMA	-0.0971
TJP2	0.6473
FAM114A1	0.298333333333333
SERINC1	1.07575
SLC9A8	0.42275
PEX19	1.017125
EDN2	2.51325
PSMD7	-0.955888888888889
C3orf41	-2.28975
UQCR	-0.00862499999999999
PPP1R3C	-0.5785
LRP4	-2.41816666666667
TM2D1	-0.3065
TTC17	0.464625
C4BPB	-4.400625
CCL25	0.912
ZNF253	-0.198833333333333
CHRNA9	-3.76625
SOX11	-1.249375
HIVEP3	0.028
CGN	1.99391666666667
C3orf35	0.094625
PKD2L1	2.58675
SYVN1	-0.613875
PDE8B	-2.363625
LOC439951	0.9395
LTC4S	2.44316666666667
MIF4GD	-0.168666666666667
SMARCA2	1.6930625
TUBGCP6	0.189166666666667
CABLES1	0.58175
C16orf77	0.960666666666667
ZNF791	0.75525
FUT5	-1.0785
ADH6	-2.712
P4HB	0.09425
CLDND2	-1.3615
ALKBH8	0.61025
PLAC4	-1.62675
F11R	1.44485714285714
MGC35295	0.308333333333333
PDZD4	-0.4305
LOC389073	1.354
FAM80B	-0.5405
PSMB1	-0.000125
TXN	0.337833333333333
VIPR1	1.0906
WBSCR18	0.2169
EXOSC6	-0.787833333333333
ACTA2	3.63533333333333
SP5	-3.80658333333333
ANKRD1	-3.40075
DDR1	2.4389
ATP6V1D	-0.0665
PTGS1	-1.51325
RNF157	-0.53625
DCC	0.30625
SPAG7	-0.0655
FBXO18	-0.5525
UBE3C	-0.2072
HOXC6	1.25425
LRP2BP	0.504166666666667
MYST2	-0.90025
PDSS2	0.76175
ATE1	0.431
ARAF	0.40475
KLF10	-0.22275
PLA2G2E	0.09825
ASCL1	-0.3625
TSNAXIP1	0.59275
FAM131B	-0.163875
IFNA10	-0.2235
NUP43	-0.752625
FAM44B	-0.418125
L1TD1	-4.4275
NMD3	-0.950666666666667
C18orf54	-0.9326
PHOSPHO1	-0.28
RAG2	-1.3965
EMILIN3	-0.435
METTL3	-0.577
VPS13C	0.850625
REXO2	-1.58375
ANXA4	-0.01575
CA1	-1.69
DCP1B	0.27225
TULP3	-0.866
ATP2A2	-0.3205
ATIC	-0.61725
ADAM15	0.323083333333333
NPL	0.5285
LGR4	0.7115
UEVLD	0.71
GAB1	1.27175
SNAI2	-0.125666666666667
ZGPAT	0.2576
SNF1LK	-0.31325
DLEU1	-1.31225
UBE2Q1	0.634125
ZMYM6	-0.071625
JPH3	-2.249
FAM38A	-1.21641666666667
PXK	-0.746833333333333
DENND2D	2.26125
BAX	0.13025
CP	-4.70018181818182
RPL37	-0.6514
G6PC3	0.57825
NCOA4	-0.0391666666666667
LRRC14	-0.280375
GORASP1	1.038
FCHO2	1.25175
CYP24A1	-3.605
FXYD3	2.52125
SMARCAL1	0.2955
ABCB8	-0.444
CCDC44	-0.34075
PRDM7	-3.60575
USH1C	-1.00225
DNAH5	1.90833333333333
SRF	0.122916666666667
MAL2	2.3995
PGPEP1	0.410333333333333
SIN3B	-0.66575
SEMA3C	1.77683333333333
GRAMD3	1.664
FBXO10	-0.570625
OR5D13	0.415
FLJ31818	-0.27125
CACNA1I	0.858125
S100A13	1.6375
TP63	1.37892857142857
ANXA11	0.2444
WDR66	1.360125
CSF2RB	0.1305
IFI44	0.0005
DACT1	2.113
ANKRD23	-1.166875
ATP5G1	-1.26466666666667
C21orf70	-0.628
PPWD1	-0.64925
DNAJC13	-0.2555
PAH	-3.52816666666667
PTCH2	0.63125
TRMU	-1.1685
CCDC9	-0.2345
USP3	0.4207
DCLRE1C	0.5229
FAM55C	-0.36325
FRMD4B	1.43425
CYP2R1	-0.45375
RFPL1	-0.872
XPO5	-1.27375
ARL6IP2	-0.873
OSBPL5	2.23325
MMP9	3.81727272727273
KIAA0802	-0.132
DHRS2	-3.746
SGEF	0.662
TXNDC10	-0.5079
EXOC6	0.715
RPS27	0.805333333333333
PNCK	-1.12516666666667
FSTL1	-1.097
AACS	0.3845
SLMAP	-0.184833333333333
SAMD4A	-1.1661
ABRA	0.16475
SMARCD3	-0.3285
PKNOX2	-3.16516666666667
A4GNT	0.703
C9orf39	0.652
RALYL	-0.2225
MGC33556	-2.992
C10orf25	-0.7315
BBOX1	4.22675
NHEDC1	0.46325
XDH	-0.21425
GCSH	-2.064
EDN1	-0.5835
MTERF	-0.007
CLK4	0.5055
ZNF799	0.868833333333333
KCNG1	-0.48275
CXCR4	-0.411666666666667
PTPRR	0.91525
IRAK1	-0.36475
LOC401397	-0.5355
TMSB10	0.66
CXCL3	-3.8565
TMC4	2.74125
OR7A10	0.777
STYK1	1.87775
CHRNA10	0.087
CCNI	0.7985
EP300	1.94471428571429
LOC165186	-0.662833333333333
HIC2	-2.185
SDR-O	-0.013
OR2W1	1.0375
KCNA6	-0.579
TRIM74	-1.953
REEP6	-1.01675
ATP5G2	0.6325
ERG	0.336625
TMEM42	0.4675
PARN	-0.117666666666667
SOD2	-0.22575
DIRAS1	0.424833333333333
PNPT1	-1.29625
JOSD3	-1.32
hCG_40738	0.404
PDE1C	-2.5435
SEMA4D	-0.452625
AGPAT1	0.159333333333333
NOSTRIN	2.059625
MAP3K3	-0.8225
MAX	0.547285714285714
CAPS	2.90066666666667
SERPINA12	-0.0365
OSBPL8	2.196375
RICS	1.7934
NR4A2	1.55233333333333
PPCS	0.920333333333333
LONP1	-1.05575
SCYL3	2.36325
HERC2P2	-1.11883333333333
FIBCD1	-0.517
C15orf41	-0.62325
DMC1	-1.50266666666667
C20orf27	-1.33
RPS6KA5	1.0805
FAHD1	-0.281666666666667
SLC12A4	-0.571
BRCA1	-1.5235
GBL	-0.339
SLK	0.835333333333333
NUDT9P1	-2.1625
NOXO1	0.3765
USP52	-0.67325
BAZ1B	0.81525
SLCO2B1	2.217
BBS12	1.25216666666667
LRGUK	-0.5675
TERF2IP	-0.25925
COL1A1	4.6355
KIAA0090	-0.101
GRK5	0.186
AP1S2	-1.9708
TMEM52	-0.859666666666667
CA11	0.096625
OR4A15	0.444666666666667
ACBD3	1.6575
SPAG11B	0.1585
PRDM2	0.7361
FOXP3	0.383
SMYD3	0.1893
LOC389199	0.925
LGI2	1.20883333333333
NAPE-PLD	-0.5189
ANKRD6	0.9105
WDR45	0.529666666666667
SHROOM1	-2.03625
PSCD3	0.754
PYY	0.448
KCNC1	3.0225
ARHGEF9	0.493
OR8J1	0.49525
GPR55	0.127
NS3BP	-0.9185
C10orf22	0.390166666666667
NAT8L	-1.9015
DUSP4	2.74783333333333
FOXM1	-1.62083333333333
GRAMD2	1.737
ZBTB48	0.0445
BUD31	-1.0185
PABPC5	0.3165
CCDC41	-0.91275
FBXO11	0.300833333333333
C6orf148	-1.65
RFXAP	-0.997
C6orf15	0.128333333333333
CDK8	-0.361666666666667
C6orf70	-0.201625
TESSP2	0.2455
ALG2	0.39475
PPP1R3D	2.551
TPM3	0.233333333333333
SYT13	4.635
EPB42	-0.552833333333333
CETN3	-0.38725
PRY	-0.077
NTHL1	-0.463
POLR2B	0.345
