Hybridization REF	TCGA-E2-A15K-01A-11R-A12P-07
TUBA3D	0.1892
KIAA1833	-0.1755
PNPLA1	1.137
LRRC34	-1.70916666666667
CDH26	-0.869333333333333
ZNF167	-0.075
ZBTB26	0.0716
VWF	2.7796
VTN	-1.11183333333333
BAD	0.46325
PDS5B	0.347181818181818
ZNF644	-0.1295
SH3GLB2	-0.855625
SMPDL3A	1.0657
NRG2	-1.970875
IL15	1.30616666666667
GABARAPL1	-1.66716666666667
LAT2	0.389
SLCO1A2	-2.5395
LIG4	0.119416666666667
GSDMDC1	0.0805
BMP4	-2.79675
METT10D	-0.367428571428571
SYCE1	5.41675
SPANXD	-5.95425
SLC12A9	0.1895
MC1R	-1.735
RNF168	-0.43575
TRIM69	0.812
GALNT7	2.47116666666667
ISG20L2	0.026
KIAA2026	0.7145
TNFAIP8L1	-1.0595
DPY19L2	-0.82075
C12orf63	2.134
PRDX5	-0.00787500000000001
MED6	0.164375
TXNDC5	-0.9555
CD46	1.30666666666667
CCK	-1.2695
C17orf48	-0.01575
ANUBL1	2.4525
SIT1	0.7475
TYSND1	0.16
DEF6	0.0996666666666667
GLT8D4	1.706
UTP14A	-0.304125
RPH3AL	-0.11575
NXF1	-0.548833333333333
TRERF1	1.29066666666667
TUBB3	-1.297875
SLC24A2	1.058
SEC22B	1.73958333333333
ZNF653	0.126
GGTL3	-1.14308333333333
CDKL2	-1.299
CTF8	-0.7215
EPC1	0.8355
CYP4A11	0.253833333333333
THRSP	1.7825
LELP1	0.555166666666667
TES	-0.216375
C17orf87	2.5475
FERD3L	0.19
SH3TC1	-0.7535
RAB36	0.452
CRYGB	-0.943
GRIA3	2.366
BHLHB9	2.33575
C1QTNF9	0.3215
GOPC	0.705125
PNPLA8	-0.0868333333333333
ZNF444	0.6395
FMO1	3.498
POLR3C	0.09425
SLC35F3	-2.047
SGCG	-3.27966666666667
DCDC2	-1.48566666666667
NANP	-0.787
MGC23270	-1.3965
BEX4	-1.32025
HYDIN	-0.222666666666667
RPS6KB2	-0.79525
ADRM1	-0.8205
BAT3	-0.8375
RAB31	0.701375
SCGB2A1	0.2695
SLC6A14	-4.18925
DDX4	0.08275
PRRC1	0.402333333333333
AP3B2	-1.20466666666667
TRGV7	0.0938333333333333
TMEM184B	1.14475
ADPRHL1	1.48133333333333
C21orf45	0.1115
ARNTL	1.701875
AADAT	-1.166375
CCL2	1.1705
SNTB2	-0.665833333333333
RGS9BP	-2.74475
KPNA1	0.65375
TMEM41B	0.0316666666666667
S100A11	0.64325
DOT1L	-1.8885
EFHC2	1.144875
CLTC	-0.261166666666667
SRP9	1.57014285714286
ZNF521	-0.10875
FAM26F	0.1965
GPR88	0.582666666666667
COL13A1	-0.0923333333333333
CHMP4B	-0.175
SIGLEC6	0.582166666666667
NFAM1	0.624875
PVRL2	0.6933
ALKBH4	-0.27875
CCDC93	-0.0544375
NXT1	0.12125
KCNK4	1.588
TROAP	-1.61466666666667
KCNA10	0.26
CCDC114	0.324666666666667
RAN	-0.633833333333333
LMTK2	-0.989
LOC400657	0.6045
UFC1	1.68375
UBE1DC1	-0.358
EEF1A1	-0.0571111111111111
CHAC1	-0.399
HMGA2	-5.817
B3GALTL	0.61975
ING2	0.94175
C1orf109	-0.235
INTS3	0.858375
ZNF558	0.4435
TRPM4	2.312
LTB4R	-0.8565
ISYNA1	-0.27225
LSM7	-0.4845
LRRC47	-0.22125
ZNF179	-1.72066666666667
EXDL1	0.254
SLC4A10	-1.294875
ACSS2	-0.846833333333333
COPS7B	-0.6115
KIAA0040	2.10066666666667
C1orf95	0.756
AP1GBP1	0.336
OR9A2	0.3955
FAM71C	0.1105
RIN1	-0.4045
ITGA4	-1.1085
DNAJC6	-1.179
CLOCK	1.1475
SLC35A4	0.376333333333333
DSG4	-0.27575
LOC26010	-0.6325
NSUN2	-0.812
TMEM86B	-1.2814
C14orf135	0.83125
KIFC3	-1.83316666666667
PHF5A	0.231
NCAPH	-0.68525
STK11IP	0.097
FLJ42953	-0.117125
CCDC19	2.60666666666667
ZNF329	-0.065
TAX1BP1	0.1375
ZDHHC18	-0.1985
C10orf88	0.50875
TMBIM4	1.2742
NMUR1	0.2975
KIR2DS4	0.249
C9orf90	0.03675
MGC87631	-0.3715
KDR	2.8371
ST3GAL2	-1.551625
RLN2	1.1365
HPD	-3.74975
MOXD1	-2.05
PDGFRL	1.65966666666667
SMYD4	-1.0495
FAM103A1	0.384333333333333
MFAP4	0.103833333333333
LOC285141	2.02275
TMEM45B	-1.461
SMCR7L	-0.692285714285714
GZMH	4.52775
CBLN1	-3.01166666666667
CNNM1	-0.7065
PHF17	-0.287916666666667
NUP98	0.160166666666667
RMI1	0.2045
PTPRS	0.244625
ANKRD57	0.038375
CLDN15	-0.7935
OR51A2	0.5535
GUCA2B	-0.39
DOCK9	2.1245
ITGB1BP1	-0.917166666666667
DLG2	-0.768875
BRAP	0.25675
SESN3	0.88775
ZC3H7B	0.572
FAM101A	0.4815
FKSG24	-0.29375
ZYG11B	-1.02525
RFC2	-0.64325
SH2D3A	0.511833333333333
DVL3	0.457333333333333
ADFP	-1.008
KRIT1	0.028375
SERTAD3	2.12383333333333
LEFTY2	-3.497
KRT27	-0.809
SCFD2	-0.28075
MN1	-0.8075
RORA	-0.039
PTPRD	-1.11675
PIAS2	-0.993666666666667
CYP4X1	5.566
FBXL15	0.014
MYH15	0.354
CRX	-0.0523333333333333
TBC1D13	0.12575
SLC22A17	0.878
PLK2	2.24083333333333
ARHGAP9	2.04725
EIF1B	0.00424999999999999
C20orf185	0.27775
DEFA7P	0.5905
PRIM1	-1.189
CRYAA	-1.9595
BACE1	-0.714
AGTRL1	0.157
ACAD9	0.241125
GRASP	-0.2585
RBP4	-3.86216666666667
TFB2M	0.51525
METTL9	0.2074
ATP5O	-1.001
SP100	0.7588
CPSF1	-0.959666666666667
S100A4	-0.339
LIME1	-0.60425
GPR137C	0.536
OR2A2	1.21
C2orf29	-0.3275
NUP188	-1.185
SDPR	-1.966
RAI1	0.2355
RPS20	-0.6976
LAMB1	-0.92825
ADM2	0.576833333333333
ZNF229	0.8665
DKFZp434K1815	-1.178
EPN3	2.2165
CLIC3	-1.72775
MEIG1	-0.8235
HMGB4	-0.3065
STARD10	0.920375
KLF8	0.96475
EPB41L2	-1.30716666666667
JMJD6	-0.485
CTSL1	-0.770166666666667
GPR27	0.8135
ELAVL4	1.25225
MMP21	1.085
PPM1B	0.360125
SUV39H1	-0.74575
AAMP	-0.4175
TUSC4	0.681333333333333
MBD6	0.475
KLK13	-1.89025
FMNL3	0.6035
TRIM13	0.738083333333333
C15orf5	-0.86075
IQCF1	-0.162857142857143
CACNG8	-0.1045
SLC35D3	0.401833333333333
ZDHHC9	0.0845
ODF3L1	0.51325
C9orf86	-0.9213
TSEN2	-1.28875
C17orf64	-1.0135
SEPX1	0.8185
TSPO	0.492166666666667
SYMPK	0.117
ADORA1	0.81575
TSPAN10	-0.12125
SEMA6C	-0.112333333333333
RTTN	-0.0354
IL2	1.6825
ARRDC3	-0.977916666666667
TBPL1	-0.952666666666667
STX12	1.0245
MRPL39	-0.6705
OR8H3	0.3725
IFIT5	1.8865
CASC5	-1.43475
FAM46A	-2.01883333333333
HPCAL1	0.200125
CYLC1	-1.272
VGLL2	0.322714285714286
C20orf191	-0.12675
CDH1	2.31283333333333
ITPA	-0.12775
CCDC101	0.80325
D15Wsu75e	-0.2875
EDA	-2.3265
CREG1	-0.70775
OR7G2	0.492
SAP18	1.303
IFIT1	2.0975
CALML3	-2.0125
FLJ37440	0.612
FNDC5	-0.413
SERPINB6	0.472785714285714
JUNB	1.2565
SYS1	2.0035
SCN2A	-0.229166666666667
ZKSCAN5	-0.0849
WNT7A	-0.0145
TSHZ3	2.09875
RNF148	1.307
H6PD	-0.089625
CAD	-0.9955
ZNF449	0.2395
DOCK10	-0.541
FAIM2	0.579833333333333
HEXDC	-0.08125
PRB1	0.5975
C14orf148	-0.0455
ETHE1	1.12425
IRF5	0.4333
GNMT	1.30933333333333
MGC16291	-2.09
RPAIN	-0.277714285714286
CAGE1	0.0935
CNTNAP3	-3.441125
ACTR1B	-0.7435
EEF1E1	-1.438
MSX1	-1.308875
ESF1	-0.5855
HSPC171	-0.23325
MRPL2	-0.377666666666667
RDH12	-0.675166666666667
CELP	0.2775
METRNL	-0.87925
C10orf116	3.43983333333333
C19orf48	-1.847
ZNF346	-0.3285
NCR1	-0.5775
C10orf64	0.9475
CD52	2.62325
VPS18	0.110125
AP4S1	0.981333333333334
NPBWR1	0.462
TPK1	1.411
UBA52	-0.524555555555556
RIPK1	0.720333333333333
CPNE3	-0.1247
HSPC159	-0.035125
C8orf38	0.28375
LRRC4B	0.4965
PARP10	0.1675
ANKRD50	-0.061125
CXCL9	6.66775
FGF18	1.15072727272727
EIF2A	-0.9315
SLC20A2	1.058
KIAA1549	0.197833333333333
SPINT1	2.2578
ZNF584	-0.3195
CRBN	-0.0338333333333333
ABCF3	-0.142833333333333
NCBP1	0.0548333333333333
PLA2G4F	0.591166666666667
PCDH10	-0.888
TTC21A	1.112
C20orf144	-0.378
FGFR1OP2	-0.222
SLC9A1	0.2001
CHRND	0.166
FOXF1	-2.37025
KIAA1467	1.138
TPO	-0.1935
LTF	4.49428571428571
DNAJB9	0.1805
MRPS27	-0.6525
bA16L21.2.1	0.48525
WBP2	-0.187
MRGPRX3	-2.09933333333333
PRPF18	0.599
C10orf58	0.262
SMOC1	-3.2289
ADAT3	0.177
TMEM138	-0.7
TMEM131	0.07125
TIMM8B	-0.36425
MYH7	-0.388333333333333
ST6GAL2	0.812375
KIF1C	0.45475
SUHW2	-2.0265
PAPSS1	0.06625
CABP2	-0.25
HOXA4	-1.9595
ELF2	0.78825
SEMA3D	-0.0367
MC5R	0.2605
OGFR	-0.7025
FLJ30092	0.1255
TGFA	-1.8423
MMP17	-0.257
KIF15	-0.736
CHIA	0.2575
CATSPER3	1.51925
CEACAM7	2.41108333333333
PADI2	1.249625
HOXA9	-0.0868333333333334
LNX2	1.12083333333333
TMEM144	2.90775
HIF1AN	0.80375
METTL7A	-0.5462
C6orf165	4.233
KIAA1468	0.931125
DSG3	-3.516
ZNF180	0.7515
EIF4E3	3.082875
SLC46A1	0.355
DKK1	-6.62333333333333
ZNF205	0.642
LOC162073	1.31677777777778
COX7A1	4.07075
MAGEA1	-3.9015
NEDD8	0.658583333333333
KLHDC5	-0.0556666666666667
C3orf19	0.2985
MRPS2	-1.32275
POLR3H	-0.339071428571428
ABHD11	0.1378
TMEM17	1.0175
PAIP2B	-0.8181
MAT1A	-4.52125
LGI3	0.391
THUMPD2	-0.16725
TKTL2	0.30575
XAGE3	-1.59683333333333
CALM3	0.291
C6orf136	-0.526166666666667
KCNC4	0.485166666666667
RGS9	0.895666666666667
ACIN1	-0.820833333333333
SPATS1	-0.28675
XKR8	0.28125
FAM84A	0.764083333333333
MS4A7	5.43454545454545
AGXT2L2	0.331
OR1F1	0.3905
SMAP1L	0.229583333333333
IPO11	0.37675
ZC3H11A	0.852375
C1orf151	0.544375
RNASEH2A	-0.70275
CCR10	-1.525
TXNDC11	0.606666666666667
TMEM112	1.179875
MAP1B	-1.33785714285714
NVL	2.325
PKM2	-0.509
ARC	0.15275
NUP54	0.064
PPFIBP2	2.36516666666667
STAT2	1.27125
PTAFR	2.45583333333333
ROBO2	-0.668142857142857
RNF40	0.311833333333333
CCDC135	-0.580166666666667
IFT81	0.3317
MORF4	0.052
TM7SF3	0.80825
OR10H3	-0.0035
ABP1	0.810875
CHRD	0.948
PLEKHA8	0.355333333333333
NCALD	0.822416666666667
OR5AK2	0.549
ACCN1	0.283166666666667
SLITRK1	0.0575
ARMET	-0.12025
C9orf52	-0.904
REEP4	-0.12775
MTSS1	2.2695
ADH1B	3.21483333333333
DLD	-0.211
CDK5	-0.4585
PPFIA1	1.704375
WFDC3	2.10675
DNAJB12	0.937142857142857
RANGRF	0.437
MLANA	-4.67825
AMY2B	0.12825
KIAA0319	1.494875
RPS7	-0.5565
JAK3	0.477888888888889
ARFGEF1	1.12275
CXCL5	0.685583333333333
TRAPPC4	-0.7255
CETN2	0.8335
HSPC111	-0.87875
RHOBTB3	-1.5831
PHLPP	-0.24
RGS10	1.246
TMEM58	1.50225
CHERP	-0.01225
HSP90AB3P	-1.892
FSTL3	-0.398333333333333
PEX11A	2.0235
OR5V1	0.753
FCN3	1.68725
PTPN3	0.742125
NPTX1	-5.63
C21orf84	-1.97625
C11orf51	-0.487
ZBED2	4.064
FLJ90757	0.50975
NPY2R	0.01375
PLD3	-0.1425
SYT17	3.04366666666667
SGSM2	-0.391
OR1A2	-0.1225
FOXP1	1.435375
SLC5A1	5.74925
POFUT1	-0.5131
EPHB6	-3.118
MYO1G	-1.285875
STAC	-2.0835
KLHL17	-0.581666666666667
RGMA	0.9028
TJP2	-0.427
FAM114A1	0.436833333333333
SERINC1	1.518
SLC9A8	0.598125
PEX19	0.511625
EDN2	4.12675
PSMD7	-1.37588888888889
C3orf41	-2.3405
UQCR	0.111875
PPP1R3C	1.59975
LRP4	-2.65533333333333
TM2D1	0.49225
TTC17	-0.0828125
C4BPB	-5.27328571428571
CCL25	0.62425
ZNF253	0.166
CHRNA9	-3.55633333333333
SOX11	-1.87175
HIVEP3	0.922
CGN	1.79141666666667
C3orf35	0.406125
PKD2L1	3.40625
SYVN1	0.098625
PDE8B	-0.631625
LOC439951	-0.4895
LTC4S	2.10266666666667
MIF4GD	-0.177833333333333
SMARCA2	2.0055625
TUBGCP6	-0.2305
CABLES1	0.968125
C16orf77	0.961
ZNF791	0.72925
FUT5	1.2205
ADH6	-2.921
P4HB	-0.195
CLDND2	-1.2845
ALKBH8	-0.36725
PLAC4	-1.7865
F11R	0.832357142857143
MGC35295	0.323
PDZD4	-0.5405
LOC389073	-0.27925
FAM80B	-0.463333333333333
PSMB1	0.00962499999999999
TXN	-1.03966666666667
VIPR1	1.6224
WBSCR18	-0.2914
EXOSC6	-1.4625
ACTA2	3.26266666666667
SP5	-2.37833333333333
ANKRD1	-3.78733333333333
DDR1	1.2438
ATP6V1D	0.93025
PTGS1	-0.853666666666667
RNF157	-1.24375
DCC	-0.638666666666667
SPAG7	0.15625
FBXO18	-0.00499999999999999
UBE3C	-0.0921
HOXC6	0.97825
LRP2BP	-0.379833333333333
MYST2	-0.00275
PDSS2	0.66575
ATE1	0.3505
ARAF	-0.31075
KLF10	0.12225
PLA2G2E	0.401
ASCL1	-1.234
TSNAXIP1	1.46325
FAM131B	0.183375
IFNA10	-0.365
NUP43	-0.514375
FAM44B	-0.4315
L1TD1	-5.27883333333333
NMD3	-1.02891666666667
C18orf54	-1.5285
PHOSPHO1	0.2115
RAG2	-1.903
EMILIN3	-0.221
METTL3	-0.00825
VPS13C	-0.804
REXO2	-1.85025
ANXA4	0.47025
CA1	-1.13575
DCP1B	0.1585
TULP3	-1.41416666666667
ATP2A2	-0.120214285714286
ATIC	-0.3245
ADAM15	-0.512583333333333
NPL	1.33383333333333
LGR4	-1.52775
UEVLD	1.28633333333333
GAB1	1.70325
SNAI2	-0.310833333333333
ZGPAT	-0.3343
SNF1LK	-0.72275
DLEU1	-0.1735
UBE2Q1	0.352875
ZMYM6	0.533375
JPH3	-2.233
FAM38A	-0.585916666666667
PXK	-0.0396666666666667
DENND2D	2.43575
BAX	-0.56
CP	-3.73245454545455
RPL37	-0.6648
G6PC3	0.050625
NCOA4	-0.357
LRRC14	0.28775
GORASP1	0.7875
FCHO2	0.533875
CYP24A1	-3.6991
FXYD3	2.53625
SMARCAL1	0.318
ABCB8	0.598333333333333
CCDC44	-0.106
PRDM7	-3.485
USH1C	-1.60125
DNAH5	2.73166666666667
SRF	0.0979166666666667
MAL2	1.7205
PGPEP1	0.63325
SIN3B	-0.962
SEMA3C	0.0446666666666667
GRAMD3	1.22175
FBXO10	-0.319125
OR5D13	-0.073
FLJ31818	-0.11575
CACNA1I	-0.17775
S100A13	1.067
TP63	-0.0886428571428572
ANXA11	0.7161
WDR66	1.29775
CSF2RB	0.495
IFI44	0.96425
DACT1	1.72216666666667
ANKRD23	-1.349375
ATP5G1	-0.521833333333333
C21orf70	-0.942833333333334
PPWD1	-0.77875
DNAJC13	0.044
PAH	-6.1116
PTCH2	0.5185
TRMU	-1.4635
CCDC9	0.348
USP3	-0.1442
DCLRE1C	0.2478
FAM55C	2.11625
FRMD4B	2.00375
CYP2R1	0.53925
RFPL1	0.1035
XPO5	-0.729
ARL6IP2	-0.0405
OSBPL5	1.75925
MMP9	3.94763636363636
KIAA0802	-0.6955
DHRS2	-3.6335
SGEF	1.17
TXNDC10	-0.7013
EXOC6	2.1035
RPS27	0.6445
PNCK	-1.2705
FSTL1	-0.64175
AACS	-0.02675
SLMAP	1.09566666666667
SAMD4A	-0.857
ABRA	0.28575
SMARCD3	1.6095
PKNOX2	-2.8775
A4GNT	0.0695
C9orf39	-1.14733333333333
RALYL	0.484
MGC33556	-1.9
C10orf25	-1.392
BBOX1	0.5705
NHEDC1	0.2245
XDH	1.706
GCSH	-2.096
EDN1	1.38633333333333
MTERF	0.000750000000000001
CLK4	1.025125
ZNF799	0.737666666666667
KCNG1	-2.266375
CXCR4	0.376333333333333
PTPRR	-3.127
IRAK1	-1.157875
LOC401397	0.23975
TMSB10	0.506571428571428
CXCL3	-3.4761
TMC4	1.79925
OR7A10	1.1535
STYK1	2.076
CHRNA10	0.48325
CCNI	0.01975
EP300	0.822142857142857
LOC165186	-0.156333333333333
HIC2	-2.72
SDR-O	-0.1495
OR2W1	0.2255
KCNA6	0.49
TRIM74	-0.14725
REEP6	2.02925
ATP5G2	0.47625
ERG	0.59675
TMEM42	0.884
PARN	0.870166666666667
SOD2	-0.3563125
DIRAS1	-1.12733333333333
PNPT1	-1.16225
JOSD3	-1.72225
hCG_40738	-0.253
PDE1C	-2.57725
SEMA4D	0.37425
AGPAT1	-0.0931666666666667
NOSTRIN	2.717875
MAP3K3	-0.673666666666667
MAX	1.60435714285714
CAPS	0.601166666666667
SERPINA12	-0.6435
OSBPL8	-0.26675
RICS	1.2149
NR4A2	0.526666666666667
PPCS	1.34583333333333
LONP1	-1.52575
SCYL3	2.5025
HERC2P2	-1.2715
FIBCD1	0.6865
C15orf41	-1.6135
DMC1	-2.04483333333333
C20orf27	-0.9775
RPS6KA5	1.4592
FAHD1	0.6325
SLC12A4	-0.715
BRCA1	-0.750916666666667
GBL	0.01875
SLK	0.529333333333333
NUDT9P1	-1.465
NOXO1	0.889
USP52	-0.28775
BAZ1B	0.12875
SLCO2B1	2.8735
BBS12	1.56016666666667
LRGUK	1.33983333333333
TERF2IP	-0.222
COL1A1	4.971
KIAA0090	0.273375
GRK5	0.255
AP1S2	-1.9419
TMEM52	-0.6254
CA11	-0.23825
OR4A15	0.638666666666667
ACBD3	1.6272
SPAG11B	0.140375
PRDM2	1.3417
FOXP3	0.48825
SMYD3	0.146
LOC389199	-0.006
LGI2	2.5085
NAPE-PLD	0.1522
ANKRD6	0.44
WDR45	-0.0281666666666667
SHROOM1	1.3015
PSCD3	-0.6105
PYY	0.703
KCNC1	-2.4315
ARHGEF9	0.7536
OR8J1	0.1255
GPR55	0.134166666666667
NS3BP	-2.1295
C10orf22	0.250166666666667
NAT8L	-0.42525
DUSP4	-0.981833333333333
FOXM1	-1.21283333333333
GRAMD2	2.7993
ZBTB48	-0.17
BUD31	0.0075
PABPC5	2.581
CCDC41	-0.45075
FBXO11	0.0511666666666667
C6orf148	-2.378
RFXAP	-0.5555
C6orf15	-0.1725
CDK8	-0.595833333333333
C6orf70	0.99
TESSP2	0.068
ALG2	0.5445
PPP1R3D	0.23625
TPM3	0.940666666666667
SYT13	4.6805
EPB42	-0.178833333333333
CETN3	-0.242
PRY	0.452
NTHL1	0.764
POLR2B	0.3195
RPS28	0.0408333333333334
P2RX3	0.5205
LYZL4	0.28875
WBP4	0.4566
PMM1	-0.37625
C11orf79	-0.394
CBLL1	-0.5635
IL1F10	0.378
VAX2	-1.579
SETDB1	0.285
LRAP	-2.59416666666667
GCLM	-1.03233333333333
CPEB3	3.1065
PPM1A	1.009875
INTS1	-1.08075
CAMTA1	-0.542916666666667
SAMSN1	-0.923
LOC158830	-0.458833333333333
GMPPA	0.030125
AIPL1	0.656
IL24	0.7815
BDKRB1	-1.90066666666667
MLF1	1.9389
TAF12	0.36875
ID1	-2.724625
THADA	-0.096875
PIK3CB	0.31725
OR4N5	0.0315
TBC1D17	-0.641
COX8A	-0.0665
CDCA4	0.13475
C2orf44	-0.208
ZNF534	-0.716
IMMP1L	0.75475
NIPSNAP3B	0.094125
FTMT	0.474625
PWP2	-0.884666666666667
MMP15	-0.8137
DNAH11	-2.84825
MTMR14	-0.459875
DNAL4	0.56975
IPP	-0.0285
TMEM59	1.02175
C1orf157	1.7195
RGS4	0.3695
DDX18	-0.0821666666666667
SNX6	0.136
ZNHIT2	0.193833333333333
NCDN	-0.174
FLJ33534	0.0275
RAG1	-1.83275
OR4D10	0.5455
PTPN5	-0.459666666666667
POMT1	0.112375
LRRC8A	-0.3086
CYP1A1	0.0095
CAPN1	-0.0453333333333333
DDHD2	-0.985
GRIK2	-1.12375
GNRHR	-0.09325
PPBP	0.36075
HTR3A	-0.607375
SLITRK4	0.2
ANKRD49	-0.402
BTF3	-0.2044
SARS	-0.65975
C13orf18	-0.32
CACNB1	-0.1015
QKI	-0.774545454545455
SETMAR	0.5955
MAN2B1	0.676
EML3	-1.21725
ACADL	0.064
OFD1	-0.01825
DEFB114	-0.0075
CGA	-3.9013
PEX16	0.073
LRRC10	-0.036
GNG12	0.623
C1orf152	0.444833333333333
CHRM1	0.4065
CD53	1.264375
DBH	-0.98625
TFAP2B	2.945375
HIST1H2BJ	-1.02683333333333
FAM46D	-0.4215
TMEM11	-0.02025
C3orf32	-1.19275
PCCB	-0.375375
IPO13	0.138375
C6orf105	-3.4185
COMMD5	0.2865
SUV420H1	-1.1643
LTBR	0.29675
ARHGAP15	-0.055625
HDHD2	0.378
TDRKH	0.0461666666666667
LOC401052	1.162
PSG4	-1.0455
GNB4	-1.314
SPATA4	-0.41
SLC9A3	-0.5435
OSBP	-0.231333333333333
NBPF3	-0.630583333333333
DOCK11	-1.2195
SLC39A5	-1.6585
PRR5	0.3502
C10orf63	-0.21325
SMTNL2	-1.61425
ADRA1A	-0.54125
ASAH1	1.7868
DOM3Z	-0.4477
GIPR	0.402166666666667
AHI1	-0.4545
NADSYN1	-0.584666666666667
RGS14	0.1617
IL18BP	1.1876
RTN4RL1	2.64833333333333
ARMC6	-0.622
PSMD5	0.543833333333333
HK3	1.2953
OR4S1	0.17725
RSU1	0.1611
MAD2L1	-2.22077777777778
EIF4A3	0.36475
DLEC1	0.606666666666667
E4F1	0.1155
CHMP2B	0.8879
CAMSAP1	-0.50675
RPS21	-0.8405
ARID5A	1.1495
UBE2N	0.1472
IGSF8	0.854333333333333
MAGEB6	-1.13
ACAD11	-1.3898
MGC4172	-1.172
LMO4	-1.76175
KLKB1	-0.073
HP	-1.039
HDAC3	-0.643
SCHIP1	0.48025
CLCA1	-0.051
OLFML2A	0.624875
C1orf112	0.4885
KIF19	0.839083333333333
HAPLN4	-0.2064
CXCR7	-0.7305
GOT2	-0.7234
RAB38	-1.173875
DCX	-1.35025
PPM1H	1.26391666666667
NFYC	0.200916666666667
KIN	0.528
ZNF228	1.3095
PLSCR4	1.76166666666667
HIG2	0.62025
FAM79B	6.9275
C21orf86	-0.8969
KCNK10	0.3635
ZNF738	-0.517625
FSTL5	1.60666666666667
OR6A2	0.394
OTOA	0.839
EXOC1	0.80775
AHRR	-1.8335
PDAP1	-2.15675
C19orf6	-0.456
ZAN	0.1845
LY6G6E	-0.1725
EIF4E2	-0.31925
C20orf198	0.4015
ZNF324	0.1465
CYP3A5	-2.05566666666667
ENTPD7	2.30216666666667
MBOAT5	-0.244333333333333
GJB5	2.692
TTC13	0.57375
S100Z	-1.55166666666667
KIAA0664	-0.983333333333333
PDGFRB	1.70325
IL17D	-1.325
OR56B4	0.5805
RDX	-2.28316666666667
SLC34A3	0.434
IL28B	-0.2975
JUND	0.70275
CHRNB1	-0.0845
CAMK2B	-0.40125
FETUB	-1.766
CXorf23	0.404125
MRTO4	-1.613125
TTC3	0.135
NDUFB8	0.137333333333333
EDG2	-1.2305
SEMA3G	1.076
IL23A	-0.1245
GRHL1	1.9116
LOC441054	-2.1815
WDR65	0.920875
PSTK	-0.073
STOML3	0.179833333333333
R3HDM2	0.132
C5	-1.83575
SLC2A10	1.05116666666667
C3orf22	0.5065
PAQR3	-2.01776923076923
ANKRD26	-0.188333333333333
HCRTR1	0.466
LOC399947	-1.5015
PSD2	-0.8005
TIGD2	-0.0321666666666666
SCRN1	-0.535375
COQ10A	-0.5505
DDI2	-0.477
METTL7B	-1.2755
UCN2	0.71875
FAM92A3	-1.05025
WDR16	0.1815
ZNF511	0.118166666666667
ZMYM5	-0.862625
POLR3G	-3.22925
ZNF586	0.2985
C1orf49	0.7355
TANK	1.0555
RCAN1	-2.3055
PELI3	2.09433333333333
LIMD2	0.0376666666666667
TMEM189	-0.4475
NTN4	2.361375
LOC151300	0.3555
CLEC2A	-2.089
GPR135	-1.080625
DPYSL4	-3.2194
JAK2	0.00883333333333332
TSHZ1	0.700333333333333
TM9SF4	-0.341375
ZNF264	0.553333333333333
SIRPG	2.275
BICD1	-1.381
HERC6	0.2425
METTL5	-0.8025
CASP1	1.9215
PRRT1	-0.228
PLA2G4C	1.60016666666667
ICA1L	-0.410571428571429
TPTE2	0.0275
OTUD7A	0.375166666666667
AQP11	-1.1915
APOA2	-4.0294
KALRN	-0.1335
SECTM1	1.48883333333333
IFNAR1	0.52575
TALDO1	0.1785
RAB11FIP4	0.496333333333333
EIF5A	-2.158
FAM49A	1.90975
NEGR1	-0.261166666666667
YTHDC2	-0.2755
EHD2	-0.681
NCF1	2.5415
SCRT2	-0.3855
HOXA5	-1.1475
NUP133	0.974
FGF12	0.2970625
SLMO2	-0.524875
SNTA1	-0.06925
CACNG2	-0.11125
GCM1	0.337375
ELF1	1.26166666666667
TLR5	3.61675
TCFL5	-0.45875
RBMY2FP	-0.9035
LOC100125556	0.684375
FAM129B	-0.489125
MAP3K7IP1	-0.407625
NCK2	-0.544
OXA1L	-0.45025
FMO9P	0.53
ZSCAN12	0.2945
PSMD12	-0.56225
HSCB	0.54025
CLDN10	-3.4165
MGC13053	-1.33125
HPCAL4	-0.1305
ASZ1	-0.3855
MEX3D	-0.0956666666666667
NFAT5	-1.8229
CSPG4LYP1	-0.0881666666666667
FBXO3	0.7236
DVL1	-0.5185
CMKLR1	1.2485
TYMS	-1.566375
PEF1	0.82525
ZNF750	2.11266666666667
MCM5	-0.4406
MEGF11	-1.04425
KCNK7	0.1725
PTP4A3	-0.224
C1QTNF2	1.01316666666667
OR6S1	0.356
FAM122B	-0.72675
ZNF551	-0.57175
HBQ1	-2.25
GEMIN6	0.22475
ARSK	0.8505
RBP7	2.581
CPNE9	0.77925
DSC1	0.363
LOC730112	-0.3445
MAP2K4	1.759375
HS3ST5	-2.6775
EPB41L3	-0.63125
TEKT2	3.16
CDKN2B	-0.34975
ZNF480	0.54225
MAP3K6	1.1077
MAP6	0.922
HN1	0.2525
OR2L13	-0.0316
SLC16A11	1.44875
FAM96A	-0.109
APOL1	0.86925
C5orf32	0.50975
RTP1	-0.411
RNF175	-0.324375
ZBTB41	1.7725
AHCTF1	0.0955
SAE2	-0.3117
ITGA2	-0.214416666666667
MME	-0.7385
CCDC14	-1.49275
MAST4	1.47878571428571
KRT33B	-0.412
KCTD2	-0.422666666666667
WDR26	1.02166666666667
MFI2	0.080125
NR4A3	-0.774875
ARSA	1.045
UNKL	-0.327666666666667
SULT6B1	0.384
