Hybridization REF	TCGA-BH-A18K-11A-13R-A12D-07
LGI3	0.05825
THUMPD2	0.33
TKTL2	0.147
XAGE3	-0.852166666666667
CALM3	-0.10325
C6orf136	-0.3955
KCNC4	0.301666666666667
RGS9	1.687
ACIN1	-1.84583333333333
SPATS1	-0.02625
XKR8	0.33575
FAM84A	1.37091666666667
MS4A7	3.807
AGXT2L2	0.827
OR1F1	-0.0515
SMAP1L	-0.320083333333333
IPO11	0.338
ZC3H11A	0.2545625
C1orf151	-0.212625
RNASEH2A	-2.30425
CCR10	-0.242
TXNDC11	-0.0679166666666666
TMEM112	0.360125
MAP1B	0.356785714285714
NVL	-0.829
PKM2	-0.75295
ARC	0.31525
NUP54	-0.269
PPFIBP2	1.809
STAT2	1.25525
PTAFR	1.1365
ROBO2	-0.33875
RNF40	-0.176333333333333
CCDC135	-0.5005
IFT81	-0.5183
MORF4	0.1145
TM7SF3	-0.66625
OR10H3	0.0375
ABP1	1.029625
CHRD	0.399
PLEKHA8	-0.621
NCALD	2.59841666666667
OR5AK2	0.09525
ACCN1	0.102666666666667
SLITRK1	0.2545
ARMET	-1.17375
C9orf52	-0.2195
REEP4	-1.1075
MTSS1	0.884375
ADH1B	5.186
DLD	-0.0295
CDK5	-0.947
PPFIA1	0.311875
WFDC3	0.6155
DNAJB12	0.925142857142857
RANGRF	-0.2115
MLANA	-5.28375
AMY2B	1.8755
KIAA0319	-2.06175
RPS7	-0.0565
JAK3	-0.0228
ARFGEF1	0.574
CXCL5	0.18775
TRAPPC4	-0.43325
CETN2	0.5925
HSPC111	-1.57475
RHOBTB3	-0.8715
PHLPP	0.564
RGS10	0.0925
TMEM58	0.722
CHERP	-0.69375
HSP90AB3P	-1.66733333333333
FSTL3	-0.391666666666667
PEX11A	1.17
OR5V1	0.1255
FCN3	3.063
PTPN3	0.098
NPTX1	-4.63
C21orf84	-0.639
C11orf51	0.1945
ZBED2	-0.9565
FLJ90757	0.02825
NPY2R	5.4445
PLD3	0.88225
SYT17	1.85983333333333
SGSM2	0.20375
OR1A2	0.67125
FOXP1	1.5385
SLC5A1	3.70975
POFUT1	-1.2028
EPHB6	-1.30133333333333
MYO1G	-2.327125
STAC	-0.5671
KLHL17	-0.483166666666667
RGMA	2.6361
TJP2	0.0897
FAM114A1	-0.663
SERINC1	2.05158333333333
SLC9A8	0.039875
PEX19	1.335375
EDN2	0.41125
PSMD7	-1.33911111111111
C3orf41	-1.8985
UQCR	-0.07225
PPP1R3C	0.832
LRP4	-0.846666666666667
TM2D1	0.0645
TTC17	-0.08175
C4BPB	-4.279875
CCL25	0.00749999999999999
ZNF253	0.342833333333333
CHRNA9	-3.7305
SOX11	-1.3825
HIVEP3	0.9645
CGN	1.04325
C3orf35	-0.4205
PKD2L1	0.9045
SYVN1	-0.014
PDE8B	0.59675
LOC439951	-0.63925
LTC4S	2.25033333333333
MIF4GD	0.0268333333333333
SMARCA2	1.7884375
TUBGCP6	0.466
CABLES1	-0.43025
C16orf77	2.88016666666667
ZNF791	0.8045
FUT5	-1.27
ADH6	-3.41725
P4HB	-0.55475
CLDND2	0.777
ALKBH8	-1.5195
PLAC4	-1.442
F11R	-0.389
MGC35295	-0.0831666666666667
PDZD4	-0.403
LOC389073	-0.7205
FAM80B	-0.776666666666667
PSMB1	-0.577375
TXN	-1.84633333333333
VIPR1	2.2863
WBSCR18	0.0777
EXOSC6	-0.926166666666667
ACTA2	4.5045
SP5	-3.23983333333333
ANKRD1	-2.255
DDR1	1.2946
ATP6V1D	0.15575
PTGS1	-1.278
RNF157	0.08425
DCC	0.599666666666667
SPAG7	0.4005
FBXO18	0.492
UBE3C	-1.0644
HOXC6	0.815
LRP2BP	0.216666666666667
MYST2	0.47975
PDSS2	0.23
ATE1	-0.622
ARAF	-0.23525
KLF10	0.563
PLA2G2E	-0.1415
ASCL1	-0.4065
TSNAXIP1	1.7485
FAM131B	-0.028875
IFNA10	0.223
NUP43	-0.9265
FAM44B	0.047
L1TD1	-5.8605
NMD3	-0.482166666666667
C18orf54	-1.0733
PHOSPHO1	-0.272
RAG2	-1.654
EMILIN3	0.6895
METTL3	-0.149
VPS13C	0.49875
REXO2	-1.17225
ANXA4	0.108
CA1	-0.97925
DCP1B	0.1135
TULP3	-0.8265
ATP2A2	0.990714285714286
ATIC	-0.49025
ADAM15	-0.538333333333333
NPL	-0.094
LGR4	0.806875
UEVLD	0.239
GAB1	1.83975
SNAI2	1.31933333333333
ZGPAT	-0.3122
SNF1LK	-0.18275
DLEU1	-1.77625
UBE2Q1	0.28425
ZMYM6	0.0506875
JPH3	-2.175
FAM38A	-0.0163333333333333
PXK	-0.4085
DENND2D	1.26825
BAX	-1.13016666666667
CP	-2.16563636363636
RPL37	0.4359
G6PC3	0.09975
NCOA4	0.9175
LRRC14	-0.196
GORASP1	0.45575
FCHO2	0.022875
CYP24A1	-3.0274
FXYD3	2.104375
SMARCAL1	-0.13775
ABCB8	-0.107166666666667
CCDC44	-0.45275
PRDM7	-3.218
USH1C	-0.2195
DNAH5	0.654
SRF	0.425416666666667
MAL2	1.16633333333333
PGPEP1	0.436583333333333
SIN3B	-0.98425
SEMA3C	1.91783333333333
GRAMD3	3.953
FBXO10	-0.341125
OR5D13	0.537
FLJ31818	0.62125
CACNA1I	-0.277875
S100A13	0.905
TP63	4.01407142857143
ANXA11	0.7223
WDR66	0.644125
CSF2RB	-0.0135
IFI44	0.24075
DACT1	1.33933333333333
ANKRD23	-1.398875
ATP5G1	-1.0885
C21orf70	-0.4065
PPWD1	-0.57475
DNAJC13	0.26375
PAH	-4.34333333333333
PTCH2	0.26825
TRMU	-0.2605
CCDC9	-0.271
USP3	-0.6866
DCLRE1C	0.1589
FAM55C	0.95525
FRMD4B	1.3665
CYP2R1	-0.51775
RFPL1	-0.4308
XPO5	-0.9175
ARL6IP2	0.7025
OSBPL5	1.53175
MMP9	1.38963636363636
KIAA0802	-0.979125
DHRS2	-2.332
SGEF	1.294875
TXNDC10	-0.8593
EXOC6	0.13475
RPS27	0.746833333333333
PNCK	-1.11866666666667
FSTL1	-0.2475
AACS	1.359
SLMAP	0.635833333333333
SAMD4A	-0.4226
ABRA	0.16925
SMARCD3	1.7915
PKNOX2	-0.602166666666667
A4GNT	0.601
C9orf39	-1.702
RALYL	0.3655
MGC33556	-2.8205
C10orf25	-0.1155
BBOX1	6.6485
NHEDC1	0.59575
XDH	0.65175
GCSH	-0.817
EDN1	0.7755
MTERF	-0.21075
CLK4	1.704875
ZNF799	0.197666666666667
KCNG1	-1.004
CXCR4	-1.28616666666667
PTPRR	-3.43625
IRAK1	-1.314625
LOC401397	-0.33375
TMSB10	0.0316428571428571
CXCL3	-0.9512
TMC4	1.8125
OR7A10	0.494
STYK1	2.1505
CHRNA10	0.9435
CCNI	0.8235
EP300	0.0934285714285714
LOC165186	0.0953333333333333
HIC2	-2.5435
SDR-O	-0.0455
OR2W1	0.454
KCNA6	0.4435
TRIM74	1.08225
REEP6	1.15325
ATP5G2	0.482
ERG	0.926125
TMEM42	0.29675
PARN	-0.592166666666667
SOD2	-0.0533125
DIRAS1	0.0833333333333333
PNPT1	-1.58025
JOSD3	-1.0605
hCG_40738	-0.705
PDE1C	0.40325
SEMA4D	-0.316375
AGPAT1	0.0296666666666667
NOSTRIN	1.3765
MAP3K3	0.363
MAX	0.311142857142857
CAPS	0.602166666666667
SERPINA12	0.263
OSBPL8	-0.734875
RICS	1.1938
NR4A2	0.196666666666667
PPCS	0.9635
LONP1	-1.051
SCYL3	1.0445
HERC2P2	-0.475166666666667
FIBCD1	1.574
C15orf41	-0.61675
DMC1	-1.908
C20orf27	0.0705
RPS6KA5	1.0766
FAHD1	-0.68
SLC12A4	0.509
BRCA1	-2.42808333333333
GBL	-0.41775
SLK	0.229
NUDT9P1	1.065
NOXO1	0.6025
USP52	-0.03575
BAZ1B	-1.015375
SLCO2B1	2.52075
BBS12	1.7285
LRGUK	-0.818333333333333
TERF2IP	0.53625
COL1A1	1.0375
KIAA0090	-0.145375
GRK5	0.735833333333333
AP1S2	-1.5574
TMEM52	-0.0963333333333333
CA11	0.844125
OR4A15	0.316
ACBD3	0.1453
SPAG11B	0.09525
PRDM2	1.5096
FOXP3	0.31875
SMYD3	-0.9388
LOC389199	0.0375
LGI2	-0.654166666666667
NAPE-PLD	-0.2333
ANKRD6	1.3575
WDR45	1.05983333333333
SHROOM1	-0.8105
PSCD3	-0.68
PYY	-0.095
KCNC1	0.2015
ARHGEF9	0.6018
OR8J1	0.12275
GPR55	-0.464833333333333
NS3BP	-1.35
C10orf22	0.418333333333333
NAT8L	2.53275
DUSP4	0.748666666666667
FOXM1	-3.9435
GRAMD2	2.1773
ZBTB48	0.217333333333333
BUD31	-0.423
PABPC5	1.0075
CCDC41	-1.1085
FBXO11	0.0329166666666666
C6orf148	-0.37225
RFXAP	-0.55425
C6orf15	0.26
CDK8	-0.249666666666667
C6orf70	0.527875
TESSP2	0.287
ALG2	0.223
PPP1R3D	-0.846
TPM3	-1.22561111111111
SYT13	-1.16275
EPB42	0.931
CETN3	-0.97175
PRY	0.1915
NTHL1	-0.547
POLR2B	0.3255
RPS28	0.5235
P2RX3	0.45025
LYZL4	0.51475
WBP4	0.2507
PMM1	0.4845
C11orf79	-0.01225
CBLL1	-0.34925
IL1F10	0.511
VAX2	-0.364
SETDB1	0.0533333333333333
LRAP	-3.09483333333333
GCLM	-0.3495
CPEB3	1.8515
PPM1A	0.184875
INTS1	-0.8845
CAMTA1	1.04716666666667
SAMSN1	-3.03125
LOC158830	-2.5625
GMPPA	-0.349625
AIPL1	0.61125
IL24	-0.32
BDKRB1	-2.26883333333333
MLF1	0.3272
TAF12	-0.31525
ID1	-1.469375
THADA	-0.357625
PIK3CB	0.12325
OR4N5	0.827
TBC1D17	0.327
COX8A	-0.459
CDCA4	-1.517
C2orf44	-0.46625
ZNF534	-1.31675
IMMP1L	-0.7475
NIPSNAP3B	1.74975
FTMT	1.162
PWP2	-0.998833333333333
MMP15	-0.0214
DNAH11	-2.31675
MTMR14	-0.285125
DNAL4	0.6835
IPP	-0.21975
TMEM59	1.145625
C1orf157	0.8755
RGS4	-1.39766666666667
DDX18	-0.815333333333333
SNX6	0.709
ZNHIT2	0.181666666666667
NCDN	-0.0853333333333333
FLJ33534	0.32775
RAG1	-1.419125
OR4D10	0.2355
PTPN5	-0.00600000000000001
POMT1	0.470375
LRRC8A	-0.107
CYP1A1	2.9805
CAPN1	-0.0908333333333333
DDHD2	0.139
GRIK2	-0.14525
GNRHR	0.167
PPBP	0.02075
HTR3A	-0.5935
SLITRK4	-0.154
ANKRD49	0.41825
BTF3	0.1573
SARS	0.2925
C13orf18	0.1355
CACNB1	-0.0457142857142857
QKI	0.692772727272727
SETMAR	1.4395
MAN2B1	0.6745
EML3	-0.11975
ACADL	4.46666666666667
OFD1	0.126625
DEFB114	-0.401
CGA	-4.15633333333333
PEX16	0.294166666666667
LRRC10	0.4385
GNG12	-0.8725
C1orf152	0.268166666666667
CHRM1	0.071
CD53	-0.596125
DBH	-0.605
TFAP2B	4.14225
HIST1H2BJ	-0.996166666666667
FAM46D	0.4005
TMEM11	0.30025
C3orf32	-2.7145
PCCB	-0.512125
IPO13	0.15075
C6orf105	-1.43
COMMD5	0.63725
SUV420H1	-0.4448
LTBR	0.51425
ARHGAP15	-1.513625
HDHD2	0.264
TDRKH	-0.666166666666667
LOC401052	3.396
PSG4	-0.7985
GNB4	-0.9577
SPATA4	2.35625
SLC9A3	0.3015
OSBP	0.382666666666667
NBPF3	-0.36125
DOCK11	-0.828
SLC39A5	-1.754
PRR5	0.6392
C10orf63	0.143125
SMTNL2	-1.0275
ADRA1A	0.35775
ASAH1	2.074
DOM3Z	0.3544
GIPR	0.21
AHI1	-0.5015
NADSYN1	-0.0733333333333333
RGS14	-0.8104
IL18BP	0.8265
RTN4RL1	0.936666666666667
ARMC6	-0.44125
PSMD5	0.214833333333333
HK3	0.2906
OR4S1	0.36325
RSU1	1.2671
MAD2L1	-4.26555555555556
EIF4A3	-0.758
DLEC1	0.61
E4F1	-0.164666666666667
CHMP2B	0.0649
CAMSAP1	-0.96525
RPS21	-0.5965
ARID5A	1.8845
UBE2N	-0.1346
IGSF8	0.9285
MAGEB6	-2.114
ACAD11	-0.1615
MGC4172	0.47025
LMO4	-0.114
KLKB1	0.41975
HP	-0.5185
HDAC3	-0.04725
SCHIP1	1.276
CLCA1	0.2515
OLFML2A	1.621
C1orf112	-2.27125
KIF19	2.59808333333333
HAPLN4	0.4812
CXCR7	0.8415
GOT2	-0.5482
RAB38	-1.2255
DCX	3.4245
PPM1H	-0.8135
NFYC	0.310666666666667
KIN	-0.336125
ZNF228	1.29775
PLSCR4	3.90416666666667
HIG2	-0.4835
FAM79B	4.3015
C21orf86	-0.5882
KCNK10	0.09675
ZNF738	-1.297875
FSTL5	-1.54266666666667
OR6A2	0.0985
OTOA	0.824333333333333
EXOC1	0.783
AHRR	-3.315625
PDAP1	-2.06433333333333
C19orf6	-0.23875
ZAN	-0.09
LY6G6E	-0.214
EIF4E2	-0.72575
C20orf198	0.617
ZNF324	0.51525
CYP3A5	1.96266666666667
ENTPD7	-0.828833333333333
MBOAT5	0.562166666666667
GJB5	1.773
TTC13	-0.918
S100Z	-1.98216666666667
KIAA0664	-0.371666666666667
PDGFRB	2.12066666666667
IL17D	-0.609
OR56B4	-0.2155
RDX	-0.822
SLC34A3	0.8475
IL28B	0.069
JUND	0.59175
CHRNB1	0.0146250000000001
CAMK2B	1.7295
FETUB	-1.77225
CXorf23	0.028875
MRTO4	-1.4155
TTC3	-0.1789
NDUFB8	0.0485
EDG2	-0.07825
SEMA3G	2.16275
IL23A	-2.1985
GRHL1	2.1716
LOC441054	-1.4545
WDR65	1.060625
PSTK	-0.04225
STOML3	0.5425
R3HDM2	1.0131
C5	-1.56375
SLC2A10	-0.162666666666667
C3orf22	0.07
PAQR3	-0.621384615384615
ANKRD26	-1.25408333333333
HCRTR1	-0.3375
LOC399947	-0.313
PSD2	2.257
TIGD2	0.0228333333333333
SCRN1	-1.553125
COQ10A	-0.14325
DDI2	0.226
METTL7B	-0.593
UCN2	1.47675
FAM92A3	-0.506
WDR16	1.2345
ZNF511	-0.203166666666667
ZMYM5	-0.889
POLR3G	-3.55225
ZNF586	0.476
C1orf49	0.118833333333333
TANK	1.462
RCAN1	1.979
PELI3	1.25033333333333
LIMD2	-0.912583333333333
TMEM189	-0.8315
NTN4	2.40925
LOC151300	-0.1135
CLEC2A	-1.842
GPR135	-1.066625
DPYSL4	-2.8268
JAK2	-0.171333333333333
TSHZ1	0.302666666666667
TM9SF4	-0.176875
ZNF264	0.0993333333333333
SIRPG	0.611625
BICD1	-1.291
HERC6	1.48066666666667
METTL5	-0.7555
CASP1	1.87025
PRRT1	0.683
PLA2G4C	1.9645
ICA1L	0.0206428571428571
TPTE2	0.467333333333333
OTUD7A	0.117666666666667
AQP11	-1.11375
APOA2	-4.0223
KALRN	0.1878
SECTM1	0.216916666666667
IFNAR1	0.358
TALDO1	0.3645
RAB11FIP4	-0.623916666666667
EIF5A	-0.5315
FAM49A	2.39975
NEGR1	0.209166666666667
YTHDC2	-1.618375
EHD2	1.417625
NCF1	1.8277
SCRT2	-0.727
HOXA5	2.14616666666667
NUP133	0.16975
FGF12	-0.4091875
SLMO2	-0.2545
SNTA1	0.423625
CACNG2	0.067375
GCM1	-0.012
ELF1	0.589833333333333
TLR5	3.193
TCFL5	-1.64808333333333
RBMY2FP	-1.1055
LOC100125556	0.15375
FAM129B	-0.178
MAP3K7IP1	-0.13825
NCK2	-0.0365
OXA1L	0.11275
FMO9P	-0.112
ZSCAN12	1.10725
PSMD12	-0.744666666666667
HSCB	-0.197
CLDN10	-2.657
MGC13053	-0.55325
HPCAL4	-1.0855
ASZ1	-0.596
MEX3D	0.0708333333333333
NFAT5	-0.8917
CSPG4LYP1	-0.0991666666666667
FBXO3	1.1171
DVL1	-0.5265
CMKLR1	0.850333333333333
TYMS	-5.67375
PEF1	0.8475
ZNF750	2.252
MCM5	-1.3544
MEGF11	-0.6645
KCNK7	0.1265
PTP4A3	-0.3395
C1QTNF2	-0.423166666666667
OR6S1	-0.3455
FAM122B	-1.80275
ZNF551	-0.37275
HBQ1	-1.8055
GEMIN6	-0.9605
ARSK	1.29625
RBP7	4.1275
CPNE9	0.2835
DSC1	3.039
LOC730112	2.25475
MAP2K4	0.689875
HS3ST5	-1.731
EPB41L3	-0.58025
TEKT2	1.083
CDKN2B	0.352583333333333
ZNF480	-1.278
MAP3K6	0.8706
MAP6	2.66016666666667
HN1	-1.9982
OR2L13	1.30383333333333
SLC16A11	0.89325
FAM96A	-1.37375
APOL1	-0.01375
C5orf32	0.598
RTP1	-0.276
RNF175	0.791875
ZBTB41	0.3735
AHCTF1	-1.6746
SAE2	-0.016
ITGA2	0.0901666666666667
MME	3.7885
CCDC14	-0.34925
MAST4	1.11371428571429
KRT33B	-0.609
KCTD2	0.469833333333333
WDR26	0.1345
MFI2	0.7205
NR4A3	-0.802
ARSA	1.0095
UNKL	0.181833333333333
SULT6B1	-0.4005
CCNA2	-3.63183333333333
SOX15	-0.249
PPAPDC1B	-0.18925
C19orf44	1.0565
MCAT	0.885333333333333
ARID1B	0.16375
OR52N1	1.199
C12orf48	-2.98725
MAGI1	0.565875
NIPA2	-0.834
GBX2	-0.576
RSHL3	1.143875
RAVER1	0.0653333333333333
C15orf17	0.89725
SLC30A2	1.613
ZNF518	-0.484
PCYT1B	-0.35525
C10orf114	-1.095
EIF3H	0.0140833333333333
SLC25A39	-0.9715
KIF1B	-0.44775
AMOTL2	0.866
C6orf120	0.650125
PSRC1	-2.4035
PLA2G10	0.441875
KIF5C	0.679
MRPL37	-0.406
C17orf62	-0.377666666666667
C9orf135	-0.950166666666667
DUSP10	-0.0632
CLCNKB	-0.09
PSMA5	-0.79175
C8orf53	-1.24875
AMPD3	-0.0246666666666667
PIAS1	-0.16075
ADCYAP1R1	-0.093
GYLTL1B	0.6315
CDH20	0.243166666666667
FBXO7	-0.0585
TMEM134	0.3315
FLJ14213	-0.00600000000000001
ZNF3	-0.38725
LRRFIP1	0.405291666666667
CNOT2	0.259166666666667
ABI3	2.3845
ALDH5A1	-0.139333333333333
HNT	1.0365
SERPINA4	-2.6295
TK2	1.63675
STMN1	-2.80577777777778
GUCA2A	0.0806666666666667
GALNT10	0.149214285714286
DPP6	0.8537
C9orf93	-0.76375
PRELID2	-1.249125
STK39	-0.538375
SFTPA1	-2.23025
CKS2	-4.38233333333333
RHO	0.46525
C20orf135	-0.16775
XKR3	-2.4755
CR1	0.1325
RPS6KA2	0.643071428571429
C20orf112	0.08325
MRPL22	-0.506
C4orf23	0.492
GADD45B	0.042
KLHDC1	2.25466666666667
C2orf48	-1.8925
ZNF287	1.4825
DAAM2	0.4895
DPPA2	-3.25183333333333
TCTN3	0.429666666666667
DNAJB11	-0.496125
FPR1	1.52225
DEFB4	-0.542
PTCD2	-0.6829
SMOC2	5.01983333333333
CABP7	-0.741
SERPINB11	-0.08675
MAGEF1	0.163
NDE1	-0.768333333333333
ITGA10	0.9005
FSHB	-1.2965
ANXA2	0.78825
HORMAD2	0.24425
HLCS	-0.591
MCF2L	1.45416666666667
FH	-0.308375
TBC1D24	-0.15775
KIAA1505	1.84875
LGALS2	-1.134
CNBD1	-0.152
SYNPO2L	0.62825
PTPN23	0.532071428571429
C1orf183	0.179166666666667
MAGEA8	-3.0205
DGCR8	-1.030875
GSR	-0.49225
PAQR7	0.301
ZNF676	-0.28425
CACNA1C	0.7633
SP7	0.277
PDCD6	-0.1725
NRN1L	0.0455
BRI3BP	-2.143
KIAA1183	0.952
ASB4	-0.00724999999999999
CCL23	1.8052
OBSL1	0.0135
SLC12A7	0.258083333333333
KIAA0240	1.548625
CD1B	-3.58183333333333
FCGR2A	0.092
MDC1	-0.60875
HTR1A	-0.381333333333333
OCEL1	0.7295
ATP11B	-0.5115625
FBXO34	-0.427166666666667
PCDH12	2.97716666666667
RPE	-0.45675
C17orf74	0.144
CSDC2	0.381833333333333
PET112L	0.746
TMBIM1	1.091375
P2RXL1	-0.267
TCHP	-0.9135
TRMT1	-0.807333333333333
F2RL2	0.6995
LRRC32	2.75883333333333
IMPG2	-0.6495
BGLAP	0.7205
LOC493869	-2.07375
MRAS	2.9785
SLC35F5	0.426
CBWD1	0.327
AXL	-0.54375
ATP2C2	1.53275
TELO2	-0.595
PNPLA3	-1.968
PCDHB14	1.43525
CD276	-0.68175
KRT80	-1.517125
DUSP28	-0.212
CSNK1E	-0.371
SRP14	0.9265
KCNQ4	0.0835
KRT72	0.0695
CCDC117	-0.319375
C6orf89	0.301277777777778
TUBB2B	0.0593333333333334
RTN4IP1	-1.14075
CR1L	-4.27916666666667
CEND1	0.883875
C12orf41	-0.259333333333333
RNF31	0.48525
UBN1	-0.585
C17orf32	0.337625
SLC5A7	0.341
GPR92	-0.0733333333333333
ESAM	2.3747
CTNNA1	0.734416666666667
HRBL	0.2017
CBX4	-0.378
TMEM182	0.29075
SH3TC2	0.164333333333333
IL10	0.4505
PXMP4	-0.0265
RNF167	0.2978
PAK7	4.53033333333333
ETV3	-0.0745
ATPIF1	-0.798
LOC554207	-1.813
OR8H1	0.14475
WDFY3	0.93325
DPM1	-0.8745
GPSM1	-0.3045
WDR92	-0.9189
LRP1	0.972666666666667
ANKH	-0.018875
THUMPD3	-0.8185
POLR1B	-0.91025
OLFM4	6.25983333333333
RAD9B	0.35975
TSPY2	-3.408
PAX6	-1.57916666666667
SCG2	-4.081
SLC17A6	0.37
FMO3	2.94825
PADI4	-0.135875
TUBB4	-0.6465
NLK	-1.50775
POU4F3	-1.467
SDF4	-0.191
ITGBL1	1.7155
NETO1	-1.967125
TAP2	-0.153375
ABBA-1	-0.132666666666667
GNAI1	1.94725
VPS4B	1.14875
NOPE	0.0341
GALNT6	1.17733333333333
SESN1	1.932
GBE1	-0.299666666666667
CLASP1	0.03
RASGEF1B	0.7545
ACOT11	-0.403071428571429
AFAP1	0.9135
OR2H2	0.074
DPY19L2P1	-0.728
DZIP1	-1.16525
SEC22C	-0.2585
GPR161	-0.621916666666667
RNF146	1.19075
WDR74	-0.751
GALP	-0.923
PURA	-0.06525
DNPEP	0.032
RP11-78J21.1	-0.6495
ERBB2	2.43875
FANCM	-1.76516666666667
NEO1	0.779
DDX3Y	-4.2192
RPS3A	1.0465
MXRA7	0.881857142857143
LGALS3	0.392833333333333
GLT8D1	0.49425
CFL2	-0.386166666666667
UPB1	-0.05725
NAP1L5	0.456
CLDN14	-2.299
DHX38	-0.7015
BTBD1	-0.2075
TARS2	-1.54966666666667
ABCF1	-0.4497
FCF1	-0.0931666666666667
LRRC49	0.77425
GUCY1B2	-2.4915
C1orf177	-0.0441666666666667
SMARCA4	-1.37992857142857
LRP8	-4.18966666666667
TAGLN3	-1.3105
MRPL14	-1.40475
TTRAP	0.077
ZDHHC20	-0.94125
NFE2L3	-2.6115
KIAA1377	2.103875
PALMD	2.4148
TMEM43	0.36025
TTL	-1.986625
STAT5B	-0.641666666666667
SSB	-0.99375
OR10H5	0.011
SLC22A13	-1.39725
AKAP3	1.71375
TIMM23	-0.143333333333333
OAS2	1.00791666666667
KIAA0423	1.19975
TRIM11	-0.4925
GLIS3	-0.272875
TMEM50B	0.640833333333333
ARHGEF4	1.538375
DEGS1	-0.264909090909091
TBL1XR1	0.239866666666667
G6PD	-1.439
SP140	-0.8349
MUC17	0.494357142857143
NUDC	-0.127
DNAJC5B	-0.0226666666666666
SCARA3	-0.265333333333333
CPA3	5.31316666666667
BCAT2	0.299125
MFN1	-0.2253
NRG3	1.1055
SNX11	0.61025
PLEKHH1	-0.216
GPR177	1.82483333333333
HCFC2	0.36225
TCAP	0.44175
MOCOS	-2.1645
C14orf93	0.372
PRDM10	0.170333333333333
SLC16A4	1.27925
SRGAP1	-0.0963333333333333
VIP	1.56925
DUSP27	-0.0268333333333333
LILRA1	0.9424
MC2R	-0.0375
MGC24103	-1.24775
MBTD1	-2.1045
FUT11	-1.17383333333333
USP33	0.6192
C15orf39	-0.43725
MAP3K12	0.360875
PAAF1	-0.869333333333333
BARHL1	-0.3295
FLJ16165	-0.0705
PIWIL2	-2.25075
SYNE1	0.706916666666667
CMTM4	0.346875
TSPYL1	1.6129
GUF1	-1.265
TMEM157	0.844
WDR44	0.3235
HIST1H3C	-0.13425
DKFZp666G057	1.69425
RNPEP	-0.04325
GAS2L2	1.90716666666667
ADH4	-2.52275
GRPR	0.997666666666667
FBXL17	-0.48975
ZBTB10	-0.0200833333333333
Gcom1	1.561
HTRA1	1.598
ZNF585A	0.175833333333333
SLC26A2	-1.12285714285714
OTOP3	-0.184833333333333
WISP1	-0.618555555555556
ATP2B4	-0.377666666666667
FLJ10769	0.88475
CRAMP1L	0.1295
CHST12	-0.6255
RAB22A	-0.540666666666667
TARDBP	-0.237428571428571
STAU1	-0.27925
CRB3	1.10716666666667
MIG7	-0.91975
CHMP1A	0.102166666666667
ZNF160	0.077125
B3GALT6	-0.6005
BARX1	-2.18533333333333
C6orf167	-1.775875
NXNL1	0.526
DHX29	0.191
HADHB	0.56625
PLXNB2	0.86025
ILDR1	-0.6265
SLC15A3	1.74425
GAS2	0.6845
C20orf69	-1.0215
NUMB	0.0845
TNIP1	0.463875
MESP1	1.91083333333333
PSKH1	0.178
NSFL1C	0.265875
RHOG	0.5305
HEY1	-1.19466666666667
KNG1	-2.053875
ITGAX	0.345
LIN9	-1.14183333333333
CANT1	0.09675
XRN1	-0.570428571428571
CCDC96	1.2867
HEATR6	-1.8815
GNG7	1.54358333333333
RUNX2	0.7546875
SOX1	-0.0891666666666667
FCRL5	0.5317
ZNF99	0.07325
FAM9A	0.512
SNX22	0.8885
MBNL3	-1.9815
ODC1	-2.0355
ADORA2B	-2.30766666666667
NR2F6	-0.40075
ZFYVE16	-0.149833333333333
SYNJ2BP	-0.3738
POLE	-1.4425
E2F2	-2.269125
THRA	1.2825
PTGES2	-0.918
HIP1R	0.299333333333333
TMUB1	-0.766833333333333
ENO3	-1.78775
RSPH10B	-0.788
CXorf39	-0.48975
IRGC	-0.139
GPR109B	2.682
FLJ13305	-1.9125
LCE3A	-0.4295
TNFRSF18	-1.82
DET1	0.1225
TRPM3	0.712916666666667
C16orf79	-1.261
FECH	-0.620166666666667
RAP2A	-0.0166666666666667
CRIP1	0.763666666666667
AZIN1	0.05525
SLC7A7	2.588
IL10RA	0.0989
TMEM64	-1.35475
CDC42EP4	1.4308
C16orf58	-0.1371
ARG2	-2.30075
POU5F1P4	-4.755
FAM62B	-0.175875
DNAH8	-2.2248
ASH2L	-0.296125
TSLP	0.6985
CNTNAP5	-0.341
TMEM16C	3.647
IFNA14	0.495
SLC1A3	1.007375
CABYR	0.748
BCL7B	-0.1113
NUDT13	-0.2585
C13orf28	0.4085
C1orf53	-0.5905
ARL6IP4	0.5178
RPL35A	0.20975
EMR3	0.563
RAB40C	0.104666666666667
SLC41A1	-0.0388333333333333
LRCH1	0.22
LY6G5B	-0.8505
FAM124A	0.201857142857143
MGC10981	-4.45316666666667
CLIP3	1.859
MAP4K2	-0.886833333333333
CHIC1	0.72675
SULF1	1.941
C20orf30	0.256857142857143
PRDM5	-0.620125
ELOVL1	0.34275
C11orf48	-1.161125
SLC39A10	-0.94525
KCNV1	-0.0145
ACP1	-0.6982
ZMYM2	-0.763
B3GNT6	0.238
C9orf69	-0.151
C2orf15	0.5405
C20orf166	1.0005
HSP90AA6P	-2.7585
EDG7	-0.1035
NEURL	-0.519
LPL	6.5685
CLEC2D	-0.0947857142857143
GRRP1	2.35166666666667
CD8B	-3.0273
HIST1H3D	-1.27666666666667
SLC6A12	0.53475
FAM27L	0.219
