Hybridization REF	TCGA-BH-A0BS-11A-11R-A12P-07
RAD52	-1.10433333333333
CD207	0.898
LOC389791	-0.6925
RSPO1	3.28066666666667
TMEPAI	1.819875
MFSD2	0.4315
ETV4	-1.74475
SCGN	4.91
LOC391356	1.008
MPP1	-1.045875
STARD3NL	0.15275
TFAP2D	1.202
CD2AP	0.341125
CCL20	-2.73
CCDC86	-1.369
ZFP30	-1.42766666666667
CTBP1	0.203916666666667
MAK10	-0.1165
STXBP5	-1.0765
LOR	0.7644
MAP6D1	-1.05125
ARMC7	0.9055
TMEM150	0.3744
NSL1	-0.53375
KIF5A	-0.668375
ASCC2	-0.326
PSENEN	-0.504
OPTC	-1.0765
FCRL2	0.169166666666667
KBTBD11	-1.00175
PCK1	-0.4285
CENTD3	-0.55425
MEGF8	-0.104625
ALPPL2	-0.374
OBFC2B	-0.490166666666667
ZFYVE20	0.069375
GALC	0.698166666666667
CTRB2	0.2115
C20orf71	0.3072
TBKBP1	0.929666666666667
CAMLG	1.036875
TREML4	1.947
RSAD1	0.0515
TUBA3D	-0.6238
KIAA1833	0.42425
PNPLA1	0.4115
LRRC34	-1.01966666666667
CDH26	-0.469
ZNF167	0.8005
ZBTB26	-0.4692
VWF	3.5188
VTN	-1.8025
BAD	0.60625
PDS5B	0.597333333333333
ZNF644	0.7825
SH3GLB2	0.134
SMPDL3A	0.8988
NRG2	2.085375
IL15	1.09416666666667
GABARAPL1	0.707833333333333
LAT2	-0.6986
SLCO1A2	1.281
LIG4	-0.490583333333333
GSDMDC1	0.79675
BMP4	-0.480625
METT10D	0.23
SYCE1	1.206
SPANXD	-5.4605
SLC12A9	-0.0528333333333333
MC1R	-3.765
RNF168	-1.219
TRIM69	0.70575
GALNT7	0.761
ISG20L2	-0.697
KIAA2026	0.3605
TNFAIP8L1	-0.9475
DPY19L2	-0.388
C12orf63	1.94
PRDX5	0.31525
MED6	-0.357875
TXNDC5	-0.75475
CD46	0.118
CCK	4.0165
C17orf48	1.323
ANUBL1	2.315
SIT1	-0.4655
TYSND1	0.578333333333333
DEF6	-0.21
GLT8D4	-0.6965
UTP14A	-0.561375
RPH3AL	1.3115
NXF1	0.3595
TRERF1	-0.732666666666667
TUBB3	-1.65
SLC24A2	-0.354
SEC22B	1.05858333333333
ZNF653	0.522
GGTL3	-1.41825
CDKL2	0.8285
CTF8	-0.390416666666667
EPC1	1.877
CYP4A11	0.033
THRSP	5.6445
LELP1	0.5605
TES	1.368125
C17orf87	0.5575
FERD3L	0.111
SH3TC1	-0.3195
RAB36	0.377
CRYGB	-0.286
GRIA3	0.9849
BHLHB9	1.78925
C1QTNF9	3.488
GOPC	0.429125
PNPLA8	0.0962
ZNF444	-0.01825
FMO1	3.70225
POLR3C	-0.17725
SLC35F3	2.76275
SGCG	-0.00783333333333333
DCDC2	0.422
NANP	-0.7555
MGC23270	-0.35
BEX4	0.758333333333333
HYDIN	0.1692
RPS6KB2	-1.96775
ADRM1	-1.14008333333333
BAT3	-0.503
RAB31	-1.272
SCGB2A1	6.2225
SLC6A14	0.520375
DDX4	-0.701
PRRC1	0.0296666666666667
AP3B2	1.1685
TRGV7	0.322666666666667
TMEM184B	-0.19925
ADPRHL1	0.846666666666667
C21orf45	-0.389
ARNTL	0.394
AADAT	-1.0155
CCL2	0.852833333333333
SNTB2	0.493666666666667
RGS9BP	-1.92966666666667
KPNA1	-0.13925
TMEM41B	-0.283
S100A11	-0.2515
DOT1L	-1.9335
EFHC2	-0.571875
CLTC	-1.31283333333333
SRP9	0.618142857142857
ZNF521	1.76575
FAM26F	-0.44425
GPR88	0.573666666666667
COL13A1	-2.3925
CHMP4B	-0.3643
SIGLEC6	-0.0458
NFAM1	-0.10525
PVRL2	-0.0303
ALKBH4	0.388
CCDC93	-0.5679375
NXT1	0.21825
KCNK4	-0.407
TROAP	-2.679
KCNA10	0.473
CCDC114	0.141
RAN	-0.577416666666667
LMTK2	-0.2475
LOC400657	0.9995
UFC1	0.69975
UBE1DC1	-1.3565
EEF1A1	0.501277777777778
CHAC1	-0.3
HMGA2	-5.3319
B3GALTL	-0.2775
ING2	-0.2595
C1orf109	-0.21375
INTS3	0.12725
ZNF558	0.38275
TRPM4	1.0925
LTB4R	-0.7595
ISYNA1	-0.64575
LSM7	-0.08425
LRRC47	-0.3615
ZNF179	-1.83583333333333
EXDL1	0.3118
SLC4A10	-0.63225
ACSS2	0.174
COPS7B	-0.7105
KIAA0040	1.21416666666667
C1orf95	-0.4055
AP1GBP1	-0.028
OR9A2	-0.3035
FAM71C	-0.478
RIN1	-0.923666666666667
ITGA4	-3.013875
DNAJC6	-1.3102
CLOCK	-0.554333333333333
SLC35A4	0.725666666666667
DSG4	-0.05525
LOC26010	-0.452
NSUN2	-1.17625
TMEM86B	-1.2685
C14orf135	-0.062
KIFC3	-1.01633333333333
PHF5A	0.15675
NCAPH	-3.606125
STK11IP	-0.5925
FLJ42953	0.670375
CCDC19	0.6304
ZNF329	-0.35375
TAX1BP1	0.291833333333333
ZDHHC18	-0.0308333333333333
C10orf88	0.168
TMBIM4	0.7308
NMUR1	2.696
KIR2DS4	0.299
C9orf90	0.118
MGC87631	0.1655
KDR	2.4035
ST3GAL2	-1.331
RLN2	1.10266666666667
HPD	-4.084
MOXD1	-2.77033333333333
PDGFRL	1.75616666666667
SMYD4	-0.799538461538462
FAM103A1	0.606833333333333
MFAP4	0.317
LOC285141	1.04825
TMEM45B	-1.57975
SMCR7L	-0.511357142857143
GZMH	2.65425
CBLN1	-3.2612
CNNM1	-1.73366666666667
PHF17	0.326916666666667
NUP98	0.147916666666667
RMI1	-1.0815
PTPRS	0.835625
ANKRD57	1.14325
CLDN15	-0.205333333333333
OR51A2	null
GUCA2B	0.735
DOCK9	1.77325
ITGB1BP1	-0.861
DLG2	0.91475
BRAP	-0.28425
SESN3	0.432
ZC3H7B	0.66725
FAM101A	2.154
FKSG24	-0.835
ZYG11B	-0.412
RFC2	-1.59175
SH2D3A	1.39
DVL3	-0.530916666666667
ADFP	-0.751333333333333
KRIT1	-0.47925
SERTAD3	1.40466666666667
LEFTY2	-2.30375
KRT27	-0.208
SCFD2	-0.32725
MN1	-1.96575
RORA	1.27
PTPRD	-1.134
PIAS2	-0.504166666666667
CYP4X1	6.27783333333333
FBXL15	0.34675
MYH15	1.0395
CRX	0.103333333333333
TBC1D13	0.6125
SLC22A17	1.76533333333333
PLK2	2.12633333333333
ARHGAP9	0.6715
EIF1B	0.39075
C20orf185	0.31625
DEFA7P	0.429
PRIM1	-2.10483333333333
CRYAA	-1.923
BACE1	0.20425
AGTRL1	-0.2576
ACAD9	0.158625
GRASP	1.1185
RBP4	0.143666666666667
TFB2M	-0.3005
METTL9	-0.7933
ATP5O	-0.20325
SP100	0.2391
CPSF1	-0.586666666666667
S100A4	-0.293
LIME1	-0.739
GPR137C	-2.37375
OR2A2	1.43
C2orf29	-0.9585
NUP188	-1.078
SDPR	3.27
RAI1	-0.747125
RPS20	1.1503
LAMB1	-1.36125
ADM2	0.5312
ZNF229	0.40275
DKFZp434K1815	-2.0625
EPN3	1.17566666666667
CLIC3	-1.5975
MEIG1	-0.20325
HMGB4	-0.42125
STARD10	1.129125
KLF8	2.081
EPB41L2	-0.610166666666667
JMJD6	0.116714285714286
CTSL1	-0.9245
GPR27	-0.0785
ELAVL4	0.5765
MMP21	-0.4135
PPM1B	0.7055
SUV39H1	-0.95575
AAMP	0.06575
TUSC4	0.325833333333333
MBD6	-0.39275
KLK13	0.14425
FMNL3	0.895
TRIM13	0.531333333333333
C15orf5	-0.09675
IQCF1	0.223333333333333
CACNG8	-0.9155
SLC35D3	-0.196
ZDHHC9	-0.335
ODF3L1	0.46125
C9orf86	-1.0942
TSEN2	-1.02725
C17orf64	0.36625
SEPX1	0.0655
TSPO	0.853333333333333
SYMPK	-1.273
ADORA1	2.28
TSPAN10	1.806
SEMA6C	1.41283333333333
RTTN	-0.5211
IL2	2.34716666666667
ARRDC3	2.17258333333333
TBPL1	-0.514166666666667
STX12	1.3965
MRPL39	-0.41225
OR8H3	0.8125
IFIT5	1.906
CASC5	-4.526125
FAM46A	-0.401166666666667
HPCAL1	-0.65275
CYLC1	0.8425
VGLL2	0.613375
C20orf191	-0.0835
CDH1	2.00966666666667
ITPA	-0.35775
CCDC101	-0.4085
D15Wsu75e	-0.61775
EDA	-0.21625
CREG1	-0.062
OR7G2	0.4855
SAP18	0.951
IFIT1	1.08575
CALML3	2.4295
FLJ37440	1.769
FNDC5	-0.085
SERPINB6	0.319357142857143
JUNB	-0.2439
SYS1	1.53525
SCN2A	2.04516666666667
ZKSCAN5	-0.519
WNT7A	-0.0943333333333333
TSHZ3	2.6625
RNF148	0.10825
H6PD	-0.683125
CAD	-1.31916666666667
ZNF449	0.22675
DOCK10	-0.882
FAIM2	-0.015
HEXDC	0.982
PRB1	0.568
C14orf148	0.33
ETHE1	0.60225
IRF5	-0.4052
GNMT	1.56966666666667
MGC16291	-0.9285
RPAIN	-0.333785714285714
CAGE1	1.212
CNTNAP3	-0.8265
ACTR1B	-0.04525
EEF1E1	-0.73225
MSX1	-1.065625
ESF1	-0.2683
HSPC171	0.20925
MRPL2	-0.247333333333333
RDH12	-0.518333333333333
CELP	0.8255
METRNL	-1.34625
C10orf116	4.21633333333333
C19orf48	-0.863
ZNF346	-0.63925
NCR1	-2.501
C10orf64	0.868
CD52	1.297
VPS18	2.765625
AP4S1	0.0521666666666667
NPBWR1	2.37
TPK1	0.8645
UBA52	-0.106666666666667
RIPK1	0.266166666666667
CPNE3	0.5446
HSPC159	0.225
C8orf38	-0.33975
LRRC4B	-0.7975
PARP10	1.1344
ANKRD50	0.535
CXCL9	4.44625
FGF18	-1.72254545454545
EIF2A	-0.0641428571428572
SLC20A2	0.823166666666667
KIAA1549	-0.411583333333333
SPINT1	2.0759
ZNF584	0.0535
CRBN	0.860666666666667
ABCF3	-0.005
NCBP1	-1.47866666666667
PLA2G4F	-0.437
PCDH10	-1.37928571428571
TTC21A	0.04475
C20orf144	0.3325
FGFR1OP2	-0.173666666666667
SLC9A1	-0.4933
CHRND	0.2325
FOXF1	-3.491
KIAA1467	0.84625
TPO	3.38883333333333
LTF	4.89607142857143
DNAJB9	0.9475
MRPS27	-0.41025
bA16L21.2.1	0.216
WBP2	0.2065
MRGPRX3	1.0835
PRPF18	1.03075
C10orf58	0.929
SMOC1	-1.9846
ADAT3	0.8065
TMEM138	-0.298
TMEM131	-1.103875
TIMM8B	0.12325
MYH7	-0.862166666666667
ST6GAL2	-0.263142857142857
KIF1C	0.12175
SUHW2	-2.295
PAPSS1	0.90225
CABP2	0.4775
HOXA4	1.8345
ELF2	0.6115
SEMA3D	2.1385
MC5R	0.086
OGFR	0.476
FLJ30092	-0.3454
TGFA	2.2164
MMP17	0.9645
KIF15	-4.39625
CHIA	0.19625
CATSPER3	-0.07475
CEACAM7	0.409909090909091
PADI2	3.36
HOXA9	3.33616666666667
LNX2	0.344666666666667
TMEM144	2.254
HIF1AN	0.3035
METTL7A	0.6719
C6orf165	2.12016666666667
KIAA1468	0.28975
DSG3	4.1245
ZNF180	0.433333333333333
EIF4E3	1.498
SLC46A1	-0.14075
DKK1	-5.30816666666667
ZNF205	1.54266666666667
LOC162073	0.144944444444444
COX7A1	5.00975
MAGEA1	-4.9532
NEDD8	-0.333916666666667
KLHDC5	-0.213944444444444
C3orf19	0.861166666666667
MRPS2	-0.878
POLR3H	0.337642857142857
ABHD11	0.6617
TMEM17	1.123
PAIP2B	0.6137
MAT1A	-3.69725
LGI3	-0.5145
THUMPD2	0.61875
TKTL2	1.05733333333333
XAGE3	-1.2885
CALM3	-0.337
C6orf136	-0.533166666666667
KCNC4	0.9435
RGS9	2.69
ACIN1	-1.48183333333333
SPATS1	-1.23325
XKR8	-0.0895
FAM84A	2.5885
MS4A7	4.61336363636364
AGXT2L2	0.1365
OR1F1	-0.9355
SMAP1L	-0.603083333333333
IPO11	0.7025
ZC3H11A	-0.2094375
C1orf151	0.460375
RNASEH2A	-2.12975
CCR10	-0.099
TXNDC11	0.5105
TMEM112	0.74125
MAP1B	-0.303857142857143
NVL	-0.68875
PKM2	-1.645
ARC	-1.319
NUP54	0.1865
PPFIBP2	2.1665
STAT2	0.92025
PTAFR	1.13833333333333
ROBO2	-0.426285714285714
RNF40	-0.253333333333333
CCDC135	-0.281
IFT81	-0.5995
MORF4	-0.17225
TM7SF3	-0.86
OR10H3	-0.422
ABP1	-0.5225
CHRD	-0.644375
PLEKHA8	-1.58083333333333
NCALD	3.7875
OR5AK2	-1.256
ACCN1	0.311166666666667
SLITRK1	0.906
ARMET	-1.00025
C9orf52	0.1085
REEP4	-1.362
MTSS1	0.16
ADH1B	4.85383333333333
DLD	-0.3865
CDK5	-1.57125
PPFIA1	-0.6455
WFDC3	0.70175
DNAJB12	0.957571428571429
RANGRF	-0.424
MLANA	-5.9925
AMY2B	0.65875
KIAA0319	-1.629
RPS7	0.1285
JAK3	-0.0309
ARFGEF1	0.405
CXCL5	1.22883333333333
TRAPPC4	-0.30375
CETN2	0.711666666666667
HSPC111	-0.83525
RHOBTB3	-1.81088888888889
PHLPP	0.829
RGS10	0.4675
TMEM58	0.254
CHERP	-0.40425
HSP90AB3P	-1.39383333333333
FSTL3	-1.28333333333333
PEX11A	0.81075
OR5V1	0.5775
FCN3	2.112
PTPN3	-0.243
NPTX1	-5.374875
C21orf84	-1.71225
C11orf51	-0.19975
ZBED2	-1.192
FLJ90757	-0.4365
NPY2R	7.90425
PLD3	0.38
SYT17	0.993
SGSM2	-0.39775
OR1A2	1.185
FOXP1	1.301
SLC5A1	4.8685
POFUT1	-1.0354
EPHB6	-1.446
MYO1G	-1.796625
STAC	-1.29155555555556
KLHL17	-0.725
RGMA	1.2508
TJP2	-0.524
FAM114A1	-0.482
SERINC1	1.2365
SLC9A8	0.220125
PEX19	0.42725
EDN2	1.7975
PSMD7	-0.905444444444444
C3orf41	0.186
UQCR	-0.195875
PPP1R3C	0.99025
LRP4	-1.57483333333333
TM2D1	0.47275
TTC17	-0.1081875
C4BPB	-3.7815
CCL25	-0.152666666666667
ZNF253	0.0505
CHRNA9	-2.64925
SOX11	-0.825375
HIVEP3	0.696
CGN	1.92383333333333
C3orf35	-0.276
PKD2L1	0.97025
SYVN1	-0.5135
PDE8B	0.391875
LOC439951	2.41775
LTC4S	2.7025
MIF4GD	-0.211
SMARCA2	2.257625
TUBGCP6	0.392166666666667
CABLES1	0.027375
C16orf77	3.53166666666667
ZNF791	-0.39275
FUT5	0.49
ADH6	-3.0674
P4HB	-0.43875
CLDND2	-0.00425
ALKBH8	0.76525
PLAC4	-2.25025
F11R	0.0477142857142857
MGC35295	0.0315
PDZD4	-0.407166666666667
LOC389073	-0.607333333333333
FAM80B	-0.137833333333333
PSMB1	-0.415875
TXN	-1.04716666666667
VIPR1	2.3682
WBSCR18	0.3165
EXOSC6	-0.225166666666667
ACTA2	5.175
SP5	-2.05225
ANKRD1	-2.97433333333333
DDR1	0.9845
ATP6V1D	-0.42
PTGS1	-1.27658333333333
RNF157	-1.5
DCC	0.248666666666667
SPAG7	0.61875
FBXO18	-0.30525
UBE3C	-1.2265
HOXC6	-1.36625
LRP2BP	-0.4246
MYST2	-0.04925
PDSS2	-0.149
ATE1	-0.534
ARAF	-0.497
KLF10	0.707
PLA2G2E	0.51025
ASCL1	-1.57333333333333
TSNAXIP1	1.5415
FAM131B	-0.542625
IFNA10	0.9225
NUP43	-0.66175
FAM44B	-0.046875
L1TD1	-5.1195
NMD3	-0.816583333333333
C18orf54	-1.2767
PHOSPHO1	0.1005
RAG2	-3.868
EMILIN3	0.2415
METTL3	-0.4995
VPS13C	1.086
REXO2	-0.60075
ANXA4	-0.12675
CA1	-0.93275
DCP1B	0.64875
TULP3	-0.924833333333333
ATP2A2	-0.469230769230769
ATIC	-1.486
ADAM15	-1.0585
NPL	0.253166666666667
LGR4	1.03725
UEVLD	-0.0933333333333333
GAB1	1.083
SNAI2	1.84016666666667
ZGPAT	0.215
SNF1LK	1.51775
DLEU1	-1.26175
UBE2Q1	-0.111125
ZMYM6	-0.0398125
JPH3	-2.7298
FAM38A	-0.637083333333333
PXK	0.0418333333333333
DENND2D	1.69775
BAX	-0.70375
CP	-1.77554545454545
RPL37	0.7017
G6PC3	-0.01175
NCOA4	-0.172833333333333
LRRC14	-0.17725
GORASP1	0.52275
FCHO2	0.77675
CYP24A1	-1.6636
FXYD3	1.871125
SMARCAL1	-0.2375
ABCB8	-1.61516666666667
CCDC44	-0.36325
PRDM7	-3.4865
USH1C	-1.3245
DNAH5	-0.123
SRF	0.4785
MAL2	1.6605
PGPEP1	0.18275
SIN3B	-1.82875
SEMA3C	1.33966666666667
GRAMD3	3.7815
FBXO10	-0.095625
OR5D13	0.136
FLJ31818	0.213125
CACNA1I	1.397625
S100A13	0.2505
TP63	4.77671428571429
ANXA11	0.6006
WDR66	-0.128
CSF2RB	-0.594
IFI44	0.01975
DACT1	0.0628333333333333
ANKRD23	-1.680375
ATP5G1	-0.410666666666667
C21orf70	-0.3255
PPWD1	-0.821
DNAJC13	-1.075
PAH	-4.6374
PTCH2	0.421
TRMU	-0.7265
CCDC9	0.256
USP3	-0.4715
DCLRE1C	-0.6298
FAM55C	0.28525
FRMD4B	1.416
CYP2R1	-0.05575
RFPL1	-0.9228
XPO5	-1.64525
ARL6IP2	-0.5615
OSBPL5	1.42625
MMP9	2.74236363636364
KIAA0802	-1.036875
DHRS2	-3.79066666666667
SGEF	0.974125
TXNDC10	-0.6995
EXOC6	-0.0305
RPS27	0.9735
PNCK	-1.287
FSTL1	-1.3275
AACS	0.57075
SLMAP	1.02216666666667
SAMD4A	-0.2723
ABRA	-0.302666666666667
SMARCD3	1.38325
PKNOX2	-1.91733333333333
A4GNT	-0.107
C9orf39	-0.583166666666667
RALYL	-0.099
MGC33556	-2.6765
C10orf25	-0.5635
BBOX1	7.36275
NHEDC1	0.60275
XDH	-0.580666666666667
GCSH	-0.976
EDN1	4.08816666666667
MTERF	0.17475
CLK4	1.449625
ZNF799	0.278166666666667
KCNG1	-2.0165
CXCR4	1.91716666666667
PTPRR	-3.91825
IRAK1	-0.62275
LOC401397	-0.5765
TMSB10	-0.323571428571429
CXCL3	-1.2865
TMC4	1.541
OR7A10	0.024
STYK1	1.24125
CHRNA10	-0.683666666666667
CCNI	0.49125
EP300	-0.0462142857142857
LOC165186	-0.567
HIC2	-2.6565
SDR-O	1.807
OR2W1	1.451
KCNA6	0.5475
TRIM74	-1.18325
REEP6	0.275
ATP5G2	0.384
ERG	1.13725
TMEM42	0.62025
PARN	-0.446
SOD2	-0.17625
DIRAS1	0.0181666666666667
PNPT1	-1.78875
JOSD3	-0.76525
hCG_40738	-1.25
PDE1C	0.15625
SEMA4D	0.169125
AGPAT1	-0.169
NOSTRIN	1.040875
MAP3K3	-0.150166666666667
MAX	0.296714285714286
CAPS	-0.0485
SERPINA12	-0.792
OSBPL8	0.13525
RICS	0.180444444444444
NR4A2	-0.253
PPCS	0.9115
LONP1	-1.0895
SCYL3	1.52
HERC2P2	-1.42083333333333
FIBCD1	-0.295
C15orf41	-0.24325
DMC1	-1.10116666666667
C20orf27	-1.1575
RPS6KA5	1.2812
FAHD1	-0.651166666666667
SLC12A4	0.521
BRCA1	-2.33327272727273
GBL	0.10875
SLK	-0.218666666666667
NUDT9P1	1.1375
NOXO1	1.973
USP52	-0.76625
BAZ1B	0.1695
SLCO2B1	2.25325
BBS12	1.97383333333333
LRGUK	-1.237
TERF2IP	0.7805
COL1A1	0.1765
KIAA0090	-0.017875
GRK5	-0.180333333333333
AP1S2	-1.3562
TMEM52	-0.0496666666666667
CA11	0.63825
OR4A15	-0.456166666666667
ACBD3	1.1301
SPAG11B	0.482285714285714
PRDM2	1.1469
FOXP3	-0.0895000000000001
SMYD3	-1.0675
LOC389199	1.3275
LGI2	-1.431
NAPE-PLD	-0.5998
ANKRD6	0.503
WDR45	0.689666666666667
SHROOM1	-0.75325
PSCD3	-0.14
PYY	-0.0975
KCNC1	-0.0335
ARHGEF9	0.3478
OR8J1	0.393
GPR55	-0.4584
NS3BP	-5.1475
C10orf22	0.450333333333333
NAT8L	1.2515
DUSP4	0.0678333333333333
FOXM1	-3.49616666666667
GRAMD2	2.528
ZBTB48	0.540166666666667
BUD31	-0.611
PABPC5	1.156
CCDC41	-0.8025
FBXO11	-0.18275
C6orf148	0.526
RFXAP	-0.5865
C6orf15	1.31566666666667
CDK8	-1.091
C6orf70	0.207625
TESSP2	1.1735
ALG2	0.29675
PPP1R3D	0.5635
TPM3	-0.960444444444444
SYT13	0.05475
EPB42	0.281166666666667
CETN3	-0.17175
PRY	-0.8895
NTHL1	0.0683333333333333
POLR2B	0.1345
RPS28	1.08075
P2RX3	-1.43266666666667
LYZL4	-0.727
WBP4	0.5671
PMM1	0.2375
C11orf79	0.3905
CBLL1	-0.69725
IL1F10	0.542666666666667
VAX2	-1.405
SETDB1	-0.196333333333333
LRAP	-2.82916666666667
GCLM	-0.679
CPEB3	2.7825
PPM1A	0.2025625
INTS1	-0.59775
CAMTA1	1.91975
SAMSN1	-2.972
LOC158830	-2.22483333333333
GMPPA	-1.145375
AIPL1	-0.05175
IL24	-0.0801818181818182
BDKRB1	-2.50733333333333
MLF1	1.2214
TAF12	-0.3365
ID1	-2.183125
THADA	-0.18675
PIK3CB	-0.80425
OR4N5	2.559
TBC1D17	-0.0785
COX8A	-0.53225
CDCA4	-1.252
C2orf44	-0.05575
ZNF534	-0.76075
IMMP1L	0.50925
NIPSNAP3B	1.044
FTMT	1.051375
PWP2	-0.844
MMP15	-1.0458
DNAH11	-1.35566666666667
MTMR14	-0.60925
DNAL4	0.97625
IPP	-1.332
TMEM59	1.473
C1orf157	0.4905
RGS4	-0.464666666666667
DDX18	-0.518833333333333
SNX6	0.14825
ZNHIT2	0.702333333333333
NCDN	-0.253333333333333
FLJ33534	0.7915
RAG1	-1.00642857142857
OR4D10	0.3495
PTPN5	0.254
POMT1	0.3365
LRRC8A	-0.0068
CYP1A1	-1.476
CAPN1	-0.271
DDHD2	-0.106125
GRIK2	-0.1025
GNRHR	0.6375
PPBP	0.3325
HTR3A	-1.451
SLITRK4	-0.21425
ANKRD49	0.15125
BTF3	0.3113
SARS	-0.26425
C13orf18	1.2046
CACNB1	-0.433615384615385
QKI	0.872238095238095
SETMAR	0.96525
MAN2B1	-0.106
EML3	-0.80325
ACADL	2.73616666666667
OFD1	-0.01175
DEFB114	0.611
CGA	-3.56511111111111
PEX16	0.599666666666667
LRRC10	-0.7215
GNG12	-0.1045
C1orf152	-0.513
CHRM1	-0.0585
CD53	0.023375
DBH	-1.435
TFAP2B	3.532125
HIST1H2BJ	-1.4632
FAM46D	0.2885
TMEM11	0.1745
C3orf32	-3.4915
PCCB	-1.088
IPO13	0.072
C6orf105	-2.03775
COMMD5	0.50325
SUV420H1	0.0215
LTBR	0.246
ARHGAP15	-1.095375
HDHD2	0.4485
TDRKH	-0.816333333333333
LOC401052	1.5605
PSG4	-1.87466666666667
GNB4	-0.784
SPATA4	1.9735
SLC9A3	-2.771
OSBP	0.283833333333333
NBPF3	-0.6895
DOCK11	-0.5175
SLC39A5	-1.112
PRR5	1.4698
C10orf63	-0.343571428571429
SMTNL2	-0.3505
ADRA1A	0.62125
ASAH1	1.4116
DOM3Z	-0.114
GIPR	0.829833333333333
AHI1	-0.388333333333333
NADSYN1	-0.492833333333333
RGS14	-0.3923
IL18BP	0.3948
RTN4RL1	2.05808333333333
ARMC6	-0.34075
PSMD5	-0.291666666666667
HK3	-0.2313
OR4S1	2.47933333333333
RSU1	0.5892
MAD2L1	-3.323
EIF4A3	-0.90175
DLEC1	0.519666666666667
E4F1	0.3455
CHMP2B	0.4414
CAMSAP1	-0.605
RPS21	-0.0281666666666667
ARID5A	1.8575
UBE2N	-0.00750000000000002
IGSF8	0.760333333333333
MAGEB6	-2.477
ACAD11	-0.916
MGC4172	-0.36175
LMO4	0.72175
KLKB1	0.56025
HP	-0.8025
HDAC3	0.1215
SCHIP1	2.0715
CLCA1	0.8035
OLFML2A	1.81557142857143
C1orf112	-1.618
KIF19	1.28558333333333
HAPLN4	-0.7384
CXCR7	-0.360166666666667
GOT2	-0.6809
RAB38	-1.150375
DCX	1.84275
PPM1H	-0.217583333333333
NFYC	1.27541666666667
KIN	0.561625
ZNF228	1.25125
PLSCR4	3.34616666666667
HIG2	-0.645
FAM79B	5.455
C21orf86	-0.9961
KCNK10	-0.217
ZNF738	-0.843125
FSTL5	-0.2855
OR6A2	0.156
OTOA	1.1884
EXOC1	0.48075
AHRR	-3.63925
PDAP1	-2.20875
C19orf6	-0.291875
ZAN	0.02925
LY6G6E	-2.1995
EIF4E2	-0.5975
C20orf198	-0.03825
ZNF324	0.65575
CYP3A5	-3.85083333333333
ENTPD7	-0.136166666666667
MBOAT5	0.403666666666667
GJB5	1.60525
TTC13	-1.05875
S100Z	-1.695
KIAA0664	-0.832
PDGFRB	1.30925
IL17D	-0.809
OR56B4	0.519
RDX	-0.989666666666667
SLC34A3	1.0225
IL28B	0.101
JUND	2.477
CHRNB1	0.171
CAMK2B	0.89125
FETUB	-0.901
CXorf23	1.00275
MRTO4	-1.103375
TTC3	-0.2303
NDUFB8	-0.152333333333333
EDG2	-0.65525
SEMA3G	2.34325
IL23A	-1.08625
GRHL1	1.7777
LOC441054	-0.6815
WDR65	0.77
PSTK	0.39125
STOML3	-0.0376666666666667
R3HDM2	-0.1531
C5	-1.058
SLC2A10	0.152
C3orf22	0.15625
PAQR3	-0.740769230769231
ANKRD26	-0.957666666666667
HCRTR1	-0.2185
LOC399947	-0.49375
PSD2	1.216
TIGD2	1.11483333333333
SCRN1	-1.31342857142857
COQ10A	-0.4555
DDI2	-0.686
METTL7B	-0.4895
UCN2	0.591
FAM92A3	-0.60475
WDR16	1.354
ZNF511	0.0681666666666667
ZMYM5	-0.387125
POLR3G	-2.87375
ZNF586	0.877
C1orf49	-0.1158
TANK	1.02133333333333
RCAN1	2.31283333333333
PELI3	1.638
LIMD2	-0.86
TMEM189	-1.0415
NTN4	1.9445
LOC151300	0.776
CLEC2A	-2.9955
GPR135	-0.445
DPYSL4	-2.6085
JAK2	-0.400333333333333
TSHZ1	0.757333333333333
TM9SF4	-0.7575
ZNF264	0.5755
SIRPG	0.624
BICD1	-0.958
HERC6	0.515
METTL5	-0.419
CASP1	1.57125
PRRT1	-0.441
PLA2G4C	1.599
ICA1L	-0.641
TPTE2	0.5954
OTUD7A	1.8965
AQP11	-1.19075
APOA2	-3.5609
KALRN	-0.5682
SECTM1	-0.366666666666667
IFNAR1	0.095
TALDO1	-0.428
RAB11FIP4	-0.244666666666667
EIF5A	-1.861
FAM49A	2.192
NEGR1	-0.8384
YTHDC2	-0.705375
EHD2	0.331625
NCF1	1.1706
SCRT2	2.3865
HOXA5	2.51366666666667
NUP133	-0.02625
FGF12	-0.31175
SLMO2	-0.53175
SNTA1	0.505875
CACNG2	1.09428571428571
GCM1	0.0335
ELF1	0.3225
TLR5	3.71825
TCFL5	-1.32625
RBMY2FP	-1.103
LOC100125556	-0.109375
FAM129B	0.72225
MAP3K7IP1	0.465857142857143
NCK2	0.3625
OXA1L	-0.40875
FMO9P	0.48
ZSCAN12	0.915
PSMD12	-0.658416666666667
HSCB	-0.1225
CLDN10	-3.18775
MGC13053	-0.6755
HPCAL4	-1.747
ASZ1	-0.014
MEX3D	0.658181818181818
NFAT5	0.3155
CSPG4LYP1	-0.1216
FBXO3	1.0359
DVL1	-0.7855
CMKLR1	0.604
TYMS	-4.271625
PEF1	1.0055
ZNF750	2.99066666666667
MCM5	-0.5164
MEGF11	-1.015
KCNK7	0.07
PTP4A3	0.0935
