Hybridization REF	TCGA-BH-A18J-01A-11R-A12D-07
TMEM138	0.2745
TMEM131	0.30725
TIMM8B	-0.85625
MYH7	-0.491166666666667
ST6GAL2	0.950375
KIF1C	0.14975
SUHW2	-1.3105
PAPSS1	0.38325
CABP2	-0.426
HOXA4	-1.4685
ELF2	-0.7845
SEMA3D	1.0441
MC5R	0.953
OGFR	0.103
FLJ30092	0.132666666666667
TGFA	-1.332
MMP17	0.16125
KIF15	-2.74
CHIA	0.18825
CATSPER3	0.2255
CEACAM7	0.623416666666667
PADI2	0.279625
HOXA9	1.12916666666667
LNX2	1.46283333333333
TMEM144	0.68175
HIF1AN	0.82175
METTL7A	-1.5476
C6orf165	2.73333333333333
KIAA1468	0.65175
DSG3	0.6155
ZNF180	0.736333333333333
EIF4E3	1.42325
SLC46A1	0.492
DKK1	-2.78266666666667
ZNF205	0.342666666666667
LOC162073	1.32594444444444
COX7A1	5.20475
MAGEA1	0.113166666666667
NEDD8	-0.215583333333333
KLHDC5	0.174055555555556
C3orf19	3.12016666666667
MRPS2	-0.92825
POLR3H	-0.1555
ABHD11	0.7147
TMEM17	1.46775
PAIP2B	0.6112
MAT1A	-4.66725
LGI3	-0.03425
THUMPD2	0.269
TKTL2	0.10725
XAGE3	-1.4955
CALM3	0.472916666666667
C6orf136	-0.503833333333333
KCNC4	0.3415
RGS9	0.961166666666667
ACIN1	-0.4635
SPATS1	-0.0845
XKR8	-0.0305
FAM84A	1.8315
MS4A7	5.04081818181818
AGXT2L2	-0.496
OR1F1	0.2325
SMAP1L	-0.0955
IPO11	0.181875
ZC3H11A	1.386
C1orf151	0.945625
RNASEH2A	-0.288
CCR10	-1.039
TXNDC11	0.274416666666667
TMEM112	0.274625
MAP1B	1.07207142857143
NVL	-0.217
PKM2	-1.2963
ARC	-0.9945
NUP54	0.3705
PPFIBP2	2.1935
STAT2	0.487625
PTAFR	1.68783333333333
ROBO2	0.050625
RNF40	0.269333333333333
CCDC135	-0.340833333333333
IFT81	0.3241
MORF4	-0.92025
TM7SF3	0.396125
OR10H3	0.1615
ABP1	-0.117
CHRD	1.13775
PLEKHA8	0.8075
NCALD	0.474333333333333
OR5AK2	0.24775
ACCN1	0.00466666666666667
SLITRK1	0.043
ARMET	-0.02875
C9orf52	0.69325
REEP4	-0.689
MTSS1	1.554875
ADH1B	0.485833333333333
DLD	-0.66
CDK5	-0.0785
PPFIA1	0.3848125
WFDC3	1.53925
DNAJB12	0.828214285714286
RANGRF	-0.7715
MLANA	-5.4
AMY2B	-0.597
KIAA0319	2.008125
RPS7	-0.636
JAK3	-0.2632
ARFGEF1	0.65725
CXCL5	0.754166666666667
TRAPPC4	-0.88575
CETN2	0.988
HSPC111	-1.31
RHOBTB3	-0.8553
PHLPP	-0.067
RGS10	1.57375
TMEM58	1.25075
CHERP	0.712625
HSP90AB3P	-0.155
FSTL3	0.131833333333333
PEX11A	1.2495
OR5V1	0.5405
FCN3	2.225
PTPN3	0.862
NPTX1	-5.56425
C21orf84	-0.9065
C11orf51	0.525625
ZBED2	0.278
FLJ90757	1.2075
NPY2R	1.69275
PLD3	0.37
SYT17	3.0425
SGSM2	-1.08325
OR1A2	0.1145
FOXP1	1.451875
SLC5A1	3.9565
POFUT1	-0.1261
EPHB6	-3.51216666666667
MYO1G	-2.15025
STAC	-1.202
KLHL17	-0.855166666666667
RGMA	0.9896
TJP2	-0.2019
FAM114A1	1.324
SERINC1	1.02533333333333
SLC9A8	0.079
PEX19	1.087625
EDN2	4.41075
PSMD7	-1.20444444444444
C3orf41	-3.68075
UQCR	-0.311625
PPP1R3C	0.233
LRP4	-1.855
TM2D1	0.15175
TTC17	0.49775
C4BPB	-3.024875
CCL25	0.722
ZNF253	0.9305
CHRNA9	-3.222
SOX11	1.609125
HIVEP3	1.0005
CGN	1.50633333333333
C3orf35	0.024
PKD2L1	4.14775
SYVN1	0.3455
PDE8B	0.887125
LOC439951	0.34125
LTC4S	2.30366666666667
MIF4GD	-0.309
SMARCA2	1.4923125
TUBGCP6	-0.994
CABLES1	0.334
C16orf77	0.741
ZNF791	0.484
FUT5	-1.462
ADH6	-1.796
P4HB	0.77825
CLDND2	-1.548
ALKBH8	-0.0995
PLAC4	-0.031
F11R	2.11071428571429
MGC35295	0.5715
PDZD4	-0.126166666666667
LOC389073	0.3075
FAM80B	0.017
PSMB1	-0.053625
TXN	-0.629833333333333
VIPR1	0.694
WBSCR18	0.3012
EXOSC6	-0.998333333333333
ACTA2	4.357
SP5	-0.8785
ANKRD1	-1.26425
DDR1	2.0654
ATP6V1D	0.64275
PTGS1	-1.1735
RNF157	-1.21475
DCC	0.69525
SPAG7	-0.4285
FBXO18	0.432
UBE3C	0.1123
HOXC6	1.308
LRP2BP	0.00349999999999998
MYST2	-0.80675
PDSS2	0.5495
ATE1	1.23025
ARAF	-0.19125
KLF10	-0.03925
PLA2G2E	-0.3
ASCL1	1.32233333333333
TSNAXIP1	1.3025
FAM131B	0.314875
IFNA10	0.034
NUP43	-0.677625
FAM44B	-0.118125
L1TD1	-4.31183333333333
NMD3	-0.974
C18orf54	-1.1283
PHOSPHO1	0.398
RAG2	-2.1665
EMILIN3	-0.4105
METTL3	-1.05325
VPS13C	-0.29375
REXO2	-1.21325
ANXA4	-0.08075
CA1	-0.926
DCP1B	-0.07825
TULP3	-0.595166666666667
ATP2A2	0.670785714285714
ATIC	-0.001
ADAM15	0.506636363636364
NPL	0.884666666666667
LGR4	-0.618875
UEVLD	0.505333333333333
GAB1	1.48225
SNAI2	0.0496666666666667
ZGPAT	-0.215
SNF1LK	-0.01925
DLEU1	-0.66125
UBE2Q1	0.4425
ZMYM6	-0.190625
JPH3	-0.553833333333333
FAM38A	-0.323
PXK	-0.308333333333333
DENND2D	2.692
BAX	-0.472916666666667
CP	2.57036363636364
RPL37	-0.5748
G6PC3	-0.32075
NCOA4	0.0215
LRRC14	0.07025
GORASP1	0.336
FCHO2	1.0395
CYP24A1	-3.0914
FXYD3	1.03425
SMARCAL1	0.83775
ABCB8	0.375833333333333
CCDC44	-0.3025
PRDM7	-3.2815
USH1C	-1.39175
DNAH5	1.447
SRF	0.393333333333333
MAL2	2.0895
PGPEP1	0.750416666666667
SIN3B	0.81575
SEMA3C	0.749666666666667
GRAMD3	2.0635
FBXO10	0.151
OR5D13	0.519
FLJ31818	-0.10725
CACNA1I	0.786375
S100A13	-0.598
TP63	1.46228571428571
ANXA11	0.5291
WDR66	1.081625
CSF2RB	0.165
IFI44	1.33675
DACT1	2.02733333333333
ANKRD23	-1.772625
ATP5G1	-1.2735
C21orf70	-0.682166666666667
PPWD1	-0.92475
DNAJC13	0.1965
PAH	-4.77466666666667
PTCH2	0.2745
TRMU	-2.0555
CCDC9	0.255
USP3	-0.0998
DCLRE1C	-0.3553
FAM55C	2.5095
FRMD4B	1.33475
CYP2R1	-0.737
RFPL1	-0.9246
XPO5	-0.53225
ARL6IP2	-0.362
OSBPL5	1.76175
MMP9	4.93436363636364
KIAA0802	-0.44275
DHRS2	-4.5975
SGEF	0.627125
TXNDC10	-1.0602
EXOC6	0.8815
RPS27	0.262666666666667
PNCK	-0.853666666666667
FSTL1	-0.21825
AACS	0.06325
SLMAP	0.158166666666667
SAMD4A	-0.1507
ABRA	-0.45125
SMARCD3	1.26825
PKNOX2	-2.1635
A4GNT	-0.42
C9orf39	0.256666666666667
RALYL	-0.13475
MGC33556	-3.598
C10orf25	-0.519
BBOX1	1.921
NHEDC1	-0.7005
XDH	-0.35075
GCSH	-2.1625
EDN1	1.37033333333333
MTERF	-0.4875
CLK4	0.297625
ZNF799	0.906833333333333
KCNG1	-1.70275
CXCR4	0.1655
PTPRR	-1.71125
IRAK1	-1.0515
LOC401397	-0.3105
TMSB10	1.54
CXCL3	-3.3933
TMC4	2.853
OR7A10	0.736
STYK1	1.88225
CHRNA10	0.220666666666667
CCNI	1.75625
EP300	0.468785714285714
LOC165186	-0.171666666666667
HIC2	-2.3935
SDR-O	0.4785
OR2W1	-0.4065
KCNA6	0.6995
TRIM74	-2.005
REEP6	-0.46025
ATP5G2	0.2135
ERG	0.297125
TMEM42	-0.8235
PARN	0.664166666666667
SOD2	-0.221125
DIRAS1	-0.577833333333333
PNPT1	-0.90675
JOSD3	-2.2285
hCG_40738	-0.0705
PDE1C	-1.62625
SEMA4D	0.346375
AGPAT1	0.463166666666667
NOSTRIN	0.52175
MAP3K3	-0.257166666666667
MAX	0.898857142857143
CAPS	1.24066666666667
SERPINA12	0.0245
OSBPL8	-0.222625
RICS	1.1662
NR4A2	1.82866666666667
PPCS	2.8965
LONP1	-1.80325
SCYL3	0.115
HERC2P2	-1.9625
FIBCD1	0.31
C15orf41	-1.06125
DMC1	-0.848666666666667
C20orf27	-0.5795
RPS6KA5	-0.441
FAHD1	-0.620666666666667
SLC12A4	0.4255
BRCA1	-1.63075
GBL	0.2
SLK	0.859166666666667
NUDT9P1	-1.5455
NOXO1	-0.026
USP52	-1.70175
BAZ1B	0.423375
SLCO2B1	3.03075
BBS12	0.764666666666667
LRGUK	0.214833333333333
TERF2IP	-0.24225
COL1A1	5.47
KIAA0090	-0.402
GRK5	0.643666666666667
AP1S2	-1.9694
TMEM52	-0.423666666666667
CA11	0.318
OR4A15	0.155333333333333
ACBD3	2.0259
SPAG11B	0.134125
PRDM2	2.1023
FOXP3	-0.05625
SMYD3	0.1894
LOC389199	0.251
LGI2	1.02183333333333
NAPE-PLD	0.1861
ANKRD6	0.7505
WDR45	-0.1035
SHROOM1	-0.27625
PSCD3	1.6425
PYY	0.2025
KCNC1	-0.725
ARHGEF9	-0.2998
OR8J1	0.37475
GPR55	0.0786666666666667
NS3BP	-2.1015
C10orf22	0.304333333333333
NAT8L	-0.05725
DUSP4	0.089
FOXM1	-1.47983333333333
GRAMD2	0.8832
ZBTB48	0.169166666666667
BUD31	0.238
PABPC5	0.471
CCDC41	-0.484
FBXO11	0.576333333333333
C6orf148	-0.47975
RFXAP	-0.96825
C6orf15	1.1195
CDK8	-0.560166666666667
C6orf70	0.217375
TESSP2	0.106
ALG2	0.288
PPP1R3D	0.906
TPM3	0.443777777777778
SYT13	3.69975
EPB42	-0.983
CETN3	-0.37125
PRY	0.2655
NTHL1	0.295
POLR2B	0.3605
RPS28	0.374
P2RX3	0.39325
LYZL4	0.079
WBP4	0.0229
PMM1	-0.86925
C11orf79	0.34625
CBLL1	-0.40175
IL1F10	0.4635
VAX2	1.6195
SETDB1	-1.19183333333333
LRAP	-2.59933333333333
GCLM	-0.5755
CPEB3	1.588
PPM1A	0.629125
INTS1	-0.604
CAMTA1	0.645333333333333
SAMSN1	-2.3935
LOC158830	-2.52166666666667
GMPPA	0.487625
AIPL1	0.09375
IL24	0.466833333333333
BDKRB1	-1.82166666666667
MLF1	1.5664
TAF12	-0.17675
ID1	-2.537625
THADA	0.451625
PIK3CB	0.1425
OR4N5	0.0385
TBC1D17	-0.3305
COX8A	0.0855
CDCA4	-0.3555
C2orf44	-0.629
ZNF534	-1.02975
IMMP1L	0.84375
NIPSNAP3B	0.317
FTMT	0.601125
PWP2	-0.48
MMP15	0.2896
DNAH11	0.4745
MTMR14	-0.12325
DNAL4	0.93725
IPP	-0.168
TMEM59	0.807625
C1orf157	0.1675
RGS4	0.0641666666666667
DDX18	-0.222666666666667
SNX6	-0.088
ZNHIT2	1.13066666666667
NCDN	-0.417333333333333
FLJ33534	-0.14525
RAG1	-1.727625
OR4D10	0.327
PTPN5	-0.648833333333333
POMT1	0.391
LRRC8A	0.8843
CYP1A1	-1.7915
CAPN1	0.544333333333333
DDHD2	-0.893
GRIK2	-0.28525
GNRHR	0.14875
PPBP	0.13925
HTR3A	-0.177375
SLITRK4	0.8495
ANKRD49	-0.91925
BTF3	-0.2443
SARS	-0.26925
C13orf18	0.669666666666667
CACNB1	0.061
QKI	0.242363636363636
SETMAR	-0.09475
MAN2B1	1.70416666666667
EML3	-0.4845
ACADL	-0.275333333333333
OFD1	-0.59
DEFB114	-0.122
CGA	-2.2409
PEX16	0.676833333333333
LRRC10	-0.524
GNG12	-0.3625
C1orf152	-0.296666666666667
CHRM1	0.4395
CD53	-0.11425
DBH	-0.301
TFAP2B	-0.583875
HIST1H2BJ	-1.17366666666667
FAM46D	1.5175
TMEM11	-0.2955
C3orf32	-3.17025
PCCB	-0.628875
IPO13	0.298875
C6orf105	-3.1635
COMMD5	1.02675
SUV420H1	0.973
LTBR	1.033
ARHGAP15	-1.746125
HDHD2	-0.14675
TDRKH	0.710666666666667
LOC401052	1.0455
PSG4	-1.0575
GNB4	-0.6122
SPATA4	-1.04866666666667
SLC9A3	-0.53
OSBP	0.411333333333333
NBPF3	0.0345833333333334
DOCK11	-0.599
SLC39A5	-1.7595
PRR5	0.5886
C10orf63	0.729
SMTNL2	-1.1695
ADRA1A	0.4035
ASAH1	1.4505
DOM3Z	-0.2472
GIPR	0.1805
AHI1	-0.0238333333333333
NADSYN1	0.222
RGS14	-0.1396
IL18BP	0.6197
RTN4RL1	1.97016666666667
ARMC6	0.47775
PSMD5	-0.0345
HK3	1.3428
OR4S1	0.467
RSU1	1.0536
MAD2L1	-3.239
EIF4A3	-0.12475
DLEC1	-0.816166666666667
E4F1	0.0976666666666667
CHMP2B	0.3674
CAMSAP1	0.089
RPS21	-1.00216666666667
ARID5A	1.36975
UBE2N	-0.0287
IGSF8	1.46116666666667
MAGEB6	-1.364
ACAD11	-1.1228
MGC4172	-2.32325
LMO4	1.433
KLKB1	-0.19375
HP	-0.9875
HDAC3	0.13125
SCHIP1	0.75625
CLCA1	0.5885
OLFML2A	1.198
C1orf112	-2.1605
KIF19	0.172666666666667
HAPLN4	-0.1444
CXCR7	1.02966666666667
GOT2	-0.7111
RAB38	-1.0255
DCX	-1.2145
PPM1H	2.31908333333333
NFYC	0.63675
KIN	0.34175
ZNF228	1.0065
PLSCR4	2.15533333333333
HIG2	-0.4315
FAM79B	1.914
C21orf86	-0.1654
KCNK10	-0.322
ZNF738	-0.572875
FSTL5	-0.9605
OR6A2	0.447
OTOA	0.524166666666667
EXOC1	0.3015
AHRR	-2.982375
PDAP1	-0.67975
C19orf6	-0.685375
ZAN	-0.168
LY6G6E	-0.288
EIF4E2	0.06225
C20orf198	-0.135
ZNF324	0.30275
CYP3A5	-3.17933333333333
ENTPD7	2.585
MBOAT5	0.483166666666667
GJB5	-1.12275
TTC13	0.40975
S100Z	-0.618666666666667
KIAA0664	-1.0495
PDGFRB	2.05675
IL17D	-0.979
OR56B4	-0.1425
RDX	-2.03916666666667
SLC34A3	0.2785
IL28B	-0.091
JUND	1.8815
CHRNB1	-0.273375
CAMK2B	1.028
FETUB	-1.5125
CXorf23	1.731625
MRTO4	-1.85275
TTC3	1.0524
NDUFB8	-0.329
EDG2	-0.2405
SEMA3G	-0.284
IL23A	-2.33075
GRHL1	1.2087
LOC441054	-0.932
WDR65	0.905375
PSTK	0.2635
STOML3	0.0481666666666667
R3HDM2	0.0141
C5	-2.854
SLC2A10	0.791833333333333
C3orf22	0.2845
PAQR3	-1.41076923076923
ANKRD26	-0.471
HCRTR1	0.0935
LOC399947	0.20275
PSD2	-0.677
TIGD2	-0.582333333333333
SCRN1	-1.1735
COQ10A	-1.1265
DDI2	-0.008
METTL7B	-0.605666666666667
UCN2	0.17025
FAM92A3	-0.134
WDR16	0.96825
ZNF511	1.20066666666667
ZMYM5	-0.105875
POLR3G	-2.185
ZNF586	-0.10925
C1orf49	0.182
TANK	0.312333333333333
RCAN1	0.0446666666666667
PELI3	0.976166666666667
LIMD2	-0.612583333333333
TMEM189	0.0285
NTN4	2.881375
LOC151300	0.4175
CLEC2A	-0.2815
GPR135	-0.143625
DPYSL4	-3.0649
JAK2	-0.0978333333333333
TSHZ1	0.7115
TM9SF4	-0.04325
ZNF264	1.16766666666667
SIRPG	0.607625
BICD1	-0.7285
HERC6	1.13633333333333
METTL5	-0.589
CASP1	0.05025
PRRT1	-0.661333333333333
PLA2G4C	1.69516666666667
ICA1L	-0.789928571428572
TPTE2	-0.119333333333333
OTUD7A	0.648
AQP11	-0.9765
APOA2	-4.6974
KALRN	0.6406
SECTM1	1.23816666666667
IFNAR1	0.38825
TALDO1	0.2295
RAB11FIP4	-0.250416666666667
EIF5A	-1.636
FAM49A	1.89875
NEGR1	0.292333333333333
YTHDC2	1.062375
EHD2	-0.100375
NCF1	2.1581
SCRT2	0.081
HOXA5	0.239833333333333
NUP133	-0.19675
FGF12	-0.05775
SLMO2	-0.67175
SNTA1	0.06
CACNG2	0.3145
GCM1	0.565625
ELF1	0.767166666666667
TLR5	2.58375
TCFL5	-0.2355
RBMY2FP	-0.4165
LOC100125556	0.3135
FAM129B	0.320125
MAP3K7IP1	-0.575875
NCK2	0.669
OXA1L	-0.7775
FMO9P	0.6465
ZSCAN12	-0.0375
PSMD12	-0.555916666666667
HSCB	-1.60925
CLDN10	-3.33925
MGC13053	-0.06375
HPCAL4	-0.347
ASZ1	-0.359
MEX3D	0.57325
NFAT5	-0.963
CSPG4LYP1	-0.13
FBXO3	0.5094
DVL1	-0.865333333333333
CMKLR1	2.06533333333333
TYMS	-2.90475
PEF1	0.96025
ZNF750	0.988333333333333
MCM5	-1.5451
MEGF11	-0.346
KCNK7	0.094
PTP4A3	0.207
C1QTNF2	0.0986666666666667
OR6S1	0.143
FAM122B	-1.0855
ZNF551	-0.28075
HBQ1	-2.4525
GEMIN6	-0.50875
ARSK	0.4505
RBP7	0.877666666666666
CPNE9	0.145
DSC1	0.466
LOC730112	-0.29225
MAP2K4	0.32075
HS3ST5	-0.784
EPB41L3	-1.8085
TEKT2	0.81275
CDKN2B	1.70583333333333
ZNF480	-0.6365
MAP3K6	1.0681
MAP6	2.697
HN1	0.731
OR2L13	0.2764
SLC16A11	0.271
FAM96A	-1.1915
APOL1	0.80375
C5orf32	0.08675
RTP1	-0.372166666666667
RNF175	-0.517375
ZBTB41	0.311625
AHCTF1	0.1227
SAE2	-0.5747
ITGA2	-0.0603333333333333
MME	-0.019
CCDC14	-1.846
MAST4	1.65971428571429
KRT33B	0.0045
KCTD2	0.499333333333333
WDR26	-0.079
MFI2	0.72425
NR4A3	-0.594
ARSA	1.0135
UNKL	-0.2835
SULT6B1	-0.024
CCNA2	-3.06516666666667
SOX15	0.2005
PPAPDC1B	0.0723333333333333
C19orf44	1.024
MCAT	0.0156666666666667
ARID1B	0.49075
OR52N1	-1.1265
C12orf48	-1.75825
MAGI1	-0.8205
NIPA2	-0.96875
GBX2	-1.379
RSHL3	0.694375
RAVER1	-0.0565
C15orf17	-0.565
SLC30A2	0.45425
ZNF518	-0.14475
PCYT1B	-0.92525
C10orf114	-1.067
EIF3H	0.35575
SLC25A39	-0.646833333333333
KIF1B	0.529375
AMOTL2	0.28975
C6orf120	0.083875
PSRC1	-2.13975
PLA2G10	3.496
KIF5C	0.359625
MRPL37	-0.445
C17orf62	0.779833333333333
C9orf135	-1.344
DUSP10	1.5859
CLCNKB	0.2165
PSMA5	-0.188
C8orf53	0.63075
AMPD3	0.360666666666667
PIAS1	-0.63525
ADCYAP1R1	-0.1065
GYLTL1B	0.95325
CDH20	0.1914
FBXO7	-0.5005
TMEM134	1.4025
FLJ14213	0.634166666666667
ZNF3	0.08775
LRRFIP1	0.0115
CNOT2	0.4805
ABI3	1.996
ALDH5A1	-0.135166666666667
HNT	3.6076
SERPINA4	-2.174
TK2	0.0553333333333334
STMN1	-1.49088888888889
GUCA2A	0.0258333333333333
GALNT10	1.89535714285714
DPP6	-0.4317
C9orf93	0.226375
PRELID2	-0.12525
STK39	0.722125
SFTPA1	-1.07025
CKS2	-1.91822222222222
RHO	0.146125
C20orf135	-0.212
XKR3	-1.856
CR1	-0.16325
RPS6KA2	1.45921428571429
C20orf112	0.6685
MRPL22	-0.471
C4orf23	0.5325
GADD45B	1.26375
KLHDC1	0.587
C2orf48	-2.512
ZNF287	1.069
DAAM2	-0.3935
DPPA2	-2.03783333333333
TCTN3	0.953333333333333
DNAJB11	0.27575
FPR1	3.98975
DEFB4	0.1285
PTCD2	-0.6563
SMOC2	5.04483333333333
CABP7	1.8095
SERPINB11	-0.02475
MAGEF1	0.50275
NDE1	-0.0373333333333333
ITGA10	0.127
FSHB	0.7715
ANXA2	0.82075
HORMAD2	-0.1295
HLCS	0.8645
MCF2L	1.73566666666667
FH	-0.720875
TBC1D24	1.35175
KIAA1505	1.49025
LGALS2	-3.35475
CNBD1	-0.277
SYNPO2L	-0.8135
PTPN23	-0.053
C1orf183	-0.747
MAGEA8	-0.371
DGCR8	-1.23725
GSR	-1.7185
PAQR7	-0.08025
ZNF676	-0.1185
CACNA1C	0.512
SP7	0.313
PDCD6	-0.03225
NRN1L	-1.994
BRI3BP	0.293
KIAA1183	0.865
ASB4	0.1
CCL23	0.232555555555556
OBSL1	-1.3085
SLC12A7	1.2085
KIAA0240	1.191625
CD1B	-3.213
FCGR2A	1.799625
MDC1	-0.878
HTR1A	0.309
OCEL1	0.44425
ATP11B	0.126625
FBXO34	0.4115
PCDH12	4.10033333333333
RPE	-0.43375
C17orf74	0.028
CSDC2	0.105166666666667
PET112L	-0.82875
TMBIM1	0.701625
P2RXL1	-0.60525
TCHP	-0.38925
TRMT1	-0.804166666666667
F2RL2	-1.21233333333333
LRRC32	2.86516666666667
IMPG2	-0.2685
BGLAP	0.5905
LOC493869	0.1395
MRAS	1.381125
SLC35F5	0.99375
CBWD1	0.3655
AXL	-2.086125
ATP2C2	1.2045
TELO2	-0.36475
PNPLA3	-3.21175
PCDHB14	1.79475
CD276	0.607
KRT80	-0.279125
DUSP28	-0.139
CSNK1E	-0.6435
SRP14	0.164
KCNQ4	0.625
KRT72	0.4405
CCDC117	-0.401625
C6orf89	0.246777777777778
TUBB2B	-1.70433333333333
RTN4IP1	-0.86025
CR1L	-3.49666666666667
CEND1	0.430375
C12orf41	-0.445166666666667
RNF31	0.26375
UBN1	0.404333333333333
C17orf32	0.096375
SLC5A7	0.88475
GPR92	1.20066666666667
ESAM	2.5256
CTNNA1	0.882166666666667
HRBL	0.2897
CBX4	-0.035
TMEM182	0.38025
SH3TC2	-1.0405
IL10	0.880166666666667
PXMP4	1.3025
RNF167	-0.2789
PAK7	0.167
ETV3	-0.39
ATPIF1	-1.21083333333333
LOC554207	-1.474
OR8H1	0.115
WDFY3	0.487
DPM1	-1.187
GPSM1	0.314
WDR92	0.000699999999999999
LRP1	0.885833333333333
ANKH	-0.38675
THUMPD3	-0.43275
POLR1B	-0.539
OLFM4	2.62083333333333
RAD9B	0.53625
TSPY2	-4.717
PAX6	-1.19433333333333
SCG2	-1.790875
SLC17A6	0.23875
FMO3	2.341875
PADI4	0.00471428571428571
TUBB4	-0.3954
NLK	-0.454
POU4F3	-0.511
SDF4	-0.258
ITGBL1	3.43483333333333
NETO1	-0.916625
TAP2	0.056875
ABBA-1	-0.1155
GNAI1	-0.6715
VPS4B	0.9545
NOPE	-0.774
GALNT6	1.865
SESN1	0.639375
GBE1	-2.20722222222222
CLASP1	0.2525
RASGEF1B	0.640625
ACOT11	-0.0754999999999999
AFAP1	1.299
OR2H2	0.005
DPY19L2P1	-0.88725
DZIP1	-1.6275
SEC22C	-0.476833333333333
GPR161	-0.00124999999999998
RNF146	0.59425
WDR74	-0.66825
GALP	0.3845
PURA	0.9295
DNPEP	1.31125
RP11-78J21.1	-0.766
ERBB2	1.59425
FANCM	-1.19933333333333
NEO1	1.17866666666667
DDX3Y	-4.7027
RPS3A	-0.815125
MXRA7	-0.172142857142857
LGALS3	-0.0598333333333333
GLT8D1	0.031
CFL2	-1.95633333333333
UPB1	0.134
NAP1L5	0.09175
CLDN14	-0.704
DHX38	-1.02225
BTBD1	-0.386
TARS2	-0.892666666666667
ABCF1	-0.2622
FCF1	0.353833333333333
LRRC49	0.54975
GUCY1B2	-0.1225
C1orf177	0.261333333333333
SMARCA4	0.390928571428571
LRP8	-2.98566666666667
TAGLN3	-0.4595
MRPL14	-0.282
TTRAP	-0.302
ZDHHC20	1.18975
NFE2L3	-0.05325
KIAA1377	1.259375
PALMD	1.4473
TMEM43	0.11675
TTL	-0.656125
STAT5B	-1.86483333333333
SSB	-0.324375
OR10H5	0.122
SLC22A13	-0.44825
AKAP3	-0.89875
TIMM23	0.0866666666666667
OAS2	2.00191666666667
KIAA0423	0.5815
TRIM11	1.16733333333333
GLIS3	2.079375
TMEM50B	1.0115
ARHGEF4	-0.364625
DEGS1	0.245363636363636
TBL1XR1	1.3037
G6PD	-1.258
SP140	0.6077
MUC17	0.0461428571428572
NUDC	-0.4577
DNAJC5B	0.388
SCARA3	-1.37016666666667
CPA3	2.70033333333333
BCAT2	0.195125
MFN1	0.1047
NRG3	0.323
SNX11	0.23325
PLEKHH1	-0.8825
GPR177	-0.507
HCFC2	0.6105
TCAP	-0.83025
MOCOS	-1.722
C14orf93	-0.1025
PRDM10	-0.399
SLC16A4	-0.729666666666667
SRGAP1	0.3085
VIP	0.36925
DUSP27	1.0815
LILRA1	0.4529
MC2R	-0.1165
MGC24103	-0.819
MBTD1	-2.416
FUT11	-0.0396666666666667
USP33	0.4591
C15orf39	-1.077
MAP3K12	-0.098875
PAAF1	-0.8515
BARHL1	-0.1735
FLJ16165	-0.2435
PIWIL2	-3.11625
SYNE1	0.613083333333333
CMTM4	0.741375
TSPYL1	0.5713
GUF1	0.515833333333333
TMEM157	1.256
WDR44	0.0315
HIST1H3C	-0.26075
DKFZp666G057	0.14775
RNPEP	-0.29725
GAS2L2	-0.374666666666667
ADH4	-4.2295
GRPR	-0.1135
FBXL17	0.34175
ZBTB10	0.331833333333333
Gcom1	-0.111555555555556
HTRA1	2.1974
ZNF585A	0.065
SLC26A2	1.06728571428571
OTOP3	0.140166666666667
WISP1	3.384
ATP2B4	0.046
FLJ10769	0.69725
CRAMP1L	-0.103
CHST12	-0.2815
RAB22A	0.102
TARDBP	-0.5025
STAU1	0.18925
CRB3	2.76133333333333
MIG7	-2.381
CHMP1A	-0.186166666666667
ZNF160	0.453375
B3GALT6	-0.314
BARX1	-1.69983333333333
C6orf167	-1.5893125
NXNL1	0.622
DHX29	0.79075
HADHB	0.277
PLXNB2	0.327125
ILDR1	-1.42025
SLC15A3	2.76375
GAS2	-3.50383333333333
C20orf69	-0.52275
NUMB	0.381
TNIP1	0.371875
MESP1	1.2935
PSKH1	-0.07775
NSFL1C	0.2575
RHOG	0.342
HEY1	-2.001
KNG1	-1.545
ITGAX	1.5406
LIN9	0.119333333333333
CANT1	1.12
XRN1	0.11
CCDC96	1.4946
HEATR6	-0.769
GNG7	-0.251583333333333
RUNX2	1.4870625
SOX1	-0.0983333333333333
FCRL5	-0.0473
ZNF99	0.586625
FAM9A	0.928
SNX22	0.183833333333333
MBNL3	-2.21966666666667
ODC1	-1.1127
ADORA2B	-2.71983333333333
NR2F6	1.28475
ZFYVE16	0.158222222222222
SYNJ2BP	1.1538
POLE	-1.2655
E2F2	-1.43075
THRA	-0.096
PTGES2	-0.939
HIP1R	0.437
TMUB1	-0.32
ENO3	-2.597
RSPH10B	-0.671
CXorf39	1.01425
IRGC	0.02175
GPR109B	-1.5895
FLJ13305	-0.0555
LCE3A	0.5075
TNFRSF18	0.0801666666666667
DET1	-0.57725
TRPM3	-0.350666666666667
C16orf79	-0.844
FECH	0.327833333333333
RAP2A	0.201
CRIP1	3.475
AZIN1	-0.13525
SLC7A7	3.55
IL10RA	0.5599
TMEM64	-3.70475
CDC42EP4	1.1225
C16orf58	-0.4786
ARG2	-2.21925
POU5F1P4	-5.57475
FAM62B	0.271125
DNAH8	-2.6098
ASH2L	-0.551375
TSLP	-3.9212
CNTNAP5	0.192833333333333
TMEM16C	-0.6025
IFNA14	-3.509
SLC1A3	0.814625
CABYR	1.14625
BCL7B	0.0824
