Hybridization REF	TCGA-BH-A18N-01A-11R-A12D-07
ZGPAT	-0.5936
SNF1LK	-0.70875
DLEU1	-1.2385
UBE2Q1	-0.040875
ZMYM6	0.5494375
JPH3	-2.46733333333333
FAM38A	-0.872416666666667
PXK	0.135333333333333
DENND2D	2.47125
BAX	0.180166666666667
CP	-4.891
RPL37	-0.5829
G6PC3	1.198
NCOA4	0.434
LRRC14	0.546375
GORASP1	0.7435
FCHO2	1.45475
CYP24A1	0.6447
FXYD3	2.496375
SMARCAL1	0.0695
ABCB8	-0.0761666666666667
CCDC44	-0.077
PRDM7	-3.206
USH1C	-1.83
DNAH5	2.05533333333333
SRF	-0.320166666666667
MAL2	3.81366666666667
PGPEP1	0.428
SIN3B	-0.322
SEMA3C	0.654166666666667
GRAMD3	0.753
FBXO10	-0.544625
OR5D13	0.1935
FLJ31818	0.321875
CACNA1I	0.54825
S100A13	0.711
TP63	0.203571428571429
ANXA11	0.3262
WDR66	-0.865375
CSF2RB	0.00699999999999999
IFI44	0.177
DACT1	0.928
ANKRD23	-0.944875
ATP5G1	-0.477166666666667
C21orf70	-0.745
PPWD1	-0.47625
DNAJC13	0.07125
PAH	-2.53816666666667
PTCH2	0.856
TRMU	-0.42175
CCDC9	0.3655
USP3	0.0931
DCLRE1C	-0.1803
FAM55C	1.93625
FRMD4B	1.4555
CYP2R1	-0.0365
RFPL1	-0.695
XPO5	-1.19025
ARL6IP2	-0.3025
OSBPL5	0.92325
MMP9	3.58690909090909
KIAA0802	-0.72225
DHRS2	2.64483333333333
SGEF	-1.30475
TXNDC10	0.0472
EXOC6	1.92825
RPS27	-0.0543333333333333
PNCK	-1.663
FSTL1	-1.3225
AACS	0.22575
SLMAP	0.699333333333333
SAMD4A	-0.4432
ABRA	-0.32475
SMARCD3	1.15875
PKNOX2	-2.79116666666667
A4GNT	0.1955
C9orf39	-0.638666666666667
RALYL	0.75225
MGC33556	-3.0095
C10orf25	-0.3875
BBOX1	1.574
NHEDC1	-0.1215
XDH	-0.934
GCSH	-2.5155
EDN1	-1.58766666666667
MTERF	-0.4355
CLK4	2.19975
ZNF799	1.00766666666667
KCNG1	-2.54125
CXCR4	-0.192166666666667
PTPRR	-2.8665
IRAK1	-0.870375
LOC401397	-0.417
TMSB10	-0.898785714285714
CXCL3	-4.4368
TMC4	2.8345
OR7A10	1.8885
STYK1	1.925
CHRNA10	-0.4015
CCNI	0.981
EP300	1.43085714285714
LOC165186	-1.42133333333333
HIC2	-2.718
SDR-O	0.187
OR2W1	0.579
KCNA6	0.037
TRIM74	-1.673
REEP6	0.17125
ATP5G2	0.479
ERG	0.400375
TMEM42	0.3445
PARN	0.861666666666667
SOD2	-1.6094375
DIRAS1	-0.705666666666667
PNPT1	-1.583
JOSD3	-1.69925
hCG_40738	0.086
PDE1C	-2.24975
SEMA4D	-0.16425
AGPAT1	-0.0525
NOSTRIN	1.148875
MAP3K3	-0.349833333333333
MAX	0.491785714285714
CAPS	2.95183333333333
SERPINA12	0.416
OSBPL8	1.302875
RICS	1.5715
NR4A2	2.6015
PPCS	1.19666666666667
LONP1	-0.707
SCYL3	0.815
HERC2P2	-0.3405
FIBCD1	-0.753
C15orf41	-0.998
DMC1	-2.795
C20orf27	-1.29325
RPS6KA5	0.1024
FAHD1	0.835666666666667
SLC12A4	-0.50125
BRCA1	-1.61933333333333
GBL	0.4545
SLK	0.161333333333333
NUDT9P1	-1.088
NOXO1	2.924
USP52	-0.5475
BAZ1B	-0.1465
SLCO2B1	2.4325
BBS12	1.81933333333333
LRGUK	-0.919333333333333
TERF2IP	1.31625
COL1A1	4.253
KIAA0090	-0.13325
GRK5	0.529333333333333
AP1S2	-1.7228
TMEM52	-0.078
CA11	1.643625
OR4A15	1.15816666666667
ACBD3	-0.0505
SPAG11B	0.447625
PRDM2	1.0211
FOXP3	0.1855
SMYD3	-0.6781
LOC389199	0.089
LGI2	-0.9825
NAPE-PLD	0.1808
ANKRD6	0.12
WDR45	0.856333333333334
SHROOM1	-2.17725
PSCD3	-0.225
PYY	0.1505
KCNC1	0.639
ARHGEF9	-0.0038
OR8J1	0.206
GPR55	-0.6155
NS3BP	-0.567
C10orf22	0.843666666666667
NAT8L	1.97425
DUSP4	-2.75616666666667
FOXM1	-2.36416666666667
GRAMD2	0.0845
ZBTB48	-0.167333333333333
BUD31	-0.299
PABPC5	1.233
CCDC41	-0.586
FBXO11	0.0601666666666667
C6orf148	-1.4665
RFXAP	-0.231
C6orf15	-0.250166666666667
CDK8	-0.731333333333333
C6orf70	0.73425
TESSP2	-0.242
ALG2	0.39725
PPP1R3D	1.34375
TPM3	-0.348333333333333
SYT13	5.75025
EPB42	-1.8355
CETN3	-0.18475
PRY	-0.108
NTHL1	0.469
POLR2B	0.0365
RPS28	0.381833333333333
P2RX3	-0.46
LYZL4	0.073
WBP4	0.6268
PMM1	-0.0675
C11orf79	0.13725
CBLL1	-1.3675
IL1F10	-0.365833333333333
VAX2	0.426
SETDB1	-0.433
LRAP	-3.62733333333333
GCLM	-0.710166666666667
CPEB3	1.304
PPM1A	1.08675
INTS1	-0.73075
CAMTA1	-0.287666666666667
SAMSN1	-2.3495
LOC158830	-3.513
GMPPA	-0.015875
AIPL1	0.41625
IL24	0.565
BDKRB1	-1.06633333333333
MLF1	-0.0956
TAF12	-0.2715
ID1	-2.887875
THADA	-0.516875
PIK3CB	0.57625
OR4N5	1.366
TBC1D17	0.195833333333333
COX8A	-0.14175
CDCA4	-0.89125
C2orf44	-0.87725
ZNF534	0.039
IMMP1L	-0.219
NIPSNAP3B	0.89875
FTMT	-0.204625
PWP2	-0.918
MMP15	-1.1925
DNAH11	-1.1445
MTMR14	0.266875
DNAL4	1.36725
IPP	0.66
TMEM59	1.149375
C1orf157	0.7325
RGS4	0.271833333333333
DDX18	-0.5705
SNX6	0.01575
ZNHIT2	0.629333333333333
NCDN	0.299833333333333
FLJ33534	0.56275
RAG1	-2.94257142857143
OR4D10	0.2455
PTPN5	0.261666666666667
POMT1	0.121625
LRRC8A	-0.3591
CYP1A1	-2.00425
CAPN1	-0.2045
DDHD2	-1.52325
GRIK2	-0.12075
GNRHR	0.0235
PPBP	0.0329999999999999
HTR3A	-1.360875
SLITRK4	-0.0305
ANKRD49	0.65725
BTF3	0.3707
SARS	0.12625
C13orf18	-0.265333333333333
CACNB1	-0.0737857142857143
QKI	-0.255909090909091
SETMAR	0.976125
MAN2B1	-0.0923333333333333
EML3	-0.36175
ACADL	-0.471166666666667
OFD1	-0.24425
DEFB114	1.005
CGA	-4.3623
PEX16	0.249833333333333
LRRC10	-0.3595
GNG12	0.1415
C1orf152	-0.137666666666667
CHRM1	0.8035
CD53	-0.2825
DBH	-1.11466666666667
TFAP2B	3.8375
HIST1H2BJ	-0.79
FAM46D	-0.172
TMEM11	0.102
C3orf32	-1.0715
PCCB	0.026875
IPO13	0.142625
C6orf105	-5.8625
COMMD5	1.2645
SUV420H1	-0.7066
LTBR	0.8105
ARHGAP15	-0.78125
HDHD2	1.2025
TDRKH	-1.98583333333333
LOC401052	2.0915
PSG4	-0.6875
GNB4	-1.5038
SPATA4	3.845
SLC9A3	-0.627
OSBP	0.222666666666667
NBPF3	-0.573083333333333
DOCK11	-1.3395
SLC39A5	-1.65733333333333
PRR5	0.1143
C10orf63	-0.5595
SMTNL2	-1.478
ADRA1A	0.11075
ASAH1	1.302
DOM3Z	0.1275
GIPR	0.6055
AHI1	-0.248166666666667
NADSYN1	0.106666666666667
RGS14	-0.4558
IL18BP	0.2184
RTN4RL1	2.78716666666667
ARMC6	-0.36225
PSMD5	-0.909833333333333
HK3	0.6696
OR4S1	0.68725
RSU1	-0.1071
MAD2L1	-2.477
EIF4A3	0.1645
DLEC1	0.257333333333333
E4F1	0.968666666666667
CHMP2B	0.9081
CAMSAP1	-0.75125
RPS21	-0.804333333333333
ARID5A	1.08975
UBE2N	0.2004
IGSF8	0.467666666666667
MAGEB6	-1.8895
ACAD11	-1.6013
MGC4172	-0.64975
LMO4	-1.64
KLKB1	2.13625
HP	-0.459
HDAC3	0.2415
SCHIP1	0.31
CLCA1	0.138
OLFML2A	1.9625
C1orf112	-2.07525
KIF19	-0.265
HAPLN4	-0.538777777777778
CXCR7	-0.414666666666667
GOT2	-0.2377
RAB38	-0.64825
DCX	-1.52775
PPM1H	0.224916666666667
NFYC	-0.0619166666666667
KIN	-0.14625
ZNF228	1.6555
PLSCR4	2.03183333333333
HIG2	-1.1085
FAM79B	6.3645
C21orf86	-0.915
KCNK10	0.2595
ZNF738	-0.23125
FSTL5	-1.6598
OR6A2	0.041
OTOA	1.104
EXOC1	0.65325
AHRR	-4.27375
PDAP1	-1.49308333333333
C19orf6	0.455125
ZAN	-0.1855
LY6G6E	-0.4505
EIF4E2	-1.037
C20orf198	0.172
ZNF324	0.09325
CYP3A5	-4.1765
ENTPD7	0.1605
MBOAT5	0.898
GJB5	-3.01133333333333
TTC13	-0.64825
S100Z	-1.23983333333333
KIAA0664	-0.511
PDGFRB	1.78625
IL17D	-0.6445
OR56B4	1.074
RDX	-0.893666666666667
SLC34A3	0.155
IL28B	0.695
JUND	1.081
CHRNB1	0.60575
CAMK2B	3.2245
FETUB	-1.96
CXorf23	1.637375
MRTO4	-1.431375
TTC3	-0.2413
NDUFB8	-0.267
EDG2	0.43375
SEMA3G	3.31625
IL23A	-1.87875
GRHL1	0.926
LOC441054	-1.962
WDR65	1.133
PSTK	-0.50375
STOML3	0.2906
R3HDM2	0.2055
C5	-3.13575
SLC2A10	1.06616666666667
C3orf22	0.037
PAQR3	-1.20646153846154
ANKRD26	0.128
HCRTR1	-0.675
LOC399947	-0.62475
PSD2	-0.6145
TIGD2	-0.237666666666667
SCRN1	-3.094625
COQ10A	-0.387
DDI2	0.5795
METTL7B	-1.32583333333333
UCN2	-0.127
FAM92A3	1.53475
WDR16	1.079
ZNF511	-0.290166666666667
ZMYM5	-0.569125
POLR3G	-2.72425
ZNF586	0.24775
C1orf49	0.0552
TANK	1.545
RCAN1	-1.56083333333333
PELI3	0.251833333333333
LIMD2	-1.10158333333333
TMEM189	-0.6035
NTN4	0.668875
LOC151300	0.882
CLEC2A	-2.724
GPR135	-0.311625
DPYSL4	-3.4615
JAK2	-0.844
TSHZ1	1.8155
TM9SF4	-0.365375
ZNF264	0.751
SIRPG	-0.0816249999999999
BICD1	-0.2575
HERC6	-0.349833333333333
METTL5	-0.787
CASP1	-0.422
PRRT1	-0.154666666666667
PLA2G4C	2.836
ICA1L	0.641692307692308
TPTE2	0.341
OTUD7A	-0.0231666666666667
AQP11	-2.401
APOA2	-4.3527
KALRN	-0.3177
SECTM1	0.00216666666666665
IFNAR1	0.1185
TALDO1	-0.75075
RAB11FIP4	0.156416666666667
EIF5A	-0.983
FAM49A	1.13825
NEGR1	2.05983333333333
YTHDC2	0.894875
EHD2	0.377
NCF1	1.806
SCRT2	0.1155
HOXA5	-1.50883333333333
NUP133	-0.1085
FGF12	-0.5415
SLMO2	-0.347375
SNTA1	-0.64225
CACNG2	0.235142857142857
GCM1	1.1295
ELF1	1.66316666666667
TLR5	2.5795
TCFL5	-1.28925
RBMY2FP	-0.634
LOC100125556	0.81025
FAM129B	-0.1635
MAP3K7IP1	-0.113875
NCK2	0.253
OXA1L	-0.94
FMO9P	1.7105
ZSCAN12	0.32875
PSMD12	-0.634666666666667
HSCB	-0.26175
CLDN10	-4.17475
MGC13053	-0.7635
HPCAL4	-0.979166666666667
ASZ1	-1.0005
MEX3D	-0.611666666666667
NFAT5	-0.5135
CSPG4LYP1	-0.254
FBXO3	1.085
DVL1	-0.523666666666667
CMKLR1	1.11033333333333
TYMS	-2.16875
PEF1	0.5795
ZNF750	2.2435
MCM5	-0.9672
MEGF11	-1.537
KCNK7	-0.3605
PTP4A3	0.3365
C1QTNF2	-1.1625
OR6S1	0.415
FAM122B	-0.73125
ZNF551	-0.48975
HBQ1	-2.4645
GEMIN6	-0.72525
ARSK	-0.86825
RBP7	2.88566666666667
CPNE9	0.37
DSC1	0.029
LOC730112	-0.937
MAP2K4	2.81075
HS3ST5	-1.722
EPB41L3	0.1435
TEKT2	0.927
CDKN2B	0.0803333333333333
ZNF480	-0.8175
MAP3K6	-0.485
MAP6	2.81533333333333
HN1	-0.9972
OR2L13	0.456666666666667
SLC16A11	1.15
FAM96A	-0.393
APOL1	-0.71775
C5orf32	0.57075
RTP1	-2.0074
RNF175	0.331
ZBTB41	0.92125
AHCTF1	-0.3499
SAE2	-0.4388
ITGA2	-1.6085
MME	-2.42516666666667
CCDC14	-0.55775
MAST4	2.13128571428571
KRT33B	0.6515
KCTD2	0.3445
WDR26	-0.164833333333333
MFI2	0.60425
NR4A3	-0.647428571428571
ARSA	1.71025
UNKL	0.450666666666667
SULT6B1	0.266
CCNA2	-3.165
SOX15	-0.353
PPAPDC1B	-0.868583333333333
C19orf44	0.758
MCAT	0.0655
ARID1B	-0.116125
OR52N1	null
C12orf48	-2.13825
MAGI1	1.11075
NIPA2	-0.18375
GBX2	-1.7825
RSHL3	0.64825
RAVER1	-0.419
C15orf17	0.13375
SLC30A2	0.909
ZNF518	0.3615
PCYT1B	-1.6655
C10orf114	-1.5975
EIF3H	1.27375
SLC25A39	-0.186333333333333
KIF1B	-0.30725
AMOTL2	1.435
C6orf120	-0.03325
PSRC1	-2.3785
PLA2G10	1.49
KIF5C	1.113875
MRPL37	-1.102
C17orf62	0.387833333333333
C9orf135	-2.56183333333333
DUSP10	-0.4338
CLCNKB	-0.388
PSMA5	-1.3255
C8orf53	1.4775
AMPD3	2.01466666666667
PIAS1	-0.0845
ADCYAP1R1	0.4115
GYLTL1B	-1.2595
CDH20	0.3042
FBXO7	-0.08375
TMEM134	0.498333333333333
FLJ14213	0.579
ZNF3	-0.68375
LRRFIP1	0.110083333333333
CNOT2	0.266666666666667
ABI3	2.32325
ALDH5A1	0.12725
HNT	2.6113
SERPINA4	-2.67725
TK2	0.524583333333333
STMN1	-2.69766666666667
GUCA2A	0.1655
GALNT10	1.05835714285714
DPP6	-1.20131578947368
C9orf93	-0.054375
PRELID2	0.22275
STK39	-0.848
SFTPA1	-1.86075
CKS2	-1.33333333333333
RHO	0.489333333333333
C20orf135	0.20525
XKR3	-2.7415
CR1	-0.0401428571428571
RPS6KA2	0.0778571428571429
C20orf112	0.80575
MRPL22	-0.11425
C4orf23	-0.00449999999999999
GADD45B	2.4105
KLHDC1	2.56383333333333
C2orf48	-1.772
ZNF287	1.893
DAAM2	-0.238
DPPA2	-3.70066666666667
TCTN3	0.529166666666667
DNAJB11	-0.34775
FPR1	3.35725
DEFB4	-0.2255
PTCD2	-0.0242
SMOC2	4.39616666666667
CABP7	0.29325
SERPINB11	-0.12025
MAGEF1	1.61725
NDE1	0.811
ITGA10	0.1835
FSHB	0.0955
ANXA2	-0.00424999999999999
HORMAD2	-0.10825
HLCS	0.65825
MCF2L	1.11166666666667
FH	-0.320875
TBC1D24	1.21325
KIAA1505	1.216
LGALS2	-4.10475
CNBD1	0.4105
SYNPO2L	3.82775
PTPN23	0.187
C1orf183	-1.19116666666667
MAGEA8	-3.5705
DGCR8	-1.040375
GSR	-2.91825
PAQR7	0.3035
ZNF676	0.09825
CACNA1C	-0.3424
SP7	0.7805
PDCD6	0.4545
NRN1L	-1.082
BRI3BP	-0.443333333333333
KIAA1183	0.1905
ASB4	-0.1145
CCL23	0.0373
OBSL1	0.0525
SLC12A7	0.888583333333333
KIAA0240	0.890625
CD1B	-3.74716666666667
FCGR2A	1.47425
MDC1	-1.1125
HTR1A	0.0753333333333333
OCEL1	1.30425
ATP11B	0.7706875
FBXO34	-0.133
PCDH12	3.46266666666667
RPE	-0.29225
C17orf74	0.199
CSDC2	-0.421333333333333
PET112L	0.4345
TMBIM1	0.54475
P2RXL1	-0.05325
TCHP	-0.34225
TRMT1	-0.875666666666667
F2RL2	-0.345666666666667
LRRC32	2.64383333333333
IMPG2	0.54
BGLAP	-0.335
LOC493869	-2.6035
MRAS	1.265
SLC35F5	0.16275
CBWD1	0.101
AXL	-1.3215
ATP2C2	2.4575
TELO2	0.15925
PNPLA3	-2.90625
PCDHB14	1.08175
CD276	0.45575
KRT80	-1.043625
DUSP28	0.882
CSNK1E	-0.302166666666667
SRP14	1.091
KCNQ4	-0.95
KRT72	-1.021
CCDC117	0.919625
C6orf89	0.262555555555556
TUBB2B	-4.415
RTN4IP1	-1.37375
CR1L	-4.4065
CEND1	-0.0738571428571428
C12orf41	0.249166666666667
RNF31	-0.162
UBN1	0.437666666666667
C17orf32	1.63975
SLC5A7	3.73575
GPR92	1.2875
ESAM	2.3273
CTNNA1	0.550666666666667
HRBL	-0.5231
CBX4	-0.44225
TMEM182	-0.22825
SH3TC2	-1.79483333333333
IL10	0.646166666666667
PXMP4	1.3355
RNF167	1.0412
PAK7	-0.643833333333333
ETV3	-0.477
ATPIF1	-0.4645
LOC554207	-3.38566666666667
OR8H1	-0.04975
WDFY3	1.758625
DPM1	-0.633
GPSM1	-1.704
WDR92	-0.3219
LRP1	-0.301666666666667
ANKH	-1.555
THUMPD3	-0.76525
POLR1B	-0.9975
OLFM4	3.81283333333333
RAD9B	1.102
TSPY2	-5.0865
PAX6	-2.61283333333333
SCG2	-1.114125
SLC17A6	-0.31225
FMO3	3.443125
PADI4	0.09775
TUBB4	-1.315
NLK	-0.62025
POU4F3	-0.493
SDF4	-0.0835
ITGBL1	1.74766666666667
NETO1	-2.02475
TAP2	-0.79375
ABBA-1	-0.600666666666667
GNAI1	-0.66025
VPS4B	1.169
NOPE	-0.2744
GALNT6	0.352333333333333
SESN1	1.759875
GBE1	-1.70933333333333
CLASP1	-0.179
RASGEF1B	0.439125
ACOT11	0.932571428571429
AFAP1	-0.044
OR2H2	0.33175
DPY19L2P1	0.4805
DZIP1	-2.71675
SEC22C	0.68625
GPR161	-0.26025
RNF146	1.52825
WDR74	-1.018
GALP	-0.317
PURA	1.6055
DNPEP	0.415916666666667
RP11-78J21.1	-0.36625
ERBB2	1.92725
FANCM	-1.41741666666667
NEO1	0.214166666666667
DDX3Y	-5.2794
RPS3A	-0.12775
MXRA7	-0.557357142857143
LGALS3	-1.89416666666667
GLT8D1	0.5775
CFL2	-1.2895
UPB1	0.253
NAP1L5	0.178125
CLDN14	-1.77575
DHX38	0.1185
BTBD1	0.24775
TARS2	-0.561166666666667
ABCF1	-0.7362
FCF1	0.533333333333333
LRRC49	1.0875
GUCY1B2	-2.89
C1orf177	1.4735
SMARCA4	-0.689571428571429
LRP8	-3.92616666666667
TAGLN3	-0.81675
MRPL14	-0.028
TTRAP	0.7925
ZDHHC20	0.40575
NFE2L3	-0.33525
KIAA1377	0.2885
PALMD	-0.0185
TMEM43	-0.01775
TTL	-1.31825
STAT5B	-0.5605
SSB	-0.633875
OR10H5	1.2135
SLC22A13	-0.691
AKAP3	-1.56325
TIMM23	-0.253833333333333
OAS2	2.02016666666667
KIAA0423	1.49075
TRIM11	0.0201666666666667
GLIS3	0.400375
TMEM50B	1.4025
ARHGEF4	-2.31675
DEGS1	-0.748636363636364
TBL1XR1	0.490866666666667
G6PD	-1.57225
SP140	-0.441
MUC17	-0.304
NUDC	-0.1554
DNAJC5B	0.501833333333333
SCARA3	-0.855
CPA3	5.53233333333333
BCAT2	0.331375
MFN1	0.1963
NRG3	0.3015
SNX11	-0.1415
PLEKHH1	-0.132333333333333
GPR177	-0.6095
HCFC2	-0.1485
TCAP	-0.58825
MOCOS	-0.525
C14orf93	0.017
PRDM10	-0.0898333333333333
SLC16A4	1.29816666666667
SRGAP1	0.829
VIP	1.5455
DUSP27	1.38233333333333
LILRA1	1.1946
MC2R	0.19
MGC24103	-2.474
MBTD1	-0.915
FUT11	-0.978666666666667
USP33	-0.1087
C15orf39	-0.524
MAP3K12	0.3645
PAAF1	-0.772333333333333
BARHL1	-0.146
FLJ16165	0.045
PIWIL2	-3.5225
SYNE1	0.202166666666667
CMTM4	-0.61475
TSPYL1	1.6416
GUF1	-0.8605
TMEM157	2.177
WDR44	-0.22175
HIST1H3C	0.674
DKFZp666G057	2.58925
RNPEP	0.029
GAS2L2	-0.432666666666667
ADH4	-5.861
GRPR	4.9775
FBXL17	-0.57825
ZBTB10	1.56608333333333
Gcom1	0.0129444444444445
HTRA1	0.9498
ZNF585A	0.314
SLC26A2	0.181
OTOP3	0.503833333333333
WISP1	1.708
ATP2B4	-1.00033333333333
FLJ10769	0.8535
CRAMP1L	0.66725
CHST12	-2.17575
RAB22A	0.270333333333333
TARDBP	-0.0647857142857143
STAU1	-0.148
CRB3	2.37033333333333
MIG7	-1.18275
CHMP1A	-0.0893333333333333
ZNF160	0.546875
B3GALT6	-0.000750000000000011
BARX1	-2.52266666666667
C6orf167	-1.493375
NXNL1	0.5405
DHX29	0.898375
HADHB	0.06925
PLXNB2	0.591875
ILDR1	-0.66375
SLC15A3	1.95775
GAS2	-4.42766666666667
C20orf69	-0.50275
NUMB	-0.46
TNIP1	0.416375
MESP1	1.077
PSKH1	-0.534
NSFL1C	0.022
RHOG	-0.0115
HEY1	-1.40583333333333
KNG1	-1.26775
ITGAX	1.3612
LIN9	-0.625833333333333
CANT1	1.35925
XRN1	0.166357142857143
CCDC96	1.1707
HEATR6	-1.2575
GNG7	0.36375
RUNX2	0.6285625
SOX1	-0.1572
FCRL5	-0.164444444444445
ZNF99	0.64
FAM9A	1.433
SNX22	0.329166666666667
MBNL3	-1.4335
ODC1	-3.6849
ADORA2B	-4.154
NR2F6	0.529
ZFYVE16	0.736111111111111
SYNJ2BP	0.1455
POLE	-1.1365
E2F2	-1.743125
THRA	0.890333333333333
PTGES2	-0.402
HIP1R	0.418166666666667
TMUB1	-0.746833333333333
ENO3	-2.24275
RSPH10B	-0.0165
CXorf39	0.65475
IRGC	0.55075
GPR109B	-0.313
FLJ13305	-0.782
LCE3A	-0.1045
TNFRSF18	-0.559166666666667
DET1	0.37625
TRPM3	-0.3782
C16orf79	-0.1155
FECH	0.157666666666667
RAP2A	-0.036
CRIP1	2.68766666666667
AZIN1	0.207625
SLC7A7	2.85475
IL10RA	0.2599
TMEM64	2.01925
CDC42EP4	1.2445
C16orf58	0.5565
ARG2	-2.822
POU5F1P4	-4.8845
FAM62B	-0.574
DNAH8	-2.69622222222222
ASH2L	-1.4035
TSLP	-3.97716666666667
CNTNAP5	-0.797
TMEM16C	-1.25175
IFNA14	0.1295
SLC1A3	-0.46575
CABYR	1.3695
BCL7B	-0.0734
NUDT13	-0.261666666666667
C13orf28	0.54775
C1orf53	-0.51825
ARL6IP4	0.6752
RPL35A	-0.415
EMR3	0.98375
RAB40C	1.03233333333333
SLC41A1	-1.86
LRCH1	-0.05525
LY6G5B	-1.473
FAM124A	0.00971428571428573
MGC10981	-4.32266666666667
CLIP3	-0.4593
MAP4K2	-0.219666666666667
CHIC1	1.07175
SULF1	3.62283333333333
C20orf30	0.636928571428571
PRDM5	-0.077125
ELOVL1	0.115
C11orf48	-0.522875
SLC39A10	-0.4015
KCNV1	0.386
ACP1	-0.389333333333333
ZMYM2	0.271875
B3GNT6	-0.437333333333333
C9orf69	-0.47825
C2orf15	1.78725
C20orf166	0.714
HSP90AA6P	0.514
EDG7	-0.5635
NEURL	2.59225
LPL	-0.405666666666667
CLEC2D	0.473928571428571
GRRP1	1.57083333333333
CD8B	-4.0512
HIST1H3D	-0.356166666666667
SLC6A12	0.288875
FAM27L	-0.8985
CD84	1.7967
RASA1	0.6435
PHKG1	0.061
MAGEA11	-0.9065
IMPA1	0.6415
NPM3	-2.61325
RARRES1	1.05
SH3BP1	-0.44275
B3GNTL1	-0.066
ARPC5L	-0.258833333333333
KLHL26	0.52375
SIM2	-2.72825
GJC1	0.5915
C20orf194	-0.109
EXO1	-3.02325
SLC2A2	-2.857
LOC285074	-1.12
LRG1	2.05375
KIRREL	-0.6755
PIK3R1	2.54178571428571
C4orf34	2.12
MAF	-1.12994444444444
ADCY4	3.5705
ZMIZ2	-0.0131
SLC46A3	2.56833333333333
STAMBP	-0.464166666666667
CCDC16	0.273
MS4A12	0.357
TCF20	0.27625
LRRC46	2.135
C20orf152	0.59275
MRPS6	-0.64575
ABCB11	0.297
KCNC2	2.80866666666667
CDH19	-2.9405
C9orf123	0.186166666666667
SSH3	0.540875
LDLRAD1	-2.08075
CCBE1	-1.40425
ZNF135	1.784
TAAR1	-0.075
WFDC12	0.363
CCDC42	-0.301166666666667
FLJ12529	-0.80225
PER1	-0.626333333333333
TIMM50	-0.555333333333333
SMARCAD1	0.0146666666666667
FAM26C	0.632
TP53TG3	0.3865
SH3RF1	1.581
LMCD1	2.22325
GPR63	-0.157
FLJ21986	-2.62
AIFM3	0.1345
MICAL1	-0.412166666666667
BLZF1	0.884333333333333
IQCA	0.185833333333333
PCDHGC3	-0.388
SAC	0.682333333333333
BCL6B	2.23733333333333
DDO	0.3165
MARCO	0.952
DCHS1	0.850333333333333
C1orf170	0.808333333333333
CD200R1	0.4042
C22orf15	-0.6455
SEPT11	-0.129833333333333
ADNP	0.42275
UST	0.3711
C13orf34	-1.68666666666667
RFFL	0.471214285714286
APBA3	0.549
C2orf60	-0.563875
CUTL1	-0.0579
PMS1	-1.1675
ZNF689	0.1345
EIF3E	-0.112
IL9	-0.1348
RPL31	-0.379625
LY9	-0.8675
ATP2B3	0.45675
KDELR2	-0.585333333333333
TFCP2	0.565125
NLRP12	0.473375
FLJ45422	-0.741
TLE4	-2.4908
ZNF570	-0.4985
FLJ43806	-0.793
TLK2	-0.2935
CIR	0.673
MARS2	0.326
COL24A1	-0.0255
SDF2L1	-0.6705
HIBADH	-0.571
IGFBP3	-1.43778571428571
C12orf23	0.6595
PSPC1	0.19825
C20orf43	0.2415
TRAV20	0.3665
ARHGAP24	0.829625
KIAA1975	1.15775
C1QA	2.8854
DNTT	-5.22833333333333
C10orf6	0.15325
C11orf41	-0.171625
HNRPF	0.06775
COL11A1	5.662
UBAP2	-0.578
CDKN2AIPNL	0.653
C20orf174	0.98325
SPRED2	0.595
PLA2G12A	0.7245
ICEBERG	-2.4776
SCN10A	-0.5295
C11orf65	0.102
GBP5	3.6215
PITPNC1	-1.80383333333333
POU3F3	-0.476
NCOA7	-1.42725
LIN7C	-0.2996
LOC348840	-1.5535
NKX2-2	-3.6605
ANKRD13D	-0.076
LOC123688	-1.61675
FUT2	0.908166666666667
TAAR8	0.1425
FZD4	1.21608333333333
PNMA3	-1.89616666666667
OR4L1	-0.3105
WIT1	-2.8435
EXOC3L	2.07375
ATPBD4	0.3315
KRBA1	-0.667
UBXD6	-2.06
HOXB7	-1.42564285714286
C7orf23	-0.453
UNQ338	-1.2555
STAB2	0.669
CDC20B	3.002
IRF9	1.169
CENTG1	0.108333333333333
TNPO2	-0.1615
MCPH1	-0.63175
BMS1P5	-0.903
SLC26A7	2.325
HIST1H3J	-0.3085
C9orf3	0.3236
LBH	1.466375
MYO1D	0.325375
PTDSS2	0.08025
NFU1	0.90125
DEPDC4	-1.5715
WNT7B	1.212
GLP2R	1.74166666666667
SETD4	-0.4818
DYNLT3	1.3557
FKBP11	-1.32066666666667
SESTD1	1.61033333333333
FLII	-0.1815
RPS16	-0.2851
CHPF	-0.0343333333333333
CSNK2A1	-0.354166666666667
SUMO1P1	0.182
FKBP6	1.0585
ZNF214	2.21033333333333
TWIST1	-0.7155
DDX56	-0.616166666666667
TRAM1L1	3.8559
EPO	-3.48266666666667
MRPS18B	-0.28325
ZNF682	0.143
RPL14	0.232166666666667
MAFF	-0.386
LOC51136	0.210625
LY96	-0.94475
DDX20	-0.6705
ABTB1	1.22216666666667
ARL5A	-0.0495
CCT6A	-1.79475
HEPACAM	-2.36675
EHHADH	-0.2375
RBAK	-0.275166666666667
CGB1	-0.35875
ITGB5	0.5269
YIPF3	0.71525
