Hybridization REF	TCGA-E2-A14W-01A-11R-A12D-07
STAMBP	0.528
CCDC16	0.481
MS4A12	0.069
TCF20	0.1445
LRRC46	3.02425
C20orf152	1.0775
MRPS6	-0.302
ABCB11	-0.4145
KCNC2	2.1306
CDH19	-3.05216666666667
C9orf123	-1.09483333333333
SSH3	0.684875
LDLRAD1	-2.4875
CCBE1	0.0205
ZNF135	2.296625
TAAR1	-1.0315
WFDC12	0.7575
CCDC42	0.5395
FLJ12529	-0.0395
PER1	-1.07316666666667
TIMM50	0.504
SMARCAD1	-0.226166666666667
FAM26C	0.9715
TP53TG3	-2.45533333333333
SH3RF1	1.7989
LMCD1	1.7065
GPR63	0.1875
FLJ21986	-3.60057142857143
AIFM3	0.464
MICAL1	-0.576
BLZF1	1.218
IQCA	2.5145
PCDHGC3	-0.023
SAC	1.9305
BCL6B	1.229
DDO	-0.43325
MARCO	1.3485
DCHS1	1.7655
C1orf170	1.48066666666667
CD200R1	-0.0778333333333333
C22orf15	-0.2585
SEPT11	0.385333333333333
ADNP	-0.5565
UST	-0.031
C13orf34	-1.05633333333333
RFFL	0.862785714285714
APBA3	0.5455
C2orf60	-0.820625
CUTL1	-0.1821
PMS1	-0.992375
ZNF689	0.782
EIF3E	-0.449333333333333
IL9	0.602
RPL31	-0.891875
LY9	-0.5056
ATP2B3	0.11825
KDELR2	0.953333333333333
TFCP2	0.517125
NLRP12	1.06525
FLJ45422	0.297
TLE4	-2.616
ZNF570	0.5525
FLJ43806	-0.9005
TLK2	0.694125
CIR	1.2825
MARS2	0.6825
COL24A1	0.30825
SDF2L1	1.4845
HIBADH	-0.179833333333333
IGFBP3	-2.92928571428571
C12orf23	1.137125
PSPC1	0.23025
C20orf43	-0.38625
TRAV20	-0.7
ARHGAP24	0.00150000000000004
KIAA1975	0.6865
C1QA	3.7187
DNTT	-5.55483333333333
C10orf6	-1.29816666666667
C11orf41	0.158125
HNRPF	0.735875
COL11A1	6.9075
UBAP2	-0.981166666666667
CDKN2AIPNL	-1.8295
C20orf174	0.915333333333333
SPRED2	0.091
PLA2G12A	0.9335
ICEBERG	-3.0288
SCN10A	-0.157
C11orf65	0.04125
GBP5	4.2205
PITPNC1	-1.81466666666667
POU3F3	-0.6315
NCOA7	-2.682125
LIN7C	0.3767
LOC348840	-0.951
NKX2-2	-1.492
ANKRD13D	-0.160875
LOC123688	1.73625
FUT2	1.63666666666667
TAAR8	0.627
FZD4	-0.724916666666667
PNMA3	-0.723
OR4L1	-0.021
WIT1	-3.076
EXOC3L	1.48275
ATPBD4	-0.3427
KRBA1	-1.08775
UBXD6	-0.334
HOXB7	0.4805
C7orf23	-1.05
UNQ338	-0.23475
STAB2	0.63725
CDC20B	-0.17025
IRF9	1.35975
CENTG1	0.948666666666667
TNPO2	-0.37375
MCPH1	-0.15075
BMS1P5	-0.937
SLC26A7	1.12875
HIST1H3J	0.943
C9orf3	-1.0527
LBH	1.609625
MYO1D	0.438875
PTDSS2	0.376
NFU1	0.35475
DEPDC4	-2.42175
WNT7B	1.6715
GLP2R	-0.00216666666666668
SETD4	-0.405
DYNLT3	-0.0698
FKBP11	0.7215
SESTD1	-0.507
FLII	-0.6615
RPS16	0.436
CHPF	0.5435
CSNK2A1	-0.0485
SUMO1P1	-0.126
FKBP6	-0.5445
ZNF214	1.73616666666667
TWIST1	0.704666666666667
DDX56	-0.832
TRAM1L1	1.9892
EPO	-0.628333333333333
MRPS18B	0.26475
ZNF682	-0.769333333333333
RPL14	-0.809666666666667
MAFF	-0.66175
LOC51136	-0.11275
LY96	-0.60675
DDX20	0.00025
ABTB1	0.0725
ARL5A	0.2051
CCT6A	-1.387
HEPACAM	-1.2434
EHHADH	-0.495166666666667
RBAK	-0.381166666666667
CGB1	0.6875
ITGB5	-0.274
YIPF3	0.022
FKBP2	1.08575
NR1D1	0.9033
TMEM110	-0.7675
NEK2	-1.06666666666667
PRAMEF8	-3.08775
C20orf52	0.431
PCDHGA3	-0.506
VWA3B	0.09175
NDUFA5	-0.73775
THAP9	-0.685
FLVCR2	-1.2915
AP1S1	-0.705875
SMAD6	-1.84075
SAV1	0.4935
SAT1	0.349875
ZNF251	1.1305
ADAMTS7	-0.405777777777778
RPP38	0.64625
C1orf211	0.0815
YPEL2	0.4688
RBMS1	-2.01725
ZNF445	-0.4735
NRXN2	0.121666666666667
PGBD4	-0.1125
UGT2B28	-3.1485
WBSCR16	-0.467
NLRC3	-0.40075
ASTL	0.44075
ST6GALNAC1	-2.2965
ZADH2	0.102125
MLLT4	1.73366666666667
ARL6	0.634
MEF2C	-0.8335
CBFA2T3	-4.339
AFF3	1.44021428571429
COG7	-0.549833333333333
MYB	0.5515
PLXNA3	0.88
XRCC2	-2.14333333333333
MMS19	-1.02
ST8SIA5	-0.6955
CHPT1	-0.3945
KIAA1712	-0.5795
OR6X1	0.772
ACTR3	0.164375
UGCG	-0.17
OR4P4	0.77
ZAP70	-3.277
LPP	0.860125
ZNF485	0.1875
PTPRCAP	-1.41825
IL12RB1	-0.105
ATRX	-0.0161
CHST8	3.888125
C14orf109	-0.978
ARV1	-0.04925
NMB	-0.921142857142857
COX5A	-0.051
EIF6	0.06575
MPPED2	-0.275
SEMG1	-1.919
CHRDL1	-0.5935
TRAF3IP2	-0.625
WNK2	-1.07366666666667
LILRA4	1.21083333333333
LAMA2	2.85975
PXT1	0.508
RLBP1	-4.25475
CD300C	0.0992499999999999
SLTM	-0.00562499999999999
FLJ10404	-0.4365
APOBEC3D	-2.772
RENBP	0.202166666666667
ATXN7L1	0.1375
NID1	-1.083
TUBGCP3	-0.402875
ITIH5	-0.4151875
CCDC110	3.09025
C8A	-2.79675
MGC87042	0.76925
HOXC13	2.59875
TFDP2	-0.99175
HCP5	0.909375
POLI	0.52525
UCN	-0.542
ZNF764	1.70166666666667
C8orf45	1.528
FHL3	-0.84025
SPATA5L1	-0.59975
MMRN2	1.32183333333333
NDST1	0.595666666666667
COL20A1	-0.760833333333333
ZNF248	-0.2105
PELP1	0.05
MBL2	-4.2335
RNF41	0.618875
C5orf24	0.6845
THOC5	-1.60325
SERINC3	-0.363166666666667
RP11-151A6.2	1.21775
CDCP2	0.107333333333333
HIST1H2AA	2.19775
C11orf75	0.139666666666667
FKBP7	-1.12075
DDOST	-0.32725
GPNMB	-0.2425
TTF2	-1.49316666666667
KCNT1	0.421333333333333
SLC39A14	-1.2455
NGRN	1.0845
GPR137B	0.64025
MECP2	0.543
PSMA1	-0.1515
C16orf73	-4.993
TMEM60	-0.7575
CSN3	1.296
NOS1	0.616
RAB7L1	-0.513666666666667
YBX2	1.1915
KIAA1166	0.562625
FUBP3	0.1785
ABCG1	1.0485
ACACA	0.5075
ARL11	0.9112
ATOH1	0.0465
ODF1	0.9634
CREB3L3	-2.35566666666667
TMEM127	2.0965
DSCAML1	-0.6055
PLN	2.20083333333333
LYPLA1	-0.1385
PRDM9	-2.69375
SASP	-0.0815
PLUNC	-0.315833333333333
INTU	0.00275000000000001
HISPPD1	-0.581
LNPEP	0.251166666666667
YARS2	-0.444
APCDD1L	-1.5755
ZCCHC4	-0.6777
FBXO22	-0.156833333333333
TTLL13	0.3215
ZNF669	-1.45033333333333
PTGDR	1.95225
DDX27	0.2055
KIAA0409	0.2535
GJB6	0.22275
ASB8	0.793
PLP2	-0.238833333333333
MEPE	0.223
OR10J5	0.01
KRT222P	0.797
COQ7	0.963666666666667
C1orf101	-1.14
RERG	2.711
CHMP5	-0.00925000000000001
THAP11	-0.800625
ZNF43	-0.452833333333333
ZRANB3	-0.727666666666667
KRT13	1.46425
MRPL19	-0.64475
RBBP9	-0.779
SPATA17	1.26683333333333
BXDC5	0.0306666666666667
PAFAH1B1	-1.01866666666667
MAGEE1	1.03175
OSTF1	-0.26425
KIAA0323	0.0119166666666667
TXNDC13	-0.275833333333333
CNTN4	0.36725
LCE1B	-1.1265
UNQ501	1.05175
ZNF154	0.10225
C3orf64	-1.09425
SYT5	0.058125
PON1	0.794166666666667
FLJ10357	-0.516
ATP4A	-1.9165
GNPDA1	-1.1325
MGAT1	0.839666666666667
C14orf121	0.8085
SLC35B2	0.22275
MIER3	0.971166666666667
CHEK1	-2.571625
ZNF8	0.7555
TXNDC1	-0.532166666666667
CKB	-1.8406
RTN3	1.32764285714286
FZD2	0.632
PART1	-0.60325
PSMB6	-0.39625
PCDHB8	-0.074
PHC3	0.019
PPP1R8	0.706333333333333
NOVA2	1.422
TNFRSF11B	-4.422
GOLPH3	0.696
UBLCP1	-0.24775
SUHW3	0.253
TTLL1	0.13075
OPN4	0.355
OR13G1	-0.074
ZPBP2	0.1035
HSD17B11	-3.43925
C9orf50	-0.1695
DHDDS	-0.137642857142857
CTSW	-0.00810000000000001
NEFM	-1.745
MRPL28	-0.274
SYN1	-0.104
PIGV	0.546166666666667
ZIM2	-0.84475
APBB1	0.0983333333333333
SND1	-0.222
C1orf123	-0.107833333333333
CHD3	-0.98175
BHLHB8	0.5645
RNASE2	-1.3548
BCAP31	0.7105
SLC25A44	0.616166666666667
CHD6	-0.0224
PIB5PA	1.56146153846154
SELS	2.055875
LOC541471	0.04175
FAT2	-0.0149999999999999
ZNF81	0.435
OR4C16	0.915
FLJ10081	-0.1496
LRRC4	1.59925
CS	-0.221
N4BP2	-0.521625
IGFBP7	0.071
ZNF318	0.82075
NDNL2	0.61125
ZNF609	0.632
SIRT4	0.78625
EXOSC10	0.73775
ECE2	1.06575
OVGP1	1.18575
GTPBP3	0.4345
PACS2	0.0846
C19orf36	-1.00866666666667
ARL4C	-1.901625
ATG4B	0.08625
UBQLNL	-0.015
RHOXF2B	-4.028
PLEKHG2	-0.647
GALR1	-0.6475
AQP4	0.530833333333333
HDAC7A	-0.0583333333333333
DCUN1D3	0.789
OR8A1	-2.8715
CCRN4L	0.43325
CBR4	-0.118
KIFC1	-1.527
SLC7A14	-1.63566666666667
LHX5	0.685
TRPC7	-0.461
LPXN	-1.56475
SERPINA1	0.807125
RPS13	-0.5056
BPIL3	0.21
PRKAA1	-1.9445
FADS2	1.3797
ENAH	-0.2800625
PRO1768	0.253
APBA2BP	0.292
LIPH	2.22633333333333
C3orf33	0.04075
RCC2	0.0502142857142857
ALDH1A2	-3.46944444444444
RNF103	2.4755
AHCY	-1.103625
ALG12	0.458
CCL17	0.11175
ZNF543	1.17733333333333
ESRRG	0.7705
CNGA1	3.33
RDH5	-1.1085
OTX1	-0.2093
PTGFR	-3.0605
CDR2	-0.356625
SELE	0.875
NLGN2	-0.817
EXOSC9	-0.36575
ZNF566	0.0324999999999999
KLRC2	-4.9195
GPR12	0.876
KIAA0196	0.08775
PDRG1	0.821
SSR3	0.613357142857143
MSI1	1.2095
CST9	4.9185
CC2D1A	0.4415
PLAGL1	-1.18147058823529
ZNF778	-0.5725
RNF2	0.352
KLF6	1.1095
THBD	2.01383333333333
tcag7.1314	1.4905
NR5A1	0.0185
ABCD2	-0.782666666666667
DNAJC7	-0.59
CLEC4C	-0.208
TM2D3	0.5095
CCDC4	-1.8475
PLAC2	-2.04475
DCD	7.799
FAAH	2.177375
POLA1	-0.0668333333333333
TM7SF2	0.654125
FLJ39822	-2.1445
FLOT2	-1.041875
MAP4K1	-0.793166666666667
SRP68	2.2245
C21orf74	0.154
ARPC5	0.407875
LOC126075	1.949
HECW2	-0.76325
ZDHHC4	-0.25075
ANKRD42	2.6226
PDE9A	-1.22783333333333
ABCA8	-1.7535
NDUFS2	-0.83425
UBR5	0.654625
BTBD16	-2.6365
LOC554174	0.6545
ZNF20	0.497
KIAA1843	null
WDR17	0.758375
C15orf33	0.0025
RNF113A	0.15375
CAMKK1	-0.726
CLCN2	0.0895
ANXA6	-1.312
LOC340069	-0.4335
EMID1	-0.23225
DPM3	-0.5895
ELA1	0.26
SLC25A13	-0.6896
KRT24	-0.65525
SMPD1	0.0193333333333334
TH	0.241125
COL6A2	0.426642857142857
ANKS1B	0.57125
GPR126	-1.3656
ZC3H12A	-0.0516666666666667
TMEM47	-0.391666666666667
C2orf51	-0.00149999999999998
C1orf88	3.7345
HSF2BP	0.78725
AKAP10	0.53875
RPAP3	-1.002
KLHDC8B	-0.58925
STOM	-0.8064
MUPCDH	0.15075
C10orf72	-0.206625
PLEKHA3	0.263583333333333
TCP11L1	-0.054
CWF19L1	-0.222625
SPEF1	1.01623076923077
YSK4	1.442
ELN	1.9658
SAMD8	0.0123333333333333
MPI	0.219
MEPCE	0.2043
ABCC3	-1.898125
NANOGP1	-2.3595
KCNK17	-1.31883333333333
HLA-DMB	3.23833333333333
RRAGA	-0.12975
ANGEL1	0.05525
RBM32B	1.8365
CPN1	-2.48
MGC52282	-0.5325
HLA-A	0.314583333333333
OR9G4	0.4005
EDNRB	-2.568375
SCD	0.0556428571428572
C14orf80	-0.462666666666667
BAGE2	-0.128
RABL4	0.575166666666667
RCVRN	-0.6585
SHANK1	-0.172
NLRP7	-4.2915
CD226	-1.04833333333333
STAT3	0.984375
SYNJ2	-0.353222222222222
TPCN2	-0.0405
WDR36	-1.07433333333333
MBD4	0.068
ROBO1	0.8268
ST3GAL6	-4.335
SLAMF8	1.845
ATN1	0.504833333333333
GPR141	0.2915
KRT36	-0.466
TPH1	1.129
DDX52	0.36975
ZSCAN29	0.181
TRPT1	0.2675
DPEP3	1.027
DENND4A	-1.21
TSPAN16	-2.076
PTCHD2	0.1765
LOC145814	0.143
CAP1	-0.259333333333333
EIF5A2	-0.1313
NT5DC3	-1.028875
SEPT9	0.2715
SEZ6L2	1.0135
EGFLAM	2.13725
VPS11	0.49825
NDUFB5	-0.655666666666667
CIDEA	0.2816
IER5L	0.36475
N6AMT1	0.83175
FAM83C	-0.0736666666666667
OXR1	0.819583333333333
IRX1	-1.36
DGKB	-1.703
GCN5L2	-0.725
MIR16	0.750625
FBXW9	0.27475
WDR4	-1.00616666666667
PDC	-0.4265
VPS33B	-0.12075
HEXB	-0.887
FLJ32214	0.245
TCEB3	0.14475
CRLF1	-4.573
ABI3BP	-1.43675
C8orf22	-4.6795
PYCR1	-0.077875
KIAA1706	1.61925
CDK5R2	0.45525
WAS	0.479
C12orf60	-0.5705
CCBL2	-0.843875
MADD	-0.1545
C5orf34	-2.2155
WDR42A	0.7864
KLF12	-0.56225
HSPA1A	1.95375
ITM2C	-2.59375
DAPK2	3.26733333333333
LOC442590	-0.3625
SUMF2	-0.627375
CENPA	-1.79769230769231
TMED5	-0.599125
CDH6	-2.93355555555556
BRP44	3.01875
THG1L	-0.307
GABRA2	-2.79233333333333
C14orf166	0.0215
MYL1	-2.35775
TNFSF18	0.859
PAP2D	-1.57933333333333
PPIB	-0.09575
KLHL4	-0.76975
SFN	-0.115333333333333
CCDC127	1.3495
FRAP1	-0.2615
GOLGA5	0.1415
SDCCAG1	0.054625
MGC21675	0.712833333333333
C10orf95	-1.29625
KIAA1345	0.051
C1orf163	-0.8435
LACE1	0.048
OR10K2	-1.159
CENPN	-2.33872
TMED2	0.8055
UGT1A6	-1.1605
ANG	-0.32325
U2AF1	-0.767833333333333
CASC2	-0.0258333333333333
NMT2	-0.710666666666667
OSGEPL1	-0.021125
DFNB31	-1.1565
SLC6A20	0.121625
DKC1	0.1515
FXYD4	-0.62975
WDR64	-0.08675
MGC5590	0.7935
CREBZF	-0.272666666666667
DAZ1	0.1875
PRPSAP1	0.18
GCHFR	-1.8295
TTC7A	-0.442875
LOC196993	1.87375
UBD	-1.80816666666667
S100A1	0.1015
RPL6	0.542
DNAJB6	-0.04555
NAGS	1.3814
C2orf58	0.7935
KERA	0.492166666666667
MT1X	0.0299
UBE2B	0.6731
KEAP1	0.83275
MST1	-3.13175
OMA1	0.456
ABLIM2	1.3405
BCL2L13	-0.0534166666666667
JAZF1	-0.3235
TMEM63B	1.627
S100A8	-1.2587
ARFIP2	1.132
UROS	-0.98825
KHDRBS2	0.5285
POLQ	-2.06175
SOAT1	-2.0135
SPAG4	-0.52775
MRPS30	-1.88433333333333
LOC494141	-2.08125
OR2T11	0.665
ORAOV1	-0.3711
ZNF184	-0.195666666666667
TCEB3B	-0.177
ADAM21	0.1085
GDPD1	0.43675
SPINLW1	0.26775
PRR14	0.741833333333333
KCTD9	-0.8165
NUDT3	0.46175
KIAA1822	1.2158
HIST1H4K	1.15
DFNA5	-3.64225
GABPA	0.048
C14orf44	-0.645
POLB	0.284875
PTAR1	-1.68125
SEC31A	1.7421
TRIM58	-1.61225
TAS2R14	-0.00600000000000001
VPS8	-0.06725
H1F0	1.4985
PRKCB1	-5.01866666666667
UGT2A1	0.4045
TOR1B	-0.787
LSS	-0.459833333333333
C2orf19	-0.0105
HNRNPC	0.406857142857143
TMEM100	-3.83716666666667
LOC116349	-0.33425
OR51M1	0.498
CCDC142	-0.74125
ISG15	0.938875
ZCCHC14	-0.05625
CREBL2	0.612125
TGDS	-1.49075
DC2	-0.544
CACNA2D3	-2.90064285714286
ZNF429	-0.453
LYPD6	0.579
SUCLG1	-0.510333333333333
OR51I1	-0.114
MAGEH1	1.328
PRPF40A	0.4805
SMR3A	0.7435
SPINK2	-0.13625
THAP2	0.570875
NPY5R	0.98475
IRF4	-3.19442857142857
SPESP1	-2.36233333333333
OR10S1	0.641
DTD1	0.06225
TUBE1	-1.68525
DDX19A	-0.501
PDPN	-1.05975
TMEM34	1.08783333333333
MGAM	0.75275
COL3A1	5.72061111111111
GFM2	-0.5138
OR5A2	-0.184
PSG9	-0.23025
ARHGEF11	-0.0406666666666667
IVNS1ABP	-1.14975
SIGIRR	1.561
DUSP19	-0.916125
DNAJC14	0.1207
ACSS1	-0.86225
IL1RAPL2	0.5715
C4orf30	-2.08075
SEPT4	0.91825
LANCL3	-3.21175
SPAG17	3.0985
PRDX3	-1.101125
HNF1A	-0.83675
P4HA2	0.00962500000000001
RFWD3	-1.1415
MOV10	-0.87525
DNAJA5	0.398071428571429
LOC729440	0.00875
LOC200383	0.264
SMC2	-3.24725
MIXL1	-0.877
TMEM9	0.4555
FAM86A	1.618
ZNF174	0.1122
MYH14	-0.6295
CCR8	-0.11375
VPS37C	1.58933333333333
GPATCH1	0.513166666666667
B3GNT8	2.592
TBX4	-0.34775
CNR2	0.242666666666667
PCDH1	1.1835
C5orf29	2.727875
OCIAD2	1.52075
PLCG2	-1.25175
KIAA0247	1.257875
HRH3	0.179666666666667
CAPN13	3.16225
CCR1	-0.9166
MGC15523	1.14083333333333
UVRAG	-0.553166666666667
DNAJA2	-0.808333333333333
ITGA2B	-0.896
CLDN5	2.655
PTPRN2	-2.93471428571429
ZNF512	-0.5795
PSAP	-0.286428571428571
CCDC140	-1.6515
LRRC55	-0.063
CYP26C1	0.151
C8orf47	-3.22575
LYN	-0.6905
DUSP6	-1.835
TGFB3	2.77486666666667
ELK1	-0.8102
PCDH11Y	-0.7506
HGD	0.902
C17orf58	1.64825
MYO3A	-1.347
SERPINE2	-5.0095
AARSD1	-0.7585
C14orf73	-1.1255
ADAM33	-0.1245
ZNF491	0.2785
MAPK6	-0.8825
TCN1	-1.2285
SLC24A6	0.535
UBE2R2	0.1875
H1FNT	0.45975
TATDN2	0.337833333333333
LILRB1	0.61025
P2RY5	-1.5485
NUCB2	2.15675
C2orf37	1.38225
SNX27	0.772166666666667
MTA3	0.733125
FOXO4	0.492375
ID4	-1.27566666666667
SOX5	-4.1676
PXMP3	0.2955
OR52M1	0.3045
SFT2D3	-0.104
INA	-3.11333333333333
MCOLN1	0.834
NFIX	1.7456
CLEC14A	4.66766666666667
HIBCH	0.241666666666667
PLA2G5	1.66575
TIMM10	0.675
MED17	0.0813
COL4A4	-2.8825
TPP1	-0.538333333333333
GJA3	-0.379
TMPRSS5	-1.1415
AADACL3	0.7275
DNMBP	-2.4545
ENPP5	2.92116666666667
NQO1	-1.3513
ZSCAN2	0.335375
SEC24C	-0.0935
GTF2A1L	0.193
AXIN2	-1.6959
FAM33A	-0.55375
C16orf13	1.18875
SPNS2	0.69875
TAF1	-0.62225
AP1G2	0.164333333333333
RBM42	0.375
HCN2	-0.1495
EFHB	0.0458333333333333
RUSC1	0.1365
GRIK5	0.1595
USP21	-0.2365
ATAD3C	1.0475
ORMDL2	1.035875
PRSS7	-3.76233333333333
PSAT1	-3.85125
FLJ13195	-0.873166666666667
TBC1D1	-0.481166666666667
IFNG	0.275666666666667
OTOS	0.508
ZNF773	-0.2655
EMD	-0.585
RETN	-0.5495
CCL8	2.6205
APH1A	-0.64075
COX18	0.07775
GTF2IRD2	0.83175
CCDC82	-2.83341666666667
PAFAH2	0.5004
NPEPL1	-0.4919
RP11-114G1.1	0.64
TP53INP1	-0.187125
ZNF300	-3.35066666666667
FOXL2	-3.616
LARP2	1.47716666666667
LATS1	0.05375
HTR6	0.812
SPOCK2	-1.06516666666667
RNF144B	2.93433333333333
HTATIP2	-0.555625
MGC10334	0.4895
CENTA2	2.2615
FGF2	-1.4815
FXYD7	0.36425
PHYHIPL	-2.05514285714286
GPR34	2.225
DDX6	0.275166666666667
OR10W1	0.625
LHFPL1	-1.2155
ZNF313	-0.491571428571429
VPS28	1.1375
AP3M1	-0.1625
AKR1CL2	-1.25225
TRAF4	-0.71725
OR2B11	0.9195
C19orf12	0.0905
AKAP9	-0.0883333333333333
C1orf62	0.51575
SLC20A1	-0.4427
FAM112A	-0.091
LDB2	-0.621125
MRPS23	0.61075
KLK5	-0.589625
SPTB	-0.1739
EFEMP2	-0.54625
EFNB2	-0.397375
PCM1	-0.762785714285714
NMNAT3	2.525875
TSG101	0.644833333333333
C8orf40	-0.553666666666667
NOB1	-1.78025
ABHD3	-1.16625
GTF3C4	-0.801875
PIGN	2.234
GALNTL1	-1.47825
AEBP1	1.017375
OR9Q1	1.2095
ANKRD2	0.044
CCL28	-2.92075
TRIM38	-0.971833333333333
TMCC1	0.446416666666667
SMG5	0.1035
LRRC7	null
NCAPD2	-1.69
C6orf153	0.106
C1orf74	0.242
OTUD6A	0.6065
DCP2	-1.11483333333333
TMEM24	1.5785
RPL18	-0.191666666666667
TMEM177	0.6275
LRRC37A3	2.091
C1D	0.0965
LDHC	-1.65033333333333
UBE4B	0.627666666666667
NIT1	0.231125
BTN3A3	-0.88575
RASD1	-0.434375
COMMD3	0.165
SHFM1	0.81325
BIRC8	-0.99425
DUT	-0.767
C12orf51	0.467
LRRC59	0.158166666666667
LY6H	-0.1515
WDR22	-0.0715
EDEM1	0.537142857142857
ADH1A	0.367
PANX2	0.039
CYP11B1	0.84825
CDC73	0.03675
GPR172A	0.7195
GSTM3	0.670846153846154
KCNA5	-0.94575
SERAC1	1.11366666666667
NFATC2	-1.8615
ANAPC5	-0.5077
C15orf24	-0.4075
NFATC2IP	-0.655833333333333
TNRC6C	-0.00799999999999999
MGC102966	-2.80975
FGD5	-0.492
MED9	-0.337
RAB13	0.027
C15orf49	0.861
CRYGS	-0.2619
C12orf53	0.4957
LOC283693	-0.089
COX6B2	-0.460625
PHF14	0.7945
FAM3A	0.09025
RPL13	-1.0332
PRDX2	0.5483
FLJ34047	-2.1675
PRMT3	-1.11275
KCTD19	-1.4235
TRIM10	-0.244166666666667
MGC26597	1.0975
GCNT4	-0.27075
GPRASP1	1.35425
CDKN1C	-0.437166666666667
RHBDL2	0.84
HSPH1	-0.795
AQP1	2.0215
COL17A1	-3.6952
GFAP	0.18025
CDC16	-0.2385
KIAA1614	-0.4705
C6orf118	1.2975
ZSWIM5	0.5815
FAM83F	3.683
LYNX1	0.5678125
SYNPR	-0.1175
XG	2.05433333333333
PRSS16	-2.962625
KIF13B	0.154214285714286
PCDH9	-2.10128571428571
HIST1H2AH	0.687833333333333
RBM18	-1.53025
ZNF626	0.88425
HEXIM2	1.4295
ITFG1	-1.337
TUBG2	-0.6305
SFRS7	-0.53325
C9orf14	1.994
EXTL1	-0.9975
GBP3	1.56533333333333
WDR5	-1.6835
RARG	0.376333333333333
MYO7A	-0.5685
CECR6	2.4615
C13orf3	-1.78225
SFRS18	-0.182875
ACVR1B	0.716
PSMD1	-0.1458
C7orf31	-0.0958
ILVBL	-0.195
IFNGR1	0.6465
RNF186	-0.318
NOL9	-0.67075
MAGEL2	0.78475
SLC29A2	-0.3995
NHSL1	-1.24525
RBMX	-1.027
PSORS1C2	0.383
RAD51L3	-0.726916666666667
LCN6	1.122
ORAI2	-0.59825
BRUNOL6	-0.0451
OR4K5	0.1535
CDC123	-0.776
MSLN	-3.15466666666667
WWTR1	-1.64483333333333
ZNF700	-1.163
COBL	-0.95475
PPP1R16B	-0.896142857142857
GAS7	-1.2647
MDN1	-1.03275
HAAO	0.628
C9orf68	-0.31175
TNFAIP2	0.701875
FOXN1	-0.247
hCG_2033311	0.332333333333333
ATP6V0D2	0.132444444444444
RPL41	1.377
SLC38A1	1.6165
ARHGAP6	-2.1895
ADAD2	-0.61225
PHF20L1	0.4993125
MCM3AP	2.07483333333333
ST3GAL3	-0.676666666666667
SNX1	0.201
ELF5	4.14975
PARP3	-0.979375
RBM8A	-0.7004375
LINGO4	0.2285
ITGA9	0.3225
ZFR	0.092
ACSL6	0.126857142857143
FLJ20699	-0.1259
DAOA	0.833666666666667
FABP4	1.105
KCNB1	-0.35925
CANX	0.6883
SLC25A28	-0.0753333333333333
ADIPOR2	0.4915
ECHDC2	1.55025
SMA4	3.3075
FRZB	2.6685
PABPC1	-0.1025
DMRTB1	-0.189571428571429
APOBEC3G	-2.782
CATSPER2	-1.55683333333333
CUEDC1	3.09233333333333
STARD9	-1.46125
CLDN8	6.495375
LOC23117	-1.0065
E2F6	-0.7205
TMEM126B	-1.17466666666667
DPY19L4	0.65975
GIMAP5	1.51583333333333
NDUFA9	-0.355833333333333
FAM77C	4.678
CTPS2	0.1805
LOC51035	0.122375
WDSOF1	0.2285
EGLN3	0.39975
PITX3	0.341
OR52E8	-0.0235
GRM4	0.506
KLK1	-2.70033333333333
GPM6B	-1.546
RRAGD	0.5005
PAGE5	-3.19475
UCHL5	-1.01933333333333
ULK3	-0.230166666666667
AIM2	-1.067
PNO1	-0.964
OR2F2	0.2855
GNAT2	0.2875
SIX1	0.64975
ST13	-1.171
ZBTB44	0.485
TIMP2	1.4015
ZMAT4	1.2185
GTF2IRD1	-0.330666666666667
ZNF19	-0.572833333333333
ZNF714	-1.5245
RSC1A1	1.106
C9orf80	-1.14525
PSMA8	0.7272
TMEM141	0.339
COX4I1	-0.804
CTAGE1	0.0136666666666667
DTWD1	-1.03425
HSD11B1	-2.24566666666667
KRT6B	-1.032
ARID4B	0.615
LHFPL3	0.418666666666667
WWP2	-0.71275
ZNF326	0.607
RGPD1	-0.428
CTSH	0.705
FASTKD1	-1.756375
PAF1	0.8943
TTC9C	-0.318
IFT57	-0.5834
PRSS36	-1.2945
IL20RB	-1.84
ZNF592	1.02283333333333
DCTD	-0.5636
CFP	-0.31275
MFNG	-2.16525
JMJD2B	1.9765
ALDH3B1	-1.13375
THSD4	3.314
KCNJ5	1.78066666666667
LMNA	0.212166666666667
TBCD	1.240125
ZNF250	0.0533333333333333
CASQ2	-0.6182
PEG10	-1.05383333333333
PRAME	0.501266666666667
NP	0.644
TRIM59	0.0963333333333333
ZNF12	-0.00512500000000003
XTP3TPA	-0.349
SIGLEC7	-0.8275
PANK4	0.093
FAM70A	-4.70216666666667
SNED1	-0.0785
HIP1	0.5824
RAET1E	1.653
AMAC1L2	-0.3405
AHNAK2	1.73875
TOE1	-1.1625
RECQL4	-0.63225
SPRYD3	1.323
DPAGT1	0.606
MAGED2	1.5952
ANKRD55	-0.94025
TRPS1	5.5535
DOK7	2.01825
TFPI2	-5.235
GTF2H3	-0.2695
CYP4F11	-0.3795
LHX2	-5.0185
ATG16L1	1.08383333333333
ASB12	1.0965
C1orf116	5.016125
NF2	-0.6035
POM121	-0.5043
PHYHD1	0.3441
TXNDC17	-0.2715
DKFZp779O175	0.98075
