Hybridization REF	TCGA-BH-A18N-11A-43R-A12D-07
TSPYL6	-0.13475
EVPL	-0.491833333333333
PVRL4	1.44716666666667
C2orf30	0.45775
ITIH4	-0.27975
ADARB2	1.37883333333333
C1orf104	0.397
PIM2	-1.70041666666667
REGL	-2.205
SLC17A5	-0.478333333333333
PIPOX	-1.164
INSIG1	-2.1685
SYNGR1	0.02025
TEX15	-3.998
REPIN1	-0.867666666666667
PDE4A	0.1364
CAPZB	-0.483
YPEL3	-0.012125
C14orf100	1.11775
GINS2	-3.81275
C18orf21	-0.5415
CYP1B1	1.325125
VISA	-0.6922
XYLT1	-1.0231
ZNF440	0.223375
BRWD1	0.521214285714286
GOLPH3L	1.16375
C11orf77	0.190875
ZBTB17	-0.48975
SLC19A2	0.9335
C6orf134	0.0895
C9	-0.2025
ART5	1.03875
ARTN	-0.949666666666667
TMTC2	2.415
GNRH2	-0.32475
STEAP1	1.8269
RPL39L	-0.792333333333333
FLJ10292	-0.530166666666667
RLF	-0.03375
NAT14	-1.875
RRN3	0.5185
C11orf16	-0.761
C3orf14	0.4245
TEX264	-0.895333333333333
C22orf28	-0.057125
C20orf175	-1.2285
XPNPEP2	0.00366666666666667
PDE6A	-0.19275
SPIB	0.031875
TBCB	-1.1215
SLC5A11	-1.05925
ADRA2C	-0.777166666666667
DHCR24	-0.263083333333333
MEF2D	-0.366625
C6orf114	-0.3795
ZPLD1	1.142
MYO1B	0.396
VAMP8	1.4335
ANKRA2	1.16283333333333
C11orf42	0.0765
TAS2R60	0.1175
PANX1	-0.177875
C12orf42	-0.396333333333333
RCBTB1	0.40875
FGL2	5.901
CEP70	-0.053625
WASL	0.3245
SEPT14	-0.147
DCHS2	0.462
CYBA	-2.0565
ARHGAP11A	-4.11533333333333
MPZL2	1.68533333333333
KIAA1881	4.87
ANXA1	2.3998
AFF1	0.2901875
FRMD3	0.495
SUSD5	1.629
C9orf32	-1.8025
RASSF7	-0.5855
KIR2DL2	0.7785
SENP1	-0.3595
C20orf195	-0.5395
C3orf44	0.392
KRTAP9-3	0.19725
ZFP28	0.980375
PLCB2	-0.2408
TXNDC15	0.93025
CALR3	-0.97225
HLTF	-0.275285714285714
C17orf67	0.89275
NDUFA6	0.012
PKP1	-0.0425
HMG20B	-1.56175
GPR180	0.1487
BAI3	2.8545
NOSIP	-0.6117
TRIM23	1.216125
ARL1	0.875285714285714
CDK5RAP2	-0.714
SSH2	-0.999833333333333
KCTD15	-0.981416666666667
FTHL17	-0.311
AK3	1.16416666666667
RAB3C	3.56525
PAX4	0.5545
KDELC2	-0.3535
BIK	1.5115
KIAA1553	-1.0315
CEP135	-0.13
NANOG	-2.81166666666667
TRIM22	3.41266666666667
CDH13	0.364
B4GALNT4	-2.9105
MDGA2	-0.255
SAMD3	1.7945
OR1E1	-0.4785
TAS2R10	0.2775
FASN	-0.47275
GPR116	4.1297
ZNF219	1.39383333333333
CD33	-0.79025
RAB3GAP1	0.42225
H1FOO	0.4295
NXPH3	0.81775
CROCC	-1.384
GPX7	-0.453
BASP1	-2.531
STAM	-0.052
TBK1	0.49275
STX2	0.107333333333333
RPL29	-0.2295
NR1H3	1.142
MPPE1	0.30075
PHACTR3	2.10375
SLC44A2	0.9475
C10orf109	-0.2835
CLCN6	0.7275
C16orf59	-4.4565
SQSTM1	0.0301666666666667
AADAC	3.03375
LRRC8C	1.12325
BIN3	-0.9138
HPS6	0.9
MAN2A2	0.3028
GABPB2	-1.08975
KCND1	-1.055
PTPN11	0.4395
ZNF274	-0.04425
ATF3	2.53016666666667
C7orf26	-0.49625
C1QL3	0.9455
WDR54	-2.597
FLJ40869	-1.78366666666667
ZNF397	0.58475
MLL	-0.1172
TTLL6	-0.837875
ANKRD15	1.91933333333333
KIAA1958	-0.737
C1orf218	1.645875
ZDHHC16	-0.6975
DDX47	-0.39825
EVI5L	-0.6775
GDF6	-4.02875
TAPBPL	-0.100166666666667
BTG1	1.9829
DPP4	1.575
KLHL23	-1.639
APOC3	-5.06675
BTBD12	-0.587333333333333
CNOT4	0.1924375
HIST1H3I	0.0478333333333333
OR5H1	0.37925
APEH	-1.5755
TRY1	-0.3288
SLC26A8	-0.0586666666666667
KCNA2	1.50816666666667
TMEM159	1.734125
C6orf81	-0.933
PCYT1A	-0.139333333333333
C6orf157	0.37425
BRMS1	-1.29925
CHST1	-0.1965
LGALS1	0.14975
TAF1B	0.409
FLJ40504	-2.7735
GPR173	-0.041
COL15A1	1.90925
CASP10	0.432
PCMT1	-0.551071428571429
HDAC5	0.5108
LOC641367	0.2255
EVC2	0.61475
SGPL1	0.0368333333333333
GON4L	0.297142857142857
AFG3L2	-1.882
C5orf15	0.350666666666667
UBXD1	0.0371
LILRB4	0.751833333333333
GSTA4	1.45616666666667
ADIG	-0.5475
GRIPAP1	-1.093
HIST1H3B	-1.46016666666667
BTRC	0.703333333333333
USP49	-1.1385
IQCH	1.78225
ACBD6	-1.087
YEATS2	-0.69075
CABP5	0.23775
TRIM3	-0.1185
HNRPM	0.19725
FGG	-4.5878
C18orf16	-0.10625
CLEC2B	1.1555
PQBP1	-0.673166666666667
JTB	-0.4685
REST	0.7305
SLC8A3	-0.279833333333333
TMEM16H	0.91
MRPL47	-0.383625
EVI1	2.1184
MUC1	-0.099
TEAD3	0.44775
STOML1	-0.695875
USP24	-0.6578
PNMA5	-0.2405
MAEL	-0.485166666666667
LBP	0.9362
HSD17B4	0.999
SEC31B	-0.83025
IDH2	-1.2192
SFRS16	-0.49375
AICDA	-1.205
RNF180	0.63125
C1orf56	-0.0443333333333333
FLJ10324	1.19483333333333
GPR148	-0.152
MEF2A	1.006
ASF1B	-4.15133333333333
HTN3	-0.07775
RNF215	0.36025
SLC4A3	0.597666666666667
ADAMTS9	2.7162
C9orf66	1.6875
FOXD3	-0.25
GSDM1	-0.2235
IFITM5	-1.1545
PODXL2	-2.69983333333333
C1orf176	-0.16125
RPS3	-0.41825
hCG_2004593	-0.0215
COL21A1	0.94025
NTNG2	-0.3355
RAI14	-0.312833333333333
P76	-0.06125
LRFN3	0.211
FAM14B	-0.187625
FKBP14	-1.24325
TNNI3	-3.173
HOXB3	1.369625
SGCB	0.6085
PPAPDC3	1.04725
FRAT1	-0.231333333333333
MORN1	-0.1575
ARHGEF2	-0.81325
BNIP2	1.1645
DHX30	-1.24375
EEFSEC	-1.36475
FGF20	2.038
FLJ38973	0.634785714285714
PLCH2	0.51525
CCNG2	2.3615
PSPN	-0.51
WDR88	0.002
HOXB13	-3.487875
MTMR8	-0.906
SPAM1	0.4875
PPP2R1B	1.42175
TANC1	1.73525
CNN3	2.2494
CHGA	0.8715
C9orf128	2.04175
CACNA1B	-0.236666666666667
MMAB	-1.1489
RHOA	0.61025
RAPGEFL1	-1.28575
SLC1A5	-1.90733333333333
CALCA	-0.17025
SYCP1	-0.2885
CXCL11	2.65025
GFI1B	-1.589
PSCD1	0.6965
C11orf58	0.824333333333333
MGC45438	3.537
NUDT18	0.064
ASB3	0.07
ZP1	-2.136
LPPR2	-0.8825
ZNF527	1.85866666666667
ZNF771	-0.58825
TTBK2	-0.205875
TRIM55	0.4085
GJB3	-0.765
PRSS35	0.36125
SCRG1	3.695
ZDHHC24	-1.08775
DUSP26	1.48975
C1orf51	-0.1255
DNAJC3	1.00566666666667
LITAF	0.550875
ZNF410	0.11625
AFP	-2.60683333333333
ZW10	-1.0385
PHOX2B	0.15
VILL	0.43225
ELOVL7	0.965875
LOC644186	1.658
PPP3CC	1.07275
CHST13	-2.4145
WDR40B	0.408833333333333
MEA1	-0.6245
HILS1	-1.49575
DLX6	-1.75383333333333
NKG7	1.3475
EMP1	3.4335
ACTR6	0.56925
CHCHD7	0.554785714285714
COG2	-0.2509
TCEA2	-1.4302
TARS	-1.3665
FLJ20294	-0.2595
ZNF92	1.475
TRAPPC2L	-0.5134
ARHGAP28	0.08925
CCDC109B	-0.13875
LGTN	-0.222333333333333
INGX	0.5524
LOC124446	0.51925
RPS2	-2.017
C17orf75	-0.961166666666667
NBPF1	-0.6365
SLC2A8	-0.367333333333333
SNRPE	-1.6245
CARD6	1.997
IL13RA2	0.567375
CUEDC2	-1.1085
C4orf19	1.29
AOC3	4.1195
MTHFD2	-1.32583333333333
OR5M9	-0.1405
C4orf38	1.2185
SS18L2	-0.01075
OAS3	-0.922666666666667
LARGE	0.46225
LRIG3	2.26316666666667
LIMA1	1.825
STARD3	-1.34658333333333
VPS39	-0.548
CTAGE6	0.228
ODAM	-0.53525
MORF4L2	0.0525
GSTO2	1.914
MTFMT	-0.6355
PRKAB2	-0.549071428571429
ZNF76	-0.945166666666667
HSPB2	5.6605
CRB2	0.1665
KLRK1	-2.865
LYST	1.6375
UBE2M	-2.194
SLC16A9	0.83425
ZNF281	-0.0755
ST8SIA1	2.155875
C9orf105	-0.6885
ANKRD46	1.567
FAM108A3	-0.6305
C20orf91	-0.5085
ZYX	-0.418833333333333
RSPH1	1.76875
ZSCAN5	-0.58325
RIMS3	0.324
KRT76	-0.05
CEACAM4	0.652166666666667
SIRPB1	-0.22225
CFHR4	-0.3615
SOX3	-3.25066666666667
GATAD1	-0.363625
C21orf57	0.131
TMC8	-0.896666666666667
AVIL	1.7865
LMOD1	4.50875
HIGD1A	1.33275
NEU3	-0.0825
DES	0.17825
BZW1	-0.0441
ZNF221	-0.221
CCDC27	-0.748
GDAP1	0.4305
RBBP4	-0.18825
MGC40499	0.3055
PHKA1	-1.494375
PRKAR1A	0.367111111111111
HSD3B1	0.3985
RAD52	-0.804166666666667
CD207	-0.3675
LOC389791	0.1845
RSPO1	2.435
TMEPAI	2.423625
MFSD2	-0.5715
ETV4	-3.18491666666667
SCGN	0.9015
LOC391356	0.205
MPP1	-0.60625
STARD3NL	0.539
TFAP2D	-0.4755
CD2AP	0.456
CCL20	-5.43416666666667
CCDC86	-2.992
ZFP30	-1.6855
CTBP1	-0.733333333333333
MAK10	0.0065
STXBP5	-0.6385
LOR	0.2442
MAP6D1	-1.086375
ARMC7	-0.468
TMEM150	-0.0652
NSL1	0.19475
KIF5A	-0.474
ASCC2	-0.816
PSENEN	-0.513833333333333
OPTC	-0.103
FCRL2	0.371666666666667
KBTBD11	0.901125
PCK1	2.211625
CENTD3	0.3895
MEGF8	-0.47625
ALPPL2	-0.54325
OBFC2B	-1.21033333333333
ZFYVE20	0.452125
GALC	1.77383333333333
CTRB2	-0.39925
C20orf71	1.11616666666667
TBKBP1	-0.586833333333333
CAMLG	1.354375
TREML4	0.71
RSAD1	-0.4655
TUBA3D	-1.136
KIAA1833	-0.485625
PNPLA1	-1.723
LRRC34	0.571333333333333
CDH26	0.648333333333333
ZNF167	0.813666666666667
ZBTB26	0.0691
VWF	4.3181
VTN	-1.28266666666667
BAD	-0.011
PDS5B	0.911333333333333
ZNF644	0.9435
SH3GLB2	-1.4045
SMPDL3A	1.86
NRG2	2.29825
IL15	2.01966666666667
GABARAPL1	1.11633333333333
LAT2	-0.1365
SLCO1A2	0.108833333333333
LIG4	0.90075
GSDMDC1	-0.851375
BMP4	-0.663625
METT10D	-0.226625
SYCE1	2.7385
SPANXD	-6.90275
SLC12A9	-0.477
MC1R	-2.485
RNF168	-0.59125
TRIM69	0.01125
GALNT7	1.02316666666667
ISG20L2	-0.8925
KIAA2026	0.9995
TNFAIP8L1	-1.6575
DPY19L2	0.45925
C12orf63	-0.176
PRDX5	-0.949
MED6	-0.8655
TXNDC5	-0.5195
CD46	1.328
CCK	-1.748
C17orf48	0.73675
ANUBL1	2.58775
SIT1	-1.21666666666667
TYSND1	-0.376166666666667
DEF6	-1.297
GLT8D4	0.2915
UTP14A	-0.3835
RPH3AL	1.32025
NXF1	-0.0606666666666667
TRERF1	-0.780166666666667
TUBB3	-2.5101875
SLC24A2	-0.354
SEC22B	0.77775
ZNF653	-0.537
GGTL3	-0.827083333333333
CDKL2	2.2025
CTF8	-1.09725
EPC1	1.437
CYP4A11	-0.0482
THRSP	5.94483333333333
LELP1	0.218
TES	1.07975
C17orf87	1.006
FERD3L	-0.25175
SH3TC1	-0.9455
RAB36	0.4495
CRYGB	0.883
GRIA3	2.2562
BHLHB9	1.242
C1QTNF9	4.2855
GOPC	0.855125
PNPLA8	1.09033333333333
ZNF444	0.022
FMO1	4.09725
POLR3C	-0.416
SLC35F3	2.45075
SGCG	1.576
DCDC2	0.201333333333333
NANP	-0.7195
MGC23270	-0.892
BEX4	1.3755
HYDIN	0.759555555555556
RPS6KB2	-2.137
ADRM1	-1.5945
BAT3	-1.805
RAB31	0.247375
SCGB2A1	6.986375
SLC6A14	1.1105
DDX4	-0.08425
PRRC1	-0.253166666666667
AP3B2	-0.305666666666667
TRGV7	-0.661166666666667
TMEM184B	0.9705
ADPRHL1	0.420166666666667
C21orf45	-1.737625
ARNTL	0.82825
AADAT	-0.691875
CCL2	3.18766666666667
SNTB2	0.128666666666667
RGS9BP	-0.732
KPNA1	0.384
TMEM41B	-0.326833333333333
S100A11	-0.251416666666667
DOT1L	-2.7765
EFHC2	0.9765
CLTC	-0.592333333333333
SRP9	0.904071428571428
ZNF521	1.52125
FAM26F	-0.0165
GPR88	3.13066666666667
COL13A1	-0.666833333333333
CHMP4B	-1.0375
SIGLEC6	0.289333333333333
NFAM1	-0.153
PVRL2	-0.208
ALKBH4	-1.325
CCDC93	0.055
NXT1	-0.08175
KCNK4	0.183
TROAP	-3.417
KCNA10	-0.0805
CCDC114	0.135333333333333
RAN	-0.790333333333333
LMTK2	-0.7855
LOC400657	1.3055
UFC1	1.15825
UBE1DC1	-0.331
EEF1A1	0.575444444444444
CHAC1	-0.933
HMGA2	-6.13
B3GALTL	0.0435
ING2	0.04775
C1orf109	0.09675
INTS3	-0.010125
ZNF558	0.684
TRPM4	0.731333333333333
LTB4R	-1.777
ISYNA1	-1.66975
LSM7	-0.8275
LRRC47	-0.6551875
ZNF179	-0.146166666666667
EXDL1	-0.920833333333333
SLC4A10	-0.904375
ACSS2	0.167833333333333
COPS7B	-1.331
KIAA0040	0.7595
C1orf95	-0.1955
AP1GBP1	0.6955
OR9A2	0.677
FAM71C	-0.00600000000000001
RIN1	-2.06516666666667
ITGA4	-2.148
DNAJC6	-0.577166666666667
CLOCK	0.600666666666667
SLC35A4	-0.313833333333333
DSG4	1.17075
LOC26010	-0.08975
NSUN2	-0.801
TMEM86B	-1.1727
C14orf135	0.31
KIFC3	-2.42183333333333
PHF5A	-0.20675
NCAPH	-3.73675
STK11IP	-0.66825
FLJ42953	-0.35075
CCDC19	-0.581
ZNF329	0.127
TAX1BP1	0.513166666666667
ZDHHC18	-0.859833333333333
C10orf88	0.598
TMBIM4	1.2281
NMUR1	3.7715
KIR2DS4	-0.160375
C9orf90	0.182125
MGC87631	0.4255
KDR	3.3217
ST3GAL2	-1.582125
RLN2	2.568
HPD	-3.41275
MOXD1	-2.17166666666667
PDGFRL	3.11116666666667
SMYD4	-0.590642857142857
FAM103A1	0.266
MFAP4	2.40766666666667
LOC285141	1.586
TMEM45B	-1.341875
SMCR7L	-0.580571428571429
GZMH	2.863
CBLN1	-2.014
CNNM1	-0.406
PHF17	0.0200833333333333
NUP98	-0.492083333333333
RMI1	-0.571
PTPRS	0.896375
ANKRD57	0.613125
CLDN15	-0.919333333333333
OR51A2	-4.01
GUCA2B	3.4405
DOCK9	2.239
ITGB1BP1	0.870666666666667
DLG2	0.575125
BRAP	-0.501
SESN3	0.79875
ZC3H7B	0.43525
FAM101A	2.674
FKSG24	-0.8835
ZYG11B	-0.39125
RFC2	-1.84225
SH2D3A	-0.220833333333333
DVL3	-0.940833333333333
ADFP	0.410666666666667
KRIT1	0.25375
SERTAD3	1.85866666666667
LEFTY2	-3.69125
KRT27	0.135
SCFD2	-0.61825
MN1	-1.115
RORA	1.3185
PTPRD	-0.314
PIAS2	0.093
CYP4X1	6.58333333333333
FBXL15	-0.10125
MYH15	0.1346
CRX	-0.0463333333333333
TBC1D13	0.87425
SLC22A17	0.845666666666667
PLK2	1.57333333333333
ARHGAP9	1.2135
EIF1B	0.99375
C20orf185	-0.317
DEFA7P	-0.049
PRIM1	-2.60033333333333
CRYAA	-1.86425
BACE1	1.0115
AGTRL1	0.602666666666667
ACAD9	-0.1295
GRASP	2.31425
RBP4	1.07583333333333
TFB2M	-0.0595
METTL9	-0.4959
ATP5O	-0.17625
SP100	0.754
CPSF1	-1.99016666666667
S100A4	0.338
LIME1	-1.5445
GPR137C	-1.05325
OR2A2	-0.1305
C2orf29	-0.559
NUP188	-2.36375
SDPR	4.0085
RAI1	-0.6345
RPS20	0.2893
LAMB1	-0.19825
ADM2	-0.224666666666667
ZNF229	1.127
DKFZp434K1815	-1.89825
EPN3	1.2535
CLIC3	-2.88475
MEIG1	-0.979
HMGB4	-0.56875
STARD10	0.15825
KLF8	3.404
EPB41L2	0.696333333333333
JMJD6	-0.173571428571429
CTSL1	-0.241333333333333
GPR27	0.5765
ELAVL4	0.445375
MMP21	-0.5625
PPM1B	1.164625
SUV39H1	-2.33075
AAMP	-0.867
TUSC4	-0.131333333333333
MBD6	0.088
KLK13	-0.630375
FMNL3	0.0501666666666667
TRIM13	0.760583333333333
C15orf5	1.16925
IQCF1	-0.439375
CACNG8	0.1565
SLC35D3	0.253666666666667
ZDHHC9	-0.224
ODF3L1	0.78275
C9orf86	-1.2966
TSEN2	-0.90525
C17orf64	1.5365
SEPX1	-0.6849
TSPO	0.144166666666667
SYMPK	-0.6795
ADORA1	-0.20025
TSPAN10	-1.4425
SEMA6C	0.37
RTTN	-0.2397
IL2	0.0363333333333333
ARRDC3	1.3595
TBPL1	-0.0595
STX12	1.9495
MRPL39	-0.27575
OR8H3	-0.5275
IFIT5	1.799
CASC5	-3.916125
FAM46A	0.17
HPCAL1	-1.809
CYLC1	-0.8525
VGLL2	0.252875
C20orf191	0.3945
CDH1	2.38208333333333
ITPA	-0.86725
CCDC101	-0.327
D15Wsu75e	-1.2355
EDA	-0.03975
CREG1	0.169
OR7G2	0.408
SAP18	1.38358333333333
IFIT1	2.13975
CALML3	2.08416666666667
FLJ37440	1.447
FNDC5	0.746
SERPINB6	-0.639214285714286
JUNB	1.6066
SYS1	1.15025
SCN2A	0.750833333333333
ZKSCAN5	-0.804
WNT7A	-0.270166666666667
TSHZ3	3.5415
RNF148	1.92975
H6PD	-0.060125
CAD	-2.174
ZNF449	1.199
DOCK10	-0.1065
FAIM2	0.106
HEXDC	-0.80375
PRB1	-1.316
C14orf148	-0.3665
ETHE1	0.44775
IRF5	0.165
GNMT	2.0125
MGC16291	-0.692
RPAIN	0.0177142857142857
CAGE1	0.1535
CNTNAP3	-0.00625000000000004
ACTR1B	-1.02675
EEF1E1	-0.78825
MSX1	-0.461625
ESF1	-0.0178
HSPC171	-0.25675
MRPL2	-0.565
RDH12	-0.673666666666667
CELP	-0.282
METRNL	0.0345
C10orf116	4.924
C19orf48	-2.92775
ZNF346	-0.513
NCR1	-0.0195
C10orf64	-0.908
CD52	-0.17
VPS18	-0.261875
AP4S1	0.531833333333333
NPBWR1	-1.574
TPK1	2.0115
UBA52	-0.673166666666667
RIPK1	0.670666666666667
CPNE3	-0.1621
HSPC159	0.81925
C8orf38	0.069
LRRC4B	-0.693
PARP10	-1.04
ANKRD50	0.679375
CXCL9	5.23525
FGF18	0.688545454545455
EIF2A	0.117
SLC20A2	1.03366666666667
KIAA1549	-0.0803333333333333
SPINT1	1.1422
ZNF584	-0.6965
CRBN	1.1755
ABCF3	-0.856333333333333
NCBP1	-0.895166666666667
PLA2G4F	-0.4775
PCDH10	-0.460625
TTC21A	0.42775
C20orf144	-0.521
FGFR1OP2	0.593166666666667
SLC9A1	-0.2058
CHRND	-0.2155
FOXF1	-2.57075
KIAA1467	0.61775
TPO	4.16533333333333
LTF	3.95464285714286
DNAJB9	1.48775
MRPS27	-0.578
bA16L21.2.1	0.8935
WBP2	-0.407166666666667
MRGPRX3	-0.841166666666667
PRPF18	1.4325
C10orf58	2.09925
SMOC1	-1.7767
ADAT3	-0.571166666666667
TMEM138	-0.44725
TMEM131	0.02675
TIMM8B	-0.1015
MYH7	-0.918
ST6GAL2	0.332625
KIF1C	0.813
SUHW2	-0.943
PAPSS1	1.1235
CABP2	-0.148
HOXA4	2.184
ELF2	0.70175
SEMA3D	2.3093
MC5R	-0.3675
OGFR	-0.7025
FLJ30092	0.00266666666666664
TGFA	0.3396
MMP17	-1.05075
KIF15	-5.004
CHIA	-0.14975
CATSPER3	0.3385
CEACAM7	0.234083333333333
PADI2	1.373625
HOXA9	3.031
LNX2	0.900166666666667
TMEM144	2.66
HIF1AN	-0.59225
METTL7A	1.3222
C6orf165	2.64183333333333
KIAA1468	0.959625
DSG3	2.7655
ZNF180	1.10916666666667
EIF4E3	2.577
SLC46A1	-0.104375
DKK1	-4.20783333333333
ZNF205	-1.15366666666667
LOC162073	0.613111111111111
COX7A1	5.26375
MAGEA1	-5.29
NEDD8	-0.265166666666667
KLHDC5	-0.110944444444444
C3orf19	0.695833333333333
MRPS2	-1.5155
POLR3H	-0.365428571428571
ABHD11	-0.3189
TMEM17	1.65825
PAIP2B	0.9177
MAT1A	-2.959
LGI3	-0.479
THUMPD2	0.32725
TKTL2	0.40225
XAGE3	0.232833333333333
CALM3	-0.498
C6orf136	-1.28766666666667
KCNC4	0.00116666666666669
RGS9	2.25666666666667
ACIN1	-1.58
SPATS1	0.08425
XKR8	-0.1225
FAM84A	1.52566666666667
MS4A7	5.47327272727273
AGXT2L2	0.536
OR1F1	0.14
SMAP1L	-0.7715
IPO11	1.87175
ZC3H11A	0.359125
C1orf151	-0.043375
RNASEH2A	-3.12475
CCR10	-1.0575
TXNDC11	-0.708916666666667
TMEM112	-0.237375
MAP1B	0.5715
NVL	-0.7535
PKM2	-2.0253
ARC	0.3045
NUP54	0.2095
PPFIBP2	1.396
STAT2	0.761375
PTAFR	2.05283333333333
ROBO2	0.34725
RNF40	-1.45683333333333
CCDC135	-0.997666666666667
IFT81	-0.235888888888889
MORF4	0.7465
TM7SF3	-0.19425
OR10H3	-0.2635
ABP1	-0.523625
CHRD	0.141625
PLEKHA8	0.0526666666666667
NCALD	2.88583333333333
OR5AK2	0.193
ACCN1	0.4915
SLITRK1	0.3355
ARMET	-0.2605
C9orf52	0.44075
REEP4	-2.66125
MTSS1	1.374125
ADH1B	5.1895
DLD	0.34375
CDK5	-2.0455
PPFIA1	-0.0439374999999999
WFDC3	0.78025
DNAJB12	0.529928571428571
RANGRF	0.3095
MLANA	-4.52975
AMY2B	1.488
KIAA0319	-1.57225
RPS7	-0.0145
JAK3	-0.0221
ARFGEF1	0.8065
CXCL5	0.3611
TRAPPC4	0.03175
CETN2	0.76025
HSPC111	-1.27025
RHOBTB3	-0.8167
PHLPP	-0.576
RGS10	0.73225
TMEM58	0.4375
CHERP	-0.513625
HSP90AB3P	-1.50983333333333
FSTL3	-0.762833333333333
PEX11A	1.83325
OR5V1	-0.0055
FCN3	2.39
PTPN3	0.05475
NPTX1	-3.7755
C21orf84	-0.45975
C11orf51	-0.553625
ZBED2	0.36625
FLJ90757	-1.45325
NPY2R	6.59325
PLD3	-0.57425
SYT17	1.28233333333333
SGSM2	-1.436
OR1A2	-0.08525
FOXP1	1.475
SLC5A1	2.558
POFUT1	-1.1887
EPHB6	-2.52283333333333
MYO1G	-3.28825
STAC	0.1156
KLHL17	-1.71583333333333
RGMA	1.8399
TJP2	-0.1699
FAM114A1	0.0251666666666667
SERINC1	1.99516666666667
SLC9A8	-0.454125
PEX19	0.9995
EDN2	1.14275
PSMD7	-0.663777777777778
C3orf41	-1.40925
UQCR	0.119875
PPP1R3C	1.0015
LRP4	-1.364
TM2D1	1.278
TTC17	0.067125
C4BPB	-2.923875
CCL25	0.037
ZNF253	0.383333333333333
CHRNA9	-4.058
SOX11	-2.552125
HIVEP3	0.5455
CGN	1.02925
C3orf35	0.00400000000000001
PKD2L1	1.49875
SYVN1	-0.509875
PDE8B	1.579
LOC439951	-2.05375
LTC4S	2.132
MIF4GD	-0.857666666666667
SMARCA2	2.2456875
TUBGCP6	-0.822833333333333
CABLES1	0.652
C16orf77	2.1975
ZNF791	0.415
FUT5	-1.764
ADH6	-2.32333333333333
P4HB	-0.904
CLDND2	1.134
ALKBH8	0.7175
PLAC4	-1.5595
F11R	0.0797857142857142
MGC35295	-0.203166666666667
PDZD4	-0.312166666666667
LOC389073	0.07
FAM80B	0.594
PSMB1	-0.3195
TXN	-0.783333333333333
VIPR1	1.0097
WBSCR18	0.0821
EXOSC6	-1.55816666666667
ACTA2	4.56383333333333
SP5	-3.10375
ANKRD1	-1.73325
DDR1	0.5057
ATP6V1D	0.5935
PTGS1	-1.10125
RNF157	-1.28725
DCC	1.0965
SPAG7	-0.05075
FBXO18	-0.6055
UBE3C	-0.6917
HOXC6	0.4275
LRP2BP	-0.4292
MYST2	-0.93675
PDSS2	0.17125
ATE1	0.527
ARAF	-1.56925
KLF10	1.4775
PLA2G2E	-0.24775
ASCL1	-1.19316666666667
TSNAXIP1	1.04975
FAM131B	-0.32625
IFNA10	3.3035
NUP43	-0.721875
FAM44B	-0.0505
L1TD1	-2.89416666666667
NMD3	-0.2485
C18orf54	-1.2861
PHOSPHO1	-0.405
RAG2	-0.315
EMILIN3	-0.5325
METTL3	-0.856
VPS13C	1.200875
REXO2	-0.10225
ANXA4	0.4855
CA1	-1.04975
DCP1B	1
TULP3	-0.566166666666667
ATP2A2	0.143
ATIC	-1.18175
ADAM15	-0.9445
NPL	1.413
LGR4	-0.079875
UEVLD	-0.0523333333333333
GAB1	1.7
SNAI2	0.335333333333333
ZGPAT	-1.6418
SNF1LK	-0.718625
DLEU1	-1.6015
UBE2Q1	-0.302625
ZMYM6	0.59625
JPH3	-1.24733333333333
FAM38A	-1.00683333333333
PXK	0.847166666666667
DENND2D	1.90875
BAX	-2.12925
CP	0.0429090909090909
RPL37	-0.6507
G6PC3	-0.511125
NCOA4	0.607833333333333
LRRC14	-0.5955
GORASP1	-0.09075
FCHO2	1.188625
CYP24A1	-3.1222
FXYD3	1.134375
SMARCAL1	-0.29075
ABCB8	-0.985333333333333
CCDC44	-1.2125
PRDM7	-2.5315
USH1C	-1.3925
DNAH5	1.20133333333333
SRF	1.00558333333333
MAL2	1.46966666666667
PGPEP1	-0.170666666666667
SIN3B	-1.6495
SEMA3C	0.8045
GRAMD3	3.37725
FBXO10	-0.071625
OR5D13	-0.347
FLJ31818	1.17225
CACNA1I	-1.075875
S100A13	1.237
TP63	3.46828571428571
ANXA11	1.1247
WDR66	-0.254
CSF2RB	0.12
IFI44	0.92575
DACT1	2.11816666666667
ANKRD23	-1.50125
ATP5G1	-0.9945
C21orf70	-1.3825
PPWD1	0.00225
DNAJC13	0.305
PAH	-4.37783333333333
PTCH2	-0.03875
TRMU	-1.72575
CCDC9	-0.6005
USP3	-0.2768
DCLRE1C	0.3493
FAM55C	1.1245
FRMD4B	2.542
CYP2R1	0.318
RFPL1	-0.9469
XPO5	-1.81875
ARL6IP2	0.4605
OSBPL5	1.3365
MMP9	1.20454545454545
KIAA0802	-0.627375
DHRS2	-4.2295
SGEF	1.477625
TXNDC10	0.00179999999999998
EXOC6	1.246
RPS27	0.658
PNCK	-1.32333333333333
FSTL1	0.2015
AACS	-0.63
SLMAP	1.66616666666667
SAMD4A	0.874
ABRA	0.692666666666667
SMARCD3	1.1775
PKNOX2	-1.088
A4GNT	0.296
C9orf39	0.242666666666667
RALYL	0.8205
MGC33556	-3.3985
C10orf25	-1.0085
BBOX1	6.2795
NHEDC1	0.8385
XDH	1.74275
GCSH	-0.4885
EDN1	2.6545
MTERF	0.05975
CLK4	1.98675
ZNF799	0.615833333333333
KCNG1	-2.225375
CXCR4	-0.870833333333333
PTPRR	-1.67625
IRAK1	-1.8
LOC401397	0.57825
