Hybridization REF	TCGA-E2-A15J-01A-11R-A12P-07
RLF	-0.9265
NAT14	0.78
RRN3	0.91725
C11orf16	0.385833333333333
C3orf14	0.1845
TEX264	1.196
C22orf28	-0.232375
C20orf175	-0.45125
XPNPEP2	0.161
PDE6A	-1.2555
SPIB	0.42525
TBCB	0.562
SLC5A11	-1.49625
ADRA2C	-2.78383333333333
DHCR24	0.9495
MEF2D	1.12825
C6orf114	-2.0545
ZPLD1	0.0995
MYO1B	-0.1585
VAMP8	2.016375
ANKRA2	0.630166666666667
C11orf42	0.4515
TAS2R60	0.9645
PANX1	0.59375
C12orf42	-1.27833333333333
RCBTB1	1.21575
FGL2	4.586
CEP70	-0.63175
WASL	0.681
SEPT14	0.166
DCHS2	-0.32325
CYBA	-0.5455
ARHGAP11A	-3.117
MPZL2	-0.0628333333333334
KIAA1881	0.809
ANXA1	-1.7298
AFF1	0.6138125
FRMD3	-1.6085
SUSD5	-0.462
C9orf32	-1.00575
RASSF7	0.978125
KIR2DL2	0.191
SENP1	-0.869666666666667
C20orf195	0.0905
C3orf44	0.024
KRTAP9-3	0.695
ZFP28	0.053
PLCB2	0.0946
TXNDC15	-0.32825
CALR3	-0.49825
HLTF	-0.515214285714286
C17orf67	-1.62925
NDUFA6	-0.359875
PKP1	-1.80125
HMG20B	0.21075
GPR180	-1.1923
BAI3	-0.314666666666667
NOSIP	-0.0333
TRIM23	-0.026
ARL1	0.463071428571429
CDK5RAP2	-0.64425
SSH2	-2.5075
KCTD15	-0.3235
FTHL17	1.019
AK3	-0.506
RAB3C	-2.47225
PAX4	0.52525
KDELC2	-1.89625
BIK	2.25133333333333
KIAA1553	-2.16025
CEP135	-0.27325
NANOG	-4.20933333333333
TRIM22	1.13866666666667
CDH13	-1.62916666666667
B4GALNT4	1.301
MDGA2	-2.3085
SAMD3	-0.268833333333333
OR1E1	0.444
TAS2R10	-1.6855
FASN	2.67625
GPR116	3.15233333333333
ZNF219	-0.231
CD33	-1.7655
RAB3GAP1	0.23625
H1FOO	0.9585
NXPH3	0.4675
CROCC	0.0203333333333333
GPX7	-1.341875
BASP1	-2.696
STAM	-0.40725
TBK1	0.3575
STX2	-2.6595
RPL29	0.6075
NR1H3	1.52275
MPPE1	0.66825
PHACTR3	-1.07675
SLC44A2	0.826125
C10orf109	-0.0845
CLCN6	-0.4705
C16orf59	-1.76775
SQSTM1	1.574
AADAC	-0.895
LRRC8C	-1.311125
BIN3	-1.0426
HPS6	0.266
MAN2A2	-0.4109
GABPB2	-0.784125
KCND1	-0.883
PTPN11	-0.330928571428571
ZNF274	-1.0525
ATF3	0.298583333333333
C7orf26	0.00375
C1QL3	-0.055
WDR54	-1.57833333333333
FLJ40869	-1.66633333333333
ZNF397	0.909375
MLL	-0.4756
TTLL6	-0.42875
ANKRD15	-0.208833333333333
KIAA1958	-1.01125
C1orf218	1.735125
ZDHHC16	0.10975
DDX47	-0.743
EVI5L	0.576333333333333
GDF6	-5.17775
TAPBPL	0.994166666666667
BTG1	1.8414
DPP4	-1.958875
KLHL23	-2.5355
APOC3	-4.22025
BTBD12	-0.417833333333333
CNOT4	0.0336875
HIST1H3I	0.2915
OR5H1	0.1175
APEH	-0.2065
TRY1	0.2314
SLC26A8	0.971166666666667
KCNA2	-0.832
TMEM159	2.2115
C6orf81	-0.075
PCYT1A	-0.139
C6orf157	1.765
BRMS1	0.34125
CHST1	3.12133333333333
LGALS1	0.20375
TAF1B	-1.321
FLJ40504	-0.05925
GPR173	0.6505
COL15A1	0.638375
CASP10	-1.51335714285714
PCMT1	-0.753214285714286
HDAC5	1.0315
LOC641367	-1.34025
EVC2	-0.894
SGPL1	1.28416666666667
GON4L	0.749357142857143
AFG3L2	-0.133333333333333
C5orf15	-0.348333333333333
UBXD1	0.9276
LILRB4	0.870166666666667
GSTA4	0.299833333333333
ADIG	0.417
GRIPAP1	0.31925
HIST1H3B	-0.880333333333333
BTRC	2.60416666666667
USP49	-1.957
IQCH	0.5655
ACBD6	0.32025
YEATS2	-1.447
CABP5	0.147
TRIM3	1.38925
HNRPM	-0.179
FGG	-4.6435
C18orf16	-0.51
CLEC2B	-1.3745
PQBP1	-0.041
JTB	0.765833333333333
REST	-0.349833333333333
SLC8A3	-1.157
TMEM16H	0.5325
MRPL47	-0.3045
EVI1	-0.6933
MUC1	3.37175
TEAD3	0.68275
STOML1	0.166375
USP24	-0.2039
PNMA5	-0.41275
MAEL	0.4345
LBP	3.0171
HSD17B4	0.746875
SEC31B	-0.8285
IDH2	0.2468
SFRS16	-0.507875
AICDA	0.0735
RNF180	-0.68
C1orf56	1.153
FLJ10324	-1.24516666666667
GPR148	-0.0445
MEF2A	-0.584583333333333
ASF1B	-1.70366666666667
HTN3	-0.4595
RNF215	1.134
SLC4A3	0.685333333333333
ADAMTS9	-0.4863
C9orf66	1.80383333333333
FOXD3	1.2145
GSDM1	0.503
IFITM5	1.5785
PODXL2	1.19483333333333
C1orf176	0.194
RPS3	0.44625
hCG_2004593	0.71275
COL21A1	0.73175
NTNG2	0.364333333333333
RAI14	-0.970333333333333
P76	0.54575
LRFN3	1.0815
FAM14B	-1.028
FKBP14	-1.512
TNNI3	0.771333333333333
HOXB3	1.218
SGCB	-0.55875
PPAPDC3	-0.671
FRAT1	0.796
MORN1	1.10916666666667
ARHGEF2	0.5095
BNIP2	-1.19625
DHX30	0.1405
EEFSEC	0.22525
FGF20	1.788
FLJ38973	-0.083
PLCH2	-0.105083333333333
CCNG2	2.929875
PSPN	1.225
WDR88	-0.3185
HOXB13	-1.08675
MTMR8	-1.6975
SPAM1	-0.0645
PPP2R1B	-0.271375
TANC1	1.189875
CNN3	2.6168
CHGA	-1.320375
C9orf128	2.554
CACNA1B	0.835666666666667
MMAB	-0.2992
RHOA	-0.06375
RAPGEFL1	-1.0155
SLC1A5	-0.780333333333333
CALCA	0.0302857142857143
SYCP1	-1.4505
CXCL11	4.252
GFI1B	-1.45033333333333
PSCD1	-0.5835
C11orf58	0.268666666666667
MGC45438	2.14416666666667
NUDT18	-0.139333333333333
ASB3	-0.6205
ZP1	-3.036
LPPR2	0.4268
ZNF527	0.519166666666667
ZNF771	0.930625
TTBK2	-1.05175
TRIM55	-1.494
GJB3	-0.767
PRSS35	-1.70025
SCRG1	-1.69475
ZDHHC24	0.795
DUSP26	-1.3945
C1orf51	-1.344625
DNAJC3	-0.683666666666667
LITAF	1.488125
ZNF410	0.2725
AFP	-5.4156
ZW10	-0.87625
PHOX2B	0.173
VILL	0.58325
ELOVL7	-1.86375
LOC644186	4.189
PPP3CC	-0.97875
CHST13	-2.06975
WDR40B	0.799
MEA1	-0.19025
HILS1	-2.22925
DLX6	-2.84416666666667
NKG7	0.738666666666667
EMP1	0.78375
ACTR6	0.1815
CHCHD7	-0.589357142857143
COG2	1.3621
TCEA2	0.7503
TARS	-1.75625
FLJ20294	0.341833333333333
ZNF92	-0.458375
TRAPPC2L	-0.848
ARHGAP28	-1.84075
CCDC109B	-0.5805
LGTN	0.802166666666667
INGX	-0.9254
LOC124446	1.6635
RPS2	-0.324
C17orf75	-0.535166666666667
NBPF1	-1.431
SLC2A8	-0.721833333333333
SNRPE	-0.02825
CARD6	-1.86725
IL13RA2	-0.1195
CUEDC2	0.248375
C4orf19	-2.054
AOC3	0.213625
MTHFD2	-0.931833333333333
OR5M9	0.811
C4orf38	-1.29733333333333
SS18L2	-0.42525
OAS3	0.7515
LARGE	0.553
LRIG3	-0.176666666666667
LIMA1	0.122
STARD3	0.0045
VPS39	0.49475
CTAGE6	0.976
ODAM	-3.07875
MORF4L2	-0.22675
GSTO2	2.3425
MTFMT	-1.0275
PRKAB2	-1.05678571428571
ZNF76	0.5615
HSPB2	2.282
CRB2	0.7
KLRK1	-2.3725
LYST	0.49625
UBE2M	-0.4945
SLC16A9	0.555
ZNF281	0.706
ST8SIA1	-2.13175
C9orf105	-0.8975
ANKRD46	1.392
FAM108A3	0.6585
C20orf91	0.2475
ZYX	1.44633333333333
RSPH1	2.954
ZSCAN5	-1.08625
RIMS3	-2.196
KRT76	-0.033
CEACAM4	0.2735
SIRPB1	0.108
CFHR4	-0.57
SOX3	-0.3775
GATAD1	-0.294375
C21orf57	0.88
TMC8	-0.571666666666667
AVIL	0.753666666666667
LMOD1	2.408
HIGD1A	-0.135
NEU3	-0.0925
DES	0.100375
BZW1	-0.6145
ZNF221	-0.3545
CCDC27	-0.215
GDAP1	0.37125
RBBP4	0.4685
MGC40499	-0.1145
PHKA1	0.59775
PRKAR1A	-0.101222222222222
HSD3B1	0.212
RAD52	-0.961
CD207	0.3405
LOC389791	0.795
RSPO1	0.0336666666666667
TMEPAI	1.216125
MFSD2	0.543
ETV4	-2.30075
SCGN	1.4195
LOC391356	0.72175
MPP1	-2.039125
STARD3NL	-0.4425
TFAP2D	0.2265
CD2AP	0.334875
CCL20	-2.22066666666667
CCDC86	-0.866
ZFP30	-0.961
CTBP1	0.405916666666667
MAK10	-0.127666666666667
STXBP5	-1.14783333333333
LOR	0.354
MAP6D1	-0.882375
ARMC7	0.565
TMEM150	0.9777
NSL1	-0.34875
KIF5A	-1.10185714285714
ASCC2	0.384666666666667
PSENEN	0.9895
OPTC	-0.591
FCRL2	-0.809333333333333
KBTBD11	-2.844375
PCK1	-2.75225
CENTD3	-1.82625
MEGF8	0.1325
ALPPL2	0.05225
OBFC2B	0.0751666666666667
ZFYVE20	-0.1465
GALC	1.27433333333333
CTRB2	0.867
C20orf71	-0.6025
TBKBP1	0.819833333333333
CAMLG	1.16875
TREML4	1.318
RSAD1	0.321
TUBA3D	-0.0173
KIAA1833	0.88025
PNPLA1	0.675
LRRC34	-2.10616666666667
CDH26	-1.0325
ZNF167	0.480166666666667
ZBTB26	-0.4998
VWF	2.9326
VTN	-0.807333333333333
BAD	0.89375
PDS5B	0.114181818181818
ZNF644	-0.499916666666667
SH3GLB2	0.5805
SMPDL3A	0.4824
NRG2	-1.10475
IL15	1.00516666666667
GABARAPL1	0.359833333333333
LAT2	0.4188
SLCO1A2	-2.1605
LIG4	0.359916666666667
GSDMDC1	0.93925
BMP4	-2.840375
METT10D	-0.0395
SYCE1	0.81575
SPANXD	-5.78125
SLC12A9	-0.183333333333333
MC1R	-2.017
RNF168	-1.214
TRIM69	0.863
GALNT7	2.35233333333333
ISG20L2	0.29775
KIAA2026	0.6895
TNFAIP8L1	0.0455
DPY19L2	-1.49425
C12orf63	0.2615
PRDX5	-0.207125
MED6	-0.709625
TXNDC5	-1.288375
CD46	1.3775
CCK	-2.40525
C17orf48	0.6275
ANUBL1	1.4595
SIT1	-2.69666666666667
TYSND1	0.864333333333333
DEF6	-0.3235
GLT8D4	-0.30425
UTP14A	0.091
RPH3AL	1.957
NXF1	0.289666666666667
TRERF1	-0.450666666666667
TUBB3	-1.259
SLC24A2	0.5055
SEC22B	0.939333333333333
ZNF653	0.57675
GGTL3	-1.66891666666667
CDKL2	-0.457
CTF8	-0.434
EPC1	0.396833333333333
CYP4A11	0.0871666666666667
THRSP	3.55333333333333
LELP1	0.0936666666666666
TES	-1.992375
C17orf87	0.9015
FERD3L	-0.18875
SH3TC1	0.318
RAB36	-0.676
CRYGB	0.632
GRIA3	1.099
BHLHB9	1.50525
C1QTNF9	0.501
GOPC	0.2425
PNPLA8	-0.362
ZNF444	0.23725
FMO1	1.56375
POLR3C	0.6885
SLC35F3	-1.9455
SGCG	-2.66416666666667
DCDC2	-1.603
NANP	-0.79175
MGC23270	-0.159
BEX4	-0.135916666666667
HYDIN	1.4264
RPS6KB2	-0.625
ADRM1	-0.53625
BAT3	-0.33425
RAB31	1.246
SCGB2A1	4.690875
SLC6A14	-3.994125
DDX4	-1.5985
PRRC1	0.0613333333333334
AP3B2	0.6305
TRGV7	-0.033
TMEM184B	1.0535
ADPRHL1	1.77733333333333
C21orf45	-0.805375
ARNTL	0.569
AADAT	-2.08257142857143
CCL2	1.0905
SNTB2	-1.32633333333333
RGS9BP	-2.01125
KPNA1	0.64275
TMEM41B	-0.3955
S100A11	0.650583333333333
DOT1L	-1.356
EFHC2	0.344375
CLTC	-0.738
SRP9	0.891428571428571
ZNF521	-1.288
FAM26F	-1.606
GPR88	0.317166666666667
COL13A1	-0.820166666666667
CHMP4B	-0.5359
SIGLEC6	0.512833333333333
NFAM1	0.72975
PVRL2	0.66
ALKBH4	-0.0785
CCDC93	-0.3608125
NXT1	-0.4365
KCNK4	1.129
TROAP	-1.984
KCNA10	0.03125
CCDC114	0.220833333333333
RAN	-0.368416666666667
LMTK2	-0.241
LOC400657	-0.4135
UFC1	1.87975
UBE1DC1	-1.0505
EEF1A1	0.585722222222222
CHAC1	-0.6185
HMGA2	-5.8669
B3GALTL	-0.17275
ING2	-0.30975
C1orf109	0.1255
INTS3	1.4195
ZNF558	0.45475
TRPM4	1.53766666666667
LTB4R	-0.4985
ISYNA1	0.566
LSM7	-0.21275
LRRC47	0.0328125
ZNF179	-3.47566666666667
EXDL1	-0.00166666666666667
SLC4A10	-1.27914285714286
ACSS2	-1.08483333333333
COPS7B	-0.1495
KIAA0040	4.85683333333333
C1orf95	-0.832
AP1GBP1	-0.526
OR9A2	0.1585
FAM71C	-0.157833333333333
RIN1	-0.939333333333333
ITGA4	-2.346875
DNAJC6	-1.492
CLOCK	0.741833333333333
SLC35A4	0.712833333333333
DSG4	0.123
LOC26010	-1.2255
NSUN2	-0.565
TMEM86B	-1.2234
C14orf135	-0.22675
KIFC3	-1.59983333333333
PHF5A	-0.34175
NCAPH	-2.494875
STK11IP	0.461
FLJ42953	1.41025
CCDC19	3.20116666666667
ZNF329	-0.1675
TAX1BP1	-0.119166666666667
ZDHHC18	-0.247166666666667
C10orf88	0.348
TMBIM4	0.9936
NMUR1	-1.463
KIR2DS4	0.394375
C9orf90	0.16
MGC87631	-0.3115
KDR	2.9107
ST3GAL2	-1.861625
RLN2	-0.897
HPD	-3.56875
MOXD1	-2.94
PDGFRL	1.0195
SMYD4	-1.11278571428571
FAM103A1	0.558
MFAP4	-2.88516666666667
LOC285141	1.37475
TMEM45B	-0.57
SMCR7L	-0.479857142857143
GZMH	1.86625
CBLN1	-2.73475
CNNM1	-0.7025
PHF17	-1.26025
NUP98	0.249
RMI1	0.03175
PTPRS	-0.039625
ANKRD57	-0.178125
CLDN15	-0.6215
OR51A2	1.1485
GUCA2B	1.308
DOCK9	0.6995
ITGB1BP1	-1.72783333333333
DLG2	-1.201
BRAP	-0.10525
SESN3	3.8915
ZC3H7B	0.452
FAM101A	1.68533333333333
FKSG24	-0.7395
ZYG11B	-0.518125
RFC2	-0.96075
SH2D3A	1.17483333333333
DVL3	0.232
ADFP	-2.35233333333333
KRIT1	-0.3405
SERTAD3	1.60283333333333
LEFTY2	-3.6695
KRT27	-1.693
SCFD2	-0.04825
MN1	-1.192
RORA	-1.13925
PTPRD	0.202
PIAS2	-0.619666666666667
CYP4X1	6.43883333333333
FBXL15	0.3525
MYH15	-0.421
CRX	0.237333333333333
TBC1D13	-0.28
SLC22A17	0.0635
PLK2	-0.103166666666667
ARHGAP9	0.29325
EIF1B	-0.82375
C20orf185	-0.8725
DEFA7P	0.31
PRIM1	-2.57983333333333
CRYAA	-1.89175
BACE1	-1.12475
AGTRL1	0.178333333333333
ACAD9	-0.00600000000000003
GRASP	-0.246
RBP4	-3.902
TFB2M	0.9035
METTL9	-0.1857
ATP5O	-0.83375
SP100	0.0519
CPSF1	0.313333333333333
S100A4	-1.55425
LIME1	-1.2225
GPR137C	-0.148
OR2A2	1.1165
C2orf29	-0.01725
NUP188	-0.6255
SDPR	-2.09325
RAI1	0.2115
RPS20	0.4066
LAMB1	-1.99275
ADM2	1.45666666666667
ZNF229	-3.188
DKFZp434K1815	-0.747875
EPN3	2.3505
CLIC3	-2.278
MEIG1	0.7965
HMGB4	0.333
STARD10	1.280625
KLF8	2.41525
EPB41L2	-1.8325
JMJD6	-0.570125
CTSL1	-1.3135
GPR27	1.779
ELAVL4	0.730375
MMP21	0.2995
PPM1B	0.26775
SUV39H1	-1.26225
AAMP	0.1915
TUSC4	0.873333333333333
MBD6	0.6815
KLK13	-1.476
FMNL3	0.331166666666667
TRIM13	0.205333333333333
C15orf5	-1.81375
IQCF1	0.097625
CACNG8	0.9645
SLC35D3	0.472666666666667
ZDHHC9	0.8275
ODF3L1	0.843
C9orf86	-0.3505
TSEN2	-0.41625
C17orf64	-0.9905
SEPX1	1.125
TSPO	0.809
SYMPK	-0.2945
ADORA1	1.4355
TSPAN10	1.423375
SEMA6C	0.102666666666667
RTTN	-1.2035
IL2	-0.3518
ARRDC3	-0.58525
TBPL1	-0.8495
STX12	0.8395
MRPL39	-0.8425
OR8H3	0.768
IFIT5	0.823166666666667
CASC5	-3.154
FAM46A	-2.3595
HPCAL1	-0.164125
CYLC1	0.735
VGLL2	0.698571428571429
C20orf191	-1.1415
CDH1	0.8265
ITPA	-0.251
CCDC101	0.6295
D15Wsu75e	0.77475
EDA	-2.632
CREG1	0.0945
OR7G2	0.3305
SAP18	0.8665
IFIT1	0.7855
CALML3	-1.56866666666667
FLJ37440	0.8775
FNDC5	-0.946
SERPINB6	0.614357142857143
JUNB	1.7391
SYS1	1.47275
SCN2A	-0.615166666666667
ZKSCAN5	-0.8115
WNT7A	-0.0220000000000001
TSHZ3	1.417
RNF148	0.1145
H6PD	0.631625
CAD	-0.495833333333333
ZNF449	-0.38625
DOCK10	-0.086
FAIM2	0.342333333333333
HEXDC	0.7165
PRB1	-0.4265
C14orf148	-0.8015
ETHE1	0.77925
IRF5	0.6776
GNMT	3.31033333333333
MGC16291	-2.91525
RPAIN	-0.656142857142857
CAGE1	-0.948
CNTNAP3	-3.84
ACTR1B	-0.2055
EEF1E1	-1.1035
MSX1	-1.31875
ESF1	-0.6326
HSPC171	-0.39575
MRPL2	-0.3185
RDH12	-0.6995
CELP	0.7965
METRNL	-0.79525
C10orf116	3.25616666666667
C19orf48	-0.69025
ZNF346	0.0218571428571428
NCR1	-1.8765
C10orf64	0.6935
CD52	-1.9015
VPS18	0.18725
AP4S1	-0.375333333333333
NPBWR1	1.756
TPK1	0.62375
UBA52	-0.0497222222222222
RIPK1	0.659333333333333
CPNE3	1.1473
HSPC159	-0.117125
C8orf38	0.6815
LRRC4B	-0.9685
PARP10	1.454
ANKRD50	0.319125
CXCL9	3.70875
FGF18	-0.915909090909091
EIF2A	1.224875
SLC20A2	-0.140166666666667
KIAA1549	0.356166666666667
SPINT1	2.2902
ZNF584	0.227
CRBN	-0.112166666666667
ABCF3	0.401833333333333
NCBP1	-0.219
PLA2G4F	0.859166666666667
PCDH10	-1.66957142857143
TTC21A	1.57725
C20orf144	0.611
FGFR1OP2	-0.845166666666667
SLC9A1	0.4752
CHRND	-0.1315
FOXF1	-2.48425
KIAA1467	1.93425
TPO	0.236666666666667
LTF	4.0485
DNAJB9	0.11875
MRPS27	0.2665
bA16L21.2.1	-0.00525
WBP2	0.516666666666667
MRGPRX3	-2.0315
PRPF18	0.63575
C10orf58	0.7435
SMOC1	0.5978
ADAT3	1.32816666666667
TMEM138	-0.24775
TMEM131	0.151
TIMM8B	-0.34675
MYH7	-0.809
ST6GAL2	0.515625
KIF1C	0.05075
SUHW2	-2.0705
PAPSS1	-0.01075
CABP2	0.2945
HOXA4	-2.8455
ELF2	0.379
SEMA3D	-0.0265
MC5R	0.391
OGFR	0.774
FLJ30092	-0.246666666666667
TGFA	-2.8272
MMP17	1.50825
KIF15	-2.53525
CHIA	0.4815
CATSPER3	0.55225
CEACAM7	1.40925
PADI2	0.950125
HOXA9	-1.2925
LNX2	0.913333333333333
TMEM144	3.465
HIF1AN	0.85925
METTL7A	-1.3541
C6orf165	3.41466666666667
KIAA1468	0.55425
DSG3	null
ZNF180	-0.0388333333333333
EIF4E3	1.5685
SLC46A1	0.869875
DKK1	-5.63033333333333
ZNF205	1.699
LOC162073	1.51366666666667
COX7A1	4.18975
MAGEA1	-5.14416666666667
NEDD8	-0.230416666666667
KLHDC5	-0.171055555555556
C3orf19	-0.629333333333333
MRPS2	-0.147
POLR3H	0.842857142857143
ABHD11	0.8618
TMEM17	1.88675
PAIP2B	0.0323
MAT1A	-1.26275
LGI3	0.0675
THUMPD2	-0.06525
TKTL2	-0.01525
XAGE3	-2.92916666666667
CALM3	-0.0505
C6orf136	-0.282
KCNC4	0.1518
RGS9	-1.31333333333333
ACIN1	-0.753666666666667
SPATS1	0.1805
XKR8	0.04975
FAM84A	2.5995
MS4A7	4.52018181818182
AGXT2L2	-0.17325
OR1F1	-0.4875
SMAP1L	-0.498416666666667
IPO11	-0.314875
ZC3H11A	0.668625
C1orf151	0.053375
RNASEH2A	-1.74325
CCR10	-0.978
TXNDC11	0.340916666666667
TMEM112	0.9565
MAP1B	-2.15892857142857
NVL	0.57675
PKM2	-1.2525
ARC	0.06375
NUP54	-0.791
PPFIBP2	2.11466666666667
STAT2	0.610625
PTAFR	1.23333333333333
ROBO2	-1.339
RNF40	0.928666666666667
CCDC135	-0.509666666666667
IFT81	-0.199555555555556
MORF4	-0.492
TM7SF3	-0.68475
OR10H3	0.129
ABP1	0.21975
CHRD	2.684375
PLEKHA8	-0.174
NCALD	2.1445
OR5AK2	0.57225
ACCN1	0.4055
SLITRK1	-0.509666666666667
ARMET	-0.5935
C9orf52	1.711
REEP4	-1.429
MTSS1	1.486375
ADH1B	1.84383333333333
DLD	-0.24975
CDK5	-0.193
PPFIA1	0.0220625
WFDC3	0.83175
DNAJB12	0.729785714285714
RANGRF	-0.1495
MLANA	-4.8575
AMY2B	0.35875
KIAA0319	-2.72125
RPS7	-0.3615
JAK3	0.0909
ARFGEF1	1.3795
CXCL5	0.496416666666667
TRAPPC4	-0.71675
CETN2	0.57575
HSPC111	-0.705
RHOBTB3	-1.9947
PHLPP	-0.1925
RGS10	1
TMEM58	0.5665
CHERP	-0.30275
HSP90AB3P	-1.14366666666667
FSTL3	1.673
PEX11A	0.46775
OR5V1	0.6825
FCN3	2.15225
PTPN3	0.87825
NPTX1	-5.1735
C21orf84	-0.8345
C11orf51	0.16275
ZBED2	-1.06125
FLJ90757	0.6145
NPY2R	0.1025
PLD3	0.38675
SYT17	3.20616666666667
SGSM2	0.31175
OR1A2	0.40625
FOXP1	0.32475
SLC5A1	2.3575
POFUT1	-0.9386
EPHB6	-3.0955
MYO1G	-2.018125
STAC	-2.661125
KLHL17	0.232333333333333
RGMA	-0.4214
TJP2	-0.3939
FAM114A1	-0.3065
SERINC1	0.831333333333333
SLC9A8	0.4885
PEX19	0.561
EDN2	3.3325
PSMD7	-1.76555555555556
C3orf41	-3.688
UQCR	-0.207
PPP1R3C	-3.57725
LRP4	-2.6655
TM2D1	0.541
TTC17	0.57625
C4BPB	-3.795125
CCL25	0.26075
ZNF253	-0.263333333333333
CHRNA9	-3.782
SOX11	-1.139625
HIVEP3	0.8875
CGN	0.542333333333333
C3orf35	0.086375
PKD2L1	2.80275
SYVN1	-0.05875
PDE8B	-3.49525
LOC439951	1.65825
LTC4S	2.80083333333333
MIF4GD	0.712166666666667
SMARCA2	1.548125
TUBGCP6	0.318
CABLES1	0.254875
C16orf77	0.371333333333333
ZNF791	0.139
FUT5	0.247
ADH6	-2.36033333333333
P4HB	0.025
CLDND2	-1.5745
ALKBH8	-0.22
PLAC4	-1.58325
F11R	0.342642857142857
MGC35295	-0.266166666666667
PDZD4	-0.366833333333333
LOC389073	-0.34775
FAM80B	-0.469
PSMB1	-0.84225
TXN	-1.29783333333333
VIPR1	1.1484
WBSCR18	0.0422
EXOSC6	-0.744833333333333
ACTA2	3.4595
SP5	-3.15441666666667
ANKRD1	-3.40475
DDR1	2.388
ATP6V1D	-0.09675
PTGS1	0.238916666666667
RNF157	-1.16175
DCC	0.3435
SPAG7	0.8375
FBXO18	-0.08575
UBE3C	-0.0896
HOXC6	1.124
LRP2BP	-0.237333333333333
MYST2	0.187
PDSS2	0.64825
ATE1	0.28875
ARAF	0.32825
KLF10	0.309
PLA2G2E	0.05125
ASCL1	-1.581
TSNAXIP1	2.45925
FAM131B	1.12475
IFNA10	0.378
NUP43	-0.53325
FAM44B	-0.268125
L1TD1	-5.20466666666667
NMD3	-1.0005
C18orf54	-2.585
PHOSPHO1	0.1885
RAG2	-1.9355
EMILIN3	-0.179
METTL3	-0.02525
VPS13C	1.274875
REXO2	-0.843
ANXA4	-0.22125
CA1	-0.989
DCP1B	0.22
TULP3	-1.44416666666667
ATP2A2	0.181142857142857
ATIC	0.01575
ADAM15	0.947416666666667
NPL	0.581
LGR4	-2.636
UEVLD	0.76
GAB1	-0.5195
SNAI2	-1.71466666666667
ZGPAT	0.1725
SNF1LK	1.013375
DLEU1	-2.059
UBE2Q1	0.887875
ZMYM6	0.04275
JPH3	-2.50216666666667
FAM38A	0.345333333333333
PXK	-0.3495
DENND2D	2.99625
BAX	0.232166666666667
CP	-4.10454545454546
RPL37	0.3943
G6PC3	1.09875
NCOA4	-0.180333333333333
LRRC14	0.453375
GORASP1	0.97225
FCHO2	0.4285
CYP24A1	4.1694
FXYD3	1.527375
SMARCAL1	0.35575
ABCB8	1.2225
CCDC44	-0.22325
PRDM7	-3.3355
USH1C	-1.27
DNAH5	3.26883333333333
SRF	0.14625
MAL2	2.52583333333333
PGPEP1	0.943416666666667
SIN3B	-0.56375
SEMA3C	1.09566666666667
GRAMD3	1.41425
FBXO10	0.259
OR5D13	0.1145
FLJ31818	-0.847125
CACNA1I	0.7855
S100A13	0.8535
TP63	1.50864285714286
ANXA11	-0.1198
WDR66	1.168125
CSF2RB	0.3515
IFI44	-0.11275
DACT1	1.42033333333333
ANKRD23	-1.23225
ATP5G1	-0.654166666666667
C21orf70	-0.1825
PPWD1	-1.3695
DNAJC13	-0.058
PAH	-4.30533333333333
PTCH2	0.53675
TRMU	-0.391
CCDC9	0.5535
USP3	-0.1765
DCLRE1C	-0.3447
FAM55C	1.279
FRMD4B	1.85125
CYP2R1	0.0235
RFPL1	-0.3307
XPO5	-0.926
ARL6IP2	-0.271
OSBPL5	2.10875
MMP9	3.46254545454545
KIAA0802	0.749375
DHRS2	-4.09
SGEF	1.86675
TXNDC10	-0.7074
EXOC6	1.041
RPS27	1.606
PNCK	0.135666666666667
FSTL1	-1.589
AACS	1.09425
SLMAP	1.28383333333333
SAMD4A	0.005
ABRA	-0.0585
SMARCD3	1.9485
PKNOX2	-1.7085
A4GNT	-1.348
C9orf39	-2.76116666666667
RALYL	0.3525
MGC33556	-2.1
C10orf25	-1.1655
BBOX1	3.839
NHEDC1	0.00925
XDH	-0.1845
GCSH	-2.1785
EDN1	0.317333333333333
MTERF	-0.50575
CLK4	1.59175
ZNF799	0.667
KCNG1	-2.149875
CXCR4	0.1285
PTPRR	-3.05925
IRAK1	-0.422625
LOC401397	-0.94625
TMSB10	-0.802
CXCL3	-2.8088
TMC4	2.84075
OR7A10	-0.738
STYK1	0.3515
CHRNA10	0.15675
CCNI	0.5995
EP300	0.247
LOC165186	-0.471
HIC2	-3.9095
SDR-O	0.6465
OR2W1	0.5745
KCNA6	-1.092
TRIM74	-1.0175
REEP6	1.67525
ATP5G2	0.49475
ERG	-0.116125
TMEM42	0.17375
PARN	0.5045
SOD2	0.550625
DIRAS1	0.315166666666667
PNPT1	-0.9
JOSD3	-0.37075
hCG_40738	-0.595
PDE1C	-1.9235
SEMA4D	-0.380125
AGPAT1	-0.0628333333333333
NOSTRIN	1.23375
MAP3K3	-0.844166666666667
MAX	0.260928571428571
CAPS	2.273
SERPINA12	-0.987
OSBPL8	0.115875
RICS	1.8171
NR4A2	1.0285
PPCS	1.15466666666667
LONP1	-0.575
SCYL3	2.2575
HERC2P2	-1.12316666666667
FIBCD1	-0.212
C15orf41	-0.69675
DMC1	-1.693
C20orf27	-1.45175
