Hybridization REF	TCGA-A7-A13E-11A-61R-A12P-07
GIPR	0.933
AHI1	-0.215583333333333
NADSYN1	-0.599666666666667
RGS14	-1.0836
IL18BP	1.1029
RTN4RL1	1.3535
ARMC6	-0.7725
PSMD5	0.1395
HK3	1.7202
OR4S1	2.14975
RSU1	1.6642
MAD2L1	-4.382
EIF4A3	-1.0515
DLEC1	1.63716666666667
E4F1	-0.644
CHMP2B	0.4334
CAMSAP1	-0.54275
RPS21	-1.107
ARID5A	0.908
UBE2N	-0.0363
IGSF8	0.2325
MAGEB6	-1.7795
ACAD11	0.7315
MGC4172	0.91725
LMO4	0.31925
KLKB1	0.2335
HP	-0.9175
HDAC3	-0.40825
SCHIP1	1.424
CLCA1	0.206
OLFML2A	2.147
C1orf112	-2.1035
KIF19	1.7105
HAPLN4	-0.2607
CXCR7	3.49683333333333
GOT2	-1.2146
RAB38	-1.80025
DCX	1.78675
PPM1H	-1.23633333333333
NFYC	-0.0264166666666667
KIN	-0.239375
ZNF228	0.83075
PLSCR4	4.30816666666667
HIG2	0.4045
FAM79B	5.229
C21orf86	-0.8336
KCNK10	-0.22775
ZNF738	-1.72875
FSTL5	-1.3775
OR6A2	-1.353
OTOA	2.16266666666667
EXOC1	0.7995
AHRR	-4.144625
PDAP1	-1.92941666666667
C19orf6	-0.0695
ZAN	0.3005
LY6G6E	-0.017
EIF4E2	-1.017
C20orf198	-0.5025
ZNF324	0.04225
CYP3A5	-0.5585
ENTPD7	-0.497166666666667
MBOAT5	0.3765
GJB5	0.3255
TTC13	-0.48325
S100Z	-0.976166666666667
KIAA0664	-0.878
PDGFRB	2.4035
IL17D	1.937
OR56B4	0.3
RDX	-0.252333333333333
SLC34A3	-0.1555
IL28B	1.1455
JUND	2.09075
CHRNB1	0.101875
CAMK2B	0.777
FETUB	-2.54925
CXorf23	0.9735
MRTO4	-1.545625
TTC3	0.1854
NDUFB8	0.231333333333333
EDG2	0.504
SEMA3G	4.0545
IL23A	-2.2915
GRHL1	1.3288
LOC441054	-2.0805
WDR65	0.477
PSTK	-0.457
STOML3	0.5236
R3HDM2	0.1586
C5	-1.79125
SLC2A10	0.0986666666666667
C3orf22	0.14375
PAQR3	-0.961615384615384
ANKRD26	-0.955916666666667
HCRTR1	0.5415
LOC399947	-0.16225
PSD2	0.64275
TIGD2	-0.428666666666667
SCRN1	-1.3435
COQ10A	-0.1835
DDI2	-0.997
METTL7B	0.869166666666667
UCN2	0.3885
FAM92A3	0.4955
WDR16	0.2825
ZNF511	-0.158833333333333
ZMYM5	-0.963125
POLR3G	-2.7305
ZNF586	-0.371
C1orf49	0.199833333333333
TANK	0.982166666666667
RCAN1	1.12133333333333
PELI3	1.041
LIMD2	-0.566166666666667
TMEM189	-0.0605
NTN4	1.377625
LOC151300	0.2385
CLEC2A	-1.047
GPR135	-0.8425
DPYSL4	-3.8194
JAK2	0.704
TSHZ1	1.3005
TM9SF4	-0.24525
ZNF264	0.244
SIRPG	1.444625
BICD1	-0.69975
HERC6	0.683333333333333
METTL5	-0.551
CASP1	1.8305
PRRT1	-0.201166666666667
PLA2G4C	2.28483333333333
ICA1L	0.0731428571428571
TPTE2	0.0922
OTUD7A	0.0735
AQP11	0.00575000000000001
APOA2	-4.3566
KALRN	0.7278
SECTM1	0.4885
IFNAR1	0.4295
TALDO1	0.287
RAB11FIP4	-1.06808333333333
EIF5A	-1.2805
FAM49A	2.964
NEGR1	1.92783333333333
YTHDC2	-0.925
EHD2	2.181875
NCF1	2.6459
SCRT2	-0.123
HOXA5	1.66183333333333
NUP133	-0.0805
FGF12	0.6358125
SLMO2	-0.613125
SNTA1	1.094375
CACNG2	0.070125
GCM1	0.194125
ELF1	0.4525
TLR5	3.588
TCFL5	-0.894083333333333
RBMY2FP	-1.739
LOC100125556	-0.4905
FAM129B	-0.41175
MAP3K7IP1	-0.367625
NCK2	-0.083
OXA1L	-0.68
FMO9P	0.0665
ZSCAN12	0.01925
PSMD12	-0.432416666666667
HSCB	-0.45125
CLDN10	-1.589
MGC13053	-0.3365
HPCAL4	-1.012
ASZ1	-0.193
MEX3D	-0.283583333333333
NFAT5	-0.2889
CSPG4LYP1	-0.0906666666666667
FBXO3	0.9988
DVL1	-0.4725
CMKLR1	2.87966666666667
TYMS	-4.438625
PEF1	0.9015
ZNF750	0.868166666666667
MCM5	-1.5489
MEGF11	0.07975
KCNK7	-0.1325
PTP4A3	-0.195
C1QTNF2	0.806833333333333
OR6S1	-0.135
FAM122B	-2.0045
ZNF551	-0.845875
HBQ1	-0.01
GEMIN6	-0.73075
ARSK	0.26725
RBP7	4.55433333333333
CPNE9	0.18375
DSC1	1.2545
LOC730112	0.68075
MAP2K4	0.550125
HS3ST5	-2.209
EPB41L3	2.0035
TEKT2	-0.51475
CDKN2B	3.18591666666667
ZNF480	-0.56375
MAP3K6	0.8706
MAP6	3.31233333333333
HN1	-1.7454
OR2L13	-0.008
SLC16A11	0.5165
FAM96A	-1.23925
APOL1	0.68275
C5orf32	1.2065
RTP1	-0.459
RNF175	0.604125
ZBTB41	0.6455
AHCTF1	-0.9712
SAE2	-0.1875
ITGA2	-0.31225
MME	3.701
CCDC14	-1.68825
MAST4	1.70307142857143
KRT33B	-0.5145
KCTD2	-0.0741666666666666
WDR26	0.615416666666667
MFI2	0.78275
NR4A3	1.167125
ARSA	1.37825
UNKL	0.312666666666667
SULT6B1	-0.383
CCNA2	-4.25083333333333
SOX15	-0.8345
PPAPDC1B	-0.498
C19orf44	0.377
MCAT	-0.100166666666667
ARID1B	-0.085125
OR52N1	0.5725
C12orf48	-2.7625
MAGI1	0.525625
NIPA2	-0.82675
GBX2	-1.0105
RSHL3	0.8655
RAVER1	-0.560166666666667
C15orf17	0.59375
SLC30A2	0.831875
ZNF518	-0.016
PCYT1B	-1.31225
C10orf114	0.26175
EIF3H	-0.210666666666667
SLC25A39	-1.19816666666667
KIF1B	-0.08925
AMOTL2	2.36075
C6orf120	0.841285714285714
PSRC1	-3.022
PLA2G10	-0.1405
KIF5C	-0.179375
MRPL37	-1.042
C17orf62	-0.227
C9orf135	-1.29233333333333
DUSP10	0.8127
CLCNKB	0.0135
PSMA5	-0.8605
C8orf53	-0.49475
AMPD3	0.9435
PIAS1	-0.246
ADCYAP1R1	-0.2515
GYLTL1B	-0.98875
CDH20	0.792333333333333
FBXO7	0.16575
TMEM134	-0.00466666666666666
FLJ14213	0.885333333333333
ZNF3	-0.75925
LRRFIP1	0.225916666666667
CNOT2	0.1425
ABI3	2.698
ALDH5A1	0.337
HNT	3.6454
SERPINA4	-2.5825
TK2	2.19925
STMN1	-2.69633333333333
GUCA2A	0.00766666666666666
GALNT10	0.131714285714286
DPP6	0.40955
C9orf93	-0.663375
PRELID2	-0.822375
STK39	0.00874999999999999
SFTPA1	-1.81925
CKS2	-4.43611111111111
RHO	0.361714285714286
C20orf135	0.2675
XKR3	-2.7205
CR1	3.313375
RPS6KA2	1.52628571428571
C20orf112	-0.10175
MRPL22	-0.2945
C4orf23	0.391
GADD45B	1.538
KLHDC1	2.12983333333333
C2orf48	-5.0565
ZNF287	1.2625
DAAM2	1.66425
DPPA2	-2.78033333333333
TCTN3	0.258166666666667
DNAJB11	-0.85575
FPR1	4.35525
DEFB4	-0.181
PTCD2	-0.6769
SMOC2	5.80083333333333
CABP7	2.48775
SERPINB11	0.47025
MAGEF1	-0.132
NDE1	-0.986833333333333
ITGA10	0.0715
FSHB	0.367
ANXA2	1.514625
HORMAD2	2.15275
HLCS	-0.33125
MCF2L	1.42175
FH	-0.557625
TBC1D24	1.00225
KIAA1505	1.63075
LGALS2	0.368
CNBD1	-0.6045
SYNPO2L	-0.48475
PTPN23	0.1555
C1orf183	0.464
MAGEA8	-4.01475
DGCR8	-1.67475
GSR	-0.974
PAQR7	0.1885
ZNF676	-0.43075
CACNA1C	0.1606
SP7	1.277
PDCD6	-0.243
NRN1L	-0.8095
BRI3BP	-1.87525
KIAA1183	2.274
ASB4	0.56125
CCL23	3.0339
OBSL1	-0.876
SLC12A7	0.437416666666667
KIAA0240	1.495625
CD1B	-3.36483333333333
FCGR2A	2.243875
MDC1	-1.545
HTR1A	0.131666666666667
OCEL1	0.48575
ATP11B	-0.33775
FBXO34	-0.118333333333333
PCDH12	4.2465
RPE	-0.3495
C17orf74	0.913
CSDC2	0.569333333333333
PET112L	1.0615
TMBIM1	1.811125
P2RXL1	0.36775
TCHP	-1.1715
TRMT1	-0.757833333333333
F2RL2	-0.306166666666667
LRRC32	3.35783333333333
IMPG2	-0.3525
BGLAP	0.65225
LOC493869	-0.465166666666667
MRAS	4.18725
SLC35F5	0.48325
CBWD1	-0.1825
AXL	-0.864375
ATP2C2	-0.2695
TELO2	-0.96525
PNPLA3	-0.80625
PCDHB14	1.6865
CD276	-0.14075
KRT80	-1.4225
DUSP28	-0.3875
CSNK1E	-0.583666666666667
SRP14	1.27
KCNQ4	1.414
KRT72	-0.325333333333333
CCDC117	-0.156875
C6orf89	0.545055555555556
TUBB2B	-1.14366666666667
RTN4IP1	-0.82975
CR1L	-1.50033333333333
CEND1	0.649875
C12orf41	-0.739166666666667
RNF31	-0.32575
UBN1	-0.145833333333333
C17orf32	0.042875
SLC5A7	0.991
GPR92	0.199833333333333
ESAM	3.1977
CTNNA1	0.3985
HRBL	-0.2019
CBX4	-1.47275
TMEM182	1.5575
SH3TC2	0.579833333333333
IL10	1.57633333333333
PXMP4	-0.011
RNF167	-0.0623
PAK7	2.86683333333333
ETV3	-1.1605
ATPIF1	-0.7155
LOC554207	-0.203
OR8H1	-0.965
WDFY3	1.19775
DPM1	-0.73125
GPSM1	-0.813
WDR92	-0.3462
LRP1	1.5275
ANKH	0.05775
THUMPD3	-0.96725
POLR1B	-1.32825
OLFM4	3.93133333333333
RAD9B	-0.02875
TSPY2	-4.1305
PAX6	-1.09866666666667
SCG2	-2.5965
SLC17A6	-0.34525
FMO3	4.771875
PADI4	0.19425
TUBB4	-0.3686
NLK	-0.8965
POU4F3	-0.0735
SDF4	-0.02475
ITGBL1	2.11883333333333
NETO1	-2.579125
TAP2	-0.00887500000000006
ABBA-1	-0.564666666666667
GNAI1	2.64025
VPS4B	0.7715
NOPE	0.2086
GALNT6	0.375333333333333
SESN1	2.283875
GBE1	0.629
CLASP1	0.19525
RASGEF1B	1.20375
ACOT11	0.141285714285714
AFAP1	1.575
OR2H2	0.516
DPY19L2P1	-0.83425
DZIP1	-1.22375
SEC22C	-0.0606666666666667
GPR161	-0.55775
RNF146	0.9735
WDR74	-1.29775
GALP	-0.358
PURA	0.85775
DNPEP	0.105583333333333
RP11-78J21.1	-0.91225
ERBB2	1.032125
FANCM	-1.24291666666667
NEO1	0.761
DDX3Y	-5.0683
RPS3A	-0.2665
MXRA7	1.66228571428571
LGALS3	1.00716666666667
GLT8D1	0.11225
CFL2	0.813166666666667
UPB1	0.5785
NAP1L5	0.96
CLDN14	-2.68225
DHX38	-0.71575
BTBD1	0.4715
TARS2	-1.1455
ABCF1	-0.1525
FCF1	-0.176333333333333
LRRC49	-0.0585
GUCY1B2	-2.064
C1orf177	0.536
SMARCA4	-1.00407142857143
LRP8	-3.5125
TAGLN3	-1.52625
MRPL14	-1.3335
TTRAP	-0.019
ZDHHC20	-0.194
NFE2L3	-2.032
KIAA1377	2.120875
PALMD	4.3689
TMEM43	0.53525
TTL	-1.51225
STAT5B	-0.8255
SSB	-0.2695
OR10H5	-0.5655
SLC22A13	-1.49425
AKAP3	-0.396
TIMM23	-0.0751666666666667
OAS2	1.25558333333333
KIAA0423	0.94275
TRIM11	-0.580166666666667
GLIS3	0.67625
TMEM50B	1.088
ARHGEF4	0.762625
DEGS1	0.540545454545454
TBL1XR1	0.838666666666667
G6PD	-1.52
SP140	0.2916
MUC17	0.404928571428571
NUDC	-0.4431
DNAJC5B	1.493
SCARA3	-0.0805
CPA3	6.08416666666667
BCAT2	-0.438125
MFN1	-0.4389
NRG3	0.4655
SNX11	0.77325
PLEKHH1	-0.811166666666667
GPR177	0.748666666666667
HCFC2	0.94125
TCAP	-0.037
MOCOS	-3.107
C14orf93	-0.50025
PRDM10	-0.537666666666667
SLC16A4	0.535666666666667
SRGAP1	0.053
VIP	2.25075
DUSP27	1.90833333333333
LILRA1	1.4415
MC2R	0.6935
MGC24103	-0.85075
MBTD1	-2.7865
FUT11	-0.570166666666667
USP33	1.2427
C15orf39	-0.9145
MAP3K12	0.109125
PAAF1	-1.167
BARHL1	-0.0585
FLJ16165	-1.0795
PIWIL2	-1.78425
SYNE1	1.29683333333333
CMTM4	-0.114375
TSPYL1	1.2318
GUF1	-0.755833333333333
TMEM157	1.1665
WDR44	0.4925
HIST1H3C	-0.27325
DKFZp666G057	2.2255
RNPEP	-0.49475
GAS2L2	2.8545
ADH4	-1.95325
GRPR	2.066
FBXL17	-0.3815
ZBTB10	0.278416666666667
Gcom1	1.95455555555556
HTRA1	2.2521
ZNF585A	0.443
SLC26A2	0.173642857142857
OTOP3	0.414166666666667
WISP1	0.435333333333333
ATP2B4	1.317
FLJ10769	0.57025
CRAMP1L	-0.525
CHST12	-0.311
RAB22A	0.2165
TARDBP	-0.275857142857143
STAU1	-0.25325
CRB3	0.255166666666667
MIG7	-1.164
CHMP1A	-0.354333333333333
ZNF160	-0.05875
B3GALT6	-0.29925
BARX1	-2.39283333333333
C6orf167	-2.3511875
NXNL1	-0.2205
DHX29	0.107625
HADHB	0.66025
PLXNB2	0.428625
ILDR1	-1.274
SLC15A3	3.00475
GAS2	-2.17616666666667
C20orf69	-0.44225
NUMB	0.218
TNIP1	1.545125
MESP1	2.082
PSKH1	0.11875
NSFL1C	0.095375
RHOG	0.5495
HEY1	0.0546666666666667
KNG1	-2.02075
ITGAX	1.517
LIN9	-1.52533333333333
CANT1	-0.291625
XRN1	0.180142857142857
CCDC96	0.8916
HEATR6	-1.70166666666667
GNG7	0.998166666666667
RUNX2	0.051625
SOX1	0.068
FCRL5	0.153
ZNF99	-0.245
FAM9A	-0.9175
SNX22	-0.000500000000000002
MBNL3	-0.945166666666667
ODC1	-1.9163
ADORA2B	-1.924
NR2F6	-0.70525
ZFYVE16	-0.053
SYNJ2BP	0.5501
POLE	-1.346875
E2F2	-2.385375
THRA	1.38683333333333
PTGES2	-1.0385
HIP1R	0.1165
TMUB1	-1.20183333333333
ENO3	-2.371
RSPH10B	0.586
CXorf39	-0.032125
IRGC	0.17275
GPR109B	4.3965
FLJ13305	-1.767
LCE3A	1.2355
TNFRSF18	-2.01
DET1	0.4745
TRPM3	0.472833333333333
C16orf79	-2.139
FECH	-0.225166666666667
RAP2A	0.877666666666667
CRIP1	2.62666666666667
AZIN1	-0.7275
SLC7A7	3.488
IL10RA	1.641
TMEM64	-0.209
CDC42EP4	1.5231
C16orf58	-0.6996
ARG2	-3.21
POU5F1P4	-4.89075
FAM62B	-0.0115
DNAH8	-2.5256
ASH2L	-0.01925
TSLP	0.173166666666667
CNTNAP5	-0.879666666666667
TMEM16C	4.20675
IFNA14	0.849
SLC1A3	2.554875
CABYR	-0.2565
BCL7B	0.435
NUDT13	-0.649
C13orf28	1.0575
C1orf53	-0.07925
ARL6IP4	0.4959
RPL35A	-0.04025
EMR3	1.519
RAB40C	-0.330333333333333
SLC41A1	0.0106666666666666
LRCH1	-0.121
LY6G5B	-1.232
FAM124A	0.519
MGC10981	-4.3705
CLIP3	1.277
MAP4K2	-0.708
CHIC1	0.8345
SULF1	2.70683333333333
C20orf30	0.721
PRDM5	-0.000624999999999952
ELOVL1	0.15925
C11orf48	-1.040625
SLC39A10	-0.34425
KCNV1	0.84425
ACP1	-1.03916666666667
ZMYM2	-0.659875
B3GNT6	0.143333333333333
C9orf69	-0.2295
C2orf15	-0.5835
C20orf166	0.53
HSP90AA6P	-0.986
EDG7	-1.4055
NEURL	-1.88725
LPL	7.12716666666667
CLEC2D	-0.564714285714286
GRRP1	2.81733333333333
CD8B	-3.191
HIST1H3D	-2.46783333333333
SLC6A12	0.331625
FAM27L	-0.585
CD84	2.0583
RASA1	0.2625
PHKG1	0.739
MAGEA11	-1.569
IMPA1	-0.3348
NPM3	-2.058
RARRES1	4.681
SH3BP1	-0.709125
B3GNTL1	-0.621
ARPC5L	-0.578833333333333
KLHL26	0.17275
SIM2	-2.554
GJC1	0.107
C20orf194	1.45775
EXO1	-4.54225
SLC2A2	-3.85766666666667
LOC285074	-0.378
LRG1	-0.771
KIRREL	-0.554
PIK3R1	3.22807142857143
C4orf34	0.6285
MAF	1.662
ADCY4	4.59133333333333
ZMIZ2	0.1823
SLC46A3	2.92916666666667
STAMBP	-0.342833333333333
CCDC16	0.36125
MS4A12	-0.6575
TCF20	-0.42325
LRRC46	0.0785
C20orf152	0.3065
MRPS6	0.116875
ABCB11	0.283
KCNC2	1.02233333333333
CDH19	-1.06016666666667
C9orf123	0.955
SSH3	0.096875
LDLRAD1	-2.683
CCBE1	0.165
ZNF135	1.26725
TAAR1	-0.669
WFDC12	0.3395
CCDC42	0.444
FLJ12529	-0.35575
PER1	0.8785
TIMM50	-0.6925
SMARCAD1	-0.169
FAM26C	-0.6675
TP53TG3	-2.66616666666667
SH3RF1	0.9964
LMCD1	3.14975
GPR63	-0.818
FLJ21986	0.946
AIFM3	-0.166
MICAL1	-0.8975
BLZF1	0.509333333333333
IQCA	1.89316666666667
PCDHGC3	-0.1225
SAC	0.445
BCL6B	2.94233333333333
DDO	0.935
MARCO	4.59475
DCHS1	2.06483333333333
C1orf170	0.369
CD200R1	3.2775
C22orf15	-0.431
SEPT11	0.630666666666667
ADNP	-0.4055
UST	1.0326
C13orf34	-1.763
RFFL	0.263357142857143
APBA3	-0.3965
C2orf60	-1.10525
CUTL1	-0.1347
PMS1	-1.031
ZNF689	0.078
EIF3E	-0.564833333333333
IL9	0.2265
RPL31	-0.03125
LY9	0.238666666666667
ATP2B3	0.11475
KDELR2	0.20575
TFCP2	0.37425
NLRP12	0.621875
FLJ45422	-1.02925
TLE4	0.5378
ZNF570	0.231
FLJ43806	-0.617
TLK2	-0.6015
CIR	0.83525
MARS2	-0.844
COL24A1	0.2625
SDF2L1	-1.0505
HIBADH	0.914333333333333
IGFBP3	-1.40792857142857
C12orf23	0.610375
PSPC1	-0.66825
C20orf43	0.44475
TRAV20	0.8365
ARHGAP24	2.468125
KIAA1975	-0.72075
C1QA	3.6918
DNTT	-4.77283333333333
C10orf6	-0.368416666666667
C11orf41	-1.769375
HNRPF	-0.297125
COL11A1	0.774833333333333
UBAP2	-0.729166666666667
CDKN2AIPNL	-1.7805
C20orf174	3.115
SPRED2	0.22475
PLA2G12A	-0.1325
ICEBERG	-0.0233333333333333
SCN10A	-0.00600000000000001
C11orf65	0.21025
GBP5	3.1345
PITPNC1	-0.559833333333333
POU3F3	0.121
NCOA7	0.764875
LIN7C	0.1439
LOC348840	-0.103
NKX2-2	-4.153
ANKRD13D	-0.825875
LOC123688	0.484
FUT2	0.618166666666667
TAAR8	0.427
FZD4	2.45358333333333
PNMA3	1.14666666666667
OR4L1	-0.817
WIT1	-3.1115
EXOC3L	1.65175
ATPBD4	0.00539999999999997
KRBA1	-0.826
UBXD6	0.12375
HOXB7	0.204142857142857
C7orf23	-0.169
UNQ338	4.17125
STAB2	4.00125
CDC20B	0.09825
IRF9	1.7395
CENTG1	0.33
TNPO2	-1.169
MCPH1	0.12675
BMS1P5	-1.74125
SLC26A7	2.796
HIST1H3J	-0.74025
C9orf3	0.4677
LBH	1.102375
MYO1D	-0.169625
PTDSS2	0.08675
NFU1	1.46225
DEPDC4	-1.9525
WNT7B	-1.1379
GLP2R	0.146666666666667
SETD4	-0.6483
DYNLT3	0.0364
FKBP11	-0.894166666666667
SESTD1	1.27433333333333
FLII	0.6765
RPS16	-0.3244
CHPF	-1.15416666666667
CSNK2A1	-0.761166666666667
SUMO1P1	-0.2175
FKBP6	-1.5995
ZNF214	1.01633333333333
TWIST1	1.99883333333333
DDX56	-1.781
TRAM1L1	1.9776
EPO	-2.74433333333333
MRPS18B	-0.1665
ZNF682	-0.585833333333333
RPL14	-0.428166666666667
MAFF	0.42075
LOC51136	0.151875
LY96	1.765
DDX20	-0.72575
ABTB1	1.22733333333333
ARL5A	0.3959
CCT6A	-1.52575
HEPACAM	1.83716666666667
EHHADH	1.79733333333333
RBAK	-0.77
CGB1	3.2565
ITGB5	1.0059
YIPF3	0.2475
FKBP2	0.1605
NR1D1	0.6322
TMEM110	0.129
NEK2	-4.35883333333333
PRAMEF8	-3.342
C20orf52	-0.434666666666667
PCDHGA3	-0.5795
VWA3B	0.27275
NDUFA5	-0.0135
THAP9	-0.35725
FLVCR2	0.0761666666666667
AP1S1	-2.479125
SMAD6	0.25225
SAV1	1.122375
SAT1	1.60725
ZNF251	0.148125
ADAMTS7	-0.1022
RPP38	-0.4895
C1orf211	-0.936
YPEL2	1.6974
RBMS1	1.37325
ZNF445	-0.883
NRXN2	0.810333333333333
PGBD4	-0.345625
UGT2B28	-0.79525
WBSCR16	-0.811
NLRC3	0.371625
ASTL	-0.0265
ST6GALNAC1	-0.97075
ZADH2	-0.033625
MLLT4	0.336333333333333
ARL6	0.131166666666667
MEF2C	1.99275
CBFA2T3	-0.3835
AFF3	0.754071428571429
COG7	-0.427833333333333
MYB	-1.1845
PLXNA3	0.1005
XRCC2	-2.81416666666667
MMS19	-0.84975
ST8SIA5	-1.073
CHPT1	0.662666666666667
KIAA1712	-1.023375
OR6X1	0.391
ACTR3	-0.046
UGCG	-0.104666666666667
OR4P4	-0.5825
ZAP70	-3.1555
LPP	1.611875
ZNF485	-0.99375
PTPRCAP	-0.03475
IL12RB1	0.10225
ATRX	0.4576
CHST8	0.420375
C14orf109	0.23325
ARV1	0.02075
NMB	3.49657142857143
COX5A	-0.6585
EIF6	-0.95075
MPPED2	1.30733333333333
SEMG1	-1.301
CHRDL1	4.34
TRAF3IP2	0.923
WNK2	0.8765
LILRA4	1.83083333333333
LAMA2	5.8775
PXT1	0.546
RLBP1	-3.229
CD300C	1.32925
SLTM	0.00337500000000001
FLJ10404	-0.568625
APOBEC3D	-3.90366666666667
RENBP	1.6865
ATXN7L1	0.194375
NID1	1.762
TUBGCP3	-0.4235
ITIH5	4.45683333333333
CCDC110	1.24775
C8A	-3.47675
MGC87042	1.1685
HOXC13	-2.379
TFDP2	-0.6815
HCP5	1.649125
POLI	0.9895
UCN	-2.1665
ZNF764	0.034
C8orf45	0.759
FHL3	-0.36125
SPATA5L1	-0.99625
MMRN2	4.1135
NDST1	0.661
COL20A1	-0.4485
ZNF248	-0.464666666666667
PELP1	-0.648833333333333
MBL2	-4.27633333333333
RNF41	0.419625
C5orf24	0.29
THOC5	-0.80875
SERINC3	0.764833333333333
RP11-151A6.2	0.96475
CDCP2	-0.597
HIST1H2AA	0.4285
C11orf75	0.2585
FKBP7	-0.00275
DDOST	-0.72925
GPNMB	1.70433333333333
TTF2	-1.947
KCNT1	0.355666666666667
SLC39A14	-1.264125
NGRN	0.1946
GPR137B	2.0455
MECP2	0.305125
PSMA1	-0.3545
C16orf73	-5.62275
TMEM60	-0.186666666666667
CSN3	0.7725
NOS1	0.356166666666667
RAB7L1	0.799666666666667
YBX2	0.2665
KIAA1166	-0.186
FUBP3	0.0835
ABCG1	1.05
ACACA	-0.4255
ARL11	0.5948
ATOH1	-0.8295
ODF1	1.00033333333333
CREB3L3	-0.181166666666667
TMEM127	1.59692857142857
DSCAML1	0.04825
PLN	4.48883333333333
LYPLA1	-1.38125
PRDM9	-1.81475
SASP	0.82575
PLUNC	-0.1196
INTU	0.7435
HISPPD1	-0.27775
LNPEP	0.663333333333333
YARS2	-0.630333333333333
APCDD1L	-1.4625
ZCCHC4	-0.3091
FBXO22	-0.905333333333333
TTLL13	-0.138
ZNF669	-1.36316666666667
PTGDR	3.07975
DDX27	-0.8615
KIAA0409	-0.375
GJB6	0.88625
ASB8	0.73025
PLP2	-0.3035
MEPE	1.5845
OR10J5	-0.5945
KRT222P	3.6785
COQ7	-0.2205
C1orf101	1.61725
RERG	2.7927
CHMP5	0.093125
THAP11	-0.2725
ZNF43	-0.2665
ZRANB3	-0.772166666666667
KRT13	2.096875
MRPL19	-0.338875
RBBP9	-0.418375
SPATA17	-0.066
BXDC5	-0.142166666666667
PAFAH1B1	-0.2485
MAGEE1	-0.1205
OSTF1	0.54375
KIAA0323	-0.203416666666667
TXNDC13	0.1565
CNTN4	2.716875
LCE1B	0.5145
UNQ501	0.4315
ZNF154	-0.05775
C3orf64	1.75325
SYT5	0.4948
PON1	0.526
FLJ10357	1.708625
ATP4A	-1.199
GNPDA1	-0.792333333333333
MGAT1	1.463
C14orf121	0.07275
SLC35B2	-0.7215
MIER3	0.430833333333333
CHEK1	-5.196375
ZNF8	-0.8045
TXNDC1	-0.392333333333333
CKB	-0.8786
RTN3	1.30042857142857
FZD2	-1.654
PART1	0.272625
PSMB6	-0.08875
PCDHB8	-0.6755
PHC3	-0.4275
PPP1R8	-1.0755
NOVA2	2.3875
TNFRSF11B	-1.86475
GOLPH3	0.698
UBLCP1	0.1285
SUHW3	-1.15575
TTLL1	1.22575
OPN4	0.059
OR13G1	-0.1235
ZPBP2	0.0781666666666667
HSD17B11	0.271125
C9orf50	-0.298
DHDDS	1.42778571428571
CTSW	1.4459
NEFM	-2.107
MRPL28	-0.8855
SYN1	-0.0513333333333333
PIGV	0.413833333333333
ZIM2	-1.266
APBB1	0.608333333333333
SND1	-0.6385
C1orf123	0.912333333333333
CHD3	-0.67125
BHLHB8	0.199
RNASE2	0.393166666666667
BCAP31	1.040625
SLC25A44	0.203166666666667
CHD6	-0.5857
PIB5PA	0.784153846153846
SELS	0.47525
LOC541471	-0.2885
FAT2	2.3075
ZNF81	-0.3325
OR4C16	-0.157
FLJ10081	-0.124
LRRC4	2.62575
CS	0.3205
N4BP2	-0.919875
IGFBP7	3.2115
ZNF318	-0.363166666666667
NDNL2	0.701375
ZNF609	0.13225
SIRT4	0.661
EXOSC10	-0.45925
ECE2	-0.146416666666667
OVGP1	-0.39975
GTPBP3	-1.67425
PACS2	0.6964
C19orf36	-0.224166666666667
ARL4C	-1.259
ATG4B	-0.607625
UBQLNL	1.353
RHOXF2B	-4.673
PLEKHG2	-0.1865
GALR1	0.054
AQP4	0.731166666666667
HDAC7A	0.347166666666667
DCUN1D3	2.05775
OR8A1	0.0625
CCRN4L	-0.537625
CBR4	-0.807666666666667
KIFC1	-4.28066666666667
SLC7A14	-1.49566666666667
LHX5	-0.315
TRPC7	0.778
LPXN	-0.602
SERPINA1	-2.088625
RPS13	-0.3887
BPIL3	-0.5535
PRKAA1	-1.0865
FADS2	0.4666
ENAH	-0.1040625
PRO1768	1.238
APBA2BP	-1.12
LIPH	1.13916666666667
C3orf33	-0.32875
RCC2	-1.15842857142857
ALDH1A2	-2.0423
RNF103	1.5125
AHCY	-1.64675
ALG12	0.2605
CCL17	0.1255
ZNF543	0.401166666666667
ESRRG	1.1992
CNGA1	2.407
RDH5	3.8215
OTX1	-1.8453
PTGFR	0.595166666666667
CDR2	-0.46125
SELE	4.6785
NLGN2	-1.03016666666667
EXOSC9	-1.313
ZNF566	0.115833333333333
KLRC2	-3.5685
GPR12	0.8
KIAA0196	0.21175
PDRG1	-0.84875
SSR3	-0.761214285714286
MSI1	-0.7315
CST9	-0.143
CC2D1A	-0.331875
PLAGL1	1.24044444444444
ZNF778	-0.488
RNF2	0.260875
KLF6	2.07466666666667
THBD	3.3925
tcag7.1314	1.1085
NR5A1	-0.683666666666667
ABCD2	4.93875
DNAJC7	-2.0855
CLEC4C	0.0305
TM2D3	0.790625
CCDC4	-1.3115
PLAC2	-2.6595
DCD	4.724
FAAH	1.093125
POLA1	-0.859333333333333
TM7SF2	0.66975
FLJ39822	-0.026
FLOT2	0.075875
