Hybridization REF	TCGA-AR-A1AQ-01A-11R-A12P-07
C20orf144	0.116
FGFR1OP2	0.113166666666667
SLC9A1	0.2737
CHRND	0.306
FOXF1	-2.7005
KIAA1467	-0.43
TPO	-0.539
LTF	3.98657142857143
DNAJB9	0.7945
MRPS27	-0.89125
bA16L21.2.1	-0.6545
WBP2	0.5835
MRGPRX3	-2.08166666666667
PRPF18	1.9505
C10orf58	2.68325
SMOC1	-0.7734
ADAT3	-0.097
TMEM138	0.19525
TMEM131	0.107375
TIMM8B	0.413
MYH7	0.156166666666667
ST6GAL2	1.814375
KIF1C	0.208
SUHW2	-1.3875
PAPSS1	1.85
CABP2	-0.1495
HOXA4	-2.77075
ELF2	-0.1745
SEMA3D	0.0333
MC5R	0.4395
OGFR	-0.0615
FLJ30092	-0.656166666666667
TGFA	0.517
MMP17	-0.3695
KIF15	-0.9605
CHIA	1.82725
CATSPER3	-0.64875
CEACAM7	-0.0558333333333334
PADI2	3.23
HOXA9	-0.504166666666667
LNX2	-0.0296666666666666
TMEM144	0.96525
HIF1AN	0.03325
METTL7A	-0.6837
C6orf165	1.958
KIAA1468	0.924
DSG3	-0.041
ZNF180	0.299166666666667
EIF4E3	1.1835
SLC46A1	0.266875
DKK1	-3.83633333333333
ZNF205	0.284
LOC162073	-0.375055555555556
COX7A1	3.995
MAGEA1	-5.50383333333333
NEDD8	-0.286166666666667
KLHDC5	0.325166666666667
C3orf19	-0.312
MRPS2	-1.1045
POLR3H	0.438428571428571
ABHD11	0.6584
TMEM17	1.24025
PAIP2B	-0.7351
MAT1A	-3.65025
LGI3	0.34675
THUMPD2	0.466
TKTL2	-0.34
XAGE3	-1.52983333333333
CALM3	0.681666666666667
C6orf136	-0.617333333333333
KCNC4	0.351333333333333
RGS9	0.516333333333333
ACIN1	-0.707333333333333
SPATS1	-0.177
XKR8	0.1915
FAM84A	2.97733333333333
MS4A7	4.64318181818182
AGXT2L2	-0.27975
OR1F1	0.3415
SMAP1L	-0.0934166666666666
IPO11	-0.35825
ZC3H11A	-0.5025
C1orf151	0.011625
RNASEH2A	-0.5805
CCR10	-0.937
TXNDC11	0.919916666666666
TMEM112	0.503375
MAP1B	-0.359785714285714
NVL	0.08925
PKM2	-1.00235
ARC	-0.94525
NUP54	-0.6745
PPFIBP2	1.75466666666667
STAT2	1.243625
PTAFR	2.92133333333333
ROBO2	0.83025
RNF40	-0.3485
CCDC135	-0.364833333333333
IFT81	-0.1312
MORF4	-0.2205
TM7SF3	0.0705
OR10H3	-0.3415
ABP1	0.12725
CHRD	-0.041125
PLEKHA8	-0.872333333333333
NCALD	1.67766666666667
OR5AK2	0.5975
ACCN1	0.129833333333333
SLITRK1	-0.53375
ARMET	0.945
C9orf52	1.2185
REEP4	0.82375
MTSS1	0.781625
ADH1B	-0.0921666666666666
DLD	-0.37075
CDK5	0.0475
PPFIA1	0.4919375
WFDC3	1.0365
DNAJB12	0.2545
RANGRF	-0.2065
MLANA	-5.3925
AMY2B	1.562
KIAA0319	-1.8635
RPS7	-0.1
JAK3	0.2132
ARFGEF1	0.52775
CXCL5	1.60591666666667
TRAPPC4	-0.566
CETN2	0.5395
HSPC111	0.05575
RHOBTB3	-2.634
PHLPP	-0.0285
RGS10	1.26925
TMEM58	-0.64925
CHERP	0.01725
HSP90AB3P	1.12216666666667
FSTL3	-1.46516666666667
PEX11A	0.4605
OR5V1	0.77
FCN3	2.93825
PTPN3	-0.788125
NPTX1	-5.44425
C21orf84	-0.72525
C11orf51	0.186375
ZBED2	4.90125
FLJ90757	0.5695
NPY2R	0.405
PLD3	1.61075
SYT17	-0.876166666666667
SGSM2	-1.1215
OR1A2	0.43925
FOXP1	-0.372375
SLC5A1	2.96725
POFUT1	-0.7167
EPHB6	0.523833333333333
MYO1G	-0.08925
STAC	1.8985
KLHL17	-0.564166666666667
RGMA	1.6646
TJP2	-0.9712
FAM114A1	0.0188333333333333
SERINC1	0.331
SLC9A8	0.124625
PEX19	0.1555
EDN2	3.502
PSMD7	-0.995222222222222
C3orf41	-2.8055
UQCR	-0.65175
PPP1R3C	-3.63525
LRP4	-2.15783333333333
TM2D1	-0.23725
TTC17	0.7955
C4BPB	-4.5225
CCL25	0.6655
ZNF253	0.388
CHRNA9	-3.48875
SOX11	3.10025
HIVEP3	0.7015
CGN	1.762
C3orf35	-0.46825
PKD2L1	3.64525
SYVN1	0.493875
PDE8B	-1.60775
LOC439951	-0.342
LTC4S	1.48066666666667
MIF4GD	-0.588333333333333
SMARCA2	1.4586875
TUBGCP6	-0.517666666666667
CABLES1	-0.25175
C16orf77	1.817
ZNF791	0.335
FUT5	0.62
ADH6	-2.06516666666667
P4HB	0.7005
CLDND2	-1.47975
ALKBH8	-0.2965
PLAC4	-1.90075
F11R	0.113142857142857
MGC35295	0.165666666666667
PDZD4	-0.191
LOC389073	-0.0445
FAM80B	-0.454333333333333
PSMB1	-0.026625
TXN	-0.779166666666667
VIPR1	0.5054
WBSCR18	-0.2032
EXOSC6	-1.1515
ACTA2	3.61
SP5	-4.02633333333333
ANKRD1	-3.705
DDR1	0.2699
ATP6V1D	-0.1135
PTGS1	-1.12158333333333
RNF157	-1.46725
DCC	0.46575
SPAG7	0.483
FBXO18	1.87175
UBE3C	0.0828
HOXC6	0.149
LRP2BP	-1.1716
MYST2	-0.1935
PDSS2	-1.131
ATE1	-0.54525
ARAF	0.275
KLF10	-0.622
PLA2G2E	0.03175
ASCL1	-1.04716666666667
TSNAXIP1	0.186
FAM131B	-0.494125
IFNA10	0.1765
NUP43	-0.865125
FAM44B	-0.161625
L1TD1	-5.9115
NMD3	-0.6425
C18orf54	0.0799
PHOSPHO1	-0.683
RAG2	-1.923
EMILIN3	-0.17
METTL3	-0.58275
VPS13C	-0.79425
REXO2	-0.033
ANXA4	0.413
CA1	-1.08875
DCP1B	0.3175
TULP3	0.0481666666666666
ATP2A2	-0.177428571428571
ATIC	0.05275
ADAM15	0.98875
NPL	2.2355
LGR4	0.237125
UEVLD	0.591166666666667
GAB1	0.52825
SNAI2	-0.478166666666667
ZGPAT	0.4649
SNF1LK	0.20325
DLEU1	-1.01125
UBE2Q1	1.338
ZMYM6	0.60975
JPH3	-1.91533333333333
FAM38A	-0.246
PXK	-0.886666666666667
DENND2D	1.77875
BAX	0.255916666666667
CP	-4.13163636363636
RPL37	-0.9062
G6PC3	-0.306625
NCOA4	-0.291
LRRC14	0.4995
GORASP1	0.40675
FCHO2	0.2695
CYP24A1	-3.1086
FXYD3	1.136625
SMARCAL1	0.42375
ABCB8	0.2445
CCDC44	-0.497
PRDM7	-3.319
USH1C	-0.9575
DNAH5	-0.231166666666667
SRF	1.27475
MAL2	1.89466666666667
PGPEP1	-0.840916666666667
SIN3B	-0.05925
SEMA3C	-0.729833333333333
GRAMD3	1.19933333333333
FBXO10	0.0225
OR5D13	0.499
FLJ31818	-0.202125
CACNA1I	0.444625
S100A13	-0.384
TP63	0.409785714285714
ANXA11	1.0052
WDR66	-0.007
CSF2RB	1.5765
IFI44	3.135
DACT1	1.59766666666667
ANKRD23	-1.205375
ATP5G1	-0.632833333333333
C21orf70	0.0653333333333333
PPWD1	-1.38525
DNAJC13	-0.716
PAH	-5.803
PTCH2	0.346
TRMU	-0.48775
CCDC9	0.9865
USP3	-0.6192
DCLRE1C	2.102
FAM55C	0.2575
FRMD4B	1.0865
CYP2R1	-0.23375
RFPL1	-0.6742
XPO5	0.60275
ARL6IP2	1.0515
OSBPL5	1.01425
MMP9	4.05227272727273
KIAA0802	-1.72475
DHRS2	-4.179
SGEF	-0.13825
TXNDC10	1.2706
EXOC6	0.07525
RPS27	0.789
PNCK	-1.32283333333333
FSTL1	-1.195
AACS	-0.14625
SLMAP	-0.212666666666667
SAMD4A	-0.6237
ABRA	0.00700000000000001
SMARCD3	1.04175
PKNOX2	-3.753
A4GNT	-0.27
C9orf39	0.541833333333333
RALYL	0.75175
MGC33556	-2.3355
C10orf25	-0.3155
BBOX1	5.5045
NHEDC1	-0.26725
XDH	2.4945
GCSH	-1.1155
EDN1	0.0578333333333333
MTERF	0.19675
CLK4	0.579875
ZNF799	-0.061
KCNG1	0.20425
CXCR4	2.09483333333333
PTPRR	-0.16175
IRAK1	-0.15325
LOC401397	0.304
TMSB10	1.57757142857143
CXCL3	-1.8709
TMC4	-0.51
OR7A10	-0.306
STYK1	3.079
CHRNA10	-0.13725
CCNI	-0.29625
EP300	0.222714285714286
LOC165186	0.7785
HIC2	-3.1095
SDR-O	0.8335
OR2W1	0.063
KCNA6	-0.411
TRIM74	-2.07925
REEP6	-2.6525
ATP5G2	-0.42075
ERG	-0.08175
TMEM42	-0.44025
PARN	-0.208333333333333
SOD2	1.1790625
DIRAS1	0.537666666666667
PNPT1	-0.39875
JOSD3	0.1895
hCG_40738	0.268
PDE1C	-1.5985
SEMA4D	1.1145
AGPAT1	-0.235833333333333
NOSTRIN	-1.02075
MAP3K3	-0.551333333333333
MAX	0.614571428571429
CAPS	0.29
SERPINA12	0.004
OSBPL8	-1.308875
RICS	0.9415
NR4A2	0.162166666666667
PPCS	0.781166666666667
LONP1	0.09125
SCYL3	0.8715
HERC2P2	-1.22116666666667
FIBCD1	0.1615
C15orf41	0.05375
DMC1	-0.2205
C20orf27	0.45725
RPS6KA5	-0.6744
FAHD1	-1.4085
SLC12A4	-0.55775
BRCA1	-1.28608333333333
GBL	-0.08325
SLK	-0.237166666666667
NUDT9P1	-0.8105
NOXO1	0.808
USP52	-1.4055
BAZ1B	0.0775
SLCO2B1	3.12
BBS12	0.604666666666667
LRGUK	-0.490833333333333
TERF2IP	-0.4
COL1A1	4.1
KIAA0090	0.702125
GRK5	-0.081
AP1S2	-0.7691
TMEM52	1.66766666666667
CA11	-0.340375
OR4A15	0.223333333333333
ACBD3	0.3506
SPAG11B	0.0877142857142857
PRDM2	1.0365
FOXP3	1.0265
SMYD3	-0.5658
LOC389199	-0.329
LGI2	1.94983333333333
NAPE-PLD	-0.1099
ANKRD6	0.2295
WDR45	0.410833333333333
SHROOM1	-2.06325
PSCD3	-0.1725
PYY	1.2235
KCNC1	-0.462
ARHGEF9	0.5545
OR8J1	1.233
GPR55	0.472166666666667
NS3BP	-0.512
C10orf22	0.170166666666667
NAT8L	-1.9605
DUSP4	-0.674
FOXM1	-0.0913333333333334
GRAMD2	1.6889
ZBTB48	0.175833333333333
BUD31	0.468
PABPC5	0.1795
CCDC41	-1.52875
FBXO11	0.667583333333333
C6orf148	0.6505
RFXAP	0.59675
C6orf15	3.332
CDK8	0.660166666666667
C6orf70	-0.125625
TESSP2	1.0505
ALG2	-0.36425
PPP1R3D	1.30325
TPM3	0.955222222222222
SYT13	0.687
EPB42	-0.929833333333333
CETN3	-1.26925
PRY	-0.374
NTHL1	-0.501166666666667
POLR2B	0.1575
RPS28	0.251583333333333
P2RX3	0.50175
LYZL4	0.545
WBP4	0.378
PMM1	0.094
C11orf79	0.4225
CBLL1	0.0265
IL1F10	0.3875
VAX2	1.6505
SETDB1	0.852666666666667
LRAP	0.342666666666667
GCLM	0.612333333333333
CPEB3	1.126
PPM1A	-0.1724375
INTS1	-0.69075
CAMTA1	1.34508333333333
SAMSN1	-0.4265
LOC158830	-0.992333333333333
GMPPA	0.91475
AIPL1	0.741
IL24	0.290333333333333
BDKRB1	-2.73133333333333
MLF1	1.5278
TAF12	0.20425
ID1	-2.751375
THADA	0.547375
PIK3CB	-0.08875
OR4N5	1.1385
TBC1D17	-0.112333333333333
COX8A	-0.57575
CDCA4	0.43
C2orf44	-0.1835
ZNF534	-0.9245
IMMP1L	0.439
NIPSNAP3B	0.67575
FTMT	1.032125
PWP2	-0.230166666666667
MMP15	-0.9964
DNAH11	-1.61775
MTMR14	-0.12525
DNAL4	0.77775
IPP	-0.24675
TMEM59	0.40425
C1orf157	1.0775
RGS4	-0.216333333333333
DDX18	0.299
SNX6	0.236
ZNHIT2	0.707
NCDN	-0.372
FLJ33534	2.046
RAG1	-1.623
OR4D10	0.436
PTPN5	0.328333333333333
POMT1	-0.64725
LRRC8A	-0.2603
CYP1A1	-1.1155
CAPN1	1.1255
DDHD2	0.82375
GRIK2	0.19975
GNRHR	0.41125
PPBP	0.9855
HTR3A	0.852875
SLITRK4	0.42475
ANKRD49	-0.0615
BTF3	-1.1371
SARS	-0.18325
C13orf18	0.959666666666667
CACNB1	0.0172142857142857
QKI	0.551181818181818
SETMAR	0.285
MAN2B1	1.87366666666667
EML3	0.316
ACADL	-0.878666666666667
OFD1	-0.30175
DEFB114	-1.099
CGA	-3.7747
PEX16	0.793666666666667
LRRC10	-0.866
GNG12	-0.4835
C1orf152	0.422666666666667
CHRM1	0.4635
CD53	1.9075
DBH	0.47675
TFAP2B	-0.266625
HIST1H2BJ	-0.8835
FAM46D	1.0595
TMEM11	-0.24775
C3orf32	-3.42375
PCCB	-0.419875
IPO13	0.550875
C6orf105	0.793
COMMD5	0.72725
SUV420H1	0.2253
LTBR	1.77475
ARHGAP15	0.640875
HDHD2	0.32875
TDRKH	0.041
LOC401052	0.608
PSG4	-0.511
GNB4	0.4608
SPATA4	0.23325
SLC9A3	0.717
OSBP	0.6735
NBPF3	-0.381333333333333
DOCK11	-1.003
SLC39A5	-1.40866666666667
PRR5	0.3795
C10orf63	2.4115
SMTNL2	-1.56525
ADRA1A	0.45375
ASAH1	1.4862
DOM3Z	0.4766
GIPR	0.8715
AHI1	0.252583333333333
NADSYN1	-0.516333333333333
RGS14	0.284
IL18BP	1.7277
RTN4RL1	0.457916666666667
ARMC6	0.3975
PSMD5	-0.173666666666667
HK3	2.6674
OR4S1	0.53025
RSU1	2.5956
MAD2L1	-1.01155555555556
EIF4A3	0.0815
DLEC1	0.134333333333333
E4F1	-0.1595
CHMP2B	0.3051
CAMSAP1	-0.599
RPS21	-0.462666666666667
ARID5A	0.23325
UBE2N	-0.0713
IGSF8	1.65433333333333
MAGEB6	-1.8465
ACAD11	-2.2192
MGC4172	0.0515
LMO4	2.97625
KLKB1	-0.0095
HP	-1.6195
HDAC3	-0.29825
SCHIP1	1.15475
CLCA1	-0.058
OLFML2A	0.73525
C1orf112	0.342
KIF19	1.35441666666667
HAPLN4	-0.0324000000000001
CXCR7	-0.437166666666667
GOT2	-1.2247
RAB38	-0.30725
DCX	5.62425
PPM1H	-0.940833333333333
NFYC	0.201
KIN	1.622375
ZNF228	1.11025
PLSCR4	0.925166666666667
HIG2	0.203
FAM79B	2.169
C21orf86	-0.028
KCNK10	0.10575
ZNF738	0.730375
FSTL5	-0.605666666666667
OR6A2	0.683
OTOA	0.476
EXOC1	-0.2655
AHRR	-4.03975
PDAP1	-0.60725
C19orf6	-0.526625
ZAN	0.5995
LY6G6E	0.693
EIF4E2	0.04725
C20orf198	0.03775
ZNF324	-0.15175
CYP3A5	-4.73316666666667
ENTPD7	1.0185
MBOAT5	0.0531666666666667
GJB5	-1.92675
TTC13	0.53125
S100Z	-1.458
KIAA0664	0.237833333333333
PDGFRB	1.74541666666667
IL17D	-0.69875
OR56B4	0.2835
RDX	-0.6215
SLC34A3	0.2765
IL28B	0.9575
JUND	0.7585
CHRNB1	0.15125
CAMK2B	0.593
FETUB	0.41125
CXorf23	0.5715
MRTO4	-0.563375
TTC3	0.1561
NDUFB8	-0.614
EDG2	-1.862
SEMA3G	-0.8685
IL23A	1.0635
GRHL1	1.4692
LOC441054	-3.021
WDR65	0.568875
PSTK	-0.30525
STOML3	0.278166666666667
R3HDM2	-0.3598
C5	-2.634
SLC2A10	-0.0911666666666667
C3orf22	0.4625
PAQR3	-0.0953846153846154
ANKRD26	0.702
HCRTR1	0.659
LOC399947	-0.81875
PSD2	-0.92575
TIGD2	0.565
SCRN1	-2.88125
COQ10A	-0.92925
DDI2	-0.015
METTL7B	0.2775
UCN2	-0.00025
FAM92A3	0.59725
WDR16	-0.14025
ZNF511	0.001
ZMYM5	0.480125
POLR3G	-1.19325
ZNF586	0.05625
C1orf49	0.0893333333333333
TANK	1.0745
RCAN1	0.9005
PELI3	1.17483333333333
LIMD2	0.683833333333333
TMEM189	-0.4355
NTN4	-2.979875
LOC151300	1.0435
CLEC2A	-1.3275
GPR135	-1.271375
DPYSL4	0.6885
JAK2	0.773833333333333
TSHZ1	0.0385
TM9SF4	0.123625
ZNF264	-0.103166666666667
SIRPG	2.863625
BICD1	-0.2695
HERC6	2.67116666666667
METTL5	-0.148
CASP1	2.36525
PRRT1	0.571833333333333
PLA2G4C	2.07716666666667
ICA1L	-1.09528571428571
TPTE2	1.26016666666667
OTUD7A	0.217333333333333
AQP11	-2.0505
APOA2	-4.085
KALRN	-0.4232
SECTM1	2.36416666666667
IFNAR1	0.5995
TALDO1	0.8095
RAB11FIP4	0.160166666666667
EIF5A	-0.6455
FAM49A	3.358
NEGR1	-0.207833333333333
YTHDC2	-0.19325
EHD2	-1.516375
NCF1	3.4835
SCRT2	-0.1485
HOXA5	-2.206
NUP133	-0.0115
FGF12	-0.49
SLMO2	0.467
SNTA1	-1.14675
CACNG2	-0.00325000000000002
GCM1	0.1695
ELF1	0.708833333333333
TLR5	3.02075
TCFL5	-0.792583333333333
RBMY2FP	-1.582
LOC100125556	0.158625
FAM129B	-0.535625
MAP3K7IP1	-0.187625
NCK2	1.18
OXA1L	-0.9275
FMO9P	0.413
ZSCAN12	-0.61975
PSMD12	-0.15475
HSCB	-0.3115
CLDN10	-3.7595
MGC13053	-0.34675
HPCAL4	-0.851
ASZ1	3.3915
MEX3D	-0.238166666666667
NFAT5	-1.6876
CSPG4LYP1	0.133833333333333
FBXO3	0.5032
DVL1	0.586333333333333
CMKLR1	2.79916666666667
TYMS	-0.981625
PEF1	1.08125
ZNF750	2.92483333333333
MCM5	-0.4152
MEGF11	-1.154
KCNK7	0.187
PTP4A3	1.746
C1QTNF2	-2.028
OR6S1	0.404
FAM122B	-1.4515
ZNF551	-0.888125
HBQ1	-2.1815
GEMIN6	-0.09325
ARSK	-0.2265
RBP7	1.2305
CPNE9	0.21525
DSC1	1.467
LOC730112	-0.081
MAP2K4	-0.114875
HS3ST5	-2.8325
EPB41L3	-0.5005
TEKT2	-0.719
CDKN2B	1.61283333333333
ZNF480	-1.06175
MAP3K6	0.985
MAP6	1.72566666666667
HN1	1.2478
OR2L13	0.606
SLC16A11	0.3985
FAM96A	-0.64225
APOL1	0.84475
C5orf32	-0.89075
RTP1	-0.069
RNF175	1.043875
ZBTB41	0.435625
AHCTF1	-0.2721
SAE2	-0.1155
ITGA2	-0.981833333333333
MME	-0.518333333333333
CCDC14	-1.24875
MAST4	0.145571428571429
KRT33B	-0.701
KCTD2	0.00866666666666665
WDR26	-0.142916666666667
MFI2	2.11925
NR4A3	0.227
ARSA	1.352
UNKL	-1.37066666666667
SULT6B1	0.1775
CCNA2	-1.41033333333333
SOX15	0.648
PPAPDC1B	0.9065
C19orf44	-0.4105
MCAT	0.0590833333333334
ARID1B	0.744
OR52N1	1.3045
C12orf48	-1.031
MAGI1	-1.107875
NIPA2	-0.54275
GBX2	-1.50525
RSHL3	0.669125
RAVER1	0.156
C15orf17	-0.50375
SLC30A2	0.676125
ZNF518	-0.637
PCYT1B	-1.21675
C10orf114	1.2
EIF3H	0.45175
SLC25A39	-0.168333333333333
KIF1B	0.529375
AMOTL2	-0.81175
C6orf120	0.271625
PSRC1	-0.23575
PLA2G10	-1.011125
KIF5C	0.279428571428571
MRPL37	0.2955
C17orf62	0.905166666666667
C9orf135	-1.44033333333333
DUSP10	0.0122
CLCNKB	0.7125
PSMA5	-0.222
C8orf53	0.24225
AMPD3	0.799333333333333
PIAS1	-0.314
ADCYAP1R1	0.406
GYLTL1B	2.54525
CDH20	0.077
FBXO7	-0.6345
TMEM134	0.497666666666667
FLJ14213	1.10616666666667
ZNF3	-0.12125
LRRFIP1	-0.510583333333333
CNOT2	-0.420666666666667
ABI3	3.2135
ALDH5A1	-0.828916666666667
HNT	1.5817
SERPINA4	-2.34625
TK2	0.08975
STMN1	0.118444444444444
GUCA2A	0.354333333333333
GALNT10	-0.574
DPP6	0.4808
C9orf93	0.3045
PRELID2	0.057375
STK39	-0.770375
SFTPA1	-1.95533333333333
CKS2	-0.974333333333333
RHO	0.245625
C20orf135	-0.04225
XKR3	-2.3835
CR1	0.770625
RPS6KA2	0.252785714285714
C20orf112	0.10225
MRPL22	-0.067
C4orf23	0.6015
GADD45B	0.38525
KLHDC1	0.655833333333333
C2orf48	-1.641
ZNF287	0.666
DAAM2	-0.55
DPPA2	-3.36683333333333
TCTN3	0.546
DNAJB11	0.6415
FPR1	4.0325
DEFB4	0.3215
PTCD2	-0.8612
SMOC2	3.65166666666667
CABP7	0.59525
SERPINB11	0.375
MAGEF1	0.874
NDE1	-0.5345
ITGA10	-0.1965
FSHB	0.448
ANXA2	0.113625
HORMAD2	0.012
HLCS	0.12225
MCF2L	1.48866666666667
FH	-0.30925
TBC1D24	-0.11275
KIAA1505	1.06275
LGALS2	-0.932
CNBD1	0.0555
SYNPO2L	-1.527
PTPN23	0.231642857142857
C1orf183	-0.6025
MAGEA8	-3.4945
DGCR8	-1.742375
GSR	-0.6765
PAQR7	0.3785
ZNF676	-0.25975
CACNA1C	-0.5789
SP7	0.4095
PDCD6	-0.82925
NRN1L	-1.447
BRI3BP	-0.62625
KIAA1183	1.4615
ASB4	-0.302666666666667
CCL23	1.3779
OBSL1	-0.320125
SLC12A7	0.134083333333333
KIAA0240	1.6285
CD1B	-1.1695
FCGR2A	2.181875
MDC1	-1.13
HTR1A	0.302
OCEL1	-0.7755
ATP11B	-0.202
FBXO34	0.177833333333333
PCDH12	3.23333333333333
RPE	1.03875
C17orf74	-0.2415
CSDC2	-0.0883333333333333
PET112L	-0.46325
TMBIM1	0.283125
P2RXL1	0.60575
TCHP	-0.7795
TRMT1	-0.0868333333333334
F2RL2	-0.31075
LRRC32	2.13616666666667
IMPG2	0.275
BGLAP	1.117
LOC493869	-0.544166666666667
MRAS	2.68575
SLC35F5	-0.37
CBWD1	0.4225
AXL	-2.1085
ATP2C2	-0.58175
TELO2	-0.95125
PNPLA3	-0.87725
PCDHB14	-1.56725
CD276	0.43125
KRT80	-0.457125
DUSP28	-0.0995
CSNK1E	0.08025
SRP14	0.3445
KCNQ4	0.538
KRT72	0.827833333333333
CCDC117	-0.355
C6orf89	0.684888888888889
TUBB2B	-4.4615
RTN4IP1	-0.89425
CR1L	-2.89683333333333
CEND1	0.303125
C12orf41	-0.384333333333333
RNF31	0.128
UBN1	-0.5405
C17orf32	0.293625
SLC5A7	0.253
GPR92	1.42083333333333
ESAM	2.3997
CTNNA1	-0.14575
HRBL	0.3127
CBX4	-0.1895
TMEM182	0.878
SH3TC2	-0.188666666666667
IL10	1.67333333333333
PXMP4	-1.5955
RNF167	0.0849
PAK7	2.24783333333333
ETV3	0.1275
ATPIF1	-0.2965
LOC554207	-2.2675
OR8H1	-0.0335
WDFY3	-0.1775
DPM1	-0.71475
GPSM1	-0.3045
WDR92	-0.2475
LRP1	0.239166666666667
ANKH	-0.254125
THUMPD3	-1.023
POLR1B	0.0395
OLFM4	5.34866666666667
RAD9B	0.52
TSPY2	-3.609
PAX6	-1.9885
SCG2	-2.603125
SLC17A6	0.5035
FMO3	2.56575
PADI4	0.081
TUBB4	0.2226
NLK	-0.848
POU4F3	-0.109
SDF4	0.54125
ITGBL1	0.9115
NETO1	-1.94975
TAP2	1.27275
ABBA-1	-0.06575
GNAI1	0.2825
VPS4B	1.2155
NOPE	-0.5204
GALNT6	0.9045
SESN1	-0.842125
GBE1	-2.44888888888889
CLASP1	-0.03425
RASGEF1B	2.6005
ACOT11	-0.0353571428571429
AFAP1	0.619
OR2H2	0.4035
DPY19L2P1	-1.931
DZIP1	-0.682
SEC22C	-0.563333333333333
GPR161	0.620416666666667
RNF146	1.22475
WDR74	-0.063875
GALP	-0.207
PURA	-0.05125
DNPEP	0.980583333333333
RP11-78J21.1	-0.15725
ERBB2	1.56275
FANCM	-1.60433333333333
NEO1	0.0865
DDX3Y	-5.2073
RPS3A	-0.605
MXRA7	-0.5515
LGALS3	-1.0035
GLT8D1	-0.4645
CFL2	-2.20466666666667
UPB1	0.20175
NAP1L5	-1.238375
CLDN14	0.2985
DHX38	-0.8645
BTBD1	-0.084
TARS2	0.0996666666666667
ABCF1	-0.6117
FCF1	0.233
LRRC49	-0.107
GUCY1B2	-1.5045
C1orf177	0.502833333333333
SMARCA4	0.124214285714286
LRP8	-0.172
TAGLN3	-0.85625
MRPL14	0.148
TTRAP	-0.66625
ZDHHC20	1.31675
NFE2L3	0.897
KIAA1377	-0.487375
PALMD	1.8752
TMEM43	-0.69575
TTL	0.584375
STAT5B	-1.12266666666667
SSB	0.048
OR10H5	0.5775
SLC22A13	-1.0625
AKAP3	2.5585
TIMM23	-0.138
OAS2	2.76258333333333
KIAA0423	-0.1105
TRIM11	0.627166666666667
GLIS3	0.13425
TMEM50B	0.633
ARHGEF4	0.7325
DEGS1	0.160909090909091
TBL1XR1	0.314433333333333
G6PD	-0.737
SP140	1.8022
MUC17	0.119928571428571
NUDC	0.2368
DNAJC5B	3.23683333333333
SCARA3	1.544
CPA3	4.49283333333333
BCAT2	-0.255125
MFN1	0.2443
NRG3	1.3635
SNX11	-0.074
PLEKHH1	-0.917166666666667
GPR177	-2.38083333333333
HCFC2	0.153
TCAP	-0.7655
MOCOS	-0.51625
C14orf93	-0.63675
PRDM10	-0.875833333333333
SLC16A4	-0.4
SRGAP1	-1.99833333333333
VIP	0.25775
DUSP27	0.212
LILRA1	1.0444
MC2R	-0.6915
MGC24103	-4.25725
MBTD1	-2.695
FUT11	-0.907
USP33	0.6813
C15orf39	-0.66475
MAP3K12	0.08525
PAAF1	-0.8765
BARHL1	0.444
FLJ16165	0.9115
PIWIL2	-3.01075
SYNE1	-0.365
CMTM4	-0.532
TSPYL1	0.1018
GUF1	-1.12716666666667
TMEM157	0.073
WDR44	-0.196
HIST1H3C	0.348
DKFZp666G057	-1.0155
RNPEP	0.08425
GAS2L2	1.631
ADH4	-5.507
GRPR	-0.804
FBXL17	-0.392
ZBTB10	-0.4335
Gcom1	0.0532777777777777
HTRA1	0.2371
ZNF585A	0.0636666666666667
SLC26A2	-0.733571428571429
OTOP3	0.0963333333333334
WISP1	2.33288888888889
ATP2B4	-0.864333333333333
FLJ10769	0.433
CRAMP1L	-0.441
CHST12	-0.92575
RAB22A	-0.1785
TARDBP	-0.3125
STAU1	-0.265
CRB3	2.2895
MIG7	-1.66575
CHMP1A	0.131
ZNF160	-0.67875
B3GALT6	0.286
BARX1	-2.4515
C6orf167	-0.788
NXNL1	0.77
DHX29	-0.18775
HADHB	0.38725
PLXNB2	-0.267375
ILDR1	-1.997
SLC15A3	3.29075
GAS2	-4.23466666666667
C20orf69	-0.65925
NUMB	-0.808
TNIP1	0.503875
MESP1	0.601
PSKH1	-0.426
NSFL1C	0.472875
RHOG	0.95925
HEY1	-2.57683333333333
KNG1	-2.04225
ITGAX	2.2187
LIN9	0.302833333333333
CANT1	0.38425
XRN1	0.753428571428571
CCDC96	0.5605
HEATR6	-2.08666666666667
GNG7	-0.21175
RUNX2	0.729
SOX1	-0.139166666666667
FCRL5	3.3214
ZNF99	0.116375
FAM9A	-1.0995
SNX22	0.5075
MBNL3	-1.23
ODC1	-1.1254
ADORA2B	-2.78666666666667
NR2F6	0.72
ZFYVE16	-0.777666666666667
SYNJ2BP	-0.7335
POLE	-0.715875
E2F2	-0.1565
THRA	-1.23783333333333
PTGES2	-0.0171666666666667
HIP1R	0.314666666666667
TMUB1	0.0823333333333333
ENO3	-2.183
RSPH10B	-0.3515
CXorf39	-0.525375
IRGC	0.2935
GPR109B	-1.0415
FLJ13305	-0.1605
LCE3A	0.05
TNFRSF18	-0.0305
DET1	-0.5775
