Hybridization REF	TCGA-BH-A0HA-11A-31R-A12P-07
GSR	-2.24275
PAQR7	0.3785
ZNF676	-0.937
CACNA1C	0.7499
SP7	-0.8135
PDCD6	-0.40025
NRN1L	-0.2575
BRI3BP	-1.25341666666667
KIAA1183	1.187
ASB4	0.029
CCL23	3.3372
OBSL1	0.847375
SLC12A7	1.35225
KIAA0240	1.633875
CD1B	-4.13816666666667
FCGR2A	-0.57775
MDC1	-1.0735
HTR1A	-0.00850000000000004
OCEL1	-0.04275
ATP11B	-0.3051875
FBXO34	0.174166666666667
PCDH12	3.25783333333333
RPE	-1.0705
C17orf74	0.078
CSDC2	0.517333333333333
PET112L	0.361
TMBIM1	2.076375
P2RXL1	-0.0962499999999999
TCHP	-0.451
TRMT1	-1.08983333333333
F2RL2	-0.647833333333333
LRRC32	2.5305
IMPG2	0.1185
BGLAP	-0.42
LOC493869	-2.61891666666667
MRAS	2.176
SLC35F5	0.40175
CBWD1	0.4595
AXL	-0.742
ATP2C2	1.6615
TELO2	-0.595
PNPLA3	-3.1585
PCDHB14	1.353
CD276	-0.512
KRT80	-0.5905
DUSP28	0.235
CSNK1E	0.54425
SRP14	1.1795
KCNQ4	0.2355
KRT72	0.066
CCDC117	-0.656625
C6orf89	0.4245
TUBB2B	-1.68183333333333
RTN4IP1	-0.844
CR1L	-4.57166666666667
CEND1	0.59475
C12orf41	0.5045
RNF31	-0.05175
UBN1	-0.5615
C17orf32	0.60225
SLC5A7	0.13525
GPR92	0.541833333333333
ESAM	2.7355
CTNNA1	1.05191666666667
HRBL	0.1623
CBX4	-0.37825
TMEM182	0.486
SH3TC2	0.199833333333333
IL10	0.362333333333333
PXMP4	0.7805
RNF167	-0.112
PAK7	4.97433333333333
ETV3	-0.4115
ATPIF1	-0.779166666666667
LOC554207	-2.6826
OR8H1	-0.3735
WDFY3	1.00675
DPM1	-0.47225
GPSM1	-0.1395
WDR92	-0.3946
LRP1	0.831166666666667
ANKH	-0.564
THUMPD3	-0.94925
POLR1B	-1.2265
OLFM4	6.39916666666667
RAD9B	1.00825
TSPY2	-3.2765
PAX6	-1.757
SCG2	-4.261875
SLC17A6	-0.653333333333333
FMO3	3.88
PADI4	-0.20475
TUBB4	0.1218
NLK	-1.66725
POU4F3	0.621
SDF4	-0.24575
ITGBL1	1.05616666666667
NETO1	-2.073125
TAP2	0.103375
ABBA-1	0.19025
GNAI1	1.026
VPS4B	1.04075
NOPE	-0.7568
GALNT6	2.0415
SESN1	1.968
GBE1	-1.733
CLASP1	-0.393
RASGEF1B	1.627
ACOT11	-0.159071428571429
AFAP1	-0.1955
OR2H2	-0.076
DPY19L2P1	-1.64575
DZIP1	-1.9445
SEC22C	-0.414916666666667
GPR161	-0.0904166666666667
RNF146	1.0765
WDR74	-0.47375
GALP	-0.8385
PURA	0.949
DNPEP	0.582
RP11-78J21.1	-0.37675
ERBB2	1.961125
FANCM	-1.2865
NEO1	0.488166666666667
DDX3Y	-4.4338
RPS3A	0.982375
MXRA7	1.04042857142857
LGALS3	-0.158166666666667
GLT8D1	-0.18475
CFL2	0.0465
UPB1	0.09025
NAP1L5	0.663375
CLDN14	0.474
DHX38	0.7215
BTBD1	-0.51125
TARS2	-0.966666666666667
ABCF1	-0.1789
FCF1	-0.0239999999999999
LRRC49	0.3385
GUCY1B2	-3.0235
C1orf177	0.377166666666667
SMARCA4	-0.286
LRP8	-4.31966666666667
TAGLN3	-0.7915
MRPL14	-0.7875
TTRAP	-0.044
ZDHHC20	-0.25875
NFE2L3	-2.97675
KIAA1377	1.189125
PALMD	2.6561
TMEM43	0.69875
TTL	-1.554875
STAT5B	-0.73
SSB	-0.691125
OR10H5	-0.053
SLC22A13	-0.6055
AKAP3	0.56275
TIMM23	0.2755
OAS2	0.119583333333333
KIAA0423	0.5255
TRIM11	0.00233333333333335
GLIS3	1.101625
TMEM50B	1.39183333333333
ARHGEF4	0.675375
DEGS1	0.368363636363636
TBL1XR1	0.1197
G6PD	-1.31725
SP140	-0.0747
MUC17	0.0856428571428571
NUDC	0.2246
DNAJC5B	2.0755
SCARA3	-0.167833333333333
CPA3	4.65516666666667
BCAT2	-0.37075
MFN1	-0.52
NRG3	-0.2885
SNX11	0.35675
PLEKHH1	-0.836666666666667
GPR177	0.986
HCFC2	-0.03675
TCAP	0.1635
MOCOS	-2.7965
C14orf93	0.0235
PRDM10	-0.0551666666666667
SLC16A4	0.6485
SRGAP1	-0.934666666666667
VIP	0.81125
DUSP27	-0.0906666666666667
LILRA1	0.8356
MC2R	0.056
MGC24103	-2.67275
MBTD1	-2.441
FUT11	-0.857666666666667
USP33	0.5039
C15orf39	-0.661
MAP3K12	-0.270125
PAAF1	-0.571166666666667
BARHL1	0.311
FLJ16165	-0.0385
PIWIL2	-1.34825
SYNE1	1.14083333333333
CMTM4	0.04825
TSPYL1	1.7589
GUF1	-1.51316666666667
TMEM157	1.1925
WDR44	0.241
HIST1H3C	0.7845
DKFZp666G057	1.3645
RNPEP	0.611
GAS2L2	1.40066666666667
ADH4	-1.96175
GRPR	1.95266666666667
FBXL17	1.8405
ZBTB10	-0.0124999999999999
Gcom1	0.8395
HTRA1	1.324
ZNF585A	0.0128333333333334
SLC26A2	-0.0883846153846154
OTOP3	0.0675
WISP1	-0.512444444444444
ATP2B4	-0.226833333333333
FLJ10769	1.063
CRAMP1L	0.000499999999999997
CHST12	-1.16625
RAB22A	0.0798333333333334
TARDBP	-0.0860714285714286
STAU1	-0.55925
CRB3	1.55916666666667
MIG7	-0.67275
CHMP1A	0.3275
ZNF160	-0.085
B3GALT6	-0.352375
BARX1	-1.6185
C6orf167	-1.9065625
NXNL1	-0.1455
DHX29	0.175625
HADHB	-0.22475
PLXNB2	1.383875
ILDR1	-0.922
SLC15A3	1.90925
GAS2	0.377
C20orf69	-1.51325
NUMB	0.0365
TNIP1	0.244375
MESP1	0.563
PSKH1	-0.08625
NSFL1C	0.958625
RHOG	0.28225
HEY1	-1.26266666666667
KNG1	-1.923
ITGAX	0.9842
LIN9	-1.54916666666667
CANT1	0.54175
XRN1	-0.403142857142857
CCDC96	1.5623
HEATR6	-1.56333333333333
GNG7	1.93991666666667
RUNX2	0.44275
SOX1	0.992666666666667
FCRL5	0.0703
ZNF99	-0.2935
FAM9A	1.1525
SNX22	0.0175
MBNL3	-2.7325
ODC1	-1.8765
ADORA2B	-1.021
NR2F6	0.636
ZFYVE16	-0.219222222222222
SYNJ2BP	-0.1787
POLE	-0.80275
E2F2	-2.43575
THRA	1.75766666666667
PTGES2	-1.001
HIP1R	0.892166666666667
TMUB1	-0.7475
ENO3	-2.07425
RSPH10B	0.427
CXorf39	-0.353625
IRGC	0.17525
GPR109B	0.94825
FLJ13305	-1.9785
LCE3A	-1.2795
TNFRSF18	-1.09083333333333
DET1	0.2285
TRPM3	0.321166666666667
C16orf79	-0.951
FECH	-0.443
RAP2A	-0.5445
CRIP1	1.22066666666667
AZIN1	-0.514125
SLC7A7	1.776
IL10RA	0.0595
TMEM64	-2.39425
CDC42EP4	1.6716
C16orf58	-0.4527
ARG2	-1.15575
POU5F1P4	-4.807
FAM62B	0.1095
DNAH8	-2.2672
ASH2L	-0.86775
TSLP	0.971666666666667
CNTNAP5	0.12225
TMEM16C	2.18125
IFNA14	0.336
SLC1A3	-0.22075
CABYR	0.80825
BCL7B	0.2985
NUDT13	-1.41866666666667
C13orf28	-0.038
C1orf53	-1.44325
ARL6IP4	0.1756
RPL35A	0.36975
EMR3	0.60875
RAB40C	0.473833333333333
SLC41A1	-0.735833333333333
LRCH1	0.551
LY6G5B	-0.4325
FAM124A	0.170928571428571
MGC10981	-4.5445
CLIP3	0.716
MAP4K2	-0.554833333333333
CHIC1	0.2275
SULF1	1.25966666666667
C20orf30	0.125357142857143
PRDM5	-0.541125
ELOVL1	1.08025
C11orf48	-1.3505
SLC39A10	-1.092
KCNV1	0.563
ACP1	-0.841
ZMYM2	-0.62875
B3GNT6	0.626833333333333
C9orf69	0.232
C2orf15	-0.00125
C20orf166	0.227
HSP90AA6P	-0.925
EDG7	-0.1605
NEURL	-1.49825
LPL	3.067
CLEC2D	-0.552785714285714
GRRP1	2.83216666666667
CD8B	-3.1274
HIST1H3D	-1.3975
SLC6A12	0.220875
FAM27L	0.3505
CD84	0.6309
RASA1	-0.188
PHKG1	0.4505
MAGEA11	-0.751
IMPA1	-0.619
NPM3	-2.07175
RARRES1	5.79825
SH3BP1	0.194875
B3GNTL1	0.168
ARPC5L	-0.247166666666667
KLHL26	0.94625
SIM2	-2.44275
GJC1	0.52
C20orf194	0.41225
EXO1	-4.962
SLC2A2	-2.8005
LOC285074	-0.92675
LRG1	0.6335
KIRREL	-0.1775
PIK3R1	3.02042857142857
C4orf34	0.552
MAF	-0.754833333333333
ADCY4	4.2515
ZMIZ2	0.4186
SLC46A3	1.62666666666667
STAMBP	-0.879833333333333
CCDC16	0.74625
MS4A12	0.2025
TCF20	0.31825
LRRC46	0.359
C20orf152	0.4955
MRPS6	-0.18725
ABCB11	-1.3315
KCNC2	2.71716666666667
CDH19	-0.354333333333333
C9orf123	0.4105
SSH3	1.098375
LDLRAD1	-1.2965
CCBE1	-0.1945
ZNF135	1.398625
TAAR1	1.444
WFDC12	1.175
CCDC42	0.376
FLJ12529	-0.64325
PER1	2.3135
TIMM50	-0.745166666666667
SMARCAD1	-0.217
FAM26C	0.2765
TP53TG3	-1.0125
SH3RF1	1.7784
LMCD1	2.15375
GPR63	-0.11
FLJ21986	-2.53425
AIFM3	0.0865
MICAL1	0.058
BLZF1	0.4065
IQCA	2.95966666666667
PCDHGC3	-0.2585
SAC	1.232
BCL6B	2.03566666666667
DDO	1.14225
MARCO	3.6205
DCHS1	0.846166666666667
C1orf170	1.00516666666667
CD200R1	1.438
C22orf15	-0.189
SEPT11	-0.54
ADNP	-0.94675
UST	0.7664
C13orf34	-2.255
RFFL	0.0625
APBA3	-0.417
C2orf60	-0.664625
CUTL1	-0.7281
PMS1	-0.59575
ZNF689	2.4485
EIF3E	0.0186666666666667
IL9	-0.0348
RPL31	-0.00337500000000001
LY9	0.579833333333333
ATP2B3	0.32175
KDELR2	-0.659541666666667
TFCP2	0.0975
NLRP12	-0.7685
FLJ45422	-0.798
TLE4	0.8337
ZNF570	-0.364
FLJ43806	0.878
TLK2	-1.090375
CIR	0.44525
MARS2	0.318
COL24A1	-0.956
SDF2L1	-0.9985
HIBADH	0.131
IGFBP3	-1.38014285714286
C12orf23	0.827125
PSPC1	-0.11975
C20orf43	0.47
TRAV20	0.1725
ARHGAP24	1.8705
KIAA1975	-0.299
C1QA	3.3335
DNTT	-5.46916666666667
C10orf6	-1.18808333333333
C11orf41	-1.29125
HNRPF	0.2825
COL11A1	-0.215
UBAP2	-1.51433333333333
CDKN2AIPNL	-1.7195
C20orf174	3.15875
SPRED2	0.6835
PLA2G12A	-0.687833333333333
ICEBERG	-1.9665
SCN10A	1.4285
C11orf65	-0.10075
GBP5	2.171
PITPNC1	-0.726
POU3F3	1.6085
NCOA7	1.2865
LIN7C	0.5674
LOC348840	-1.281
NKX2-2	-4.9155
ANKRD13D	0.078375
LOC123688	0.175
FUT2	1.5005
TAAR8	0.578
FZD4	-0.26225
PNMA3	-0.997333333333333
OR4L1	0.2405
WIT1	-3.995
EXOC3L	1.33025
ATPBD4	0.5079
KRBA1	-0.56675
UBXD6	-0.87575
HOXB7	-1.22042857142857
C7orf23	-0.169
UNQ338	2.43225
STAB2	2.31275
CDC20B	-0.27475
IRF9	0.66525
CENTG1	0.184583333333333
TNPO2	-0.8605
MCPH1	0.046875
BMS1P5	-1.17
SLC26A7	1.75025
HIST1H3J	-0.61375
C9orf3	1.018
LBH	1.840375
MYO1D	0.56125
PTDSS2	0.2045
NFU1	0.208
DEPDC4	-1.32975
WNT7B	0.5127
GLP2R	-0.3838
SETD4	-0.3105
DYNLT3	-0.6475
FKBP11	-1.56016666666667
SESTD1	0.172166666666667
FLII	0.83525
RPS16	0.1145
CHPF	0.122166666666667
CSNK2A1	-0.552666666666667
SUMO1P1	0.046
FKBP6	-0.489
ZNF214	0.797333333333333
TWIST1	0.359166666666667
DDX56	0.0559999999999999
TRAM1L1	1.9018
EPO	-3.80766666666667
MRPS18B	-0.6335
ZNF682	-0.654666666666667
RPL14	0.2265
MAFF	1.8045
LOC51136	-0.410625
LY96	-1.224
DDX20	-0.3755
ABTB1	1.70133333333333
ARL5A	-0.4389
CCT6A	-1.6295
HEPACAM	-0.806166666666667
EHHADH	-0.187333333333333
RBAK	-1.358
CGB1	1.57075
ITGB5	0.2486
YIPF3	-0.70825
FKBP2	-0.642
NR1D1	-0.4096
TMEM110	0.0055
NEK2	-5.44616666666667
PRAMEF8	-3.721
C20orf52	-1.35616666666667
PCDHGA3	0.818
VWA3B	-1.054
NDUFA5	0.150125
THAP9	-0.342
FLVCR2	-0.549666666666667
AP1S1	-2.113875
SMAD6	-0.64075
SAV1	1.187125
SAT1	0.845
ZNF251	0.458625
ADAMTS7	-0.1362
RPP38	0.28675
C1orf211	-2.67
YPEL2	0.5984
RBMS1	0.91525
ZNF445	-0.8195
NRXN2	0.461166666666667
PGBD4	-0.785
UGT2B28	4.8055
WBSCR16	-0.2945
NLRC3	-0.34075
ASTL	0.20675
ST6GALNAC1	-1.609
ZADH2	0.265875
MLLT4	0.56275
ARL6	0.2575
MEF2C	0.90125
CBFA2T3	-1.486
AFF3	1.13607142857143
COG7	0.453333333333333
MYB	-1.081
PLXNA3	0.029
XRCC2	-2.46533333333333
MMS19	-0.11
ST8SIA5	-0.878
CHPT1	0.983
KIAA1712	-1.42875
OR6X1	0.7565
ACTR3	-0.257625
UGCG	-0.311666666666667
OR4P4	0.117
ZAP70	-3.161
LPP	1.185
ZNF485	-0.77525
PTPRCAP	-0.51175
IL12RB1	-0.011
ATRX	0.0832
CHST8	-1.104
C14orf109	0.638
ARV1	0.69575
NMB	-0.499142857142857
COX5A	-1.6605
EIF6	-0.34125
MPPED2	1.3435
SEMG1	-3.9145
CHRDL1	1.1265
TRAF3IP2	2.26475
WNK2	0.440875
LILRA4	2.5975
LAMA2	4.962
PXT1	-0.586
RLBP1	-3.2475
CD300C	0.23725
SLTM	0.23225
FLJ10404	0.145625
APOBEC3D	-2.19033333333333
RENBP	-0.14
ATXN7L1	0.204375
NID1	-0.63875
TUBGCP3	-0.997625
ITIH5	2.217
CCDC110	2.9815
C8A	-3.485
MGC87042	1.4595
HOXC13	-3.16825
TFDP2	-1.21725
HCP5	0.9475
POLI	0.91025
UCN	-1.1065
ZNF764	-0.0548333333333333
C8orf45	-0.065
FHL3	-0.22525
SPATA5L1	-0.215
MMRN2	3.59966666666667
NDST1	0.849166666666667
COL20A1	-0.4155
ZNF248	-0.248833333333333
PELP1	-0.294833333333333
MBL2	-3.0415
RNF41	0.141625
C5orf24	-0.408625
THOC5	0.08825
SERINC3	0.469333333333333
RP11-151A6.2	0.3075
CDCP2	-0.282
HIST1H2AA	0.033
C11orf75	0.729
FKBP7	-0.4435
DDOST	0.184
GPNMB	1.01916666666667
TTF2	-2.7092
KCNT1	0.0615
SLC39A14	-0.0735
NGRN	0.6819
GPR137B	0.43925
MECP2	-0.633875
PSMA1	-0.77
C16orf73	-5.90575
TMEM60	0.491166666666667
CSN3	2.9735
NOS1	0.520166666666667
RAB7L1	0.639166666666667
YBX2	-1.3695
KIAA1166	0.218375
FUBP3	-0.208333333333333
ABCG1	0.74
ACACA	-0.0404166666666666
ARL11	-0.3885
ATOH1	-0.3455
ODF1	0.0101666666666667
CREB3L3	-0.787333333333333
TMEM127	1.30564285714286
DSCAML1	1.1665
PLN	3.6675
LYPLA1	-0.573916666666667
PRDM9	-1.614
SASP	1.216
PLUNC	-0.097
INTU	0.756
HISPPD1	-1.06575
LNPEP	-0.5985
YARS2	-0.638666666666667
APCDD1L	-0.0745
ZCCHC4	-0.0997
FBXO22	-1.0575
TTLL13	-0.469
ZNF669	-0.8745
PTGDR	3.253
DDX27	0.0375
KIAA0409	-0.230333333333333
GJB6	0.37725
ASB8	1.01075
PLP2	0.0785
MEPE	-0.26825
OR10J5	0.1945
KRT222P	2.41075
COQ7	-0.2645
C1orf101	1.5985
RERG	2.8176
CHMP5	-0.123875
THAP11	1.09525
ZNF43	-0.395666666666667
ZRANB3	-1.27883333333333
KRT13	4.76725
MRPL19	-1.248125
RBBP9	-0.537875
SPATA17	0.803
BXDC5	-0.0691666666666667
PAFAH1B1	-0.401583333333333
MAGEE1	0.27775
OSTF1	-0.19575
KIAA0323	-0.0900833333333333
TXNDC13	-0.373333333333333
CNTN4	2.71
LCE1B	-0.00700000000000001
UNQ501	0.00149999999999999
ZNF154	0.78475
C3orf64	1.25475
SYT5	0.0934
PON1	0.825666666666667
FLJ10357	0.417
ATP4A	0.2045
GNPDA1	0.028
MGAT1	1.04283333333333
C14orf121	-0.01275
SLC35B2	0.28825
MIER3	0.734166666666667
CHEK1	-5.4755
ZNF8	-0.908
TXNDC1	-0.968833333333333
CKB	-0.5128
RTN3	0.259214285714286
FZD2	-2.6945
PART1	1.049375
PSMB6	-0.4305
PCDHB8	-0.749
PHC3	-0.3041
PPP1R8	-0.272833333333333
NOVA2	1.519
TNFRSF11B	-2.4905
GOLPH3	0.5875
UBLCP1	-0.3525
SUHW3	-1.726
TTLL1	0.5345
OPN4	0.1185
OR13G1	-0.146
ZPBP2	0.385833333333333
HSD17B11	-0.77725
C9orf50	0.0345
DHDDS	0.126142857142857
CTSW	0.345
NEFM	-1.24666666666667
MRPL28	-0.441
SYN1	1.2125
PIGV	0.123833333333333
ZIM2	0.21
APBB1	1.53466666666667
SND1	-0.82025
C1orf123	0.524833333333333
CHD3	-0.81225
BHLHB8	-0.079
RNASE2	-0.418833333333333
BCAP31	0.733375
SLC25A44	-0.0636666666666667
CHD6	-0.7825
PIB5PA	2.41069230769231
SELS	0.164
LOC541471	-0.649
FAT2	2.4625
ZNF81	-0.8975
OR4C16	0.8835
FLJ10081	0.2996
LRRC4	1.05175
CS	-0.885333333333334
N4BP2	-1.616875
IGFBP7	1.19025
ZNF318	-0.0306363636363636
NDNL2	0.83425
ZNF609	-0.39275
SIRT4	-0.76275
EXOSC10	-0.25625
ECE2	1.50866666666667
OVGP1	0.3395
GTPBP3	-1.93725
PACS2	0.4843
C19orf36	-0.063
ARL4C	1.861625
ATG4B	0.051375
UBQLNL	0.21125
RHOXF2B	-4.1105
PLEKHG2	-1.441
GALR1	-1.12
AQP4	0.87
HDAC7A	0.411833333333333
DCUN1D3	0.39675
OR8A1	0.105
CCRN4L	-0.4775
CBR4	-0.644833333333333
KIFC1	-4.14783333333333
SLC7A14	-1.47233333333333
LHX5	1.1365
TRPC7	-0.6495
LPXN	-1.4365
SERPINA1	-2.406625
RPS13	-0.0906
BPIL3	-0.656
PRKAA1	-0.99775
FADS2	-0.1833
ENAH	0.01725
PRO1768	-0.0915
APBA2BP	-1.12325
LIPH	2.88366666666667
C3orf33	0.2875
RCC2	-0.707571428571429
ALDH1A2	-2.8816
RNF103	1.879
AHCY	-0.80975
ALG12	0.412
CCL17	0.08775
ZNF543	1.07866666666667
ESRRG	2.2082
CNGA1	3.18925
RDH5	0.693666666666667
OTX1	-1.7598
PTGFR	-0.262666666666667
CDR2	0.378125
SELE	2.77025
NLGN2	-0.180833333333333
EXOSC9	-0.614
ZNF566	-0.3565
KLRC2	-4.1335
GPR12	0.586
KIAA0196	-0.54
PDRG1	-0.20575
SSR3	-0.540714285714286
MSI1	-0.4
CST9	1.734
CC2D1A	0.807875
PLAGL1	0.213833333333333
ZNF778	-0.4045
RNF2	0.342
KLF6	3.3115
THBD	2.70433333333333
tcag7.1314	0.766
NR5A1	-0.053
ABCD2	0.50425
DNAJC7	-1.566
CLEC4C	0.6505
TM2D3	1.390375
CCDC4	-1.21
PLAC2	-0.8515
DCD	3.026
FAAH	1.728125
POLA1	-1.38383333333333
TM7SF2	-0.31775
FLJ39822	-0.767
FLOT2	0.548875
MAP4K1	-0.663166666666667
SRP68	0.39475
C21orf74	-0.008
ARPC5	-0.1365
LOC126075	1.452
HECW2	-0.265428571428571
ZDHHC4	-0.2445
ANKRD42	0.8742
PDE9A	0.758666666666667
ABCA8	3.46275
NDUFS2	0.43925
UBR5	-0.883625
BTBD16	-4.11575
LOC554174	2.491
ZNF20	0.46
KIAA1843	0.1065
WDR17	0.349125
C15orf33	0.971
RNF113A	-0.57225
CAMKK1	-0.0413
CLCN2	-0.35625
ANXA6	-0.2105
LOC340069	0.7165
EMID1	0.335875
DPM3	-0.561416666666667
ELA1	0.2125
SLC25A13	-1.3478
KRT24	0.024
SMPD1	0.620166666666667
TH	0.529875
COL6A2	0.512214285714286
ANKS1B	0.76175
GPR126	-2.1885
ZC3H12A	0.732833333333333
TMEM47	2.20333333333333
C2orf51	0.00399999999999999
C1orf88	2.551
HSF2BP	-0.1205
AKAP10	-0.27075
RPAP3	-0.731
KLHDC8B	1.28025
STOM	1.4699
MUPCDH	-0.172571428571429
C10orf72	-0.165
PLEKHA3	0.477333333333333
TCP11L1	-1.399
CWF19L1	0.242875
SPEF1	0.932615384615385
YSK4	-0.345
ELN	2.246
SAMD8	0.4025
MPI	-0.7085
MEPCE	0.5467
ABCC3	0.5355
NANOGP1	1.12
KCNK17	3.478875
HLA-DMB	3.5585
RRAGA	1.345
ANGEL1	-0.63325
RBM32B	0.165
CPN1	-3.08425
MGC52282	0.4101
HLA-A	1.32416666666667
OR9G4	0.5635
EDNRB	-0.23575
SCD	-0.692928571428571
C14orf80	-1.31433333333333
BAGE2	-1.343
RABL4	1.1955
RCVRN	0.8895
SHANK1	0.2745
NLRP7	-3.337
CD226	0.5845
STAT3	1.0224375
SYNJ2	-1.1034
TPCN2	0.5915
WDR36	-0.88275
MBD4	-0.67325
ROBO1	-1.0418
ST3GAL6	-2.65275
SLAMF8	1.7835
ATN1	0.483666666666667
GPR141	0.687666666666667
KRT36	-0.2215
TPH1	0.223
DDX52	-0.80875
ZSCAN29	-0.614833333333333
TRPT1	-0.7185
DPEP3	0.1715
DENND4A	-0.879125
TSPAN16	-0.56
PTCHD2	-0.5675
LOC145814	0.09425
CAP1	-0.048
EIF5A2	-0.9374
NT5DC3	0.6115
SEPT9	-1.447875
SEZ6L2	0.21725
EGFLAM	4.42775
VPS11	1.584125
NDUFB5	-0.501666666666667
CIDEA	4.1445
IER5L	-0.73325
N6AMT1	0.14825
FAM83C	-0.59625
OXR1	0.110166666666667
IRX1	2.369
DGKB	-0.6155
GCN5L2	-1.879
MIR16	-0.46975
FBXW9	0.65825
WDR4	-2.31783333333333
PDC	-0.1775
VPS33B	0.2205
HEXB	0.09125
FLJ32214	0.57575
TCEB3	-0.60025
CRLF1	-3.38725
ABI3BP	1.30125
C8orf22	-4.45875
PYCR1	-1.07575
KIAA1706	1.06225
CDK5R2	0.7775
WAS	-0.4875
C12orf60	-1.1115
CCBL2	0.297125
MADD	0.8015
C5orf34	-3.0255
WDR42A	0.8273
KLF12	-0.14525
HSPA1A	1.71125
ITM2C	0.313416666666667
DAPK2	2.721
LOC442590	1.5985
SUMF2	0.932875
CENPA	-5.10323076923077
TMED5	-0.429125
CDH6	-0.9864
BRP44	0.8765
THG1L	-0.99125
GABRA2	-0.9795
C14orf166	-0.11525
MYL1	-1.79966666666667
TNFSF18	0.2985
PAP2D	-1.965
PPIB	-0.644
KLHL4	0.184625
SFN	0.726666666666667
CCDC127	-0.15875
FRAP1	-0.0365
GOLGA5	0.13025
SDCCAG1	0.212375
MGC21675	-0.4305
C10orf95	-0.71975
KIAA1345	-0.7155
C1orf163	-1.0065
LACE1	-0.871
OR10K2	-0.2785
CENPN	-3.02928
TMED2	0.32025
UGT1A6	-1.7285
ANG	0.1605
U2AF1	-0.220333333333333
CASC2	1.33533333333333
NMT2	0.1085
OSGEPL1	0.061
DFNB31	-0.193
SLC6A20	0.116571428571429
DKC1	-1.2325
FXYD4	-1.836
WDR64	0.3785
MGC5590	0.3675
CREBZF	-0.662833333333333
DAZ1	-0.25325
PRPSAP1	-0.306
GCHFR	-0.68525
TTC7A	-0.555375
LOC196993	1.159
UBD	1.29933333333333
S100A1	-0.059125
RPL6	-0.0358333333333333
DNAJB6	0.8612
NAGS	1.6393
C2orf58	0.069
KERA	1.51333333333333
MT1X	1.5513
UBE2B	1.3904
KEAP1	0.377
MST1	-1.519125
OMA1	1.0015
ABLIM2	1.30725
BCL2L13	-0.13825
JAZF1	-0.235833333333333
TMEM63B	0.2605
S100A8	1.1272
ARFIP2	0.92625
UROS	0.243
KHDRBS2	-1.126
POLQ	-4.719125
SOAT1	-1.8115
SPAG4	-1.852
MRPS30	-1.05383333333333
LOC494141	-0.91925
OR2T11	0.0275
ORAOV1	-0.2282
ZNF184	-0.404833333333333
TCEB3B	-0.2376
ADAM21	-0.184
GDPD1	-0.4205
SPINLW1	-0.04925
PRR14	-0.292166666666667
KCTD9	0.4202
NUDT3	-0.4025
KIAA1822	0.3739
HIST1H4K	-0.624
DFNA5	-1.23275
GABPA	-1.009
C14orf44	1.5615
POLB	0.37275
PTAR1	-0.1265
SEC31A	-0.3301
TRIM58	-1.5505
TAS2R14	-0.4035
VPS8	0.55875
H1F0	0.553166666666667
PRKCB1	-3.19783333333333
UGT2A1	0.081
TOR1B	-0.73125
LSS	-0.689583333333333
C2orf19	-0.196
HNRNPC	-0.0185
TMEM100	1.71733333333333
LOC116349	0.1525
OR51M1	0.3395
CCDC142	-1.4895
ISG15	-1.4085
ZCCHC14	-0.486625
CREBL2	0.7395
TGDS	-1.154
DC2	-0.6685
CACNA2D3	-1.52857142857143
ZNF429	-1.255125
LYPD6	1.23583333333333
SUCLG1	0.754166666666667
OR51I1	-0.3865
MAGEH1	1.5375
PRPF40A	-1.133
SMR3A	0.893
SPINK2	0.2745
THAP2	-0.3275
NPY5R	0.947
IRF4	-3.475375
SPESP1	-0.9225
OR10S1	0.881
DTD1	-0.493
TUBE1	0.3405
DDX19A	-1.039
PDPN	-0.56575
TMEM34	0.27675
MGAM	1.488
COL3A1	3.40011111111111
GFM2	-0.6464
OR5A2	0.5575
PSG9	-0.697
ARHGEF11	0.346333333333333
IVNS1ABP	-0.503933333333333
SIGIRR	0.7255
DUSP19	-0.41425
DNAJC14	0.3785
ACSS1	0.84325
IL1RAPL2	0.1865
C4orf30	-0.635
SEPT4	3.05325
LANCL3	-1.268
SPAG17	0.630333333333333
PRDX3	0.370875
HNF1A	-1.503625
P4HA2	-0.688375
RFWD3	-1.95216666666667
MOV10	0.194
DNAJA5	-0.45
LOC729440	0.87175
LOC200383	1.637625
SMC2	-2.9225
MIXL1	-1.667
TMEM9	-0.095
FAM86A	-0.181
ZNF174	0.1722
MYH14	-1.468
CCR8	0.6125
VPS37C	0.394
GPATCH1	-0.3635
B3GNT8	1.9685
TBX4	-0.751666666666667
CNR2	0.484
PCDH1	1.4745
C5orf29	2.813625
OCIAD2	0.60575
PLCG2	0.963
KIAA0247	1.899375
HRH3	0.046
CAPN13	3.1685
CCR1	-1.8788
MGC15523	0.114666666666667
UVRAG	0.464833333333333
DNAJA2	-0.0121666666666667
ITGA2B	-0.614
CLDN5	4.2245
PTPRN2	-1.14864285714286
ZNF512	0.2565
PSAP	1.62764285714286
CCDC140	-1.283
LRRC55	0.2725
CYP26C1	0.865
C8orf47	2.53825
LYN	0.17425
DUSP6	1.05516666666667
TGFB3	2.81466666666667
ELK1	0.4037
PCDH11Y	0.252166666666667
HGD	-0.2775
C17orf58	0.3245
MYO3A	-0.4035
SERPINE2	-4.21566666666667
AARSD1	-0.257125
C14orf73	-0.54625
ADAM33	0.924
ZNF491	0.0845
MAPK6	-1.43866666666667
TCN1	5.5805
SLC24A6	0.726
UBE2R2	-0.499
H1FNT	0.291
