Hybridization REF	TCGA-BH-A18L-01A-32R-A12D-07
DET1	-0.45125
TRPM3	-0.182333333333333
C16orf79	-0.922
FECH	1.01766666666667
RAP2A	0.728333333333333
CRIP1	2.5975
AZIN1	1.78525
SLC7A7	2.99525
IL10RA	0.5679
TMEM64	-0.13125
CDC42EP4	0.9406
C16orf58	0.6957
ARG2	-1.8675
POU5F1P4	-4.64
FAM62B	-0.737375
DNAH8	-2.5603
ASH2L	-0.027125
TSLP	-4.516
CNTNAP5	-0.0191666666666667
TMEM16C	-0.94625
IFNA14	-0.5905
SLC1A3	-0.013875
CABYR	1.84075
BCL7B	-0.243
NUDT13	-0.000166666666666667
C13orf28	0.6985
C1orf53	-0.616
ARL6IP4	0.6362
RPL35A	-0.6235
EMR3	0.16125
RAB40C	1.29191666666667
SLC41A1	0.193
LRCH1	-0.00750000000000001
LY6G5B	-0.563
FAM124A	-0.345357142857143
MGC10981	-4.1125
CLIP3	-0.3312
MAP4K2	-0.2685
CHIC1	0.6945
SULF1	1.5465
C20orf30	0.6945
PRDM5	-1.839375
ELOVL1	0.02425
C11orf48	-0.101375
SLC39A10	0.139
KCNV1	0.46925
ACP1	-0.174
ZMYM2	-0.441
B3GNT6	0.0711666666666667
C9orf69	-0.30075
C2orf15	1.5355
C20orf166	0.843
HSP90AA6P	1.224
EDG7	-1.6065
NEURL	3.320375
LPL	1.896
CLEC2D	-0.767214285714286
GRRP1	1.382
CD8B	-3.5178
HIST1H3D	-0.894333333333334
SLC6A12	0.486125
FAM27L	0.1185
CD84	1.5822
RASA1	0.3745
PHKG1	0.4285
MAGEA11	-2.067
IMPA1	1.6141
NPM3	-1.3015
RARRES1	1.453
SH3BP1	-0.265875
B3GNTL1	-0.0285
ARPC5L	-0.00216666666666667
KLHL26	-0.02
SIM2	-3.212
GJC1	0.566
C20orf194	-0.42225
EXO1	-0.88475
SLC2A2	-2.87683333333333
LOC285074	-1.707
LRG1	-1.1535
KIRREL	-0.8265
PIK3R1	1.111
C4orf34	0.7545
MAF	-1.013
ADCY4	3.72566666666667
ZMIZ2	0.7511
SLC46A3	1.538
STAMBP	0.700666666666667
CCDC16	0.93375
MS4A12	0.1975
TCF20	0.15975
LRRC46	2.51675
C20orf152	1.671
MRPS6	-0.675
ABCB11	0.179
KCNC2	3.487
CDH19	-3.87933333333333
C9orf123	-1.063
SSH3	1.922875
LDLRAD1	1.09725
CCBE1	-1.3175
ZNF135	1.438375
TAAR1	0.766
WFDC12	0.8735
CCDC42	-0.342333333333333
FLJ12529	-0.77125
PER1	-0.885333333333333
TIMM50	-0.0615
SMARCAD1	0.0623333333333333
FAM26C	0.195
TP53TG3	0.0651666666666667
SH3RF1	1.2379
LMCD1	1.02425
GPR63	-0.328
FLJ21986	2.7455
AIFM3	-0.5655
MICAL1	-1.69916666666667
BLZF1	1.668
IQCA	-0.9245
PCDHGC3	-1.3875
SAC	0.34675
BCL6B	1.98733333333333
DDO	-1.12575
MARCO	1.753
DCHS1	0.5375
C1orf170	-1.60933333333333
CD200R1	1.02783333333333
C22orf15	-0.3145
SEPT11	-1.136
ADNP	0.186
UST	-3.2803
C13orf34	-1.631
RFFL	0.982142857142857
APBA3	-0.5175
C2orf60	-0.595875
CUTL1	0.0763
PMS1	-0.929875
ZNF689	0.4875
EIF3E	1.0385
IL9	-0.3714
RPL31	-0.341375
LY9	-0.5155
ATP2B3	0.0435
KDELR2	0.435583333333333
TFCP2	-0.255
NLRP12	-0.042125
FLJ45422	0.06225
TLE4	-1.3416
ZNF570	0.843
FLJ43806	-1.008
TLK2	0.160875
CIR	1.02725
MARS2	0.619
COL24A1	0.114
SDF2L1	-0.0675
HIBADH	0.183666666666667
IGFBP3	-2.824
C12orf23	0.91375
PSPC1	0.11275
C20orf43	0.32175
TRAV20	0.7215
ARHGAP24	2.777625
KIAA1975	-1.824125
C1QA	3.4032
DNTT	-4.90366666666667
C10orf6	0.140583333333333
C11orf41	-2.012375
HNRPF	1.162125
COL11A1	0.887333333333333
UBAP2	-0.656666666666667
CDKN2AIPNL	-0.879
C20orf174	2.35575
SPRED2	0.31875
PLA2G12A	0.5575
ICEBERG	-2.288
SCN10A	0.091
C11orf65	-0.101
GBP5	4.06075
PITPNC1	-2.9045
POU3F3	-0.185
NCOA7	0.200125
LIN7C	0.6735
LOC348840	-3.3795
NKX2-2	-2.81925
ANKRD13D	0.87775
LOC123688	-1.5925
FUT2	0.2175
TAAR8	0.792
FZD4	-0.373083333333333
PNMA3	-1.7145
OR4L1	0.6815
WIT1	-1.628
EXOC3L	2.60025
ATPBD4	1.1113
KRBA1	-1.33025
UBXD6	-0.36875
HOXB7	0.943714285714286
C7orf23	-1.29
UNQ338	-1.25
STAB2	0.5855
CDC20B	0.408
IRF9	2.8065
CENTG1	0.776
TNPO2	-1.29775
MCPH1	0.30725
BMS1P5	-1.924
SLC26A7	0.829
HIST1H3J	1.073
C9orf3	1.0251
LBH	0.23025
MYO1D	0.305875
PTDSS2	-0.0615
NFU1	0.168
DEPDC4	-0.9215
WNT7B	-1.616
GLP2R	-0.291166666666667
SETD4	-0.5311
DYNLT3	-0.7408
FKBP11	-2.08316666666667
SESTD1	0.927333333333333
FLII	-1.3915
RPS16	0.0358
CHPF	-0.335666666666667
CSNK2A1	-0.386666666666667
SUMO1P1	0.287
FKBP6	-0.4415
ZNF214	1.64466666666667
TWIST1	2.29216666666667
DDX56	-0.1735
TRAM1L1	2.3973
EPO	-2.80983333333333
MRPS18B	1.2935
ZNF682	-1.19366666666667
RPL14	-0.451333333333333
MAFF	-0.6345
LOC51136	0.402125
LY96	-0.58625
DDX20	-0.388
ABTB1	0.508833333333333
ARL5A	0.6717
CCT6A	-0.6495
HEPACAM	-0.482666666666667
EHHADH	-0.978
RBAK	-0.215333333333333
CGB1	-0.46525
ITGB5	-1.6483
YIPF3	0.074
FKBP2	0.323
NR1D1	0.4162
TMEM110	0.1885
NEK2	1.27233333333333
PRAMEF8	-2.81725
C20orf52	0.5115
PCDHGA3	-1.5085
VWA3B	-0.378666666666667
NDUFA5	-0.451125
THAP9	1.25175
FLVCR2	-0.598166666666667
AP1S1	-0.71325
SMAD6	-1.872
SAV1	0.57475
SAT1	0.251375
ZNF251	1.997625
ADAMTS7	-0.1649
RPP38	0.32125
C1orf211	0.3725
YPEL2	1.2024
RBMS1	-1.32125
ZNF445	-0.547666666666667
NRXN2	-0.0211666666666667
PGBD4	-0.24225
UGT2B28	-3.22
WBSCR16	-1.2428
NLRC3	0.19625
ASTL	0.32725
ST6GALNAC1	-3.14875
ZADH2	-0.08475
MLLT4	0.819333333333333
ARL6	0.279833333333333
MEF2C	0.43175
CBFA2T3	0.013
AFF3	3.42178571428571
COG7	0.5
MYB	-1.39483333333333
PLXNA3	0.286
XRCC2	-1.91316666666667
MMS19	-0.4815
ST8SIA5	-1.938125
CHPT1	0.731666666666667
KIAA1712	0.64275
OR6X1	0.771
ACTR3	0.461
UGCG	1.30966666666667
OR4P4	1.1995
ZAP70	-3.14125
LPP	0.759125
ZNF485	0.814
PTPRCAP	-0.22275
IL12RB1	0.33475
ATRX	0.5473
CHST8	-2.419
C14orf109	0.5215
ARV1	1.1405
NMB	-0.348714285714286
COX5A	-0.697
EIF6	0.019
MPPED2	-1.4765
SEMG1	-2.224
CHRDL1	0.307
TRAF3IP2	-0.034
WNK2	-0.802375
LILRA4	2.47666666666667
LAMA2	2.69325
PXT1	0.488
RLBP1	-4.0385
CD300C	0.30825
SLTM	0.70975
FLJ10404	-0.94025
APOBEC3D	-0.806833333333333
RENBP	1.93383333333333
ATXN7L1	-0.0627500000000001
NID1	0.1125
TUBGCP3	0.163375
ITIH5	0.991
CCDC110	2.12
C8A	-2.14675
MGC87042	-2.936
HOXC13	1.805
TFDP2	-0.83225
HCP5	2.191875
POLI	0.38475
UCN	-1.42866666666667
ZNF764	1.7625
C8orf45	0.24375
FHL3	-1.322
SPATA5L1	0.022
MMRN2	2.85816666666667
NDST1	0.281333333333333
COL20A1	-0.474833333333333
ZNF248	-0.104833333333333
PELP1	-0.586666666666667
MBL2	-2.9745
RNF41	1.034375
C5orf24	1.28825
THOC5	-1.132
SERINC3	1.43875
RP11-151A6.2	0.53125
CDCP2	0.0885
HIST1H2AA	1.41875
C11orf75	-0.169833333333333
FKBP7	-0.79525
DDOST	-0.78175
GPNMB	1.11016666666667
TTF2	-1.72683333333333
KCNT1	0.6384
SLC39A14	-1.452125
NGRN	0.16
GPR137B	2.3415
MECP2	0.52825
PSMA1	-0.1155
C16orf73	-4.7165
TMEM60	-0.664
CSN3	-0.4635
NOS1	-0.00249999999999998
RAB7L1	0.1375
YBX2	0.8945
KIAA1166	-1.228375
FUBP3	1.31766666666667
ABCG1	2.8005
ACACA	0.413416666666667
ARL11	1.9115
ATOH1	0.0595
ODF1	-0.220333333333333
CREB3L3	-1.7265
TMEM127	1.64385714285714
DSCAML1	2.4525
PLN	2.095
LYPLA1	2.16016666666667
PRDM9	-2.00525
SASP	-1.42475
PLUNC	0.143
INTU	0.41825
HISPPD1	0.45725
LNPEP	1.27133333333333
YARS2	-0.465333333333333
APCDD1L	-2.256
ZCCHC4	0.2996
FBXO22	0.111666666666667
TTLL13	0.7945
ZNF669	0.8055
PTGDR	1.20375
DDX27	0.3985
KIAA0409	0.1695
GJB6	-0.0685
ASB8	1.01075
PLP2	0.119166666666667
MEPE	0.7075
OR10J5	-0.5005
KRT222P	4.49375
COQ7	1.42966666666667
C1orf101	0.4385
RERG	2.9867
CHMP5	0.690625
THAP11	-0.459125
ZNF43	-0.0346666666666667
ZRANB3	-0.545166666666667
KRT13	0.156375
MRPL19	-0.97675
RBBP9	-0.93975
SPATA17	1.082875
BXDC5	0.338666666666667
PAFAH1B1	-0.47575
MAGEE1	-0.3665
OSTF1	0.111
KIAA0323	0.652833333333333
TXNDC13	0.771666666666667
CNTN4	3.07725
LCE1B	null
UNQ501	1.62575
ZNF154	0.34525
C3orf64	-0.4985
SYT5	-0.1728
PON1	0.0836666666666667
FLJ10357	-1.24875
ATP4A	-1.23
GNPDA1	-0.104333333333333
MGAT1	0.323333333333333
C14orf121	0.545
SLC35B2	-1.05375
MIER3	0.776833333333333
CHEK1	-2.6145
ZNF8	0.673166666666667
TXNDC1	0.221333333333333
CKB	-3.228
RTN3	0.684142857142857
FZD2	-2.61733333333333
PART1	-0.639
PSMB6	-0.434
PCDHB8	-1.3495
PHC3	0.5353
PPP1R8	-0.164166666666667
NOVA2	2.0625
TNFRSF11B	-4.503625
GOLPH3	1.3755
UBLCP1	-0.4835
SUHW3	-0.7145
TTLL1	0.62475
OPN4	0.3675
OR13G1	0.3775
ZPBP2	1.0374
HSD17B11	-1.726875
C9orf50	-0.135
DHDDS	0.0535
CTSW	0.9402
NEFM	-3.0495
MRPL28	0.18175
SYN1	-0.184333333333333
PIGV	0.869
ZIM2	-0.22575
APBB1	0.957166666666667
SND1	-1.08675
C1orf123	-0.189666666666667
CHD3	-0.819
BHLHB8	0.336
RNASE2	-0.22
BCAP31	0.351625
SLC25A44	0.866666666666667
CHD6	0.7177
PIB5PA	1.05884615384615
SELS	0.498125
LOC541471	-0.317125
FAT2	-0.3975
ZNF81	0.025
OR4C16	0.4195
FLJ10081	-0.1149
LRRC4	0.3495
CS	-0.400166666666667
N4BP2	-0.185625
IGFBP7	1.5255
ZNF318	-0.298666666666667
NDNL2	0.9855
ZNF609	0.239125
SIRT4	0.4985
EXOSC10	-0.479
ECE2	0.345416666666667
OVGP1	1.8705
GTPBP3	-1.464
PACS2	0.3696
C19orf36	-0.8445
ARL4C	-1.35
ATG4B	-0.316
UBQLNL	-0.52175
RHOXF2B	-3.943
PLEKHG2	-1.986
GALR1	-0.752
AQP4	-0.0256666666666667
HDAC7A	-0.0438333333333333
DCUN1D3	0.25
OR8A1	0.4335
CCRN4L	0.438
CBR4	-0.200333333333333
KIFC1	-2.195
SLC7A14	-1.05533333333333
LHX5	null
TRPC7	0.168
LPXN	-1.62175
SERPINA1	-2.394
RPS13	-1.169
BPIL3	-0.4105
PRKAA1	-2.2295
FADS2	0.606
ENAH	-0.964
PRO1768	-0.097
APBA2BP	1.47675
LIPH	1.959
C3orf33	-1.20975
RCC2	-0.0630714285714286
ALDH1A2	-3.9423
RNF103	1.836
AHCY	-0.3175
ALG12	0.3745
CCL17	0.66525
ZNF543	0.7665
ESRRG	1.3984
CNGA1	-1.01
RDH5	-0.577833333333333
OTX1	-0.9203
PTGFR	-2.25833333333333
CDR2	0.879375
SELE	5.164
NLGN2	-1.65466666666667
EXOSC9	-0.3175
ZNF566	-0.0566666666666667
KLRC2	-4.665
GPR12	0.689
KIAA0196	2.279
PDRG1	0.233
SSR3	-1.2645
MSI1	-0.0605
CST9	0.7355
CC2D1A	-0.373625
PLAGL1	-1.32694444444444
ZNF778	-0.309
RNF2	0.21825
KLF6	0.883666666666667
THBD	1.22133333333333
tcag7.1314	0.77025
NR5A1	0.023
ABCD2	-0.55625
DNAJC7	-1.32425
CLEC4C	-0.2245
TM2D3	0.95075
CCDC4	-0.87
PLAC2	-2.67325
DCD	1.308
FAAH	2.03725
POLA1	-0.337833333333333
TM7SF2	0.282875
FLJ39822	-1.65833333333333
FLOT2	0.24325
MAP4K1	-0.868
SRP68	0.674875
C21orf74	0.292
ARPC5	0.808375
LOC126075	1.5605
HECW2	0.496
ZDHHC4	-0.027
ANKRD42	1.1286
PDE9A	-1.61983333333333
ABCA8	0.1635
NDUFS2	0.46625
UBR5	1.135125
BTBD16	-2.63975
LOC554174	0.341
ZNF20	-0.013
KIAA1843	0.392
WDR17	5.03025
C15orf33	-0.665
RNF113A	0.0175
CAMKK1	-1.23
CLCN2	-1.01925
ANXA6	-2.555
LOC340069	0.5565
EMID1	-0.418125
DPM3	0.325
ELA1	0.1455
SLC25A13	-1.1691
KRT24	5.6775
SMPD1	-0.37
TH	2.56775
COL6A2	-1.05285714285714
ANKS1B	3.7205
GPR126	-2.5815
ZC3H12A	-0.583333333333333
TMEM47	-0.306166666666667
C2orf51	-0.219833333333333
C1orf88	2.5015
HSF2BP	1.0035
AKAP10	-0.17725
RPAP3	0.4615
KLHDC8B	-0.44275
STOM	1.9724
MUPCDH	-0.01175
C10orf72	-1.019375
PLEKHA3	1.21975
TCP11L1	-0.1055
CWF19L1	0.16375
SPEF1	1.59630769230769
YSK4	0.83075
ELN	0.7356
SAMD8	0.6465
MPI	-0.978666666666667
MEPCE	-0.0188
ABCC3	-1.75075
NANOGP1	-3.3015
KCNK17	0.02975
HLA-DMB	3.8525
RRAGA	-0.16575
ANGEL1	0.1795
RBM32B	0.546
CPN1	-2.666
MGC52282	-0.6394
HLA-A	2.61641666666667
OR9G4	0.2205
EDNRB	-1.060125
SCD	2.82921428571429
C14orf80	-0.116166666666667
BAGE2	-1.1695
RABL4	0.218166666666667
RCVRN	-0.839
SHANK1	0.636
NLRP7	-3.9065
CD226	0.65225
STAT3	0.8638125
SYNJ2	-0.3977
TPCN2	0.785833333333333
WDR36	-0.158666666666667
MBD4	-0.57325
ROBO1	-0.122
ST3GAL6	-2.97475
SLAMF8	2.519
ATN1	-0.069
GPR141	0.28725
KRT36	0.6515
TPH1	1.406
DDX52	0.37
ZSCAN29	0.2595
TRPT1	0.00433333333333334
DPEP3	-0.10375
DENND4A	-0.4825
TSPAN16	-1.4735
PTCHD2	-0.078
LOC145814	0.10825
CAP1	-0.208666666666667
EIF5A2	-2.5685
NT5DC3	-0.975625
SEPT9	0.251125
SEZ6L2	1.7855
EGFLAM	3.0715
VPS11	-0.368375
NDUFB5	-0.348833333333333
CIDEA	3.658
IER5L	0.307
N6AMT1	0.4005
FAM83C	-0.38025
OXR1	2.10941666666667
IRX1	-0.3265
DGKB	-1.102
GCN5L2	-0.147
MIR16	1.176125
FBXW9	-0.4675
WDR4	-0.997166666666667
PDC	-0.5485
VPS33B	-0.431
HEXB	-0.13675
FLJ32214	0.1185
TCEB3	-0.56925
CRLF1	-3.8725
ABI3BP	0.09425
C8orf22	-4.2075
PYCR1	-0.33325
KIAA1706	-0.35925
CDK5R2	0.2995
WAS	0.256
C12orf60	-0.106
CCBL2	-0.272375
MADD	-0.28575
C5orf34	-0.83025
WDR42A	1.4059
KLF12	-1.49375
HSPA1A	3.32425
ITM2C	-2.48208333333333
DAPK2	1.92933333333333
LOC442590	0.0165
SUMF2	0.567
CENPA	-0.768307692307692
TMED5	0.41275
CDH6	-0.5723
BRP44	1.043625
THG1L	-1.031
GABRA2	-2.77225
C14orf166	-0.37875
MYL1	-1.95283333333333
TNFSF18	0.337
PAP2D	-0.179833333333333
PPIB	-1.20825
KLHL4	-0.28925
SFN	-0.222
CCDC127	1.529
FRAP1	-0.0895
GOLGA5	1.80675
SDCCAG1	0.069125
MGC21675	0.1735
C10orf95	-0.3105
KIAA1345	0.1335
C1orf163	-0.6875
LACE1	-0.740166666666667
OR10K2	0.9825
CENPN	-1.74364
TMED2	1.915
UGT1A6	0.878
ANG	-1.65125
U2AF1	-1.341
CASC2	1.3665
NMT2	-2.0685
OSGEPL1	1.212875
DFNB31	-0.593
SLC6A20	0.714375
DKC1	-0.352
FXYD4	-0.136
WDR64	-0.14175
MGC5590	0.4435
CREBZF	-0.410166666666667
DAZ1	-0.052
PRPSAP1	0.45975
GCHFR	-0.23575
TTC7A	-0.96275
LOC196993	0.9015
UBD	0.275833333333333
S100A1	-1.25975
RPL6	-0.319833333333333
DNAJB6	1.11715
NAGS	1.9254
C2orf58	-0.5685
KERA	0.179666666666667
MT1X	-0.297
UBE2B	1.3999
KEAP1	-0.20025
MST1	-2.828375
OMA1	1.0365
ABLIM2	0.331
BCL2L13	-0.0975
JAZF1	-0.1105
TMEM63B	0.586
S100A8	-0.1973
ARFIP2	0.7995
UROS	0.41025
KHDRBS2	-4.0155
POLQ	-2.143125
SOAT1	-0.257
SPAG4	-0.91875
MRPS30	-0.638833333333333
LOC494141	-0.25225
OR2T11	1.449
ORAOV1	0.2496
ZNF184	0.577833333333333
TCEB3B	0.1
ADAM21	0.499
GDPD1	1.92025
SPINLW1	0.49325
PRR14	0.4915
KCTD9	-0.6155
NUDT3	-0.0605
KIAA1822	0.2901
HIST1H4K	-2.401
DFNA5	-2.60125
GABPA	0.40875
C14orf44	0.82175
POLB	-0.4515
PTAR1	-0.655
SEC31A	0.4127
TRIM58	-2.92575
TAS2R14	0.2515
VPS8	-0.365125
H1F0	1.6415
PRKCB1	-3.462
UGT2A1	0.6825
TOR1B	0.83125
LSS	-1.13333333333333
C2orf19	0.1785
HNRNPC	0.940714285714286
TMEM100	-0.921
LOC116349	-0.50175
OR51M1	0.1875
CCDC142	-0.37225
ISG15	2.778125
ZCCHC14	0.796125
CREBL2	1.1905
TGDS	-1.08275
DC2	-0.32425
CACNA2D3	-2.87414285714286
ZNF429	-1.30125
LYPD6	-0.558666666666667
SUCLG1	-0.8985
OR51I1	-0.612
MAGEH1	0.1325
PRPF40A	-0.2415
SMR3A	0.448
SPINK2	-0.54675
THAP2	0.106125
NPY5R	-0.562875
IRF4	-3.001625
SPESP1	2.23983333333333
OR10S1	0.2715
DTD1	-0.60625
TUBE1	-0.20375
DDX19A	-1.2495
PDPN	-3.716375
TMEM34	1.38983333333333
MGAM	-0.4335
COL3A1	4.30327777777778
GFM2	0.4045
OR5A2	0.4335
PSG9	-1.29133333333333
ARHGEF11	0.617333333333333
IVNS1ABP	-0.122
SIGIRR	1.4275
DUSP19	-0.127375
DNAJC14	0.5477
ACSS1	1.87425
IL1RAPL2	0.4675
C4orf30	-0.705
SEPT4	1.95625
LANCL3	-2.9755
SPAG17	0.606833333333333
PRDX3	0.577625
HNF1A	-1.599125
P4HA2	-0.291375
RFWD3	-1.39066666666667
MOV10	-1.30075
DNAJA5	0.920714285714285
LOC729440	0.75825
LOC200383	0.196166666666667
SMC2	-1.09775
MIXL1	-1.284
TMEM9	-0.007
FAM86A	2.244
ZNF174	-0.6446
MYH14	-1.099
CCR8	1.8905
VPS37C	0.897166666666667
GPATCH1	0.621166666666667
B3GNT8	1.703
TBX4	-0.46225
CNR2	0.390166666666667
PCDH1	2.08025
C5orf29	4.451875
OCIAD2	1.7155
PLCG2	-0.375
KIAA0247	1.716125
HRH3	0.2214
CAPN13	3.76725
CCR1	-0.69
MGC15523	0.0777777777777778
UVRAG	-0.443
DNAJA2	-0.463166666666667
ITGA2B	-0.422333333333333
CLDN5	3.128125
PTPRN2	2.30885714285714
ZNF512	-0.744166666666667
PSAP	1.03557142857143
CCDC140	-2.2065
LRRC55	0.384
CYP26C1	-0.24
C8orf47	-0.34825
LYN	-0.38725
DUSP6	-1.39433333333333
TGFB3	1.1536
ELK1	-0.7229
PCDH11Y	-0.1235
HGD	-1.293
C17orf58	3.0885
MYO3A	0.378
SERPINE2	-5.1775
AARSD1	0.1445
C14orf73	-1.30025
ADAM33	-0.03675
ZNF491	0.012
MAPK6	-1.12733333333333
TCN1	2.70866666666667
SLC24A6	-0.3925
UBE2R2	-0.5065
H1FNT	0.36525
TATDN2	0.618666666666667
LILRB1	1.676
P2RY5	0.4735
NUCB2	1.56675
C2orf37	0.65725
SNX27	1.69216666666667
MTA3	0.171125
FOXO4	0.833125
ID4	-0.0331666666666667
SOX5	-2.08
PXMP3	2.005
OR52M1	0.2275
SFT2D3	0.425
INA	-3.09133333333333
MCOLN1	1.11125
NFIX	-1.1914
CLEC14A	5.53466666666667
HIBCH	-0.1165
PLA2G5	0.04175
TIMM10	0.193166666666667
MED17	1.6828
COL4A4	-2.253
TPP1	0.767666666666667
GJA3	-0.801333333333333
TMPRSS5	-1.72975
AADACL3	0.334
DNMBP	-0.48175
ENPP5	3.54883333333333
NQO1	0.7781
ZSCAN2	0.411125
SEC24C	-0.629333333333333
GTF2A1L	-0.3925
AXIN2	-0.8693
FAM33A	-0.749916666666667
C16orf13	0.84225
SPNS2	0.33825
TAF1	-0.1775
AP1G2	-0.0865
RBM42	0.4905
HCN2	-0.0796666666666667
EFHB	0.6355
RUSC1	0.372
GRIK5	0.0805
USP21	0.9845
ATAD3C	-0.185
ORMDL2	1.50025
PRSS7	-3.0335
PSAT1	-6.3845
FLJ13195	-0.425833333333333
TBC1D1	0.0913333333333333
IFNG	2.174
OTOS	0.1295
ZNF773	-0.328666666666667
EMD	-1.29575
RETN	0.23925
CCL8	4.8595
APH1A	-0.043
COX18	-0.1395
GTF2IRD2	-0.989
CCDC82	-1.41125
PAFAH2	1.103
NPEPL1	-0.5841
RP11-114G1.1	2.12
TP53INP1	4.226
ZNF300	-2.763
FOXL2	-3.663
LARP2	1.01925
LATS1	-0.15375
HTR6	0.5455
SPOCK2	-0.596
RNF144B	1.04766666666667
HTATIP2	0.576125
MGC10334	-0.24175
CENTA2	1.873
FGF2	-2.447
FXYD7	0.3895
PHYHIPL	-2.747125
GPR34	5.33225
DDX6	-0.461333333333333
OR10W1	0.258
LHFPL1	-2.06
ZNF313	0.689071428571429
VPS28	2.8515
AP3M1	0.1375
AKR1CL2	-1.233
TRAF4	0.024625
OR2B11	0.886
C19orf12	0.227
AKAP9	0.411166666666667
C1orf62	-0.122
SLC20A1	-0.6452
FAM112A	0.16675
LDB2	1.294375
MRPS23	0.1845
KLK5	-0.012875
SPTB	-0.5866
EFEMP2	-1.599
EFNB2	0.817375
PCM1	0.597428571428571
NMNAT3	1.45775
TSG101	0.784333333333333
C8orf40	0.470666666666667
NOB1	-1.63225
ABHD3	0.8625
GTF3C4	-0.3865
PIGN	1.70183333333333
GALNTL1	1.70225
AEBP1	-0.1045
OR9Q1	0.7065
ANKRD2	0.709125
CCL28	-3.0555
TRIM38	0.263666666666667
TMCC1	0.488
SMG5	0.7145
LRRC7	-1.5455
NCAPD2	-1.5395
C6orf153	-0.6475
C1orf74	0.3605
OTUD6A	0.1905
DCP2	-0.516666666666667
TMEM24	0.22925
RPL18	-0.1905
TMEM177	-0.146
LRRC37A3	0.37225
C1D	0.132166666666667
LDHC	-2.7515
UBE4B	0.252333333333333
NIT1	0.64075
BTN3A3	0.816875
RASD1	0.672
COMMD3	0.72075
SHFM1	-0.35625
BIRC8	0.285
DUT	-0.439
C12orf51	0.48
LRRC59	-0.348333333333333
LY6H	1.65825
WDR22	0.886583333333333
EDEM1	-0.1295
ADH1A	4.04
PANX2	0.2739
CYP11B1	0.4915
CDC73	0.71375
GPR172A	1.39775
GSTM3	2.78876923076923
KCNA5	0.17175
SERAC1	-0.155833333333333
NFATC2	0.6385
ANAPC5	-0.1862
C15orf24	0.69125
NFATC2IP	-0.130916666666667
TNRC6C	0.786833333333333
MGC102966	-2.644625
FGD5	0.404
MED9	-0.7585
RAB13	0.249
C15orf49	-0.803
CRYGS	-1.3013
C12orf53	-0.9977
LOC283693	-0.345
COX6B2	-0.8235
PHF14	-0.044625
FAM3A	-0.019875
RPL13	-0.743
PRDX2	0.1896
FLJ34047	-1.21075
PRMT3	0.59825
KCTD19	-1.9395
TRIM10	-0.581166666666667
MGC26597	0.7542
GCNT4	0.55575
GPRASP1	-1.04375
CDKN1C	-1.55116666666667
RHBDL2	-0.0703
HSPH1	1.3
AQP1	2.706
COL17A1	-2.2279
GFAP	0.666875
CDC16	-0.964
KIAA1614	-0.238
C6orf118	-0.5628
ZSWIM5	1.60625
FAM83F	2.42075
LYNX1	0.847125
SYNPR	-0.937
XG	-0.2145
PRSS16	-3.195
KIF13B	1.04742857142857
PCDH9	0.833875
HIST1H2AH	1.29216666666667
RBM18	-0.155
ZNF626	-0.2445
HEXIM2	1.05983333333333
ITFG1	0.0335
TUBG2	-0.33
SFRS7	0.260833333333333
C9orf14	1.332
EXTL1	-2.57075
GBP3	2.21983333333333
WDR5	-1.40225
RARG	0.153833333333333
MYO7A	-0.139125
CECR6	1.05725
C13orf3	-1.147875
SFRS18	-1.84125
ACVR1B	0.353666666666667
PSMD1	0.121
C7orf31	-1.9936
ILVBL	-1.0025
IFNGR1	0.77625
RNF186	0.35875
NOL9	-0.8765
MAGEL2	-1.53875
SLC29A2	0.381
NHSL1	-2.11725
RBMX	-0.1565
PSORS1C2	0.403125
RAD51L3	0.547166666666667
LCN6	1.61575
ORAI2	-1.32125
BRUNOL6	-0.2193
OR4K5	0.1605
CDC123	-0.145
MSLN	-1.958
WWTR1	-1.54983333333333
ZNF700	-0.768333333333333
COBL	-0.92675
PPP1R16B	-0.561625
GAS7	-1.3982
MDN1	-0.867875
HAAO	0.215
C9orf68	1.2395
TNFAIP2	0.154375
FOXN1	-0.1445
hCG_2033311	0.491333333333333
ATP6V0D2	-1.1337
RPL41	0.919125
SLC38A1	1.759875
ARHGAP6	-1.05008333333333
ADAD2	-0.30525
PHF20L1	1.88425
MCM3AP	-0.253
ST3GAL3	-0.405666666666667
SNX1	0.257166666666667
ELF5	1.81825
PARP3	-1.318875
RBM8A	0.2084375
LINGO4	0.548
ITGA9	0.00466666666666667
ZFR	0.61825
ACSL6	1.127
FLJ20699	-1.0145
DAOA	0.213
FABP4	5.8315
KCNB1	2.09525
CANX	1.1765
SLC25A28	0.462833333333333
ADIPOR2	2.1305
ECHDC2	1.2005
SMA4	2.94225
FRZB	3.226125
PABPC1	0.531666666666667
DMRTB1	-0.39725
APOBEC3G	-1.15925
CATSPER2	-0.969666666666667
CUEDC1	0.9785
STARD9	-1.742125
CLDN8	2.22525
LOC23117	-0.710818181818182
E2F6	-0.0892777777777778
TMEM126B	-1.27716666666667
DPY19L4	2.4725
GIMAP5	2.69166666666667
NDUFA9	0.0171666666666667
FAM77C	2.7565
CTPS2	0.34625
LOC51035	0.143625
WDSOF1	1.33425
EGLN3	-1.636875
PITX3	0.359833333333333
OR52E8	0.5735
GRM4	1.274
KLK1	-2.50133333333333
GPM6B	-3.987875
RRAGD	0.168333333333333
PAGE5	-3.81075
