Hybridization REF	TCGA-BH-A0DD-01A-31R-A12P-07
PLSCR4	1.59366666666667
HIG2	-0.28375
FAM79B	6.076
C21orf86	-0.3282
KCNK10	0.151
ZNF738	-1.00475
FSTL5	-2.42433333333333
OR6A2	-0.224
OTOA	0.486166666666667
EXOC1	0.71075
AHRR	-2.292875
PDAP1	-1.82458333333333
C19orf6	-1.46575
ZAN	0.5375
LY6G6E	0.803
EIF4E2	-0.47375
C20orf198	-0.66225
ZNF324	0.3145
CYP3A5	-5.5095
ENTPD7	1.6595
MBOAT5	-0.843333333333333
GJB5	-2.45775
TTC13	0.4555
S100Z	-1.99533333333333
KIAA0664	-1.76316666666667
PDGFRB	1.91425
IL17D	-1.2085
OR56B4	0.2455
RDX	-1.87966666666667
SLC34A3	0.3965
IL28B	0.814
JUND	0.61725
CHRNB1	-1.05475
CAMK2B	-0.61975
FETUB	-1.61375
CXorf23	1.543
MRTO4	-1.60925
TTC3	0.319
NDUFB8	-0.423
EDG2	-0.072
SEMA3G	0.21025
IL23A	-2.203
GRHL1	1.935
LOC441054	-1.4545
WDR65	0.745875
PSTK	0.01075
STOML3	-0.424666666666667
R3HDM2	0.5423
C5	-0.7965
SLC2A10	0.652833333333333
C3orf22	0.47125
PAQR3	-0.746615384615385
ANKRD26	0.607333333333333
HCRTR1	-0.2375
LOC399947	-0.84
PSD2	-0.1065
TIGD2	0.299333333333333
SCRN1	0.07475
COQ10A	-0.42775
DDI2	-0.406
METTL7B	-0.8925
UCN2	0.7885
FAM92A3	-0.6525
WDR16	-0.30525
ZNF511	-0.822666666666667
ZMYM5	-0.50275
POLR3G	-2.25575
ZNF586	0.05925
C1orf49	0.316833333333333
TANK	0.518333333333333
RCAN1	-0.827666666666667
PELI3	2.061
LIMD2	-0.727083333333333
TMEM189	-0.912
NTN4	1.05375
LOC151300	0.6295
CLEC2A	-1.488
GPR135	-0.28275
DPYSL4	-3.2551
JAK2	0.770333333333333
TSHZ1	0.367
TM9SF4	-0.35625
ZNF264	0.8555
SIRPG	1.836625
BICD1	-1.56925
HERC6	2.99716666666667
METTL5	-0.06
CASP1	0.6635
PRRT1	-0.888
PLA2G4C	2.711
ICA1L	0.830571428571429
TPTE2	-0.452833333333333
OTUD7A	-2.347
AQP11	1.4625
APOA2	-4.2568
KALRN	-0.8908
SECTM1	0.287833333333333
IFNAR1	0.01225
TALDO1	-0.573625
RAB11FIP4	1.54158333333333
EIF5A	-3.081
FAM49A	1.94775
NEGR1	0.463666666666667
YTHDC2	-0.02975
EHD2	-1.13475
NCF1	1.1198
SCRT2	-1.98
HOXA5	-1.78783333333333
NUP133	1.007
FGF12	-0.037375
SLMO2	0.54275
SNTA1	-1.56725
CACNG2	0.354875
GCM1	0.534625
ELF1	0.4735
TLR5	3.22025
TCFL5	-0.252916666666667
RBMY2FP	-1.246
LOC100125556	0.2155
FAM129B	-1.036125
MAP3K7IP1	-0.45925
NCK2	-0.6285
OXA1L	-1.0495
FMO9P	1.144
ZSCAN12	0.435
PSMD12	0.216416666666667
HSCB	0.06975
CLDN10	-4.00575
MGC13053	-0.61825
HPCAL4	-0.391166666666667
ASZ1	-0.0925
MEX3D	-1.14458333333333
NFAT5	-0.8889
CSPG4LYP1	-0.0806666666666667
FBXO3	1.0903
DVL1	-1.7985
CMKLR1	0.400833333333333
TYMS	-0.878
PEF1	0.03625
ZNF750	-2.22933333333333
MCM5	-1.4659
MEGF11	-1.4635
KCNK7	-0.244
PTP4A3	0.048
C1QTNF2	-1.81083333333333
OR6S1	0.4625
FAM122B	-0.06625
ZNF551	-0.30325
HBQ1	-2.5915
GEMIN6	0.70375
ARSK	1.3595
RBP7	3.971
CPNE9	0.4765
DSC1	2.511
LOC730112	-0.68925
MAP2K4	0.088875
HS3ST5	0.854
EPB41L3	1.84975
TEKT2	2.5735
CDKN2B	0.480916666666667
ZNF480	0.1715
MAP3K6	-0.4263
MAP6	0.8095
HN1	-0.3717
OR2L13	0.026
SLC16A11	0.05725
FAM96A	0.41725
APOL1	0.49075
C5orf32	0.4175
RTP1	-1.14966666666667
RNF175	-0.051
ZBTB41	1.227625
AHCTF1	0.5726
SAE2	0.6087
ITGA2	0.972
MME	-0.783333333333333
CCDC14	-0.60125
MAST4	0.607642857142857
KRT33B	0.101
KCTD2	-1.23766666666667
WDR26	0.906583333333333
MFI2	-0.2
NR4A3	-0.31675
ARSA	0.113
UNKL	-0.743666666666667
SULT6B1	0.353
CCNA2	-0.480666666666667
SOX15	0.0195
PPAPDC1B	-0.314
C19orf44	0.696
MCAT	-0.662166666666667
ARID1B	0.388875
OR52N1	0.199
C12orf48	0.57325
MAGI1	-0.314875
NIPA2	-0.06225
GBX2	-2.294
RSHL3	1.490125
RAVER1	-0.1685
C15orf17	-0.414
SLC30A2	1.22025
ZNF518	-0.30875
PCYT1B	-2.08925
C10orf114	-2.15125
EIF3H	1.38725
SLC25A39	-1.25883333333333
KIF1B	-0.880875
AMOTL2	-0.74175
C6orf120	0.466
PSRC1	-1.411
PLA2G10	3.20525
KIF5C	-0.410428571428571
MRPL37	-0.84
C17orf62	-1.02366666666667
C9orf135	-2.086
DUSP10	1.1511
CLCNKB	0.168
PSMA5	-0.18325
C8orf53	0.35975
AMPD3	1.43066666666667
PIAS1	-0.49375
ADCYAP1R1	0.909
GYLTL1B	-1.817
CDH20	0.104
FBXO7	0.012
TMEM134	0.301
FLJ14213	0.3225
ZNF3	-0.1325
LRRFIP1	0.554375
CNOT2	0.87
ABI3	1.6415
ALDH5A1	-0.737666666666667
HNT	2.541
SERPINA4	-2.5035
TK2	0.342416666666667
STMN1	-0.547666666666667
GUCA2A	0.428
GALNT10	0.630285714285714
DPP6	-0.7186
C9orf93	-0.137
PRELID2	-1.31375
STK39	0.481375
SFTPA1	-2.09525
CKS2	0.282777777777778
RHO	0.81175
C20orf135	-0.0975
XKR3	-2.5005
CR1	-0.010125
RPS6KA2	-1.02935714285714
C20orf112	0.23425
MRPL22	-0.4885
C4orf23	-0.645666666666667
GADD45B	0.46075
KLHDC1	1.84666666666667
C2orf48	-1.806
ZNF287	1.11
DAAM2	-1.268
DPPA2	-3.45166666666667
TCTN3	0.187833333333333
DNAJB11	-0.07125
FPR1	3.16725
DEFB4	-0.1575
PTCD2	-1.0527
SMOC2	4.08383333333333
CABP7	1.85775
SERPINB11	0.26925
MAGEF1	1.077
NDE1	-0.403
ITGA10	0.558
FSHB	0.467
ANXA2	0.542625
HORMAD2	0.571666666666667
HLCS	0.5405
MCF2L	0.861916666666667
FH	0.551
TBC1D24	0.30925
KIAA1505	1.7165
LGALS2	-1.13475
CNBD1	-0.3445
SYNPO2L	0.11075
PTPN23	-0.411357142857143
C1orf183	-0.683333333333333
MAGEA8	-2.8825
DGCR8	-1.54175
GSR	-2.41675
PAQR7	-0.13225
ZNF676	0.90725
CACNA1C	-0.7657
SP7	0.9115
PDCD6	-0.78175
NRN1L	-2.018
BRI3BP	-0.928
KIAA1183	0.289
ASB4	-0.1465
CCL23	0.5744
OBSL1	-3.188125
SLC12A7	0.184583333333333
KIAA0240	1.0385
CD1B	-3.5235
FCGR2A	1.3725
MDC1	-0.40025
HTR1A	-0.0583333333333333
OCEL1	0.47075
ATP11B	-0.5424375
FBXO34	-0.112
PCDH12	2.0295
RPE	-0.50425
C17orf74	0.3615
CSDC2	0.344333333333333
PET112L	-0.2105
TMBIM1	-0.63325
P2RXL1	-0.11625
TCHP	-0.27025
TRMT1	-1.64466666666667
F2RL2	0.0610833333333333
LRRC32	2.0865
IMPG2	0.5445
BGLAP	-0.094
LOC493869	-1.352
MRAS	0.482125
SLC35F5	1.11175
CBWD1	0.6625
AXL	-2.02675
ATP2C2	0.966
TELO2	-1.76
PNPLA3	-1.12475
PCDHB14	0.811
CD276	-0.43225
KRT80	-0.907875
DUSP28	0.1055
CSNK1E	-0.977583333333333
SRP14	0.8775
KCNQ4	0.075
KRT72	0.0716666666666667
CCDC117	0.73575
C6orf89	-0.392111111111111
TUBB2B	-3.3265
RTN4IP1	-0.141
CR1L	-3.59533333333333
CEND1	0.38
C12orf41	0.235833333333333
RNF31	-0.29025
UBN1	-0.374333333333333
C17orf32	0.739375
SLC5A7	1.698
GPR92	0.554
ESAM	1.0227
CTNNA1	0.807583333333334
HRBL	-0.4218
CBX4	-1.04175
TMEM182	-0.40575
SH3TC2	-2.18183333333333
IL10	1.75583333333333
PXMP4	1.091
RNF167	-0.7757
PAK7	-0.0608333333333333
ETV3	-0.0335
ATPIF1	-0.9315
LOC554207	-1.82516666666667
OR8H1	0.2185
WDFY3	1.82425
DPM1	-0.26575
GPSM1	-0.765
WDR92	-0.1143
LRP1	-0.727333333333333
ANKH	-1.3545
THUMPD3	-0.6245
POLR1B	0.11575
OLFM4	0.1885
RAD9B	1.034
TSPY2	-2.695
PAX6	-2.30333333333333
SCG2	-1.933
SLC17A6	0.1675
FMO3	1.959
PADI4	0.094625
TUBB4	-0.9578
NLK	0.35275
POU4F3	-0.0535
SDF4	-1.6605
ITGBL1	3.04333333333333
NETO1	-0.47475
TAP2	0.68675
ABBA-1	-0.860083333333333
GNAI1	-1.458
VPS4B	1.443
NOPE	-0.2291
GALNT6	2.22466666666667
SESN1	0.868625
GBE1	-1.11311111111111
CLASP1	-1.327
RASGEF1B	1.338
ACOT11	0.1135
AFAP1	1.40775
OR2H2	0.2505
DPY19L2P1	0.88175
DZIP1	-2.1605
SEC22C	0.499
GPR161	-0.939916666666667
RNF146	0.83175
WDR74	-1.002125
GALP	-2.0405
PURA	-0.5305
DNPEP	-0.0880833333333333
RP11-78J21.1	-0.25225
ERBB2	3.153625
FANCM	0.0481666666666667
NEO1	-2.3305
DDX3Y	0.2649
RPS3A	0.521625
MXRA7	-0.771428571428571
LGALS3	-0.829166666666667
GLT8D1	0.23525
CFL2	-2.03133333333333
UPB1	0.6445
NAP1L5	0.104
CLDN14	-1.226
DHX38	-1.4015
BTBD1	-0.118
TARS2	-0.7115
ABCF1	-0.4335
FCF1	1.56
LRRC49	0.85225
GUCY1B2	0.7985
C1orf177	0.191833333333333
SMARCA4	-1.00257142857143
LRP8	-2.58616666666667
TAGLN3	-0.8215
MRPL14	-0.125
TTRAP	0.599
ZDHHC20	0.7155
NFE2L3	0.12425
KIAA1377	1.171
PALMD	0.5009
TMEM43	-0.2805
TTL	-0.725125
STAT5B	-0.967333333333333
SSB	-0.270625
OR10H5	0.7075
SLC22A13	-1.1415
AKAP3	-1.11725
TIMM23	0.053
OAS2	3.72966666666667
KIAA0423	1.64725
TRIM11	0.2515
GLIS3	1.20625
TMEM50B	1.14133333333333
ARHGEF4	-0.83075
DEGS1	-0.386
TBL1XR1	0.920133333333333
G6PD	-2.50625
SP140	0.7306
MUC17	0.445857142857143
NUDC	-0.9315
DNAJC5B	2.65466666666667
SCARA3	-1.46033333333333
CPA3	5.36383333333333
BCAT2	-0.65475
MFN1	0.3919
NRG3	-1.1985
SNX11	0.68225
PLEKHH1	-0.00333333333333335
GPR177	-0.259166666666667
HCFC2	0.668
TCAP	1.96075
MOCOS	0.28525
C14orf93	0.0435
PRDM10	0.313
SLC16A4	-1.38991666666667
SRGAP1	-0.684166666666667
VIP	0.79475
DUSP27	-0.0893333333333333
LILRA1	0.7562
MC2R	0.185
MGC24103	-2.35425
MBTD1	-0.6995
FUT11	-0.5775
USP33	-0.3877
C15orf39	-1.68875
MAP3K12	-0.329875
PAAF1	0.320333333333333
BARHL1	0.2715
FLJ16165	-0.659
PIWIL2	-2.5495
SYNE1	0.315083333333333
CMTM4	0.1965
TSPYL1	0.4416
GUF1	0.390333333333333
TMEM157	1.7985
WDR44	0.277
HIST1H3C	-0.30625
DKFZp666G057	1.22775
RNPEP	0.42575
GAS2L2	0.143833333333333
ADH4	-4.71075
GRPR	4.52033333333333
FBXL17	-2.3265
ZBTB10	1.42225
Gcom1	0.816666666666667
HTRA1	0.892
ZNF585A	0.459833333333333
SLC26A2	-0.694923076923077
OTOP3	0.640333333333333
WISP1	2.61388888888889
ATP2B4	-0.5895
FLJ10769	-0.792
CRAMP1L	-0.431375
CHST12	-0.38025
RAB22A	0.13325
TARDBP	0.0571428571428571
STAU1	0.2535
CRB3	1.368
MIG7	3.4745
CHMP1A	-0.461833333333333
ZNF160	0.611125
B3GALT6	-0.894
BARX1	-2.8875
C6orf167	-0.3451875
NXNL1	0.1705
DHX29	0.464
HADHB	-0.05
PLXNB2	-1.222125
ILDR1	-1.115
SLC15A3	2.4795
GAS2	-3.782
C20orf69	-0.3285
NUMB	0.1025
TNIP1	-1.051625
MESP1	-0.0721666666666667
PSKH1	-0.2945
NSFL1C	-0.33825
RHOG	-0.788
HEY1	-1.3305
KNG1	-2.519875
ITGAX	0.808
LIN9	1.25616666666667
CANT1	-0.368375
XRN1	-0.2505
CCDC96	1.109
HEATR6	-0.654166666666667
GNG7	-0.151666666666667
RUNX2	1.067625
SOX1	-0.536
FCRL5	0.129
ZNF99	1.227
FAM9A	0.593
SNX22	0.661833333333333
MBNL3	-1.93916666666667
ODC1	-3.1525
ADORA2B	-2.5005
NR2F6	-1.5
ZFYVE16	0.692611111111111
SYNJ2BP	0.4114
POLE	-1.10175
E2F2	-0.829375
THRA	2.17516666666667
PTGES2	-1.67633333333333
HIP1R	-0.256833333333333
TMUB1	-1.95516666666667
ENO3	-2.64125
RSPH10B	-0.55
CXorf39	1.444875
IRGC	0.253
GPR109B	-1.1535
FLJ13305	1.2225
LCE3A	0.0115
TNFRSF18	-1.48216666666667
DET1	0.713
TRPM3	-0.149166666666667
C16orf79	-1.702
FECH	0.268
RAP2A	-0.693666666666667
CRIP1	2.85233333333333
AZIN1	1.136125
SLC7A7	3.4335
IL10RA	0.5432
TMEM64	-1.84925
CDC42EP4	1.5947
C16orf58	-0.4156
ARG2	-2.715
POU5F1P4	-5.04125
FAM62B	-0.07825
DNAH8	-2.305
ASH2L	0.310875
TSLP	-4.0025
CNTNAP5	-0.974666666666667
TMEM16C	-1.308
IFNA14	-0.0725000000000001
SLC1A3	1.050875
CABYR	1.96425
BCL7B	-0.0834
NUDT13	-0.6715
C13orf28	0.147
C1orf53	0.6585
ARL6IP4	-0.3519
RPL35A	-0.6665
EMR3	0.374
RAB40C	-0.39775
SLC41A1	0.328
LRCH1	-0.79025
LY6G5B	-0.9445
FAM124A	-0.736571428571428
MGC10981	-3.30733333333333
CLIP3	0.0795
MAP4K2	-1.29916666666667
CHIC1	0.814
SULF1	4.32033333333333
C20orf30	0.337357142857143
PRDM5	-1.256875
ELOVL1	-0.47475
C11orf48	0.15225
SLC39A10	-0.42125
KCNV1	-0.4635
ACP1	-0.182833333333333
ZMYM2	-0.4535
B3GNT6	-0.00150000000000001
C9orf69	-0.51675
C2orf15	1.42325
C20orf166	0.085
HSP90AA6P	0.6335
EDG7	-0.558
NEURL	0.814
LPL	0.276
CLEC2D	0.871928571428571
GRRP1	1.19116666666667
CD8B	-3.466
HIST1H3D	-1.322
SLC6A12	1.27
FAM27L	0.213
CD84	1.5231
RASA1	0.0555
PHKG1	-0.581
MAGEA11	-1.403
IMPA1	0.0999
NPM3	-1.3465
RARRES1	3.57725
SH3BP1	-0.19025
B3GNTL1	-0.8885
ARPC5L	-0.0216666666666667
KLHL26	0.05775
SIM2	1.14925
GJC1	0.593
C20orf194	-0.3985
EXO1	-0.23075
SLC2A2	-2.995
LOC285074	-0.70175
LRG1	2.91325
KIRREL	-0.7525
PIK3R1	1.58164285714286
C4orf34	1.22725
MAF	-1.97216666666667
ADCY4	3.23516666666667
ZMIZ2	0.7824
SLC46A3	0.714333333333333
STAMBP	0.561
CCDC16	0.77675
MS4A12	0.2815
TCF20	0.5045
LRRC46	0.912
C20orf152	0.55925
MRPS6	-0.0305
ABCB11	0.6915
KCNC2	6.066
CDH19	-3.37516666666667
C9orf123	0.4385
SSH3	1.208875
LDLRAD1	-2.60175
CCBE1	-0.165
ZNF135	1.54525
TAAR1	2.255
WFDC12	0.5095
CCDC42	-0.188833333333333
FLJ12529	-0.0755
PER1	-2.238
TIMM50	-0.632166666666667
SMARCAD1	0.375333333333333
FAM26C	0.3305
TP53TG3	-2.909
SH3RF1	1.7481
LMCD1	2.2235
GPR63	-0.2195
FLJ21986	-2.579625
AIFM3	0.64025
MICAL1	-1.12366666666667
BLZF1	1.02116666666667
IQCA	3.57116666666667
PCDHGC3	-1.319
SAC	1.60925
BCL6B	1.17116666666667
DDO	1.68875
MARCO	3.9995
DCHS1	1.58866666666667
C1orf170	0.215333333333333
CD200R1	1.9155
C22orf15	-0.322
SEPT11	0.058
ADNP	0.32475
UST	-1.7039
C13orf34	-1.83966666666667
RFFL	0.616071428571429
APBA3	-0.376
C2orf60	0.305
CUTL1	-0.1561
PMS1	-0.09175
ZNF689	-2.4515
EIF3E	0.3145
IL9	-0.332
RPL31	1.25975
LY9	0.788
ATP2B3	0.64
KDELR2	-0.052875
TFCP2	0.32375
NLRP12	-0.345125
FLJ45422	-1.1315
TLE4	-1.4672
ZNF570	0.8605
FLJ43806	-0.6975
TLK2	-0.13925
CIR	1.201
MARS2	-0.0965
COL24A1	1.18425
SDF2L1	-0.33
HIBADH	0.219166666666667
IGFBP3	-2.64071428571429
C12orf23	1.42425
PSPC1	0.118
C20orf43	-0.87875
TRAV20	1.5505
ARHGAP24	0.44025
KIAA1975	0.9755
C1QA	3.6818
DNTT	-5.50183333333333
C10orf6	0.546833333333333
C11orf41	0.238375
HNRPF	1.2935
COL11A1	6.18966666666667
UBAP2	-0.538
CDKN2AIPNL	0.048
C20orf174	3.14175
SPRED2	0.1745
PLA2G12A	0.632166666666667
ICEBERG	-2.52116666666667
SCN10A	0.1035
C11orf65	0.66475
GBP5	5.69575
PITPNC1	-0.727833333333333
POU3F3	-3.2755
NCOA7	0.14575
LIN7C	-0.0382
LOC348840	-2.405
NKX2-2	-3.46275
ANKRD13D	-0.55
LOC123688	-1.289
FUT2	1.21466666666667
TAAR8	0.4585
FZD4	-0.355166666666667
PNMA3	-1.54166666666667
OR4L1	0.214
WIT1	-2.6965
EXOC3L	1.044
ATPBD4	0.8727
KRBA1	-1.2935
UBXD6	-0.3045
HOXB7	-0.394071428571429
C7orf23	-0.737
UNQ338	-0.84175
STAB2	-0.109
CDC20B	0.20175
IRF9	2.009
CENTG1	-0.165083333333333
TNPO2	-1.48
MCPH1	0.525875
BMS1P5	-1.43575
SLC26A7	1.58925
HIST1H3J	1.592
C9orf3	-0.0883
LBH	0.293125
MYO1D	0.36525
PTDSS2	-0.75975
NFU1	0.59575
DEPDC4	0.29625
WNT7B	1.0578
GLP2R	-0.510333333333333
SETD4	-0.5194
DYNLT3	0.8581
FKBP11	-1.70233333333333
SESTD1	1.153
FLII	-1.62875
RPS16	0.8342
CHPF	-2.11633333333333
CSNK2A1	-0.105
SUMO1P1	0.328
FKBP6	-0.308
ZNF214	2.6765
TWIST1	0.446166666666667
DDX56	-1.30383333333333
TRAM1L1	2.8014
EPO	-2.77533333333333
MRPS18B	-0.35975
ZNF682	0.723
RPL14	0.2115
MAFF	-0.26925
LOC51136	0.796375
LY96	-0.00524999999999999
DDX20	-0.13275
ABTB1	-0.306833333333333
ARL5A	0.1746
CCT6A	-0.34175
HEPACAM	-1.5425
EHHADH	0.0353333333333333
RBAK	0.208166666666667
CGB1	1.8845
ITGB5	-0.2282
YIPF3	-0.32125
FKBP2	-0.84325
NR1D1	0.733
TMEM110	-1.23
NEK2	1.363
PRAMEF8	-3.11075
C20orf52	-0.0535
PCDHGA3	-0.964
VWA3B	0.37225
NDUFA5	1.326375
THAP9	1.29425
FLVCR2	-0.375166666666667
AP1S1	-2.0845
SMAD6	-2.063
SAV1	0.8115
SAT1	1.188625
ZNF251	1.60725
ADAMTS7	-0.1359
RPP38	0.36
C1orf211	0.1335
YPEL2	1.1481
RBMS1	-0.507
ZNF445	-0.6905
NRXN2	-0.528833333333333
PGBD4	-0.20725
UGT2B28	-3.33075
WBSCR16	-1.0575
NLRC3	0.706125
ASTL	0.41525
ST6GALNAC1	-4.42775
ZADH2	0.421
MLLT4	0.802
ARL6	0.986833333333334
MEF2C	-0.48375
CBFA2T3	-2.253
AFF3	1.23292857142857
COG7	-0.600833333333333
MYB	0.797666666666667
PLXNA3	-0.0115
XRCC2	-1.41866666666667
MMS19	-1.163875
ST8SIA5	-0.637625
CHPT1	1.22983333333333
KIAA1712	-0.529625
OR6X1	0.4955
ACTR3	0.321875
UGCG	0.8555
OR4P4	0.578
ZAP70	-3.06325
LPP	0.066
ZNF485	1.2225
PTPRCAP	-0.19875
IL12RB1	0.22675
ATRX	0.7941
CHST8	3.26325
C14orf109	1.18825
ARV1	0.96075
NMB	-0.396428571428571
COX5A	-0.6075
EIF6	-1.553
MPPED2	-1.412
SEMG1	-2.048
CHRDL1	0.2425
TRAF3IP2	1.33375
WNK2	-0.611714285714286
LILRA4	2.07633333333333
LAMA2	4.08925
PXT1	0.2475
RLBP1	-4.0905
CD300C	-0.1105
SLTM	0.54775
FLJ10404	-1.3528125
APOBEC3D	-1.12266666666667
RENBP	-0.0128333333333333
ATXN7L1	0.32325
NID1	0.17425
TUBGCP3	-1.362
ITIH5	-0.238722222222222
CCDC110	3.027
C8A	-2.6645
MGC87042	-0.14275
HOXC13	1.6225
TFDP2	-0.636
HCP5	2.73275
POLI	0.94475
UCN	-1.226
ZNF764	0.221666666666667
C8orf45	2.84975
FHL3	-2.06325
SPATA5L1	0.0595
MMRN2	2.58566666666667
NDST1	-0.583333333333333
COL20A1	-0.825
ZNF248	-0.793
PELP1	-1.41066666666667
MBL2	-2.76533333333333
RNF41	0.44925
C5orf24	0.277875
THOC5	-1.2375
SERINC3	0.0919166666666667
RP11-151A6.2	0.68725
CDCP2	-0.2135
HIST1H2AA	0.0595
C11orf75	0.00733333333333333
FKBP7	0.2555
DDOST	-1.63625
GPNMB	0.164666666666667
TTF2	-0.978
KCNT1	0.214
SLC39A14	-1.526
NGRN	-0.4386
GPR137B	2.65
MECP2	0.1375
PSMA1	-0.20675
C16orf73	-5.405
TMEM60	0.565833333333333
CSN3	-0.1615
NOS1	0.3922
RAB7L1	0.475666666666667
YBX2	0.4335
KIAA1166	-1.04375
FUBP3	-0.563166666666667
ABCG1	0.9695
ACACA	0.845583333333333
ARL11	-0.4634
ATOH1	-0.3615
ODF1	0.393166666666667
CREB3L3	-1.29233333333333
TMEM127	1.17592857142857
DSCAML1	-0.78525
PLN	1.44633333333333
LYPLA1	0.153083333333333
PRDM9	-2.149
SASP	-0.4605
PLUNC	0.0858333333333334
INTU	1.18925
HISPPD1	0.39425
LNPEP	0.827833333333333
YARS2	-0.11
APCDD1L	-1.4275
ZCCHC4	-0.1349
FBXO22	0.077
TTLL13	-0.269
ZNF669	0.455
PTGDR	2.55025
DDX27	-0.543
KIAA0409	-0.7455
GJB6	0.40575
ASB8	0.58725
PLP2	0.245
MEPE	1.82825
OR10J5	0.8335
KRT222P	3.08775
COQ7	0.589333333333333
C1orf101	2.79425
RERG	4.1297
CHMP5	1.241625
THAP11	-0.24825
ZNF43	1.28
ZRANB3	0.470666666666667
KRT13	-0.798125
MRPL19	-0.0755
RBBP9	-0.190125
SPATA17	1.9655
BXDC5	0.569166666666667
PAFAH1B1	-0.482416666666667
MAGEE1	0.47575
OSTF1	0.13375
KIAA0323	-0.079
TXNDC13	-0.159166666666667
CNTN4	-0.72325
LCE1B	-1.805
UNQ501	0.292
ZNF154	0.2645
C3orf64	0.4815
SYT5	-0.1337
PON1	1.76483333333333
FLJ10357	-0.9185
ATP4A	-2.2725
GNPDA1	-0.198333333333333
MGAT1	-0.610333333333333
C14orf121	0.00850000000000001
SLC35B2	-0.43325
MIER3	0.6895
CHEK1	-0.965375
ZNF8	0.450666666666667
TXNDC1	0.0371666666666667
CKB	-2.9419
RTN3	-0.171857142857143
FZD2	-1.05866666666667
PART1	0.124375
PSMB6	-1.03375
PCDHB8	-1.3505
PHC3	0.2071
PPP1R8	-0.7055
NOVA2	0.9805
TNFRSF11B	-2.229625
GOLPH3	0.919
UBLCP1	-0.4205
SUHW3	-0.51375
TTLL1	1.5555
OPN4	0.1515
OR13G1	0.433
ZPBP2	0.1184
HSD17B11	-0.4645
C9orf50	-0.461
DHDDS	-0.843714285714286
CTSW	1.1221
NEFM	-2.44183333333333
MRPL28	-1.61375
SYN1	0.292333333333333
PIGV	-0.173666666666667
ZIM2	-1.224
APBB1	-0.2935
SND1	-1.0605
C1orf123	-0.0323333333333333
CHD3	-2.3035
BHLHB8	0.40275
RNASE2	1.2015
BCAP31	-0.5815
SLC25A44	0.2855
CHD6	-0.0472
PIB5PA	2.48307692307692
SELS	0.3845
LOC541471	0.42975
FAT2	0.7395
ZNF81	-0.2325
OR4C16	0.6325
FLJ10081	0.1605
LRRC4	0.50225
CS	-0.570166666666667
N4BP2	-0.380375
IGFBP7	1.31125
ZNF318	0.448
NDNL2	0.16725
ZNF609	0.16625
SIRT4	0.36425
EXOSC10	-0.514
ECE2	0.211583333333333
OVGP1	0.2385
GTPBP3	-0.52475
PACS2	-0.0974
C19orf36	-2.05233333333333
ARL4C	-1.965625
ATG4B	-0.8275
UBQLNL	2.35525
RHOXF2B	-4.083
PLEKHG2	-1.4585
GALR1	-0.9565
AQP4	0.318333333333333
HDAC7A	-0.8225
DCUN1D3	-0.612
OR8A1	0.00849999999999999
CCRN4L	0.073125
CBR4	-0.781166666666667
KIFC1	-1.06733333333333
SLC7A14	-1.77166666666667
LHX5	0.169
TRPC7	0.0625
LPXN	-0.8675
SERPINA1	-3.02225
RPS13	-0.0726
BPIL3	-0.2165
PRKAA1	-1.743
FADS2	0.3377
ENAH	-0.709125
PRO1768	0.1175
APBA2BP	-0.7755
LIPH	0.0501666666666667
C3orf33	-0.06875
RCC2	-0.587714285714286
ALDH1A2	-3.6876
RNF103	1.8625
AHCY	-0.78575
ALG12	-0.2655
CCL17	1.68075
ZNF543	1.5135
ESRRG	3.1719
CNGA1	-1.29375
RDH5	-1.17583333333333
OTX1	-0.5218
PTGFR	-2.17583333333333
CDR2	-0.14025
SELE	5.127
NLGN2	-1.416
EXOSC9	0.03775
ZNF566	0.637333333333333
KLRC2	-3.736
GPR12	0.504
KIAA0196	1.452
PDRG1	-0.2925
SSR3	-0.180785714285714
MSI1	-0.3235
CST9	2.0855
CC2D1A	-0.86775
PLAGL1	-0.756833333333333
ZNF778	-0.3895
RNF2	-2.09175
KLF6	0.562166666666667
THBD	2.88316666666667
tcag7.1314	1.64925
NR5A1	-0.2795
ABCD2	-0.27375
DNAJC7	-2.103
CLEC4C	0.3385
TM2D3	0.419875
CCDC4	-0.9105
PLAC2	-0.15
DCD	1.16
FAAH	1.215625
POLA1	-0.514666666666667
TM7SF2	0.14575
FLJ39822	-0.310333333333333
FLOT2	-0.66
MAP4K1	-0.840833333333333
SRP68	-0.706375
C21orf74	-0.2615
ARPC5	0.08225
LOC126075	1.1985
HECW2	-0.13975
ZDHHC4	0.14325
ANKRD42	1.5439
PDE9A	-2.255
ABCA8	1.70975
NDUFS2	-0.74525
UBR5	0.027875
BTBD16	-3.0915
LOC554174	0.3565
ZNF20	1.599
KIAA1843	0.474
WDR17	2.229125
C15orf33	1.6055
RNF113A	-0.391
CAMKK1	-1.3576
CLCN2	-0.972
ANXA6	-1.7045
LOC340069	-0.0175
EMID1	0.08275
DPM3	-0.233333333333333
ELA1	0.665
SLC25A13	-0.5579
KRT24	1.01525
SMPD1	-0.766333333333333
TH	0.1035
COL6A2	-0.642142857142857
ANKS1B	3.60475
GPR126	-3.5496
ZC3H12A	-0.770833333333333
TMEM47	-0.530833333333333
C2orf51	-0.0371666666666667
C1orf88	3.28733333333333
HSF2BP	0.2685
AKAP10	0.4225
RPAP3	0.6695
KLHDC8B	-0.792625
