Hybridization REF	TCGA-AR-A1AL-01A-21R-A12P-07
LIMD2	0.297583333333333
TMEM189	-0.849
NTN4	2.529
LOC151300	-0.241
CLEC2A	-2.4585
GPR135	-1.236625
DPYSL4	1.1493
JAK2	1.56716666666667
TSHZ1	0.477
TM9SF4	0.154
ZNF264	1.0675
SIRPG	1.284125
BICD1	-0.506
HERC6	-0.142
METTL5	-1.3295
CASP1	0.404
PRRT1	-0.3905
PLA2G4C	3.72016666666667
ICA1L	-0.5685
TPTE2	-0.125
OTUD7A	0.823
AQP11	-1.02975
APOA2	-3.8793
KALRN	-0.2567
SECTM1	0.625
IFNAR1	0.01575
TALDO1	0.2125
RAB11FIP4	-0.183833333333333
EIF5A	-0.3975
FAM49A	2.19625
NEGR1	1.33033333333333
YTHDC2	-1.6315
EHD2	0.648125
NCF1	1.8129
SCRT2	0.8435
HOXA5	-0.0956666666666667
NUP133	0.845
FGF12	-1.2551875
SLMO2	1.42275
SNTA1	-0.21375
CACNG2	0.086
GCM1	0.9465
ELF1	0.641666666666667
TLR5	2.5695
TCFL5	-1.00383333333333
RBMY2FP	-1.684
LOC100125556	0.587875
FAM129B	0.1625
MAP3K7IP1	-0.278125
NCK2	-0.1445
OXA1L	0.11975
FMO9P	0.463
ZSCAN12	0.267
PSMD12	-0.400666666666667
HSCB	-0.81725
CLDN10	-2.941
MGC13053	-1.48525
HPCAL4	-0.101333333333333
ASZ1	-0.1855
MEX3D	0.365
NFAT5	-1.8401
CSPG4LYP1	-0.294333333333333
FBXO3	0.3977
DVL1	0.711333333333333
CMKLR1	1.84433333333333
TYMS	-2.94575
PEF1	0.96425
ZNF750	-1.34516666666667
MCM5	-1.0259
MEGF11	-2.3625
KCNK7	-0.0875
PTP4A3	0.4695
C1QTNF2	-0.588833333333333
OR6S1	0.076
FAM122B	-1.08725
ZNF551	-0.33425
HBQ1	-2.399
GEMIN6	-1.32025
ARSK	-0.14475
RBP7	3.20116666666667
CPNE9	0.853
DSC1	-2.0695
LOC730112	-0.9835
MAP2K4	0.675
HS3ST5	-3.048
EPB41L3	-0.0535
TEKT2	0.282
CDKN2B	0.224416666666667
ZNF480	-0.792
MAP3K6	0.3752
MAP6	2.19016666666667
HN1	-0.5711
OR2L13	0.213666666666667
SLC16A11	0.5855
FAM96A	-0.94325
APOL1	0.24275
C5orf32	-0.1285
RTP1	-0.287166666666667
RNF175	-0.4185
ZBTB41	1.830125
AHCTF1	-0.0587
SAE2	-0.2629
ITGA2	0.56475
MME	0.730833333333333
CCDC14	-2.2475
MAST4	1.45414285714286
KRT33B	-0.313
KCTD2	-0.023
WDR26	1.25133333333333
MFI2	0.054125
NR4A3	-1.063625
ARSA	0.85475
UNKL	-0.312333333333333
SULT6B1	0.5225
CCNA2	-2.5225
SOX15	-0.2155
PPAPDC1B	0.6855
C19orf44	0.7705
MCAT	0.874083333333333
ARID1B	-0.12
OR52N1	2.716
C12orf48	-2.3115
MAGI1	-0.829625
NIPA2	-0.62825
GBX2	-1.58575
RSHL3	0.370375
RAVER1	0.428666666666667
C15orf17	-0.13475
SLC30A2	1.20875
ZNF518	-0.57725
PCYT1B	-1.91275
C10orf114	-1.295
EIF3H	0.150666666666667
SLC25A39	-0.674166666666667
KIF1B	-0.54525
AMOTL2	0.794
C6orf120	0.8715
PSRC1	-2.457
PLA2G10	0.9935
KIF5C	0.965285714285714
MRPL37	-0.081
C17orf62	0.0963333333333333
C9orf135	-1.9395
DUSP10	2.2003
CLCNKB	0.595
PSMA5	-0.24825
C8orf53	-0.30375
AMPD3	0.810666666666667
PIAS1	-0.63575
ADCYAP1R1	0.4235
GYLTL1B	1.467
CDH20	0.776166666666667
FBXO7	-0.29425
TMEM134	0.302
FLJ14213	1.69933333333333
ZNF3	-0.01075
LRRFIP1	0.0360833333333333
CNOT2	0.0308333333333333
ABI3	2.69
ALDH5A1	-1.01783333333333
HNT	3.3656
SERPINA4	-2.53775
TK2	0.741166666666667
STMN1	-1.39766666666667
GUCA2A	-0.064
GALNT10	1.15628571428571
DPP6	-0.4039
C9orf93	-1.68225
PRELID2	-2.1395
STK39	0.788125
SFTPA1	-2.06425
CKS2	-2.342
RHO	-0.124
C20orf135	-0.81825
XKR3	-2.8
CR1	1.11975
RPS6KA2	1.50657142857143
C20orf112	0.902
MRPL22	-0.9365
C4orf23	0.120333333333333
GADD45B	0.53125
KLHDC1	1.5095
C2orf48	-2.763
ZNF287	0.9605
DAAM2	-0.0775
DPPA2	-3.58833333333333
TCTN3	0.362333333333333
DNAJB11	-0.4365
FPR1	3.532
DEFB4	0.019
PTCD2	-1.1581
SMOC2	4.53266666666667
CABP7	2.239
SERPINB11	0.64025
MAGEF1	-0.3495
NDE1	0.3225
ITGA10	0.6405
FSHB	-0.0435
ANXA2	0.7045
HORMAD2	0.276
HLCS	0.1875
MCF2L	2.46216666666667
FH	0.14425
TBC1D24	1.344
KIAA1505	1.14125
LGALS2	-0.42475
CNBD1	-0.979
SYNPO2L	-1.51
PTPN23	0.8075
C1orf183	-0.737
MAGEA8	-3.32925
DGCR8	-2.025375
GSR	-0.4225
PAQR7	0.08375
ZNF676	0.3285
CACNA1C	0.4173
SP7	0.6835
PDCD6	0.13825
NRN1L	-1.155
BRI3BP	-0.737833333333333
KIAA1183	1.31925
ASB4	0.036
CCL23	1.5912
OBSL1	-1.225875
SLC12A7	0.966333333333333
KIAA0240	1.16625
CD1B	-2.5935
FCGR2A	1.381
MDC1	-1.59725
HTR1A	0.145333333333333
OCEL1	0.763
ATP11B	0.82625
FBXO34	0.3215
PCDH12	3.745
RPE	-0.79975
C17orf74	0.0605
CSDC2	1.1125
PET112L	-0.27475
TMBIM1	0.397125
P2RXL1	-0.663
TCHP	-0.95525
TRMT1	-0.908333333333333
F2RL2	2.43625
LRRC32	3.45466666666667
IMPG2	0.39
BGLAP	0.701
LOC493869	-0.283416666666667
MRAS	1.767625
SLC35F5	0.84075
CBWD1	0.8595
AXL	-0.822375
ATP2C2	2.61875
TELO2	-0.15775
PNPLA3	-2.43175
PCDHB14	2.15725
CD276	0.961
KRT80	0.155875
DUSP28	-0.0295
CSNK1E	-0.260916666666667
SRP14	0.456
KCNQ4	0.522
KRT72	-0.0758333333333334
CCDC117	-0.38125
C6orf89	0.539222222222222
TUBB2B	-4.62683333333333
RTN4IP1	-1.54325
CR1L	-3.11066666666667
CEND1	0.25875
C12orf41	-0.0618333333333333
RNF31	0.3925
UBN1	0.238833333333333
C17orf32	0.11125
SLC5A7	0.52875
GPR92	1.21516666666667
ESAM	2.6888
CTNNA1	0.1075
HRBL	-0.4636
CBX4	0.52925
TMEM182	0.60625
SH3TC2	-1.5605
IL10	1.26866666666667
PXMP4	0.062
RNF167	-0.124
PAK7	-0.589
ETV3	-0.7775
ATPIF1	-0.730333333333333
LOC554207	-2.102
OR8H1	0.6085
WDFY3	2.009875
DPM1	-1.60125
GPSM1	-0.6885
WDR92	-1.0215
LRP1	1.03633333333333
ANKH	0.17725
THUMPD3	-0.97125
POLR1B	-0.05925
OLFM4	2.13366666666667
RAD9B	0.19875
TSPY2	-3.757
PAX6	-2.068
SCG2	-2.510875
SLC17A6	0.104
FMO3	5.15425
PADI4	-0.4655
TUBB4	-0.5428
NLK	-1.035
POU4F3	-0.5315
SDF4	0.69925
ITGBL1	1.94833333333333
NETO1	-1.075625
TAP2	0.04025
ABBA-1	-0.375833333333333
GNAI1	0.372
VPS4B	1.02375
NOPE	0.2198
GALNT6	2.84916666666667
SESN1	0.08
GBE1	-1.23666666666667
CLASP1	-0.18575
RASGEF1B	1.13925
ACOT11	-0.0912142857142857
AFAP1	1.457
OR2H2	0.11425
DPY19L2P1	-1.36875
DZIP1	-0.97
SEC22C	0.10425
GPR161	-0.474
RNF146	1.0785
WDR74	-0.36925
GALP	-0.188
PURA	-0.212
DNPEP	0.128416666666667
RP11-78J21.1	-0.4405
ERBB2	1.187875
FANCM	-1.58916666666667
NEO1	0.666
DDX3Y	-4.6598
RPS3A	0.0635
MXRA7	0.6045
LGALS3	0.287333333333333
GLT8D1	0.36375
CFL2	-1.33
UPB1	0.235
NAP1L5	0.11475
CLDN14	-0.22375
DHX38	-1.04575
BTBD1	0.54625
TARS2	-0.280666666666667
ABCF1	-0.1828
FCF1	0.0645
LRRC49	-0.494
GUCY1B2	-1.949
C1orf177	0.426666666666667
SMARCA4	-0.656857142857143
LRP8	-1.92966666666667
TAGLN3	-0.99825
MRPL14	-0.272
TTRAP	0.14775
ZDHHC20	0.5795
NFE2L3	-0.81175
KIAA1377	2.394625
PALMD	1.5399
TMEM43	0.682
TTL	-0.93925
STAT5B	-1.24683333333333
SSB	-1.399375
OR10H5	0.218
SLC22A13	-1.0575
AKAP3	0.23025
TIMM23	-0.0665
OAS2	2.008
KIAA0423	1.6425
TRIM11	0.941333333333333
GLIS3	2.476875
TMEM50B	0.858833333333333
ARHGEF4	-0.6915
DEGS1	0.116818181818182
TBL1XR1	1.66873333333333
G6PD	-1.4745
SP140	-0.3648
MUC17	0.432230769230769
NUDC	-0.7252
DNAJC5B	2.9445
SCARA3	-0.611166666666667
CPA3	5.70966666666667
BCAT2	0.938875
MFN1	0.8068
NRG3	0.379
SNX11	0.02325
PLEKHH1	-0.122333333333333
GPR177	0.813166666666667
HCFC2	-0.093
TCAP	-1.06575
MOCOS	-1.86775
C14orf93	-0.2415
PRDM10	-0.3
SLC16A4	-1.1245
SRGAP1	-0.676
VIP	1.959
DUSP27	0.739833333333333
LILRA1	1.1866
MC2R	0.474
MGC24103	-1.29775
MBTD1	-4.67
FUT11	-0.374
USP33	0.6227
C15orf39	0.0675
MAP3K12	0.1575
PAAF1	-0.619
BARHL1	0.335
FLJ16165	-0.2625
PIWIL2	-2.8185
SYNE1	0.117333333333333
CMTM4	0.834125
TSPYL1	0.8941
GUF1	-0.7025
TMEM157	1.0615
WDR44	-0.18
HIST1H3C	-0.62725
DKFZp666G057	1.46375
RNPEP	1.2705
GAS2L2	1.583
ADH4	-3.63175
GRPR	4.30583333333333
FBXL17	0.36725
ZBTB10	0.342166666666667
Gcom1	0.718777777777778
HTRA1	2.3405
ZNF585A	0.0318333333333333
SLC26A2	-1.00371428571429
OTOP3	0.4405
WISP1	3.71433333333333
ATP2B4	0.103
FLJ10769	2.15125
CRAMP1L	0.412875
CHST12	-0.53875
RAB22A	1.41958333333333
TARDBP	-0.796785714285715
STAU1	1.63425
CRB3	2.68783333333333
MIG7	-2.58175
CHMP1A	-0.243166666666667
ZNF160	0.14775
B3GALT6	0.902625
BARX1	-2.35683333333333
C6orf167	-2.48925
NXNL1	0.445
DHX29	0.25625
HADHB	-0.26875
PLXNB2	1.266125
ILDR1	-2.208
SLC15A3	2.461
GAS2	-4.8015
C20orf69	-0.95975
NUMB	0.25475
TNIP1	0.4995
MESP1	-0.203333333333333
PSKH1	-0.0765
NSFL1C	0.13075
RHOG	1.098
HEY1	-1.269
KNG1	-2.49025
ITGAX	2.3165
LIN9	-0.9425
CANT1	1.079
XRN1	-0.320571428571429
CCDC96	0.5953
HEATR6	-1.562
GNG7	-0.29975
RUNX2	2.10475
SOX1	0.200833333333333
FCRL5	0.3545
ZNF99	0.465875
FAM9A	-0.4505
SNX22	0.479666666666667
MBNL3	-2.94916666666667
ODC1	-2.2554
ADORA2B	-2.681
NR2F6	0.83825
ZFYVE16	0.647166666666667
SYNJ2BP	-0.5739
POLE	-0.87475
E2F2	-1.263875
THRA	-0.0883333333333333
PTGES2	-0.487333333333333
HIP1R	0.571666666666667
TMUB1	-0.333
ENO3	-2.50825
RSPH10B	0.693
CXorf39	0.468625
IRGC	0.52625
GPR109B	1.8935
FLJ13305	-2.184
LCE3A	0.2885
TNFRSF18	1.317
DET1	-0.045
TRPM3	-0.10675
C16orf79	-1.515
FECH	-0.148333333333333
RAP2A	0.705
CRIP1	2.42116666666667
AZIN1	0.38425
SLC7A7	3.5525
IL10RA	0.7461
TMEM64	-2.61325
CDC42EP4	0.4706
C16orf58	-0.167
ARG2	-2.37925
POU5F1P4	-4.60325
FAM62B	-0.363
DNAH8	-2.508
ASH2L	-0.64675
TSLP	-2.97016666666667
CNTNAP5	-0.3782
TMEM16C	1.063
IFNA14	0.311
SLC1A3	0.677875
CABYR	-0.6495
BCL7B	0.0979
NUDT13	-1.50516666666667
C13orf28	0.34075
C1orf53	1.00925
ARL6IP4	0.3397
RPL35A	0.2475
EMR3	1.92966666666667
RAB40C	1.01308333333333
SLC41A1	-1.62133333333333
LRCH1	-0.25925
LY6G5B	-1.59
FAM124A	-0.525571428571429
MGC10981	-3.83983333333333
CLIP3	1.4156
MAP4K2	-0.245333333333333
CHIC1	0.76925
SULF1	4.74283333333333
C20orf30	0.0670714285714286
PRDM5	-0.6325
ELOVL1	0.49475
C11orf48	-0.535875
SLC39A10	0.31175
KCNV1	-0.06675
ACP1	-1.5725
ZMYM2	-1.066875
B3GNT6	-0.1575
C9orf69	0.34
C2orf15	0.52825
C20orf166	0.4655
HSP90AA6P	-0.536
EDG7	-1.0305
NEURL	-0.097
LPL	3.775
CLEC2D	-0.687571428571428
GRRP1	1.73933333333333
CD8B	-3.2643
HIST1H3D	-0.227
SLC6A12	0.824125
FAM27L	-0.338
CD84	2.842
RASA1	0.415
PHKG1	0.164
MAGEA11	-2.537
IMPA1	-0.6232
NPM3	-1.7695
RARRES1	4.58
SH3BP1	0.060125
B3GNTL1	-0.302
ARPC5L	-0.118833333333333
KLHL26	0.92975
SIM2	-3.2795
GJC1	0.5375
C20orf194	0.0565
EXO1	-2.746
SLC2A2	-3.475
LOC285074	-0.435
LRG1	2.639
KIRREL	-0.2875
PIK3R1	1.38992857142857
C4orf34	0.48575
MAF	-0.348388888888889
ADCY4	4.02466666666667
ZMIZ2	0.9019
SLC46A3	1.51533333333333
STAMBP	-1.1985
CCDC16	-0.10675
MS4A12	0.5755
TCF20	-0.8325
LRRC46	0.23225
C20orf152	0.63375
MRPS6	-0.128375
ABCB11	0.228
KCNC2	1.67116666666667
CDH19	-2.31566666666667
C9orf123	0.334833333333333
SSH3	1.115375
LDLRAD1	-2.50475
CCBE1	-0.52175
ZNF135	1.221375
TAAR1	0.2185
WFDC12	1.2685
CCDC42	0.034
FLJ12529	-0.347
PER1	-0.145666666666667
TIMM50	-0.231666666666667
SMARCAD1	-0.718666666666667
FAM26C	0.3985
TP53TG3	-2.21933333333333
SH3RF1	2.115
LMCD1	2.2185
GPR63	-0.583
FLJ21986	-1.16225
AIFM3	-0.459
MICAL1	-0.313
BLZF1	0.787833333333333
IQCA	1.41266666666667
PCDHGC3	-0.1125
SAC	0.593
BCL6B	2.47316666666667
DDO	-0.934
MARCO	3.31
DCHS1	2.109
C1orf170	-0.104666666666667
CD200R1	2.57183333333333
C22orf15	-0.564
SEPT11	0.638166666666667
ADNP	-0.35
UST	-0.0159
C13orf34	-0.156666666666667
RFFL	-0.195642857142857
APBA3	0.5385
C2orf60	-0.9325
CUTL1	0.0862
PMS1	-1.52
ZNF689	0.5145
EIF3E	-0.6275
IL9	-0.203166666666667
RPL31	-0.416375
LY9	1.123
ATP2B3	0.39125
KDELR2	1.11020833333333
TFCP2	0.177
NLRP12	0.5775
FLJ45422	-0.617
TLE4	-0.525
ZNF570	0.263
FLJ43806	-0.57
TLK2	-0.774
CIR	0.07875
MARS2	0.629
COL24A1	1.461
SDF2L1	-0.7515
HIBADH	-0.539333333333333
IGFBP3	-1.94214285714286
C12orf23	1.4965
PSPC1	-0.4855
C20orf43	-0.30225
TRAV20	0.753
ARHGAP24	1.41075
KIAA1975	-2.0525
C1QA	3.3129
DNTT	-5.31933333333333
C10orf6	-0.41525
C11orf41	0.96775
HNRPF	0.7665
COL11A1	6.17266666666667
UBAP2	-0.585166666666667
CDKN2AIPNL	-2.377
C20orf174	3.932
SPRED2	0.54975
PLA2G12A	-0.539666666666667
ICEBERG	-2.673
SCN10A	0.0815
C11orf65	-1.083
GBP5	3.97625
PITPNC1	-0.832
POU3F3	0.605
NCOA7	-0.5195
LIN7C	0.2921
LOC348840	-3.7915
NKX2-2	-2.6695
ANKRD13D	0.4265
LOC123688	0.73775
FUT2	2.388
TAAR8	0.6765
FZD4	1.3715
PNMA3	-0.0425
OR4L1	0.361
WIT1	-3.25975
EXOC3L	2.178
ATPBD4	-1.0497
KRBA1	-1.00475
UBXD6	-0.1625
HOXB7	0.567714285714286
C7orf23	-0.04
UNQ338	1.32725
STAB2	0.296
CDC20B	0.528
IRF9	1.27675
CENTG1	1.15683333333333
TNPO2	-1.004
MCPH1	-0.0155
BMS1P5	-2.79125
SLC26A7	1.12975
HIST1H3J	0.88375
C9orf3	-0.5504
LBH	1.0315
MYO1D	1.030375
PTDSS2	-0.46275
NFU1	-0.1185
DEPDC4	-2.14525
WNT7B	0.0935
GLP2R	-0.98
SETD4	-0.285
DYNLT3	-0.3339
FKBP11	0.0326666666666667
SESTD1	-0.307
FLII	0.56675
RPS16	0.7151
CHPF	0.551833333333333
CSNK2A1	-0.173
SUMO1P1	-0.612
FKBP6	-0.991
ZNF214	-0.109166666666667
TWIST1	1.71266666666667
DDX56	-0.5925
TRAM1L1	1.7317
EPO	-3.14016666666667
MRPS18B	-0.635
ZNF682	-0.395833333333333
RPL14	0.614666666666667
MAFF	0.16525
LOC51136	-0.878875
LY96	0.43325
DDX20	0.032
ABTB1	0.9805
ARL5A	-0.1861
CCT6A	-1.30125
HEPACAM	-0.425333333333333
EHHADH	0.550166666666667
RBAK	0.1275
CGB1	3.1075
ITGB5	1.2433
YIPF3	1.3685
FKBP2	-0.17575
NR1D1	-0.3863
TMEM110	0.2575
NEK2	-1.671
PRAMEF8	-3.147
C20orf52	-0.7905
PCDHGA3	1.445
VWA3B	0.01675
NDUFA5	-0.21375
THAP9	-0.3435
FLVCR2	0.155333333333333
AP1S1	-1.388375
SMAD6	-0.36575
SAV1	1.96975
SAT1	1.59075
ZNF251	0.551625
ADAMTS7	0.4493
RPP38	-0.108
C1orf211	-1.4505
YPEL2	0.58425
RBMS1	-0.40775
ZNF445	-0.487
NRXN2	1.29533333333333
PGBD4	-1.64975
UGT2B28	-3.12325
WBSCR16	-0.7286
NLRC3	0.770875
ASTL	0.4165
ST6GALNAC1	-2.95725
ZADH2	0.22925
MLLT4	-0.0575833333333333
ARL6	-0.1635
MEF2C	-0.106
CBFA2T3	-0.1045
AFF3	1.62328571428571
COG7	0.448333333333333
MYB	0.7025
PLXNA3	0.913
XRCC2	-2.81383333333333
MMS19	-0.658625
ST8SIA5	-0.9965
CHPT1	3.10566666666667
KIAA1712	-1.9515
OR6X1	0.4645
ACTR3	0.3285
UGCG	1.15483333333333
OR4P4	0.865
ZAP70	-2.808
LPP	1.68475
ZNF485	0.16325
PTPRCAP	0.36
IL12RB1	0.7015
ATRX	-0.0881
CHST8	2.421125
C14orf109	0.177
ARV1	1.09
NMB	0.474
COX5A	-0.338
EIF6	-0.39825
MPPED2	-0.915666666666667
SEMG1	-1.7895
CHRDL1	2.185
TRAF3IP2	1.52775
WNK2	-0.181875
LILRA4	2.75833333333333
LAMA2	5.27625
PXT1	0.0785
RLBP1	-4.12775
CD300C	1.36025
SLTM	-0.255875
FLJ10404	-0.3584375
APOBEC3D	-2.174
RENBP	1.789
ATXN7L1	0.189
NID1	1.93675
TUBGCP3	1.11375
ITIH5	2.38905555555556
CCDC110	1.28425
C8A	-3.224
MGC87042	2.10975
HOXC13	-1.8235
TFDP2	-1.43475
HCP5	1.48275
POLI	0.45675
UCN	-2.07866666666667
ZNF764	0.126166666666667
C8orf45	0.01525
FHL3	0.48575
SPATA5L1	0.14875
MMRN2	3.23766666666667
NDST1	0.750666666666667
COL20A1	-0.36
ZNF248	-0.922666666666667
PELP1	-0.773833333333333
MBL2	-3.34433333333333
RNF41	0.305
C5orf24	-0.282125
THOC5	-0.63125
SERINC3	0.802916666666667
RP11-151A6.2	1.0775
CDCP2	-0.23925
HIST1H2AA	0.69075
C11orf75	0.0118333333333333
FKBP7	0.45625
DDOST	-0.13725
GPNMB	1.04633333333333
TTF2	-2.071
KCNT1	0.0833333333333333
SLC39A14	-0.714
NGRN	0.0761
GPR137B	1.23475
MECP2	0.127375
PSMA1	-0.3675
C16orf73	-5.72825
TMEM60	0.193
CSN3	-1.65
NOS1	0.6385
RAB7L1	-0.884333333333333
YBX2	-1.983
KIAA1166	-0.63375
FUBP3	0.663166666666667
ABCG1	1.1215
ACACA	-0.5945
ARL11	0.5472
ATOH1	0.151
ODF1	0.207833333333333
CREB3L3	-1.76733333333333
TMEM127	1.61957142857143
DSCAML1	-0.814
PLN	2.91233333333333
LYPLA1	0.242
PRDM9	-2.4265
SASP	-0.4295
PLUNC	0.216833333333333
INTU	-0.96475
HISPPD1	-0.16675
LNPEP	0.0731666666666667
YARS2	-0.696833333333333
APCDD1L	-1.9035
ZCCHC4	-0.5968
FBXO22	-0.793
TTLL13	-0.8465
ZNF669	-0.129333333333333
PTGDR	3.20975
DDX27	0.66275
KIAA0409	0.0343333333333333
GJB6	0.25225
ASB8	0.5265
PLP2	-0.557333333333333
MEPE	0.638
OR10J5	0.817
KRT222P	0.9575
COQ7	-0.7955
C1orf101	2.02625
RERG	3.0576
CHMP5	-0.02225
THAP11	-0.5065
ZNF43	0.826333333333333
ZRANB3	-1.53183333333333
KRT13	-1.559125
MRPL19	-1.05825
RBBP9	-0.698375
SPATA17	0.896125
BXDC5	0.371
PAFAH1B1	-0.796
MAGEE1	-0.35575
OSTF1	0.25325
KIAA0323	0.4455
TXNDC13	-1.46766666666667
CNTN4	3.4135
LCE1B	-0.2075
UNQ501	-0.48225
ZNF154	1
C3orf64	0.65025
SYT5	-0.0692
PON1	0.0595
FLJ10357	0.170625
ATP4A	-1.7785
GNPDA1	-0.623833333333333
MGAT1	0.558666666666667
C14orf121	0.20175
SLC35B2	0.15925
MIER3	1.06933333333333
CHEK1	-3.10575
ZNF8	0.1765
TXNDC1	-0.0766666666666667
CKB	-0.2055
RTN3	1.05028571428571
FZD2	-0.614833333333333
PART1	-1.02275
PSMB6	-0.9045
PCDHB8	0.197
PHC3	1.1116
PPP1R8	-0.493833333333333
NOVA2	2.57366666666667
TNFRSF11B	-4.324125
GOLPH3	1.06433333333333
UBLCP1	-0.74825
SUHW3	-0.8535
TTLL1	0.51475
OPN4	0.3675
OR13G1	0.191
ZPBP2	0.0892
HSD17B11	-1.22025
C9orf50	0.073
DHDDS	0.302857142857143
CTSW	1.7306
NEFM	-3.10233333333333
MRPL28	-0.76325
SYN1	0.4285
PIGV	-0.748666666666667
ZIM2	-1.3345
APBB1	0.449333333333333
SND1	-0.0575
C1orf123	0.310666666666667
CHD3	-0.566
BHLHB8	0.25425
RNASE2	1.0735
BCAP31	0.29125
SLC25A44	0.455
CHD6	-1.0138
PIB5PA	1.61346153846154
SELS	0.43375
LOC541471	-0.14725
FAT2	-0.8335
ZNF81	-0.497
OR4C16	0.633
FLJ10081	0.0863
LRRC4	2.01875
CS	0.807666666666667
N4BP2	-1.135375
IGFBP7	2.684
ZNF318	-0.0468333333333333
NDNL2	0.13725
ZNF609	-0.382125
SIRT4	-0.0285
EXOSC10	-0.529
ECE2	0.317
OVGP1	0.8655
GTPBP3	-0.48875
PACS2	0.7981
C19orf36	-0.3895
ARL4C	-1.106
ATG4B	-0.422
UBQLNL	-0.72125
RHOXF2B	-3.7615
PLEKHG2	-0.139
GALR1	0.2205
AQP4	0.532
HDAC7A	0.136333333333333
DCUN1D3	-0.0795
OR8A1	-0.1635
CCRN4L	-0.40775
CBR4	-0.452
KIFC1	-2.29616666666667
SLC7A14	-2.13683333333333
LHX5	-1.608
TRPC7	-0.088
LPXN	-0.179
SERPINA1	1.66525
RPS13	-0.1624
BPIL3	-0.136
PRKAA1	-0.8925
FADS2	-0.8328
ENAH	1.038375
PRO1768	-0.1135
APBA2BP	-0.15
LIPH	2.88266666666667
C3orf33	-0.92775
RCC2	-0.158642857142857
ALDH1A2	-2.1673
RNF103	1.29325
AHCY	-0.3415
ALG12	0.8
CCL17	1.73125
ZNF543	0.990166666666667
ESRRG	1.9934
CNGA1	-0.53875
RDH5	1.34016666666667
OTX1	-1.1782
PTGFR	-2.306
CDR2	-0.042
SELE	4.249
NLGN2	-0.4975
EXOSC9	-1.07575
ZNF566	0.558333333333333
KLRC2	-4.8925
GPR12	0.6
KIAA0196	0.77025
PDRG1	-0.04725
SSR3	-0.0788571428571428
MSI1	0.085
CST9	0.0185
CC2D1A	-0.054875
PLAGL1	0.546333333333333
ZNF778	0.1735
RNF2	0.13475
KLF6	0.847333333333333
THBD	2.064
tcag7.1314	0.8335
NR5A1	-0.240166666666667
ABCD2	1.93425
DNAJC7	-2.23475
CLEC4C	0.8395
TM2D3	0.707
CCDC4	-2.5165
PLAC2	0.1985
DCD	-0.153
FAAH	2.061375
POLA1	-0.861
TM7SF2	1.004875
FLJ39822	-0.5375
FLOT2	-0.330125
MAP4K1	-0.337833333333333
SRP68	-0.343
C21orf74	-2.2705
ARPC5	0.295375
LOC126075	1.46625
HECW2	0.9815
ZDHHC4	0.0465
ANKRD42	1.9426
PDE9A	-0.450666666666667
ABCA8	4.26
NDUFS2	0.162
UBR5	-0.15925
BTBD16	-2.22275
LOC554174	null
ZNF20	1.306
KIAA1843	0.5435
WDR17	-1.715875
C15orf33	0.108
RNF113A	-0.47025
CAMKK1	-0.3805
CLCN2	0.485
ANXA6	1.294
LOC340069	0.5115
EMID1	0.8535
DPM3	-0.0535
ELA1	0.29
SLC25A13	-1.1724
KRT24	-0.1115
SMPD1	0.610166666666667
TH	0.4055
COL6A2	2.20214285714286
ANKS1B	2.15625
GPR126	-3.2013
ZC3H12A	0.781166666666667
TMEM47	1.14183333333333
C2orf51	-0.172333333333333
C1orf88	2.90083333333333
HSF2BP	0.58175
AKAP10	-0.49375
RPAP3	-0.5725
KLHDC8B	0.66875
STOM	1.4671
MUPCDH	-0.156125
C10orf72	-0.113125
PLEKHA3	0.398833333333333
TCP11L1	-0.3055
CWF19L1	0.05525
SPEF1	1.33530769230769
YSK4	0.92525
ELN	2.4294
SAMD8	-0.0541666666666667
MPI	-0.994666666666667
MEPCE	0.0317
ABCC3	-2.000625
NANOGP1	-3.7585
KCNK17	0.89775
HLA-DMB	3.86216666666667
RRAGA	0.67
ANGEL1	-0.05825
RBM32B	0.0935
CPN1	-3.346
MGC52282	0.4171
HLA-A	1.1535
OR9G4	0.3885
EDNRB	0.091375
SCD	0.479642857142857
C14orf80	-0.7
BAGE2	-0.513
RABL4	0.116666666666667
RCVRN	1.29
SHANK1	0.006
NLRP7	-3.9455
CD226	1.72125
STAT3	0.6450625
SYNJ2	-0.4681
TPCN2	0.306666666666667
WDR36	-1.14666666666667
MBD4	-0.1955
ROBO1	-0.4767
ST3GAL6	-2.22225
SLAMF8	3.9185
ATN1	0.675833333333333
GPR141	0.905
KRT36	0.345
TPH1	-1.069
DDX52	-1.6325
ZSCAN29	0.177
TRPT1	-0.316
DPEP3	0.43475
DENND4A	-0.560375
TSPAN16	-0.766
PTCHD2	-0.1965
LOC145814	-0.20025
CAP1	0.798333333333333
EIF5A2	-0.1754
NT5DC3	-0.76025
SEPT9	-1.66825
SEZ6L2	0.444625
EGFLAM	4.33325
VPS11	0.654875
NDUFB5	0.7285
CIDEA	4.124
IER5L	0.7345
N6AMT1	0.10175
FAM83C	-0.087
OXR1	0.05775
IRX1	-0.8275
DGKB	-1.02683333333333
GCN5L2	-1.78025
MIR16	0.16475
FBXW9	0.3355
WDR4	-1.49716666666667
PDC	0.0845
VPS33B	-0.14725
HEXB	0.49
FLJ32214	0.645
TCEB3	-0.192
CRLF1	-2.68575
ABI3BP	2.61275
C8orf22	-4.18975
PYCR1	-0.25075
KIAA1706	1.0955
CDK5R2	0.4435
