Hybridization REF	TCGA-BH-A18M-01A-11R-A12D-07
C9	-0.2235
ART5	0.656875
ARTN	1.37083333333333
TMTC2	2.4715
GNRH2	0.105
STEAP1	0.3302
RPL39L	0.0575
FLJ10292	-0.802666666666667
RLF	-0.871
NAT14	0.57175
RRN3	0.8645
C11orf16	0.934166666666667
C3orf14	0.61425
TEX264	0.660333333333333
C22orf28	-0.451
C20orf175	-1.0155
XPNPEP2	0.161
PDE6A	-0.94225
SPIB	0.3505
TBCB	0.346666666666667
SLC5A11	-0.7435
ADRA2C	-0.203833333333333
DHCR24	0.887416666666666
MEF2D	0.3765
C6orf114	-0.0765
ZPLD1	0.8835
MYO1B	-0.0510833333333333
VAMP8	2.227
ANKRA2	0.803583333333333
C11orf42	0.456
TAS2R60	0.381
PANX1	1.397
C12orf42	0.346
RCBTB1	0.5675
FGL2	5.549
CEP70	-0.24825
WASL	0.1955
SEPT14	0.227
DCHS2	0.22875
CYBA	-0.3375
ARHGAP11A	-2.81133333333333
MPZL2	0.131833333333333
KIAA1881	3.87666666666667
ANXA1	0.3841
AFF1	0.741
FRMD3	-0.6885
SUSD5	0.3285
C9orf32	-0.49225
RASSF7	1.307125
KIR2DL2	-0.3025
SENP1	-0.482
C20orf195	-0.4115
C3orf44	0.69875
KRTAP9-3	0.196
ZFP28	0.326375
PLCB2	-0.184
TXNDC15	0.7625
CALR3	-0.60125
HLTF	0.218428571428571
C17orf67	-0.3765
NDUFA6	-0.0605
PKP1	-0.81525
HMG20B	-0.1865
GPR180	-0.6266
BAI3	0.088
NOSIP	0.6264
TRIM23	1.18775
ARL1	0.703428571428571
CDK5RAP2	-0.7325
SSH2	-1.844
KCTD15	0.24425
FTHL17	0.68
AK3	-0.787166666666667
RAB3C	1.9965
PAX4	-0.476375
KDELC2	-0.92625
BIK	1.74833333333333
KIAA1553	-1.383
CEP135	-0.434
NANOG	-4.13516666666667
TRIM22	3.31466666666667
CDH13	-1.43583333333333
B4GALNT4	0.81275
MDGA2	-2.9305
SAMD3	2.576
OR1E1	0.5005
TAS2R10	-0.89
FASN	0.91675
GPR116	3.2527
ZNF219	0.575833333333333
CD33	-1.484875
RAB3GAP1	0.26175
H1FOO	0.7325
NXPH3	0.096
CROCC	-0.523166666666667
GPX7	0.402
BASP1	-1.1625
STAM	-0.1575
TBK1	0.178333333333333
STX2	-1.17233333333333
RPL29	-0.33925
NR1H3	1.2145
MPPE1	1.049875
PHACTR3	0.99675
SLC44A2	1.387125
C10orf109	-1.2315
CLCN6	0.30925
C16orf59	-1.46775
SQSTM1	0.831666666666667
AADAC	0.28275
LRRC8C	-0.1905
BIN3	-0.4747
HPS6	0.93825
MAN2A2	-0.5461
GABPB2	-0.612
KCND1	-0.199
PTPN11	-0.332142857142857
ZNF274	-0.972
ATF3	2.57208333333333
C7orf26	-0.388
C1QL3	-0.198
WDR54	-1.035
FLJ40869	-1.81916666666667
ZNF397	0.74325
MLL	-1.0599
TTLL6	-0.371375
ANKRD15	0.447666666666667
KIAA1958	-1.52475
C1orf218	0.852125
ZDHHC16	-0.04325
DDX47	-0.45975
EVI5L	0.0201666666666667
GDF6	-4.118
TAPBPL	1.09033333333333
BTG1	1.0987
DPP4	0.583375
KLHL23	-1.62575
APOC3	-3.908
BTBD12	-0.00800000000000001
CNOT4	-0.053
HIST1H3I	0.523666666666667
OR5H1	0.08075
APEH	-0.057875
TRY1	0.015
SLC26A8	0.6568
KCNA2	0.000166666666666667
TMEM159	2.123875
C6orf81	-0.3085
PCYT1A	0.0351666666666667
C6orf157	-0.1205
BRMS1	0.8105
CHST1	1.682
LGALS1	0.808875
TAF1B	-0.1775
FLJ40504	0.25475
GPR173	0.9825
COL15A1	0.51
CASP10	-0.198214285714286
PCMT1	-0.214142857142857
HDAC5	0.4497
LOC641367	-0.5355
EVC2	0.43225
SGPL1	1.52466666666667
GON4L	-0.261357142857143
AFG3L2	-0.8975
C5orf15	0.396833333333333
UBXD1	0.8804
LILRB4	0.979666666666667
GSTA4	0.023
ADIG	0.13
GRIPAP1	0.4365
HIST1H3B	-0.510833333333333
BTRC	0.938166666666667
USP49	-1.42
IQCH	0.793625
ACBD6	-0.1445
YEATS2	-1.16775
CABP5	0.3395
TRIM3	-0.20075
HNRPM	0.47175
FGG	-4.1189
C18orf16	-0.344
CLEC2B	0.1785
PQBP1	-0.318166666666667
JTB	-0.279
REST	-0.292166666666667
SLC8A3	-0.521666666666667
TMEM16H	0.5205
MRPL47	-0.06525
EVI1	1.2029
MUC1	2.56375
TEAD3	0.666875
STOML1	0.252625
USP24	-0.5752
PNMA5	-0.38475
MAEL	0.746833333333333
LBP	0.6916
HSD17B4	0.7215
SEC31B	-1.329
IDH2	0.128
SFRS16	-1.2165
AICDA	-0.084
RNF180	-1.07575
C1orf56	-0.160666666666667
FLJ10324	-0.333833333333333
GPR148	0.9375
MEF2A	0.934833333333333
ASF1B	-1.54033333333333
HTN3	-0.47775
RNF215	0.91225
SLC4A3	-0.0306666666666667
ADAMTS9	0.4508
C9orf66	1.14366666666667
FOXD3	0.6945
GSDM1	0.166333333333333
IFITM5	1.47
PODXL2	-1.91933333333333
C1orf176	0.199
RPS3	0.8015
hCG_2004593	0.43575
COL21A1	0.4065
NTNG2	0.9245
RAI14	-0.184166666666667
P76	0.25025
LRFN3	0.9915
FAM14B	0.48125
FKBP14	-0.59725
TNNI3	-1.22066666666667
HOXB3	-0.195875
SGCB	0.62675
PPAPDC3	0.828
FRAT1	0.0834999999999999
MORN1	0.957166666666667
ARHGEF2	-0.66275
BNIP2	-0.1215
DHX30	-0.26025
EEFSEC	-1.10875
FGF20	0.6945
FLJ38973	-0.0185714285714285
PLCH2	-0.0846666666666667
CCNG2	2.1715
PSPN	0.3765
WDR88	0.4875
HOXB13	1.20125
MTMR8	-1.7125
SPAM1	-0.428
PPP2R1B	-0.641875
TANC1	1.21625
CNN3	1.73
CHGA	0.266625
C9orf128	3.38625
CACNA1B	0.194333333333333
MMAB	-0.3669
RHOA	0.6195
RAPGEFL1	-0.012
SLC1A5	-1.89533333333333
CALCA	-0.182875
SYCP1	1.04975
CXCL11	4.78075
GFI1B	-1.236
PSCD1	0.0645
C11orf58	1.97583333333333
MGC45438	1.978
NUDT18	1.033
ASB3	-0.272833333333333
ZP1	-2.3075
LPPR2	0.0776
ZNF527	1.22516666666667
ZNF771	0.407125
TTBK2	-0.245125
TRIM55	-1.496
GJB3	-0.624333333333333
PRSS35	0.5395
SCRG1	1.4125
ZDHHC24	0.925
DUSP26	1.1765
C1orf51	1.001125
DNAJC3	-1.37066666666667
LITAF	1.438125
ZNF410	0.15
AFP	-4.45083333333333
ZW10	-1.63925
PHOX2B	0.362
VILL	0.19025
ELOVL7	-0.2845
LOC644186	2.7175
PPP3CC	0.076
CHST13	-1.74125
WDR40B	-0.00308333333333335
MEA1	0.06225
HILS1	-0.13775
DLX6	-2.812
NKG7	1.68516666666667
EMP1	1.021
ACTR6	0.43925
CHCHD7	-0.385571428571429
COG2	0.8
TCEA2	0.0666
TARS	-0.2385
FLJ20294	0.449
ZNF92	-0.316375
TRAPPC2L	-0.3734
ARHGAP28	0.2615
CCDC109B	0.6265
LGTN	-0.6255
INGX	-0.4995
LOC124446	1.30375
RPS2	-1.03525
C17orf75	-0.775
NBPF1	-0.49
SLC2A8	0.211166666666667
SNRPE	-0.2325
CARD6	0.594
IL13RA2	0.487375
CUEDC2	0.15
C4orf19	3.09325
AOC3	2.233375
MTHFD2	-0.967333333333333
OR5M9	0.44
C4orf38	1.22716666666667
SS18L2	0.06275
OAS3	1.6995
LARGE	0.62025
LRIG3	0.681
LIMA1	1.852
STARD3	-0.11025
VPS39	0.590625
CTAGE6	0.827
ODAM	-2.3405
MORF4L2	0.72875
GSTO2	2.05925
MTFMT	-0.49775
PRKAB2	-1.50728571428571
ZNF76	-0.0118333333333333
HSPB2	4.294
CRB2	-0.10425
KLRK1	-2.2165
LYST	1.1865
UBE2M	-1.11083333333333
SLC16A9	0.44275
ZNF281	-0.194
ST8SIA1	-0.08425
C9orf105	-0.959
ANKRD46	0.046
FAM108A3	0.0745
C20orf91	0.2275
ZYX	-0.260666666666667
RSPH1	1.038
ZSCAN5	0.18725
RIMS3	-0.699666666666667
KRT76	0.031
CEACAM4	1.01216666666667
SIRPB1	-0.146625
CFHR4	-2.955
SOX3	-0.710166666666667
GATAD1	-0.542
C21orf57	-0.24075
TMC8	-0.323
AVIL	-0.206166666666667
LMOD1	3.8355
HIGD1A	0.39425
NEU3	-0.701
DES	0.743625
BZW1	-0.1976
ZNF221	-0.4145
CCDC27	-0.1635
GDAP1	1.26575
RBBP4	0.2845
MGC40499	0.47875
PHKA1	-0.8805
PRKAR1A	0.537666666666667
HSD3B1	0.01325
RAD52	-1.05183333333333
CD207	-0.014
LOC389791	0.1885
RSPO1	2.49466666666667
TMEPAI	2.224
MFSD2	-0.345
ETV4	-2.89525
SCGN	-0.0435
LOC391356	0.34475
MPP1	-1.414875
STARD3NL	0.05225
TFAP2D	0.606
CD2AP	0.461625
CCL20	-4.14416666666667
CCDC86	-1.1425
ZFP30	-0.921
CTBP1	-0.0223333333333334
MAK10	-0.02
STXBP5	-1.3465
LOR	0.7841
MAP6D1	0.3535
ARMC7	0.6975
TMEM150	0.6612
NSL1	0.62825
KIF5A	-1.2495
ASCC2	-0.4235
PSENEN	0.165166666666667
OPTC	-0.384
FCRL2	-0.155333333333333
KBTBD11	-0.877
PCK1	-0.218428571428571
CENTD3	-0.725
MEGF8	-0.301
ALPPL2	-0.1535
OBFC2B	-0.444
ZFYVE20	0.013375
GALC	1.65216666666667
CTRB2	0.35025
C20orf71	-0.0972
TBKBP1	0.631666666666667
CAMLG	1.255625
TREML4	-0.0665
RSAD1	-0.18525
TUBA3D	0.4098
KIAA1833	0.305375
PNPLA1	-0.4735
LRRC34	-1.2155
CDH26	-0.806166666666667
ZNF167	0.877166666666667
ZBTB26	-0.678
VWF	3.2154
VTN	-1.09166666666667
BAD	0.99075
PDS5B	0.282166666666667
ZNF644	-0.308666666666667
SH3GLB2	-0.466
SMPDL3A	0.4885
NRG2	0.497625
IL15	1.58383333333333
GABARAPL1	0.123333333333333
LAT2	0.1524
SLCO1A2	-1.729
LIG4	-0.392166666666667
GSDMDC1	1.49875
BMP4	-0.421125
METT10D	0.092
SYCE1	2.1385
SPANXD	-5.15075
SLC12A9	0.0405
MC1R	-1.9925
RNF168	-0.4145
TRIM69	1.69925
GALNT7	0.0576666666666667
ISG20L2	-0.8585
KIAA2026	0.42
TNFAIP8L1	-0.591
DPY19L2	-1.61825
C12orf63	0.767
PRDX5	0.413375
MED6	-0.5505
TXNDC5	-0.375375
CD46	1.57516666666667
CCK	-3.012
C17orf48	0.65475
ANUBL1	2.47875
SIT1	-0.709166666666667
TYSND1	0.417666666666667
DEF6	-0.223
GLT8D4	2.22275
UTP14A	-0.451625
RPH3AL	0.94275
NXF1	0.147
TRERF1	0.7495
TUBB3	-1.183875
SLC24A2	0.885
SEC22B	1.34275
ZNF653	0.49225
GGTL3	-1.7945
CDKL2	0.587
CTF8	-1.34333333333333
EPC1	1.10483333333333
CYP4A11	-0.196333333333333
THRSP	4.97316666666667
LELP1	-0.2054
TES	0.084625
C17orf87	1.6745
FERD3L	0.159
SH3TC1	0.0655
RAB36	0.3505
CRYGB	-0.485
GRIA3	2.0121
BHLHB9	1.22475
C1QTNF9	1.7575
GOPC	0.6335
PNPLA8	0.206333333333333
ZNF444	0.65575
FMO1	4.675
POLR3C	-0.53825
SLC35F3	1.7605
SGCG	-2.08733333333333
DCDC2	-1.68266666666667
NANP	-0.3705
MGC23270	-0.603
BEX4	0.502583333333333
HYDIN	0.9021
RPS6KB2	-0.58975
ADRM1	-0.847166666666667
BAT3	-0.73825
RAB31	1.7611875
SCGB2A1	6.664
SLC6A14	-3.341625
DDX4	-1.0935
PRRC1	0.4365
AP3B2	0.501833333333333
TRGV7	-0.277666666666667
TMEM184B	0.27425
ADPRHL1	1.09283333333333
C21orf45	-0.503125
ARNTL	1.011875
AADAT	-1.02328571428571
CCL2	1.78483333333333
SNTB2	-0.221333333333333
RGS9BP	-2.426
KPNA1	-0.1615
TMEM41B	0.910166666666667
S100A11	0.322166666666667
DOT1L	-1.3835
EFHC2	-0.255625
CLTC	-0.399833333333333
SRP9	1.96592857142857
ZNF521	1.39425
FAM26F	-0.188
GPR88	0.789333333333333
COL13A1	-0.7845
CHMP4B	-0.4652
SIGLEC6	0.451666666666667
NFAM1	0.567625
PVRL2	0.8674
ALKBH4	-0.1325
CCDC93	-0.5719375
NXT1	-0.0695
KCNK4	0.6035
TROAP	-2.12683333333333
KCNA10	-0.46825
CCDC114	0.196666666666667
RAN	0.254666666666667
LMTK2	-0.426
LOC400657	0.419
UFC1	0.87975
UBE1DC1	-1.0325
EEF1A1	0.200777777777778
CHAC1	0.2255
HMGA2	-5.1451
B3GALTL	-0.73325
ING2	0.197
C1orf109	-0.5935
INTS3	0.46175
ZNF558	0.109
TRPM4	1.68966666666667
LTB4R	-0.749
ISYNA1	-0.0625
LSM7	-0.0615
LRRC47	-0.2501875
ZNF179	-1.635
EXDL1	-0.590666666666667
SLC4A10	-1.258375
ACSS2	-0.786
COPS7B	-0.516
KIAA0040	1.11033333333333
C1orf95	0.187
AP1GBP1	0.0875
OR9A2	0.403
FAM71C	0.174
RIN1	-0.152833333333333
ITGA4	-1.0735
DNAJC6	-0.9842
CLOCK	-0.0701666666666667
SLC35A4	0.5205
DSG4	0.2125
LOC26010	0.128
NSUN2	-0.2295
TMEM86B	-0.9931
C14orf135	0.10025
KIFC3	-0.848
PHF5A	-0.62525
NCAPH	-2.5675
STK11IP	0.23175
FLJ42953	0.640375
CCDC19	1.17983333333333
ZNF329	-0.379
TAX1BP1	0.1405
ZDHHC18	-0.161166666666667
C10orf88	0.13125
TMBIM4	1.7198
NMUR1	1.34
KIR2DS4	0.5405
C9orf90	0.087125
MGC87631	-0.38
KDR	2.5352
ST3GAL2	-0.71625
RLN2	1.63483333333333
HPD	-3.775
MOXD1	-2.00366666666667
PDGFRL	3.1495
SMYD4	-1.20635714285714
FAM103A1	0.347833333333333
MFAP4	0.859333333333333
LOC285141	2.2205
TMEM45B	-1.795875
SMCR7L	-1.0645
GZMH	4.1135
CBLN1	-1.2215
CNNM1	-1.34025
PHF17	-0.741666666666667
NUP98	0.479583333333333
RMI1	-0.18525
PTPRS	0.273
ANKRD57	1.003375
CLDN15	-0.4575
OR51A2	-0.0695
GUCA2B	0.314
DOCK9	1.1435
ITGB1BP1	-0.760166666666667
DLG2	0.340125
BRAP	-0.232
SESN3	1.3045
ZC3H7B	-0.488
FAM101A	2.07283333333333
FKSG24	-0.4085
ZYG11B	-1.140375
RFC2	-1.115
SH2D3A	0.6875
DVL3	-0.447833333333333
ADFP	-0.485666666666667
KRIT1	-0.339125
SERTAD3	2.15016666666667
LEFTY2	-2.639
KRT27	-0.6465
SCFD2	-0.36525
MN1	-1.62625
RORA	-0.0825
PTPRD	0.0865
PIAS2	-0.00449999999999999
CYP4X1	2.60316666666667
FBXL15	0.37575
MYH15	0.130833333333333
CRX	-0.118166666666667
TBC1D13	0.2285
SLC22A17	1.03633333333333
PLK2	3.42116666666667
ARHGAP9	0.796
EIF1B	-0.0475
C20orf185	-0.28925
DEFA7P	0.288
PRIM1	-1.77233333333333
CRYAA	-1.4695
BACE1	0.8405
AGTRL1	0.475
ACAD9	0.138375
GRASP	0.8205
RBP4	-1.44
TFB2M	0.3085
METTL9	-1.275
ATP5O	-0.1845
SP100	0.5625
CPSF1	-0.103166666666667
S100A4	-0.95
LIME1	-1.10275
GPR137C	-0.90575
OR2A2	0.5145
C2orf29	-0.825
NUP188	-1.0195
SDPR	0.295
RAI1	0.100875
RPS20	0.1608
LAMB1	-0.418
ADM2	0.137166666666667
ZNF229	-0.09475
DKFZp434K1815	-0.823125
EPN3	1.8735
CLIC3	-0.8545
MEIG1	-0.63375
HMGB4	0.00625000000000001
STARD10	1.762375
KLF8	2.147
EPB41L2	-0.721333333333333
JMJD6	-0.237
CTSL1	-0.167666666666667
GPR27	0.958
ELAVL4	0.64075
MMP21	0.3755
PPM1B	0.44575
SUV39H1	-1.31825
AAMP	0.062
TUSC4	0.672833333333333
MBD6	0.15425
KLK13	-1.126125
FMNL3	0.2405
TRIM13	0.392916666666667
C15orf5	-0.715
IQCF1	0.071375
CACNG8	0.2365
SLC35D3	0.460333333333333
ZDHHC9	0.0055
ODF3L1	-0.1505
C9orf86	-0.9497
TSEN2	-1.28075
C17orf64	0.63
SEPX1	0.682
TSPO	0.529166666666667
SYMPK	-0.2425
ADORA1	0.3805
TSPAN10	0.81775
SEMA6C	0.2925
RTTN	-1.0607
IL2	1.15116666666667
ARRDC3	0.69275
TBPL1	-0.729833333333333
STX12	1.08325
MRPL39	-0.705
OR8H3	-0.0705
IFIT5	2.32166666666667
CASC5	-3.438875
FAM46A	-0.96
HPCAL1	-0.4915
CYLC1	0.354
VGLL2	-0.03925
C20orf191	0.3935
CDH1	1.94525
ITPA	-0.141
CCDC101	0.051
D15Wsu75e	-0.53675
EDA	-1.6315
CREG1	-0.84375
OR7G2	0.475
SAP18	0.9565
IFIT1	3.9
CALML3	2.71583333333333
FLJ37440	2.0645
FNDC5	0.2245
SERPINB6	0.0987857142857143
JUNB	1.847
SYS1	1.073
SCN2A	0.575
ZKSCAN5	-0.352
WNT7A	-0.117
TSHZ3	2.42425
RNF148	-0.07475
H6PD	-0.296
CAD	-0.841333333333333
ZNF449	0.42025
DOCK10	-1.4135
FAIM2	0.0386666666666667
HEXDC	0.26075
PRB1	-1.36033333333333
C14orf148	-0.379
ETHE1	0.32425
IRF5	0.4038
GNMT	0.535333333333333
MGC16291	-1.53
RPAIN	-0.345928571428571
CAGE1	-0.078
CNTNAP3	-1.629875
ACTR1B	-0.63775
EEF1E1	-0.742
MSX1	-0.34975
ESF1	-0.6595
HSPC171	-0.28975
MRPL2	-0.639333333333333
RDH12	-0.473333333333333
CELP	0.301
METRNL	0.04725
C10orf116	3.401
C19orf48	-0.832
ZNF346	-0.069
NCR1	-1.002
C10orf64	-0.2455
CD52	1.0215
VPS18	0.873125
AP4S1	0.235166666666667
NPBWR1	0.9795
TPK1	1.36625
UBA52	-0.194944444444444
RIPK1	0.369833333333333
CPNE3	0.396
HSPC159	-0.221375
C8orf38	0.33725
LRRC4B	-1.407
PARP10	1.0454
ANKRD50	1.329625
CXCL9	5.77575
FGF18	1.99245454545455
EIF2A	0.429625
SLC20A2	1.168
KIAA1549	-0.970083333333334
SPINT1	1.955
ZNF584	-0.3005
CRBN	0.269833333333333
ABCF3	-0.242333333333333
NCBP1	-0.468166666666667
PLA2G4F	0.565
PCDH10	-2.05314285714286
TTC21A	0.7615
C20orf144	0.079
FGFR1OP2	-0.160166666666667
SLC9A1	-0.0753000000000001
CHRND	0.1795
FOXF1	-1.97575
KIAA1467	1.09675
TPO	3.26466666666667
LTF	4.03664285714286
DNAJB9	0.83175
MRPS27	-0.00750000000000001
bA16L21.2.1	0.37675
WBP2	0.101833333333333
MRGPRX3	-1.98616666666667
PRPF18	0.639
C10orf58	0.513
SMOC1	-2.7223
ADAT3	0.566833333333333
TMEM138	-0.053
TMEM131	-0.467625
TIMM8B	-0.448
MYH7	-0.754333333333333
ST6GAL2	1.729375
KIF1C	0.735
SUHW2	-2.7415
PAPSS1	0.39475
CABP2	0.4285
HOXA4	0.2765
ELF2	0.315
SEMA3D	2.085
MC5R	-0.0495
OGFR	0.2295
FLJ30092	-0.858833333333333
TGFA	0.0658
MMP17	0.8545
KIF15	-2.213
CHIA	0.60475
CATSPER3	2.10175
CEACAM7	1.30675
PADI2	1.170625
HOXA9	0.888
LNX2	1.131
TMEM144	2.72425
HIF1AN	0.8885
METTL7A	-0.321
C6orf165	3.92616666666667
KIAA1468	0.594625
DSG3	-0.3345
ZNF180	0.358333333333333
EIF4E3	1.69475
SLC46A1	0.126
DKK1	-5.65916666666667
ZNF205	0.953833333333333
LOC162073	0.797833333333333
COX7A1	4.10725
MAGEA1	-4.89416666666667
NEDD8	0.157
KLHDC5	0.0265
C3orf19	-0.342666666666667
MRPS2	-0.757
POLR3H	0.302642857142857
ABHD11	0.7817
TMEM17	1.07975
PAIP2B	0.0368
MAT1A	-3.8785
LGI3	-0.275
THUMPD2	0.69675
TKTL2	-0.076
XAGE3	-2.4655
CALM3	0.539333333333333
C6orf136	-0.606
KCNC4	0.478833333333333
RGS9	2.136
ACIN1	-1.41083333333333
SPATS1	-0.53575
XKR8	0.20375
FAM84A	1.187
MS4A7	5.42327272727273
AGXT2L2	-0.16725
OR1F1	0.0815
SMAP1L	-0.17475
IPO11	0.68575
ZC3H11A	0.5023125
C1orf151	0.54925
RNASEH2A	-1.062
CCR10	-0.61
TXNDC11	0.100583333333333
TMEM112	0.43775
MAP1B	-0.758857142857143
NVL	0.73675
PKM2	-0.98055
ARC	-0.26425
NUP54	-0.255
PPFIBP2	1.49183333333333
STAT2	1.552375
PTAFR	2.39416666666667
ROBO2	1.977625
RNF40	0.235166666666667
CCDC135	-0.7365
IFT81	-0.2942
MORF4	0.1885
TM7SF3	0.124
OR10H3	0.499
ABP1	-0.6255
CHRD	1.360875
PLEKHA8	-0.311833333333333
NCALD	1.558
OR5AK2	0.15575
ACCN1	1.1185
SLITRK1	-0.2505
ARMET	0.31675
C9orf52	0.514
REEP4	-0.94075
MTSS1	1.096
ADH1B	4.68133333333333
DLD	-0.72025
CDK5	-0.77325
PPFIA1	-0.075
WFDC3	1.576
DNAJB12	0.892142857142857
RANGRF	-0.041
MLANA	-4.0095
AMY2B	-0.215
KIAA0319	-1.72914285714286
RPS7	-0.801
JAK3	0.2405
ARFGEF1	0.72175
CXCL5	0.427
TRAPPC4	-0.33475
CETN2	0.95675
HSPC111	-0.52475
RHOBTB3	-1.0008
PHLPP	-1.1815
RGS10	0.93625
TMEM58	1.20825
CHERP	-0.7835
HSP90AB3P	-1.39183333333333
FSTL3	0.128166666666667
PEX11A	1.1675
OR5V1	0.6585
FCN3	2.1915
PTPN3	0.1485
NPTX1	-4.731125
C21orf84	-0.605
C11orf51	-0.248625
ZBED2	0.26925
FLJ90757	0.05525
NPY2R	4.5795
PLD3	-0.08575
SYT17	2.86466666666667
SGSM2	-0.92375
OR1A2	0.60325
FOXP1	0.94525
SLC5A1	1.6265
POFUT1	-0.5737
EPHB6	-2.64983333333333
MYO1G	-1.577625
STAC	-1.6889
KLHL17	-0.573833333333333
RGMA	0.644777777777778
TJP2	-0.7216
FAM114A1	0.310833333333333
SERINC1	1.922
SLC9A8	-0.1975
PEX19	0.381875
EDN2	4.194
PSMD7	-1.32611111111111
C3orf41	0.93275
UQCR	-0.20775
PPP1R3C	1.3095
LRP4	-1.78916666666667
TM2D1	0.452
TTC17	-0.502125
C4BPB	-3.46925
CCL25	0.59425
ZNF253	-0.3555
CHRNA9	-4.7185
SOX11	-1.638375
HIVEP3	0.884
CGN	1.41716666666667
C3orf35	-0.27875
PKD2L1	3.792
SYVN1	-0.27125
PDE8B	0.256
LOC439951	0.6675
LTC4S	3.09916666666667
MIF4GD	0.161
SMARCA2	1.9086875
TUBGCP6	-0.288833333333333
CABLES1	0.577875
C16orf77	1.66116666666667
ZNF791	-0.429
FUT5	-1.068
ADH6	-2.2045
P4HB	-0.09575
CLDND2	-0.80325
ALKBH8	-0.28125
PLAC4	-2.1715
F11R	0.203285714285714
MGC35295	0.0435
PDZD4	-0.580666666666667
LOC389073	-0.64375
FAM80B	-0.292
PSMB1	-0.1785
TXN	-1.4015
VIPR1	0.5993
WBSCR18	-0.069
EXOSC6	-0.781833333333333
ACTA2	4.091
SP5	-1.67775
ANKRD1	-3.271
DDR1	1.1483
ATP6V1D	-0.171
PTGS1	-0.969083333333333
RNF157	-1.5085
DCC	0.599
SPAG7	0.635
FBXO18	-0.51525
UBE3C	-0.7075
HOXC6	0.2785
LRP2BP	0.4355
MYST2	-0.44675
PDSS2	-0.14575
ATE1	0.51875
ARAF	-0.315
KLF10	0.52
PLA2G2E	-0.3885
ASCL1	3.67133333333333
TSNAXIP1	1.67575
FAM131B	0.167
IFNA10	0.687
NUP43	-0.1565
FAM44B	0.2295
L1TD1	-4.50166666666667
NMD3	-0.597916666666667
C18orf54	-1.1338
PHOSPHO1	-0.17
RAG2	-2.3755
EMILIN3	-0.3875
METTL3	-0.33075
VPS13C	0.728125
REXO2	-1.02325
ANXA4	-0.079
CA1	-1.84375
DCP1B	0.644
TULP3	-1.41466666666667
ATP2A2	-0.224571428571429
ATIC	-0.478
ADAM15	-0.402583333333333
NPL	0.836
LGR4	0.44425
UEVLD	1.32266666666667
GAB1	1.07075
SNAI2	0.231333333333333
ZGPAT	0.3343
SNF1LK	0.595375
DLEU1	-0.864
UBE2Q1	-0.250125
ZMYM6	0.138625
JPH3	-1.39366666666667
FAM38A	-0.324666666666667
PXK	0.236833333333333
DENND2D	2.38625
BAX	-0.634416666666667
CP	-3.27981818181818
RPL37	0.2933
G6PC3	0.07825
NCOA4	-0.364
LRRC14	0.519125
GORASP1	0.201
FCHO2	0.734625
CYP24A1	-3.3563
FXYD3	1.7645
SMARCAL1	0.3575
ABCB8	0.00283333333333334
CCDC44	-0.36425
PRDM7	-4.671
USH1C	-1.9205
DNAH5	1.33533333333333
SRF	0.4545
MAL2	2.22483333333333
PGPEP1	0.0573333333333333
SIN3B	-0.7895
SEMA3C	0.727666666666667
GRAMD3	2.573
FBXO10	0.33675
OR5D13	1.954
FLJ31818	0.2835
CACNA1I	0.448
S100A13	0.7355
TP63	3.496
ANXA11	0.6556
WDR66	-0.485
CSF2RB	0.2665
IFI44	2.38375
DACT1	2.866
ANKRD23	-1.3555
ATP5G1	-0.264333333333333
C21orf70	-0.687
PPWD1	-0.2945
DNAJC13	-0.32
PAH	-4.0205
PTCH2	0.89725
TRMU	-0.986
CCDC9	0.4505
USP3	-0.6576
DCLRE1C	-0.5182
FAM55C	0.6315
FRMD4B	1.12775
CYP2R1	0.55175
RFPL1	0.0507
XPO5	-1.17025
ARL6IP2	-0.585
OSBPL5	2.20475
MMP9	1.89309090909091
KIAA0802	-0.43925
DHRS2	-2.85666666666667
SGEF	1.54
TXNDC10	-0.6586
EXOC6	1.641
RPS27	0.8045
PNCK	-0.933833333333333
FSTL1	-0.03875
AACS	0.48175
SLMAP	0.5425
SAMD4A	-0.1818
ABRA	0.025
SMARCD3	2.48
PKNOX2	-2.31033333333333
A4GNT	0.0535
C9orf39	-1.3575
RALYL	0.29125
MGC33556	-2.324
C10orf25	-0.5155
BBOX1	5.27525
NHEDC1	0.5895
XDH	-1.33675
GCSH	-1.7565
EDN1	2.6995
MTERF	-0.01025
CLK4	1.926125
ZNF799	0.173333333333333
KCNG1	-2.14375
CXCR4	0.283833333333333
PTPRR	-2.42925
IRAK1	-0.0708749999999999
LOC401397	-0.473
TMSB10	0.323928571428571
CXCL3	-2.674
TMC4	2.39325
OR7A10	-0.263
STYK1	2.13375
CHRNA10	-0.265
CCNI	0.24375
EP300	-0.418285714285714
LOC165186	-0.4925
HIC2	-2.877
SDR-O	0.031
OR2W1	0.758
KCNA6	-0.4195
TRIM74	-1.21775
REEP6	1.6135
ATP5G2	0.15575
ERG	1.060125
TMEM42	0.027
PARN	0.264166666666667
SOD2	-0.418125
DIRAS1	-0.0385
PNPT1	-1.16175
JOSD3	-0.647
hCG_40738	-1.24
PDE1C	-1.886
SEMA4D	0.06375
AGPAT1	0.104166666666667
NOSTRIN	2.450875
MAP3K3	-0.396
MAX	0.5505
CAPS	0.0991666666666666
SERPINA12	0.262
OSBPL8	-0.47175
RICS	0.3112
NR4A2	1.30533333333333
PPCS	1.37166666666667
LONP1	-0.89075
