Hybridization REF	TCGA-BH-A18U-11A-23R-A12D-07
LRP8	-3.6325
TAGLN3	-0.53825
MRPL14	-0.68475
TTRAP	0.1895
ZDHHC20	-0.08525
NFE2L3	-2.06725
KIAA1377	2.09025
PALMD	3.1462
TMEM43	0.54
TTL	-1.89375
STAT5B	-1.42533333333333
SSB	-0.677625
OR10H5	-0.2155
SLC22A13	-0.59425
AKAP3	0.365
TIMM23	0.133666666666667
OAS2	0.732333333333333
KIAA0423	1.1335
TRIM11	-0.574666666666667
GLIS3	1.567875
TMEM50B	1.402
ARHGEF4	0.20275
DEGS1	0.359090909090909
TBL1XR1	-0.00160000000000001
G6PD	-2.32875
SP140	-0.14
MUC17	0.0805714285714286
NUDC	-0.5491
DNAJC5B	0.830333333333333
SCARA3	0.1835
CPA3	5.89233333333333
BCAT2	-0.150375
MFN1	0.2554
NRG3	-0.016
SNX11	0.21325
PLEKHH1	-0.708666666666667
GPR177	0.876833333333333
HCFC2	0.6565
TCAP	0.10175
MOCOS	-2.19475
C14orf93	0.2535
PRDM10	0.625
SLC16A4	1.03108333333333
SRGAP1	-0.207333333333333
VIP	1.039
DUSP27	0.841166666666667
LILRA1	1.1107
MC2R	-0.2875
MGC24103	-0.84575
MBTD1	-2.072
FUT11	-0.729
USP33	0.7088
C15orf39	-0.61025
MAP3K12	0.10675
PAAF1	-0.690833333333333
BARHL1	0.487
FLJ16165	0.033
PIWIL2	-1.8675
SYNE1	1.48608333333333
CMTM4	0.114
TSPYL1	1.6011
GUF1	-0.709333333333333
TMEM157	1.544
WDR44	0.67
HIST1H3C	0.347
DKFZp666G057	0.97675
RNPEP	-1.27825
GAS2L2	1.22766666666667
ADH4	0.69525
GRPR	2.84083333333333
FBXL17	-1.97025
ZBTB10	0.238333333333333
Gcom1	1.24455555555556
HTRA1	1.9017
ZNF585A	-0.218333333333333
SLC26A2	-0.427071428571428
OTOP3	0.31
WISP1	-0.349444444444444
ATP2B4	-0.563083333333333
FLJ10769	0.49825
CRAMP1L	-0.50975
CHST12	-0.612
RAB22A	-0.416833333333333
TARDBP	-0.0219285714285714
STAU1	-0.58925
CRB3	1.30783333333333
MIG7	0.0155
CHMP1A	-0.717666666666667
ZNF160	0.164
B3GALT6	-0.329125
BARX1	-2.33166666666667
C6orf167	-1.361875
NXNL1	0.5635
DHX29	0.375875
HADHB	0.3595
PLXNB2	0.151
ILDR1	-1.27075
SLC15A3	1.9335
GAS2	-0.167
C20orf69	-0.5815
NUMB	0.2325
TNIP1	-0.272125
MESP1	1.39066666666667
PSKH1	0.016
NSFL1C	-0.166375
RHOG	-0.187
HEY1	-1.67183333333333
KNG1	-1.723
ITGAX	0.8855
LIN9	-0.817
CANT1	-0.652125
XRN1	0.0919285714285715
CCDC96	1.8836
HEATR6	-2.5355
GNG7	0.873666666666667
RUNX2	0.1880625
SOX1	-0.2895
FCRL5	0.6202
ZNF99	0.272125
FAM9A	-0.581
SNX22	0.12
MBNL3	-1.67166666666667
ODC1	-1.1523
ADORA2B	-0.588666666666667
NR2F6	-1.35675
ZFYVE16	0.173666666666667
SYNJ2BP	-0.1712
POLE	-1.472
E2F2	-1.587875
THRA	1.155
PTGES2	-1.58866666666667
HIP1R	0.558333333333333
TMUB1	-1.33933333333333
ENO3	-2.2655
RSPH10B	-0.2115
CXorf39	-0.2425
IRGC	0.19025
GPR109B	2.3795
FLJ13305	-1.4555
LCE3A	0.163
TNFRSF18	-1.07816666666667
DET1	0.41675
TRPM3	0.09525
C16orf79	-1.4575
FECH	-0.6195
RAP2A	-0.009
CRIP1	2.0205
AZIN1	-0.45125
SLC7A7	3.24725
IL10RA	0.91
TMEM64	-1.34725
CDC42EP4	0.8919
C16orf58	-0.4672
ARG2	-1.67
POU5F1P4	-4.64175
FAM62B	-0.016625
DNAH8	-2.1348
ASH2L	-0.134125
TSLP	1.743
CNTNAP5	0.1408
TMEM16C	2.78525
IFNA14	-0.382
SLC1A3	1.045
CABYR	1.418
BCL7B	-0.2552
NUDT13	-0.292666666666667
C13orf28	0.1085
C1orf53	-0.049
ARL6IP4	-0.1254
RPL35A	0.53425
EMR3	0.77775
RAB40C	-0.220583333333333
SLC41A1	0.0746666666666667
LRCH1	-0.48675
LY6G5B	-0.603
FAM124A	0.392357142857143
MGC10981	-3.849
CLIP3	0.8821
MAP4K2	-0.830833333333333
CHIC1	1.04975
SULF1	2.52316666666667
C20orf30	0.193285714285714
PRDM5	-0.081375
ELOVL1	-0.05825
C11orf48	-1.1045
SLC39A10	-0.8655
KCNV1	0.2625
ACP1	-1.04966666666667
ZMYM2	-0.432
B3GNT6	-0.0976666666666667
C9orf69	-0.8395
C2orf15	0.708
C20orf166	1.289
HSP90AA6P	-2.0735
EDG7	-0.0575
NEURL	-1.309875
LPL	4.76233333333333
CLEC2D	-0.160071428571429
GRRP1	3.13583333333333
CD8B	-2.6334
HIST1H3D	-1.92416666666667
SLC6A12	0.168875
FAM27L	0.3635
CD84	0.5953
RASA1	0.3605
PHKG1	-0.9365
MAGEA11	-1.0495
IMPA1	0.3769
NPM3	-1.887
RARRES1	6.12925
SH3BP1	-0.34975
B3GNTL1	-1.2335
ARPC5L	-0.501
KLHL26	0.18475
SIM2	-2.48975
GJC1	0.192
C20orf194	0.705
EXO1	-4.0965
SLC2A2	-1.88033333333333
LOC285074	-0.028
LRG1	1.44925
KIRREL	-1.5715
PIK3R1	2.65407142857143
C4orf34	0.84625
MAF	0.302222222222222
ADCY4	4.56816666666667
ZMIZ2	0.2548
SLC46A3	1.86516666666667
STAMBP	-0.8
CCDC16	1.115
MS4A12	0.4605
TCF20	0.2585
LRRC46	0.4495
C20orf152	0.415
MRPS6	-0.3085
ABCB11	-0.6625
KCNC2	4.18316666666667
CDH19	-1.037
C9orf123	0.5195
SSH3	0.81125
LDLRAD1	-2.7315
CCBE1	0.89325
ZNF135	1.518625
TAAR1	0.842
WFDC12	0.7065
CCDC42	0.328333333333333
FLJ12529	-0.6795
PER1	0.5205
TIMM50	-0.908333333333333
SMARCAD1	0.200333333333333
FAM26C	0.6625
TP53TG3	-0.525833333333333
SH3RF1	0.8803
LMCD1	2.1375
GPR63	0.1095
FLJ21986	-1.6735
AIFM3	-0.42025
MICAL1	-1.23816666666667
BLZF1	0.782
IQCA	3.50233333333333
PCDHGC3	-0.7205
SAC	0.37475
BCL6B	2.54983333333333
DDO	0.7355
MARCO	4.07575
DCHS1	1.6735
C1orf170	1.55183333333333
CD200R1	1.66816666666667
C22orf15	-0.421
SEPT11	-0.443666666666667
ADNP	-0.12675
UST	1.0475
C13orf34	-1.08666666666667
RFFL	0.265214285714286
APBA3	-0.5805
C2orf60	-0.109125
CUTL1	-0.7798
PMS1	-0.5125
ZNF689	-0.5125
EIF3E	0.0121666666666667
IL9	-0.0851666666666667
RPL31	0.63475
LY9	0.2445
ATP2B3	0.28875
KDELR2	-0.120791666666667
TFCP2	0.25225
NLRP12	-0.12475
FLJ45422	-0.822
TLE4	0.8074
ZNF570	0.0535
FLJ43806	0.0285
TLK2	-1.48375
CIR	1.05
MARS2	-0.3405
COL24A1	-0.131
SDF2L1	-0.8125
HIBADH	0.440333333333333
IGFBP3	-1.63807142857143
C12orf23	1.417875
PSPC1	-1.00725
C20orf43	-0.24225
TRAV20	0.5945
ARHGAP24	1.603625
KIAA1975	-0.0696250000000001
C1QA	3.3313
DNTT	-4.645
C10orf6	-0.911583333333333
C11orf41	-0.42375
HNRPF	0.47725
COL11A1	1.08833333333333
UBAP2	-1.067
CDKN2AIPNL	-1.043
C20orf174	4.0485
SPRED2	0.08875
PLA2G12A	-0.0596666666666667
ICEBERG	-1.07216666666667
SCN10A	-0.2505
C11orf65	0.3215
GBP5	3.60175
PITPNC1	-1.57166666666667
POU3F3	-1.821
NCOA7	2.47375
LIN7C	0.3161
LOC348840	-1.5565
NKX2-2	-3.44225
ANKRD13D	-0.7785
LOC123688	1.39725
FUT2	0.327166666666667
TAAR8	0.504
FZD4	1.01491666666667
PNMA3	0.0266666666666667
OR4L1	-0.097
WIT1	-2.5175
EXOC3L	0.948
ATPBD4	0.9364
KRBA1	-0.6085
UBXD6	-0.5565
HOXB7	-0.629642857142857
C7orf23	0.366
UNQ338	3.12425
STAB2	4.22325
CDC20B	-0.615
IRF9	1.43775
CENTG1	0.420416666666667
TNPO2	-1.77875
MCPH1	0.36825
BMS1P5	0.07725
SLC26A7	1.2225
HIST1H3J	-0.165
C9orf3	1.3083
LBH	1.075
MYO1D	0.0315
PTDSS2	-0.31825
NFU1	0.9095
DEPDC4	-1.21325
WNT7B	-1.0061
GLP2R	-0.1135
SETD4	-0.4226
DYNLT3	0.1767
FKBP11	-0.5365
SESTD1	0.533166666666667
FLII	0.0455
RPS16	0.3378
CHPF	-1.05683333333333
CSNK2A1	-1.01366666666667
SUMO1P1	0.1845
FKBP6	-0.457
ZNF214	1.68283333333333
TWIST1	1.44733333333333
DDX56	-1.78566666666667
TRAM1L1	2.3404
EPO	-2.812
MRPS18B	-0.11225
ZNF682	-0.755333333333333
RPL14	0.398333333333333
MAFF	1.4845
LOC51136	-0.103625
LY96	1.1335
DDX20	-0.13525
ABTB1	0.636
ARL5A	-0.2719
CCT6A	-1.5825
HEPACAM	0.247
EHHADH	0.1775
RBAK	-1.502
CGB1	0.43675
ITGB5	-0.0613
YIPF3	0.0895
FKBP2	-0.2675
NR1D1	-0.2611
TMEM110	-0.706
NEK2	-4.546
PRAMEF8	-2.85575
C20orf52	-0.3095
PCDHGA3	0.173
VWA3B	-0.5195
NDUFA5	0.40175
THAP9	0.11475
FLVCR2	-0.8785
AP1S1	-1.878125
SMAD6	-1.33825
SAV1	1.741
SAT1	1.4645
ZNF251	0.925875
ADAMTS7	-0.3576
RPP38	0.568
C1orf211	-1.0855
YPEL2	0.81865
RBMS1	0.955
ZNF445	-0.673166666666667
NRXN2	0.747333333333333
PGBD4	-0.384
UGT2B28	-0.27175
WBSCR16	-1.0139
NLRC3	0.336625
ASTL	0.10125
ST6GALNAC1	-1.10125
ZADH2	-0.232125
MLLT4	1.03466666666667
ARL6	0.831333333333333
MEF2C	1.19475
CBFA2T3	0.2515
AFF3	0.311857142857143
COG7	-0.0288333333333333
MYB	0.0428333333333333
PLXNA3	-0.411
XRCC2	-1.88866666666667
MMS19	-0.897625
ST8SIA5	-0.986125
CHPT1	1.41766666666667
KIAA1712	-0.69275
OR6X1	0.329
ACTR3	-0.38425
UGCG	-0.298
OR4P4	0.3515
ZAP70	-2.87625
LPP	1.416125
ZNF485	-0.72375
PTPRCAP	-0.346
IL12RB1	0.06625
ATRX	0.2902
CHST8	1.725625
C14orf109	0.5695
ARV1	0.6385
NMB	1.501
COX5A	-1.10583333333333
EIF6	-0.822
MPPED2	2.13383333333333
SEMG1	-1.789
CHRDL1	1.517
TRAF3IP2	0.928
WNK2	-0.016875
LILRA4	1.27383333333333
LAMA2	5.37675
PXT1	0.4285
RLBP1	-2.0325
CD300C	0.334
SLTM	0.343875
FLJ10404	-1.064125
APOBEC3D	-2.36616666666667
RENBP	0.0378333333333333
ATXN7L1	0.2525
NID1	-0.40975
TUBGCP3	-0.669375
ITIH5	3.32905555555556
CCDC110	3.3045
C8A	-2.27525
MGC87042	0.90075
HOXC13	-0.85
TFDP2	-0.97475
HCP5	1.405625
POLI	0.8115
UCN	-1.69033333333333
ZNF764	-0.363666666666667
C8orf45	0.2295
FHL3	-0.228
SPATA5L1	-0.5095
MMRN2	3.56216666666667
NDST1	-0.0753333333333333
COL20A1	-0.4265
ZNF248	0.184833333333333
PELP1	-0.9635
MBL2	-2.055
RNF41	0.565875
C5orf24	-0.495375
THOC5	-1.01375
SERINC3	0.478583333333333
RP11-151A6.2	0.32275
CDCP2	0.24225
HIST1H2AA	-0.17025
C11orf75	0.983333333333333
FKBP7	0.31925
DDOST	-1.0075
GPNMB	1.77683333333333
TTF2	-2.567
KCNT1	-0.473
SLC39A14	-1.114375
NGRN	-0.1617
GPR137B	1.7265
MECP2	0.332375
PSMA1	-0.412
C16orf73	-3.94375
TMEM60	0.2985
CSN3	2.1225
NOS1	0.324
RAB7L1	0.0651666666666667
YBX2	-0.508
KIAA1166	0.042
FUBP3	-0.0705
ABCG1	0.163
ACACA	-0.725833333333333
ARL11	-0.299
ATOH1	0.328
ODF1	0.145
CREB3L3	-0.887333333333333
TMEM127	1.08485714285714
DSCAML1	2.0425
PLN	3.18633333333333
LYPLA1	-0.65025
PRDM9	-2.1005
SASP	1.02225
PLUNC	0.0178333333333333
INTU	1.66125
HISPPD1	0.0815
LNPEP	-0.7215
YARS2	-0.596333333333333
APCDD1L	-0.364
ZCCHC4	-0.264
FBXO22	-0.445666666666667
TTLL13	-0.6815
ZNF669	-1.37583333333333
PTGDR	2.83525
DDX27	-0.2115
KIAA0409	-0.337333333333333
GJB6	0.09325
ASB8	0.49975
PLP2	0.514833333333333
MEPE	0.19975
OR10J5	0.7265
KRT222P	3.02775
COQ7	0.107
C1orf101	2.3425
RERG	3.7479
CHMP5	0.652875
THAP11	-0.357125
ZNF43	0.0896666666666667
ZRANB3	-0.987666666666667
KRT13	4.551
MRPL19	-0.695375
RBBP9	-0.147125
SPATA17	0.58525
BXDC5	0.637833333333333
PAFAH1B1	-0.531166666666667
MAGEE1	0.02075
OSTF1	0.05225
KIAA0323	0.0996666666666667
TXNDC13	-0.477333333333333
CNTN4	3.09275
LCE1B	0.5275
UNQ501	0.177
ZNF154	0.525
C3orf64	2.2445
SYT5	0.0301
PON1	0.213833333333333
FLJ10357	0.519625
ATP4A	0.1215
GNPDA1	-1.24483333333333
MGAT1	0.301
C14orf121	0.24025
SLC35B2	-0.633
MIER3	0.6875
CHEK1	-4.547375
ZNF8	-0.8945
TXNDC1	-0.374833333333333
CKB	-2.0164
RTN3	0.0557142857142857
FZD2	-1.7055
PART1	1.13325
PSMB6	-0.295
PCDHB8	-0.276
PHC3	0.0824
PPP1R8	-0.953
NOVA2	1.49466666666667
TNFRSF11B	-3.080375
GOLPH3	0.614666666666667
UBLCP1	0.14225
SUHW3	-0.72775
TTLL1	1.11175
OPN4	0.0605
OR13G1	0.6035
ZPBP2	-0.1015
HSD17B11	0.115625
C9orf50	0.329
DHDDS	0.000642857142857151
CTSW	0.6154
NEFM	-1.46216666666667
MRPL28	-1.322
SYN1	-0.3395
PIGV	0.354333333333333
ZIM2	0.68225
APBB1	0.703333333333333
SND1	-0.89375
C1orf123	0.296666666666667
CHD3	-1.41625
BHLHB8	-0.0015
RNASE2	0.596166666666667
BCAP31	-0.02725
SLC25A44	0.0955
CHD6	-1.5138
PIB5PA	1.01176923076923
SELS	0.513875
LOC541471	-0.384125
FAT2	1.89
ZNF81	-0.214
OR4C16	0.133
FLJ10081	-0.1497
LRRC4	0.7455
CS	-1.15533333333333
N4BP2	-1.27825
IGFBP7	1.53025
ZNF318	-0.246833333333333
NDNL2	0.833875
ZNF609	-0.259
SIRT4	0.43625
EXOSC10	-0.0155
ECE2	-0.198
OVGP1	0.20975
GTPBP3	-1.46775
PACS2	-0.0508
C19orf36	-0.41
ARL4C	-0.96975
ATG4B	-0.57025
UBQLNL	1.501
RHOXF2B	-3.5675
PLEKHG2	-0.5585
GALR1	0.511
AQP4	0.953166666666667
HDAC7A	-0.0601666666666667
DCUN1D3	0.94825
OR8A1	0.605
CCRN4L	-0.032125
CBR4	-0.467333333333333
KIFC1	-3.67666666666667
SLC7A14	-1.19183333333333
LHX5	-0.1865
TRPC7	-0.4425
LPXN	-1.05675
SERPINA1	0.141625
RPS13	0.2332
BPIL3	0.033
PRKAA1	-0.444
FADS2	-1.5156
ENAH	0.122375
PRO1768	-0.67
APBA2BP	-0.743
LIPH	2.43383333333333
C3orf33	0.87975
RCC2	-1.16892857142857
ALDH1A2	-2.57
RNF103	2.28
AHCY	-1.69775
ALG12	-0.137
CCL17	1.23675
ZNF543	0.6705
ESRRG	2.0016
CNGA1	3.58425
RDH5	2.58666666666667
OTX1	-1.5313
PTGFR	0.499
CDR2	-0.15375
SELE	6.97425
NLGN2	-1.023
EXOSC9	-0.2875
ZNF566	-0.4275
KLRC2	-3.293
GPR12	0.3315
KIAA0196	0.301
PDRG1	-0.73775
SSR3	-0.0963571428571428
MSI1	-0.041
CST9	4.127
CC2D1A	-0.06525
PLAGL1	1.09927777777778
ZNF778	0.101
RNF2	0.66975
KLF6	2.3525
THBD	3.45433333333333
tcag7.1314	2.14125
NR5A1	-0.389
ABCD2	1.8985
DNAJC7	-2.067
CLEC4C	0.285
TM2D3	1.29075
CCDC4	-1.6985
PLAC2	-1.341
DCD	6.717
FAAH	0.707125
POLA1	-1.3595
TM7SF2	-0.83475
FLJ39822	-1.17916666666667
FLOT2	-0.364
MAP4K1	-0.61
SRP68	-0.00200000000000003
C21orf74	0.843
ARPC5	-0.2045
LOC126075	1.3795
HECW2	0.332375
ZDHHC4	0.091
ANKRD42	1.5951
PDE9A	0.506333333333333
ABCA8	3.76275
NDUFS2	-0.8375
UBR5	-0.38675
BTBD16	-2.7455
LOC554174	0.3185
ZNF20	0.5405
KIAA1843	0.045
WDR17	0.2275
C15orf33	0.95
RNF113A	-0.494
CAMKK1	-0.8453
CLCN2	-1.37925
ANXA6	-1.148
LOC340069	0.0395
EMID1	0.555625
DPM3	0.0265833333333334
ELA1	0.3805
SLC25A13	-1.2605
KRT24	0.3675
SMPD1	0.059
TH	0.2165
COL6A2	0.367714285714286
ANKS1B	1.408
GPR126	-1.8219
ZC3H12A	1.475
TMEM47	2.39116666666667
C2orf51	-0.290666666666667
C1orf88	2.947
HSF2BP	-0.7155
AKAP10	0.04975
RPAP3	-0.4545
KLHDC8B	0.60325
STOM	1.5282
MUPCDH	-0.070125
C10orf72	-0.3125
PLEKHA3	0.9025
TCP11L1	-0.38075
CWF19L1	0.5135
SPEF1	0.431769230769231
YSK4	0.26975
ELN	2.3253
SAMD8	0.541
MPI	-1.17733333333333
MEPCE	-0.4403
ABCC3	0.030625
NANOGP1	-3.168
KCNK17	1.748875
HLA-DMB	4.41466666666667
RRAGA	1.13275
ANGEL1	-0.499
RBM32B	0.1505
CPN1	-2.005
MGC52282	0.0275
HLA-A	0.374666666666667
OR9G4	0.141
EDNRB	1.034125
SCD	-1.14585714285714
C14orf80	-1.3205
BAGE2	-2.0095
RABL4	0.8775
RCVRN	0.1565
SHANK1	0.229
NLRP7	-3.46225
CD226	0.00900000000000001
STAT3	0.2068125
SYNJ2	-0.982
TPCN2	-0.453833333333333
WDR36	-0.6455
MBD4	0.346
ROBO1	-1.0035
ST3GAL6	-1.1205
SLAMF8	1.9475
ATN1	0.405666666666667
GPR141	0.0792500000000001
KRT36	-0.093
TPH1	-0.641
DDX52	-0.62125
ZSCAN29	0.0281666666666667
TRPT1	-0.3115
DPEP3	0.415
DENND4A	-0.221625
TSPAN16	-0.5085
PTCHD2	0.0895
LOC145814	-0.1295
CAP1	0.045
EIF5A2	0.0385
NT5DC3	0.098875
SEPT9	-1.259875
SEZ6L2	-0.482125
EGFLAM	4.071
VPS11	-0.00262500000000001
NDUFB5	-0.188333333333333
CIDEA	4.33433333333333
IER5L	-0.786
N6AMT1	-0.12125
FAM83C	-0.667
OXR1	0.396666666666667
IRX1	0.64
DGKB	-0.492666666666667
GCN5L2	-1.80725
MIR16	0.165625
FBXW9	-0.32375
WDR4	-1.956
PDC	-0.1445
VPS33B	-0.75275
HEXB	0.04175
FLJ32214	0.12125
TCEB3	-1.34825
CRLF1	-3.0445
ABI3BP	3.59125
C8orf22	-3.72825
PYCR1	-2.21925
KIAA1706	2.139
CDK5R2	0.300375
WAS	0.1495
C12orf60	-0.47575
CCBL2	0.821875
MADD	-0.70875
C5orf34	-1.843
WDR42A	0.6301
KLF12	0.275875
HSPA1A	0.98375
ITM2C	-1.63575
DAPK2	2.85583333333333
LOC442590	1.971
SUMF2	0.449
CENPA	-3.49361538461539
TMED5	0.046
CDH6	-0.5334
BRP44	0.97675
THG1L	-0.8965
GABRA2	-1.938
C14orf166	-0.115
MYL1	-1.4818
TNFSF18	0.166
PAP2D	-1.064
PPIB	-0.8225
KLHL4	0.70025
SFN	0.299833333333333
CCDC127	0.517
FRAP1	-0.55425
GOLGA5	0.73225
SDCCAG1	0.4865
MGC21675	-0.210166666666667
C10orf95	-0.62975
KIAA1345	0.557166666666667
C1orf163	-1.2215
LACE1	-0.195
OR10K2	0.158
CENPN	-2.63592
TMED2	0.74875
UGT1A6	-0.25
ANG	0.93975
U2AF1	-0.8145
CASC2	0.882666666666667
NMT2	0.738666666666667
OSGEPL1	0.5505
DFNB31	-0.471
SLC6A20	0.487375
DKC1	-1.292
FXYD4	-1.0005
WDR64	0.94875
MGC5590	0.4195
CREBZF	-0.00616666666666667
DAZ1	-0.09325
PRPSAP1	0.13875
GCHFR	-0.968
TTC7A	-0.176625
LOC196993	1.23075
UBD	1.2975
S100A1	0.7705
RPL6	0.740166666666667
DNAJB6	0.82975
NAGS	0.2903
C2orf58	0.012
KERA	3.6
MT1X	0.4325
UBE2B	1.5284
KEAP1	-0.37475
MST1	-2.4125
OMA1	0.6915
ABLIM2	1.5575
BCL2L13	-0.1275
JAZF1	0.959166666666667
TMEM63B	-0.5345
S100A8	2.9796
ARFIP2	0.3715
UROS	-0.30675
KHDRBS2	-0.966
POLQ	-3.618
SOAT1	-1.04675
SPAG4	-1.924
MRPS30	-1.1215
LOC494141	-0.26225
OR2T11	0.066
ORAOV1	-0.2476
ZNF184	-0.111666666666667
TCEB3B	0.4938
ADAM21	-0.057
GDPD1	-0.31675
SPINLW1	0.02025
PRR14	-0.735333333333333
KCTD9	0.8503
NUDT3	-0.301
KIAA1822	0.3742
HIST1H4K	-0.452
DFNA5	-0.24775
GABPA	-0.32975
C14orf44	-0.1025
POLB	0.485
PTAR1	0.451
SEC31A	0.7351
TRIM58	-1.0695
TAS2R14	-0.25
VPS8	-0.072375
H1F0	0.278166666666667
PRKCB1	-2.69983333333333
UGT2A1	0.6155
TOR1B	-0.32825
LSS	-1.58325
C2orf19	0.2765
HNRNPC	0.0466428571428571
TMEM100	2.04416666666667
LOC116349	-0.10325
OR51M1	0.9845
CCDC142	-1.163
ISG15	-0.2589375
ZCCHC14	0.51975
CREBL2	1.55775
TGDS	-0.6375
DC2	-0.524
CACNA2D3	-1.04392857142857
ZNF429	-0.4135
LYPD6	2.48516666666667
SUCLG1	0.512333333333333
OR51I1	-0.995
MAGEH1	1.926
PRPF40A	-1.058
SMR3A	0.5495
SPINK2	0.18775
THAP2	0.727625
NPY5R	3.00625
IRF4	-1.976
SPESP1	0.237
OR10S1	0.1215
DTD1	-0.2365
TUBE1	0.85725
DDX19A	-0.761
PDPN	0.299875
TMEM34	0.62975
MGAM	0.10275
COL3A1	4.24522222222222
GFM2	-0.3819
OR5A2	0.2095
PSG9	-0.75775
ARHGEF11	-0.405333333333333
IVNS1ABP	-0.3773125
SIGIRR	0.365
DUSP19	0.04875
DNAJC14	-0.2484
ACSS1	-0.3145
IL1RAPL2	0.6545
C4orf30	-1.30475
SEPT4	2.1585
LANCL3	-1.35975
SPAG17	1.48666666666667
PRDX3	0.756875
HNF1A	-1.00225
P4HA2	-1.243125
RFWD3	-1.66316666666667
MOV10	-1.1395
DNAJA5	-0.103857142857143
LOC729440	-0.28475
LOC200383	1.174375
SMC2	-2.6665
MIXL1	-0.953333333333333
TMEM9	-0.5935
FAM86A	0.0995
ZNF174	-0.3359
MYH14	-0.94725
CCR8	-0.0525
VPS37C	0.5165
GPATCH1	0.0101666666666666
B3GNT8	1.841
TBX4	-0.382
CNR2	0.092
PCDH1	0.4695
C5orf29	2.810875
OCIAD2	0.82125
PLCG2	2.14775
KIAA0247	1.8605
HRH3	-0.2015
CAPN13	1.8375
CCR1	-0.2467
MGC15523	-0.403
UVRAG	0.317166666666667
DNAJA2	0.182
ITGA2B	-0.726333333333333
CLDN5	4.085
PTPRN2	-0.772928571428571
ZNF512	0.270833333333333
PSAP	0.374285714285714
CCDC140	-1.5525
LRRC55	0.034
CYP26C1	0.026
C8orf47	2.665
LYN	0.107125
DUSP6	1.5515
TGFB3	2.4468
ELK1	-1.269
PCDH11Y	0.907
HGD	-1.34825
C17orf58	0.47125
MYO3A	-0.1235
SERPINE2	-4.08716666666667
AARSD1	-0.588625
C14orf73	-1.5
ADAM33	0.539
ZNF491	0.064
MAPK6	-0.6725
TCN1	5.73983333333333
SLC24A6	0.5055
UBE2R2	-0.728
H1FNT	0.00149999999999997
TATDN2	0.0521666666666667
LILRB1	0.7715
P2RY5	2.542
NUCB2	0.847
C2orf37	-0.40575
SNX27	-0.0023333333333333
MTA3	0.014625
FOXO4	0.652
ID4	4.36866666666667
SOX5	-1.9545
PXMP3	1.108
OR52M1	0.2515
SFT2D3	-0.023375
INA	-3.4375
MCOLN1	0.264
NFIX	0.415
CLEC14A	5.6485
HIBCH	0.562333333333333
PLA2G5	1.99175
TIMM10	0.433
MED17	0.4524
COL4A4	-1.299
TPP1	0.396166666666667
GJA3	-1.7115
TMPRSS5	0.3325
AADACL3	0.553
DNMBP	-0.1505
ENPP5	4.396
NQO1	-1.1173
ZSCAN2	-0.385
SEC24C	-0.646333333333333
GTF2A1L	1.4175
AXIN2	-0.4437
FAM33A	-1.98933333333333
C16orf13	-1.223625
SPNS2	1.317
TAF1	-1.22575
AP1G2	-0.611333333333333
RBM42	-1.578
HCN2	-1.2875
EFHB	0.445166666666667
RUSC1	-0.7035
GRIK5	-0.1265
USP21	-0.499166666666667
ATAD3C	0.17025
ORMDL2	-0.120125
PRSS7	-3.36775
PSAT1	-3.768
FLJ13195	-0.0438333333333333
TBC1D1	-0.0876666666666667
IFNG	1.2565
OTOS	0.0481666666666667
ZNF773	-0.474166666666667
EMD	-1.46575
RETN	0.0765
CCL8	5.086
APH1A	-0.844625
COX18	-0.5105
GTF2IRD2	-0.1675
CCDC82	0.6995
PAFAH2	-0.00610000000000002
NPEPL1	-1.1404
RP11-114G1.1	0.8965
TP53INP1	0.3425
ZNF300	-0.00316666666666667
FOXL2	-2.48125
LARP2	0.260666666666667
LATS1	0.28425
HTR6	-0.0475
SPOCK2	-0.202833333333333
RNF144B	2.9725
HTATIP2	-0.48625
MGC10334	-0.420416666666667
CENTA2	2.68416666666667
FGF2	1.994
FXYD7	0.21875
PHYHIPL	-1.418375
GPR34	6.50075
DDX6	-1.73266666666667
OR10W1	0.1095
LHFPL1	0.2605
ZNF313	-0.353142857142857
VPS28	0.52175
AP3M1	-0.072
AKR1CL2	-0.69025
TRAF4	-0.548375
OR2B11	0.5455
C19orf12	0.55
AKAP9	0.578333333333333
C1orf62	-0.13275
SLC20A1	-1.8023
FAM112A	0.0885
LDB2	2.424875
MRPS23	-0.704
KLK5	4.635625
SPTB	-0.3962
EFEMP2	0.3705
EFNB2	1.569875
PCM1	0.424785714285714
NMNAT3	1.9405
TSG101	0.485333333333333
C8orf40	1.1075
NOB1	-1.2555
ABHD3	-0.6435
GTF3C4	-1.243625
PIGN	0.644833333333333
GALNTL1	1.40225
AEBP1	0.641375
OR9Q1	0.1735
ANKRD2	0.376875
CCL28	2.05
TRIM38	-0.03
TMCC1	0.27325
SMG5	-0.8615
LRRC7	0.051
NCAPD2	-2.88916666666667
C6orf153	-0.8545
C1orf74	-0.35425
OTUD6A	0.127
DCP2	-0.937833333333333
TMEM24	-0.35175
RPL18	0.716833333333333
TMEM177	-1.059
LRRC37A3	0.471
C1D	-0.674166666666667
LDHC	-0.83775
UBE4B	0.476833333333333
NIT1	0.2735
BTN3A3	0.629625
RASD1	2.415375
COMMD3	0.53175
SHFM1	-0.31075
BIRC8	0.1845
DUT	-0.86
C12orf51	-1.514
LRRC59	-1.06316666666667
LY6H	-0.22725
WDR22	0.420666666666667
EDEM1	-0.384214285714286
