Hybridization REF	TCGA-C8-A133-01A-32R-A12D-07
PIM2	-2.273
REGL	0.7185
SLC17A5	1.04083333333333
PIPOX	-0.988
INSIG1	-0.67
SYNGR1	0.7065
TEX15	-2.12033333333333
REPIN1	-0.119833333333333
PDE4A	-0.7518
CAPZB	0.945
YPEL3	1.039
C14orf100	1.385625
GINS2	0.08675
C18orf21	0.237333333333333
CYP1B1	1.734125
VISA	-0.3485
XYLT1	-1.69177777777778
ZNF440	-0.777625
BRWD1	0.0952142857142857
GOLPH3L	0.78375
C11orf77	0.15425
ZBTB17	-0.15025
SLC19A2	-0.851
C6orf134	-1.68675
C9	-0.0116666666666667
ART5	-1.90075
ARTN	1.65516666666667
TMTC2	1.26825
GNRH2	0.22825
STEAP1	-1.9195
RPL39L	-2.93433333333333
FLJ10292	-0.458833333333333
RLF	-1.118
NAT14	0.28875
RRN3	-0.26
C11orf16	0.537
C3orf14	0.3255
TEX264	1.58133333333333
C22orf28	-0.378625
C20orf175	-1.7385
XPNPEP2	0.089
PDE6A	-1.11875
SPIB	0.6555
TBCB	0.298
SLC5A11	-1.811
ADRA2C	-1.42283333333333
DHCR24	1.398
MEF2D	0.749125
C6orf114	-1.93825
ZPLD1	-0.3825
MYO1B	-0.455666666666667
VAMP8	2.68325
ANKRA2	-0.07775
C11orf42	0.7155
TAS2R60	0.785
PANX1	0.141
C12orf42	0.0601666666666666
RCBTB1	0.184
FGL2	3.4945
CEP70	-0.481625
WASL	0.2465
SEPT14	0.683
DCHS2	1.209
CYBA	-1.96375
ARHGAP11A	-2.782
MPZL2	-2.3255
KIAA1881	0.477833333333333
ANXA1	-1.9322
AFF1	-0.58925
FRMD3	-0.359
SUSD5	-2.41625
C9orf32	-0.92425
RASSF7	0.839
KIR2DL2	0.375
SENP1	-0.4205
C20orf195	0.586
C3orf44	0.23725
KRTAP9-3	0.1135
ZFP28	0.58375
PLCB2	0.6644
TXNDC15	1.155
CALR3	0.13025
HLTF	0.600071428571429
C17orf67	-3.383
NDUFA6	0.504375
PKP1	-1.357
HMG20B	0.764
GPR180	-1.2543
BAI3	0.2475
NOSIP	0.498
TRIM23	0.790125
ARL1	0.538
CDK5RAP2	-0.888
SSH2	-1.77966666666667
KCTD15	-0.782916666666667
FTHL17	-0.106
AK3	0.711333333333333
RAB3C	-1.81175
PAX4	-0.133375
KDELC2	-1.16675
BIK	0.2945
KIAA1553	-1.452
CEP135	-1.2755
NANOG	-5.23566666666667
TRIM22	0.755
CDH13	-2.18516666666667
B4GALNT4	0.291
MDGA2	-1.8495
SAMD3	-0.268
OR1E1	0.453
TAS2R10	-3.3995
FASN	1.52275
GPR116	2.3238
ZNF219	0.287166666666667
CD33	-2.343375
RAB3GAP1	0.60575
H1FOO	0.377
NXPH3	-0.6175
CROCC	-0.5376
GPX7	-1.748625
BASP1	-0.4322
STAM	-0.62275
TBK1	0.601
STX2	-0.741166666666667
RPL29	-0.538
NR1H3	0.28875
MPPE1	0.38025
PHACTR3	2.30925
SLC44A2	1.58475
C10orf109	-0.44625
CLCN6	-1.369
C16orf59	-2.64575
SQSTM1	1.5395
AADAC	-0.92375
LRRC8C	-1.258375
BIN3	-0.7867
HPS6	1.00325
MAN2A2	0.4666
GABPB2	-1.453625
KCND1	-0.891
PTPN11	0.121428571428571
ZNF274	-1.3495
ATF3	-1.08666666666667
C7orf26	-0.42275
C1QL3	0.1485
WDR54	-1.12733333333333
FLJ40869	-1.15483333333333
ZNF397	0.401375
MLL	-0.6198
TTLL6	-0.092
ANKRD15	-0.569833333333333
KIAA1958	-0.621
C1orf218	0.560875
ZDHHC16	0.6735
DDX47	-0.9125
EVI5L	0.894
GDF6	-5.2845
TAPBPL	1.2225
BTG1	-0.37
DPP4	1.352
KLHL23	-0.99175
APOC3	-3.93925
BTBD12	-0.883
CNOT4	-0.067375
HIST1H3I	-0.442
OR5H1	0.5155
APEH	0.092125
TRY1	0.5955
SLC26A8	-0.114
KCNA2	0.15875
TMEM159	0.919375
C6orf81	-0.288166666666667
PCYT1A	0.657333333333333
C6orf157	-0.36325
BRMS1	0.463
CHST1	0.4075
LGALS1	-0.739875
TAF1B	-0.995
FLJ40504	-0.0975
GPR173	1.7775
COL15A1	-1.2635
CASP10	-1.52142857142857
PCMT1	-0.600071428571429
HDAC5	1.1818
LOC641367	-1.9085
EVC2	-1.6815
SGPL1	1.1545
GON4L	-0.272142857142857
AFG3L2	0.0175
C5orf15	0.037
UBXD1	1.8779
LILRB4	0.316
GSTA4	0.471166666666667
ADIG	-0.4655
GRIPAP1	0.63625
HIST1H3B	-0.777166666666667
BTRC	1.13083333333333
USP49	-1.1995
IQCH	1.58625
ACBD6	-0.61625
YEATS2	-2.0415
CABP5	0.64275
TRIM3	1.57875
HNRPM	-0.75875
FGG	-4.96425
C18orf16	0.2835
CLEC2B	-1.477
PQBP1	-0.0951666666666667
JTB	0.0706666666666667
REST	1.13466666666667
SLC8A3	-1.4985
TMEM16H	0.86475
MRPL47	0.00699999999999997
EVI1	-0.345555555555556
MUC1	2.067125
TEAD3	-0.11475
STOML1	0.544
USP24	-0.4848
PNMA5	-1.69475
MAEL	0.4818
LBP	0.00429999999999997
HSD17B4	0.243375
SEC31B	-2.912
IDH2	0.4995
SFRS16	-1.432125
AICDA	null
RNF180	-0.1245
C1orf56	1.56783333333333
FLJ10324	1.59283333333333
GPR148	-0.859
MEF2A	0.0748333333333333
ASF1B	-2.14733333333333
HTN3	0.4005
RNF215	1.22225
SLC4A3	1.48116666666667
ADAMTS9	-1.028
C9orf66	4.507
FOXD3	1.4825
GSDM1	0.00800000000000001
IFITM5	2.553
PODXL2	1.37366666666667
C1orf176	-0.346
RPS3	-0.3545
hCG_2004593	0.122375
COL21A1	-0.96325
NTNG2	-0.734166666666667
RAI14	-2.3675
P76	1.952
LRFN3	1.034125
FAM14B	0.804375
FKBP14	-1.644
TNNI3	-1.62533333333333
HOXB3	1.223125
SGCB	0.3735
PPAPDC3	-2.43675
FRAT1	1.6405
MORN1	0.892833333333333
ARHGEF2	0.22225
BNIP2	-1.21875
DHX30	0.2995
EEFSEC	-0.476
FGF20	1.425
FLJ38973	1.37492857142857
PLCH2	0.397166666666667
CCNG2	1.254875
PSPN	0.9385
WDR88	-0.237
HOXB13	-1.682
MTMR8	-1.11
SPAM1	0.694
PPP2R1B	3.33825
TANC1	-0.88225
CNN3	0.1381
CHGA	-1.103125
C9orf128	2.92875
CACNA1B	0.8555
MMAB	-0.2146
RHOA	-0.40925
RAPGEFL1	-1.28225
SLC1A5	-0.534666666666667
CALCA	-0.1615
SYCP1	0.65425
CXCL11	3.91775
GFI1B	-0.926833333333333
PSCD1	0.265166666666667
C11orf58	0.6145
MGC45438	4.65983333333333
NUDT18	1.30033333333333
ASB3	-1.37216666666667
ZP1	-2.9615
LPPR2	0.5298
ZNF527	1.5105
ZNF771	0.928375
TTBK2	-0.63175
TRIM55	2.63625
GJB3	-0.0993333333333333
PRSS35	-0.07
SCRG1	2.49275
ZDHHC24	0.9835
DUSP26	4.9785
C1orf51	0.077625
DNAJC3	1.6084
LITAF	0.559
ZNF410	0.59375
AFP	-4.65
ZW10	-0.89025
PHOX2B	1.32
VILL	-0.32075
ELOVL7	-0.05125
LOC644186	3.755
PPP3CC	0.69275
CHST13	-2.1175
WDR40B	0.126125
MEA1	-0.12675
HILS1	-2.90425
DLX6	-2.39366666666667
NKG7	0.523333333333333
EMP1	-1.63025
ACTR6	0.2155
CHCHD7	-0.950571428571429
COG2	0.3922
TCEA2	1.4041
TARS	-0.571
FLJ20294	0.0445
ZNF92	1.023625
TRAPPC2L	0.252
ARHGAP28	-2.26142857142857
CCDC109B	-1.141
LGTN	-0.167666666666667
INGX	-0.6122
LOC124446	2.057
RPS2	-1.46125
C17orf75	-0.534666666666667
NBPF1	-0.4685
SLC2A8	0.228083333333333
SNRPE	-0.96875
CARD6	-1.733
IL13RA2	-0.672875
CUEDC2	0.437
C4orf19	3.06375
AOC3	-0.44975
MTHFD2	-1.8135
OR5M9	0.205
C4orf38	1.59216666666667
SS18L2	-0.148
OAS3	1.92583333333333
LARGE	-0.371
LRIG3	-0.677166666666667
LIMA1	-0.87475
STARD3	0.144333333333333
VPS39	0.749125
CTAGE6	1.2145
ODAM	-2.54525
MORF4L2	-0.094
GSTO2	2.61325
MTFMT	-0.83375
PRKAB2	-0.932142857142857
ZNF76	0.348666666666667
HSPB2	1.7225
CRB2	-0.03225
KLRK1	-2.8895
LYST	-0.362625
UBE2M	-0.283166666666667
SLC16A9	0.0825
ZNF281	0.08575
ST8SIA1	-2.553
C9orf105	-0.98
ANKRD46	1.84
FAM108A3	1.313
C20orf91	0.5905
ZYX	-1.32083333333333
RSPH1	3.77975
ZSCAN5	-0.55525
RIMS3	-2.08683333333333
KRT76	0.3445
CEACAM4	0.292666666666667
SIRPB1	0.174625
CFHR4	null
SOX3	0.3865
GATAD1	-0.197625
C21orf57	0.63425
TMC8	-0.3904
AVIL	0.0668333333333333
LMOD1	0.66525
HIGD1A	0.981625
NEU3	0.272
DES	0.464875
BZW1	0.2467
ZNF221	0.1675
CCDC27	0.327
GDAP1	2.61475
RBBP4	-0.16275
MGC40499	0.287
PHKA1	0.489875
PRKAR1A	0.628944444444445
HSD3B1	0.9785
RAD52	-1.40666666666667
CD207	-0.311
LOC389791	1.037
RSPO1	-0.1512
TMEPAI	-1.080125
MFSD2	-1.389
ETV4	-2.94825
SCGN	0.59
LOC391356	0.5335
MPP1	-0.73375
STARD3NL	-0.43475
TFAP2D	1.318
CD2AP	1.2015
CCL20	-4.49516666666667
CCDC86	-1.1305
ZFP30	-0.176333333333333
CTBP1	0.225916666666667
MAK10	0.996666666666667
STXBP5	-0.199666666666667
LOR	0.6523
MAP6D1	0.48775
ARMC7	0.581
TMEM150	0.3905
NSL1	-1.45225
KIF5A	-0.605142857142857
ASCC2	0.0141666666666667
PSENEN	0.529666666666667
OPTC	-1.921
FCRL2	-1.22016666666667
KBTBD11	1.68875
PCK1	-2.302125
CENTD3	-2.8275
MEGF8	1.062375
ALPPL2	0.10475
OBFC2B	0.334833333333333
ZFYVE20	-0.16
GALC	1.3595
CTRB2	0.425
C20orf71	0.173833333333333
TBKBP1	1.09983333333333
CAMLG	1.6315
TREML4	-1.5515
RSAD1	0.0795
TUBA3D	1.9983
KIAA1833	0.97175
PNPLA1	-0.0725
LRRC34	-2.5872
CDH26	-1.57833333333333
ZNF167	0.642
ZBTB26	-0.4917
VWF	3.1062
VTN	-0.396333333333333
BAD	2.11275
PDS5B	0.811416666666667
ZNF644	0.500166666666667
SH3GLB2	0.362125
SMPDL3A	1.3119
NRG2	-0.650142857142857
IL15	0.0165
GABARAPL1	0.3595
LAT2	-0.3547
SLCO1A2	-1.60866666666667
LIG4	-0.0140833333333334
GSDMDC1	0.359125
BMP4	0.00599999999999999
METT10D	0.865428571428571
SYCE1	0.17425
SPANXD	-5.63875
SLC12A9	0.437833333333333
MC1R	-3.9835
RNF168	-1.443
TRIM69	1.1825
GALNT7	3.24866666666667
ISG20L2	-0.22375
KIAA2026	0.521
TNFAIP8L1	0.897
DPY19L2	-0.612666666666667
C12orf63	1.065
PRDX5	0.69825
MED6	-0.59925
TXNDC5	-0.558
CD46	0.704
CCK	-1.68175
C17orf48	0.08925
ANUBL1	1.27975
SIT1	-2.44566666666667
TYSND1	0.448166666666667
DEF6	-0.4535
GLT8D4	-2.838
UTP14A	0.853125
RPH3AL	2.336
NXF1	-0.450333333333333
TRERF1	-2.45666666666667
TUBB3	-1.726
SLC24A2	1.0105
SEC22B	1.289
ZNF653	0.628
GGTL3	-1.7775
CDKL2	-1.8645
CTF8	-0.581666666666667
EPC1	1.34816666666667
CYP4A11	-0.503333333333333
THRSP	4.25983333333333
LELP1	0.487666666666667
TES	0.09675
C17orf87	1.0805
FERD3L	0.33825
SH3TC1	-0.1865
RAB36	0.507
CRYGB	0.2065
GRIA3	-0.021
BHLHB9	0.88175
C1QTNF9	-0.311
GOPC	-0.148
PNPLA8	1.105
ZNF444	0.18725
FMO1	1.02825
POLR3C	-0.4325
SLC35F3	2.03675
SGCG	3.8965
DCDC2	-0.648333333333333
NANP	-0.52425
MGC23270	-0.369
BEX4	0.1935
HYDIN	-0.0412
RPS6KB2	-0.85
ADRM1	-0.8075
BAT3	-0.34225
RAB31	-1.793875
SCGB2A1	7.351
SLC6A14	-3.52714285714286
DDX4	-0.0815
PRRC1	0.5695
AP3B2	0.682666666666667
TRGV7	0.4138
TMEM184B	1.04025
ADPRHL1	2.20116666666667
C21orf45	-1.536625
ARNTL	0.062625
AADAT	-1.1665
CCL2	-0.440166666666667
SNTB2	0.420833333333333
RGS9BP	-2.31066666666667
KPNA1	0.54525
TMEM41B	-0.296166666666667
S100A11	-2.24391666666667
DOT1L	-1.6355
EFHC2	0.99375
CLTC	-0.722833333333333
SRP9	-0.349214285714286
ZNF521	-3.16975
FAM26F	-0.46375
GPR88	0.0104
COL13A1	-3.17166666666667
CHMP4B	0.0963
SIGLEC6	-0.130333333333333
NFAM1	0.314
PVRL2	1.5214
ALKBH4	0.7315
CCDC93	-0.7469375
NXT1	-0.36875
KCNK4	1.6555
TROAP	-2.259
KCNA10	-0.0835
CCDC114	0.591833333333333
RAN	-0.800916666666667
LMTK2	0.5095
LOC400657	-0.09
UFC1	0.884
UBE1DC1	-0.5495
EEF1A1	-0.140611111111111
CHAC1	-0.446
HMGA2	-5.752
B3GALTL	0.51225
ING2	-0.15375
C1orf109	-0.1465
INTS3	0.803
ZNF558	-3.5725
TRPM4	1.39783333333333
LTB4R	-0.884
ISYNA1	-2.19225
LSM7	-0.5495
LRRC47	0.1998125
ZNF179	-3.387
EXDL1	0.093
SLC4A10	-0.563625
ACSS2	-0.423666666666667
COPS7B	-0.7005
KIAA0040	2.08133333333333
C1orf95	-0.0455
AP1GBP1	-0.051
OR9A2	-1.5355
FAM71C	-0.196333333333333
RIN1	-1.40066666666667
ITGA4	-2.59228571428571
DNAJC6	-0.3705
CLOCK	0.571166666666667
SLC35A4	0.729
DSG4	0.4695
LOC26010	-0.1765
NSUN2	-1.075
TMEM86B	-1.3937
C14orf135	-0.232
KIFC3	-2.0545
PHF5A	-0.51375
NCAPH	-2.82275
STK11IP	-0.11675
FLJ42953	1.73575
CCDC19	0.568
ZNF329	-2.34425
TAX1BP1	0.860833333333333
ZDHHC18	-0.6182
C10orf88	0.18275
TMBIM4	1.5803
NMUR1	-2.3605
KIR2DS4	1.513625
C9orf90	0.07675
MGC87631	-0.498
KDR	1.9549
ST3GAL2	-1.1905
RLN2	1.1305
HPD	-2.856
MOXD1	-4.85833333333333
PDGFRL	0.994833333333333
SMYD4	-0.965071428571428
FAM103A1	-0.517666666666667
MFAP4	-3.40866666666667
LOC285141	2.1165
TMEM45B	-1.668
SMCR7L	-0.135714285714286
GZMH	2.0995
CBLN1	-2.6424
CNNM1	-0.43175
PHF17	-0.874166666666667
NUP98	-0.5395
RMI1	-1.09175
PTPRS	-0.353875
ANKRD57	1.084375
CLDN15	-0.553333333333333
OR51A2	-0.189
GUCA2B	0.7285
DOCK9	0.751
ITGB1BP1	-1.86166666666667
DLG2	-0.326625
BRAP	-0.02875
SESN3	3.95725
ZC3H7B	1.3015
FAM101A	-1.09566666666667
FKSG24	-0.936
ZYG11B	0.2325
RFC2	-1.17125
SH2D3A	1.40616666666667
DVL3	-0.646916666666667
ADFP	-3.86466666666667
KRIT1	-0.34475
SERTAD3	1.2585
LEFTY2	-3.2425
KRT27	-0.5735
SCFD2	-0.048
MN1	-1.6805
RORA	2.2245
PTPRD	-1.6815
PIAS2	-0.183333333333333
CYP4X1	4.8025
FBXL15	0.763
MYH15	-0.534333333333333
CRX	-0.203833333333333
TBC1D13	0.05825
SLC22A17	0.213333333333333
PLK2	2.182
ARHGAP9	0.1395
EIF1B	-0.954
C20orf185	-0.5435
DEFA7P	0.169
PRIM1	-2.06016666666667
CRYAA	-1.72833333333333
BACE1	0.516
AGTRL1	-0.123166666666667
ACAD9	0.24075
GRASP	-1.3515
RBP4	-3.84
TFB2M	-0.383
METTL9	-0.5649
ATP5O	-0.30325
SP100	0.2172
CPSF1	-0.764166666666667
S100A4	-2.08475
LIME1	-0.84125
GPR137C	-3.10025
OR2A2	2.674
C2orf29	-0.94975
NUP188	-0.5975
SDPR	-1.28175
RAI1	0.1925
RPS20	-0.1141
LAMB1	-3.41975
ADM2	1.05633333333333
ZNF229	-1.83875
DKFZp434K1815	-1.3975
EPN3	2.04716666666667
CLIC3	-1.974
MEIG1	0.95725
HMGB4	0.50625
STARD10	3.4345
KLF8	-0.994333333333333
EPB41L2	-1.40183333333333
JMJD6	-0.615
CTSL1	-0.836666666666667
GPR27	0.611
ELAVL4	0.319625
MMP21	-0.3605
PPM1B	0.28275
SUV39H1	-1.5225
AAMP	0.69
TUSC4	1.11416666666667
MBD6	-0.7485
KLK13	-0.828875
FMNL3	0.146833333333333
TRIM13	0.205333333333333
C15orf5	-3.44025
IQCF1	-0.0283333333333333
CACNG8	1.179
SLC35D3	0.323333333333333
ZDHHC9	1.6155
ODF3L1	-0.3475
C9orf86	0.9896
TSEN2	-1.24025
C17orf64	-0.33925
SEPX1	-0.2872
TSPO	0.6865
SYMPK	-0.706
ADORA1	2.73
TSPAN10	1.9565
SEMA6C	-0.739833333333333
RTTN	-1.8003
IL2	0.1594
ARRDC3	-0.9
TBPL1	-1.67833333333333
STX12	0.60425
MRPL39	-0.79175
OR8H3	0.849
IFIT5	2.00416666666667
CASC5	-3.06914285714286
FAM46A	1.24333333333333
HPCAL1	-0.4355
CYLC1	0.3165
VGLL2	0.609
C20orf191	0.35575
CDH1	1.80891666666667
ITPA	-0.4615
CCDC101	-0.3265
D15Wsu75e	0.3875
EDA	1.1995
CREG1	0.318
OR7G2	-0.146
SAP18	0.972083333333333
IFIT1	4.52975
CALML3	-1.38833333333333
FLJ37440	1.557
FNDC5	0.68625
SERPINB6	0.842857142857143
JUNB	0.3589
SYS1	1.435
SCN2A	0.0512
ZKSCAN5	-0.887
WNT7A	0.549166666666667
TSHZ3	-0.69375
RNF148	-0.674333333333333
H6PD	-0.674
CAD	-1.54216666666667
ZNF449	0.1955
DOCK10	-0.39
FAIM2	0.285333333333333
HEXDC	0.6995
PRB1	0.508
C14orf148	1.3755
ETHE1	-0.03875
IRF5	0.705
GNMT	5.1525
MGC16291	-2.323375
RPAIN	-0.8145
CAGE1	0.1685
CNTNAP3	-3.39142857142857
ACTR1B	0.236
EEF1E1	-0.83
MSX1	0.026375
ESF1	-0.3876
HSPC171	0.50675
MRPL2	-0.655666666666667
RDH12	-0.685666666666667
CELP	0.1365
METRNL	-1.91175
C10orf116	2.43616666666667
C19orf48	-1.15225
ZNF346	-0.244125
NCR1	-2.496
C10orf64	0.7845
CD52	-2.28775
VPS18	2.17175
AP4S1	-0.130666666666667
NPBWR1	2.485
TPK1	-0.19025
UBA52	-0.288444444444445
RIPK1	0.739
CPNE3	1.0256
HSPC159	-0.352
C8orf38	0.28075
LRRC4B	-0.798
PARP10	1.8212
ANKRD50	-0.019
CXCL9	2.27875
FGF18	-0.991727272727273
EIF2A	1.6685
SLC20A2	0.650666666666667
KIAA1549	0.651083333333333
SPINT1	2.4069
ZNF584	0.1755
CRBN	0.915
ABCF3	0.520833333333333
NCBP1	-0.862333333333333
PLA2G4F	1.11033333333333
PCDH10	-1.00725
TTC21A	-0.79425
C20orf144	1.147
FGFR1OP2	-0.840166666666667
SLC9A1	0.1061
CHRND	0.951
FOXF1	-2.7555
KIAA1467	1.56975
TPO	-0.600666666666667
LTF	0.774785714285714
DNAJB9	1.32325
MRPS27	-0.474
bA16L21.2.1	-0.16125
WBP2	0.988166666666667
MRGPRX3	-1.71416666666667
PRPF18	0.24275
C10orf58	1.15725
SMOC1	-0.5215
ADAT3	1.1285
TMEM138	-0.9565
TMEM131	-0.634625
TIMM8B	0.532
MYH7	-0.642833333333333
ST6GAL2	-1.31685714285714
KIF1C	0.34375
SUHW2	-0.856
PAPSS1	-0.3225
CABP2	0.396
HOXA4	-2.8165
ELF2	0.5805
SEMA3D	-1.4544
MC5R	0.0735
OGFR	1.079
FLJ30092	-0.318333333333333
TGFA	1.2581
MMP17	1.284
KIF15	-4.3325
CHIA	-0.1415
CATSPER3	0.33275
CEACAM7	1.2765
PADI2	0.505125
HOXA9	-2.27633333333333
LNX2	1.34616666666667
TMEM144	2.65675
HIF1AN	0.14675
METTL7A	-0.8824
C6orf165	3.18466666666667
KIAA1468	0.151875
DSG3	-0.8335
ZNF180	0.629666666666667
EIF4E3	1.825875
SLC46A1	1.05175
DKK1	-6.30233333333333
ZNF205	1.73283333333333
LOC162073	0.120833333333333
COX7A1	4.87825
MAGEA1	-5.99783333333333
NEDD8	-0.123083333333333
KLHDC5	0.533777777777778
C3orf19	1.409
MRPS2	-0.493
POLR3H	1.28621428571429
ABHD11	1.2483
TMEM17	2.55075
PAIP2B	1.3364
MAT1A	-4.79425
LGI3	0.52875
THUMPD2	-1.0225
TKTL2	0.181
XAGE3	-3.17866666666667
CALM3	-0.0176666666666667
C6orf136	-0.1095
KCNC4	-0.096
RGS9	3.36733333333333
ACIN1	0.259166666666667
SPATS1	-0.632
XKR8	0.69825
FAM84A	0.21675
MS4A7	5.25336363636364
AGXT2L2	0.169
OR1F1	0.41
SMAP1L	0.290583333333333
IPO11	-0.264625
ZC3H11A	-0.7755625
C1orf151	2.202
RNASEH2A	-2.04525
CCR10	-0.8325
TXNDC11	0.712666666666667
TMEM112	0.915125
MAP1B	-3.47607142857143
NVL	-0.9615
PKM2	-1.35795
ARC	-0.557
NUP54	-0.846
PPFIBP2	0.798666666666667
STAT2	0.341625
PTAFR	1.24716666666667
ROBO2	2.631625
RNF40	0.380666666666667
CCDC135	0.478
IFT81	-0.1319
MORF4	-0.89025
TM7SF3	0.455875
OR10H3	0.564
ABP1	0.218625
CHRD	2.66125
PLEKHA8	-1.23683333333333
NCALD	3.79041666666667
OR5AK2	0.335333333333333
ACCN1	2.11416666666667
SLITRK1	0.176
ARMET	-0.471
C9orf52	-1.11775
REEP4	-0.918
MTSS1	0.83225
ADH1B	0.224
DLD	0.1855
CDK5	0.066
PPFIA1	-0.5961875
WFDC3	1.142
DNAJB12	1.51871428571429
RANGRF	0.2475
MLANA	-4.2625
AMY2B	-1.56925
KIAA0319	-0.5645
RPS7	-1.1265
JAK3	-0.12
ARFGEF1	1.1375
CXCL5	0.73525
TRAPPC4	0.2045
CETN2	0.94
HSPC111	-1.14825
RHOBTB3	-0.1922
PHLPP	-0.1345
RGS10	1.49675
TMEM58	1.102
CHERP	-0.50725
HSP90AB3P	0.0436666666666667
FSTL3	-0.0286666666666667
PEX11A	-0.349
OR5V1	0.4355
FCN3	2.04475
PTPN3	0.086375
NPTX1	-4.8745
C21orf84	1.95925
C11orf51	0.03325
ZBED2	-0.13125
FLJ90757	1.2995
NPY2R	1.34766666666667
PLD3	1.0545
SYT17	2.62416666666667
SGSM2	0.058
OR1A2	-0.104
FOXP1	1.032625
SLC5A1	0.05425
POFUT1	-0.8216
EPHB6	-3.02266666666667
MYO1G	-0.3215
STAC	-2.06222222222222
KLHL17	0.0683333333333333
RGMA	-1.377
TJP2	-0.7968
FAM114A1	0.0346666666666667
SERINC1	1.67508333333333
SLC9A8	0.252375
PEX19	0.456375
EDN2	-1.70775
PSMD7	-0.676
C3orf41	-3.75575
UQCR	0.610875
PPP1R3C	-3.01775
LRP4	-3.027
TM2D1	0.50125
TTC17	0.435875
C4BPB	-1.971375
CCL25	0.13575
ZNF253	0.115666666666667
CHRNA9	-3.18375
SOX11	-2.111125
HIVEP3	0.538
CGN	2.502
C3orf35	-0.24675
PKD2L1	2.941
SYVN1	0.7715
PDE8B	-2.040375
LOC439951	2.204
LTC4S	2.63516666666667
MIF4GD	0.4785
SMARCA2	2.116375
TUBGCP6	-0.00516666666666666
CABLES1	0.190125
C16orf77	0.3275
ZNF791	0.1005
FUT5	-0.6245
ADH6	-2.52375
P4HB	1.5735
CLDND2	-1.06575
ALKBH8	1.52725
PLAC4	-1.36225
F11R	-0.081
MGC35295	0.960166666666667
PDZD4	-0.2965
LOC389073	-0.406
FAM80B	-1.73433333333333
PSMB1	-0.742875
TXN	-0.366666666666667
VIPR1	1.1933
WBSCR18	1.1635
EXOSC6	-0.132
ACTA2	1.44683333333333
SP5	-2.48308333333333
ANKRD1	-1.88725
DDR1	2.4279
ATP6V1D	0.65625
PTGS1	-0.0986666666666666
RNF157	0.4505
DCC	0.297
SPAG7	0.38525
FBXO18	-0.23275
UBE3C	-0.9286
HOXC6	0.51225
LRP2BP	0.6644
MYST2	0.0235
PDSS2	-0.42725
ATE1	0.00174999999999999
ARAF	0.544
KLF10	-0.5515
PLA2G2E	0.405
ASCL1	1.91
TSNAXIP1	2.64675
FAM131B	-0.29625
IFNA10	0.752
NUP43	-1.214875
FAM44B	-0.3585
L1TD1	-4.7875
NMD3	-1.373
C18orf54	-1.8087
PHOSPHO1	-0.4055
RAG2	-0.336
EMILIN3	-0.372
METTL3	-1.323
VPS13C	0.381
REXO2	-0.953
ANXA4	-1.2605
CA1	-1.17775
DCP1B	0.7595
TULP3	-1.48166666666667
ATP2A2	-0.330857142857143
ATIC	-0.8875
ADAM15	0.607
NPL	1.59366666666667
LGR4	1.23875
UEVLD	0.0611666666666666
GAB1	0.15675
SNAI2	-2.8375
ZGPAT	-0.1307
SNF1LK	1.315625
DLEU1	-0.912
UBE2Q1	0.607125
ZMYM6	0.00187499999999998
JPH3	-2.1758
FAM38A	-0.638416666666667
PXK	0.2255
DENND2D	2.8545
BAX	-0.509
CP	-5.84909090909091
RPL37	-0.1188
G6PC3	1.862375
NCOA4	-0.211166666666667
LRRC14	-0.024875
GORASP1	-0.4705
FCHO2	0.82925
CYP24A1	-1.9496
FXYD3	2.24775
SMARCAL1	0.6395
ABCB8	0.277333333333333
CCDC44	0.343
PRDM7	-3.14175
USH1C	-1.287
DNAH5	1.45383333333333
SRF	-0.330666666666667
MAL2	0.965
PGPEP1	1.13883333333333
SIN3B	-1.22725
SEMA3C	-2.6165
GRAMD3	0.12425
FBXO10	-0.1365
OR5D13	0.806
FLJ31818	-0.848125
CACNA1I	1.13085714285714
S100A13	0.255
TP63	-0.917333333333333
ANXA11	0.4789
WDR66	1.777125
CSF2RB	-0.0535
IFI44	1.74775
DACT1	-1.35033333333333
ANKRD23	-2.628625
ATP5G1	-0.680833333333333
C21orf70	-0.3185
PPWD1	-1.51325
DNAJC13	-0.92425
PAH	-2.32633333333333
PTCH2	0.517
TRMU	-0.6535
CCDC9	0.0705
USP3	-0.4894
DCLRE1C	-0.8685
FAM55C	-1.39775
FRMD4B	-0.0785
CYP2R1	-0.026
RFPL1	-1.0449
XPO5	-1.82825
ARL6IP2	-1.0385
OSBPL5	2.023
MMP9	0.906636363636364
KIAA0802	1.201125
DHRS2	-3.97783333333333
SGEF	-1.361875
TXNDC10	-0.9234
EXOC6	0.258
RPS27	0.295333333333333
PNCK	-0.912333333333333
FSTL1	-3.565
AACS	1.39375
SLMAP	0.576666666666667
SAMD4A	-0.5668
ABRA	0.60425
SMARCD3	2.589
PKNOX2	-2.554
A4GNT	-0.293
C9orf39	-0.412833333333333
RALYL	0.714333333333333
MGC33556	-2.781
C10orf25	-0.6595
BBOX1	0.959
NHEDC1	1.4235
XDH	0.42325
GCSH	-1.412
EDN1	1.37233333333333
MTERF	-0.7425
CLK4	0.302
ZNF799	-0.541333333333333
KCNG1	-2.3805
CXCR4	-1.87316666666667
PTPRR	-3.513
IRAK1	0.354625
LOC401397	-0.4695
TMSB10	-1.41935714285714
CXCL3	-3.5889
TMC4	3.90175
OR7A10	0.284
STYK1	0.85375
