Hybridization REF	TCGA-BH-A0AU-11A-11R-A12P-07
P2RX3	0.32375
LYZL4	0.54175
WBP4	0.465
PMM1	-0.12875
C11orf79	-0.0645
CBLL1	-1.03325
IL1F10	1.77633333333333
VAX2	0.154
SETDB1	0.128
LRAP	-1.39133333333333
GCLM	-0.712833333333333
CPEB3	2.224
PPM1A	0.275
INTS1	-0.09975
CAMTA1	1.0655
SAMSN1	-2.882
LOC158830	-2.28116666666667
GMPPA	-1.059
AIPL1	0.95125
IL24	-0.0504166666666667
BDKRB1	-2.129
MLF1	0.3582
TAF12	-0.34825
ID1	-1.09225
THADA	-0.284625
PIK3CB	-0.89925
OR4N5	-1.765
TBC1D17	0.260166666666667
COX8A	-0.73125
CDCA4	-1.66025
C2orf44	-0.50725
ZNF534	-0.83875
IMMP1L	0.16425
NIPSNAP3B	0.404375
FTMT	0.8225
PWP2	-1.06366666666667
MMP15	-0.9211
DNAH11	-1.41275
MTMR14	-0.64475
DNAL4	0.881
IPP	-0.19625
TMEM59	1.113625
C1orf157	-0.4265
RGS4	-2.07366666666667
DDX18	-0.4905
SNX6	-0.19675
ZNHIT2	0.1985
NCDN	-0.433
FLJ33534	0.4
RAG1	-1.49557142857143
OR4D10	0.2345
PTPN5	0.169
POMT1	0.498
LRRC8A	-0.2774
CYP1A1	-0.64175
CAPN1	-0.352
DDHD2	-0.20325
GRIK2	0.145
GNRHR	0.154
PPBP	0.17875
HTR3A	-0.219125
SLITRK4	2.04425
ANKRD49	0.503
BTF3	0.2726
SARS	0.0025
C13orf18	1.1965
CACNB1	-0.5785
QKI	0.363272727272727
SETMAR	0.675375
MAN2B1	0.228166666666667
EML3	-1.0435
ACADL	1.71983333333333
OFD1	0.406875
DEFB114	0.6825
CGA	-3.86988888888889
PEX16	-0.0188333333333333
LRRC10	0.265
GNG12	-0.7695
C1orf152	-0.791
CHRM1	0.217
CD53	-0.26825
DBH	-0.42825
TFAP2B	2.528125
HIST1H2BJ	-1.10016666666667
FAM46D	0.166
TMEM11	0.0195
C3orf32	-2.6495
PCCB	-1.193375
IPO13	-0.27475
C6orf105	-2.45425
COMMD5	0.104
SUV420H1	0.3061
LTBR	0.287
ARHGAP15	-1.398
HDHD2	0.52975
TDRKH	-1.3675
LOC401052	0.7835
PSG4	-0.7605
GNB4	-0.9389
SPATA4	2.32775
SLC9A3	-1.024
OSBP	0.198833333333333
NBPF3	-0.201333333333333
DOCK11	-0.181
SLC39A5	-1.10233333333333
PRR5	1.22
C10orf63	0.307125
SMTNL2	-1.17525
ADRA1A	-0.491333333333333
ASAH1	1.2513
DOM3Z	0.0654
GIPR	0.370166666666667
AHI1	0.03625
NADSYN1	-0.334333333333333
RGS14	-0.2648
IL18BP	0.4949
RTN4RL1	1.685
ARMC6	-0.4125
PSMD5	-0.878333333333333
HK3	0.0755
OR4S1	2.142
RSU1	0.8712
MAD2L1	-3.61088888888889
EIF4A3	-0.9075
DLEC1	0.746
E4F1	0.183
CHMP2B	0.3857
CAMSAP1	-0.08375
RPS21	0.032
ARID5A	1.72025
UBE2N	-0.3113
IGSF8	0.515333333333333
MAGEB6	-2.045
ACAD11	-0.7572
MGC4172	-0.63425
LMO4	0.37575
KLKB1	0.25875
HP	-0.372
HDAC3	-0.02025
SCHIP1	1.62275
CLCA1	-0.636
OLFML2A	1.473875
C1orf112	-1.8055
KIF19	0.847666666666667
HAPLN4	0.3924
CXCR7	-0.700333333333333
GOT2	-0.7544
RAB38	-0.7635
DCX	2.804
PPM1H	-0.0313333333333333
NFYC	1.09558333333333
KIN	0.396375
ZNF228	1.6945
PLSCR4	3.4025
HIG2	-1.08875
FAM79B	3.868
C21orf86	-0.2701
KCNK10	-0.129
ZNF738	-0.566125
FSTL5	-0.8405
OR6A2	-0.1455
OTOA	0.248333333333333
EXOC1	0.5785
AHRR	-3.85525
PDAP1	-1.79191666666667
C19orf6	0.017875
ZAN	0.37025
LY6G6E	-0.629
EIF4E2	-0.71225
C20orf198	0.1255
ZNF324	0.80275
CYP3A5	-2.874
ENTPD7	-0.624833333333333
MBOAT5	-0.0456666666666667
GJB5	0.666
TTC13	-0.9675
S100Z	-1.395
KIAA0664	-0.5315
PDGFRB	1.66566666666667
IL17D	-1.29125
OR56B4	-0.1075
RDX	-1.34333333333333
SLC34A3	0.967
IL28B	-0.389
JUND	1.444
CHRNB1	0.324
CAMK2B	1.22
FETUB	-0.61125
CXorf23	0.558125
MRTO4	-1.063375
TTC3	0.2533
NDUFB8	-0.441833333333333
EDG2	-0.98525
SEMA3G	2.4095
IL23A	-2.01875
GRHL1	2.126
LOC441054	-1
WDR65	1.053375
PSTK	-0.14
STOML3	0.724
R3HDM2	0.4577
C5	-1.797
SLC2A10	-0.0278333333333333
C3orf22	0.149
PAQR3	-1.18323076923077
ANKRD26	-0.727166666666667
HCRTR1	-0.186
LOC399947	-0.37675
PSD2	0.9
TIGD2	1.09166666666667
SCRN1	-1.479375
COQ10A	-0.22675
DDI2	0.162
METTL7B	-0.324
UCN2	1.89775
FAM92A3	-0.67975
WDR16	0.996
ZNF511	-0.216
ZMYM5	-0.873625
POLR3G	-2.95875
ZNF586	0.03925
C1orf49	-0.0728333333333333
TANK	0.758666666666667
RCAN1	2.3505
PELI3	1.12733333333333
LIMD2	-0.48275
TMEM189	-1.6565
NTN4	2.030875
LOC151300	-0.456
CLEC2A	-1.0065
GPR135	-0.428375
DPYSL4	-2.8579
JAK2	-0.517
TSHZ1	1.2575
TM9SF4	-0.713625
ZNF264	0.268
SIRPG	0.957125
BICD1	-0.74175
HERC6	1.256
METTL5	-0.541
CASP1	1.73125
PRRT1	0.151333333333333
PLA2G4C	1.26166666666667
ICA1L	-0.304214285714286
TPTE2	-0.335333333333333
OTUD7A	2.23566666666667
AQP11	-1.691
APOA2	-3.5146
KALRN	-0.1191
SECTM1	-0.12575
IFNAR1	-0.084
TALDO1	-0.691125
RAB11FIP4	-0.43275
EIF5A	-1.6675
FAM49A	1.60575
NEGR1	-0.452666666666667
YTHDC2	-1.42025
EHD2	-0.009375
NCF1	0.6621
SCRT2	2.243
HOXA5	2.32266666666667
NUP133	-0.09475
FGF12	-1.25875
SLMO2	-0.80175
SNTA1	-0.13525
CACNG2	-0.0805
GCM1	0.09075
ELF1	0.2565
TLR5	2.90725
TCFL5	-1.47566666666667
RBMY2FP	-1.5275
LOC100125556	-0.1675
FAM129B	0.54525
MAP3K7IP1	0.12275
NCK2	0.275
OXA1L	-0.1195
FMO9P	-0.681
ZSCAN12	0.30825
PSMD12	-0.80775
HSCB	-0.049
CLDN10	-1.47375
MGC13053	-0.324
HPCAL4	-0.665666666666667
ASZ1	-0.8125
MEX3D	0.272
NFAT5	-0.0421
CSPG4LYP1	0.0538333333333333
FBXO3	0.7201
DVL1	-0.465333333333333
CMKLR1	0.2295
TYMS	-4.451625
PEF1	0.87525
ZNF750	2.36583333333333
MCM5	-0.7697
MEGF11	-0.40725
KCNK7	0.2245
PTP4A3	-0.183
C1QTNF2	-1.64033333333333
OR6S1	0.3675
FAM122B	-2.01
ZNF551	-0.31225
HBQ1	-1.341
GEMIN6	-0.7145
ARSK	0.09925
RBP7	4.20816666666667
CPNE9	0.2615
DSC1	2.93
LOC730112	-0.10975
MAP2K4	0.712625
HS3ST5	-2.145
EPB41L3	-0.83175
TEKT2	0.9945
CDKN2B	-0.508416666666667
ZNF480	-0.838
MAP3K6	0.6516
MAP6	1.46683333333333
HN1	-1.8937
OR2L13	1.871
SLC16A11	0.981
FAM96A	-0.83525
APOL1	-0.4
C5orf32	0.0245
RTP1	-0.251666666666667
RNF175	0.508375
ZBTB41	0.588125
AHCTF1	-0.8799
SAE2	-0.6191
ITGA2	0.04725
MME	2.87166666666667
CCDC14	0.1975
MAST4	1.14492857142857
KRT33B	-0.285
KCTD2	0.353666666666667
WDR26	-0.399
MFI2	-0.286375
NR4A3	-1.03575
ARSA	1.001
UNKL	0.28
SULT6B1	0.158
CCNA2	-3.59616666666667
SOX15	-0.232
PPAPDC1B	0.345916666666667
C19orf44	1.085
MCAT	1.18633333333333
ARID1B	0.120875
OR52N1	0.6665
C12orf48	-3.06725
MAGI1	1.415875
NIPA2	-1.1085
GBX2	-0.42725
RSHL3	0.698
RAVER1	0.463833333333333
C15orf17	0.69075
SLC30A2	0.412625
ZNF518	0.11525
PCYT1B	-0.68125
C10orf114	-1.47475
EIF3H	0.48125
SLC25A39	-1.5505
KIF1B	-0.118375
AMOTL2	1.2075
C6orf120	0.314857142857143
PSRC1	-2.586
PLA2G10	0.1925
KIF5C	0.168625
MRPL37	-0.8375
C17orf62	-0.137166666666667
C9orf135	-1.06416666666667
DUSP10	-1.0159
CLCNKB	0.167
PSMA5	-1.024375
C8orf53	-0.43075
AMPD3	0.871166666666667
PIAS1	-0.21275
ADCYAP1R1	0.077
GYLTL1B	0.823
CDH20	0.538
FBXO7	-0.04675
TMEM134	0.5925
FLJ14213	-0.4125
ZNF3	-0.5715
LRRFIP1	0.497583333333333
CNOT2	0.245583333333333
ABI3	1.44225
ALDH5A1	-0.809416666666667
HNT	1.0505
SERPINA4	-1.04475
TK2	0.620666666666667
STMN1	-2.48333333333333
GUCA2A	0.0726666666666667
GALNT10	-0.446785714285714
DPP6	0.47985
C9orf93	0.057125
PRELID2	-0.541625
STK39	-0.931875
SFTPA1	-1.24375
CKS2	-3.26233333333333
RHO	-0.342875
C20orf135	-0.131
XKR3	-1.7605
CR1	-0.256625
RPS6KA2	0.440571428571429
C20orf112	0.56875
MRPL22	-0.39675
C4orf23	0.444333333333333
GADD45B	0.62775
KLHDC1	2.07266666666667
C2orf48	-2.4805
ZNF287	0.9075
DAAM2	-0.27775
DPPA2	-2.563
TCTN3	0.1265
DNAJB11	-0.5295
FPR1	1.2665
DEFB4	-0.209
PTCD2	-0.6642
SMOC2	5.15433333333333
CABP7	2.43375
SERPINB11	0.05675
MAGEF1	0.411
NDE1	-0.6695
ITGA10	0.865
FSHB	-0.712
ANXA2	0.00249999999999999
HORMAD2	-0.086
HLCS	-0.206
MCF2L	1.173
FH	-0.7085
TBC1D24	0.03875
KIAA1505	1.71725
LGALS2	-0.727
CNBD1	-0.5795
SYNPO2L	0.19125
PTPN23	-0.152928571428571
C1orf183	0.223166666666667
MAGEA8	-2.24525
DGCR8	-0.71475
GSR	-1.369
PAQR7	0.194
ZNF676	-0.6155
CACNA1C	0.4398
SP7	-0.174
PDCD6	-0.5655
NRN1L	0.089
BRI3BP	-1.73166666666667
KIAA1183	0.323
ASB4	0.11475
CCL23	1.0658
OBSL1	0.342875
SLC12A7	0.46475
KIAA0240	1.774
CD1B	-3.26183333333333
FCGR2A	0.39225
MDC1	-1.016
HTR1A	0.0278333333333333
OCEL1	0.24775
ATP11B	-0.986125
FBXO34	-0.153666666666667
PCDH12	2.637
RPE	-1.1395
C17orf74	1.2105
CSDC2	0.154666666666667
PET112L	-0.04375
TMBIM1	0.74475
P2RXL1	-0.30625
TCHP	-0.92275
TRMT1	-0.557666666666667
F2RL2	-0.63775
LRRC32	2.23383333333333
IMPG2	-0.0255
BGLAP	-0.33475
LOC493869	-2.284
MRAS	2.284875
SLC35F5	0.111
CBWD1	0.2445
AXL	-1.63475
ATP2C2	0.73225
TELO2	-0.37
PNPLA3	-2.93875
PCDHB14	1.38125
CD276	-0.721
KRT80	-1.599625
DUSP28	-0.0545
CSNK1E	-0.18525
SRP14	0.815
KCNQ4	-0.038
KRT72	0.215666666666667
CCDC117	-0.08875
C6orf89	0.0840555555555556
TUBB2B	-1.0295
RTN4IP1	-0.807
CR1L	-3.37283333333333
CEND1	1.2205
C12orf41	-0.433166666666667
RNF31	0.18975
UBN1	-0.364333333333333
C17orf32	0.33425
SLC5A7	-0.6715
GPR92	0.402333333333333
ESAM	2.0315
CTNNA1	0.356833333333333
HRBL	-0.0295
CBX4	-0.839
TMEM182	0.3025
SH3TC2	0.278333333333333
IL10	0.337833333333333
PXMP4	-0.577
RNF167	-0.00230000000000001
PAK7	4.425
ETV3	-0.121
ATPIF1	-0.568666666666667
LOC554207	-1.45866666666667
OR8H1	-0.08075
WDFY3	0.78425
DPM1	-0.92025
GPSM1	-0.0745
WDR92	-0.2953
LRP1	0.684333333333333
ANKH	-1.37525
THUMPD3	-1.34175
POLR1B	-0.971
OLFM4	5.19316666666667
RAD9B	0.65225
TSPY2	-2.7535
PAX6	-1.09333333333333
SCG2	-4.253625
SLC17A6	0.11975
FMO3	2.235625
PADI4	-0.636125
TUBB4	-1.0472
NLK	-1.45525
POU4F3	0.242
SDF4	-0.77225
ITGBL1	1.578
NETO1	-1.766375
TAP2	-0.549625
ABBA-1	0.140583333333333
GNAI1	1.24975
VPS4B	0.994
NOPE	-0.3455
GALNT6	0.764833333333333
SESN1	1.210625
GBE1	-1.75766666666667
CLASP1	-0.03575
RASGEF1B	0.703375
ACOT11	-0.155357142857143
AFAP1	0.29275
OR2H2	0.17025
DPY19L2P1	-0.568
DZIP1	-1.88675
SEC22C	-0.663166666666667
GPR161	-0.658583333333333
RNF146	0.7455
WDR74	-0.43425
GALP	-0.234
PURA	0.84125
DNPEP	0.2995
RP11-78J21.1	-0.66925
ERBB2	1.5485
FANCM	-0.627
NEO1	0.568833333333333
DDX3Y	-4.3508
RPS3A	1.461125
MXRA7	0.291928571428571
LGALS3	-0.328833333333333
GLT8D1	0.036
CFL2	-0.749666666666667
UPB1	0.347
NAP1L5	0.25425
CLDN14	-1.7135
DHX38	0.1985
BTBD1	-0.34025
TARS2	-1.03783333333333
ABCF1	-0.3524
FCF1	0.185666666666667
LRRC49	0.3215
GUCY1B2	-2.0975
C1orf177	0.025
SMARCA4	-0.416928571428572
LRP8	-3.694
TAGLN3	-0.95725
MRPL14	-0.9435
TTRAP	0.0335
ZDHHC20	-0.38975
NFE2L3	-2.791
KIAA1377	1.30025
PALMD	2.3249
TMEM43	0.172
TTL	-1.947375
STAT5B	-0.516833333333333
SSB	-0.718625
OR10H5	0.2335
SLC22A13	-0.0275
AKAP3	0.0655
TIMM23	-0.305
OAS2	0.616583333333333
KIAA0423	0.372
TRIM11	0.140833333333333
GLIS3	0.048125
TMEM50B	0.774833333333333
ARHGEF4	1.194625
DEGS1	-0.435454545454545
TBL1XR1	0.341566666666667
G6PD	-2.1305
SP140	-0.0192
MUC17	-0.124214285714286
NUDC	-0.4647
DNAJC5B	0.616833333333333
SCARA3	0.557
CPA3	3.87033333333333
BCAT2	-0.60625
MFN1	-0.4876
NRG3	-0.608
SNX11	0.2305
PLEKHH1	-0.517
GPR177	0.417166666666667
HCFC2	0.20225
TCAP	0.253
MOCOS	-2.13225
C14orf93	0.309
PRDM10	0.696166666666667
SLC16A4	0.961083333333333
SRGAP1	-0.282666666666667
VIP	0.91425
DUSP27	-0.149666666666667
LILRA1	0.6393
MC2R	-0.1115
MGC24103	-1.528
MBTD1	-1.051
FUT11	-1.22633333333333
USP33	0.1396
C15orf39	-1.54325
MAP3K12	-0.35725
PAAF1	-0.602666666666667
BARHL1	0.285
FLJ16165	0.1905
PIWIL2	-1.883
SYNE1	0.625416666666667
CMTM4	0.184375
TSPYL1	1.173
GUF1	-0.6635
TMEM157	1.1885
WDR44	-0.016
HIST1H3C	0.00475000000000001
DKFZp666G057	1.14025
RNPEP	-0.7475
GAS2L2	0.377833333333333
ADH4	-3.719
GRPR	0.834166666666667
FBXL17	2.3805
ZBTB10	-0.0294166666666667
Gcom1	0.918444444444445
HTRA1	1.3364
ZNF585A	0.179666666666667
SLC26A2	-0.410142857142857
OTOP3	0.1335
WISP1	-1.65044444444444
ATP2B4	-1.17433333333333
FLJ10769	0.757
CRAMP1L	-0.07525
CHST12	-0.33775
RAB22A	-0.320166666666667
TARDBP	-0.0572142857142857
STAU1	-0.33875
CRB3	0.954166666666667
MIG7	-1.527
CHMP1A	-0.248833333333333
ZNF160	0.411125
B3GALT6	-0.263125
BARX1	-1.34833333333333
C6orf167	-1.7939375
NXNL1	0.0345
DHX29	-0.069625
HADHB	-0.25775
PLXNB2	0.798
ILDR1	-0.116
SLC15A3	1.43525
GAS2	0.318333333333333
C20orf69	-0.32775
NUMB	0.50275
TNIP1	-0.07775
MESP1	1.784
PSKH1	0.0465
NSFL1C	0.1185
RHOG	-0.2275
HEY1	-0.959
KNG1	-1.5785
ITGAX	0.6934
LIN9	-0.574
CANT1	0.129125
XRN1	-0.159142857142857
CCDC96	1.1654
HEATR6	-1.73933333333333
GNG7	1.55933333333333
RUNX2	0.770625
SOX1	0.269833333333333
FCRL5	0.3741
ZNF99	0.00725
FAM9A	0.758
SNX22	0.032
MBNL3	-2.20033333333333
ODC1	-1.905
ADORA2B	-1.4425
NR2F6	-0.085
ZFYVE16	-0.410055555555556
SYNJ2BP	-0.5341
POLE	-1.255875
E2F2	-1.736
THRA	1.6775
PTGES2	-1.32766666666667
HIP1R	0.4635
TMUB1	-0.7525
ENO3	-2.0445
RSPH10B	-0.2575
CXorf39	0.0435
IRGC	0.09775
GPR109B	0.84825
FLJ13305	-1.6505
LCE3A	-0.3855
TNFRSF18	-0.8785
DET1	0.63025
TRPM3	0.32025
C16orf79	-0.8125
FECH	-0.845333333333333
RAP2A	0.0783333333333333
CRIP1	0.391
AZIN1	-0.439125
SLC7A7	2.1485
IL10RA	0.5386
TMEM64	-1.95375
CDC42EP4	1.1791
C16orf58	-0.0844
ARG2	-2.40875
POU5F1P4	-4.40375
FAM62B	-0.437
DNAH8	-1.9575
ASH2L	-0.529375
TSLP	0.828166666666667
CNTNAP5	-0.397666666666667
TMEM16C	1.373
IFNA14	0.0155
SLC1A3	-0.673125
CABYR	0.9965
BCL7B	-0.4746
NUDT13	-1.15416666666667
C13orf28	0.81275
C1orf53	-0.9245
ARL6IP4	0.1801
RPL35A	0.9575
EMR3	-0.53
RAB40C	0.317916666666667
SLC41A1	-0.347
LRCH1	0.057
LY6G5B	-0.536
FAM124A	0.0256428571428571
MGC10981	-3.56633333333333
CLIP3	0.4057
MAP4K2	-0.736
CHIC1	0.12375
SULF1	1.36266666666667
C20orf30	-0.122357142857143
PRDM5	-0.348375
ELOVL1	0.06575
C11orf48	-1.260875
SLC39A10	-1.29325
KCNV1	0.00524999999999999
ACP1	-0.639333333333333
ZMYM2	-0.18425
B3GNT6	0.1735
C9orf69	0.03025
C2orf15	0.67525
C20orf166	-0.9805
HSP90AA6P	-1.612
EDG7	-0.2145
NEURL	-0.980375
LPL	3.748
CLEC2D	0.232142857142857
GRRP1	2.77983333333333
CD8B	-2.0563
HIST1H3D	-1.83816666666667
SLC6A12	0.190125
FAM27L	-0.228
CD84	0.0668
RASA1	-0.5365
PHKG1	0.1925
MAGEA11	-1.0065
IMPA1	-0.9051
NPM3	-1.139
RARRES1	4.43125
SH3BP1	0.2045
B3GNTL1	-0.5215
ARPC5L	-0.848166666666667
KLHL26	0.01175
SIM2	-2.490625
GJC1	0.561
C20orf194	0.23675
EXO1	-4.04375
SLC2A2	-1.6935
LOC285074	-0.4315
LRG1	0.62625
KIRREL	-0.2005
PIK3R1	2.56935714285714
C4orf34	0.81975
MAF	-0.627777777777778
ADCY4	3.734
ZMIZ2	0.4373
SLC46A3	0.762833333333333
STAMBP	-0.7535
CCDC16	1.322
MS4A12	0.1235
TCF20	0.1185
LRRC46	0.2345
C20orf152	0.03925
MRPS6	-0.4465
ABCB11	0.122
KCNC2	4.703
CDH19	-1.1865
C9orf123	0.6385
SSH3	0.911875
LDLRAD1	-3.38375
CCBE1	0.02475
ZNF135	1.370625
TAAR1	-0.16
WFDC12	0.264
CCDC42	0.00683333333333333
FLJ12529	-0.952
PER1	0.6275
TIMM50	-0.660333333333333
SMARCAD1	0.181166666666667
FAM26C	-0.032
TP53TG3	-0.443833333333333
SH3RF1	1.1089
LMCD1	1.60225
GPR63	0.1965
FLJ21986	-2.174625
AIFM3	-0.53425
MICAL1	-0.604833333333333
BLZF1	0.0138333333333333
IQCA	2.72366666666667
PCDHGC3	0.294
SAC	0.27675
BCL6B	1.92533333333333
DDO	0.17975
MARCO	1.9005
DCHS1	1.07533333333333
C1orf170	0.277666666666667
CD200R1	1.19133333333333
C22orf15	0.139
SEPT11	-0.937333333333333
ADNP	-0.7065
UST	0.0143
C13orf34	-1.311
RFFL	0.00221428571428572
APBA3	-0.449
C2orf60	-0.379375
CUTL1	-0.8043
PMS1	-0.488285714285714
ZNF689	-0.175
EIF3E	0.5515
IL9	-0.597666666666667
RPL31	0.6385
LY9	0.784833333333333
ATP2B3	0.29175
KDELR2	-0.715541666666667
TFCP2	-0.055125
NLRP12	-0.7805
FLJ45422	-0.643
TLE4	0.2093
ZNF570	-0.1595
FLJ43806	-0.5065
TLK2	-0.98325
CIR	1.01725
MARS2	-1.0275
COL24A1	-0.3925
SDF2L1	-0.75
HIBADH	0.350166666666667
IGFBP3	-2.36057142857143
C12orf23	0.28425
PSPC1	-0.375
C20orf43	0.427
TRAV20	-0.2335
ARHGAP24	0.84825
KIAA1975	-0.030375
C1QA	3.1158
DNTT	-5.09316666666667
C10orf6	-0.579
C11orf41	0.169625
HNRPF	-0.034125
COL11A1	0.706166666666667
UBAP2	-1.25183333333333
CDKN2AIPNL	-0.4955
C20orf174	3.3575
SPRED2	-0.009
PLA2G12A	-0.586166666666667
ICEBERG	-0.272333333333333
SCN10A	0.1855
C11orf65	0.0935
GBP5	2.57
PITPNC1	-1.10516666666667
POU3F3	2.466
NCOA7	-0.067
LIN7C	0.2165
LOC348840	-1.592
NKX2-2	-1.895
ANKRD13D	0.207
LOC123688	0.015
FUT2	0.908333333333333
TAAR8	0.1645
FZD4	0.412583333333333
PNMA3	-0.154333333333333
OR4L1	0.1125
WIT1	-2.633
EXOC3L	0.603
ATPBD4	0.3689
KRBA1	-0.41325
UBXD6	-0.50075
HOXB7	-0.752714285714286
C7orf23	-0.1
UNQ338	1.18825
STAB2	2.12025
CDC20B	-0.501
IRF9	0.9065
CENTG1	0.426833333333333
TNPO2	-0.85925
MCPH1	-0.1975
BMS1P5	0.0205
SLC26A7	1.079
HIST1H3J	-0.36225
C9orf3	0.4497
LBH	1.8305
MYO1D	0.1195
PTDSS2	0.11175
NFU1	0.84
DEPDC4	-1.25975
WNT7B	-0.5214
GLP2R	-0.241666666666667
SETD4	-0.0527
DYNLT3	-0.5964
FKBP11	-0.944666666666667
SESTD1	0.251666666666667
FLII	0.1065
RPS16	0.5836
CHPF	-0.3885
CSNK2A1	-0.870666666666667
SUMO1P1	-0.09825
FKBP6	-0.317
ZNF214	1.2995
TWIST1	0.721
DDX56	-0.952
TRAM1L1	1.7381
EPO	-2.59233333333333
MRPS18B	0.23475
ZNF682	-0.6765
RPL14	0.6795
MAFF	0.16225
LOC51136	-0.579125
LY96	-0.488
DDX20	-0.2725
ABTB1	1.36366666666667
ARL5A	-0.522
CCT6A	-1.377
HEPACAM	-0.371666666666667
EHHADH	-0.736333333333333
RBAK	-1.12
CGB1	4.07
ITGB5	0.1929
YIPF3	-0.4255
FKBP2	-0.436
NR1D1	0.4251
TMEM110	-1.006
NEK2	-4.85
PRAMEF8	-2.558
C20orf52	-1.12383333333333
PCDHGA3	-0.061
VWA3B	-0.28525
NDUFA5	0.427125
THAP9	-0.53075
FLVCR2	-1.2825
AP1S1	-2.484125
SMAD6	-1.117
SAV1	1.67275
SAT1	0.46725
ZNF251	0.856875
ADAMTS7	0.3079
RPP38	-0.11625
C1orf211	-2.207
YPEL2	0.8294
RBMS1	0.06475
ZNF445	-0.46
NRXN2	0.708
PGBD4	-0.162875
UGT2B28	-0.2655
WBSCR16	-0.4423
NLRC3	0.3815
ASTL	0.39875
ST6GALNAC1	-1.75
ZADH2	0.2205
MLLT4	1.08491666666667
ARL6	-0.164166666666667
MEF2C	0.78175
CBFA2T3	-1.0675
AFF3	0.750928571428571
COG7	-0.0836666666666667
MYB	0.563833333333333
PLXNA3	0.272
XRCC2	-2.4455
MMS19	-0.069375
ST8SIA5	-0.616875
CHPT1	1.1745
KIAA1712	-0.554375
OR6X1	0.1415
ACTR3	-0.95975
UGCG	-0.467166666666667
OR4P4	-0.1125
ZAP70	-2.382
LPP	1.05425
ZNF485	0.072
PTPRCAP	0.2615
IL12RB1	0.06525
ATRX	-0.0778
CHST8	1.685625
C14orf109	0.596
ARV1	0.3965
NMB	-0.0537142857142857
COX5A	-1.2625
EIF6	-0.48625
MPPED2	1.48616666666667
SEMG1	-1.5365
CHRDL1	0.6795
TRAF3IP2	1.476
WNK2	0.64125
LILRA4	1.12166666666667
LAMA2	3.88375
PXT1	0.1775
RLBP1	-2.2835
CD300C	0.07925
SLTM	0.016875
FLJ10404	0.7560625
APOBEC3D	-3.43866666666667
RENBP	-0.0806666666666667
ATXN7L1	0.064
NID1	-0.416
TUBGCP3	-0.935125
ITIH5	2.37794444444444
CCDC110	3.1785
C8A	-1.9325
MGC87042	-0.25075
HOXC13	-1.62075
TFDP2	-1.2705
HCP5	0.88025
POLI	1.2375
UCN	-0.8305
ZNF764	-0.277
C8orf45	-0.052
FHL3	-0.714
SPATA5L1	-0.61875
MMRN2	2.88266666666667
NDST1	0.272833333333333
COL20A1	0.150833333333333
ZNF248	0.27
PELP1	-0.226666666666667
MBL2	-1.994
RNF41	-0.309875
C5orf24	-0.383
THOC5	-0.722
SERINC3	0.379833333333333
RP11-151A6.2	0.015
CDCP2	0.41875
HIST1H2AA	-0.2615
C11orf75	0.8845
FKBP7	-0.14425
DDOST	-0.273
GPNMB	0.914833333333333
TTF2	-1.93216666666667
KCNT1	0.0291666666666666
SLC39A14	-1.72775
NGRN	0.3752
GPR137B	0.993
MECP2	-0.570375
PSMA1	-0.47175
C16orf73	-3.33475
TMEM60	0.565666666666667
CSN3	1.8405
NOS1	0.151333333333333
RAB7L1	-0.305
YBX2	-0.296
KIAA1166	0.1925
FUBP3	-0.735166666666667
ABCG1	-0.3835
ACACA	-0.999083333333333
ARL11	-0.5303
ATOH1	0.26
ODF1	-0.3968
CREB3L3	0.0493333333333333
TMEM127	0.616857142857143
DSCAML1	0.651
PLN	2.3294
LYPLA1	-1.07166666666667
PRDM9	-1.6315
SASP	1.41625
PLUNC	0.1685
INTU	1.39625
HISPPD1	0.18375
LNPEP	-1.105
YARS2	-0.819
APCDD1L	0.191
ZCCHC4	-0.1353
FBXO22	-1.539
TTLL13	-0.1715
ZNF669	-1.34883333333333
PTGDR	2.0085
DDX27	-0.19525
KIAA0409	-0.000333333333333334
GJB6	0.11875
ASB8	0.54275
PLP2	-0.8165
MEPE	0.01375
OR10J5	0.2065
KRT222P	2.28325
COQ7	-0.309166666666667
C1orf101	1.5685
RERG	3.0014
CHMP5	0.3295
THAP11	0.38375
ZNF43	0.028
ZRANB3	-1.097
KRT13	4.61425
MRPL19	-1.01975
RBBP9	-0.586875
SPATA17	0.751375
BXDC5	0.0748333333333333
PAFAH1B1	-0.826666666666667
MAGEE1	0.38
OSTF1	-0.04225
KIAA0323	0.00366666666666666
TXNDC13	-0.418
CNTN4	2.003
LCE1B	0.613
UNQ501	0.05075
ZNF154	0.60975
C3orf64	0.735
SYT5	0.4491
PON1	0.158333333333333
FLJ10357	-0.0505
ATP4A	-0.051
GNPDA1	-0.641333333333333
MGAT1	0.54
C14orf121	0.0015
SLC35B2	-0.136
MIER3	0.414
CHEK1	-4.881
ZNF8	-0.704333333333333
TXNDC1	-0.813833333333333
CKB	-0.4753
RTN3	0.203
FZD2	-1.73483333333333
PART1	1.33575
PSMB6	-0.90325
PCDHB8	-0.7935
PHC3	-0.247
PPP1R8	-0.602833333333333
NOVA2	1.702
TNFRSF11B	-4.83325
GOLPH3	0.585666666666667
UBLCP1	-0.3155
SUHW3	-1.15625
TTLL1	0.74775
OPN4	0.237
OR13G1	0.2325
ZPBP2	0.2724
HSD17B11	-0.488125
