Hybridization REF	TCGA-AR-A1AR-01A-31R-A137-07
C9orf3	-0.5506
LBH	1.4185
MYO1D	0.3885
PTDSS2	-0.04775
NFU1	0.52
DEPDC4	-1.718
WNT7B	0.4971
GLP2R	-0.498
SETD4	0.0304
DYNLT3	-0.4676
FKBP11	-0.4875
SESTD1	-0.360833333333333
FLII	0.142
RPS16	0.6432
CHPF	-0.347333333333333
CSNK2A1	-0.607833333333333
SUMO1P1	0.449
FKBP6	-0.9815
ZNF214	0.645
TWIST1	0.337833333333333
DDX56	-0.147
TRAM1L1	3.1612
EPO	-2.69316666666667
MRPS18B	-0.7445
ZNF682	-0.44
RPL14	0.0828333333333333
MAFF	-0.2435
LOC51136	-0.396625
LY96	1.31925
DDX20	-0.02375
ABTB1	0.915833333333333
ARL5A	0.2256
CCT6A	-0.40475
HEPACAM	-1.01583333333333
EHHADH	-0.088
RBAK	-0.295166666666667
CGB1	0.56725
ITGB5	0.292
YIPF3	0.10675
FKBP2	-0.3045
NR1D1	-1.0447
TMEM110	1.3105
NEK2	0.054
PRAMEF8	-3.20975
C20orf52	-0.927666666666667
PCDHGA3	0.815
VWA3B	0.742
NDUFA5	0.13875
THAP9	0.7925
FLVCR2	1.274
AP1S1	-1.037375
SMAD6	-1.31725
SAV1	0.728375
SAT1	1.676625
ZNF251	0.16925
ADAMTS7	0.3841
RPP38	1.015
C1orf211	-0.351
YPEL2	0.8139
RBMS1	1.2555
ZNF445	-0.7325
NRXN2	0.113333333333333
PGBD4	-0.792625
UGT2B28	-2.26075
WBSCR16	-0.2469
NLRC3	1.20875
ASTL	0.33175
ST6GALNAC1	-3.278
ZADH2	0.1275
MLLT4	0.85825
ARL6	0.937
MEF2C	0.189
CBFA2T3	-1.5885
AFF3	-1.10642857142857
COG7	-0.615666666666667
MYB	-3.18816666666667
PLXNA3	0.382
XRCC2	-0.0168333333333333
MMS19	-0.288875
ST8SIA5	-1.841875
CHPT1	-1.69733333333333
KIAA1712	-1.472375
OR6X1	0.204
ACTR3	0.720375
UGCG	0.833166666666667
OR4P4	0.2625
ZAP70	-1.7165
LPP	0.042625
ZNF485	0.5745
PTPRCAP	1.22875
IL12RB1	1.19075
ATRX	0.0365
CHST8	-2.58325
C14orf109	0.385
ARV1	0.7915
NMB	0.639285714285714
COX5A	-0.666333333333333
EIF6	-0.97075
MPPED2	-1.5675
SEMG1	-2.369
CHRDL1	1.6715
TRAF3IP2	1.441
WNK2	0.90225
LILRA4	4.30066666666667
LAMA2	4.18925
PXT1	-0.0365
RLBP1	-2.26725
CD300C	2.359
SLTM	-0.317625
FLJ10404	-0.5818125
APOBEC3D	0.238666666666667
RENBP	1.55266666666667
ATXN7L1	1.079625
NID1	-0.1695
TUBGCP3	-0.796375
ITIH5	2.52083333333333
CCDC110	1.65025
C8A	-2.951
MGC87042	1.21775
HOXC13	-1.394
TFDP2	-0.60475
HCP5	2.38275
POLI	0.41575
UCN	-0.624333333333333
ZNF764	0.243
C8orf45	1.0895
FHL3	0.07975
SPATA5L1	-0.11625
MMRN2	3.71283333333333
NDST1	0.438166666666667
COL20A1	-0.519833333333333
ZNF248	-0.538166666666667
PELP1	-0.729333333333333
MBL2	-2.82716666666667
RNF41	-0.386125
C5orf24	0.01375
THOC5	-0.711125
SERINC3	-0.411583333333333
RP11-151A6.2	0.37825
CDCP2	-0.07525
HIST1H2AA	0.904
C11orf75	1.139
FKBP7	0.5245
DDOST	-0.02975
GPNMB	1.703
TTF2	-0.797166666666667
KCNT1	0.193666666666667
SLC39A14	-0.3645
NGRN	-0.664
GPR137B	2.4265
MECP2	-0.1725
PSMA1	0.41275
C16orf73	-5.88375
TMEM60	0.554333333333333
CSN3	7.6905
NOS1	0.328666666666667
RAB7L1	0.443333333333333
YBX2	-0.495
KIAA1166	-0.029
FUBP3	0.121
ABCG1	-0.094
ACACA	-0.622583333333333
ARL11	1.569
ATOH1	1.268
ODF1	1.44633333333333
CREB3L3	-1.10433333333333
TMEM127	1.27992857142857
DSCAML1	-1.157
PLN	1.7115
LYPLA1	-0.560916666666667
PRDM9	-2.7265
SASP	0.4465
PLUNC	0.143
INTU	0.4795
HISPPD1	0.67875
LNPEP	0.0651666666666667
YARS2	-0.621166666666667
APCDD1L	-1.0305
ZCCHC4	-0.8805
FBXO22	-0.7965
TTLL13	-0.6755
ZNF669	-1.05183333333333
PTGDR	3.265
DDX27	-0.773
KIAA0409	0.0703333333333333
GJB6	0.082
ASB8	-0.00275000000000001
PLP2	1.18383333333333
MEPE	-0.395
OR10J5	1.141
KRT222P	1.0795
COQ7	-1.33333333333333
C1orf101	1.807
RERG	2.1451
CHMP5	0.476875
THAP11	-0.384
ZNF43	-0.235166666666667
ZRANB3	0.200166666666667
KRT13	-1.1715
MRPL19	0.142125
RBBP9	-1.03775
SPATA17	0.233125
BXDC5	0.03
PAFAH1B1	-0.140166666666667
MAGEE1	0.18975
OSTF1	0.72975
KIAA0323	-0.526083333333333
TXNDC13	-1.22883333333333
CNTN4	3.54275
LCE1B	null
UNQ501	-0.24025
ZNF154	0.18075
C3orf64	1.444
SYT5	-0.5366
PON1	0.633833333333333
FLJ10357	-0.787625
ATP4A	-1.673
GNPDA1	-0.529
MGAT1	1.0415
C14orf121	-0.048
SLC35B2	-0.29725
MIER3	0.203333333333333
CHEK1	-0.581
ZNF8	0.341833333333333
TXNDC1	-0.745666666666667
CKB	-1.1665
RTN3	0.554357142857143
FZD2	-0.671833333333333
PART1	-1.341375
PSMB6	-0.4095
PCDHB8	2.078
PHC3	-0.4021
PPP1R8	-0.503833333333333
NOVA2	2.42983333333333
TNFRSF11B	-3.74825
GOLPH3	0.0876666666666667
UBLCP1	-0.15975
SUHW3	0.4515
TTLL1	0.372
OPN4	0.6325
OR13G1	1.301
ZPBP2	-0.2918
HSD17B11	-0.806
C9orf50	-0.6815
DHDDS	0.279642857142857
CTSW	2.7386
NEFM	-3.01533333333333
MRPL28	-1.30525
SYN1	0.528833333333333
PIGV	-0.786833333333333
ZIM2	-0.69025
APBB1	0.318333333333333
SND1	-0.1265
C1orf123	0.0533333333333333
CHD3	-1.053
BHLHB8	0.38775
RNASE2	2.3685
BCAP31	0.266
SLC25A44	0.592833333333333
CHD6	-1.9146
PIB5PA	-0.066
SELS	0.02525
LOC541471	0.607875
FAT2	2.047
ZNF81	0.0125
OR4C16	0.321
FLJ10081	-0.5351
LRRC4	0.6215
CS	-0.0326666666666667
N4BP2	-1.34575
IGFBP7	1.304
ZNF318	-0.0380833333333333
NDNL2	0.13325
ZNF609	-0.629625
SIRT4	0.085
EXOSC10	-0.133
ECE2	0.17525
OVGP1	0.01675
GTPBP3	-0.01675
PACS2	1.6042
C19orf36	-0.839666666666667
ARL4C	-0.37475
ATG4B	-0.043375
UBQLNL	0.4515
RHOXF2B	-4.1015
PLEKHG2	-0.393
GALR1	-0.668
AQP4	6.49666666666667
HDAC7A	-0.0673333333333333
DCUN1D3	0.4565
OR8A1	-0.5555
CCRN4L	1.371125
CBR4	-0.648666666666667
KIFC1	-1.14533333333333
SLC7A14	-2.24666666666667
LHX5	1.1775
TRPC7	0.512
LPXN	0.6745
SERPINA1	-2.038375
RPS13	0.1094
BPIL3	-4.542
PRKAA1	-0.51925
FADS2	-1.4331
ENAH	-0.238125
PRO1768	0.5805
APBA2BP	-1.44625
LIPH	1.45766666666667
C3orf33	-0.1655
RCC2	0.593928571428571
ALDH1A2	-3.3119
RNF103	1.2505
AHCY	-0.81275
ALG12	0.099
CCL17	3.91525
ZNF543	1.0895
ESRRG	-0.2393
CNGA1	2.9615
RDH5	0.715
OTX1	-1.9881
PTGFR	-1.7585
CDR2	-0.257
SELE	6.91175
NLGN2	-0.674
EXOSC9	-0.41125
ZNF566	-0.300166666666667
KLRC2	-2.54
GPR12	0.4915
KIAA0196	0.103
PDRG1	-0.55925
SSR3	-0.395857142857143
MSI1	0.228
CST9	-0.4645
CC2D1A	-0.00625
PLAGL1	2.13661111111111
ZNF778	-0.115
RNF2	1.00075
KLF6	1.0355
THBD	2.72516666666667
tcag7.1314	1.6185
NR5A1	-0.470833333333333
ABCD2	0.87075
DNAJC7	-2.2255
CLEC4C	2.9355
TM2D3	0.267375
CCDC4	-2.3895
PLAC2	0.7315
DCD	-0.5815
FAAH	1.13725
POLA1	-0.744666666666667
TM7SF2	-1.287
FLJ39822	-2.38516666666667
FLOT2	0.07925
MAP4K1	0.649833333333333
SRP68	-0.22275
C21orf74	1.0005
ARPC5	0.696125
LOC126075	1.094
HECW2	0.548625
ZDHHC4	-0.178
ANKRD42	0.7543
PDE9A	-0.8945
ABCA8	0.16575
NDUFS2	0.40675
UBR5	-0.457375
BTBD16	-3.04725
LOC554174	0.395
ZNF20	0.796
KIAA1843	-0.5045
WDR17	-0.69775
C15orf33	0.2665
RNF113A	-0.38375
CAMKK1	-0.8551
CLCN2	0.069
ANXA6	-1.0105
LOC340069	-0.176
EMID1	-0.115625
DPM3	-0.0185833333333333
ELA1	0.0715
SLC25A13	-0.3754
KRT24	-0.2365
SMPD1	0.299
TH	-0.2485
COL6A2	1.35528571428571
ANKS1B	-0.5005
GPR126	-0.8067
ZC3H12A	0.271666666666667
TMEM47	0.761
C2orf51	-0.3735
C1orf88	1.07033333333333
HSF2BP	0.58125
AKAP10	-0.6155
RPAP3	-0.353
KLHDC8B	0.925125
STOM	0.767
MUPCDH	0.55875
C10orf72	0.00187500000000003
PLEKHA3	0.678416666666667
TCP11L1	0.57675
CWF19L1	-0.090375
SPEF1	-0.315846153846154
YSK4	-0.238333333333333
ELN	1.6462
SAMD8	0.918
MPI	-1.6655
MEPCE	0.327
ABCC3	-0.555125
NANOGP1	-3.9785
KCNK17	2.259875
HLA-DMB	4.6905
RRAGA	0.72125
ANGEL1	-0.4505
RBM32B	0.073
CPN1	-3.4345
MGC52282	0.134888888888889
HLA-A	2.37825
OR9G4	0.519
EDNRB	1.2235
SCD	-2.40921428571429
C14orf80	-0.005
BAGE2	-2.7605
RABL4	0.245166666666667
RCVRN	0.1805
SHANK1	-0.08
NLRP7	-1.6275
CD226	2.7645
STAT3	0.5315625
SYNJ2	-1.9301
TPCN2	0.569333333333333
WDR36	-0.449083333333333
MBD4	0.53
ROBO1	0.0441
ST3GAL6	-1.70075
SLAMF8	4.24183333333333
ATN1	0.454
GPR141	1.33325
KRT36	0.8255
TPH1	1.4205
DDX52	-0.3455
ZSCAN29	-0.036
TRPT1	-0.842166666666667
DPEP3	0.50225
DENND4A	-0.95275
TSPAN16	-0.4065
PTCHD2	-1.288
LOC145814	-0.4555
CAP1	0.1455
EIF5A2	0.6437
NT5DC3	-1.29125
SEPT9	-1.226375
SEZ6L2	-2.21325
EGFLAM	4.7925
VPS11	0.51925
NDUFB5	-0.0571666666666667
CIDEA	4.49433333333333
IER5L	1.15025
N6AMT1	1.13125
FAM83C	-2.358
OXR1	0.371583333333333
IRX1	0.5965
DGKB	-0.308666666666667
GCN5L2	-1.72225
MIR16	-0.638625
FBXW9	0.48625
WDR4	0.0195
PDC	0.12
VPS33B	-0.60075
HEXB	0.02475
FLJ32214	0.1775
TCEB3	0.29
CRLF1	-4.7125
ABI3BP	3.318
C8orf22	-3.388
PYCR1	-1.2265
KIAA1706	1.72
CDK5R2	0.562625
WAS	1.534
C12orf60	-1.12275
CCBL2	0.362125
MADD	0.05075
C5orf34	-1.24475
WDR42A	0.5192
KLF12	-0.65675
HSPA1A	1.1255
ITM2C	-1.73833333333333
DAPK2	1.3355
LOC442590	0.043
SUMF2	0.8255
CENPA	-0.399307692307692
TMED5	0.85175
CDH6	-0.6135
BRP44	0.599875
THG1L	-0.5355
GABRA2	-4.1305
C14orf166	0.0325
MYL1	-2.40733333333333
TNFSF18	-0.4005
PAP2D	-1.6215
PPIB	-1.01725
KLHL4	-1.118
SFN	0.742666666666667
CCDC127	-0.299
FRAP1	0.092
GOLGA5	0.62325
SDCCAG1	0.397
MGC21675	-0.720333333333333
C10orf95	-0.34975
KIAA1345	-1.20683333333333
C1orf163	-0.9755
LACE1	0.811166666666666
OR10K2	-0.6585
CENPN	-1.0432
TMED2	0.14725
UGT1A6	-0.261
ANG	-1.407
U2AF1	-0.424166666666667
CASC2	-0.0671666666666667
NMT2	0.989333333333333
OSGEPL1	0.261
DFNB31	-1.144
SLC6A20	-0.26425
DKC1	-0.5205
FXYD4	-1.71925
WDR64	0.0245
MGC5590	-0.022
CREBZF	-0.4615
DAZ1	-0.44025
PRPSAP1	-1.48675
GCHFR	-0.83
TTC7A	0.5265
LOC196993	-0.039
UBD	4.44733333333333
S100A1	-0.536375
RPL6	-0.079
DNAJB6	0.66555
NAGS	-0.00860000000000001
C2orf58	1.133
KERA	0.627
MT1X	0.1547
UBE2B	0.7296
KEAP1	0.25275
MST1	-3.10525
OMA1	0.77
ABLIM2	1.49675
BCL2L13	-0.2395
JAZF1	0.553
TMEM63B	0.0595
S100A8	3.0452
ARFIP2	-0.24125
UROS	0.1575
KHDRBS2	-1.0575
POLQ	-1.333625
SOAT1	0.34075
SPAG4	-2.446
MRPS30	-1.24333333333333
LOC494141	0.519
OR2T11	0.175
ORAOV1	0.59
ZNF184	0.353666666666667
TCEB3B	0.00383333333333336
ADAM21	0.9175
GDPD1	-0.39425
SPINLW1	0.043
PRR14	-0.217166666666667
KCTD9	0.1996
NUDT3	0.9375
KIAA1822	0.8888
HIST1H4K	0.504
DFNA5	-1.35875
GABPA	1.53425
C14orf44	-0.275
POLB	0.96125
PTAR1	-0.636
SEC31A	1.2729
TRIM58	-1.889
TAS2R14	-0.7445
VPS8	0.282875
H1F0	-1.51866666666667
PRKCB1	-0.981833333333333
UGT2A1	0.0435
TOR1B	0.0195
LSS	-0.700583333333333
C2orf19	0.011
HNRNPC	0.509857142857143
TMEM100	-0.509666666666667
LOC116349	-1.1345
OR51M1	-1.456
CCDC142	-0.77025
ISG15	1.8809375
ZCCHC14	-0.305125
CREBL2	0.699375
TGDS	-1.064
DC2	0.52825
CACNA2D3	-1.12321428571429
ZNF429	-0.8155
LYPD6	-2.414
SUCLG1	-0.114166666666667
OR51I1	-1.1845
MAGEH1	1.836
PRPF40A	0.2875
SMR3A	0.574
SPINK2	0.64425
THAP2	1.050375
NPY5R	-2.024625
IRF4	-1.642625
SPESP1	-1.94083333333333
OR10S1	0.166
DTD1	-0.58275
TUBE1	-0.676
DDX19A	-0.0785
PDPN	0.974625
TMEM34	0.419416666666667
MGAM	-0.552
COL3A1	5.87211111111111
GFM2	-0.7437
OR5A2	0.145
PSG9	-4.78666666666667
ARHGEF11	0.559666666666667
IVNS1ABP	0.2566875
SIGIRR	0.953
DUSP19	0.628
DNAJC14	-0.6052
ACSS1	-0.564
IL1RAPL2	0.213
C4orf30	-1.6485
SEPT4	2.1565
LANCL3	-1.81175
SPAG17	1.14983333333333
PRDX3	-0.732375
HNF1A	-1.78175
P4HA2	-0.83375
RFWD3	-0.9915
MOV10	0.209
DNAJA5	-0.393642857142857
LOC729440	0.78075
LOC200383	-0.165428571428572
SMC2	0.1885
MIXL1	-1.26033333333333
TMEM9	0.16425
FAM86A	-0.0815
ZNF174	-0.2513
MYH14	-1.0035
CCR8	0.4345
VPS37C	0.697333333333333
GPATCH1	-0.295666666666667
B3GNT8	2.4765
TBX4	0.4415
CNR2	1.32
PCDH1	0.65325
C5orf29	5.467875
OCIAD2	0.704
PLCG2	1.6655
KIAA0247	1.83825
HRH3	0.2039
CAPN13	-2.6915
CCR1	1.3287
MGC15523	-0.173333333333333
UVRAG	0.684833333333333
DNAJA2	-0.141
ITGA2B	-1.1195
CLDN5	3.752875
PTPRN2	-1.77007142857143
ZNF512	0.182666666666667
PSAP	1.60528571428571
CCDC140	-1.9025
LRRC55	0.1875
CYP26C1	0.3845
C8orf47	3.26025
LYN	1.268375
DUSP6	-0.379833333333333
TGFB3	1.93153333333333
ELK1	-0.0569
PCDH11Y	-1.582
HGD	-4.4075
C17orf58	-0.21375
MYO3A	0.656
SERPINE2	-3.8055
AARSD1	-1.341625
C14orf73	-1.4425
ADAM33	-0.15525
ZNF491	0.7785
MAPK6	-1.34
TCN1	-0.9985
SLC24A6	1.329
UBE2R2	-0.101
H1FNT	0.1455
TATDN2	0.527666666666667
LILRB1	3.875
P2RY5	1.761
NUCB2	-0.37525
C2orf37	1.72575
SNX27	0.239333333333333
MTA3	-0.119875
FOXO4	0.024
ID4	4.3465
SOX5	-2.91366666666667
PXMP3	0.5775
OR52M1	0.347
SFT2D3	0.04475
INA	-3.71533333333333
MCOLN1	2.02775
NFIX	0.8724
CLEC14A	5.6365
HIBCH	-0.034
PLA2G5	1.83025
TIMM10	-0.3625
MED17	0.6945
COL4A4	0.8685
TPP1	1.05466666666667
GJA3	-1.93783333333333
TMPRSS5	-1.547
AADACL3	0.656
DNMBP	-1.3135
ENPP5	2.58783333333333
NQO1	-2.274
ZSCAN2	-1.151375
SEC24C	-0.7075
GTF2A1L	1.051
AXIN2	-1.1841
FAM33A	-0.393083333333333
C16orf13	-0.8495
SPNS2	1.62875
TAF1	-0.55475
AP1G2	-0.587333333333333
RBM42	-0.373833333333333
HCN2	0.374166666666667
EFHB	1.60616666666667
RUSC1	0.725833333333333
GRIK5	0.0135
USP21	-0.00966666666666667
ATAD3C	1.45825
ORMDL2	-0.322
PRSS7	-4.628
PSAT1	-2.965
FLJ13195	-0.642333333333333
TBC1D1	0.825333333333333
IFNG	3.97075
OTOS	0.311666666666667
ZNF773	0.287166666666667
EMD	-1.69025
RETN	3.008
CCL8	5.2495
APH1A	1.095375
COX18	0.251
GTF2IRD2	0.79525
CCDC82	0.442083333333333
PAFAH2	0.1819
NPEPL1	-1.2857
RP11-114G1.1	0.7875
TP53INP1	-0.292125
ZNF300	0.039
FOXL2	-3.5835
LARP2	0.443583333333333
LATS1	0.264
HTR6	-0.4305
SPOCK2	1.85083333333333
RNF144B	1.68783333333333
HTATIP2	0.26325
MGC10334	0.22725
CENTA2	3.45966666666667
FGF2	-1.8745
FXYD7	0.33025
PHYHIPL	-3.2455
GPR34	6.74275
DDX6	-0.476166666666667
OR10W1	-0.0585
LHFPL1	-1.3475
ZNF313	-0.869357142857143
VPS28	0.736
AP3M1	-0.5244
AKR1CL2	1.94175
TRAF4	-0.554125
OR2B11	0.455
C19orf12	0.868333333333334
AKAP9	-0.00166666666666668
C1orf62	1.093
SLC20A1	-0.9726
FAM112A	0.598
LDB2	1.02475
MRPS23	-1.069
KLK5	3.205375
SPTB	-0.9776
EFEMP2	0.73125
EFNB2	0.392125
PCM1	-0.925571428571428
NMNAT3	1.840125
TSG101	0.273833333333333
C8orf40	-0.326666666666667
NOB1	-1.07875
ABHD3	-0.6475
GTF3C4	0.742875
PIGN	2.18883333333333
GALNTL1	-1.3145
AEBP1	1.631125
OR9Q1	0.1485
ANKRD2	0.6415
CCL28	-1.5755
TRIM38	1.14466666666667
TMCC1	0.31875
SMG5	0.5155
LRRC7	-0.669
NCAPD2	-1.514
C6orf153	-0.0335
C1orf74	1.96225
OTUD6A	0.293
DCP2	-0.2555
TMEM24	-0.031
RPL18	0.359833333333333
TMEM177	-0.1825
LRRC37A3	-0.126
C1D	-0.754333333333333
LDHC	1.11725
UBE4B	0.571166666666667
NIT1	0.05475
BTN3A3	1.612375
RASD1	2.045
COMMD3	0.3585
SHFM1	0.784
BIRC8	-0.057
DUT	-0.7025
C12orf51	-1.29
LRRC59	-0.2685
LY6H	0.89225
WDR22	-0.00291666666666667
EDEM1	0.344285714285714
ADH1A	4.2075
PANX2	-0.0443
CYP11B1	0.80175
CDC73	0.529
GPR172A	0.5525
GSTM3	-1.70507692307692
KCNA5	0.587125
SERAC1	0.7785
NFATC2	0.4375
ANAPC5	-0.4501
C15orf24	-0.30875
NFATC2IP	-0.464916666666667
TNRC6C	-0.250166666666667
MGC102966	0.0715
FGD5	1.75016666666667
MED9	-0.32875
RAB13	0.608666666666667
C15orf49	0.268
CRYGS	-0.6469
C12orf53	-1.4858
LOC283693	-0.899
COX6B2	-0.1145
PHF14	0.532375
FAM3A	0.219125
RPL13	-0.5574
PRDX2	-0.5936
FLJ34047	-3.00925
PRMT3	-0.18775
KCTD19	-2.0425
TRIM10	-0.261666666666667
MGC26597	0.3855
GCNT4	-0.273
GPRASP1	0.19625
CDKN1C	-1.26558333333333
RHBDL2	1.2662
HSPH1	0.249
AQP1	2.978375
COL17A1	-2.4319
GFAP	0.125375
CDC16	-0.46625
KIAA1614	-0.49
C6orf118	-0.781
ZSWIM5	-3.25075
FAM83F	2.94225
LYNX1	1.2424375
SYNPR	-1.1555
XG	4.73266666666667
PRSS16	2.08775
KIF13B	-0.206
PCDH9	-0.8845
HIST1H2AH	0.166333333333333
RBM18	1.06525
ZNF626	0.944125
HEXIM2	-0.727166666666667
ITFG1	-0.645
TUBG2	-0.8435
SFRS7	0.00825000000000001
C9orf14	-2.6275
EXTL1	0.80675
GBP3	1.95266666666667
WDR5	0.04025
RARG	0.389
MYO7A	0.8655
CECR6	0.781
C13orf3	-0.25225
SFRS18	-0.910375
ACVR1B	0.0853333333333333
PSMD1	0.3859
C7orf31	-0.00683333333333334
ILVBL	-0.60275
IFNGR1	2.886
RNF186	1.32575
NOL9	-0.35025
MAGEL2	0.45975
SLC29A2	-0.138
NHSL1	-0.6825
RBMX	-0.6115
PSORS1C2	2.609875
RAD51L3	-0.415083333333333
LCN6	2.463
ORAI2	-1.216375
BRUNOL6	0.0872
OR4K5	0.2395
CDC123	0.603125
MSLN	-2.15766666666667
WWTR1	1.70716666666667
ZNF700	-0.519666666666667
COBL	-0.88475
PPP1R16B	0.972125
GAS7	0.4371
MDN1	-0.515625
HAAO	1.341
C9orf68	1.9415
TNFAIP2	2.048125
FOXN1	0.1985
hCG_2033311	0.695333333333333
ATP6V0D2	3.8307
RPL41	0.17175
SLC38A1	-1.013125
ARHGAP6	0.115416666666667
ADAD2	-0.37275
PHF20L1	-0.1151875
MCM3AP	0.333333333333333
ST3GAL3	0.199833333333333
SNX1	-0.205333333333333
ELF5	2.16825
PARP3	-1.3555
RBM8A	0.2321875
LINGO4	0.842
ITGA9	0.4
ZFR	-0.53325
ACSL6	0.69325
FLJ20699	0.2399
DAOA	-0.156666666666667
FABP4	6.7745
KCNB1	-0.4075
CANX	0.1777
SLC25A28	0.387166666666667
ADIPOR2	-0.6525
ECHDC2	1.8455
SMA4	-1.558
FRZB	5.3825
PABPC1	-0.259666666666667
DMRTB1	-0.146
APOBEC3G	0.66125
CATSPER2	-1.7185
CUEDC1	-1.16716666666667
STARD9	-1.3105
CLDN8	4.935375
LOC23117	-1.54486363636364
E2F6	0.168055555555556
TMEM126B	-0.0358333333333333
DPY19L4	0.491
GIMAP5	3.9205
NDUFA9	-0.578166666666667
FAM77C	-4.81
CTPS2	0.46925
LOC51035	0.112875
WDSOF1	-0.18575
EGLN3	-1.356125
PITX3	0.9095
OR52E8	0.8065
GRM4	0.5245
KLK1	-2.57133333333333
GPM6B	-1.752875
RRAGD	0.161
PAGE5	-3.18375
UCHL5	0.112
ULK3	-0.639166666666667
AIM2	3.51266666666667
PNO1	-0.0446666666666667
OR2F2	1.3665
GNAT2	0.967
SIX1	-2.475
ST13	-0.59425
ZBTB44	0.917125
TIMP2	0.000750000000000001
ZMAT4	-4.95275
GTF2IRD1	-0.605833333333333
ZNF19	-0.425166666666667
ZNF714	-1.07875
RSC1A1	-0.181
C9orf80	1.3185
PSMA8	1.55066666666667
TMEM141	-0.59225
COX4I1	-0.415857142857143
CTAGE1	0.3018
DTWD1	-0.85225
HSD11B1	3.71075
KRT6B	1.7285
ARID4B	1.398125
LHFPL3	-0.34
WWP2	-0.0238333333333333
ZNF326	0.627666666666667
RGPD1	-0.56
CTSH	1.52033333333333
FASTKD1	-0.292375
PAF1	0.447
TTC9C	0.63925
IFT57	0.5214
PRSS36	-0.4795
IL20RB	-1.897
ZNF592	-0.0296666666666667
DCTD	-0.1965
CFP	3.7465
MFNG	0.8845
JMJD2B	-0.598
ALDH3B1	-0.43275
THSD4	-2.01166666666667
KCNJ5	3.13666666666667
LMNA	0.378666666666667
TBCD	0.3095
ZNF250	0.152833333333333
CASQ2	0.681666666666667
PEG10	-4.93933333333333
PRAME	-3.13273333333333
NP	0.20375
TRIM59	0.483666666666667
ZNF12	0.0735
XTP3TPA	0.3045
SIGLEC7	1.441
PANK4	-0.23925
FAM70A	-2.54933333333333
SNED1	-0.35875
HIP1	-0.7327
RAET1E	-1.70683333333333
AMAC1L2	-0.4875
AHNAK2	-1.29916666666667
TOE1	-0.564333333333333
RECQL4	-1.0505
SPRYD3	0.71825
DPAGT1	0.01875
MAGED2	-0.2977
ANKRD55	0.07
TRPS1	3.14308333333333
DOK7	-2.70725
TFPI2	-1.537
GTF2H3	-0.6795
CYP4F11	-2.118875
LHX2	-1.97283333333333
ATG16L1	0.203333333333333
ASB12	0.857
C1orf116	1.16175
NF2	-0.4247
POM121	0.3075
PHYHD1	2.7401
TXNDC17	-0.451833333333333
DKFZp779O175	-0.11275
NUP62	0.452857142857143
MYO18B	-1.93783333333333
PRAMEF1	0.043
TCBA1	0.1335
TMEM168	1.6655
FJX1	-0.747166666666667
CLCF1	0.6695
SEPN1	0.705875
IGSF2	0.63525
NUDCD1	0.416666666666667
TFF3	-3.16733333333333
NDFIP1	0.345857142857143
CHCHD4	-0.207
TNR	0.6365
CUTA	-0.00816666666666667
USP44	-4.6135
DPP10	-1.511
IWS1	-0.015
PCGF1	0.64
SULT1C4	-0.4605
NTF5	-1.286
PTPN13	0.9825
SSTR5	0.243
SFRP1	-2.165
IDH3B	-1.020375
SUOX	0.127166666666667
TMCO5	0.8315
GOLT1B	1.675
MIB1	-0.224714285714286
PCDHGB1	0.221
SUSD1	0.6775
ICAM5	-3.0775
PAPOLB	-0.455
URM1	-0.1417
TMEM106B	0.5505
LRIG2	-0.31025
SLC27A5	-0.79275
CLIC6	2.1844
ZNF420	0.277
SCN9A	-1.1588
KIAA1909	-0.1515
ELMOD1	-3.02025
PRKAG1	-0.47075
FAM64A	-0.396666666666667
EEF1G	0.7773
SMAD5	-0.9405
INCENP	-1.10275
WASF2	-0.4695
GARS	-0.7427
CDK10	-0.4985
HLX	1.178
MDM4	-0.4135
ZNRF1	-1.22614285714286
HHATL	-1.87033333333333
FAM21C	0.9932
HIST2H3C	-0.7695
PFDN2	0.87425
ZNF200	-0.4245
NDN	-0.5635
HBA2	-1.90833333333333
FBLN5	1.772875
PUM1	0.1505
TNNT1	-3.53916666666667
C19orf59	3.60116666666667
HNRPH2	0.738166666666667
RAB7A	0.163666666666667
PMS2	-0.26925
BIRC3	1.24733333333333
NRSN2	0.20275
OR52K2	0.4728
SPOCK1	-0.693357142857143
H2AFY	-0.404
RXRB	-0.20725
ZNF638	-0.348166666666667
ANKRD45	3.9595
ACTN4	-0.25
FXC1	0.8955
EIF2B5	0.16525
VPS33A	-0.492
PINK1	0.090625
FAM106A	0.174
SKIP	1.8676875
GAPDHS	0.146
MUM1L1	0.01425
PSTPIP1	2.33125
CNTNAP1	-1.2134
CYP26A1	-4.603
APOL2	0.3894
TACC2	0.6565
COX7A2L	0.284642857142857
HSD17B1	1.415375
ARRB2	0.406
SLC7A6	-0.1005
HSD17B10	-0.52225
RBJ	-0.21025
NUP155	-1.34925
MRPL10	-1.35133333333333
CYCS	-1.07133333333333
CCDC46	0.581
TECTA	-0.508
GNAL	-0.22875
LPO	0.574
PEBP4	-0.10875
DDX11	-1.47575
C18orf12	0.6875
TAF9B	-0.815666666666667
IMP4	0.80625
RPA4	0.246
NDUFS1	-0.3725
UPK1A	-1.32716666666667
ARRDC2	0.618166666666667
C18orf20	0.28
AES	0.042
CD2BP2	0.360333333333333
C16orf54	0.9845
UGT2B17	-2.976625
FGFR1	-1.262
